"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","typeStatus","individualCount","class","fieldNumber"
"11","2018-04-04 16:25:54-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Svitramia","wurdackiana","Svitramia wurdackiana",NA,"R. Romero","3505",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RRC ID Flag",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","3505"
"12","2015-03-07 08:55:43-03","F","FMNH-SEEDPLANTS","V0137580F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Svitramia","wurdackiana","Svitramia wurdackiana",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0137580F","V0137580F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"13","2021-02-05 11:38:48-03","UFU","HUFU","42662","S","Plantae",NA,NA,"Melastomataceae","Pleroma","wurdackianum","Pleroma wurdackianum","(R.Romero & A.B. Martins) P.J.F. Guim. & Michelang.","Romero, R.; Nakajima, J.N.; Arantes, A.A.A.; Rezende, T.M. & Hattori, E.K.O.","7181","2005","09","28",NA,"Brasil","Minas Gerais",NA,"Região da Represa de Furnas, Cachoeira Feixo da Serra, Rio Turvo.",NA,NA,NA,NA,NA,"Arusto ca. de 0,7 m. Frutos imaturos verdes, maduros ferrugíneos.; Campo rupestre.","HUFU00037082",NA,"Romero, R.",NA,NA,"2007","07",NA,NA,NA,NA,NA,NA,NA
"14","2021-02-05 11:38:48-03","UFU","HUFU","44811","S","Plantae",NA,NA,"Melastomataceae","Pleroma","wurdackianum","Pleroma wurdackianum","(R.Romero & A.B. Martins) P.J.F. Guim. & Michelang.","Romero, R.; Bernardes, P.H.N.; Hattori, E.K.O.; Arantes, A.A.A. & Freitas, F.S.","7695","2006","02","17",NA,"Brasil","Minas Gerais",NA,"Região da Represa de Furnas, Estrada para Pedreira Souza, ca. de 2 km da Rodovia MG 050.",NA,NA,NA,NA,NA,"Subarbusto, ca. 0,7 m. Hipanto verde, corola rósea, anteras creme.; Campo rupestre.","HUFU00037081",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-02-05 11:38:48-03","UFU","HUFU","68412","S","Plantae",NA,NA,"Melastomataceae","Pleroma","wurdackianum","Pleroma wurdackianum","(R.Romero & A.B. Martins) P.J.F. Guim. & Michelang.","Delfini, C.; Romão, G.O. & Rigon, J.","484","2012","05","16",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Proximidades da nascente do Rio São Francisco.","-46.840556","-20.395278","1397","1397",NA,"Subarbusto, ca. 1,5 m alt.; flores roxas, androceu amarelo.; Cerrado altitude.","HUFU00037083",NA,"Versiane, A.F.A.","-46.840556","-20.395278","2014","07",NA,NA,NA,NA,NA,NA,NA
"16","2021-02-05 11:38:48-03","UFU","HUFU","57969","S","Plantae",NA,NA,"Melastomataceae","Pleroma","wurdackianum","Pleroma wurdackianum","(R.Romero & A.B. Martins) P.J.F. Guim. & Michelang.","Romero, R.; Nakajima, J.N.","3440","1996","05","24",NA,"Brasil","Minas Gerais","Delfinópolis","Estrada para a Babilônia, Alto da primeira serra.","-46.8539009094238","-20.343900680542",NA,NA,NA,"Paratype.; Arbusto ca. 2 metros. Hipanto esverdeado, lacínios hialinos. Corola rósea. Estames amarelados (exemplar fixado).; Campo rupestre.","HUFU00070347",NA,"Romero, R.",NA,NA,"2003","01","41380","auto",NA,"Paratype",NA,NA,NA
"17","2021-02-05 11:38:48-03","UFU","HUFU","57972","S","Plantae",NA,NA,"Melastomataceae","Pleroma","wurdackianum","Pleroma wurdackianum","(R.Romero & A.B. Martins) P.J.F. Guim. & Michelang.","Nakajima, J.N.; Romero, R.","1801","1996","05","26",NA,"Brasil","Minas Gerais","São Roque de Minas","Cachoeira dos Rolinhos.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Paratype.; Arbusto, ca. de 1,5m. Hipanto esverdeado, lacínios avermelhados. Corola rósea. Anteras amareladas. Filetes róseos.; Campo rupestre.","HUFU00070350",NA,"Romero, R.",NA,NA,"2003","01","57119","auto",NA,"Paratype",NA,NA,NA
"18","2021-02-05 11:38:48-03","UFU","HUFU","8712","S","Plantae",NA,NA,"Melastomataceae","Pleroma","wurdackianum","Pleroma wurdackianum","(R.Romero & A.B. Martins) P.J.F. Guim. & Michelang.","Romero, R.; Nakajima, J.N.; Alcantara, M.B. & Prado Lima, C.A.","2162","1995","05","09",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Base do morro próximo a sede administrativa.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Holotype.; Subarbusto, ca. 0,8 m. Corola rósea com guia de néctar vinho. Anteras, filetes e estiletes cremes.; Campo limpo alterado, solo pedregoso.","HUFU00070359",NA,"Romero, R.",NA,NA,"2003","01","57119","auto",NA,"Holotype",NA,NA,NA
"19","2021-02-05 11:38:48-03","UFU","HUFU","57975","S","Plantae",NA,NA,"Melastomataceae","Pleroma","wurdackianum","Pleroma wurdackianum","(R.Romero & A.B. Martins) P.J.F. Guim. & Michelang.","Romero, R.; Nakajima, J.N. & Farinaccio, M.A.","4340","1997","06","29",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Chapadão do Diamante.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Paratype.; Subarbusto ca. 0,8 m. Corola rósea. Anteras, filetes e estilete cremes.; Campo rupestre.","HUFU00070356",NA,"Romero, R.",NA,NA,"2003","01","57119","auto",NA,"Paratype",NA,NA,NA
"20","2021-02-05 11:38:48-03","UFU","HUFU","57973","S","Plantae",NA,NA,"Melastomataceae","Pleroma","wurdackianum","Pleroma wurdackianum","(R.Romero & A.B. Martins) P.J.F. Guim. & Michelang.","Romero, R.; Nakajima, J.N.; Castro, N.M.; Volpi, R. & Silva, E.","6138","2001","06","22",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Morro próximo ao alojamento.","-46.3657989501953","-20.2453002929688","1352","1352",NA,"Paratype.; Subarbusto, ca. de 0,8 m. Corola rósea, anteras creme, filetes arroxeados (fixado FAA).; Campo rupestre.","HUFU00070351",NA,"Romero, R.",NA,NA,"2003","01","57119","auto",NA,"Paratype",NA,NA,NA
"21","2021-02-05 11:38:48-03","UFU","HUFU","9034","S","Plantae",NA,NA,"Melastomataceae","Pleroma","wurdackianum","Pleroma wurdackianum","(R.Romero & A.B. Martins) P.J.F. Guim. & Michelang.","Romero, R.; et al.","2381","1995","07","15",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Morro próximo a sede administrativa.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Paratype.; Arbusto, ca. 0,6 m. Corola rósea, estames creme.; Campo rupestre.","HUFU00070357",NA,"Romero, R.",NA,NA,"2003","01","57119","auto",NA,"Paratype",NA,NA,NA
"22","2021-02-05 11:38:48-03","UFU","HUFU","57967","S","Plantae",NA,NA,"Melastomataceae","Pleroma","wurdackianum","Pleroma wurdackianum","(R.Romero & A.B. Martins) P.J.F. Guim. & Michelang.","Nakajima, J.N.; Ressel, K. & Guimarães, F.A.G.","2036","1996","07","11",NA,"Brasil","Minas Gerais","São Roque de Minas","Cachoeira dos Rolinhos.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Paratype.; Arbusto ca. de 1,5 m. (exemplar fixado). Corola rósea. Estames creme.; Campo rupestre.","HUFU00070361",NA,"Romero, R.",NA,NA,"2003","01","57119","auto",NA,"Paratype",NA,NA,NA
"23","2021-02-05 11:38:48-03","UFU","HUFU","57970","S","Plantae",NA,NA,"Melastomataceae","Pleroma","wurdackianum","Pleroma wurdackianum","(R.Romero & A.B. Martins) P.J.F. Guim. & Michelang.","Romero, R.; Nakajima, J.N.","3505","1996","05","25",NA,"Brasil","Minas Gerais","São Roque de Minas","Estrada para o Sítio João Domingos","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Paratype.; Subarbusto ca. 1 metro. Corola rósea. Anteras e filetes creme.; Campo rupestre.","HUFU00070348",NA,"Romero, R.",NA,NA,"2003","01","57119","auto",NA,"Paratype",NA,NA,NA
"24","2021-02-05 11:38:48-03","UFU","HUFU","8852","S","Plantae",NA,NA,"Melastomataceae","Pleroma","wurdackianum","Pleroma wurdackianum","(R.Romero & A.B. Martins) P.J.F. Guim. & Michelang.","Nakajima, J.N.; Romero, R.; Alcantara, M.B. & Prado Lima, C.A.","1061","1995","05","12",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Cachoeira Casca D'Anta, trilha para a guarita de baixo.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Paratype.; Subarbusto, ca. 0,4 m. Corola rósea. Anteras creme e filetes róseos.; Campo rupestre.","HUFU00070355",NA,"Romero, R.",NA,NA,"2003","01","57119","auto",NA,"Paratype",NA,NA,NA
"25","2021-02-05 11:38:48-03","UFU","HUFU","57968","S","Plantae",NA,NA,"Melastomataceae","Pleroma","wurdackianum","Pleroma wurdackianum","(R.Romero & A.B. Martins) P.J.F. Guim. & Michelang.","Romero, R.; Nakajima, J.N. & Farinaccio, M.A.","4371","1997","06","26",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Cachoeira dos Rolinhos.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Paratype.; Subarbusto, ca. de 1,5 metros (exemplar fixado em Carnoy). Corola rósea. anteras creme.; Campo rupestre.","HUFU00070360",NA,"Romero, R.",NA,NA,"2003","01","57119","auto",NA,"Paratype",NA,NA,NA
"26","2021-02-05 11:38:48-03","UFU","HUFU","8834","S","Plantae",NA,NA,"Melastomataceae","Pleroma","wurdackianum","Pleroma wurdackianum","(R.Romero & A.B. Martins) P.J.F. Guim. & Michelang.","Nakajima, J.N.; Romero, R.; Alcantara, M.B. & Prado Lima, C.A.","1042","1995","05","12",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada para a cachoeira Casca D'Anta.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Paratype.; Subarbusto, ca. 0,6 m. Corola pink. Anteras creme. Filetes róseos.; Camp limpo, solo pedregoso.","HUFU00070362",NA,"Romero, R.",NA,NA,"2003","01","57119","auto",NA,"Paratype",NA,NA,NA
"27","2021-02-05 11:38:48-03","UFU","HUFU","15650","S","Plantae",NA,NA,"Melastomataceae","Pleroma","wurdackianum","Pleroma wurdackianum","(R.Romero & A.B. Martins) P.J.F. Guim. & Michelang.","Nakajima, J.N.; Romero, R.; Farinaccio, M.A.; Furlan, A. & Prado, P.M.M.","2637","1997","08","20",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada para o sítio João Domingos.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Paratype.; Subarbusto ca de 0,8 metrros. Corola rósea. Anteras creme. Filetes róseos.; Campo rupestre.","HUFU00070353",NA,"Romero, R.",NA,NA,"2003","01","57119","auto",NA,"Paratype",NA,NA,NA
"28","2021-02-05 11:38:48-03","UFU","HUFU","57966","S","Plantae",NA,NA,"Melastomataceae","Pleroma","wurdackianum","Pleroma wurdackianum","(R.Romero & A.B. Martins) P.J.F. Guim. & Michelang.","Nakajima, J.N.; Romero, R.","1811","1996","05","26",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada para o sítio João Domingos.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Paratype.; Arbusto ca. de 1 metrros. Hipanto vinho. Corola rósea. Anteras creme. Filetes creme (folhas fixadas); Campo rupestre.","HUFU00070358",NA,"Romero, R.",NA,NA,"2003","01","57119","auto",NA,"Paratype",NA,NA,NA
"29","2021-02-05 11:38:48-03","UFU","HUFU","57974","S","Plantae",NA,NA,"Melastomataceae","Pleroma","wurdackianum","Pleroma wurdackianum","(R.Romero & A.B. Martins) P.J.F. Guim. & Michelang.","Romero, R.; Nakajima, J.N.","3492","1996","05","25",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Parte de cima da Cachoeira Casca D'Anta.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Paratype.; Subarbusto, ca. de 0,6 m. Corola rósea. Anteras creme. Filetes creme.; Campo rupestre.","HUFU00070352",NA,"Romero, R.",NA,NA,"2003","01","57119","auto",NA,"Paratype",NA,NA,NA
"30","2021-02-05 11:38:48-03","UFU","HUFU","48244","S","Plantae",NA,NA,"Melastomataceae","Pleroma","wurdackianum","Pleroma wurdackianum","(R.Romero & A.B. Martins) P.J.F. Guim. & Michelang.","Rodrigues, C.M.; Santos, A.P.M. & Romero, R.","s.n.","2007","06","28",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Próximo a guarita.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Arbusto, ca. 1,8 m Flores róseas.; Cerrado.","HUFU00037080",NA,NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA
"31","2021-02-05 11:38:48-03","UFU","HUFU","14312","S","Plantae",NA,NA,"Melastomataceae","Pleroma","wurdackianum","Pleroma wurdackianum","(R.Romero & A.B. Martins) P.J.F. Guim. & Michelang.","Romero, R.; Nakajima, J.N.; Farinaccio, M.A. & Miranda, V.F.O.","4143","1997","04","17",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Trilha do paredão da Serra da Canastra (caminho).","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Paratype.; Arbusto, ca. de 2 metros. Corola rósea. Filetes e anteras creme.; Campo rupestre.","HUFU00070354",NA,"Romero, R.",NA,NA,"2003","01","57119","auto",NA,"Paratype",NA,NA,NA
"32","2021-02-05 11:38:48-03","UFU","HUFU","57971","S","Plantae",NA,NA,"Melastomataceae","Pleroma","wurdackianum","Pleroma wurdackianum","(R.Romero & A.B. Martins) P.J.F. Guim. & Michelang.","Nakajima, J.N.; Ressel, K. & Guimarães, F.A.G.","2021","1996","07","11",NA,"Brasil","Minas Gerais","São Roque de Minas","Próximo ao Córrego dos Passageiros","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Paratype.; Subarbusto ca. 1,5 m. Corola rósea. Anteras creme. Foletes róseos.; Campo rupestre.","HUFU00070349",NA,"Romero, R.",NA,NA,"2003","01","57119","auto",NA,"Paratype",NA,NA,NA
"33","2021-02-23 13:22:50-03","MN","R-TIPOS","212036","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Svitramia","wurdackiana","Svitramia wurdackiana","R. Romero & A.B. Martins","Romero, R.; Nakajima, J.N.; Alcantara, M.B. & Prado Lima, C.A.","2162","1995","05","09",NA,"Brasil","Minas Gerais","São Roque de Minas",NA,"-46.422222","-20.256111","1352","1352",NA,NA,"R000212036","R000212036_001","Romero, R. & Martins, A.B.","46°25'20W","20°15'22S","2003","01",NA,NA,NA,"Isotypus",NA,NA,NA
"34","2017-05-31 16:10:28-03","CAS","CAS-BOT","321344","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Svitramia","wurdackiana","Svitramia wurdackiana","R. Romero","Almeda, Frank; Martins, A. B.; Belinello, R.; Almeda, M. B.","9042","2005","9",NA,"South America","Brazil","Minas Gerais","Municipio São Roque de Minas","Serra da Canastra National Park. Trailhead to its terminus at Cachoeira Casca d'Anta parte alta.","-46.5223655701","-20.280916214","1120",NA,NA,"Openly branched shrub 1.5-2m tall. Petals white, anthers yellow. Locally frequent. photo lvs.",NA,NA,"F. Almeda","46°31.342'W","20°16.855'S",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"35","2017-11-30 11:32:09-02","CAS","CAS-BOT","573138","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Svitramia","wurdackiana","Svitramia wurdackiana","R. Romero","Romero, R.; Nakajima, J. N.; Farinaccio, M. A.","4340","1997","6",NA,"South America","Brazil","Minas Gerais",NA,"Chapadão do Diamante, Parque Nacional da Serra da Canastra, São Roque de Minas",NA,NA,NA,NA,NA,"Subarbusto ca. 0,8m. Corola rósea. Anteras, Filetes e Estilete cremes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"36","2017-03-01 13:06:12-03","CAS","CAS-BOT","321337","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Svitramia","wurdackiana","Svitramia wurdackiana","R. Romero","Almeda, Frank; Martins, A. B.; Belinello, R.; Almeda, M. B.","9034","2005","9",NA,"South America","Brazil","Minas Gerais","Municipio São Roque de Minas","Serra da Canastra National Park. 10 km beyond the visitor center off the road to Cachoeira Casca d'Anta parte alta.","-46.5522994995","-20.2588005066","1380",NA,NA,"Laxly branched shrub to 2m tall in post-mature fruit. Common. lvs",NA,NA,"A. B. Martins","46°33.138'W","20°15.528'S",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"37","2019-11-21 10:10:32-03","IBt","SP","366826","S","Plantae",NA,NA,"Melastomataceae","Svitramia","wurdackiana","Svitramia wurdackiana","R.Romero & A.B.Martins","Nakajima, JN; Ressel, K; Guimarães, FAG","2036","1996","07","11",NA,"Brasil","Minas Gerais","São Roque de Minas","Cachoeira dos Rolinhos. Campo rupestre","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Arbusto ca. 1,5 m. Corola rósea. Estames creme","SP001225","SP001225","Martins, AB; Romero, R",NA,NA,"2003","01","57119","auto",NA,"Paratype",NA,NA,NA
"38","2019-11-21 10:10:32-03","IBt","SP","366827","S","Plantae",NA,NA,"Melastomataceae","Svitramia","wurdackiana","Svitramia wurdackiana","R.Romero & A.B.Martins","Romero, R; Nakajima, JN; Farinaccio, MA","4371","1997","06","29",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Cachoeira dos Rolinhos, parte de baixo. Campo rupestre","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Subarbusto ca. 1,5 m. Corola rósea. Anteras creme","SP001226","SP001226","Martins, AB; Romero, R",NA,NA,"2003","01","57119","auto",NA,"Paratype",NA,NA,NA
