"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","identifiedBy","yearIdentified","monthIdentified","dayIdentified","typeStatus","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","class"
"12","2020-12-11 11:34:12-03","UFMG","BHCB","22168","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Trattinnickia","ferruginea","Trattinnickia ferruginea",NA,"Costa, LVC","s.n.","1992","04","12","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-01 17:01:20-03","UFMG","BHCB","58354","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Trattinnickia","ferruginea","Trattinnickia ferruginea",NA,"Barreto, HLM","1741","1935","07","25","Southern America","Brasil","Minas Gerais","Tombos","Fazenda da Cachoeira","-42.0228004455566","-20.9046993255615",NA,NA,"Árvore 18,00 (util 14,00)","BHCB005838",NA,"16749","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-01 17:01:20-03","UFMG","BHCB","14087","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Trattinnickia","ferruginea","Trattinnickia ferruginea",NA,"Costa, LVC","s.n.","1994","09",NA,"Southern America","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce, Ao lado do hotel","-42.7322006225586","-19.7122001647949",NA,NA,"Arbóreo, 20m","BHCB005836",NA,"28215","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-11 11:34:14-03","UFMG","BHCB","58332","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Trattinnickia","ferruginea","Trattinnickia ferruginea",NA,"Kuhlmann, JG","s.n.","1935","02","16","Southern America","Brasil","Minas Gerais","Viçosa","Represa","-42.8819007873535","-20.7539005279541",NA,NA,NA,"BHCB005837",NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-08-31 09:09:25-03","INPA","INPA","254120","S","Plantae","Dicotyledon Com-Clade","Sapindales","Burseraceae","Trattinnickia","ferruginea","Trattinnickia ferruginea","Kuhlm.","Simão, MVRC","501","2013","02","16","Southern America","Brasil","Minas Gerais","Viçosa","Estação de Pesquisa, Treinamento e Educação Ambiental Mata do Paraíso. Floresta Estacional Semidecidual.","-42.8819007873535","-20.7539005279541",NA,NA,NA,"INPA0254120",NA,"13937","auto","Simão, MVRC","2013","06","13",NA,NA,NA,NA,NA
"17","2021-03-15 18:26:23-03","USP","SPF","197840","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Trattinnickia","ferruginea","Trattinnickia ferruginea","Kuhlm.","Santos, MF","342","2008","03","17",NA,"Brasil","Minas Gerais","Itambé do Mato Dentro","Santana do Rio Preto, (Cabeça de Boi). APA do Parque Nacional da Serra do Cipó. Mata ripária nas terras do José Agostinho.","-43.402056","-19.396361",NA,NA,"Árvore, 21 m. Folhas discolores ocre. Frutos maduros negros.","SPF00197840",NA,NA,NA,"Pirani, JR; Santos, MF","2008",NA,NA,NA,NA,"-43.402056","-19.396361",NA
"18","2019-11-13 11:17:17-03","USP","SPF","207000","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Trattinnickia","ferruginea","Trattinnickia ferruginea","Kuhlm.","Kuhlmann, JG","RB28905",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"SPF00207000",NA,NA,NA,NA,NA,NA,NA,"isolectotype",NA,NA,NA,NA
"19","2021-03-15 18:26:23-03","USP","SPF","145725","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Trattinnickia","ferruginea","Trattinnickia ferruginea","Kuhlm.","Mello-Barreto, HL","1747","1935","07","25",NA,"Brasil","Minas Gerais","Tombos","Fazenda da Cachoeira. Mata.","-42.0228004455566","-20.9046993255615",NA,NA,"Árvore 18 m alt.","SPF00145725",NA,"16749","auto","Daly, D","2018",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-04 15:46:18-03","IF","SPSF","16366","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Trattinickia","ferruginea","Trattinickia ferruginea",NA,"E.P.Heringer","2219","1946","01","04","América do Sul","Brasil","MG","E.E. de Agua Limpa",NA,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida"
"21","2019-11-21 10:03:01-03","IBt","SP","48143","S","Plantae",NA,NA,"Burseraceae","Trattinnickia","ferruginea","Trattinnickia ferruginea","Kuhlm.","Heringer, EP","2219","1946","01","04",NA,"Brasil","Minas Gerais","Água Limpa","Estação Experimental",NA,NA,NA,NA,NA,"SP046529","SP046529",NA,NA,"Toledo, JF","1952","04","14",NA,NA,NA,NA,NA
