"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","class","infraspecificEpithet","verbatimLongitude","verbatimLatitude","dayIdentified","minimumDepthInMeters","maximumDepthInMeters","individualCount","coordinatePrecision","geoFlag","fieldNumber"
"11","2020-02-08 09:11:37-03","NBC","NL-BOTANY","L.1972124","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Arachis","villosa","Arachis villosa correntina","Burkart",NA,"Petersen TM",NA,"1960","04","22","Southern America","Argentina",NA,NA,"Campo ''Yaguá Cuá Dep. Berón de Astrada prov Corrientes.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1972124 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1972124","NL-L1972124",NA,NA,NA,NA,"Magnoliopsidae","correntina",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0057919","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Arachis","villosa","Arachis villosa","Benth.","A. Krapovickas","M. Dematteis; A. Schinini","1395","2005","2","15",NA,"Uruguay","Artigas",NA,"Bella Unión.","-57.561502","-30.211596",NA,"Flores amarillas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-01 16:29:55-03","UNICAMP","UEC","181321","S","Plantae","Magnoliopsida",NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.","Valls, JFM","Valls, JFM; et al.","12812","1991","03","20",NA,"Uruguay","Rio Grande do Sul",NA,"Bella Union - Margem do rio Uruguai, junto ao Parador Municipal de Bella Union.","-57.616667","-30.266667",NA,"Frequência: Frequente. Flor: Amarela/laranja. Fruto: Estramíneo. Hábito: erva. Raiz napiforme e ramos prostrados.; Margem de rio apenas com vegetação de porte baixo. Relevo: declive suave. Solo arenoso acumulado sobre afloramento de ro","UEC085961","UEC085961","80","80","1991","03",NA,NA,"-57.616667","-30.266667",NA,NA,NA,NA,NA,NA,NA
"14","2019-01-17 11:25:17-02","PUCRS","MPUC","21246","S","Plantae",NA,"Fabales","Fabaceae","Arachis","villosa","Arachis villosa","Benth.","J.F.M. Valls","S.T.S. Miotto",NA,"1999","05","03","South America","Brasil","RS","Uruguaiana","Granja São Miguel","-57.2316666667","-29.7866666667",NA,"Margem elevada do Rio Uruguai. Borda da faixa de domínio ao longo do Parque do Espinilho. Solo argiloso compactado, mas sem estrutura. Ocorre como planta intersticial em pequena mancha de campo dominada pela grama jesuíta, em área de mata baixa ribeirinha. Trecho da margem do rio Uruguai com barrancas altas.",NA,NA,NA,NA,"1999","05","Magnoliopsida",NA,"-57.2316666667","-29.7866666667","07","70","70","1",NA,NA,NA
"15","2019-01-17 11:25:17-02","PUCRS","MPUC","21236","S","Plantae",NA,"Fabales","Fabaceae","Arachis","villosa","Arachis villosa","Benth.","J.F.M. Valls","S.T.S. Miotto",NA,"1999","05","03","South America","Brasil","RS","Uruguaiana","Granja São Miguel","-57.2316666667","-29.7866666667",NA,"Junto ao Rio Uruguai. Pequena clareira gramada em patamar de margem de rio. Solo arenoso sem estrutura e com alta matéria orgânica.",NA,NA,NA,NA,"1999","05","Magnoliopsida",NA,"-57.2316666667","-29.7866666667","03","70","70","1",NA,NA,NA
"16","2019-01-17 11:25:17-02","PUCRS","MPUC","21237","S","Plantae",NA,"Fabales","Fabaceae","Arachis","villosa","Arachis villosa","Benth.","F.R. Galvani",NA,NA,"1999","11","14","South America","Brasil","RS","Barra do Quaraí","Marco da Fronteira","-57.5546989440918","-30.2071990966797",NA,NA,NA,NA,NA,NA,"1999","11","Magnoliopsida",NA,NA,NA,"16",NA,NA,"1","42332","auto",NA
"17","2020-12-21 16:25:23-03","MBM","MBM","148811","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.",NA,"Pedersen, T.M.","15585",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,"MBM148811","MBM148811",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-21 16:25:23-03","MBM","MBM","170974","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.",NA,"Huidobro, M.R.","3712",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,"MBM170974","MBM170974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:25:23-03","MBM","MBM","55795","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.",NA,"Krapovickas, A.","8285",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,"MBM055795","MBM055795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:25:23-03","MBM","MBM","55796","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.",NA,"Hammons, R.O.; et al.; et al.","14",NA,NA,NA,"Southern America","Uruguay",NA,NA,NA,NA,NA,NA,NA,"MBM055796","MBM055796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2015-09-04 02:26:38-03","MNHN","RECOLNAT_MNHN_P","P00758195","PreservedSpecimen",NA,NA,NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.","Chevalier","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Uruguay",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00758195' target='other'> <mi>dwc_moreinfo</mi></a>","P00758195","P00758195_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 2369"
"22","2015-09-04 02:26:38-03","MNHN","RECOLNAT_MNHN_P","P00758196","PreservedSpecimen",NA,NA,NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.","Chevalier","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Uruguay",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00758196' target='other'> <mi>dwc_moreinfo</mi></a>","P00758196","P00758196_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 2369"
"23","2013-01-07 14:26:51-02","MNHN","RECOLNAT_MNHN_P","P00758197","PreservedSpecimen",NA,NA,NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.","Chevalier","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Uruguay",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00758197' target='other'> <mi>dwc_moreinfo</mi></a>","P00758197","P00758197_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 2369"
"24","2015-09-04 02:26:38-03","MNHN","RECOLNAT_MNHN_P","P00758198","PreservedSpecimen",NA,NA,NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.","Chevalier","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Uruguay",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00758198' target='other'> <mi>dwc_moreinfo</mi></a>","P00758198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 2369"
"25","2020-12-18 17:04:03-03","MNHN","RECOLNAT_MNHN_P","P00925926","PreservedSpecimen",NA,NA,NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.",NA,"Parodi, L.R.",NA,"1934","11","19",NA,"Uruguay",NA,NA,"Colonia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00925926' target='other'> <mi>dwc_moreinfo</mi></a>","P00925926",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11885"
"26","2010-04-16 10:58:04-03","MNHN","RECOLNAT_MNHN_P","P00925927","PreservedSpecimen",NA,NA,NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.",NA,"Parodi, L.R.",NA,"1934","11","19",NA,"Uruguay",NA,NA,"Colonia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00925927' target='other'> <mi>dwc_moreinfo</mi></a>","P00925927",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11885"
"27","2015-09-04 02:26:38-03","MNHN","RECOLNAT_MNHN_P","P02740516","PreservedSpecimen",NA,NA,NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.",NA,"Goodall, N.|Tirel, C.",NA,"1973","11","2",NA,"Argentina",NA,NA,"Prov. Corrientes, Paso de los Libres, au pied du talus bordant la lagune Mansa.","-57.08556","-29.71371","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02740516' target='other'> <mi>dwc_moreinfo</mi></a>","P02740516","P02740516_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29"
"28","2015-09-04 02:27:27-03","MNHN","RECOLNAT_MNHN_P","P02767013","PreservedSpecimen",NA,NA,NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.",NA,"Lourteig, A.|Schinini, A.|Maruñak, V.",NA,"1973","11","18",NA,"Argentina",NA,NA,"Corrientes, Dep. Paso de los Libres. EstanciaElrecreo, 21km E. Bonplant, costa rio Uruguay.","-56.9833","-29.5833","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02767013' target='other'> <mi>dwc_moreinfo</mi></a>","P02767013","P02767013_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2760"
"29","2015-09-04 02:27:27-03","MNHN","RECOLNAT_MNHN_P","P02767014","PreservedSpecimen",NA,NA,NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.",NA,"Pedersen, T.M.",NA,"1960","4","22",NA,"Argentina",NA,NA,"Prov. Corrientes, Dep. Berón de Astrada, Campo Yaguá Cuá.","-57.52847","-27.55027","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02767014' target='other'> <mi>dwc_moreinfo</mi></a>","P02767014","P02767014_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5550"
"30","2015-09-04 02:27:27-03","MNHN","RECOLNAT_MNHN_P","P02767015","PreservedSpecimen",NA,NA,NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.",NA,"Pedersen, T.M.",NA,"1960","1","6",NA,"Argentine","Corrientes",NA,"Argentina. Médano El Carmen. Dep. Concepcion. Prov. Corrientes","-57.91278","-28.13278","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02767015' target='other'> <mi>dwc_moreinfo</mi></a>","P02767015","P02767015_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2015-10-27 06:12:23-02","MNHN","RECOLNAT_MNHN_P","P02767016","PreservedSpecimen",NA,NA,NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.",NA,"Guadichaud, C.",NA,"1833","1","1",NA,"Brasil",NA,NA,"Brésil. Province de Rio-Grande.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02767016' target='other'> <mi>dwc_moreinfo</mi></a>","P02767016","P02767016_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"883"
"32","2015-09-04 02:27:27-03","MNHN","RECOLNAT_MNHN_P","P02767018","PreservedSpecimen",NA,NA,NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.",NA,"Herter, S.",NA,"1929","12","28",NA,"Uruguai",NA,NA,"Dep. de Arligas - Bella Union.","-57.5929","-30.2609","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02767018' target='other'> <mi>dwc_moreinfo</mi></a>","P02767018","P02767018_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2015-09-04 02:27:27-03","MNHN","RECOLNAT_MNHN_P","P02767019","PreservedSpecimen",NA,NA,NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.",NA,"Pedersen, T.M.",NA,"1962","1","4",NA,"Argentina",NA,NA,"Prov. Corrientes, Dep. Mburucuyá, Loma Alta.","-56.11972","-27.3675","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02767019' target='other'> <mi>dwc_moreinfo</mi></a>","P02767019","P02767019_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6420"
"34","2012-12-10 14:07:00-02","MO","MOBOT","100549867","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.",NA,"G.J. Seijo|V.G. Solís Neffa","Seijo 3973","2007","11","21","South America","Uruguay","Colonia",NA,"Balneario Fomento.","-57.2533333","-34.4355555",NA,NA,NA,NA,"12.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"35","2012-12-10 13:41:00-02","MO","MOBOT","100549856","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.",NA,"G.J. Seijo|V.G. Solís Neffa","Seijo 3989","2007","11","23","South America","Uruguay","Colonia",NA,"Conchillas. Puerto.","-58.0697223","-34.2038889",NA,NA,NA,NA,"5.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"36","2011-02-27 07:28:00-03","MO","MOBOT","2196788","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.","Ulibarri, E. A.","Nélida S. Troncoso|Nélida M. Bacigalupo|Silvia M. Botta|Emilio A. Ulibarri","Troncoso 1111","1976","11","18","South America","Argentina","Entre Ríos","Colón","Isla San José",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2012-05-09 05:09:00-03","MO","MOBOT","2251892","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.","Seijo, G. J., //","G.J. Seijo|V.G. Solís Neffa","Seijo 2869","2002","6","14","South America","Argentina","Corrientes","Monte Caseros","Monte Caseros, Puesto Santa Rosa. Regimiento Ejército Argentino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2012-05-09 05:09:00-03","MO","MOBOT","2251918","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.","Seijo, G. J., //","G.J. Seijo|V.G. Solís Neffa","Seijo 2866","2002","6","13","South America","Argentina","Corrientes","Paso de los Libres","Laguna Mansa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2012-05-09 05:09:00-03","MO","MOBOT","2251940","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.","Seijo, G. J., //","G.J. Seijo|V.G. Solís Neffa","Seijo 2867","2002","6","13","South America","Argentina","Corrientes","Paso de los Libres","Parque Perón, Campamento de Vialidad. En barrancas hacia laguna Brava. Ex parque del Hotel de Turismo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2010-04-06 21:19:00-03","MO","MOBOT","2519606","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.","Cocucci, A. A.","Andrea A. Cocucci|A.N. Sérsic","Cocucci 1107","1999","1","14","South America","Uruguay",NA,NA,"Dpto. San José. Boca del Rosario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2011-05-03 17:19:00-03","MO","MOBOT","2519616","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.","Izaguirre de Artuccio, P.","Cornelius Osten","Osten 22545",NA,NA,NA,"South America","Uruguay","Artigas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2009-07-17 06:53:00-03","MO","MOBOT","2519631","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.","Krapovickas, A.","Arturo E. Burkart","Burkart 18159","1949","11","17","South America","Uruguay","Colonia",NA,"Artilleros, playa arenosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2016-11-15 05:15:00-02","MO","MOBOT","2889944","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.",NA,"Antonio C. Krapovickas|Carmen L. Cristóbal|Camilo L. Quarín","Krapovickas 22751","1973","1","19","South America","Argentina","Corrientes","Paso de los Libres","Laguna Mansa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2016-11-15 05:15:00-02","MO","MOBOT","2889952","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.",NA,"Antonio C. Krapovickas|Carmen L. Cristóbal","Krapovickas 11311","1964","3","28","South America","Argentina","Corrientes","Monte Caseros","Monte Caseros, río Miriñay, cerca de su desem bocadura en el río Uruguay.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2008-05-27 22:02:00-03","MO","MOBOT","2889953","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.",NA,"Aurelio Schinini","Schinini Cacace 17524","1979","2","21","South America","Argentina","Corrientes","Monte Caseros","Km. 173, Campo Gral. Avalos, Ayo. Curupí.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2016-11-15 05:15:00-02","MO","MOBOT","2889955","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.",NA,"Antonio C. Krapovickas|Carmen L. Cristóbal","Krapovickas 11292","1964","3","27","South America","Argentina","Corrientes","Paso de los Libres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2009-07-31 17:15:00-03","MO","MOBOT","2889956","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.","Mary T. Kalin Arroyo","Howard S. Irwin|H. Maxwell|Dieter C. Wasshausen","Irwin 19196","1968","1","25","South America","Brazil","Goiás",NA,"Roadside embankment. 75 km. N. of Corumbá de Goias on road to Niquelandia, Goiás in valley of Rio Maranhão. Disturbed gallery forest.",NA,NA,NA,NA,NA,NA,"700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2009-07-17 14:12:00-03","MO","MOBOT","2889958","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.","Mary T. Kalin Arroyo","Howard S. Irwin|R. Souza|R. Reis dos Santos","Irwin 10469","1965","11","18","South America","Brazil","Goiás",NA,"Locally common. Cerrado and thin woods bordering seasonal creek, ca. 8 km. E. of Cabeceiras.",NA,NA,NA,NA,NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2010-06-18 17:08:00-03","MO","MOBOT","2889960","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.",NA,"Arturo E. Burkart|et al.","Burkart 30871","1974","12","10","South America","Argentina",NA,NA,"E. Ríos. Dpto. Gualeguaychú, Punta caballo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2009-08-21 06:48:00-03","MO","MOBOT","2889962","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Arachis","villosa","Arachis villosa","Benth.","Mary T. Kalin Arroyo","Howard S. Irwin|Thomas R. Soderstrom","Irwin 7605","1964","10","31","South America","Brazil","Goiás",NA,"Serra do Caiapó. Roadside and adjacent cerrado slopes, ca. 20 km. S. of Caiaponia on road to Jataí. Locally abundant.",NA,NA,NA,NA,NA,NA,"800.00000000","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
