"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","coordinatePrecision","imagecode","geoFlag","class","identifiedBy","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","infraspecificEpithet"
"28","2020-12-21 16:12:07-03","MBM","MBM","97505","PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","Jury, S.L.","718","1980","07","10","Europe","UK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM097505",NA,NA,"Thouars",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2015-09-04 04:46:45-03","MNHN","RECOLNAT_MNHN_P","P03213120","PreservedSpecimen",NA,"Apiaceae","Apium","australe","Apium australe","Commerson",NA,NA,NA,NA,NA,"Chili",NA,NA,"Détroit de Magellan",NA,NA,NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03213120' target='other'> <mi>dwc_moreinfo</mi></a>","P03213120",NA,NA,"Thouars",NA,"P03213120_01 P03213120_02",NA,NA,"Constance",NA,NA,NA,NA,NA,NA
"30","2017-05-18 11:10:19-03","MNHN","RECOLNAT_MNHN_P","P00799411","PreservedSpecimen",NA,"Apiaceae","Apium","prostratum","Apium prostratum","Savatier, P.A.L.",NA,"1877","4","1",NA,"Ile de Pâques",NA,NA,"s.loc.",NA,NA,NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00799411' target='other'> <mi>dwc_moreinfo</mi></a>","P00799411",NA,NA,"Labill.",NA,NA,NA,NA,"Zizka",NA,NA,NA,"Expédition de la Magicienne, 1876-1879/1086",NA,NA
"31","2020-12-11 11:31:36-03","UFMG","BHCB","140894","PreservedSpecimen","Plantae","Apiaceae","Apium","prostratum","Apium prostratum","Neves, DRM; Martins, LC; Martins, A; Hughes, FM","630","2010","03","02","Southern America","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Trilha o Vale Verde","-41.8475","-20.418889","-41.8475","-20.418889","1144","1144",NA,NA,NA,"BHCB056415","Dicotyledon",NA,"Labill.",NA,"BHCB056415",NA,NA,NA,"2010","03","10",NA,NA,NA
"32","2020-12-11 11:31:36-03","UFMG","BHCB","147379","PreservedSpecimen","Plantae","Apiaceae","Apium","prostratum","Apium prostratum","Gasper, AL de; Bueno, ML; Neves, DRM; Rezende, VL","2555","2011","03","15","Southern America","Brasil","Minas Gerais","Delfim Moreira","Fazenda do Onça","-45.345","-22.608083","-45.345","-22.608083","1670","1670",NA,NA,"Erva terrícola, flor cor: botão bege; Área aberta. Floresta Ombrófila Mista.","BHCB056418","Dicotyledon",NA,"Labill.",NA,"BHCB056418",NA,NA,NA,"2011","03","16",NA,NA,NA
"33","2021-02-11 17:17:50-03","UFPR","UPCB","13490","PreservedSpecimen","Plantae","Apiaceae","Apium","prostratum","Apium prostratum","Souza, W.S.","15","1985","02","20",NA,"Brasil","Paraná","Paranaguá","Morro do Farol - Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,"Abundante no local, sobretudo em locais rochosos, sombrios e úmidos..",NA,NA,NA,"Labill.","24916",NA,"auto",NA,"Silva, S.M.",NA,NA,NA,NA,NA,NA
"34","2021-02-11 17:17:50-03","UFPR","UPCB","6082","PreservedSpecimen","Plantae","Apiaceae","Apium","prostratum","Apium prostratum","Hatschbach, G.","12624","1967","06","01",NA,"Brasil","Paraná","Paranaguá","Pontal do Sul","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,"Da beira do mangue, limitando com a restinga..",NA,NA,NA,"Labill.","24916",NA,"auto",NA,"Constance, L.",NA,NA,NA,NA,NA,NA
"35","2011-11-17 12:41:00-02","MO","MOBOT","346411","PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","David R. Brunner","Brunner 1376","1985","11","12","South America","Paraguay","Presidente Hayes",NA,"Cuenca de Río Pilcomayo, Fortín Gral. Delgado. Bosque a la orilla del río (arroyo corriente) de hasta 25 m de altura, semi-humedo. Suelo poco arenoso.","-59.3166667","-24.5166667",NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,"Thouars",NA,NA,NA,NA,"Clark A. Danderson (ILLS)",NA,NA,NA,"85-19","4",NA
"36","2011-04-05 12:00:00-03","MO","MOBOT","100362948","PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","Theodore R. Dudley|R.N.P. Goodall|Garrett E. Crow","Dudley 598","1971","10","19","South America","Argentina","Tierra del Fuego",NA,"Islas de Año Nuevo.","-64.1333333","-54.65",NA,NA,"0E8",NA,NA,NA,NA,NA,NA,NA,"Thouars",NA,NA,NA,NA,"C.A. Danderson",NA,NA,NA,NA,"1",NA
"37","2014-04-22 10:38:00-03","MO","MOBOT","100546247","PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","Edmundo Pisano","Pisano V. 2842","1970","11","24","South America","Chile","Magallanes",NA,"Islote de Puerto Luisa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thouars",NA,NA,NA,NA,"Clark A. Danderson",NA,NA,NA,NA,"1",NA
"38","2016-10-28 13:19:00-02","MO","MOBOT","100930786","PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","Ghillean T. Prance","Prance 28611","1983","12","14","South America","Chile",NA,NA,"Southeastern part of Cape Horn Island (Isla Hornos).","-67.2166667","-55.9666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thouars",NA,NA,NA,NA,"D.S. Katz-Downie",NA,NA,NA,NA,"1",NA
"39","2017-04-05 06:14:00-03","MO","MOBOT","100962844","PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","Gregory M. Plunkett","Plunkett 2412","2010","1","22","South America","Chile","Magallanes",NA,"Fuerte Bulnes area, c. 55 km S of Punta Arenas.","-70.922139","-53.630528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thouars",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2009-08-21 07:03:00-03","MO","MOBOT","2089937","PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","Émile Hassler","Hassler 8169",NA,NA,NA,"South America","Paraguay","Amambay",NA,"Rio Apa. Bosque de galería",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thouars",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2009-08-25 00:07:00-03","MO","MOBOT","2339447","PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","F. Biganzoli","Biganzoli 490","1998","11","25","South America","Argentina","Tierra del Fuego","Ushuaia","Isla Observatorio","-64.13333","-54.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thouars",NA,NA,NA,NA,"Biganzoli, F.",NA,NA,NA,NA,NA,NA
"42","2012-04-20 16:42:00-03","MO","MOBOT","2409524","PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","Federico B. Vervoorst","Vervoorst 5812",NA,NA,NA,"South America","Argentina","Chubut",NA,"Río Pico, Ea. Tromencó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thouars",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2009-08-25 00:07:00-03","MO","MOBOT","2431556","PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","F. Biganzoli","Biganzoli 706","1999","12","11","South America","Argentina","Tierra del Fuego","Ushuaia","Isla de los Estados. Bahía Franklin. Caleta Le Croix, Punta Tello","-64.68333","-54.86666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thouars",NA,NA,NA,NA,"Biganzoli, F.",NA,NA,NA,NA,NA,NA
"44","2011-04-05 12:21:00-03","MO","MOBOT","2482932","PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","Troels M. Pedersen","Pedersen 14459","1986","2","22","South America","Chile","Magallanes","Magallanes","Prov. Última Esperanza, near Lago Pehoe, Cerro Mirador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thouars",NA,NA,NA,NA,"C.A. Danderson",NA,NA,NA,NA,"1",NA
"45","2011-01-11 14:32:00-02","MO","MOBOT","3320836","PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","Leslie R. Landrum|Sonia S. Landrum","Landrum 8453","1994","12","31","South America","Chile","Magallanes",NA,"Punta Steinman, ca. 35 km along road from main highway to Punta Canelo. Sandy beach of Seno Otway. Coord: 53º 10' S, 7º 25' W.",NA,NA,NA,NA,"3.00000000",NA,NA,NA,NA,NA,NA,NA,"Thouars",NA,NA,NA,NA,"C.A. Danderson (ILL)",NA,NA,NA,NA,"1",NA
"46","2012-01-22 06:13:00-02","MO","MOBOT","346267","PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","Dennis Milanowski|Irene Shonle","Milanowski 54","1993","6","29","South America","Peru","Cajamarca","Jaén","District of Pucará, Caserio Sondor. Medicinal plants collections; guides: Edilberto Carrasco Vera and Omeister Carrasco Carrasco.","-79.16666","-6",NA,NA,"1400.00000000",NA,NA,NA,NA,NA,NA,NA,"Thouars",NA,NA,NA,NA,"Clark A. Danderson (ILLS)",NA,NA,NA,"4","3",NA
"47","2012-01-22 06:13:00-02","MO","MOBOT","346370","PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","Irene Shonle","Shonle 134","1993","7","11","South America","Peru","Cajamarca","Jaén","District of Colasay. General collecting of medicinal plants on the edges of Colasay. Collected with Dennis Milanowski, Wilson Torres Fernandez, Guillermo Chuman. Informant: Panchita Soto (F~50y).","-79.06611","-5.97527",NA,NA,"1800.00000000",NA,NA,NA,NA,NA,NA,NA,"Thouars",NA,NA,NA,NA,"Clark A. Danderson (ILLS)",NA,NA,NA,"8","3",NA
"48","2017-04-05 06:14:00-03","MO","MOBOT","100962875","PreservedSpecimen","Plantae","Apiaceae","Apium","australe","Apium australe","Gregory M. Plunkett","Plunkett 2443","2010","1","28","South America","Chile","Magallanes",NA,"Tierra del Fuego, coastal area along Ruta Y-897, just past Cabe Nose, driving toward Puerto Arturo, c. 45 km W of Cameron, and c. 55 km direct Guadalcanal Island. Distance SSE of Porvenir (~176 km along roads).","-70.172472","-53.818417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thouars",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2010-11-13 04:25:00-02","MO","MOBOT","2453588","PreservedSpecimen","Plantae","Apiaceae","Apium","prostratum","Apium prostratum","Roberto M. Klein","Klein 7256","1952","2","25","South America","Brazil","Santa Catarina",NA,"Itajaí. Cabeçudas, na rocha beira mar",NA,NA,NA,NA,"2.00000000",NA,NA,NA,NA,NA,NA,NA,"Labill.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2017-12-20 05:24:00-02","MO","MOBOT","100316519","PreservedSpecimen","Plantae","Apiaceae","Apium","prostratum","Apium prostratum","Maarten J. M. Christenhusz","Christenhusz 5063","2008","4","3","South America","Chile",NA,NA,"Anakena, at La Pérousse Bay, on rocks.",NA,NA,NA,NA,"11.00000000",NA,NA,NA,NA,NA,NA,NA,"Labill.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"51","2008-05-27 22:02:00-03","MO","MOBOT","3321533","PreservedSpecimen","Plantae","Apiaceae","Apium","prostratum","Apium prostratum","Moysés Kuhlmann","Kuhlmann s.n.","1940","12","20","South America","Brazil","São Paulo",NA,"Guarujá-Santos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Labill.",NA,NA,NA,NA,"I.P. Correa",NA,NA,NA,NA,NA,NA
"52","2016-10-28 13:23:00-02","MO","MOBOT","100930783","PreservedSpecimen","Plantae","Apiaceae","Apium","prostratum","Apium prostratum","Ronaldo Wasum|et al.","Wasum 6432","1989","12","1","South America","Brazil","Rio de Janeiro",NA,"Torres-Praia da Guarita.",NA,NA,NA,NA,"6.00000000",NA,NA,NA,NA,NA,NA,NA,"Vent.",NA,NA,NA,NA,"D.S.Katz-Downie (ILL)",NA,NA,NA,NA,"1",NA
"53","2008-05-27 22:02:00-03","MO","MOBOT","2407643","PreservedSpecimen","Plantae","Apiaceae","Apium","prostratum","Apium prostratum","Angel L. Cabrera","Cabrera 6323",NA,NA,NA,"South America","Argentina","Buenos Aires",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vent.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
