"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","barcode","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","identifiedBy","infraspecificEpithet","yearIdentified","monthIdentified","imagecode","class","order","relatedCatalogItem","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","preparationType","individualCount","minimumElevationInMeters","maximumElevationInMeters","typeStatus"
"49","2020-07-23 11:58:43-03","CEPLAC","CEPEC","1807","PreservedSpecimen","Plantae",NA,"Asteraceae","Aspilia","ovatifolia","Aspilia ovatifolia",NA,"R. P. Belém","1980",NA,"Brasil",NA,"1965","12","14","Distrito Federal","BRASÍLIA","Barragem do Paranoa.","-47.9296989440918","-15.7797002792358","70570",NA,"auto","SpeciesLink/lacunas",NA,NA,NA,NA,NA,NA,"30/12/1965",NA,"0W0'0","0S0'0",NA,NA,NA,NA,NA,NA
"50","2020-07-23 11:58:43-03","CEPLAC","CEPEC","296","PreservedSpecimen","Plantae",NA,"Asteraceae","Aspilia","ovatifolia","Aspilia ovatifolia",NA,"R. P. Belém","40",NA,"Brasil",NA,"1964","12","16","Distrito Federal","BRASÍLIA","Rod. DF-5.","-47.9296989440918","-15.7797002792358","70570",NA,"auto","SpeciesLink/lacunas",NA,NA,NA,NA,NA,NA,"30/12/1965",NA,"0W0'0","0S0'0",NA,NA,NA,NA,NA,NA
"51","2019-05-06 11:52:31-03","UFU","HUFU","40501","S","Plantae",NA,"Asteraceae","Aspilia","ovalifolia","Aspilia ovalifolia","(DC.) Baker","Proença, C.; Milhomens, L.C.","2714",NA,"Brasil","HUFU00042685","2003","12","17","Distrito Federal","Brasília","Clube Águas Correntes, Região de Saia Velha. Rodovia DF 495. Próximo ao córrego.","-47.933333","-16.05",NA,"Erva, ca. 0,5 m. Flor amarela, filárias verde-amareladas, flores com ligula amarelo canário.; Cerrado sobre encosta pedregosa.",NA,"Proença, C.",NA,"2003","12","HUFU00042685",NA,NA,NA,NA,"-47.933333","-16.05",NA,NA,NA,"1050","1050",NA
"52","2020-08-04 12:47:25-03","UFU","HUFU","80046","S","Plantae",NA,"Asteraceae","Aspilia","ovalifolia","Aspilia ovalifolia","(DC.) Baker","Aparecida-Silva, M. da","5412",NA,"Brasil","HUFU00077448","2002","10","10","Distrito Federal","Brasília","Reserva Ecológica do IBGE","-47.871667","-15.950833",NA,"Subarbusto am moita heliófito ca. 50 cm de altura; capítulos amarelos, aquênios amarronzados, brácteas verdes; folhas ásperas serrilhadas concolores verdes.; Campo sujo com queima bienal modal; área queimada cerca de quatro meses.",NA,"Aparecida-Silva, M. da",NA,"2002","12",NA,NA,NA,NA,"10","-47.871667","-15.950833",NA,NA,NA,NA,NA,NA
"53","2019-05-06 11:52:31-03","UFU","HUFU","30970","S","Plantae",NA,"Asteraceae","Aspilia","ovalifolia","Aspilia ovalifolia","(DC.) Baker","Romero, R.; Nakajima, J.N.; Volpi, R.L.; Pacheco, R.A. & Faria, C.A.","6719",NA,"Brasil","HUFU00058863","2003","03","11","Minas Gerais","Delfinópolis","Paraíso Selvagem, Trilha para cachoeira Salto Solitário.","-46.8539009094238","-20.343900680542","41380","Arbusto 1,2 m. Brácteas verdes, corola e ramos do estilete alvos.; Campo rupestre.","auto","Bueno, V.R.",NA,"2017","06","HUFU00058863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-05-06 11:52:31-03","UFU","HUFU","67273","S","Plantae",NA,"Asteraceae","Aspilia","ovalifolia","Aspilia ovalifolia","(DC.) Baker","Ordones, J.; et al.","1787",NA,"Brasil","HUFU00042678","2012","04","17","Minas Gerais","Santana do Riacho","Brumas do Espinhaço e Ermo do Gerais, BrumPPN. Ponto 83 635818 7893979 1273 m.","-43.7144012451172","-19.1688995361328","26557","Flores amarelas.; Arbusto Cerrado Levantamento florístico do RPPN.","auto","Nakajima, J.N.",NA,"2013","02","HUFU00042678",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-05-06 11:52:31-03","UFU","HUFU","67238","S","Plantae",NA,"Asteraceae","Aspilia","ovalifolia","Aspilia ovalifolia","(DC.) Baker","Fernandes, M.G.C.; et al.","1439",NA,"Brasil","HUFU00042683","2012","07","09","Minas Gerais","Santana do Riacho","Brumas do Espinhaço e Ermo do Gerais, BrumPPN. (Ponto 98, 634720 789813 1223 m.) Mirante do Vale do rio das Pedras perto do Pico do Sol.","-43.7144012451172","-19.1688995361328","26557","Flores amarelas.; Arbustivo Cerrado Campo brejoso. Levantamento florístico do RPPN.","auto","Nakajima, J.N.",NA,"2013","02","HUFU00042683",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-05-06 11:52:31-03","UFU","HUFU","67251","S","Plantae",NA,"Asteraceae","Aspilia","ovalifolia","Aspilia ovalifolia","(DC.) Baker","Fernandes, M.G.C.; et al.","1647",NA,"Brasil","HUFU00042677","2012","07","12","Minas Gerais","Santana do Riacho","Brumas do Espinhaço e Ermo do Gerais, BrumPPN. s/Ponto","-43.7144012451172","-19.1688995361328","26557","Arbustivo Cerrado Campo rupestre. Levantamento florístico do RPPN.","auto","Nakajima, J.N.",NA,"2013","02","HUFU00042677",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-05-06 11:52:31-03","UFU","HUFU","38848","S","Plantae",NA,"Asteraceae","Aspilia","ovatifolia","Aspilia ovatifolia","(DC.) Baker","Costa, F.B. da","141",NA,"Brasil","HUFU00042684","2003","11","19","Minas Gerais","Campo Alegre","Rodovia BR - 050, Km 169.",NA,NA,NA,"Herbácea, ca. 0,3 m. Flores do raio amarelas.",NA,"Nakajima, J.N.",NA,"2004","11","HUFU00042684",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-05-06 11:52:31-03","UFU","HUFU","67627","S","Plantae",NA,"Asteraceae","Aspilia","ovatifolia","Aspilia ovatifolia","(DC.) Baker","Andrade, I.R.; et al.","358",NA,"Brasil","HUFU00042682","2012","05","15","Minas Gerais","Santana do Riacho","Brumas do Espinhaço e Ermo do Gerais, Levantamento florítico do RPPN Brumas do Espinhaço. Caminho para Cachoeira Bicame.","-43.7144012451172","-19.1688995361328","26557","Cerrado. Campo rupestre.","auto","Nakajima, J.N.",NA,"2013","02","HUFU00042682",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-05-06 11:52:31-03","UFU","HUFU","67626","S","Plantae",NA,"Asteraceae","Aspilia","ovatifolia","Aspilia ovatifolia","(DC.) Baker","Andrade, I.R.; et al.","468",NA,"Brasil","HUFU00042681","2012","05","15","Minas Gerais","Santana do Riacho","Brumas do Espinhaço e Ermo do Gerais, Levantamento florítico do RPPN Brumas do Espinhaço. Caminho para Cachoeira Bicame.","-43.7144012451172","-19.1688995361328","26557","Herbáceo.Flor amarela.; Cerrado. Campo limpo.","auto","Nakajima, J.N.",NA,"2013","02","HUFU00042681",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-05-06 11:52:31-03","UFU","HUFU","67679","S","Plantae",NA,"Asteraceae","Aspilia","ovatifolia","Aspilia ovatifolia","(DC.) Baker","Ordones, J.; et al.","2022",NA,"Brasil","HUFU00042680","2012","11","26","Minas Gerais","Santana do Riacho","Brumas do Espinhaço e Ermo do Gerais, Levantamento florítico do RPPN Brumas do Espinhaço e Ermo dos Geriais. Brumas.","-43.7144012451172","-19.1688995361328","26557","Subarbustivo. Flores amarelas, anteras negras.; Cerrado. Mata Ciliar.","auto",NA,NA,NA,NA,"HUFU00042680",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-05-06 11:52:31-03","UFU","HUFU","67654","S","Plantae",NA,"Asteraceae","Aspilia","ovatifolia","Aspilia ovatifolia","(DC.) Baker","Fernandes, M.G.C.; et al.","1679",NA,"Brasil","HUFU00042679","2012","11","27","Minas Gerais","Santana do Riacho","Brumas do Espinhaço e Ermo do Gerais, Levantamento florítico do RPPN Brumas do Espinhaço e Ermo dos Geriais. Brumas.","-43.7144012451172","-19.1688995361328","26557","Arbustivo. Folhas ásperas. Flores amarelas, estames marrons.; Cerrado. Campo rupestre.","auto",NA,NA,NA,NA,"HUFU00042679",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-05-06 11:52:31-03","UFU","HUFU","12535","S","Plantae",NA,"Asteraceae","Aspilia","ovatifolia","Aspilia ovatifolia","(DC.) Baker","Romero, R.; Nakajima, J.N.","3409",NA,"Brasil","HUFU00058850","1996","03","22","Minas Gerais","São Roque de Minas","Estrada São Roque de Minas - Sacramento, Em frente a entrada para a Fazenda do Fundão.","-46.3657989501953","-20.2453002929688","57119","Herbáceo prostrado, ca. 0,2 m. Brácteas esverdeadas, corola amarelada, estigmas amarelados e anteras marrons.; Campo sujo.","auto","Bueno, V.R.",NA,"2018","01","HUFU00058850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2017-09-11 17:07:28-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Asteraceae","Aspilia","ovalifolia","Aspilia ovalifolia","(DC.) Baker","Vauthier, AC","321","Southern America","Brazil",NA,NA,NA,NA,NA,NA,"Habitat in prov. Minas Geraes prope Sabara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2014-09-23 11:00:56-03","G","G-DC","G00454820","S","Plantae",NA,"Asteraceae","Anomostephium","ovatifolium","Anomostephium ovatifolium","DC.","Vauthier, A.-C.","321","AMERIQUE DU SUD","Brazil","G00454820","1833",NA,"00","Minas Gerais",NA,NA,"-45.44222222","-18.78777778",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site",NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,"-45.44222222","-18.78777778",NA,NA,NA,NA,NA,"HOLOTYPUS of Anomostephium ovatifolium DC."
"65","2014-09-23 10:56:48-03","G","G","G00222350","S","Plantae",NA,"Asteraceae","Aspilia","ovatifolia","Aspilia ovatifolia","(DC.) Baker","Vauthier, A.-C.","321","AMERIQUE DU SUD","Brazil","G00222350","1833",NA,"00","Minas Gerais",NA,NA,"-45.44222222","-18.78777778",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=213213&base=img&lang=en",NA,"?",NA,NA,NA,"G00222350",NA,NA,NA,NA,"-45.44222222","-18.78777778",NA,NA,NA,NA,NA,"ISOTYPUS of Anomostephium ovatifolium DC."
