"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","individualCount","class","typeStatus"
"22","2019-11-13 11:18:40-03","USP","SPF","67775","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Lagenocarpus","bracteosus","Lagenocarpus bracteosus","C.B.Clarke","Costa, SM","Vitta, FA","CFSC11745","1990","03","10",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"SPF00067775",NA,"Santana do Riacho","-43.7144012451172","-19.1688995361328","2016","07",NA,NA,NA,"26557","auto",NA,NA,NA
"23","2019-11-13 11:18:40-03","USP","SPF","80656","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Lagenocarpus","bracteosus","Lagenocarpus bracteosus","C.B.Clarke","Costa, SM","Campos, MTVA","CFSC13321","1993","08","08",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"SPF00080656",NA,"Santana do Riacho","-43.7144012451172","-19.1688995361328","2016","07",NA,NA,NA,"26557","auto",NA,NA,NA
"24","2019-11-13 11:18:40-03","USP","SPF","144724","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Lagenocarpus","bracteosus","Lagenocarpus bracteosus","C.B.Clarke","Costa, SM","Farinaccio, MA","437","2000","11","23",NA,"Brasil","Minas Gerais","Serra do Cipó, MG 116, bifurcação para o Morro do Pilar.",NA,NA,NA,NA,"SPF00144724",NA,"Santana do Riacho","-43.7144012451172","-19.1688995361328","2016","07",NA,NA,NA,"26557","auto",NA,NA,NA
"25","2019-09-04 19:13:01-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Cyperaceae","Lagenocarpus","bracteosus","Lagenocarpus bracteosus",NA,NA,"Sena","12163","1896","8",NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae","Type [status unknown]"
"26","2019-11-01 15:14:12-03","UnB","UB","163645","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Cyperaceae","Lagenocarpus","bracteosus","Lagenocarpus bracteosus","C.B. Clarke","Koyama, TM","Duarte, AP","2220","1949","12","07","Southern America","Brasil","Minas Gerais","Serra do Cipó, Km 136.",NA,NA,NA,"Em brejo ácido em pequena formação bem delimitada.","UB0009685","UB0009685",NA,NA,NA,"1966","06","16",NA,NA,NA,NA,NA,NA,NA
"27","2019-11-01 15:14:12-03","UnB","UB","163720","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Cyperaceae","Lagenocarpus","bracteosus","Lagenocarpus bracteosus","C.B. Clarke","Eiten, LT","Heringer, EP; Castellanos, A","6151","1958","03","05","Southern America","Brasil","Minas Gerais","Serra do Cipó.",NA,NA,NA,NA,"UB0009681","UB0009681",NA,NA,NA,"1969",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-11-01 15:14:12-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Cyperaceae","Lagenocarpus","bracteosus","Lagenocarpus bracteosus","C.B. Clarke","Koyama, T","Pereira, E; Pabst, G","2892","1957","04","06","Southern America","Brasil","Minas Gerais","Serra do Cipó, Km 140",NA,NA,NA,NA,"UB0009684","UB0009684",NA,NA,NA,"1966","06","16",NA,NA,NA,NA,NA,NA,NA
"29","2019-11-01 15:14:12-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Cyperaceae","Lagenocarpus","bracteosus","Lagenocarpus bracteosus","C.B. Clarke","Koyama, T","Pereira, E; Pabst, G","2892","1957","04","06","Southern America","Brasil","Minas Gerais","Serra do Cipó, Km 140",NA,NA,NA,NA,"UB0009682","UB0009682",NA,NA,NA,"1966","06","16",NA,NA,NA,NA,NA,NA,NA
"30","2019-11-01 15:14:12-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Cyperaceae","Lagenocarpus","bracteosus","Lagenocarpus bracteosus","C.B. Clarke","Eiten, LT","Heringer, EP; Castellanos, A","6151","1958","03","05","Southern America","Brasil","Minas Gerais","Serra do Cipó.",NA,NA,NA,NA,"UB0009352","UB0009352",NA,NA,NA,"1969",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-11-01 15:14:12-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Cyperaceae","Lagenocarpus","bracteosus","Lagenocarpus bracteosus","C.B. Clarke","Koyama, T","Barreto, M; Brade","1029","1935","04","15","Southern America","Brasil","Minas Gerais","Serra do Cipó, Km 34",NA,NA,NA,NA,"UB0009683","UB0009683",NA,NA,NA,"1966","06","16",NA,NA,NA,NA,NA,NA,NA
"32","2020-08-20 14:59:11-03","UFSC","FLOR","67800","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Lagenocarpus","bracteosus","Lagenocarpus bracteosus","C.B.Clarke",NA,"Trevisan, R.; Alcantara, S.F.; Galitzki, E.L.","1963","2019","02","22",NA,"Brasil","Minas Gerais","Parque Nacional da Serra do Cipó, trilha da Travessia, próximo à sede do ICMBio do alto do Palácio.","1404","1404",NA,NA,"FLOR0067800",NA,"Morro do Pilar","-43.536111","-19.2625",NA,NA,NA,"43º32'10''W","19º15'45''S",NA,NA,NA,NA,NA
"33","2021-02-08 12:51:31-03","UFRGS","ICN","021323","S","Plantae","Monocotyledon",NA,"Cyperaceae","Lagenocarpus","bracteosus","Lagenocarpus bracteosus","C.B.Clarke","Barreto, M","Samp.; A.","6851","1934","02","02","América do Sul","Brasil","MG","Km 128",NA,NA,NA,"Herbácea, 0,80cm; Campo","ICN00008511","ICN00008511","Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
