"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","day","county","verbatimLongitude","verbatimLatitude","decimalLongitude","decimalLatitude","class","relatedCatalogItem","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","typeStatus"
"37","2019-12-09 17:30:44-03","UFPR","EFC","17647","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Cybianthus","densicomus","Cybianthus densicomus","Mart.","Völtz, R.R.; Santos, G.H.","1974","2016","09",NA,"Brasil","Paraná","RPPN Salto Morato",NA,"Arvoreta 2 m alt.; flores esverdeadas; interior de Floresta Ombrófila Densa Submontana. Floresta Ombrófila Densa Submontana","EFC017647",NA,"Völtz, R.R.","2018","11","26","16","Guaraqueçaba","-48.3002","-25.1713","-48.3002","-25.1713",NA,NA,NA,NA,"75","75",NA,NA,NA
"38","2019-11-13 11:29:29-03","USP","SPF","85542","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Cybianthus","densicomus","Cybianthus densicomus","Mart.","Freire-Fierro, A","1623","1990","08",NA,"Brasil","São Paulo","Paranapiacaba",NA,NA,"SPF00085542",NA,"Antar, GM","2016","04",NA,"18","Santo André","-46.25","-23.833333","-46.25","-23.833333",NA,NA,NA,NA,"600","900",NA,NA,NA
"39","2019-11-13 11:29:29-03","USP","SPF","119121","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Cybianthus","densicomus","Cybianthus densicomus","Mart.","Amaral, MCE","9569","1995","07",NA,"Brasil","São Paulo",NA,NA,NA,"SPF00119121",NA,"Antar, GM","2016","04",NA,"18","Itirapina","-47.75","-22.2","-47.75","-22.2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-13 11:29:29-03","USP","SPF","86442","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Cybianthus","densicomus","Cybianthus densicomus","Mart.","Hoehne, W","s.n.","1951","08",NA,"Brasil","São Paulo",NA,NA,NA,"SPF00086442",NA,"Jung-Mendaçolli, SL","2002","08",NA,"31","Limeira",NA,NA,"-47.4000015258789","-22.5599994659424",NA,NA,"20999","auto",NA,NA,NA,NA,NA
"41","2019-10-07 09:12:47-03","UEFS","HUEFS","177461","PreservedSpecimen","Plantae","Angiospermae","Ericales","Primulaceae","Cybianthus","densicomus","Cybianthus densicomus","Mart.","Lima, C.R.","78","2008","08",NA,"Brasil","São Paulo","Estação Ecológica.",NA,NA,"HUEFS0177461","HUEFS0177461",NA,NA,NA,NA,"27","Itapeva","49W4'53''","24S4'26''","-49.081389","-24.073889","Asteranae",NA,NA,NA,"700","700",NA,NA,NA
"42","2019-09-04 18:10:16-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrsinaceae","Cybianthus","densicomus","Cybianthus densicomus",NA,"A. Löfgren","1007",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]"
"43","2019-01-25 15:45:15-02","IAC","IAC","19750","S","Plantae",NA,NA,"Primulaceae-4.Myrsinoideae","Cybianthus","densicomus","Cybianthus densicomus","Mart.","H.M. Souza","s/nº","1968","02",NA,"Brasil","São Paulo","Viracopos",NA,"Floresce em dezembro e frutifica em fevereiro",NA,NA,"S.L. Jung-Mendaçolli","2002","08","15","05","Campinas","-47.0608","-22.9056","-47.0608","-22.9056",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-01-25 15:45:15-02","IAC","IAC","33331","S","Plantae",NA,NA,"Primulaceae-4.Myrsinoideae","Cybianthus","densicomus","Cybianthus densicomus","Mez","A.P. Spina","26","1991","08",NA,"Brasil","São Paulo","estrada Dom Pedro I, km 139",NA,NA,NA,NA,"S.L. Jung-Mendaçolli","2002","08","15","31","Campinas","-47.0608","-22.9056","-47.0608","-22.9056",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-01-25 15:45:15-02","IAC","IAC","33334","S","Plantae",NA,NA,"Primulaceae-4.Myrsinoideae","Cybianthus","densicomus","Cybianthus densicomus","Mart.","W. Hoehne","s/nº","1951","07",NA,"Brasil","São Paulo","S. A. F. B.",NA,NA,NA,NA,"S.L. Jung-Mendaçolli","2002","08","15","31","Limeira","-47.4017","-22.5647","-47.4017","-22.5647",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-01-25 15:45:15-02","IAC","IAC","33335","S","Plantae",NA,NA,"Primulaceae-4.Myrsinoideae","Cybianthus","densicomus","Cybianthus densicomus","Mart.","O. César","552","1985","06",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"S.L. Jung-Mendaçolli","2002","08","15","27","Itirapina","-47.8228","-22.2528","-47.8228","-22.2528",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-01-25 15:45:15-02","IAC","IAC","33336","S","Plantae",NA,NA,"Primulaceae-4.Myrsinoideae","Cybianthus","densicomus","Cybianthus densicomus","Mart.","O. César & A. Feddersen Jr.","604","1985","08",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"S.L. Jung-Mendaçolli","2002","08","15","29","Itirapina","-47.8228","-22.2528","-47.8228","-22.2528",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-01-25 15:45:15-02","IAC","IAC","33337","S","Plantae",NA,NA,"Primulaceae-4.Myrsinoideae","Cybianthus","densicomus","Cybianthus densicomus","Mart.","S.L. Jung-Mendaçolli et al.","56","1977","10",NA,"Brasil","São Paulo","Fazenda Campininha",NA,NA,NA,NA,"S.L. Jung-Mendaçolli","2002","08","15","03","Mogi Guaçu","-46.9422","-22.3722","-46.9422","-22.3722",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-06-24 08:13:19-03","IAC","IAC","33338","S","Plantae",NA,NA,"Primulaceae-4.Myrsinoideae","Cybianthus","densicomus","Cybianthus densicomus","Mart.","K.D. Barretto et al.","802","1993","07",NA,"Brasil","São Paulo","Mata do Dois Córregos",NA,NA,NA,NA,"S.L. Jung-Mendaçolli","2002","08","15","30","Piracicaba","-47.6492","-22.7253","-47.6492","-22.7253",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-01-25 15:45:15-02","IAC","IAC","33339","S","Plantae",NA,NA,"Primulaceae-4.Myrsinoideae","Cybianthus","densicomus","Cybianthus densicomus","Mart.","A. Freire-Fierro","1623","1990","08",NA,"Brasil","São Paulo","Paranapiacaba, Trilha para Pedra Lisa",NA,NA,NA,NA,"S.L. Jung-Mendaçolli","2002","08","15","18","Santo André","-46.5383","-23.6639","-46.5383","-23.6639",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-01-25 15:45:15-02","IAC","IAC","33340","S","Plantae",NA,NA,"Primulaceae-4.Myrsinoideae","Cybianthus","densicomus","Cybianthus densicomus","Mart.","M. Sugiyama & C. Suemitsu","627","1985","07",NA,"Brasil","São Paulo","Serra de Paranapiacaba, trilha do Poço das Moças",NA,NA,NA,NA,"S.L. Jung-Mendaçolli","2002","08","15","20","Santo André","-46.5383","-23.6639","-46.5383","-23.6639",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-01-25 15:45:15-02","IAC","IAC","33681","S","Plantae",NA,NA,"Primulaceae-4.Myrsinoideae","Cybianthus","densicomus","Cybianthus densicomus","Mart.","L.S. Kinoshita-Gouvêa & J.C. Galvão","138","1994","11",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"S.L. Jung-Mendaçolli","2002","08","15","07","Aguaí","-46.9786","-22.0594","-46.9786","-22.0594",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-01-25 15:45:15-02","IAC","IAC","42805","S","Plantae",NA,NA,"Primulaceae-4.Myrsinoideae","Cybianthus","densicomus","Cybianthus densicomus","Mart.","J.A. Pastore & C.A.F. Moura","1185","2002","07",NA,"Brasil","São Paulo","Parque Estadual Xixivá-Japuí, região Paranapuã, trilha da caixa de água",NA,"23 58 37 - 24 02 06 S e 46 22 19 - 46 24 42 W",NA,NA,"S.L. Jung-Mendaçolli","2002","08","15","19","São Vicente","-46.3919","-23.9631","-46.3919","-23.9631",NA,NA,NA,NA,NA,NA,NA,NA,NA
