"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","class","yearIdentified","monthIdentified","dayIdentified","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber","typeStatus","individualCount"
"11","2021-04-07 11:46:53-03","UFMS","CGMS","55646","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb.f. & Warm.) Cogn.","A. Pott; V.J. Pott","13293","2005","08","31",NA,"Brasil","Mato Grosso do Sul","Bodoquena","Margem direita do Rio Salobrinha, Parque Nacional da Serra da Bodoquena.","-56.785","-20.6836111","150",NA,"Flor branca. Habitat: Floresta decidual pouco densa. Solo litólico com matacões de calcário dolomítico. Relevo topo de serra. Esparsa. Habito: Erva sarmentosa, epifita.","CGMS1085613",NA,"A. Pott",NA,"2006","08","06","150",NA,NA,"-56,785","-20,6836111",NA,NA,NA
"12","2020-12-21 16:38:18-03","MBM","MBM","169678","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(R. f.) Cogn.","Nee, M.","35096","1987","07","10","Southern America","Bolivia",NA,NA,"Santa Cruz",NA,NA,NA,NA,NA,"MBM169678","MBM169678","Nee, M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-12-21 16:38:18-03","MBM","MBM","322674","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(R. f.) Cogn.","Johnson, A.E.","409","1993","12","08","Southern America","Argentina","Formosa","Clorinda","Ea. de Oro, Rio Pilcomayo",NA,NA,"100",NA,"Flowering Date: 8 Dec. '93. Epiphyte 3-4 mts. In total shade of low thick riverine rofest, usally forming dangling masses. Flowers cream, white. Abundant.","MBM322674","MBM322674",NA,NA,NA,NA,NA,"100",NA,NA,NA,NA,NA,NA,NA
"14","2020-12-21 16:38:18-03","MBM","MBM","49114","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(R. f.) Cogn.","Hatschbach, G.","16002","1967","02","16","Southern America","Brazil","Paraná","Icaraíma","Rio Paraná, Paredão das Araras","-53.613899230957","-23.3955993652344",NA,NA,NA,"MBM049114","MBM049114","Pabst, G.",NA,NA,NA,NA,NA,"21289","auto",NA,NA,NA,NA,NA
"15","2015-11-03 15:10:52-02","MNHN","RECOLNAT_MNHN_P","P00361616","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","Hassler, E.",NA,NA,NA,NA,NA,"Paraguay",NA,NA,"Paraguay : in sylvis pr. Cordillerita",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00361616' target='other'> <mi>dwc_moreinfo</mi></a>","P00361616","P00361616_01 P00361616_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1502",NA,NA
"16","2017-12-15 13:58:41-02","MNHN","RECOLNAT_MNHN_P","P00361617","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","Hassler, E.",NA,"1900","2",NA,NA,"Paraguay",NA,NA,"in arboribus Cordillera de Altos",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00361617' target='other'> <mi>dwc_moreinfo</mi></a>","P00361617","P00361617_01 P00361617_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3858",NA,NA
"17","2017-12-15 13:58:41-02","MNHN","RECOLNAT_MNHN_P","P00361618","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","Krapovickas, A.|Cristobal, C.L.",NA,"1967","10","12",NA,"Argentine",NA,NA,"Prov. Corrientes : distr. Capital : Ayo. Riachuelo, Ruta n° 12",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00361618' target='other'> <mi>dwc_moreinfo</mi></a>","P00361618","P00361618_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13566",NA,NA
"18","2015-09-24 16:43:30-03","MNHN","RECOLNAT_MNHN_P","P00361619","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","Balansa, B.",NA,"1875","10","25",NA,"Paraguay",NA,NA,"L'Assomption",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00361619' target='other'> <mi>dwc_moreinfo</mi></a>","P00361619","P00361619_01 P00361619_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"632","type",NA
"19","2015-09-03 20:04:26-03","MNHN","RECOLNAT_MNHN_P","P00361620","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","Balansa, B.",NA,"1876","4",NA,NA,"Paraguay",NA,NA,"Santa-Barbara",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00361620' target='other'> <mi>dwc_moreinfo</mi></a>","P00361620","P00361620_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"632 a","isotype",NA
"20","2015-09-03 20:04:19-03","MNHN","RECOLNAT_MNHN_P","P00361621","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","Balansa, B.",NA,"1876","4",NA,NA,"Paraguay",NA,NA,"Santa-Barbara",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00361621' target='other'> <mi>dwc_moreinfo</mi></a>","P00361621","P00361621_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"632 a","isotype",NA
"21","2015-09-03 20:04:26-03","MNHN","RECOLNAT_MNHN_P","P00361622","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","Hassler, E.",NA,NA,NA,NA,NA,"Paraguay",NA,NA,"Paraguay : in sylvis pr. Cordillerita",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00361622' target='other'> <mi>dwc_moreinfo</mi></a>","P00361622","P00361622_01 P00361622_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1502",NA,NA
"22","2015-09-03 20:04:26-03","MNHN","RECOLNAT_MNHN_P","P00361623","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","Pedersen, T.M.",NA,"1956","10","16",NA,"Paraguay",NA,NA,"Puerto Casado & vicinity, dep. Boqueron, km 39",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00361623' target='other'> <mi>dwc_moreinfo</mi></a>","P00361623","P00361623_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4039",NA,NA
"23","2015-09-14 18:21:09-03","MNHN","RECOLNAT_MNHN_P","P00361624","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb. f. & Warm.) Cogn.","Woolston, A.",NA,"1956","10","5",NA,"Paraguay",NA,NA,"dep. San Pedro, Colonia Primavera",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00361624' target='other'> <mi>dwc_moreinfo</mi></a>","P00361624","P00361624_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"744",NA,NA
"24","2020-10-01 14:25:52-03","JBB","HEPH","12153","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb.f. & Warm.) Cogn.","Nóbrega, MGG","503","1996","08","29","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília, Corrégo cabeça-de-veado","-47.85","-15.866667",NA,NA,NA,NA,NA,"Pessoa, E",NA,"2014","10","24",NA,NA,NA,"-47.85","-15.866667",NA,NA,NA
"25","2020-10-01 14:25:52-03","JBB","HEPH","17261","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb.f. & Warm.) Cogn.","Chagas, F","s.n.","2001","11","07","Southern America","Brasil","Goiás","São Gabriel",NA,NA,NA,NA,NA,"Cultivada no orquidário do Jardim Botânico de Brasília&nf;ORQ - 889/890",NA,NA,"Pessoa, E",NA,"2014","10","24",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-10-01 14:25:52-03","JBB","HEPH","21877","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb.f. & Warm.) Cogn.","Salles, AEH; Nóbrega, MGG; Jesus, FPR de; Figueiredo, S","3767","2005","05","05","Southern America","Brasil","Distrito Federal","Brasília","Sobradinho dos Melos, fazenda do sr. Benedito de J","-47.73","-15.793056",NA,NA,NA,NA,NA,"Pessoa, E",NA,"2014","10","24",NA,NA,NA,"-47.73","-15.793056",NA,NA,NA
"27","2020-10-01 14:25:52-03","JBB","HEPH","22531","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb.f. & Warm.) Cogn.","Figueiredo, S","196","2006","03","30","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília, Área de recuperação","-47.85","-15.866667",NA,NA,NA,NA,NA,"Pessoa, E",NA,"2014","10","24",NA,NA,NA,"-47.85","-15.866667",NA,NA,NA
"28","2020-10-01 14:25:52-03","JBB","HEPH","23116","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb.f. & Warm.) Cogn.","Salles, AEH","4283","2006","10","11","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília, Divisa do IBGE e Fal, próximo do córrego Taquara","-47.85","-15.866667","1150",NA,NA,NA,NA,"Pessoa, E",NA,"2014","10","24","1150",NA,NA,"-47.85","-15.866667",NA,NA,NA
"29","2020-10-01 14:25:52-03","JBB","HEPH","21457","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb.f. & Warm.) Cogn.","Salles, AEH; Jesus, FPR de; Azevedo, INC","3591","2005","02","04","Southern America","Brasil","Goiás","Água Fria de Goiás",NA,"-47.776944","-15.183889","785",NA,"Cultivada no orquidário do Jardim Botânico de Brasília&nf;ORQ - 2024",NA,NA,"Pessoa, E",NA,"2014","10","24","785",NA,NA,"-47.776944","-15.183889",NA,NA,NA
"30","2020-10-01 14:25:52-03","JBB","HEPH","2858","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb.f. & Warm.) Cogn.","Maury, CM","280","1982","10","19","Southern America","Brasil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,"Pessoa, E",NA,"2014","10","24",NA,"70570","auto",NA,NA,NA,NA,NA
"31","2020-10-01 14:25:52-03","JBB","HEPH","3261","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb.f. & Warm.) Cogn.","Bianchetti, LB","413","1979","04","12","Southern America","Brasil","Distrito Federal","Brasília","Caminho da Fercal, ca 3 km após a ponte do rio Mar","-47.9296989440918","-15.7797002792358",NA,NA,"Pouco frequente",NA,NA,"Pessoa, E",NA,"2014","10","24",NA,"70570","auto",NA,NA,NA,NA,NA
"32","2020-10-01 14:25:52-03","JBB","HEPH","15446","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb.f. & Warm.) Cogn.","Nóbrega, MGG","1077","2000","04","24","Southern America","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"Cultivada no ORQ do Jardim Botânico de Brasília.",NA,NA,"Pessoa, E",NA,"2014","10","24",NA,"70570","auto",NA,NA,NA,NA,NA
"33","2020-10-01 14:25:52-03","JBB","HEPH","6705","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb.f. & Warm.) Cogn.","Salles, AEH","1382","1989","10","21","Southern America","Brasil","Minas Gerais","Paracatu","80 Km de Paracatu, entre ribeiros","-46.874698638916","-17.2222003936768",NA,NA,NA,NA,NA,"Pessoa, E",NA,"2014","10","24",NA,"72344","auto",NA,NA,NA,NA,NA
"34","2020-12-11 11:44:21-03","UFMG","BHCB","119815","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb & Warm) Cogn.","Batista, JAN; Martins, CAN; Marques, TM","2134","2007","10","02","Southern America","Brasil","Minas Gerais","Funilândia","Lagoa da Gordura","-44.037786","-19.430022","733",NA,"Erva epífita, em mata mesofitica semidecídua (mata seca) associada a afloramento calcário. Sobre galhos finos de árvores baixas. Ocasional.; Erva epífita. Sobre galhos finos de árvores baixas. Ocasional.; Em mata mesofitica semidecídu","BHCB009173",NA,NA,NA,"2013","07","16","733",NA,NA,"-44.037786","-19.430022",NA,NA,NA
"35","2020-12-11 11:44:21-03","UFMG","BHCB","119821","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb & Warm) Cogn.","Batista, JAN; Ranieri, BD; Pezzini, FF; Proite, K; Lombardi, CP","2140","2007","10","13","Southern America","Brasil","Minas Gerais","Matozinhos","Sítio Retiro das Palmeiras","-44.074742","-19.527517","729",NA,"Erva epífita, em mata mesofitica semidecídua associada a afloramento de calcário. Sobre galhos finos de árvores baixas, local sombreado.; Erva epífita. Sobre galhos finos de árvores baixas.; Em mata mesofitica semidecídua associada a","BHCB009174",NA,NA,NA,"2013","07","16","729",NA,NA,"-44.074742","-19.527517",NA,NA,NA
"36","2020-12-11 11:44:21-03","UFMG","BHCB","154179","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb & Warm) Cogn.","Santos, AA","1161","2002","05","15","Southern America","Brasil","Goiás","Cristalina","Cristalina, Mata à esquerda da ponte (Margem direita), que dá acesso à guarita da saída para Palital. Área de influência da AHE Queimado; influência direta.","-47.34","-16.209722",NA,NA,"Mata ciliar","BHCB031206",NA,NA,NA,"2014","10",NA,NA,NA,NA,"-47.34","-16.209722",NA,NA,NA
"37","2020-12-11 11:44:21-03","UFMG","BHCB","192556","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb & Warm) Cogn.","Ferreira, VL; Stehmann, JR","25","2018","09","18","Southern America","Brasil","Minas Gerais","Pedro Leopoldo","Lapa do Baú","-43.992778","-19.548333","693",NA,"Epífita. Frutos poricidas e botões florais.; Em Forófitos. Afloramento de calcáreo. Mata sub-bosque.","BHCB192556",NA,NA,NA,"2018","10","25","693",NA,NA,"-43.992778","-19.548333",NA,NA,NA
"38","2020-12-11 11:44:21-03","UFMG","BHCB","194366","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb & Warm) Cogn.","Ferreira, VL; Stehmann, JR; Santos, GVA","149","2019","01","24","Southern America","Brasil","Minas Gerais","Lagoa Santa","Gruta da Lapinha","-43.958889","-19.560833","734",NA,"Epífita em Myrtaceae. Frutos.; Afloramento de calcáreo, forófito.","BHCB194366",NA,NA,NA,"2019","01",NA,"734",NA,NA,"-43.958889","-19.560833",NA,NA,NA
"39","2021-01-29 17:16:17-03","UFMG","BHCB","195222","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb & Warm) Cogn.","Ferreira, VL; Bragioni, TLS; Santos, GVA","190","2019","02","27","Southern America","Brasil","Minas Gerais","Lagoa Santa","Gruta da Lapinha","-43.958889","-19.561389","763",NA,"Afloramento de calcário. Rocha exposta.","BHCB195222",NA,NA,NA,NA,NA,NA,"763",NA,NA,"-43.958889","-19.561389",NA,NA,NA
"40","2021-01-29 17:16:17-03","UFMG","BHCB","195224","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb & Warm) Cogn.","Ferreira, VL; Stehmann, JR; Santos, GVA","289","2019","04","18","Southern America","Brasil","Minas Gerais","Pedro Leopoldo","Lapa do Baú","-43.990833","-19.548056","719",NA,"Afloramento de calcário. Microhabitat?","BHCB195224",NA,NA,NA,NA,NA,NA,"719",NA,NA,"-43.990833","-19.548056",NA,NA,NA
"41","2020-12-11 11:44:21-03","UFMG","BHCB","35137","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb & Warm) Cogn.","Azevedo, MLM; Lopes, EC","300","1989","08","17","Southern America","Brasil","Distrito Federal","Brasília","Reserva Ecológica do IBGE, mata ciliar do córrego","-47.848889","-15.951667",NA,NA,"Orquídea sobre um tronco, com frutos imaturos de cor verde.; Orquídea sobre um tronco, com frutos imaturos de cor verde.","BHCB009179",NA,NA,NA,"2013","07","16",NA,NA,NA,"-47.848889","-15.951667",NA,NA,NA
"42","2020-12-11 11:44:21-03","UFMG","BHCB","35149","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb & Warm) Cogn.","Alvarenga, D; Pereira Neto, M","313","1989","07","06","Southern America","Brasil","Distrito Federal","Brasília","Reserva Ecológica do IBGE, mata ciliar do córrego","-47.892778","-15.997778",NA,NA,"Orquídea sobre uma árvore, com frutos imaturos de cor verde, interior da mata.; Orquídea sobre uma árvore, com frutos imaturos de cor verde.; Interior da mata.","BHCB009178",NA,NA,NA,"2013","07","16",NA,NA,NA,"-47.892778","-15.997778",NA,NA,NA
"43","2020-12-11 11:44:21-03","UFMG","BHCB","35154","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb & Warm) Cogn.","Neto, MP; Lopes, EC","296","1989","05","31","Southern America","Brasil","Distrito Federal","Brasília","Reserva Ecológica do IBGE, mata ciliar, cabeceira","-47.892778","-15.997778",NA,NA,"Sobre pé de Bauhinia com frutos imaturos de cor verde em forma de cacho.; Sobre pé de Bauhinia com frutos imaturos de cor verde em forma de cacho.","BHCB009175",NA,NA,NA,"2013","07","16",NA,NA,NA,"-47.892778","-15.997778",NA,NA,NA
"44","2020-12-11 11:44:21-03","UFMG","BHCB","21856","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb & Warm) Cogn.","Costa, LVC; et al.","381","1990","10","23","Southern America","Brasil","Minas Gerais","Manga","Distrito de Irrigação de Jaíba, Gleba A,","-43.932201385498","-14.7558002471924",NA,NA,"Caatinga arbórea, herbáceo com flor e fruto, folha achatada linear.; Herbáceo com flor e fruto, folha achatada linear.; Caatinga arbórea","BHCB009170",NA,NA,NA,"2013","07","16",NA,"51351","auto",NA,NA,NA,NA,NA
"45","2020-12-11 11:44:21-03","UFMG","BHCB","21855","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","(Rchb & Warm) Cogn.","Pequeno, PHA; et al.","320","1990","08","18","Southern America","Brasil","Minas Gerais","Manga","Distrito de Irrigação de Jaíba, Gleba A,","-43.932201385498","-14.7558002471924",NA,NA,"Caatinga arbórea; epífita.; Epífita.; Caatinga arbórea;","BHCB009169",NA,NA,NA,"2013","07","16",NA,"51351","auto",NA,NA,NA,NA,NA
