"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","verbatimLongitude","verbatimLatitude","order","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","class","fieldNumber"
"22","2015-09-19 01:22:02-03","MNHN","RECOLNAT_MNHN_P","P00583965","PreservedSpecimen",NA,NA,"Pteridophyta","Anemia","gardneri","Anemia gardneri","Hook.","Mickel",NA,NA,NA,"Glaziou, A.",NA,NA,NA,"Brésil",NA,NA,"Serra do Couto",NA,NA,NA,NA,"sur la même planche d'herbier que P00583964 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00583965' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"hb","P00583965","P00583965_01",NA,"3175"
"23","2015-09-03 16:20:49-03","MNHN","RECOLNAT_MNHN_P","P01266303","PreservedSpecimen",NA,NA,"Pteridophyta","Anemia","gardneri","Anemia gardneri","Hook.",NA,NA,NA,NA,"Wagner, C.D.","1902","5","6","Brasil","Rio de Janeiro",NA,"Organ Mountains. Pedra Maria Antonieta",NA,NA,NA,NA,"09 Fevrier 1910 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01266303' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"hb","P01266303","P01266303_01",NA,NA
"24","2015-09-03 16:20:49-03","MNHN","RECOLNAT_MNHN_P","P01266304","PreservedSpecimen",NA,NA,"Pteridophyta","Anemia","gardneri","Anemia gardneri","Hook.",NA,NA,NA,NA,"Glaziou, A.","1872","1","1","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01266304' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"hb","P01266304","P01266304_01",NA,NA
"25","2015-09-03 16:20:49-03","MNHN","RECOLNAT_MNHN_P","P01266305","PreservedSpecimen",NA,NA,"Pteridophyta","Anemia","gardneri","Anemia gardneri","Hook.",NA,NA,NA,NA,"Weddell, H.A.","1840","11","1","Brasil","Minas Gerais",NA,"Brésil, Minas-Geraes, Carassa.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01266305' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"hb","P01266305","P01266305_01",NA,"238"
"26","2015-09-03 16:20:49-03","MNHN","RECOLNAT_MNHN_P","P01266306","PreservedSpecimen",NA,NA,"Pteridophyta","Anemia","gardneri","Anemia gardneri","Hook.",NA,NA,NA,NA,"Weddell, H.A.","1844","1","1","Brasil","Minas Gerais",NA,"Brésil. Minas Geraes",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01266306' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"hb","P01266306","P01266306_01",NA,"1405"
"27","2015-09-03 16:20:49-03","MNHN","RECOLNAT_MNHN_P","P01266307","PreservedSpecimen",NA,NA,"Pteridophyta","Anemia","gardneri","Anemia gardneri","Hook.",NA,NA,NA,NA,"Galeotti","1843","12","1","Brasil",NA,NA,"Brésil?",NA,NA,NA,NA,"Herbier de Bory St. Vincent, 1847. Fougères catal. no. 38.64 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01266307' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"hb","P01266307","P01266307_01",NA,NA
"28","2015-09-03 16:20:49-03","MNHN","RECOLNAT_MNHN_P","P01266308","PreservedSpecimen",NA,NA,"Pteridophyta","Anemia","gardneri","Anemia gardneri","Hook.",NA,NA,NA,NA,"Wagner, E.R.","1901","1","17","Brasil","Rio de Janeiro",NA,"Montagnes des Orgues. Pedra Maria Antonieta",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01266308' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"hb","P01266308","P01266308_01",NA,NA
"29","2015-09-03 16:20:49-03","MNHN","RECOLNAT_MNHN_P","P01266309","PreservedSpecimen",NA,NA,"Pteridophyta","Anemia","gardneri","Anemia gardneri","Hook.",NA,NA,NA,NA,"Wagner","1901","6","17","Brasil","Rio de Janeiro",NA,"Organ Mountains. Pedra Maria Antonieta (Stone)",NA,NA,NA,NA,"Reçu le 14 novembre 1904 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01266309' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"hb","P01266309","P01266309_01",NA,NA
"30","2015-09-03 16:20:49-03","MNHN","RECOLNAT_MNHN_P","P01266310","PreservedSpecimen",NA,NA,"Pteridophyta","Anemia","gardneri","Anemia gardneri","Hook.",NA,NA,NA,NA,"Wagner","1901","6","17","Brasil","Rio de Janeiro",NA,"Montagne des Orhues",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01266310' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"hb","P01266310","P01266310_01",NA,NA
"31","2015-09-03 16:20:49-03","MNHN","RECOLNAT_MNHN_P","P01266315","PreservedSpecimen",NA,NA,"Pteridophyta","Anemia","gardneri","Anemia gardneri","Hook.",NA,NA,NA,NA,"Wagner, E.R.","1901","6","17","Brasil","Rio de Janeiro",NA,"Montagnes de Orgnes. Etah de Rio de Janiero, Brésil. Montagnes de Orgnes. Pedra Maria Antonieta",NA,NA,NA,NA,"Don de M. Wagner, 15 Novembre 1904 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01266315' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"hb","P01266315","P01266315_01",NA,NA
"32","2015-09-03 16:45:52-03","MNHN","RECOLNAT_MNHN_P","P01302449","PreservedSpecimen",NA,NA,"Pteridophyta","Anemia","glaziovii","Anemia glaziovii","Fée",NA,NA,NA,NA,"Glaziou, A.","1870","1","1","Brasil",NA,NA,NA,NA,NA,NA,NA,"Reçu le 6 novembre 1974 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01302449' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"hb","P01302449","P01302449_01",NA,"3175"
"33","2020-09-29 14:53:04-03","UFPR","UPCB","57505","PreservedSpecimen","Plantae","Polypodiophyta","Anemiaceae","Anemia","gardneri","Anemia gardneri","Hook.","Labiak, P.H. & Matos, F.B.","2007","07",NA,"Labiak, P.H.","2007","07","13","Brasil","Espírito Santo","São Roque do Canaã","BLOQUEADO",NA,NA,NA,NA,"Rupícola exposta ao sol. (Sílica) Afloramentos rochosos, com vales úmidos de mata de encosta..",NA,"4108","9999","9999",NA,NA,"1130","1130",NA,"UPCB0000666","UPCB0000666",NA,NA
"34","2008-05-27 22:02:00-03","MO","MOBOT","3273549","PreservedSpecimen","Plantae",NA,"Anemiaceae","Anemia","gardneri","Anemia gardneri","Hook.","Brade",NA,NA,NA,"BRADE","1971","7","17","Brazil","Rio de Janeiro",NA,"Sico da Tyuea.",NA,NA,NA,NA,NA,NA,"BRADE 16855",NA,NA,NA,"South America","900.00000000",NA,NA,NA,NA,NA,NA
"35","2008-05-27 22:02:00-03","MO","MOBOT","3273530","PreservedSpecimen","Plantae",NA,"Anemiaceae","Anemia","gardneri","Anemia gardneri","Hook.",NA,NA,NA,NA,"* FILICES",NA,NA,NA,"Brazil",NA,NA,"Frondepinnata glabra, pinnis cordato-rotundatis crenulatis brevi-petiolatis pulcherrime radiatim striatis, pedunculis binis ad basin frondis, spiculis paniculatis.",NA,NA,NA,NA,NA,NA,"FILICES s.n.",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"36","2020-07-10 09:49:21-03","MBML","MBML-HERBARIO","31379",NA,"Plantae",NA,"Schizaeaceae","Anemia","gardneri","Anemia gardneri","Hook.","F.B. Matos & P.Labiak/VII-2007",NA,NA,NA,"P. Labiak; et al","2007","07","13","Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775","-19.797222",NA,NA,NA,NA,"4108","40W46'30","19S47'50",NA,NA,NA,NA,NA,"MBML031379","MBML031379",NA,NA
"37","2020-07-10 09:49:21-03","MBML","MBML-HERBARIO","34159",NA,"Plantae",NA,"Schizaeaceae","Anemia","gardneri","Anemia gardneri","Hook.","A.Salino & T.E.Almeida/2008",NA,NA,NA,"C. Esgario; et al","2006","08","26","Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775","-19.797222",NA,NA,"Herbácea 30 cm, heliófila, rupestre, fértil.",NA,"71","40W46'30","19S47'50",NA,NA,NA,NA,NA,"MBML034159","MBML034159",NA,NA
"38","2020-07-10 09:49:21-03","MBML","MBML-HERBARIO","34161",NA,"Plantae",NA,"Schizaeaceae","Anemia","gardneri","Anemia gardneri","Hook.","F.B. Matos/VII-2007",NA,NA,NA,"C. Esgario; et al","2007","03","20","Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775","-19.797222",NA,NA,"Herbácea 20cm, heliófila, fértil, esporófito verde, folhas verdes glabra.",NA,"136","40W46'30","19S47'50",NA,NA,NA,NA,NA,"MBML034161","MBML034161",NA,NA
"39","2020-07-10 09:49:21-03","MBML","MBML-HERBARIO","35558",NA,"Plantae",NA,"Schizaeaceae","Anemia","gardneri","Anemia gardneri","Hook.","P. Labiak/Set.2016",NA,NA,NA,"A. P. Fontana; L. Kollmann & K. A. Brahim","2008","04","16","Brasil","Espírito Santo","Santa Leopoldina","Luxemburgo, Pedra Preta, estrada para Rio das Farinhas.","-40.609667","-20.152583",NA,NA,"Rupícola no sol. Esporângio verde.",NA,"5019","40W36'34,8","20S9'9,3",NA,NA,"624","624",NA,"MBML035558","MBML035558",NA,NA
"40","2017-04-12 16:01:13-03","F","FMNH-PTERIDOPHYTES","C0641580F","PreservedSpecimen","Plantae","Pteridophyta","Anemiaceae","Anemia","gardneri","Anemia gardneri","Hook.",NA,NA,NA,NA,"A. C. Brade","1941","7","17","Brazil","Rio de Janeiro",NA,NA,"-42.5","-22",NA,NA,NA,NA,"16855",NA,NA,"Schizaeales","South America",NA,NA,NA,"C0641580F","C0641580F_01","Pteridopsida",NA
"41","2019-12-19 16:20:33-03","UFMG","BHCB-SL","1652","PreservedSpecimen","Plantae",NA,"Anemiaceae","Anemia","gardneri","Anemia gardneri","Hook.","Schwacke, CAW","1904",NA,NA,"Schwacke, CAW","1904",NA,NA,"Brasil",NA,NA,"Serra do Frasão",NA,NA,NA,NA,NA,NA,"1485",NA,NA,NA,"América",NA,NA,NA,"BHCB000511","BHCB000511",NA,NA
"42","2021-01-12 15:23:33-03","UFMG","BHCB-SL","5834","PreservedSpecimen","Plantae",NA,"Anemiaceae","Anemia","gardneri","Anemia gardneri","Hook.",NA,NA,NA,NA,"Celso, JCC; et al.","1985","04","28","Brasil","Minas Gerais","Caeté","Serra da Piedade;","-43.666667","-19.816667",NA,NA,"campo;herbáceo;3ºestação;",NA,"s.n.","-43.666667","-19.816667",NA,"América","1670","1670",NA,NA,NA,NA,NA
"43","2021-02-08 12:46:21-03","UFRGS","ICN","001757","S","Plantae","Fern","Anemiaceae","Anemia","gardneri","Anemia gardneri","Hook.",NA,NA,NA,NA,"Brade, AC","1941","07","17","Brasil","RJ","Rio de Janeiro","Pico da Tijuca","-43.2075004577637","-22.9027996063232","57442",NA,NA,"auto","s.n.",NA,NA,NA,"América do Sul","900","900",NA,NA,NA,NA,NA
