"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","individualCount"
"11","2019-08-20 10:12:41-03","UNICAMP","UEC","69875","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chamaecrista","lagotois","Chamaecrista lagotois","H.S.Irwin & Barneby","Hervêncio, P","Lucca, M","91","1993","09","13",NA,"Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó., Coletada na região do Congonhas, abaixo da Casa de Pedra e próximo ao córrego Gavião.","-43.7144012451172","-19.1688995361328","1100","1100",NA,"Arbustivo, flores amarelas.","UEC145597",NA,NA,NA,NA,"2000","03",NA,"26557","auto",NA,NA
"12","2020-12-21 16:25:52-03","MBM","MBM","287512","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","lagotois","Chamaecrista lagotois","Irwin & Barneby","Souza, V.C.","Souza, V.C.; et al.; et al.","11609","1996","07","04","Southern America","Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"MBM287512","MBM287512",NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA
"13","2020-12-11 11:35:48-03","UFMG","BHCB","20636","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Chamaecrista","lagotois","Chamaecrista lagotois","H.S.Irwin & Barneby",NA,"Pereira, M; Lucca, M","s.n.","1991",NA,NA,"Southern America","Brasil","Minas Gerais","Santana do Riacho","Parque Nacional da Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA
"14","2020-12-11 11:35:48-03","UFMG","BHCB","22089","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Chamaecrista","lagotois","Chamaecrista lagotois","H.S.Irwin & Barneby",NA,"Lucca, M","s.n.","1993",NA,NA,"Southern America","Brasil","Minas Gerais","Santana do Riacho","Parque Nacional da Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA
"15","2020-09-12 05:00:02-03","US","US","2801645","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Chamaecrista","lagotois","Chamaecrista lagotois","H.S. Irwin & Barneby",NA,"H. S. Irwin","20356","1968","2","17","South America - Neotropics","Brazil","Minas Gerais",NA,"Serra do Cipo.",NA,NA,"1150","1150",NA,NA,"US00002126","US00002126_01","Isotype",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"16","2020-09-12 05:00:02-03","US","US","2281535","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Chamaecrista","lagotois","Chamaecrista lagotois","H.S. Irwin & Barneby",NA,"H. S. Irwin","2428","1959","1","12","South America - Neotropics","Brazil","Minas Gerais",NA,"Serra do cipo, 15 km e of s. jose do almeido, on road to morro do pilar",NA,NA,"1128","1128",NA,NA,"US00396716","US00396716_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"17","2021-03-15 18:27:42-03","USP","SPF","211418","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Chamaecrista","lagotois","Chamaecrista lagotois","H.S.Irwin & Barneby","Rando, JG","Rando, JG; Nogueira, A","1133","2012","01","10",NA,"Brasil","Minas Gerais","Santana do Riacho","Parque Nacional da Serra do Cipó, Trilha dos escravos, ca. 500 m a partir do início.","-43.6025","-19.314722","941","941",NA,"Arbusto até 1,8 m alt., estéril, alguns indivíduos com frutos maduros enegrecidos, população com muitos indivíduos ao longo de toda trilha. Nectários ativos e formigas coletadas em FAA. Coleta em sílica. Prensado em álcool.; Cerrado","SPF00211418",NA,NA,"-43.6025","-19.314722","2012","01","10",NA,NA,NA,NA
"18","2019-11-13 11:21:56-03","USP","SPF","211483","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Chamaecrista","lagotois","Chamaecrista lagotois","H.S.Irwin & Barneby",NA,"Rando, JG","1029","2011","10","15",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00211483",NA,NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA
"19","2021-03-15 18:27:42-03","USP","SPF","76456","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Chamaecrista","lagotois","Chamaecrista lagotois","H.S.Irwin & Barneby","Hervencio, P","Giulietti, AM","CFSC12625","1991","07","28",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Descida da Serra das Bandeirinhas.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Arbusto 1-2 m altura. Folhoso apenas no ápice. Sépalas verde-claras, pétalas e estames amarelos. Folhas glaucas, eretas e mucronadas.; Solo pedregoso na encosta ao Sol.","SPF00076456",NA,NA,NA,NA,"1997","01",NA,"26557","auto",NA,NA
"20","2021-03-15 18:27:42-03","USP","SPF","63228","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Chamaecrista","lagotois","Chamaecrista lagotois","H.S.Irwin & Barneby","Hervencio, P","Simão, R","CFSC10565","1987","09","10",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Parque Nacional da Serra do Cipó, serra da Bandeirinha.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Arbusto até 1,20 m altura, cálice amarelo esverdeado, pétalas amarelas.; Afloramento rochoso.","SPF00063228",NA,NA,NA,NA,"1997","01",NA,"26557","auto",NA,NA
"21","2021-03-15 18:27:42-03","USP","SPF","192839","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Chamaecrista","lagotois","Chamaecrista lagotois","H.S.Irwin & Barneby","Hervencio, P","Simão-Bianchini, R","CFSC10565","1987","09","10",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Serra da Bandeirinha.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Arbusto até 1,2 m alt., cálice amarelo-esverdeado, pétalas amarelas.","SPF00192839",NA,NA,NA,NA,"1997","07",NA,"26557","auto",NA,NA
"22","2020-05-08 11:09:27-03","UEFS","HUEFS","186857","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae","Chamaecrista","lagotois","Chamaecrista lagotois","H.S.Irwin & Barneby",NA,"Rando, J.G.","1029","2011","10","15",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó. Trilha dos escravos, ca. de 500 metros caminhando.","-43","-19.314722",NA,NA,NA,"Sobre rocha em área de cerrado pedregoso e campo rupestre.","HUEFS0186857","HUEFS0186857",NA,"43W","19S18'53''",NA,NA,NA,NA,NA,"Rosanae",NA
"23","2019-09-04 17:51:54-03","F","FMNH-SEEDPLANTS","V0057736F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Chamaecrista","lagotois","Chamaecrista lagotois",NA,NA,"H. S. Irwin et al.","20356","1968","2","17","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço, Serra do Cipo, ca. km 105 (ca. 130 km N of Belo Horizonte)",NA,NA,"1150",NA,NA,NA,"V0057736F","V0057736F_01","Isotype",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"24","2021-02-23 13:22:27-03","MN","R-TIPOS","161383","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","lagotois","Chamaecrista lagotois","H.S. Irwin & Barneby","Barneby, R.","Irwin, H.S.; Maxwell, H. & Wasshausen, D.C.","20356","1968","02","17",NA,"Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,"1150","1150",NA,NA,"R000161383","R000161383_001","Isotypus",NA,NA,"1976",NA,NA,NA,NA,NA,NA
"25","2019-08-06 10:39:33-03","FMM","FMM","612","MachineObservation","Plantae",NA,NA,"Fabaceae","Chamaecrista","lagotois","Chamaecrista lagotois","H.S.Irwin & Barneby",NA,NA,NA,"2013","09","11",NA,"Brasil","Minas Gerais","Santana do Riacho","Parque Nacional da Serra do Cipó","-43.577728","-19.343678",NA,NA,NA,"Hábito: Arbusto; Domínio Fitogeográfico: Cerrado; Vegetação: Campo rupestre","FMM00612","FMM00612_v",NA,"43°34'39.82W","19°20'37.24S",NA,NA,NA,NA,NA,NA,NA
"26","2021-02-08 12:41:32-03","UFRGS","ICN","090306","S","Plantae","Dicotyledon",NA,"Fabaceae","Chamaecrista","lagotois","Chamaecrista lagotois","H.S.Irwin & Barneby","Hervencio, P","Sobral, M; Espositi, K","6265",NA,NA,NA,"América do Sul","Brasil","MG","Cardeal Mota","Serra do Cipó",NA,NA,NA,NA,NA,"Subarbusto, 0,4 m alt., flores amarelas; Campos rupestres entremeados de matas de galeria","ICN00015430","ICN00015430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-11-21 10:05:13-03","IBt","SP","224940","S","Plantae",NA,NA,"Fabaceae","Chamaecrista","lagotois","Chamaecrista lagotois","H.S.Irwin & Barneby",NA,"Simão Bianchini, R; Kameyama, C; Zappi, DC; Cordeiro, I","CFSC10565","1987","09","10",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Serra da Bandeirinha","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Arbusto até 1,2m alt., cálice amarelo esverdeado, pétalas amarelas, afloramento rochoso","SP024437","SP024437",NA,NA,NA,"1997","07",NA,"26557","auto",NA,NA
