"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","county","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","typeStatus","fieldNumber","individualCount","class","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","00877729","PreservedSpecimen","Plantae","Apiaceae","Eryngium","eurycephalum","Eryngium eurycephalum","H. S. Irwin","22564","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=943483' target='other'> <mi>dwc_moreinfo</mi></a>","NY00877729","Magnoliophyta","Apiales","Malme","L. Constance","1969","01","24","Minas Gerais","Serra do Espinhaço, vicinity of Datas","-43.6556","-18.44535","1300","1300","NY00877729_01","Datas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00877732","PreservedSpecimen","Plantae","Apiaceae","Eryngium","eurycephalum","Eryngium eurycephalum","W. R. Anderson","35563","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=943494' target='other'> <mi>dwc_moreinfo</mi></a>","NY00877732","Magnoliophyta","Apiales","Malme","M. E. Mathias; L. Constance","1972","02","06","Minas Gerais","Serra do Espinhaço, ca. 11 km N of Gouevia, km 286 on MG-259","-43.6788","-18.3897","1300","1300","NY00877732_01","Datas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","617493","PreservedSpecimen","Plantae","Apiaceae","Eryngium","eurycephalum","Eryngium eurycephalum","A. C. Brade","18908","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=250628' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617493","Magnoliophyta","Apiales","Malme","L. Constance","1948","02","21","Rio de Janeiro","Planalto",NA,NA,NA,NA,"NY00617493_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","617495","PreservedSpecimen","Plantae","Apiaceae","Eryngium","eurycephalum","Eryngium eurycephalum","H. S. Irwin","2744","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=250629' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617495","Magnoliophyta","Apiales","Malme","M. E. Mathias; L. Constance","1959","03","01","Espírito Santo","Pico da Bandeira, Serra Caparao","-41.801377","-20.444558","2667.0","2667.0","NY00617495_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","617492","PreservedSpecimen","Plantae","Apiaceae","Eryngium","eurycephalum","Eryngium eurycephalum","H. S. Irwin","28831","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=250631' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617492","Magnoliophyta","Apiales","Malme","L. Constance","1971","01","22","Minas Gerais","Serra do Espinhaço. Lower cut-over slopes of Serra da Caraça, ca. 10 km W of Barao de Cocais",NA,NA,"1400","1400","NY00617492_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-01-28 13:10:58-03","MCN-PUC-MINAS","HPUC-MG","ANG3250","S","Plantae","Apiaceae","Eryngium","eurycephalum","Eryngium eurycephalum","M.F.Vasconcelos","15-007",NA,"Brasil",NA,NA,"Parte A e B.",NA,NA,NA,NA,"Diober Lucas","2015","01","01","Minas Gerais","Rua Araucária, Monte Verde, Município de Camanducaia","-46.033333","-22.866667","1.6","1.6",NA,NA,"46°02'W","22°52'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-01-28 13:10:58-03","MCN-PUC-MINAS","HPUC-MG","ANG3368","S","Plantae","Apiaceae","Eryngium","eurycephalum","Eryngium eurycephalum","M.F.Vasconcelos","15-144",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Diober Lucas","2015","04","19","Minas Gerais","Pico da Canjerana, Serra do Caraça - Município de Santa Bárbara","-43.5","-20.133333",NA,NA,NA,"Santa Bárbara","43°30'W","20°08'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-02-08 11:07:03-03","UNESP-IBB","BOTU","13205","PreservedSpecimen","Plantae","Apiaceae","Eryngium","eurycephalum","Eryngium eurycephalum","Amaral Jr., A.","53",NA,"Brasil",NA,NA,NA,"BOTU013205",NA,NA,"Malme","Lucas, D.B.","1985","05","17","São Paulo",NA,"-45.5","-22.75",NA,NA,"BOTU013205","Campos do Jordão","45°30'w","22°45's","2018","04","06",NA,NA,NA,NA,NA,NA,NA
"19","2021-02-08 11:07:03-03","UNESP-IBB","BOTU","17377","PreservedSpecimen","Plantae","Apiaceae","Eryngium","eurycephalum","Eryngium eurycephalum","Carmello, S.M.","33",NA,"Brasil",NA,NA,NA,"BOTU017377",NA,NA,"Malme","Lucas, D.B.","1987","11","06","São Paulo",NA,"-45.5","-22.751389",NA,NA,"BOTU017377","Campos do Jordão","45°30'w","22°45'5''s","2018","04","06",NA,NA,NA,NA,NA,NA,NA
"20","2021-02-18 09:28:36-03","UNESP-IBB","BOTU","18967","PreservedSpecimen","Plantae","Apiaceae","Eryngium","eurycephalum","Eryngium eurycephalum","Amaral Jr., A.","267",NA,"Brasil",NA,NA,NA,"BOTU018967",NA,NA,"Malme","Lucas, D.B.","1993","03","19","São Paulo",NA,NA,NA,NA,NA,"BOTU018967","Campos do Jordão","9999","9999","2018","04","06",NA,NA,NA,NA,NA,NA,NA
"21","2021-02-08 11:07:03-03","UNESP-IBB","BOTU","15656","PreservedSpecimen","Plantae","Apiaceae","Eryngium","eurycephalum","Eryngium eurycephalum","Amaral Jr., A.","8",NA,"Brasil",NA,NA,NA,"BOTU015656",NA,NA,"Malme","Lucas, D.B.","1982","02","16","São Paulo",NA,"-45.5","-22.75",NA,NA,"BOTU015656","Campos do Jordão","45°30'w","22°45's","2018","04","06",NA,NA,NA,NA,NA,NA,NA
"22","2021-02-18 09:28:36-03","UNESP-IBB","BOTU","18047","PreservedSpecimen","Plantae","Apiaceae","Eryngium","eurycephalum","Eryngium eurycephalum","Amaral Jr., A.","20",NA,"Brasil",NA,NA,NA,"BOTU018047",NA,NA,"Malme","Lucas, D.B.","1992","02","04","São Paulo",NA,NA,NA,NA,NA,"BOTU018047_1 BOTU018047_2","Campos do Jordão","9999","9999","2018","04","06",NA,NA,NA,NA,NA,NA,NA
"23","2021-02-08 11:07:03-03","UNESP-IBB","BOTU","28254","PreservedSpecimen","Plantae","Apiaceae","Eryngium","eurycephalum","Eryngium eurycephalum","Cota, M.R.C.","63",NA,"Brasil",NA,NA,NA,"BOTU028254",NA,NA,"Malme","Lucas, D.B.","2010","12","16","São Paulo",NA,"-48.404167","-22.966389",NA,NA,"BOTU028254","Botucatu","48°24'15w","22°57'59s","2018","04","06",NA,NA,NA,NA,NA,NA,NA
"24","2020-06-29 11:28:50-03","UFRJ","RFA","30743","PreservedSpecimen","Plantae","Apiaceae","Eryngium","eurycephalum","Eryngium eurycephalum","K.T. Ribeiro; B. Medina","198",NA,"Brasil",NA,NA,NA,"RFA36378",NA,NA,"Malme",NA,"1999","06",NA,"Rio de Janeiro","Planalto do Itatiaia, Parque nacional do Itatiaia, Maciço das Prateleiras","-44.666667","-22.5","2400","2400",NA,"Itatiaia","44º40'W","22º30'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-06-29 11:28:50-03","UFRJ","RFA","28785","PreservedSpecimen","Plantae","Apiaceae","Eryngium","eurycephalum","Eryngium eurycephalum","K.T. Ribeiro; B. Medina","247",NA,"Brasil",NA,NA,"Inflorescência verde-esbranquiçada com forte aroma","RFA36303",NA,NA,"Malme",NA,"2000","01","29","Rio de Janeiro","Planalto do Itatiaia, Parque Nacional do Itatiaia. Maciço das Prateleiras","-44.666667","-22.5","2400","2400",NA,"Itatiaia","44º40'W","22º30'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-13 09:18:47-03","UFRJ","RFA","29313","PreservedSpecimen","Plantae","Apiaceae","Eryngium","eurycephalum","Eryngium eurycephalum","F. M. de B. Pereira","42/17",NA,"Brasil",NA,NA,"Herbácea, flor branca, comum no local","RFA50373",NA,NA,"Malme","A. C. G. Ramos","2000","06","28","Minas Gerais","Fazenda Campo Redondo","-44.686389","-22.261667","1762","1762",NA,"Itamonte","44º41'11''W","22º15'42''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-06-29 11:28:50-03","UFRJ","RFA","42527","PreservedSpecimen","Plantae","Apiaceae","Eryngium","eurycephalum","Eryngium eurycephalum","R.C. Forzza; R. Mello-Silva; M.F.A. Calió; L.G. Temponi","3415",NA,"Brasil",NA,NA,"Erva frequente, entre gramíneas. rosetas de 0,30 cm a 1 m diâm. Escapo verde, ca. 1 m compr. Flores verdes","RFA36886",NA,NA,"Malme","A.C.G. Ramos","2004","06","15","Rio de Janeiro","Pico da Caledônea. Alto da montanha","-42.586944","-22.353611","2219","2219",NA,"Nova Friburgo","42º35'13''W","22º21'13''S","2008","09","02",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:33:50-03","EAO","IAN","135559","PreservedSpecimen","Plantae","Apiaceae","Eryngium","eurycephalum","Eryngium eurycephalum","Irwin, HS; Santos, RR dos","22564","Southern America","Brasil",NA,NA,"Rosette herb, the inflorescence to ca. 2m tall. Heads white.","IAN135559","Dicotiledônea",NA,"Malme","Constance, L","1969","01","24","Minas Gerais","Wet campo. Campo bordering meadow and slow creek, with adjacent outcrops, vicinity of Datas.",NA,NA,"1300","1300",NA,NA,NA,NA,"1970",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:33:50-03","EAO","IAN","135567","PreservedSpecimen","Plantae","Apiaceae","Eryngium","eurycephalum","Eryngium eurycephalum","Irwin, HS; Santos, RR dos","22851","Southern America","Brasil",NA,NA,"Rosette herb, the obpyramidal inflorescences to 2m tall. Heads cream.","IAN135567","Dicotiledônea",NA,"Malme","Constance, L","1969","01","29","Minas Gerais","Disturbed ground, gallery margin. Gallery forest and adjacent cerrado, ca. 7km NE of Diamantina, road to Mendanha.",NA,NA,"1300","1300",NA,NA,NA,NA,"1970",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-10-09 11:08:43-03","UFBA","ALCB","033092","PreservedSpecimen","Plantae","Apiaceae","Eryngium","eurycephalum","Eryngium eurycephalum","Passos Júnior, LA; Guedes, ML; Stannard, B; Atkins, S; Harley, RM; Saar, E","PCD4956","Southern America","Brasil",NA,NA,"1,0 m. Folhas rosuladas, espinhos nas margem. Inflorescência esverdeada. Frequente.; arenoso com afloramentos rochosos.",NA,"Dicotyledon",NA,"Malme","Guedes, ML","1997","02","03","Bahia","Chapada Diamantina, Serra do Mato Grosso","-41.889722","-13.389444","1340","1340",NA,"Rio de Contas","-41.889722","-13.389444","1997","05",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 10:59:29-03","ESALQ","ESA","118989","PreservedSpecimen","Plantae","Apiaceae","Eryngium","eurycephalum","Eryngium eurycephalum","Krieger, L.","23568.0",NA,"Brasil",NA,NA,NA,"ESA118989","Magnoliophyta",NA,NA,"Verardo, S.M.S.","1989","06","01","Minas Gerais","Parque Nacional do Caparaó.",NA,NA,NA,NA,"ESA118989 ESA118989_1 ESA118989_2",NA,NA,NA,"1989","10","03",NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 10:59:29-03","ESALQ","ESA","76876","PreservedSpecimen","Plantae","Apiaceae","Eryngium","eurycephalum","Eryngium eurycephalum","Lombardi, J.A.","3477.0",NA,"Brasil",NA,NA,NA,"ESA076876","Magnoliophyta",NA,"Malme","Lombardi, J.A.","1999","11","17","Minas Gerais",NA,"-43.3908004760742","-18.0041999816895",NA,NA,"ESA076876","São Gonçalo do Rio Preto",NA,NA,NA,NA,NA,"26697","auto",NA,NA,NA,NA,NA
"33","2019-02-15 11:32:54-02","IPA","IPA","14584","S","Plantae","Apiaceae","Eryngium","eurycephalum","Eryngium eurycephalum","Pontual, I.","420","Southern America","Brasil",NA,NA,"PLanta até 40cm de altura. Flores alvas, vivendo presa ao solo, próximo ao abrigo Rebouças.","IPA0014584","Plantae",NA,"Malme","Irgang, B.","1967","02","02","Rio de Janeiro","Planalto do Parque Nacional do Itatiaia",NA,NA,NA,NA,NA,NA,NA,NA,"1973",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-20 21:15:26-03","UFV","VIC","42416","PreservedSpecimen","Plantae","Apiaceae","Eryngium","eurycephalum","Eryngium eurycephalum","Tinti, B.V.; Nunes, J.","s.n.",NA,"Brasil",NA,NA,NA,"VIC042416",NA,NA,"Malme",NA,"2010",NA,NA,"Minas Gerais","Parque Nacional do Caparaó, Terreirão.","-41.8683013916016","-20.4333000183105",NA,NA,"VIC042416","Alto Caparaó",NA,NA,NA,NA,NA,"21645","auto",NA,NA,NA,NA,NA
"35","2019-11-21 14:30:12-03","UFJF","CESJ","49817","PreservedSpecimen","Plantae","Apiaceae","Eryngium","eurycephalum","Eryngium eurycephalum","M.G. Rezende; R.C.L. Elias; F.R.G. Salimena; P.H. Nobre; S.A. Roman; F.S. Souza","27","América do Sul","Brasil",NA,NA,"Erva, ca. 1m no campo de altitude.","CESJ049817","Angiosperma",NA,"Malme","F.R.G. Salimena","2008","03","28","Minas Gerais","Pocinhos do Rio Verde, Pedra Branca","-46.386100769043","-21.9235992431641","1480","1480","CESJ049817","Caldas",NA,NA,"2008","06",NA,"25710","auto",NA,NA,NA,NA,NA
"36","2019-11-21 14:30:12-03","UFJF","CESJ","50450","PreservedSpecimen","Plantae","Apiaceae","Eryngium","eurycephalum","Eryngium eurycephalum","M.G. Rezende; R.C.L. Elias","07","América do Sul","Brasil",NA,NA,"Árvore ca. 1,10 m, rupícola. flores verde-claro.","CESJ050450","Angiosperma",NA,"Malme","F.R.G. Salimena","2008","03","03","Minas Gerais","Pocinhos do Rio Verde, Pedra Branca","-46.386100769043","-21.9235992431641",NA,NA,"CESJ050450","Caldas",NA,NA,"2008","06",NA,"25710","auto",NA,NA,NA,NA,NA
"37","2019-11-21 14:30:12-03","UFJF","CESJ","22305","PreservedSpecimen","Plantae","Apiaceae","Eryngium","eurycephalum","Eryngium eurycephalum","L. Krieger; et alii","CESJ22305","América do Sul","Brasil",NA,NA,"À beira da estrada, frequente. Folhas em roseta, escapo floral ereto.","CESJ022305","Angiosperma",NA,"Malme","L. Constance","1988","05","01","Minas Gerais","Parque Nacional do Caparaó, Entre Vale Verde e Tronqueira.",NA,NA,NA,NA,"CESJ022305",NA,NA,NA,"1988","09","26",NA,NA,NA,NA,NA,NA,NA
"38","2019-11-21 14:30:12-03","UFJF","CESJ","23568","PreservedSpecimen","Plantae","Apiaceae","Eryngium","eurycephalum","Eryngium eurycephalum","L. Krieger; et alii","CESJ23568","América do Sul","Brasil",NA,NA,"À beira da estrada, ca. 2m de altura, Flor rósea, brácteas levemente lilacíneas.","CESJ023568","Angiosperma",NA,"Malme","S.M.S. Verardo","1989","04","01","Minas Gerais","Parque Nacional do Caparaó",NA,NA,NA,NA,"CESJ023568",NA,NA,NA,"1989","10","03",NA,NA,NA,NA,NA,NA,NA
"39","2019-11-21 14:30:12-03","UFJF","CESJ","24040","PreservedSpecimen","Plantae","Apiaceae","Eryngium","eurycephalum","Eryngium eurycephalum","L. Krieger; et alii","CESJ24040","América do Sul","Brasil",NA,NA,"Inflorescência arroxeada, caule roxo. Folhas em disposição de roseta.&nf;(Projeto FPNC: nº965)","CESJ024040","Angiosperma",NA,"Malme","S.M.S. Verardo","1989","04","30","Minas Gerais","Parque Nacional do Caparaó, Terreirão, acima da cachoeira. Alt.: 2350msm.",NA,NA,NA,NA,"CESJ024040",NA,NA,NA,"1989","10","03",NA,NA,NA,NA,NA,NA,NA
"40","2019-11-21 14:30:12-03","UFJF","CESJ","71632","PreservedSpecimen","Plantae","Apiaceae","Eryngium","eurycephalum","Eryngium eurycephalum","L.V.V. Cruz; S.G. Furtado; D.E.F. Barbosa; L. Menini Neto","232","América do Sul","Brasil",NA,NA,"Erva. Frutos passados. Em campo úmido próximo as lagoas do parque","CESJ071632","Angiosperma",NA,"Malme","L.V.V. Cruz","2018","06","26","Minas Gerais","Parque Nacional do Caparaó, Lagoas","-41.803697","-20.429931","2600","2600",NA,"Alto Caparaó","-41.803697","-20.429931","2018","10","30",NA,NA,NA,NA,NA,NA,NA
"41","2019-11-21 14:30:12-03","UFJF","CESJ","72066","PreservedSpecimen","Plantae","Apiaceae","Eryngium","eurycephalum","Eryngium eurycephalum","L.N. Gonçalves; P. Duffles","446","América do Sul","Brasil",NA,NA,"Folhas simples, com espinhos, inflorescência branco-esverdeada, haste arroxeada;","CESJ072066","Angiosperma",NA,"Malme","D.B. Lucas","2017","10","19","Minas Gerais","Pico dos Marins, 1º maciço","-45.135556","-22.500833","1900","1900",NA,"Marmelópolis","-45.135556","-22.500833","2017","10","23",NA,NA,NA,NA,NA,NA,NA
"42","2019-11-21 14:30:12-03","UFJF","CESJ","72067","PreservedSpecimen","Plantae","Apiaceae","Eryngium","eurycephalum","Eryngium eurycephalum","L.N. Gonçalves; P. Duffles","447","América do Sul","Brasil",NA,NA,"Folhas simples, com espinhos; inflorescência alva;","CESJ072067","Angiosperma",NA,"Malme","D.B. Lucas","2017","10","19","Minas Gerais","Pico dos Marins, 1º maciço","-45.135556","-22.500833","1900","1900",NA,"Marmelópolis","-45.135556","-22.500833","2017","10","23",NA,NA,NA,NA,NA,NA,NA
"43","2019-11-21 14:30:12-03","UFJF","CESJ","50450","PreservedSpecimen","Plantae","Apiaceae","Eryngium","eurycephalum","Eryngium eurycephalum","M.G. Rezende; R.C.L. Elias","07","América do Sul","Brasil",NA,NA,"Árvore ca. 1,10m, rupícola. Flores verde-claro.","CESJ050450","Angiosperma",NA,"Malme","F.R.G. Salimena","2008","03","03","Minas Gerais","Pocinhos do Rio Verde","-46.386100769043","-21.9235992431641",NA,NA,"CESJ050450","Caldas",NA,NA,"2008","06",NA,"25710","auto",NA,NA,NA,NA,NA
"44","2019-11-27 13:45:48-03","UFS","ASE","28066","PreservedSpecimen","Plantae","Apiaceae","Eryngium","eurycephalum","Eryngium eurycephalum","Leitão Filho, HF","27792","Southern America","Brasil",NA,NA,"Planta inteira, inflorescencia verde, folha coriácea; Cerrado","ASE0040356","Magnoliophyta",NA,"Malme","Lucas, D","1992","12","10","Minas Gerais","Estrada Diamantina-Medanha","-43.6003","-18.1458",NA,NA,NA,"Diamantina","-43.6003","-18.1458","2017","07","19",NA,NA,NA,NA,NA,NA,NA
"45","2021-03-01 16:21:30-03","UNICAMP","UEC","15278","S","Plantae","Apiaceae","Eryngium","eurycephalum","Eryngium eurycephalum","Ratter, JA; Fonsêca Filho, SG; Fonsêca Filho, J","3082",NA,"Brazil",NA,NA,"Pineapple linke herb with inflorescences to 1-2m.; On dampo campo limpo close to the margim of gallery forest along the córrego Taquara.","UEC054324","Magnoliopsida",NA,"Malme","Lucas, D","1976","06","01","Distrito Federal","Fazenda Água Limpa, University of Brasilia field station. Near Vargem Bonita, ca. 18km. SSW of Brasilia TV tower.","-47.9296989440918","-15.7797002792358",NA,NA,"UEC054324","Brasília",NA,NA,"2017","08",NA,"70570","auto",NA,NA,NA,NA,NA
"46","2021-03-01 16:21:30-03","UNICAMP","UEC","15279","S","Plantae","Apiaceae","Eryngium","eurycephalum","Eryngium eurycephalum","Joly, AB; Gemtchujnicov, I; Semir, J; Giulietti, AM; Joly, AM; Martins, F","s.n.",NA,"Brazil",NA,NA,"Inflorescência alva.","UEC054331","Magnoliopsida",NA,"Malme","Lucas, D","1972","03","05","Minas Gerais","km 126 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,NA,"UEC054331","Jaboticatubas",NA,NA,"2017","08",NA,"31264","auto",NA,NA,NA,NA,NA
"47","2021-03-01 16:21:30-03","UNICAMP","UEC","111293","S","Plantae","Apiaceae","Eryngium","eurycephalum","Eryngium eurycephalum","Freitas, L; Sazima, M","141",NA,"Brazil",NA,NA,"Inflorescências protândricas, com queda dos estames na fase pistilada; folhas bromelióides espinhosas.&nf;Flores esverdeadas; anteras lilás dentro de lojas na pré-antese.&nf;Erva, ca. 1m.; Campo de altitude.","UEC054329","Magnoliopsida",NA,"Malme","Lucas, D","1998","01","23","Minas Gerais","São José do Barreiro","-46.3657989501953","-20.2453002929688",NA,NA,"UEC054329","São Roque de Minas",NA,NA,"2017","08",NA,"57119","auto",NA,NA,NA,NA,NA
