"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","yearIdentified","county","coordinatePrecision","geoFlag","class","relatedCatalogItem","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","typeStatus"
"11","2020-11-04 11:19:54-03","ESALQ","ESA","116230","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnei","Lycianthes rantonnei","Lovato, M.C.","153.0",NA,"Brasil",NA,NA,NA,"ESA116230","Magnoliophyta",NA,NA,"Estevan, D. A.","2003","03","01","Paraná",NA,"-51.1627998352051","-23.3103008270264",NA,NA,"ESA116230","2003","Londrina","63728","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-11-04 11:19:54-03","ESALQ","ESA","116226","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnei","Lycianthes rantonnei","Lovato, M.C.","153.0",NA,"Brasil",NA,NA,NA,"ESA116226","Magnoliophyta",NA,NA,"Estevan, D. A.","2003","03","01","Paraná",NA,"-51.1627998352051","-23.3103008270264",NA,NA,"ESA116226","2003","Londrina","63728","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-08-27 13:33:24-03","IAP","PACA-AGP","60719","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnei","Lycianthes rantonnei","Woolston","491",NA,"Paraguai",NA,NA,"Habitat: In dumetosis Fenofase: flor","PACA060719","Magnoliophyta","Solanales","(Carriére) Bitter","L.A. Mentz","1955","04","03",NA,"Primavera",NA,NA,NA,NA,NA,"2007",NA,NA,NA,"Magnoliatae",NA,"01","26",NA,NA,NA,NA,NA
"14","2019-08-27 13:33:24-03","IAP","PACA-AGP","109800","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnei","Lycianthes rantonnei","R.F. Dall'Agnoll","59",NA,"Brasil",NA,NA,"liana; flores brancas; frutos imaturos verdes e maduros vermelhos&nf;FUEL 44929 Habitat: beira de trilha","PACA109800","Magnoliophyta","Solanales","(Carriére) Bitter","E.F.S. Rossetto","2009","02","17","PR","Fazenda Santo Antônio (antiga Ferraz).","-51.0363998413086","-23.0585994720459",NA,NA,NA,"2009","Sertanópolis","19992","auto","Magnoliatae",NA,"04","03",NA,NA,NA,NA,NA
"15","2019-08-27 13:33:24-03","IAP","PACA-AGP","1181","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnei","Lycianthes rantonnei","Rambo, B.",NA,NA,"Brasil",NA,NA,"Habitat: In agro inculto Fenofase: flor","PACA001181","Magnoliophyta","Solanales","(Carriére) Bitter","E.L.C. Soares","1934","02","15","SC","Ad fl. Uruguay","-53.7122001647949","-27.1693992614746",NA,NA,NA,"2006","Itapiranga","18767","auto","Magnoliatae",NA,"09","11",NA,NA,NA,NA,NA
"16","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0051267","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","A. Schinini","27592",NA,"Argentina",NA,NA,"Arbusto ramoso, 1.5-2 m alt.; corola azul intenso con la base blanca; fruto ovoide de 2 cm long, y 1.5 cm lat.",NA,"Magnoliophyta","Solanales","(Carrière) Bitter","A. Schinini","1993","1","20","Misiones","Dep. Candelaria. Loreto.","-55.533333","-27.316667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-16 17:55:10-03","UCS","HUCS","51139","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Machado, D.","17",NA,"Brasil",NA,NA,"Bosques tropicais e ornamentais",NA,"Angiospermae","Solanales","(Carrière) Bitter","Machado, D.","2020","06","15","Rio Grande do Sul","Rua Sete de Setembro, área urbana","-51.439167","-29.213889","601","601",NA,"2020","Nova Petrópolis",NA,NA,NA,NA,"07","11","-51.439167","-29.213889",NA,NA,NA
"18","2019-08-16 08:41:11-03","UTFPR","HCF","21541","S","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","M.G. Caxambu","7599",NA,"Brasil",NA,NA,"arbusto ca. 1 m, heliófito. Flores com cálice verde e corola roxa.",NA,NA,NA,"(Carrière) Bitter","M.G. Caxambu","2016","10","13","PR","Parque Nacional do Iguaçu - Estrada de","-53.898","-25.410472","316","316",NA,"2018","Matelândia",NA,NA,NA,NA,"02","19","53°53'52,8 W","25°24'37,7 S",NA,NA,NA
"19","2019-08-16 08:41:11-03","UTFPR","HCF","17479","S","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","M.G. Caxambu","6626",NA,"Brasil",NA,NA,"arbusto heliófito, ca. 2 m. Flores com cálice verde e corola roxa. Frutos imaturos verdes e maduros amarelos. Rara.",NA,NA,NA,"(Carrière) Bitter","M.G. Caxambu","2015","07","02","PR","Parque Nacional do Iguaçu, BR-469, Km 24","-54.462333","-25.630139","198","198",NA,"2017","Foz do Iguaçu",NA,NA,NA,NA,"02","14","54°27'44,4 W","25°37'48,5 S",NA,NA,NA
"20","2019-08-16 08:41:11-03","UTFPR","HCF","19427","S","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","M.G. Caxambu","7306",NA,"Brasil",NA,NA,"arbusto ca. 1 m, ciófilo. Frutos imaturos verdes, ca. 1 cm de diâmetro.",NA,NA,NA,"(Carrière) Bitter","M.G. Caxambu","2016","03","24","PR","Parque Nacional do Iguaçu - Estrada de","-53.893139","-25.401306","317","317",NA,"2019","Matelândia",NA,NA,NA,NA,"01","25","53°53'35,3 W","25°24'04,7 S",NA,NA,NA
"21","2020-12-21 16:45:30-03","MBM","MBM","426740","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Ferreira, G.M.","60","Southern America","Brazil",NA,NA,"Arvoreta, frutos verdes e flor branca.","MBM426740",NA,NA,"(Carr. ex Lesc.) Bitter","Ferreira, G.M.","2007","01","26","Paraná","Fazenda Coro do Boi, Warta","-51.1627998352051","-23.3103008270264",NA,NA,NA,"2007","Londrina","63728","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:45:30-03","MBM","MBM","332207","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Francisco, E.M.; et al.; et al.","4","Southern America","Brazil",NA,NA,"Arbusto 2m, frutos verdes. Borda da mata. Fragmento 27","MBM332207",NA,NA,"(Carr. ex Lesc.) Bitter","Lovato, M.C.","2004","02","17","Paraná","Fazenda Figueira","-51.1627998352051","-23.3103008270264",NA,NA,"MBM332207","2004","Londrina","63728","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:45:30-03","MBM","MBM","162430","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Schinini, A.","27592","Southern America","Argentina",NA,NA,NA,"MBM162430",NA,NA,"(Carr. ex Lesc.) Bitter","Schinini, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM162430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:45:30-03","MBM","MBM","14744","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Hatschbach, G.","23160","Southern America","Brazil",NA,NA,NA,"MBM014744",NA,NA,"(Carr. ex Lesc.) Bitter","Nee, M.",NA,NA,NA,"Paraná","Rio Ocuí","-54.5881004333496","-25.5478000640869",NA,NA,"MBM014744",NA,"Foz do Iguaçu","39570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2015-09-04 13:23:16-03","MNHN","RECOLNAT_MNHN_P","P00325613","PreservedSpecimen",NA,"Solanaceae","Lycianthes","rantonnei","Lycianthes rantonnei","Glaziou, A.",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00325613' target='other'> <mi>dwc_moreinfo</mi></a>","P00325613",NA,NA,"(Carrière) Bitter","Giacomin",NA,NA,NA,NA,"entre Gavea et la Tyuca (Rio de Janeiro)",NA,NA,NA,NA,"P00325613_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1078",NA,NA
"26","2015-09-04 13:23:16-03","MNHN","RECOLNAT_MNHN_P","P00325614","PreservedSpecimen",NA,"Solanaceae","Lycianthes","rantonnei","Lycianthes rantonnei","Glaziou, A.",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00325614' target='other'> <mi>dwc_moreinfo</mi></a>","P00325614",NA,NA,"(Carrière) Bitter","Giacomin",NA,NA,NA,NA,"entre Gavea et la Tyuca (Rio de Janeiro)",NA,NA,NA,NA,"P00325614_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1078",NA,NA
"27","2015-09-03 19:48:56-03","MNHN","RECOLNAT_MNHN_P","P00385086","PreservedSpecimen",NA,"Solanaceae","Lycianthes","rantonnei","Lycianthes rantonnei","Langeron",NA,NA,"Argentine","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00385086' target='other'> <mi>dwc_moreinfo</mi></a>","P00385086",NA,NA,"(Carrière) Bitter","Barboza","1927","4","26",NA,"Puerto Aguirre",NA,NA,NA,NA,"P00385086_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2015-09-04 13:51:48-03","MNHN","RECOLNAT_MNHN_P","P00482150","PreservedSpecimen",NA,"Solanaceae","Lycianthes","rantonnei","Lycianthes rantonnei","Balansa, B.",NA,NA,"Paraguay","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00482150' target='other'> <mi>dwc_moreinfo</mi></a>","P00482150",NA,NA,"(Carrière) Bitter","Barboza","1876","2","13",NA,"Est d'Ibitini",NA,NA,NA,NA,"P00482150_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2121",NA,NA
"29","2015-09-16 21:58:18-03","MNHN","RECOLNAT_MNHN_P","P00482151","PreservedSpecimen",NA,"Solanaceae","Lycianthes","rantonnei","Lycianthes rantonnei","Balansa, B.",NA,NA,"Paraguay","hb",NA,"Reçu le 7 mai 1878 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00482151' target='other'> <mi>dwc_moreinfo</mi></a>","P00482151",NA,NA,"(Carrière) Bitter","Barboza","1876","2","13",NA,"Est d'Ibitini",NA,NA,NA,NA,"P00482151_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2121",NA,NA
"30","2015-09-04 12:30:01-03","MNHN","RECOLNAT_MNHN_P","P00578572","PreservedSpecimen",NA,"Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Saint-Hilaire, A. de",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00578572' target='other'> <mi>dwc_moreinfo</mi></a>","P00578572",NA,NA,"(Witasek) Bitter","Nee","1816","1","1",NA,"Province de Minas Gereas ?",NA,NA,NA,NA,"P00578572_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-11 11:41:51-03","UFMG","BHCB","60815","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnei","Lycianthes rantonnei","Perri, CG","s.n.","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"(Carriere) Bitter",NA,NA,NA,NA,"Paraná",NA,"-51.0480995178223","-23.2691993713379",NA,NA,NA,NA,"Ibiporã","20625","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-11 11:41:51-03","UFMG","BHCB","60813","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnei","Lycianthes rantonnei","Vieira, AOS","112","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"(Carriere) Bitter",NA,NA,NA,NA,"Paraná",NA,"-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"Londrina","63728","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-11 11:41:51-03","UFMG","BHCB","143690","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Pott, A; Pott, VJ; Hatschbach, G","10765","Southern America","Brasil",NA,NA,"Subarbusto denso 70 com de altura. rara. Flor: roxa, anteras amarelas; Floresta decidual (mata calcária). Solo litólico (calcário). Relevo morro.","BHCB035546","Dicotyledon",NA,"Bitter",NA,"2002","11","15","Mato Grosso do Sul","Serra da Botiqueira, 15 km E do Assentamento Guaicurus","-58.847778","-20.936944",NA,NA,"BHCB035546",NA,"Bonito",NA,NA,NA,NA,NA,NA,"-58.847778","-20.936944",NA,NA,NA
"34","2020-12-11 11:41:51-03","UFMG","BHCB","195996","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Búgola Silva, F; Almeida Scabbia, RJ","8024","Southern America","Brasil",NA,NA,NA,"BHCB195996","Dicotyledon",NA,"Bitter",NA,"2008","01","17","São Paulo","Parque Andreense, Rua Alteza","-46.438889","-23.791944",NA,NA,NA,"2019","Santo André",NA,NA,NA,NA,"06","17","-46.438889","-23.791944",NA,NA,NA
"35","2020-12-11 11:41:51-03","UFMG","BHCB","195595","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Botelho, A","1222","Southern America","Brasil",NA,NA,"Coleção Ecomuseu/ITAIPU","BHCB195595","Dicotyledon",NA,"Bitter",NA,"1990","01","09","Paraná","Área prioritária Itaipu","-54.5881004333496","-25.5478000640869",NA,NA,NA,"2019","Foz do Iguaçu","39570","auto",NA,NA,"03","13",NA,NA,NA,NA,NA
"36","2020-12-11 11:41:51-03","UFMG","BHCB","195594","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Ponciano, J","359","Southern America","Brasil",NA,NA,"Porte ereto +- 2m; Mata alta raleada","BHCB195594","Dicotyledon",NA,"Bitter",NA,"1979","12","12","Paraná","Vila Portes","-54.5881004333496","-25.5478000640869",NA,NA,NA,"2019","Foz do Iguaçu","39570","auto",NA,NA,"03","19",NA,NA,NA,NA,NA
"37","2014-08-20 08:30:00-03","MO","MOBOT","1205180","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Nélida Soria","Soria Rey 3426","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter","M. Nee (NY)","1989","3","17","Caazapá","Tavai. Prop. Trosiuk.","-55.28333","-26.16666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2018-12-19 15:00:00-02","MO","MOBOT","2941184","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","William G. D'Arcy","D'Arcy 14921","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter","RL","1982","9","3","Esmeraldas","Street weeds around N side of Ibarra.","-78.11667","0.35","2194.56000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"39","2014-05-30 13:14:00-03","MO","MOBOT","1225194","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Elsa M. Zardini|L. Villate","Zardini 46301","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter","RL","1997","1","21","Itapúa","Isla Yacyreta. Medium forest on dunes.","-56.75","-27.4166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1090","4",NA
"40","2015-05-07 07:14:00-03","MO","MOBOT","1411993","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Elsa M. Zardini|J. Rodríguez","Zardini 51601","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter","RL","1999","10","22","Itapúa","Yacyretá Dam Island Reserve: Western area. Collecting area: around two hectares.","-56.8230556","-27.4486111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1181","4",NA
"41","2014-05-30 13:31:00-03","MO","MOBOT","1002261","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Elsa M. Zardini|Leongino Guerrero","Zardini 42700","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter","RL","1995","5","27","Alto Paraná","Estancia San Pedro. South of Estancia Río Bonito. Tall forest.","-54.8","-25.6666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1005","2",NA
"42","2014-05-30 13:17:00-03","MO","MOBOT","1125811","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Elsa M. Zardini|Leongino Guerrero","Zardini 44627","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter","RL","1996","2","27","Alto Paraná","Estancia Río Bonito. Forest II around Río Bonito. Tall forest.","-54.8047222","-25.6319445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1052","4",NA
"43","2014-05-30 13:15:00-03","MO","MOBOT","1125913","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Elsa M. Zardini|F.V. da Silva","Zardini 44704","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter","RL","1996","2","28","Alto Paraná","Estancia Río Bonito. Forest III center of the property. Tall forest.","-54.8138889","-25.6302778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1054","4",NA
"44","2014-05-30 13:33:00-03","MO","MOBOT","1204658","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Itaipú Binacional","Binacional 1019","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter","RL","1982","5","25","Alto Paraná","Rva. Limoy. Sotobosque, formac. secundaria.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"45","2014-05-30 13:32:00-03","MO","MOBOT","1205182","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Nélida Soria","Soria Rey 3483","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter","RL","1989","3","29","Guairá","En la cumbre del Acati.","-56.25","-25.9166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"46","2017-08-22 08:00:00-03","MO","MOBOT","1542592","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Elsa M. Zardini|B. Ojeda","Zardini 55858","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter","RL","2000","12","3","Misiones","Around Yabebiry.","-57.1627778","-27.3844444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1223","4",NA
"47","2014-05-30 13:38:00-03","MO","MOBOT","2228788","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Norma B. Deginani|Manuel J. Belgrano|R.J. Zuloaga","Deginani 1609","South America","Argentina",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter","RL","2000","3","3","Misiones","Predio Previsión Social, Arroyo Tambero","-54.2166667","-26.85","480.00000000",NA,NA,NA,"Guaraní",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"48","2014-05-30 13:30:00-03","MO","MOBOT","2291628","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Aurelio Schinini","Schinini Cacace 27592","South America","Argentina",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter","RL","1993","1","20","Misiones","Loreto","-55.5333333","-27.3166667",NA,NA,NA,NA,"Candelaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"49","2014-08-20 08:30:00-03","MO","MOBOT","2291654","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","* RODRIGUEZ {2º SERIE}","RODRIGUEZ {2º SERIE} 25","South America","Argentina",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter",NA,"1930","1","16","Misiones","Posadas","-55.9","-27.38333",NA,NA,NA,NA,"Capital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2014-08-20 08:30:00-03","MO","MOBOT","2291675","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Bernadino S. Bertoni","Bertoni 2708","South America","Argentina",NA,NA,NA,NA,NA,NA,"(Carrière) Bitter",NA,"1946","2","15","Misiones","San José","-55.78333","-27.76666",NA,NA,NA,NA,"Apóstoles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
