"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","yearIdentified","county","coordinatePrecision","geoFlag","class","relatedCatalogItem","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","typeStatus"
"107","2020-09-12 05:00:02-03","US","US","2267861","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","L. Smith, R. Reitz & D. Pereira","9680","South America - Neotropics","Brazil",NA,NA,NA,"US01936240",NA,"Solanales","(Lesc.) Bitter",NA,"1956","12","31","Santa Catarina","Rio Peperí-Guaçu, 15 km South of Dionísio Cerqueira","-53.6397018432617","-26.2549991607666","800",NA,"US01936240_01 US01936240_02",NA,"Dionísio Cerqueira","28536","auto","Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"108","2019-11-13 11:32:09-03","USP","SPF","190303","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnei","Lycianthes rantonnei","Hatschbach, G","21102",NA,"Brasil",NA,NA,NA,"SPF00190303",NA,NA,"(Carrière) Bitter","Mentz, LA","1969","02","09","Paraná",NA,"-54.0938987731934","-25.2952995300293",NA,NA,NA,"2005","Medianeira","17581","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2019-10-07 09:18:08-03","UEFS","HUEFS","131912","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Lovato, M.C.","494",NA,"Brasil",NA,NA,NA,"HUEFS0131912","Angiospermae","Solanales","(Carrière) Bitter","A.O.S.Vieira","2004","03","08","Paraná","Fazenda Figueira.","-51.1627998352051","-23.3103008270264",NA,NA,"HUEFS0131912","2004","Londrina","63728","auto","Asteranae",NA,NA,NA,NA,NA,NA,NA,NA
"110","2019-10-07 09:18:08-03","UEFS","HUEFS","91499","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Sosa, M.M.","96",NA,"Argentina",NA,NA,NA,"HUEFS0091499","Angiospermae","Solanales","(Carrière) Bitter",NA,"2003","12","20","Misiones","Paraje Aguaray, Lote P.A.P.S.A., cercano al pantano La Alpargata",NA,NA,NA,NA,"HUEFS0091499",NA,"Iguazú",NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA,NA,NA
"111","2015-03-07 08:26:51-03","F","FMNH-SEEDPLANTS","V0124636F","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii",NA,NA,"South America","Argentina",NA,NA,NA,"V0124636F","Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,"-64.9208","-35.3869",NA,NA,"V0124636F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"112","2015-03-07 08:26:51-03","F","FMNH-SEEDPLANTS","V0124637F","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii",NA,NA,"South America","Argentina",NA,NA,NA,"V0124637F","Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,"-64.9208","-35.3869",NA,NA,"V0124637F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"113","2015-03-07 08:26:51-03","F","FMNH-SEEDPLANTS","V0124638F","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii",NA,NA,"South America","Brazil",NA,NA,NA,"V0124638F","Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0124638F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"114","2015-03-07 08:26:51-03","F","FMNH-SEEDPLANTS","V0124639F","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii",NA,NA,"South America","Brazil",NA,NA,NA,"V0124639F","Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0124639F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"115","2015-03-07 08:26:51-03","F","FMNH-SEEDPLANTS","V0124640F","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii",NA,NA,"South America","Peru",NA,NA,NA,"V0124640F","Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0124640F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"116","2018-06-28 12:00:55-03","F","FMNH-SEEDPLANTS","V0124641F","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","P. Jörgensen","3670","South America","Paraguay",NA,NA,NA,"V0124641F","Spermatophyta",NA,NA,NA,"1930","2",NA,NA,NA,"-58.1689","-23.2025",NA,NA,"V0124641F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-04-07 16:32:47-03","IAC","IAC","19181","S","Plantae","Solanaceae-8.Solanoideae","Lycianthes","rantonnei","Lycianthes rantonnei","H.F. Leitão Filho","s/nº",NA,"Brasil",NA,NA,"floresce em maio-junho",NA,NA,NA,"(Carrière) Bitter","J.R. Stehmann & L.L. Giacomin","1967","06","01","São Paulo","IAC, Fazenda Santa Elisa, Monjolinho, Floricultura","-47.086761","-22.863721",NA,NA,NA,"2011","Campinas",NA,NA,NA,NA,"09","01","-47.086761","-22.863721",NA,NA,NA
"118","2020-04-07 16:32:47-03","IAC","IAC","23074","S","Plantae","Solanaceae-8.Solanoideae","Lycianthes","rantonnei","Lycianthes rantonnei","A. Daniel","s/nº",NA,"Brasil",NA,NA,"floresce de maio a agosto,planta introduzida",NA,NA,NA,"(Carrière) Bitter","J.R. Stehmann & L.L. Giacomin","1971","07","21","São Paulo","IAC, Av. Barão de Itapura, Parque","-47.065751","-22.9056",NA,NA,NA,"2011","Campinas",NA,NA,NA,NA,"09","21","-47.065751","-22.9056",NA,NA,NA
"119","2019-12-09 10:46:16-03","UFSJ","HUFSJ","4237","S","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Lovato, MC","494",NA,"Brasil",NA,NA,"Arbusto, 2m. Furots maduros vermelhos. Botões florais branco-esverdeados.","HUFSJ004237",NA,NA,"(Carrière) Bitter","Vieira, AOS","2004","03","08","Paraná","Fazenda Figueira.","-51.1627998352051","-23.3103008270264",NA,NA,NA,"2004","Londrina","63728","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2019-07-02 15:56:46-03","UEM","HUEM","22872","S","Plantae","Solanaceae","Lycianthes","rantonnei","Lycianthes rantonnei","L.M.Garcia","146",NA,"Brasil",NA,NA,"arbustiva, 2 m de altura; botões e flores de coloração roxa; frutos de coloração verde.; Floresta Estacional Semidecidual.","HUEM000012990",NA,NA,"(Carrière) Bitter","L.M. Garcia","2010","02","26","Paraná","fazenda do CESUMAR, cabeceira da mata, próximo a cerca.","-51.868742","-23.347758","461","461","HUEM000012990","2016","Maringá",NA,NA,NA,NA,"05",NA,"-51.868742","-23.347758",NA,NA,NA
"121","2019-07-02 15:56:46-03","UEM","HUEM","23068","S","Plantae","Solanaceae","Lycianthes","rantonnei","Lycianthes rantonnei","L.M.Garcia","247",NA,"Brasil",NA,NA,"subarbustiva, 1,20 m de altura; flores de coloração roxa; frutos de coloração verde.; Floresta Estacional Semidecidual.","HUEM000012991",NA,NA,"(Carrière) Bitter","L.M. Garcia","2010","04","09","Paraná","fazenda do CESUMAR, cabeceira da mata, próximo a cerca.","-51.868742","-23.347758","461","461","HUEM000012991","2016","Maringá",NA,NA,NA,NA,"05",NA,"-51.868742","-23.347758",NA,NA,NA
"122","2019-07-02 15:56:46-03","UEM","HUEM","28492","S","Plantae","Solanaceae","Lycianthes","rantonnei","Lycianthes rantonnei","L.M.Garcia","849",NA,"Brasil",NA,NA,"Arbustiva, cerca de 2,0 m de altura; frutos maturos de coloração verde; Floresta Estacional Semidecidual","HUEM000012998",NA,NA,"(Carrière) Bitter","L.M.Garcia","2014","06","19","Paraná","Fazenda do CESUMAR,, Lado de cima da mata","-51.866667","-23.346111",NA,NA,"HUEM000012998","2016","Maringá",NA,NA,NA,NA,"05",NA,"-51.866667","-23.346111",NA,NA,NA
"123","2020-11-04 17:30:55-03","UEM","HUEM","16087","S","Plantae","Solanaceae","Lycianthes","rantonnei","Lycianthes rantonnei","Carrito, A","77",NA,"Brasil",NA,NA,"Arbustivo; flor de coloração roxa; fruto imaturo esférico de coloração verde; frequente.",NA,NA,NA,"(Carrière) Bitter","Stehmann, JR","1994","02","21","Paraná","rio Paraná, mata do Araldo, Solo seco.","-53.2668991088867","-22.7721996307373",NA,NA,NA,"2009","Porto Rico","18063","auto",NA,NA,"07","15",NA,NA,NA,NA,NA
"124","2021-03-10 11:38:57-03","UNILA","EVB","427","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Ponciano, J.","359",NA,"Brasil",NA,NA,NA,"EVB000427",NA,NA,"(Carrière) Bitter",NA,"1979","12","12","Paraná","Vila Portes.","-54.586111","-25.448889",NA,NA,"EVB000427",NA,"Foz do Iguaçu",NA,NA,NA,NA,NA,NA,"54º35'10''W","25º26'56''S",NA,NA,NA
"125","2020-11-12 17:03:35-03","UEL","FUEL","35746","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnei","Lycianthes rantonnei","Lovato, MC; et al.","153",NA,"Brasil",NA,NA,NA,NA,"Tracheophyta","Solanales","(Carrière) Bitter","Stehmann, JR","2003","03","28","Paraná","Fazenda Figueira, Paiquerê","-50.975556","-23.540833",NA,NA,NA,"2009","Londrina",NA,NA,NA,NA,"07","15","-50.975556","-23.540833",NA,NA,NA
"126","2020-11-12 17:03:35-03","UEL","FUEL","40417","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnei","Lycianthes rantonnei","Juliana S. Carneiro; et al.","647",NA,"Brasil",NA,NA,NA,NA,"Tracheophyta","Solanales","(Carrière) Bitter",NA,"2004","04","30","Paraná","Fazenda Figueira, Fragmento 11","-50.975556","-23.540833",NA,NA,NA,NA,"Londrina",NA,NA,NA,NA,NA,NA,"-50.975556","-23.540833",NA,NA,NA
"127","2020-11-12 17:03:35-03","UEL","FUEL","41289","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnei","Lycianthes rantonnei","Francisco, EM; et al.","s.n.",NA,"Brasil",NA,NA,NA,NA,"Tracheophyta","Solanales","(Carrière) Bitter","Stehmann, JR","2004","02","17","Paraná","Fazenda Figueira","-50.975556","-23.540833",NA,NA,NA,"2009","Londrina",NA,NA,NA,NA,"07","15","-50.975556","-23.540833",NA,NA,NA
"128","2020-11-12 17:03:35-03","UEL","FUEL","42667","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnei","Lycianthes rantonnei","Francisco, EM; et al.","65",NA,"Brasil",NA,NA,NA,NA,"Tracheophyta","Solanales","(Carrière) Bitter","Lovato, MC","2004","01","26",NA,NA,NA,NA,NA,NA,NA,"2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-11-12 17:03:35-03","UEL","FUEL","4514","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnei","Lycianthes rantonnei","Perri, CG","s.n.",NA,"Brasil",NA,NA,NA,NA,"Tracheophyta","Solanales","(Carrière) Bitter","Stehmann, JR","1987","03","13","Paraná","Sítio do Salto","-51.0480995178223","-23.2691993713379",NA,NA,NA,"2009","Ibiporã","20625","auto",NA,NA,"07","30",NA,NA,NA,NA,NA
"130","2020-11-12 17:03:35-03","UEL","FUEL","40068","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnei","Lycianthes rantonnei","Lovato, MC; et al.","494",NA,"Brasil",NA,NA,NA,NA,"Tracheophyta","Solanales","(Carrière) Bitter","Vieira, AOS","2004","03","08","Paraná","Fazenda Figueira, Fragmento 1","-51.1627998352051","-23.3103008270264",NA,NA,NA,"2004","Londrina","63728","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-11-12 17:03:35-03","UEL","FUEL","9360","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnei","Lycianthes rantonnei","Francisco das Chagas e Silva; Soares, LH; Salimon, KI","1391",NA,"Brasil",NA,NA,NA,NA,"Tracheophyta","Solanales","(Carrière) Bitter","Stehmann, JR","1991","03","18","Paraná","Floresta dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,"2009","Londrina","63728","auto",NA,NA,"07","15",NA,NA,NA,NA,NA
"132","2020-11-12 17:03:35-03","UEL","FUEL","4371","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnei","Lycianthes rantonnei","Vieira, AOS","112",NA,"Brasil",NA,NA,NA,NA,"Tracheophyta","Solanales","(Carrière) Bitter","Stehmann, JR","1987","03","26","Paraná","Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,"2001","Londrina","63728","auto",NA,NA,"07","30",NA,NA,NA,NA,NA
"133","2020-11-12 17:03:35-03","UEL","FUEL","3386","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnei","Lycianthes rantonnei","Perri, CG","s.n.",NA,"Brasil",NA,NA,NA,NA,"Tracheophyta","Solanales","(Carrière) Bitter","Stehmann, JR","1986","02","02","Paraná","Parque Estadual Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,"2009","Londrina","63728","auto",NA,NA,"07","15",NA,NA,NA,NA,NA
"134","2020-11-12 17:03:35-03","UEL","FUEL","34689","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnei","Lycianthes rantonnei","K.L.V.R. de Sá; et al.","513",NA,"Brasil",NA,NA,NA,NA,"Tracheophyta","Solanales","(Carrière) Bitter","Stehmann, JR","2003","04","08","Paraná","Reserva Indígena São Jerônimo da Serra","-50.7411003112793","-23.7275009155273",NA,NA,NA,"2009","São Jerônimo da Serra","30511","auto",NA,NA,"07","15",NA,NA,NA,NA,NA
"135","2020-11-12 17:03:35-03","UEL","FUEL","44929","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","rantonnei","Lycianthes rantonnei","Dall#?#Agnol, RF; Francisco, EM","59",NA,"Brasil",NA,NA,NA,NA,"Tracheophyta","Solanales","(Carrière) Bitter","Rossetto, EFS","2009","02","17","Paraná","Fazenda Santo Antonio (antiga Faz. Ferraz), Beira da trilha","-51.0363998413086","-23.0585994720459",NA,NA,NA,"2009","Sertanópolis","19992","auto",NA,NA,"04","03",NA,NA,NA,NA,NA
"136","2019-05-06 12:02:32-03","UFU","HUFU","51033","S","Plantae","Solanaceae","Lycianthes","rantonnei","Lycianthes rantonnei","Hatschbach, G.","21102",NA,"Brasil",NA,NA,"Arbusto, ca. 1,3 m. Pétalas anil, anteras amarelas.","HUFU00026087",NA,NA,"(Carrière) Bitter","Mentz, L.A.","1969","02","09","Paraná","Missal","-54.0938987731934","-25.2952995300293",NA,NA,"HUFU00026087","2005","Medianeira","17581","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-02-08 12:45:36-03","UFRGS","ICN","053229a","S","Plantae","Solanaceae","Lycianthes","rantonnei","Lycianthes rantonnei","Sthemann, JR","s.n.","América do Sul","Brasil",NA,NA,"Arbusto, 3 m; Beira da estrada","ICN00033982","Dicotyledon",NA,"(Carrière) Bitter","Soares, ELC","1981","10",NA,"RS","Parque estadual do Turvo","-53.75830078125","-27.3710994720459",NA,NA,NA,"2006","Tenente Portela","14404","auto",NA,NA,"08","18",NA,NA,NA,NA,NA
"138","2020-04-30 16:07:57-03","UFMT","CNMT","2567","S","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Dall'Agnol, R.F.; Francisco, E.M.","59",NA,"Brasil",NA,NA,"Frutos imaturos verdes com latex.Doação - Herbario Universidade Estadual de Londrina - FUEL 42.961","CNMT002567","Angiosperma",NA,"(Carrière) Bitter","Rossetto, E.F.S.","2009","02","17","Paraná","FazendaSanto Antonio (antiga ferraz)","-51.0363998413086","-23.0585994720459",NA,NA,NA,"2009","Sertanópolis","19992","auto",NA,NA,"04","03",NA,NA,NA,NA,NA
"139","2020-02-06 10:41:58-03","IBt","SP","93033","S","Plantae","Solanaceae","Lycianthes","rantonnei","Lycianthes rantonnei","Woolston, AL","491",NA,"Paraguai",NA,NA,NA,"SP059965",NA,NA,"(Carrière) Bitter","Nee, M","1955","04","03","San Pedro",NA,NA,NA,NA,NA,"SP059965","2000","Primavera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2021-03-11 09:39:33-03","IBt","SP","15432","S","Plantae","Solanaceae","Lycianthes","rantonnei","Lycianthes rantonnei","Campos Novaes, J","6138",NA,"Brasil",NA,NA,NA,"SP059964",NA,NA,"(Carrière) Bitter","Nee, M",NA,NA,NA,"São Paulo",NA,"-47.060001373291","-22.8999996185303",NA,NA,"SP059964","2000","Campinas","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2019-11-21 10:19:31-03","IBt","SP","429750","S","Plantae","Solanaceae","Lycianthes","rantonnetii","Lycianthes rantonnetii","Búgola Silva, F; Almeida Scabbia, RJ","8024",NA,"Brasil",NA,NA,NA,"SP059966",NA,NA,"(Carrière) Bitter","Knapp, S","2008","01","17","São Paulo","Parque Andreense, Rua Alteza","-46.438964","-23.791861",NA,NA,"SP059966","2013","Santo André",NA,NA,NA,NA,NA,NA,"-46.438964","-23.791861",NA,NA,NA
