"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","day","stateProvince","county","decimalLongitude","decimalLatitude","class","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","infraspecificEpithet","fieldNumber","individualCount","verbatimLongitude","verbatimLatitude","sex"
"42","2017-09-11 17:11:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Chloraea","membranacea","Chloraea membranacea","Lindl.",NA,"Arechavaleta, J","2617",NA,NA,"Southern America","Uruguay","Habitat in Uruguay prope Montevideo .",NA,NA,NA,"locis humidis et ad margines viarum.; HABITAT: locis humidis et ad margines viarum.",NA,"P03P4N0020",NA,"Montevideo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2017-09-11 17:11:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Chloraea","membranacea","Chloraea membranacea","Lindl.",NA,"King Capt.","s.n.",NA,NA,"Southern America","Uruguay","Habitat in Uruguay prope Montevideo .",NA,NA,NA,"locis humidis et ad margines viarum.; HABITAT: locis humidis et ad margines viarum.",NA,"P03P4N0020",NA,"Montevideo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2017-09-11 17:11:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Chloraea","membranacea","Chloraea membranacea","Lindl.",NA,"Gay, C","s.n.",NA,NA,"Southern America","Chile","Etiam in Chile prope Valparaiso.",NA,NA,NA,NA,NA,"P03P4N0020",NA,"Valparaíso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-02-08 12:52:12-03","UFRGS","ICN","062945","S","Plantae","Monocotyledon",NA,"Orchidaceae","Chloraea","membranacea","Chloraea membranacea","Lindl.","Waechter, JL","Arzivenco, L","s.n.","1980","11","América do Sul","Brasil",NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).; Capão cabeceira da sanga funda.","ICN00039494",NA,"23","RS","Esmeralda","-51.190299987793","-28.0536003112793",NA,"1985","06","26","38649","auto",NA,NA,NA,NA,NA,NA
"46","2021-02-08 12:52:12-03","UFRGS","ICN","187500","S","Plantae","Monocotyledon",NA,"Orchidaceae","Chloraea","membranacea","Chloraea membranacea","Lindl.","Waechter, JL","Hagelund, K","3947","1965",NA,"América do Sul","Brasil","Granja Sodal",NA,NA,NA,NA,"ICN00039492",NA,NA,"RS","Giruá","-54.3497009277344","-28.028299331665",NA,"1984","12","14","23862","auto",NA,NA,NA,NA,NA,NA
"47","2021-02-08 12:52:12-03","UFRGS","ICN","183088","S","Plantae","Monocotyledon",NA,"Orchidaceae","Chloraea","membranacea","Chloraea membranacea","Lindl.","Waechter, JL","Eggers, L","308","2009","11","América do Sul","Brasil","RS 453 após saída de Caxias do Sul atrás do restaurante Caminho do Sol","761","761",NA,NA,"ICN00039493",NA,"09","RS","Caxias do Sul","-51.074444","-29.128056",NA,"2010","05","10",NA,NA,NA,NA,NA,"-51.074444","-29.128056",NA
"48","2021-02-08 12:52:12-03","UFRGS","ICN","177553","S","Plantae","Monocotyledon",NA,"Orchidaceae","Chloraea","membranacea","Chloraea membranacea","Lindl.","Buzatto, CR","Buzatto, CR; Nervo, MH","717","2011","04","América do Sul","Brasil",NA,NA,NA,NA,NA,"ICN00039490",NA,"03","RS","Jaquirana","-50.3577995300293","-28.8847007751465",NA,"2011","04","03","31282","auto",NA,NA,NA,NA,NA,NA
"49","2021-02-08 12:52:12-03","UFRGS","ICN","177579","S","Plantae","Monocotyledon",NA,"Orchidaceae","Chloraea","membranacea","Chloraea membranacea","Lindl.","Buzatto, CR","Buzatto, CR; Sanguinetti, A","849","2012","10","América do Sul","Brasil",NA,NA,NA,NA,NA,"ICN00039489",NA,"01","RS","Jaquirana","-50.3577995300293","-28.8847007751465",NA,"2012","10","01","31282","auto",NA,NA,NA,NA,NA,NA
"50","2021-02-08 12:52:12-03","UFRGS","ICN","131741","S","Plantae","Monocotyledon",NA,"Orchidaceae","Chloraea","membranacea","Chloraea membranacea","Lindl.",NA,"Herter","79698","1925","11","América do Sul","Uruguai","Cerro",NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).","ICN00039495",NA,NA,"Montevideo","Montevideo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-02-08 12:52:12-03","UFRGS","ICN","177563","S","Plantae","Monocotyledon",NA,"Orchidaceae","Chloraea","membranacea","Chloraea membranacea","Lindl.","Buzatto, CR","Buzatto, CR; Singer, RB","745","2011","10","América do Sul","Brasil",NA,NA,NA,NA,NA,"ICN00039491",NA,"31","RS","Palmas",NA,NA,NA,"2011","10","31",NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-02-08 12:52:12-03","UFRGS","ICN","162665","S","Plantae","Monocotyledon",NA,"Orchidaceae","Chloraea","membranacea","Chloraea membranacea","Lindl.","Buzatto, CR; Singer, RB","Buzatto, CR; Singer, RB","579","2009","11","América do Sul","Brasil","Acampamento Municipal Barra do Moraes Rio das Antas",NA,NA,NA,"terrícola, borda de floresta",NA,NA,"10","RS","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA,NA
"53","2021-03-22 16:23:15-03","FEPAGRO","BLA","2108","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Chloraea","membranacea","Chloraea membranacea","Lindl.","B. Rambo","O. R. Camargo",NA,"1956","11",NA,"Brasil","Estação Experimental de Fruticultura","600","600",NA,"Habitat: Cultivado","BLA002108",NA,"05","Rio Grande do Sul","Farroupilha","-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"19545","auto",NA,NA,NA,NA,NA,NA
"54","2020-08-26 10:50:19-03","MCN-FZBRS","HAS","8940","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Chloraea","membranacea","Chloraea membranacea","Lindl.","Zanette, V.C.","Bueno, O.","1094","1978","11",NA,"Brasil","Parque dos Pinheiros",NA,NA,NA,"inflorescência acizentada; pétalas brancas","HAS0008940",NA,NA,"Rio Grande do Sul","Farroupilha","-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"19545","auto",NA,NA,NA,NA,NA,NA
