"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","individualCount","fieldNumber","typeStatus"
"11","2019-08-27 13:32:30-03","IAP","PACA-AGP","45463","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Relbunium","humile","Relbunium humile","(Cham. & Schltdl.) K. Schum.","Emrich-Rambo","Rambo, B.",NA,"1950","01","18",NA,"Brasil","RS","Serra da Rocinha",NA,NA,NA,NA,NA,NA,"fl. fr. Habitat: in humidis dumetosis Fenofase: flor","PACA045463",NA,"Magnoliatae",NA,"1954","09","15",NA,NA,NA,NA,NA,NA,NA
"12","2019-08-27 13:32:30-03","IAP","PACA-AGP","51118","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Relbunium","humile","Relbunium humile","(Cham. & Schltdl.) K. Schum.","Emrich-Rambo","Sehnem, A.",NA,"1950","11","22",NA,"Brasil","RS","Campestre",NA,NA,NA,NA,NA,NA,"fl. fr. Habitat: in campestribus humidis graminosis Fenofase: flor","PACA051118",NA,"Magnoliatae",NA,"1954","09","15",NA,NA,NA,NA,NA,NA,NA
"13","2019-08-27 13:32:30-03","IAP","PACA-AGP","52865","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Relbunium","humile","Relbunium humile","(Cham. & Schltdl.) K. Schum.","Emrich-Rambo","Emrich, K.",NA,"1953","01","22",NA,"Brasil","RS","Caracol",NA,NA,NA,NA,NA,NA,"fl. Habitat: in humidis graminosis Fenofase: flor","PACA052865",NA,"Magnoliatae",NA,"1954","09","15",NA,NA,NA,NA,NA,NA,NA
"14","2019-08-27 13:32:30-03","IAP","PACA-AGP","53756","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Relbunium","humile","Relbunium humile","(Cham. & Schltdl.) K. Schum.","Emrich-Rambo","Rambo, B.",NA,"1953","02","03",NA,"Brasil","RS","Serra da Rocinha",NA,NA,NA,NA,NA,NA,"fl. fr. Habitat: in humidis graminosis Fenofase: flor","PACA053756",NA,"Magnoliatae",NA,"1954","09","15",NA,NA,NA,NA,NA,NA,NA
"15","2019-08-27 13:32:30-03","IAP","PACA-AGP","54013","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Relbunium","humile","Relbunium humile","(Cham. & Schltdl.) K. Schum.","Emrich-Rambo","Rambo, B.",NA,"1953","02","20",NA,"Brasil","RS","Taimbezinho",NA,NA,NA,NA,NA,NA,"fl. Habitat: in humidis graminosis Fenofase: flor","PACA054013",NA,"Magnoliatae",NA,"1954","09","15",NA,NA,NA,NA,NA,NA,NA
"16","2019-08-27 13:32:30-03","IAP","PACA-AGP","56681","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Relbunium","humile","Relbunium humile","(Cham. & Schltdl.) K. Schum.","Emrich-Rambo","Rambo, B.",NA,"1955","02","08",NA,"Brasil","RS","Vila Oliva",NA,NA,NA,NA,NA,NA,"fl. Habitat: in graminosis subhumidis Fenofase: flor","PACA056681",NA,"Magnoliatae",NA,"1955","04","09",NA,NA,NA,NA,NA,NA,NA
"17","2019-08-27 13:32:30-03","IAP","PACA-AGP","60209","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Relbunium","humile","Relbunium humile","(Cham. & Schltdl.) K. Schum.","Emrich-Rambo","Rambo, B.",NA,"1957","01","23",NA,"Brasil","SC","Campo dos Padres",NA,NA,NA,NA,NA,NA,"fl. fr. Habitat: in humidis graminosis Fenofase: flor","PACA060209",NA,"Magnoliatae",NA,"1957","05","01",NA,NA,NA,NA,NA,NA,NA
"18","2019-08-27 13:32:30-03","IAP","PACA-AGP","61329","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Relbunium","humile","Relbunium humile","(Cham. & Schltdl.) K. Schum.","Emrich-Rambo","Pivetta","1241","1956","11","11",NA,"Brasil","RS","Vale Veneto",NA,NA,NA,NA,NA,NA,"fl. Habitat: in graminosis Fenofase: flor","PACA061329",NA,"Magnoliatae",NA,"1958","10","01",NA,NA,NA,NA,NA,NA,NA
"19","2019-08-27 13:32:30-03","IAP","PACA-AGP","61358","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Relbunium","humile","Relbunium humile","(Cham. & Schltdl.) K. Schum.","Emrich-Rambo","Pivetta","1130","1956","02","07",NA,"Brasil","RS","Pestana",NA,NA,NA,NA,NA,NA,"fl. Habitat: in graminosis Fenofase: flor","PACA061358",NA,"Magnoliatae",NA,"1958","10","01",NA,NA,NA,NA,NA,NA,NA
"20","2019-08-27 13:32:30-03","IAP","PACA-AGP","43546","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Relbunium","humile","Relbunium humile","(Cham. & Schltdl.) K. Schum.","Emrich-Rambo","Rambo, B.",NA,"1949","09","23",NA,"Brasil","RS","Portão",NA,"-51.2419013977051","-29.7017002105713",NA,NA,NA,"fl. Habitat: ìn campestribus graminosis Fenofase: flor","PACA043546",NA,"Magnoliatae",NA,"1954","09","15","13735","auto",NA,NA,NA,NA,NA
"21","2019-08-27 13:32:30-03","IAP","PACA-AGP","7197","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Relbunium","humile","Relbunium humile","(Cham. & Schltdl.) K. Schum.","Emrich-Rambo","F. Theissen SJ",NA,"1907",NA,NA,NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,"fl. fr. Habitat: in humidis graminosis Fenofase: flor","PACA007197",NA,"Magnoliatae",NA,"1954","09","15","10287","auto",NA,NA,NA,NA,NA
"22","2019-08-27 13:32:30-03","IAP","PACA-AGP","61756","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Relbunium","humile","Relbunium humile","(Cham. & Schltdl.) K. Schum.","Emrich-Rambo","Camargo, O. R.","2779","1957","12","08",NA,"Brasil","RS","Taquari",NA,"-51.8643989562988","-29.7996997833252",NA,NA,NA,"fl. fr. Habitat: in humidis","PACA061756",NA,"Magnoliatae",NA,"1958","09","29","21657","auto",NA,NA,NA,NA,NA
"23","2019-08-27 13:32:30-03","IAP","PACA-AGP","8479","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Relbunium","humile","Relbunium humile","(Cham. & Schltdl.) K. Schum.","Emrich-Rambo","Rambo, B.",NA,"1942","01","13",NA,"Brasil","RS","Bom Jesus","Rio dos Touros","-50.4166984558105","-28.6678009033203",NA,NA,NA,"fl. fr. Habitat: in campestribus graminosis Fenofase: flor","PACA008479",NA,"Magnoliatae",NA,"1954","09","15","55856","auto",NA,NA,NA,NA,NA
"24","2019-10-18 16:50:13-03","IAP","PACA-AGP","39538","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Relbunium","humile","Relbunium humile","(Cham. & Schltdl.) K. Schum.","Emrich-Rambo","Rambo, B.",NA,"1949","01","07",NA,"Brasil","RS","Cachoeirinha",NA,"-51.0938987731934","-29.951099395752",NA,NA,NA,"fl. fr. Habitat: in humidis graminosis Fenofase: flor","PACA039538",NA,"Magnoliatae",NA,"1954","09","15","9806","auto",NA,NA,NA,NA,NA
"25","2019-08-27 13:32:30-03","IAP","PACA-AGP","36716","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Relbunium","humile","Relbunium humile","(Cham. & Schltdl.) K. Schum.","Emrich-Rambo","Rambo, B.",NA,"1948","02",NA,NA,"Brasil","RS","Cambará do Sul",NA,"-50.1446990966797","-29.0478000640869",NA,NA,NA,"fl. fr. Habitat: in campestribus humidis graminosis Fenofase: flor","PACA036716",NA,"Magnoliatae",NA,"1954","09","15","30776","auto",NA,NA,NA,NA,NA
"26","2019-08-27 13:32:30-03","IAP","PACA-AGP","49050","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Relbunium","humile","Relbunium humile","(Cham. & Schltdl.) K. Schum.","Emrich-Rambo","Rambo, B.",NA,"1950","10","25",NA,"Brasil","RS","Esteio",NA,"-51.17919921875","-29.861400604248",NA,NA,NA,"fl. fr. Habitat: in graminosis humidis Fenofase: flor","PACA049050",NA,"Magnoliatae",NA,"1954","09","15","7214","auto",NA,NA,NA,NA,NA
"27","2019-08-27 13:32:30-03","IAP","PACA-AGP","57154","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Relbunium","humile","Relbunium humile","(Cham. & Schltdl.) K. Schum.","Emrich-Rambo","Rambo, B.",NA,"1955","11","11",NA,"Brasil","RS","Esteio",NA,"-51.17919921875","-29.861400604248",NA,NA,NA,"fl. fr. Habitat: in humidis arenosis Fenofase: flor","PACA057154",NA,"Magnoliatae",NA,"1957","05","17","7214","auto",NA,NA,NA,NA,NA
"28","2019-08-27 13:32:30-03","IAP","PACA-AGP","62021","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Relbunium","humile","Relbunium humile","(Cham. & Schltdl.) K. Schum.","Emrich-Rambo","Camargo, O. R.","1893","1957","10","04",NA,"Brasil","RS","Farroupilha",NA,"-51.3478012084961","-29.2250003814697",NA,NA,NA,"fl. fr. Habitat: in humidis Fenofase: flor","PACA062021",NA,"Magnoliatae",NA,"1958","09","28","19545","auto",NA,NA,NA,NA,NA
"29","2019-10-18 16:50:13-03","IAP","PACA-AGP","44243","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Relbunium","humile","Relbunium humile","(Cham. & Schltdl.) K. Schum.","Emrich-Rambo","Rambo, B.",NA,"1949","11","05",NA,"Brasil","RS","Sapucaia do Sul",NA,"-51.1483001708984","-29.8246994018555",NA,NA,NA,"fl. fr. Habitat: in humidis graminosis Fenofase: flor","PACA044243",NA,"Magnoliatae",NA,"1954","09","15","7291","auto",NA,NA,NA,NA,NA
"30","2019-11-21 14:44:29-03","UFJF","CESJ","70235","PreservedSpecimen","Plantae","Angiosperma",NA,"Rubiaceae","Galium","humile","Galium humile","Cham. & Schltdl.","L.V.V. Cruz","L.V.V. Cruz; S.G. Furtado; A. Magro; L. Menini Neto","203","2017","10","20","América do Sul","Brasil","Minas Gerais","Itamonte","Parque Nacional do Itatiaia, Circuito 5 Lagos","-45.163056","-22.617778","2471","2471",NA,"Botões florais pequenos e amarelados (creme) na base do pecíolo, em área úmida, circundando a 1° lagoa do circuito","CESJ070235",NA,NA,NA,"2017",NA,NA,NA,NA,"-45.163056","-22.617778",NA,NA,NA
"31","2019-11-21 14:44:29-03","UFJF","CESJ","60972","PreservedSpecimen","Plantae","Angiosperma",NA,"Rubiaceae","Galium","humile","Galium humile","Cham. & Schltdl.","J.A. Oliveira","D.S. Santiago; F.R.G. Salimena; P.H. Nobre","250","2012","11","24","América do Sul","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Na borda da Mata de Araucária (Serra do Cambuí), próximo ao curso de água.","-44.8899993896484","-21.9589004516602",NA,NA,NA,"Erva, ca. 20 cm. Flores esverdeadas.","CESJ060972",NA,NA,NA,"2013","03",NA,"29865","auto",NA,NA,NA,NA,NA
"32","2019-11-21 14:44:29-03","UFJF","CESJ","70336","PreservedSpecimen","Plantae","Angiosperma",NA,"Rubiaceae","Galium","humile","Galium humile","Cham. & Schltdl.","K. Antunes","K. Antunes; L.D. Santana; M. Altomare","691","2017","05","27","América do Sul","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Chapadão","-44.8899993896484","-21.9589004516602",NA,NA,NA,"Erva, epífita acidental em Podocarpus sp. Em valo florestal com transição para Campo de Altitude. Flores creme","CESJ070336",NA,NA,NA,"2018","01",NA,"29865","auto",NA,NA,NA,NA,NA
"33","2019-11-21 14:44:29-03","UFJF","CESJ","58101","PreservedSpecimen","Plantae","Angiosperma",NA,"Rubiaceae","Galium","humile","Galium humile","Cham. & Schltdl.","J.A. Oliveira","F.R.G. Salimena; P.H. Nobre","2781","2010","07","24","América do Sul","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Estrada do Centro de Pesquisas para o Garrafão.","-44.8899993896484","-21.9589004516602",NA,NA,NA,"Arbusto escandente, frutos vermelhos. Interior de mata de Podocarpus.","CESJ058101",NA,NA,NA,"2012","08",NA,"29865","auto",NA,NA,NA,NA,NA
"34","2021-03-01 16:39:29-03","UNICAMP","UEC","23481","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Galium","humile","Galium humile","Cham. & Schltdl.","Zappi, DC","Heringer, EP","14645","1975","05","15",NA,"Brazil","Distrito Federal","Brasília","Sobradinho","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Ciposinho que se emaranha por entre os ramos da vegetação do subosque, flores alvs, frutos laranjados.","UEC073928",NA,NA,NA,"2012","10",NA,"70570","auto",NA,NA,NA,NA,NA
"35","2020-04-22 16:24:03-03","UFPB","JPB","51525","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Galium","humile","Galium humile","Cham. & Schltdl.","Costa, CB","Mamede, MCH; Martins, SE; Santos, AL; Silva, GO; Fiaschi, P; Peralta, DF","685","2006","06","23","Southern America","Brasil","São Paulo","Cunha","Trilha para Pedra da Macela, 18","-44.9599990844727","-23.0699996948242",NA,NA,NA,"; DESC: Erva rasteira, folhas com ápice arroxeado. Frutos alaranjados.","JPB0051525",NA,NA,NA,"2006","07",NA,"38855","auto",NA,NA,NA,NA,NA
"36","2020-12-04 13:19:42-03","UDESC","LUSC","9296","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Galium","humile","Galium humile","Cham. & Schltdl.","Bortoluzzi, R. L. C.","Duarte, E.",NA,"2017",NA,NA,NA,"Brasil","Santa Catarina","Urubici",NA,"-49.504167","-28.095",NA,NA,NA,"Plântula amostrada no banco de sementes do solo. Erva.","LUSC005651","LUSC005651",NA,NA,NA,NA,NA,NA,NA,"49º30'15''W","28º5'42''S",NA,NA,NA
"37","2020-12-04 13:19:42-03","UDESC","LUSC","8052","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Galium","humile","Galium humile","Cham. & Schltdl.","Aguiar, N. S. & Antoniutti, M. J.","Antoniutti, M. J. et al.","73","2013","12","17",NA,"Brasil","Santa Catarina","Bom Jardim da Serra","Serra do Oratório.","-49.624698638916","-28.3369007110596",NA,NA,NA,NA,"LUSC001635","LUSC001635",NA,NA,NA,NA,NA,"32577","auto",NA,NA,NA,NA,NA
"38","2020-12-04 13:19:42-03","UDESC","LUSC","1779","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Galium","humile","Galium humile","Cham. & Schltdl.","Silva, Dal-Bó e Rocha","Silva, Dal-Bó; Rocha",NA,"2008","04","06",NA,"Brasil","Santa Catarina","Painel","À dois Km da cidade.","-50.1049995422363","-27.9288997650146",NA,NA,NA,NA,"LUSC005468","LUSC005468",NA,NA,NA,NA,NA,"26535","auto",NA,NA,NA,NA,NA
"39","2020-12-04 13:19:42-03","UDESC","LUSC","9639","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Galium","humile","Galium humile","Cham. & Schltdl.","R.Bortoluzzi","R.Bortoluzzi","10","2007","03","10",NA,"Brasil","Santa Catarina","Santa Cecília","Fazenda Campo Alto.","-50.4268989562988","-26.9608001708984",NA,NA,NA,NA,"LUSC009203",NA,NA,NA,"2007","03","10","37034","auto",NA,NA,NA,NA,NA
"40","2019-01-17 11:25:40-02","PUCRS","MPUC","14700","S","Plantae",NA,"Gentianales","Rubiaceae","Galium","humile","Galium humile","Cham. & Schltdl.","N.I. Matzenbacher",NA,NA,"2011","10","02","South America","Brasil","RS","Guaíba","BR 116. Km 308, Fazenda São Maximiano","-51.3280556","-30.1011667",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,"-51.3280556000","-30.1011667000","1",NA,NA
"41","2021-01-28 13:24:37-03","PUCRS","MPUC","11127","S","Plantae",NA,"Gentianales","Rubiaceae","Galium","humile","Galium humile","Cham. & Schltdl.","C.A. Mondin",NA,NA,"2002","11","04","South America","Brasil","RS","São Francisco de Paula",".","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,"76715","auto",NA,NA,"1",NA,NA
"42","2021-01-28 13:24:37-03","PUCRS","MPUC","8688","S","Plantae",NA,"Gentianales","Rubiaceae","Galium","humile","Galium humile","Cham. & Schltdl.","W. Maier",NA,NA,"1997","02","26","South America","Brasil","RS","São Francisco de Paula",".","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,"76715","auto",NA,NA,"1",NA,NA
"43","2019-01-17 11:25:40-02","PUCRS","MPUC","14629","S","Plantae",NA,"Gentianales","Rubiaceae","Galium","humile","Galium humile","Cham. & Schltdl.","P.J.S. Silva Filho",NA,NA,"2009","11","07","South America","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333",NA,NA,NA,"Beira da estrada próximo a sede",NA,NA,"Magnoliopsida",NA,"2010","01","01",NA,NA,"-50.1744444000","-29.4808333000","1","363",NA
"44","2019-01-17 11:25:40-02","PUCRS","MPUC","11480","S","Plantae",NA,"Gentianales","Rubiaceae","Galium","humile","Galium humile","Cham. & Schltdl.","G. Souza",NA,NA,"2005","03","21","South America","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,"-50.1744444000","-29.4808333000","1",NA,NA
"45","2019-01-17 11:25:40-02","PUCRS","MPUC","19074","S","Plantae",NA,"Gentianales","Rubiaceae","Galium","humile","Galium humile","Cham. & Schltdl.","P.J.S. Silva Filho",NA,NA,"2010","09","06","South America","Brasil","RS","Viamão","entorno do Lago Tarumã","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"2010","01","01","41667","auto",NA,NA,"1","583",NA
"46","2019-01-17 11:25:43-02","PUCRS","MPUC","8617","S","Plantae",NA,"Gentianales","Rubiaceae","Relbunium","humile","Relbunium humile","(Cham. & Schltdl.) K. Schum.","W. Maier",NA,NA,"1996","09","26","South America","Brasil","RS","Guaíba",".","-51.3280556","-30.1011667",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"2006","01","01",NA,NA,"-51.3280556000","-30.1011667000","1",NA,NA
"47","2020-10-14 10:06:06-03","FURB","FURB","13658","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Galium","humile","Galium humile","Cham. & Schltdl.","Sobral, M","Verdi, M.; Hasckel, R.P. & Klemz, G.","2288","2009","06","13",NA,"Brasil","Santa Catarina","Timbé do Sul","Canyon Realengo.","-49.8605556","-28.7038889","1222","1222",NA,"Florística IFFSC 36(Erva Terrícola) Habitat: Campos naturais e turfosos; Habito: herbácea;","FURB03333","FURB03333",NA,NA,"2009","07","17",NA,NA,"-49.8605556","-28.7038889",NA,NA,NA
"48","2020-10-14 10:06:06-03","FURB","FURB","36107","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Galium","humile","Galium humile","Cham. & Schltdl.","Gasper, AL de","Gasper, A.L. de; Bueno, M.L. & Neves, D.R.M.","2587","2011","03","15",NA,"Brasil","Minas Gerais","Delfim Moreira","Fazenda da Onça.","-45.345","-22.6080556","1670","1670",NA,"Perto de lagoa Habitat: Floresta Ombrófila Mista; área aberta Habito: erva terrícola; Fruto laranja;","FURB41570","FURB41570",NA,NA,"2011","03","15",NA,NA,"-45.3450000","-22.6080556",NA,NA,NA
"49","2020-10-14 10:06:06-03","FURB","FURB","44984","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Galium","humile","Galium humile","Cham. & Schltdl.","Funez, L.A.","Funez, L.A.","3465","2014","10","01",NA,"Brasil","Santa Catarina","Grão Pará","Serra do Corvo Branco.","-49.3677778","-28.0552778","1100","1100",NA,NA,"FURB41568","FURB41568",NA,NA,"2014","10",NA,NA,NA,"-49.3677778","-28.0552778",NA,NA,NA
"50","2020-10-14 10:06:06-03","FURB","FURB","57949","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Galium","humile","Galium humile","Cham. & Schltdl.","Funez, L.A.","Funez, L.A.","7287","2018","02","13",NA,"Brasil","Santa Catarina","Xanxerê","Frederico Ferronato.","-52.4042015075684","-26.8768997192383",NA,NA,NA,"Frutos brancos Habitat: Terreno baldio Habito: Erva","FURB57949","FURB57949",NA,NA,"2018","11","12","16278","auto",NA,NA,NA,NA,NA
"51","2020-10-14 10:06:06-03","FURB","FURB","57982","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Galium","humile","Galium humile","Cham. & Schltdl.","Funez, L.A.","Funez, L.A.","7332","2018","02","13",NA,"Brasil","Santa Catarina","Xanxerê","SC-155, próximo ao Rio Irani.","-52.4042015075684","-26.8768997192383",NA,NA,NA,"Frutos esbranquiçados Habitat: Borda da estrada Habito: Erva","FURB57982","FURB57982",NA,NA,"2018","11","12","16278","auto",NA,NA,NA,NA,NA
