"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","typeStatus"
"12","2021-04-05 14:33:18-03","UNESC","CRI","1247","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","M. Ritter","2000","08","18","V. Citadini-Zanette; R. Negrelle","1992","07","31","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha.","-48.616389","-26.1175","48º36'59''W","26º7'3''S","9","9","CRI001195","CRI001195","1491","Habitat: beira de estrada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-05 14:24:59-03","UNESC","CRI","13840","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","Fabio Speck","2018","06","03","Alexandre Medeiros","2018","06","03","Brasil","Santa Catarina","Balneário Camboriú","Barra.","-48.595556","-27.006111","48º35'44''W","27º0'22''S",NA,NA,"CRI012451",NA,"1066","Flores brancas. Habito: Trepadeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-09-23 10:37:51-03","E","E","83105","PreservedSpecimen","Plantae","Compositae","Mikania","trinervis","Mikania trinervis",NA,NA,NA,NA,NA,"Silva, J.M. & Hatschbach, G.","1986","09","02","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00083105",NA,"175","<a href=http://data.rbge.org.uk/herb/E00083105 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:91464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","810422","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","H. E. Robinson",NA,NA,NA,"A. M. V. de Carvalho","2001","08","17","Brazil","Bahia","Ribeirao do Largo","Rod. para Macarani, ca 3.4 km E do distrito de Nova Brasilia","-40.6066667","-15.49",NA,NA,"880","880","NY00810422","NY00810422_01","6988","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=802884' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","800961","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.",NA,NA,NA,NA,"A. F. M. Glaziou","1882","08","29","Brazil","Rio de Janeiro","Petrópolis","Petropolis","-43.1783","-22.505",NA,NA,NA,NA,"NY00800961","NY00800961_01","13977","donné par Mme Simard, sa fille, en 1907 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=317122' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","800969","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.",NA,NA,NA,NA,"L. Riedel","1823","08","07","Brazil","Rio de Janeiro","Magé","Pr. Mandiocca","-43.0406","-22.6531",NA,NA,NA,NA,"NY00800969","NY00800969_01","s.n.","collection date 7-8/23. Dupla <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=317123' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","811727","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","M. R. Ritter",NA,NA,NA,"E. W. D. Holway","1922","07","12","Brazil",NA,NA,"Guaruja, Santos. Near sea level.",NA,NA,NA,NA,NA,NA,"NY00811727","NY00811727_01","2008","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=803816' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","634374","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","H. E. Robinson",NA,NA,NA,"J. G. Jardim","2000","07","27","Brazil","Bahia","Uruçuca","Parque Estadual Serra do Conduru. Rod. Serra Grande/Uruçuca ca 9.4 km Serra do Conduru vertente E.","-39.1019","-14.485",NA,NA,"250","450","NY00634374","NY00634374_01","3077","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=317113' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","800959","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","G. M. Barroso",NA,NA,NA,"A. P. Duarte","1946","07","23","Brazil","Rio de Janeiro",NA,"Dois Irmaos","-43.241306","-22.991674",NA,NA,NA,NA,"NY00800959","NY00800959_01","174","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=317115' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","800960","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.",NA,NA,NA,NA,"H. N. Moldenke","1927","07","18","Brazil","Rio de Janeiro",NA,"Silvestre, near Rio de Janeiro",NA,NA,NA,NA,NA,NA,"NY00800960","NY00800960_01","3283","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=317121' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","800968","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.",NA,NA,NA,NA,"L. Riedel","1823","08","07","Brazil","Rio de Janeiro","Magé","P. Mand.","-43.0406","-22.6531",NA,NA,NA,NA,"NY00800968","NY00800968_01","s.n.","collection date 7-8/23 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=317120' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","811717","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","M. R. Ritter",NA,NA,NA,"P. K. H. Dusén","1914","06","24","Brazil","Paraná","Jaguariaíva","Jacarehý","-49.7056","-24.2511",NA,NA,NA,NA,"NY00811717","NY00811717_01","15215","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=803800' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","811716","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","M. R. Ritter",NA,NA,NA,"P. K. H. Dusén","1915","08","18","Brazil","Paraná",NA,"Alexandra.","-48.631716","-25.548936",NA,NA,NA,NA,"NY00811716","NY00811716_01","17126","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=803795' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","811722","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.",NA,NA,NA,NA,"W. C. Holmes","1990","06","01","Brazil","Paraná","Antonina","Sapitandura; road to Sapitandura Biological Reserve.","-48.7117","-25.4286",NA,NA,"20","50","NY00811722","NY00811722_01","5057","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=803811' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","811724","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","Á. L. Cabrera",NA,NA,NA,"R. Reitz","1959","09","05","Brazil","Santa Catarina",NA,"Pirão Frio, Sombrio.",NA,NA,NA,NA,"10","10","NY00811724","NY00811724_01","9097","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=803814' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","800964","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","W. Hoehne",NA,NA,NA,"W. Hoehne","1953","07","16","Brazil","São Paulo",NA,"Caraguatatuba: Martim de Sá",NA,NA,NA,NA,NA,NA,"NY00800964","NY00800964_01","4075","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=317116' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","811752","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","F. O. Souza; R. P. Guazzelli Rosario",NA,NA,NA,"F. O. Souza","2000","08","09","Brazil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar, Núcleo Caraguatatuba. Base do Gravi.","-45.4097","-23.6203",NA,NA,NA,NA,"NY00811752","NY00811752_01","156","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=804208' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","895070","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.",NA,NA,NA,NA,"A. F. M. Glaziou","1884","01","15","Brazil","Minas Gerais",NA,"Caraça.","-43.4881089","-20.0987894",NA,NA,NA,NA,"NY00895070","NY00895070_01","15129","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=969446' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","800967","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","W. C. Holmes",NA,NA,NA,"G. G. Hatschbach","1966","09","14","Brazil","Paraná","Morretes","Cadeado","-48.8342","-25.4769",NA,NA,NA,NA,"NY00800967","NY00800967_01","14713","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=317125' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","800958","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.",NA,NA,NA,NA,"M. V. Peron","1989","07","17","Brazil","Rio de Janeiro",NA,"Nova Friburgo, Reserva Ecológica Municipal de Macaé de Cima, Sítio Sophronites","-42.05","-22",NA,NA,"1100","1100","NY00800958","NY00800958_01","782","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=317126' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","811718","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","M. R. Ritter",NA,NA,NA,"R. Reitz","1953","08","10","Brazil","Santa Catarina",NA,"Barra do Sul, Araquarí.","-48.616171","-26.462948",NA,NA,"5","5","NY00811718","NY00811718_01","907","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=803802' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","800962","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","W. C. Holmes",NA,NA,NA,"A. M. V. de Carvalho","1994","07","19","Brazil","Bahia","Uruçuca","Distrito de Serra Grande. 7.3 Km na estrada Serra Grande/Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz","-39.0617","-14.4231",NA,NA,NA,NA,"NY00800962","NY00800962_01","4565","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=317118' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","811719","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","M. R. Ritter",NA,NA,NA,"R. M. Klein","1956","08","04","Brazil","Santa Catarina",NA,"Morro da Fazenda, Itajaí.",NA,NA,NA,NA,"10","10","NY00811719","NY00811719_01","1491","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=803803' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","811725","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","Á. L. Cabrera",NA,NA,NA,"R. Reitz","1957","10","03","Brazil","Santa Catarina",NA,"Três Barras, Garuva, S. Francisco do Sul.",NA,NA,NA,NA,"30","30","NY00811725","NY00811725_01","4953","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=803815' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","811720","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","M. R. Ritter",NA,NA,NA,"R. Reitz","1956","10","12","Brazil","Santa Catarina",NA,"Hôrto Florestal I.N.P., Ibirama.",NA,NA,NA,NA,"250","250","NY00811720","NY00811720_01","3862","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=803806' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","811723","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.",NA,NA,NA,NA,"G. G. Hatschbach","1958","07","30","Brazil","Paraná","Guaratuba","Rio São João.","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"NY00811723","NY00811723_01","4925","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=803813' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Asterales","41937","auto",NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","885572","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","H. E. Robinson",NA,NA,NA,"A. M. Amorim","2000","06","28","Brazil","Bahia","Floresta Azul","Fazenda Aras Binow. Acesso pela BR 415, em ramal que leva ao alto da torre de transmissão da EMBRATEL.","-39.6989","-14.9422",NA,NA,"774","774","NY00885572","NY00885572_01","3560","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002089' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","811715","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","M. R. Ritter",NA,NA,NA,"R. M. Klein","1953","08","11","Brazil","Santa Catarina",NA,"Azambuja, Brusque.","-48.910147","-27.126635",NA,NA,"60","60","NY00811715","NY00811715_01","543","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=803792' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","800965","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","W. C. Holmes",NA,NA,NA,"P. E. Gibbs","1976","10","29","Brazil","São Paulo",NA,"Ca 50 km S de Itapetininga, estrada a Registro. Reserva Florestal de Carlos Botelho",NA,NA,NA,NA,NA,NA,"NY00800965","NY00800965_01","3259","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=317119' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","811726","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","M. R. Ritter",NA,NA,NA,"R. Reitz","1956","09","06","Brazil","Santa Catarina",NA,"Pilões, Palhoça.","-48.694057","-27.77489",NA,NA,"450","450","NY00811726","NY00811726_01","3632","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=803817' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","811751","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","F. O. Souza; R. P. Guazzelli Rosario",NA,NA,NA,"R. Simão-Bianchini","2000","09","09","Brazil","São Paulo",NA,"Caraguatatuba, Parque Estadual da Serra do Mar, Núcleo Caraguatatuba. Trilha da Poção.",NA,NA,NA,NA,NA,NA,"NY00811751","NY00811751_01","1446","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=804206' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","800970","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.",NA,NA,NA,NA,"L. Riedel","1823","08","07","Brazil","Rio de Janeiro","Magé","Pr. Mandiocca","-43.0406","-22.6531",NA,NA,NA,NA,"NY00800970","NY00800970_01","s.n.","collection date 7-8/23. Dupla <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=317124' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","811721","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","1972","07","09","Brazil","Paraná","Guaratuba","Rio Pirizal.","-48.5744","-25.8831",NA,NA,NA,NA,"NY00811721","NY00811721_01","29788","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=803808' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","800966","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","J. F. de Toledo",NA,NA,NA,"C. Lemos","1931","09","11","Brazil","São Paulo",NA,"Alto da Serra, Estaçao Biologica",NA,NA,NA,NA,NA,NA,"NY00800966","NY00800966_01","s.n.","Ex. Departamento de Botanica do Estado <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=317117' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","800963","PreservedSpecimen","Plantae","Asteraceae","Mikania","trinervis","Mikania trinervis","Hook. & Arn.","G. M. Barroso",NA,NA,NA,"S. A. Mori","1979","08","25","Brazil","Bahia","Maraú","Fazenda Agua Boa, BR 030, a 22 km a E de Ubaitaba","-39.1416","-14.2527",NA,NA,"100","100","NY00800963","NY00800963_01","12745","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=317114' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
