"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","individualCount","fieldNumber","typeStatus"
"103","2021-02-08 12:54:03-03","UFRGS","ICN","148997","S","Plantae","Poaceae","Paspalum","acuminatum","Paspalum acuminatum","Boldrini, II; Garcia, E; Trevisan, R","1262","América do Sul","Brasil","RS","BR 471. S32°11'09 08 W52°31'04 6",NA,NA,NA,NA,"Monocotyledon",NA,"Raddi",NA,"2004","11","25","Rio Grande","-52.517778","-32.185833",NA,NA,NA,NA,NA,NA,NA,NA,"-52.517778","-32.185833",NA,NA,NA,NA
"104","2021-02-08 12:54:03-03","UFRGS","ICN","046081","S","Plantae","Poaceae","Paspalum","acuminatum","Paspalum acuminatum","Ahumada, O","2977","América do Sul","Argentina","Corrientes","11 km NE de La Cruz, Ruta Nac. nº 40",NA,NA,"En cultivos de arroz",NA,"Monocotyledon",NA,"Raddi",NA,"1979","02","07","San Martín",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2021-02-08 12:54:03-03","UFRGS","ICN","046143","S","Plantae","Poaceae","Paspalum","acuminatum","Paspalum acuminatum","Ahumada, O; Schinini, A; Tressens, SG","918","América do Sul","Argentina","Corrientes","Ruta Nac. 12, 60 km E de Itatí, Arrocera Rzepecki",NA,NA,NA,NA,"Monocotyledon",NA,"Raddi",NA,"1977","02","28","Itatí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2021-02-08 12:54:03-03","UFRGS","ICN","121879","S","Plantae","Poaceae","Paspalum","acuminatum","Paspalum acuminatum","Garcia, EN","486","América do Sul","Brasil","RS","Fazenda dos Touros",NA,NA,"Erva estolonífera.; Pousio de cultivo convencional de arroz irrigado após1ano de2cultivos consecutivos. Solo mal drenado.",NA,"Monocotyledon",NA,"Raddi","Garcia, EN","2001","10","10","Capivari do Sul","-50.5147018432617","-30.1450004577637",NA,NA,NA,"17105","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2021-02-08 12:54:03-03","UFRGS","ICN","138094","S","Plantae","Poaceae","Paspalum","acuminatum","Paspalum acuminatum","Boldrini, II; Trevisan; Garcia","1262","América do Sul","Brasil","RS","estrada para a balsa para Santa Isabel 4km da BR 471",NA,NA,NA,NA,"Monocotyledon",NA,"Raddi","Boldrini, II","2004","11","25","Rio Grande","-52.0985984802246","-32.0349998474121",NA,NA,NA,"82892","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2021-02-08 12:54:03-03","UFRGS","ICN","044400","S","Plantae","Poaceae","Paspalum","cf. acuminatum","Paspalum cf. acuminatum","Valls, J; et al.","4587","América do Sul","Brasil","RS","Rodovia Santa Maria - São Pedro. 30km oeste de S. Pedro, 2 km a oeste de Arroio Taquara",NA,NA,"área perturbada ao longo da rodovia; em solo descoberto",NA,"Monocotyledon",NA,"Raddi",NA,"1979","04","23","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2021-03-22 16:23:40-03","FEPAGRO","BLA","3418","PreservedSpecimen","Plantae","Poaceae","Paspalum","acuminatum","Paspalum acuminatum","A. G. Schulz","11512",NA,"Argentina","Chaco","Colônia Benitez",NA,NA,"Ex INTA.","BLA003418","Spermatophyta",NA,"Raddi",NA,"1960","12","15","1° de Mayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-05-19 11:39:06-03","FEPAGRO","BLA","2653","PreservedSpecimen","Plantae","Poaceae","Paspalum","acuminatum","Paspalum acuminatum","V. Fagundes",NA,NA,"Brasil","Rio Grande do Sul","Estrada para São Gabriel - Km 10",NA,NA,"Habitat: Lavoura de arroz","BLA002653","Spermatophyta",NA,"Raddi","I. L. Barreto","1962","02","15","Cachoeira do Sul","-52.8939018249512","-30.0391998291016",NA,NA,NA,"71201","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-11-10 11:06:44-03","FEPAGRO","BLA","3508","PreservedSpecimen","Plantae","Poaceae","Paspalum","acuminatum","Paspalum acuminatum","B. Rambo","40625",NA,"Brasil","Rio Grande do Sul","Próximo a Porto Alegre",NA,NA,"Habitat: Potreiros experimentais.","BLA003508","Spermatophyta",NA,"Raddi","J. R. Swallen","1949","03","23","Esteio","-51.17919921875","-29.861400604248",NA,NA,NA,"7214","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-05-19 11:39:06-03","FEPAGRO","BLA","2900","PreservedSpecimen","Plantae","Poaceae","Paspalum","acuminatum","Paspalum acuminatum","V. Fagundes",NA,NA,"Brasil","Rio Grande do Sul","Posto Zootécnico das Colônias",NA,NA,"Habitat: Solo arenoso, fértil","BLA002900","Spermatophyta",NA,"Raddi","I. L. Barreto","1962","06","04","Montenegro","-51.4611015319824","-29.6886005401611",NA,NA,NA,"21601","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-02-18 17:09:17-03","FEPAGRO","BLA","4883","PreservedSpecimen","Plantae","Poaceae","Paspalum","acuminatum","Paspalum acuminatum","M. Machado",NA,NA,"Brasil","Rio Grande do Sul",NA,NA,NA,"Data de Coleta: 01/1965.","BLA004883","Spermatophyta",NA,"Raddi","A. Kappel",NA,NA,NA,"São Gabriel","-54.3199996948242","-30.3363990783691",NA,NA,NA,"56206","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-03-22 16:23:40-03","FEPAGRO","BLA","16764","PreservedSpecimen","Plantae","Poaceae","Paspalum","acuminatum","Paspalum acuminatum","P. N. Capparelli",NA,NA,"Brasil","Rio Grande do Sul",NA,NA,NA,"<ll>dwc_commonname:</ll> grama-doce","BLA016764","Spermatophyta",NA,"Raddi","E. X. Pinheiro","1957","02","10","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2019-11-21 10:16:19-03","IBt","SP","415754","S","Plantae","Poaceae","Paspalum","acuminatum","Paspalum acuminatum","Hosjgaard, D; et al.","389","Southern America","Argentina","Corrientes","ita Ibaté, en el pueblo.",NA,NA,NA,"SP036157",NA,NA,"Raddi","Quarín, CL","2008","01","15","General Paz",NA,NA,NA,NA,"SP036157",NA,NA,"2008",NA,NA,NA,NA,NA,NA,NA,NA
"116","2019-11-21 10:16:19-03","IBt","SP","320642","S","Plantae","Poaceae","Paspalum","acuminatum","Paspalum acuminatum","Allem, A; Valls, JFM; Vieira, G","2443",NA,"Brasil","Mato Grosso","Faz. Descalvado.",NA,NA,NA,"SP036160",NA,NA,"Raddi","Valls, JFM","1978","11","06","Cáceres","-57.6789016723633","-16.0706005096436",NA,NA,"SP036160","172193","auto","1981","07",NA,NA,NA,NA,NA,NA,NA
"117","2019-11-21 10:16:19-03","IBt","SP","320579","S","Plantae","Poaceae","Paspalum","acuminatum","Paspalum acuminatum","Allem, A; et al.","2290",NA,"Brasil","Mato Grosso do Sul","Faz. Rio Negro.",NA,NA,NA,NA,NA,NA,"Raddi","Morrone, O","1978","10","30","Aquidauana","-55.7872009277344","-20.4710998535156",NA,NA,NA,"212961","auto","1999",NA,NA,NA,NA,NA,NA,NA,NA
"118","2019-11-21 10:16:19-03","IBt","SP","320582","S","Plantae","Poaceae","Paspalum","acuminatum","Paspalum acuminatum","Allem, A; Valls, JFM; Vieira, G; Comastri, J","2293",NA,"Brasil","Mato Grosso do Sul","Faz. Rio Negro.",NA,NA,NA,"SP036161",NA,NA,"Raddi","Valls, JFM","1978","10","30","Aquidauana","-55.7872009277344","-20.4710998535156",NA,NA,"SP036161","212961","auto","1981",NA,NA,NA,NA,NA,NA,NA,NA
"119","2019-11-21 10:16:19-03","IBt","SP","160649","S","Plantae","Poaceae","Paspalum","acuminatum","Paspalum acuminatum","Davidse, G; D'Arcy, WG","11593",NA,"Brasil","Minas Gerais","21 km N of Medina along highway BR-116.",NA,NA,NA,NA,NA,NA,"Raddi","Zuloaga, FO; Morrone, O","1976","03","30","Medina","-41.4768981933594","-16.2224998474121","670","670",NA,"44236","auto","1999",NA,NA,NA,NA,NA,NA,NA,NA
"120","2019-11-21 10:16:19-03","IBt","SP","50250","S","Plantae","Poaceae","Paspalum","acuminatum","Paspalum acuminatum","Kuhlmann, M","1103",NA,"Brasil","São Paulo","Monte Alegre.",NA,NA,NA,"SP036158",NA,NA,"Raddi","Valls, JFM; Oliveira, RC","1943","12","08","Amparo","-46.7599983215332","-22.7000007629395",NA,NA,"SP036158","18036","auto","1999",NA,NA,NA,NA,NA,NA,NA,NA
"121","2019-11-21 10:16:19-03","IBt","SP","52607","S","Plantae","Poaceae","Paspalum","acuminatum","Paspalum acuminatum","Salles, JM","s.n.",NA,"Brasil","São Paulo","Estação Experimental de Tatuí",NA,NA,NA,"SP036159",NA,NA,"Raddi","Valls, JFM; Oliveira, RC","1942","01","22","Tatuí","-47.8499984741211","-23.3500003814697",NA,NA,"SP036159","22710","auto","1999",NA,NA,NA,NA,NA,NA,NA,NA
