"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","individualCount","fieldNumber","typeStatus"
"19","2020-11-19 10:24:56-03","CPAP","CPAP","15694","PreserverdSpecimen","Plantae","Poaceae","Paspalum","acuminatum","Paspalum acuminatum","Pott, V. J.","3178",NA,"Brasil","MS","Fazenda Porto Alegre; Sub-região da Nhecolândia; Pantanal",NA,NA,"Erva. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Manchas esparsas. AMBIENTE: Borda de lagoa. SUBSTRATO: solo arenoso. RELEVO: plano convexo.",NA,NA,NA,"Raddi","A. Pott","1996","04","30","Corumbá","-56.588333","-18.960278","90","90",NA,NA,NA,"1996","04","30","56°35'18'' W","18°57'37'' S",NA,NA,NA,NA
"20","2020-11-19 10:24:56-03","CPAP","CPAP","2835","PreserverdSpecimen","Plantae","Poaceae","Paspalum","acuminatum","Paspalum acuminatum","Pott, A.","2470",NA,"Brasil","MS","Fazenda Lambari, Sub-região do Paiáguas, Pantanal - estrada MS-214",NA,NA,"Erva aquática enraizada. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: . AMBIENTE: Campo Alagado 20cm.. SUBSTRATO: solo arenoso (Podzol Hidromórfico). RELEVO: plano.",NA,NA,NA,"Raddi",NA,"1987","02","23","Coxim","-55.066667","-18.066667","168","168",NA,NA,NA,NA,NA,NA,"55°04' W","18°04' S",NA,NA,NA,NA
"21","2020-11-19 10:24:56-03","CPAP","CPAP","3162","PreserverdSpecimen","Plantae","Poaceae","Paspalum","acuminatum","Paspalum acuminatum","Pott, A.","2820",NA,"Brasil","MS","Fazenda Bodoquena, Pantanal - sede",NA,NA,"Erva aquática. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Muito frequente. AMBIENTE: Orla de açude. SUBSTRATO: solo argiloso. RELEVO: quase plano.",NA,NA,NA,"Raddi","A. Pott","1987","05","23","Corumbá","-57.783333","-19.1","110","110",NA,NA,NA,"1987","05","26","57°47' W","19°06' S",NA,NA,NA,NA
"22","2020-11-19 10:24:56-03","CPAP","CPAP","3170","PreserverdSpecimen","Plantae","Poaceae","Paspalum","acuminatum","Paspalum acuminatum","Pott, A.","2828",NA,"Brasil","MS","Fazenda Acurizal; Sub-região do Nabileque; Pantanal - piquete, Seção Mutum",NA,NA,"Erva aquática. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Esparsa. AMBIENTE: Depressão alagada em campo de Ex-carandazal (Carandazal = vegetação de Copernicia australi). SUBSTRATO: argiloso preto com concreções CaCO3 no horizonte B (calciaquol).",NA,NA,NA,"Raddi",NA,"1987","05","27","Corumbá","-57.066667","-19.733333","90","90",NA,NA,NA,NA,NA,NA,"57°04' W","19°44' S",NA,NA,NA,NA
"23","2020-11-19 10:24:56-03","CPAP","CPAP","3445","PreserverdSpecimen","Plantae","Poaceae","Paspalum","acuminatum","Paspalum acuminatum","Pott, A.","2765",NA,"Brasil","MS","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - invernada 7",NA,NA,"Erva anfíbia estolonífera. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Frequente. AMBIENTE: Lagoa temporaria. SUBSTRATO: solo orgânico. RELEVO: plano.",NA,NA,NA,"Raddi","A. Pott","1987","07","08","Corumbá","-56.65","-18.983333","90","90",NA,NA,NA,NA,NA,NA,"56°39' W","18°59' S",NA,NA,NA,NA
"24","2020-11-19 10:24:56-03","CPAP","CPAP","7400","PreserverdSpecimen","Plantae","Poaceae","Paspalum","acuminatum","Paspalum acuminatum","Pott, A.","5350",NA,"Brasil","MS","Fazenda Retirinho (retiro), Sub-região de Aquidauana, Pantanal - brejo do Taboco",NA,NA,"Erva aquática prostrada. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Frequente. AMBIENTE: Brejo: campo alagado 0-30 cm na estacao seca atual. SUBSTRATO: solo arenoso orgânico. RELEVO: plano deprimido.",NA,NA,NA,"Raddi",NA,"1989","11","22","Aquidauana","-55.966667","-19.85","105","105",NA,NA,NA,NA,NA,NA,"55°58' W","19°51' S",NA,NA,NA,NA
"25","2020-11-19 10:24:56-03","CPAP","CPAP","8085","PreserverdSpecimen","Plantae","Poaceae","Paspalum","acuminatum","Paspalum acuminatum","Pott, V. J.","1554",NA,"Brasil","MS","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - baía nº 90 - reserva da fazenda - próximo a fazenda Campo Dora",NA,NA,"Erva sarmentosa. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Campo alagável - borda de baía úmida. SUBSTRATO: solo arenoso com muita matéria orgânica. RELEVO: plano.",NA,NA,NA,"Raddi",NA,"1990","12","13","Corumbá","-56.65","-18.983333","90","90",NA,NA,NA,NA,NA,NA,"56°39' W","18°59' S",NA,NA,NA,NA
"26","2020-11-19 10:24:56-03","CPAP","CPAP","8224","PreserverdSpecimen","Plantae","Poaceae","Paspalum","acuminatum","Paspalum acuminatum","Pott, A.","5758",NA,"Brasil","MS","Fazenda Fazendinha, Largo do Mamão, Sub-região de Aquidauana (área do Rio Negro), Pantanal",NA,NA,"Erva estolonífera ascendente. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Frequente. AMBIENTE: Campo muito alagável. SUBSTRATO: solo areno-siltoso; superfície orgânica. RELEVO: plano.",NA,NA,NA,"Raddi",NA,"1991","02","04","Aquidauana","-56.383333","-19.483333","90","90",NA,NA,NA,NA,NA,NA,"56°23' W","19°29' S",NA,NA,NA,NA
"27","2020-11-19 10:24:56-03","CPAP","CPAP","1517","PreserverdSpecimen","Plantae","Poaceae","Paspalum","acuminatum","Paspalum acuminatum","Pott, A.","2099",NA,"Brasil","MS","21km após Jardim, estrada para Maracaju",NA,NA,"Erva prostrada. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: . AMBIENTE: Baixada.. SUBSTRATO: solo basáltico. RELEVO: plano.",NA,NA,NA,"Raddi","J. F. M. Valls","1985","04","20","Jardim","-56.1380996704102","-21.4803009033203",NA,NA,NA,"79469","auto","1985","04","20",NA,NA,NA,NA,NA,NA
"28","2019-08-27 13:26:04-03","IAP","PACA-AGP","33053","PreservedSpecimen","Plantae","Gramineae","Paspalum","acuminatum","Paspalum acuminatum","A. Strieder SJ",NA,NA,"Brasil","RS","Pareci",NA,NA,"Habitat: in dumetosis Fenofase: flor","PACA033053","Magnoliophyta","Cyperales","Raddi","Barreto","1945","02","28","Montenegro","-51.4611015319824","-29.6886005401611",NA,NA,NA,"21601","auto","1955","11",NA,NA,NA,"Liliatae",NA,NA,NA
"29","2019-08-27 13:26:04-03","IAP","PACA-AGP","40625","PreservedSpecimen","Plantae","Gramineae","Paspalum","acuminatum","Paspalum acuminatum","Rambo, B.",NA,NA,"Brasil","RS","Esteio",NA,NA,"Habitat: in paludosis alte dumetosis Fenofase: fruto","PACA040625","Magnoliophyta","Cyperales","Raddi","J.R. Swallen","1949","03","23","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA
"30","2019-08-27 13:26:04-03","IAP","PACA-AGP","41122","PreservedSpecimen","Plantae","Gramineae","Paspalum","acuminatum","Paspalum acuminatum","Rambo, B.",NA,NA,"Brasil","RS","Ilha da Pintada",NA,NA,"Habitat: in paludosis dumetosis Fenofase: fruto","PACA041122","Magnoliophyta","Cyperales","Raddi","J.R. Swallen","1949","04","20","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA
"31","2019-08-27 13:26:04-03","IAP","PACA-AGP","40972","PreservedSpecimen","Plantae","Gramineae","Paspalum","acuminatum","Paspalum acuminatum","Rambo, B.",NA,NA,"Brasil","RS","ad fl. Gravataí",NA,NA,"fr. Habitat: in subpaludosis dumetosis","PACA040972","Magnoliophyta","Cyperales","Raddi","J.R. Swallen","1949","04","10","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA
"32","2019-01-17 11:23:37-02","PUCRS","MPUC","7239","S","Plantae","Poaceae","Paspalum","acuminatum","Paspalum acuminatum",NA,NA,"South America","Brasil","RS","Foz do rio Ijuí-Mirim",NA,NA,NA,NA,NA,"Poales","Raddi","C.R. Dillemburg","1989","05","28","Pirapó","-55.1988889","-28.0447222",NA,NA,NA,NA,NA,NA,NA,NA,"-55.1988889000","-28.0447222000","Liliopsida","1",NA,NA
"33","2019-01-17 11:23:37-02","PUCRS","MPUC","7193","S","Plantae","Poaceae","Paspalum","acuminatum","Paspalum acuminatum",NA,NA,"South America","Brasil","RS",".",NA,NA,NA,NA,NA,"Poales","Raddi","T. Strehl","1988","01","14","Guaíba","-51.3280556","-30.1011667",NA,NA,NA,NA,NA,NA,NA,NA,"-51.3280556000","-30.1011667000","Liliopsida","1",NA,NA
"34","2019-01-17 11:23:37-02","PUCRS","MPUC","7240","S","Plantae","Poaceae","Paspalum","acuminatum","Paspalum acuminatum","P. Brack",NA,"South America","Argentina","Misiones","Porto Azara, arroio Chimiray I",NA,NA,NA,NA,NA,"Poales","Raddi","N.I. Matzenbacher","1989","02","20","Apóstoles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liliopsida","1",NA,NA
"35","2019-01-17 11:23:37-02","PUCRS","MPUC","2841","S","Plantae","Poaceae","Paspalum","acuminatum","Paspalum acuminatum",NA,NA,"South America","Brasil","SC",".",NA,NA,NA,NA,NA,"Poales","Raddi","S.M. Nunes","1986","12","20","Tubarão","-49.0072222","-28.4644444",NA,NA,NA,NA,NA,"1986","01","01","-49.0072222000","-28.4644444000","Liliopsida","1",NA,NA
"36","2020-10-14 10:05:02-03","FURB","FURB","65520","PreservedSpecimen","Plantae","Poaceae","Paspalum","acuminatum","Paspalum acuminatum","Pedersen, T.M.","4793",NA,"Argentina","Corrientes","Santa Teresa.",NA,NA,NA,"FURB65520",NA,NA,"Raddi","Parodi","1958","01","06","Mburucuyá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-01-27 14:32:56-03","UFSM","SMDB","14665","S","Plantae","Poaceae","Paspalum","acuminatum","Paspalum acuminatum","Rua, GH; et al.","913",NA,"Brasil","Goiás","Lagoa do Abreu.",NA,NA,"Ambiente: antropizado. relevo: plano. Substrato: aquático. Hábito: Erva aquática, Relevo: plano. Frequência: comum no local. Participantes: Gabriel Hugo Rua Patrocinadores: EMBRAPA-CENARGEN","SMDB014665",NA,NA,"Raddi","Rua, GH","2007","04","24","Formosa","-47.345833","-15.544444","950","950",NA,NA,NA,NA,NA,NA,"-47.345833","-15.544444",NA,NA,NA,NA
"38","2020-12-21 16:40:44-03","MBM","MBM","417522","PreservedSpecimen","Plantae","Poaceae","Paspalum","acuminatum","Paspalum acuminatum","Salles, J.M.","s.n.","Southern America","Brazil","São Paulo","Estação Experimental de Tatuí",NA,NA,"Herbácea.","MBM417522",NA,NA,"Raddi","Valls, J.F.","1942","01","22","Tatuí","-47.8499984741211","-23.3500003814697",NA,NA,"MBM417522","22710","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-11 17:21:19-03","UFPR","UPCB","26294","PreservedSpecimen","Plantae","Poaceae","Paspalum","acuminatum","Paspalum acuminatum","Pott, V.J.","3178",NA,"Brasil","Mato Grosso do Sul","Fazenda Porto Alegre, Nhecolândia",NA,NA,"Erva, forrageira. Borda da lagoa..","UPCB0039120",NA,NA,"Raddi","Pott, A.","1996","04","30","Corumbá","-56.588333","-18.960278",NA,NA,"UPCB0039120",NA,NA,"1996","04","30","-56.588333","-18.960278",NA,NA,NA,NA
"40","2021-02-11 17:21:19-03","UFPR","UPCB","26796","PreservedSpecimen","Plantae","Poaceae","Paspalum","acuminatum","Paspalum acuminatum","Pott, V.J.","3178",NA,"Brasil","Mato Grosso do Sul","Fazenda Porto Alegre, Nhecolândia",NA,NA,"Erva, forrageira. Borda da lagoa..",NA,NA,NA,"Raddi","Pott, A.","1996","04","30","Corumbá","-56.588333","-18.960278",NA,NA,NA,NA,NA,"1996","04","30","-56.588333","-18.960278",NA,NA,NA,NA
"41","2009-07-27 09:22:00-03","MO","MOBOT","2429924","PreservedSpecimen","Plantae","Poaceae","Paspalum","acuminatum","Paspalum acuminatum","Fernando O. Zuloaga|Osvaldo Morrone","Zuloaga 7038","South America","Argentina","Entre Ríos","Puerto Yeruá, 6 km al S",NA,NA,NA,NA,NA,NA,"Raddi","Zuloaga, F. O. & Morrone, O., 03-","2000","3","15","Concordia","-57.98333","-31.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2018-06-28 10:09:00-03","MO","MOBOT","101052831","PreservedSpecimen","Plantae","Poaceae","Paspalum","acuminatum","Paspalum acuminatum","Émile Hassler","Hassler 12471","South America","Paraguay",NA,"Paraguaria Centralis: in regione lacus Ypacaray.",NA,NA,NA,NA,NA,NA,"Raddi","Agnes Chase","1913","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"43","2008-05-27 22:02:00-03","MO","MOBOT","1813935","PreservedSpecimen","Plantae","Poaceae","Paspalum","acuminatum","Paspalum acuminatum","Gerrit Davidse|T.P. Ramamoorthy|Daniel M. Vital","Davidse 11593","South America","Brazil","Minas Gerais","21 km N of Medina along Highway BR-116. Marsh with open water in center and grassy margin.",NA,NA,NA,NA,NA,NA,"Raddi","Morrone & Zuloaga","1976","3","30",NA,NA,NA,"670.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1194",NA
"44","2009-10-24 07:57:00-02","MO","MOBOT","1928405","PreservedSpecimen","Plantae","Poaceae","Paspalum","acuminatum","Paspalum acuminatum","Fernando O. Zuloaga|Osvaldo Morrone|José F. Pensiero","Zuloaga 5828","South America","Argentina","Jujuy","Dpto. El Carmen: Ruta Nac. 9, camino de Jujuy a Salta, Abra de Santa Laura. En borde de acequia al lado del camino",NA,NA,NA,NA,NA,NA,"Raddi","O. Morrone","1997","2","13",NA,"-65.3","-24.5","1380.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2008-05-27 22:02:00-03","MO","MOBOT","1933476","PreservedSpecimen","Plantae","Poaceae","Paspalum","acuminatum","Paspalum acuminatum","Nur Ritter","Ritter 1794","South America","Bolivia","Cochabamba","Town of Mizque. Wetland adjacent to the Río Mizque, near the intersection with the road to Aiquille. Growing along the edges of the system in standing water. Common. Vegetation type: Valles Secos Interandinos",NA,NA,NA,NA,NA,NA,"Raddi","O. Morrone","1995","4","6","Mizque","-65.30027","-17.92472","1970.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2015-02-26 22:03:00-03","MO","MOBOT","211528","PreservedSpecimen","Plantae","Poaceae","Paspalum","acuminatum","Paspalum acuminatum","G. Raddi","Raddi s.n.","South America","Brazil",NA,"Guanabara. Near Río de Janeiro",NA,NA,NA,NA,NA,NA,"Raddi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2008-05-27 22:02:00-03","MO","MOBOT","2227943","PreservedSpecimen","Plantae","Poaceae","Paspalum","acuminatum","Paspalum acuminatum","Schulz","Schulz 11512","South America","Argentina","Chaco",NA,NA,NA,NA,NA,NA,NA,"Raddi","Zuloaga, F. O.","1960","12","15","1 de Mayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2016-06-16 08:31:00-03","MO","MOBOT","234120","PreservedSpecimen","Plantae","Poaceae","Paspalum","acuminatum","Paspalum acuminatum","Blas Pérez","Pérez Maricerich 926","South America","Paraguay","Central","Jardín Botánico y Zoológico, Trinidad, Asuncion. Reserva Natural.",NA,NA,NA,NA,NA,NA,"Raddi","O. Morreno & F.O. Zuloaga (SI)","1991","8",NA,NA,"-57.4666667","-25.3333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","4",NA
