"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","county","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","typeStatus","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","470121","PreservedSpecimen","Plantae","Celastraceae","Maytenus","aquifolia","Maytenus aquifolia","A. F. M. Glaziou","11871",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=763881' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470121","Magnoliophyta","Celastrales","Mart.","L. Biral","Rio de Janeiro",NA,NA,NA,"NY00470121_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","470123","PreservedSpecimen","Plantae","Celastraceae","Maytenus","aquifolia","Maytenus aquifolia",NA,NA,"1960","10",NA,"South America","Brazil","sheet",NA,"NO COLLECTOR INFORMATION <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=763880' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470123","Magnoliophyta","Celastrales","Mart.","L. Biral","São Paulo","Instituto Agronómico","-47.06","-22.9","NY00470123_01",NA,NA,"Campinas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1031030","PreservedSpecimen","Plantae","Celastraceae","Maytenus","aquifolia","Maytenus aquifolia","A. F. Regnell","I:49",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1141687' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031030","Magnoliophyta","Celastrales","Mart.","L. Biral","Minas Gerais","Caldas","-46.3873839","-21.9230619","NY01031030_01",NA,NA,"Caldas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1031031","PreservedSpecimen","Plantae","Celastraceae","Maytenus","aquifolia","Maytenus aquifolia","Y. E. J. Mexia","5241","1930","11","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1141689' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031031","Magnoliophyta","Celastrales","Mart.","L. Biral","Minas Gerais","Viçosa. Fazenda do Deserto; Varje","-42.8817","-20.7542","NY01031031_01","690","690","Viçosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","470117","PreservedSpecimen","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","A. M. Amorim","2627","1998","11","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=763874' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470117","Magnoliophyta","Celastrales","Mart.","B. M. Torke","Bahia","Rod. Jussari-Palmira. Entrada ca. 7.5 km de Jussari. Faz. Teimoso. RPPN Serra do Teimoso","-39.5286","-15.1581","NY00470117_01",NA,NA,"Jussari",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-13 09:19:19-03","UFRJ","RFA","9375","PreservedSpecimen","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","G.G. Hatschbach","16949","1967","08","24",NA,"Brasil",NA,NA,"Arvore de 8 m, tronco de 12 cm de diametro, flor creme esverdeada","RFA28041",NA,NA,"Mart.","L.B. Smith & S.F. Smith","Paraná","Fazenda Lagoa","-52.6049995422363","-23.6632995605469",NA,NA,NA,"Cianorte","1970","32009","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-13 09:19:19-03","UFRJ","RFA","9374","PreservedSpecimen","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","G.G. Hatschbach","16691","1967","07","06",NA,"Brasil",NA,NA,"Árvore de 10 m, tronco 35 cm de diâmetro","RFA28040",NA,NA,"Mart.","L.B. Smith & S.F. Smith","Paraná","Serrinha","-48.3288993835449","-25.3066997528076",NA,NA,NA,"Guaraqueçaba","1970","37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-24 17:10:36-03","UTFPR","DVPR","2465","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","aquifolia","Monteverdia aquifolia","Colombo, FC; Lemos, VW; Souza, MS","s.n.","2015","01","17",NA,"Brasil",NA,NA,"Árvore, botões florais.","DVPR002465","Magnoliophyta",NA,"(Mart.) Biral","Biral, L.","Paraná",NA,NA,NA,NA,NA,NA,"São Jorge d' Oeste","2018",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-24 17:10:36-03","UTFPR","DVPR","2484","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","aquifolia","Monteverdia aquifolia","Moreira, VC","s.n.","2014","12","04",NA,"Brasil",NA,NA,"Árvore, frutos.","DVPR002484","Magnoliophyta",NA,"(Mart.) Biral","Biral, L.","Paraná","Perímetro Urbano","-53.125","-25.383",NA,NA,NA,"Boa Esperança do Iguaçu","2018",NA,NA,"12","-53.125","-25.383",NA,NA,NA,NA,NA,NA,NA
"20","2020-11-24 17:10:36-03","UTFPR","DVPR","5799","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","aquifolia","Monteverdia aquifolia","Biral, L","1145","2016","11","04",NA,"Brasil",NA,NA,"Árvore de tronco fino, 5 m de altura, folhas cartáceas, frutos alaranjados, maduros, porém ainda não se abrindo.; Floresta Estacional Semidecidual","DVPR005799","Magnoliophyta",NA,"(Mart.) Biral","Biral, L","Paraná","Refúgio Biológico de Santa Helena. Trilha à direita após a primeira bifurcação do caminho principal após cruzar a ponte sobre canal.","-54.21","-24.5",NA,NA,NA,"Santa Helena","2018",NA,NA,"11","-54.21","-24.5",NA,NA,NA,NA,NA,NA,NA
"21","2020-11-24 17:10:36-03","UTFPR","DVPR","3795","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","aquifolia","Monteverdia aquifolia","Menetrier, JV","18","2016","11","03",NA,"Brasil",NA,NA,"Árvore , atura 2,5 m. Planta J11.","DVPR003795","Magnoliophyta",NA,"(Mart.) Biral","Biral, L.","Paraná",NA,"-53.241392","-25.911992",NA,NA,NA,"Nova Esperança do Sudoeste","2018",NA,NA,"12","-53.241392","-25.911992",NA,NA,NA,NA,NA,NA,NA
"22","2020-11-24 17:10:36-03","UTFPR","DVPR","1053","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","aquifolia","Monteverdia aquifolia","Moura, APC","10","2012","01","03",NA,"Brasil",NA,NA,"Árvore.","DVPR001053","Magnoliophyta",NA,"(Mart.) Biral","Biral, L.","Paraná","Comunidade São Cristóvão","-53.057201385498","-25.7336006164551",NA,NA,NA,"Dois Vizinhos","2018","19637","auto","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-24 17:10:36-03","UTFPR","DVPR","2455","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","aquifolia","Monteverdia aquifolia","Salvi, P","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"Árvore, frutos.","DVPR002455","Magnoliophyta",NA,"(Mart.) Biral","Biral, L.","Paraná","Bairro Industrial","-53.0550003051758","-26.0811004638672",NA,NA,NA,"Francisco Beltrão","2018","32165","auto","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-24 17:10:36-03","UTFPR","DVPR","2972","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","aquifolia","Monteverdia aquifolia","Soares-Silva, LH","327","1993","08","27",NA,"Brasil",NA,NA,"Árvore 10m, botão floral verde, flores cremes.","DVPR002972","Magnoliophyta",NA,"(Mart.) Biral","Biral, L.","Paraná","Assoc. Func. Munic. Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,"Londrina","2018","63728","auto","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-24 17:10:36-03","UTFPR","DVPR","2979","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","aquifolia","Monteverdia aquifolia","Medri, C; Francisco, EM","700","1998","09","19",NA,"Brasil",NA,NA,"Árvore 4m, frutos imaturos verdes.; Beira do penhasco perto da casa.","DVPR002979","Magnoliophyta",NA,"(Mart.) Biral","Biral, L.","Paraná","Salto das Orquídeas","-50.5802993774414","-23.9108009338379",NA,NA,NA,"Sapopema","2018","21990","auto","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-24 17:10:36-03","UTFPR","DVPR","3010","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","aquifolia","Monteverdia aquifolia","Francisco, EM; Alves, J","s.n.","1998","10","23",NA,"Brasil",NA,NA,"Árvore 5m, flores cremes.","DVPR003010","Magnoliophyta",NA,"(Mart.) Biral","Biral, L.","Paraná","Sítio dos Pinheiros","-50.2428016662598","-24.2458000183105",NA,NA,NA,"Ventania","2018","32424","auto","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-15 11:14:33-03","FUNED","FUNED-POL","3709","PreservedSpecimen","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Sandra Matoso",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,"POL003709",NA,NA,NA,NA,"MG","Mata da Biologia UFV",NA,NA,"POL003709_p01 POL003709_p02 POL003709_p03 POL003709_p04 POL003709_p05 POL003709_p06 POL003709_p07 POL003709_p08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:36:39-03","EAO","IAN","186947","PreservedSpecimen","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Francisco, EM","21647","1998","07","20","Southern America","Brasil",NA,NA,"Altura 4,5m alt.; flores creme.","IAN186947","Dicotiledônea",NA,"Mart.","Viani, RAG","Paraná","Mata perto do shopping Catuaí","-51.1627998352051","-23.3103008270264",NA,NA,NA,"Londrina","1998","63728","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-04-08 17:37:48-03","EAO","IAN","81319","PreservedSpecimen","Plantae","Celastraceae","Maytenus","oxyodonta","Maytenus oxyodonta","Riedel, L","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"IAN081319","Dicotiledônea",NA,"Reissek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-12-04 15:25:02-03","PUCPR","HUCP","19351","S","Plantae","Celastraceae","Maytenus","aquifolia","Maytenus aquifolia","Bolson, M","190","2008","03","02",NA,"Brasil",NA,NA,NA,"HUCP00010308","Eudicotiledonea",NA,"Mart.",NA,"Paraná","Parque Estadual Cabeça do Cachorro","-53.8553009033203","-24.9356002807617","HUCP00010308",NA,NA,"São Pedro do Iguaçu",NA,"24343","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-12-04 15:25:02-03","PUCPR","HUCP","23955","S","Plantae","Celastraceae","Maytenus","aquifolia","Maytenus aquifolia","Ariati, V; Lozano, E","029","2011","12","01",NA,"Brasil",NA,NA,NA,"HUCP00010247","Eudicotiledonea",NA,"Mart.","Selusniaki, M","Paraná",NA,"-50.9494018554688","-24.2082996368408","HUCP00010247",NA,NA,"Ortigueira",NA,"46016","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-10-09 11:12:47-03","UFBA","ALCB","68736","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","aquifolia","Monteverdia aquifolia","Cavalcanti, DC","299","1995","08","29","Southern America","Brasil",NA,NA,"ca. 4 m. Frutos amarronzados.","ALCB036159","Dicotyledon",NA,"(Mart.) Biral",NA,"São Paulo","Reserva Florestal da Escola de Especialistas da Aeronautica - EEAR","-45.183333","-22.8","ALCB036159",NA,NA,"Guaratinguetá",NA,NA,NA,NA,"-45.183333","-22.8",NA,NA,NA,NA,NA,NA,NA
"33","2019-10-09 11:12:47-03","UFBA","ALCB","86553","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","aquifolia","Monteverdia aquifolia","Ramos, C.H.A.; Alves, L. de J.; Santos, CE","336","2008","09","15","Southern America","Brasil",NA,NA,"de ca 2 m de altura. Folhas coriáceas, levemente discolores, margem espinescente. Frutos imaturos verdes, maduros vermelho-alaranjados.","ALCB036157","Dicotyledon",NA,"(Mart.) Biral",NA,"Bahia","Litoral Sul, Mata do Laterítico","-39.731944","-14.176389","ALCB036157",NA,NA,"Itacaré","2009",NA,NA,"01","-39.731944","-14.176389",NA,NA,NA,NA,NA,NA,NA
"34","2020-02-08 08:57:23-03","NBC","NL-BOTANY","L.2284580","PreservedSpecimen","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Hatschbach GG",NA,"1967","07","06","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2284580 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2284580",NA,"Celastrales","Mart.",NA,"Paraná",NA,NA,NA,"NL-L2284580",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0096660",NA,NA,NA,NA,NA
"35","2020-02-08 08:57:23-03","NBC","NL-BOTANY","L.2284581","PreservedSpecimen","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Hatschbach GG",NA,"1967","08","24","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2284581 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2284581",NA,"Celastrales","Mart.",NA,"Paraná",NA,NA,NA,"NL-L2284581",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0096659",NA,NA,NA,NA,NA
"36","2020-02-08 08:57:23-03","NBC","NL-BOTANY","U 0259411","PreservedSpecimen","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Araucaria forest on yellow sandy loam<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200259411 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0259411",NA,"Celastrales","Mart.",NA,"Paraná","W of Sao Joao do Triumfo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13390",NA,NA,NA,NA,NA
"37","2020-02-08 08:57:23-03","NBC","NL-BOTANY","U 0259414","PreservedSpecimen","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"slope in forest now almost without Araucaria<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200259414 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0259414",NA,"Celastrales","Mart.",NA,"Paraná","N of Brandalize, sawmill N of Rio Chopim, ca. 20 km N of Clevelandia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw12825",NA,NA,NA,NA,NA
"38","2020-02-08 08:57:23-03","NBC","NL-BOTANY","U 0259415","PreservedSpecimen","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200259415 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0259415",NA,"Celastrales","Mart.",NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw12769",NA,NA,NA,NA,NA
"39","2020-02-08 08:57:23-03","NBC","NL-BOTANY","U 0273660","PreservedSpecimen","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"forest<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200273660 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0273660",NA,"Celastrales","Mart.",NA,"Paraná","near Rio Tigre Preto, ca. 24 km S of Marmeleiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13039",NA,NA,NA,NA,NA
"40","2020-02-08 08:57:23-03","NBC","NL-BOTANY","U 0273661","PreservedSpecimen","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Araucaria forest on red loam<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200273661 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0273661",NA,"Celastrales","Mart.",NA,"Paraná","N of Brandalize, sawmill N of Rio Chopim, ca. 20 km N of Clevelandia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw12888",NA,NA,NA,NA,NA
"41","2020-02-08 08:57:23-03","NBC","NL-BOTANY","U 0273663","PreservedSpecimen","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200273663 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0273663",NA,"Celastrales","Mart.",NA,"Paraná","Cêrro Azul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13485",NA,NA,NA,NA,NA
"42","2020-02-08 08:57:23-03","NBC","NL-BOTANY","U 0273675","PreservedSpecimen","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"edge of stony campo with small trees<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200273675 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0273675",NA,"Celastrales","Mart.",NA,"Paraná","N of Brandalize, sawmill N of Rio Chopim, ca. 20 km N of Clevelandia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw12950",NA,NA,NA,NA,NA
"43","2020-02-08 08:57:23-03","NBC","NL-BOTANY","U.1194884","PreservedSpecimen","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Mexia YEJ",NA,"1930","09","11","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1194884 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1194884",NA,"Celastrales","Mart.",NA,NA,"State of Minas Geraes, Viçosa, Agricultural College lands; São Miguel road, near km 2, on slope to the northeast, in cut-over woods.",NA,NA,"NL-U1194884",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"44","2020-02-08 08:57:24-03","NBC","NL-BOTANY","U.1194885","PreservedSpecimen","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Regnell AF",NA,"1843","01","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1194885 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1194885",NA,"Celastrales","Mart.",NA,NA,"Prov. Minas Geraes.",NA,NA,"NL-U1194885",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"45","2020-02-08 08:57:24-03","NBC","NL-BOTANY","U.1194886","PreservedSpecimen","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Mexia YEJ",NA,"1930","09","26","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1194886 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1194886",NA,"Celastrales","Mart.",NA,NA,"State of Minas Geraes, Viçosa, Fazenda de Aguada; ravine beyond first house; wooded streamside.",NA,NA,"NL-U1194886",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"46","2020-02-08 08:57:24-03","NBC","NL-BOTANY","U.1194887","PreservedSpecimen","Plantae","Celastraceae","Maytenus","aquifolium","Maytenus aquifolium","Mexia YEJ",NA,"1930","11","03","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1194887 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1194887",NA,"Celastrales","Mart.",NA,NA,"Sate of Minas Geraes.",NA,NA,"NL-U1194887",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
