"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","stateProvince","imagecode","locality","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","447887","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum microcarpum","L. B. Smith","12000","1957","03","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=166992' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447887","Magnoliophyta","Sapindales","microcarpum","(Kunth) Blume","M. S. Ferrucci","Santa Catarina","NY00447887_01","Ruderal, 35 km S of Campos Novos on the road to Anita Garibaldi. Valley R. Canoas.","Campos Novos","-51.2247","-27.4019","800","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01159420","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","R. de S. Secco","48","1979","12","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1472049' target='other'> <mi>dwc_moreinfo</mi></a>","NY01159420","Magnoliophyta","Sapindales",NA,"L.",NA,"Pará","NY01159420_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","985189","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","G. Pereira-Silva","2456","1994","08","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1076520' target='other'> <mi>dwc_moreinfo</mi></a>","NY00985189","Magnoliophyta","Sapindales",NA,"L.","L. Lima","Piauí","NY00985189_01","Rodovia São Raimundo Nonato - Remanso km 41.","São Lourenço do Piauí","-42.47","-9.27","360","360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","985194","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","G. Schaller","257","1978","11","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1076555' target='other'> <mi>dwc_moreinfo</mi></a>","NY00985194","Magnoliophyta","Sapindales",NA,"L.","J. A. Kallunki","Mato Grosso","NY00985194_01","Pantanal. Transpantanal highway. Fazenda Jofre.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-12-15 15:01:00-02","NY","NYBG","89113","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","A. Ortiz","336","1995","01","25","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=127899' target='other'> <mi>dwc_moreinfo</mi></a>","NY00089113","Magnoliophyta","Sapindales",NA,NA,"A. Ortiz","Carchi",NA,"Parr. Los Andes; Juncal to Pimanpiro, 2.5 km, side road",NA,"-77.95","0.45","1627","1627",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","447893","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","P. K. H. Dusén","9687","1910","04","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=127901' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447893","Magnoliophyta","Sapindales",NA,"L.","L. A. T. Radlkofer","Paraná","NY00447893_01","Jaguariahyva","Jaguariaíva","-49.713647","-24.340602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-09-28 14:54:00-03","NY","NYBG","447896","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","F. J. Breteler","4766","1965","11","21","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=127902' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447896","Magnoliophyta","Sapindales",NA,NA,"T. D. Pennington","Amazonas",NA,"Orinoco River, Southern part of Isla del Ratón.",NA,"-67.77","5.03","90","90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","41609","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","B. C. Bennett","3302","1988","08","25","South America","Ecuador","sheet",NA,"Shuar Voucher <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=127911' target='other'> <mi>dwc_moreinfo</mi></a>","NY00041609","Magnoliophyta","Sapindales",NA,"L.","P. Acevedo-Rodríguez","Morona-Santiago",NA,"Centro Shuar Yukutais. 10km S Sucua, Rio Upano, chacra J. Cristobal Antuash",NA,"-78.15","-2.52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","985190","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","W. W. Thomas","4614","1985","10","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1076530' target='other'> <mi>dwc_moreinfo</mi></a>","NY00985190","Magnoliophyta","Sapindales",NA,"L.","M. S. Ferrucci","Mato Grosso","NY00985190_01","Pantanal. 16 km NW of Porto Jofre on Transpantaneira (MT060) to Poconé.","Poconé","-56.92","-17.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","447895","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","W. de Jong","154","1989","07","23","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=127909' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447895","Magnoliophyta","Sapindales",NA,"L.","P. Acevedo-Rodríguez","Loreto",NA,"Yanallpa, Ucayali river. Cultivated in field.","Requena","-73.75","-4.92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","196084","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","W. L. Balée","2059","1986","03","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=127907' target='other'> <mi>dwc_moreinfo</mi></a>","NY00196084","Magnoliophyta","Sapindales",NA,"L.","P. Acevedo-Rodríguez","Pará","NY00196084_01","Igarapé Ipixuna, affluent of Rio Xingu; 5 km S of settlement, Araweté Indian Reserve","Altamira","-52.2064018249512","-3.20333003997803",NA,NA,"748499","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","196083","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","W. L. Balée","1925","1985","11","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=127906' target='other'> <mi>dwc_moreinfo</mi></a>","NY00196083","Magnoliophyta","Sapindales",NA,"L.","P. Acevedo-Rodríguez","Pará","NY00196083_01","Igarapé Ipixuna, affluent of Rio Xingu; 5 km S of settlement, Araweté Indian Reserve.","Altamira","-52.2064018249512","-3.20333003997803",NA,NA,"748499","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","02862535","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum microcarpum","J. A. Lira Neto","675","1997","08","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3184998' target='other'> <mi>dwc_moreinfo</mi></a>","NY02862535","Magnoliophyta","Sapindales","microcarpum","(Kunth) Blume",NA,"Rio de Janeiro","NY02862535_01","Margem da Estrada do Garrão. Reserva da Petrobras","Duque de Caxias","-43.233333","-22.516667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01159425","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum microcarpum","G. H. H. Tate","163","1928","09","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1472054' target='other'> <mi>dwc_moreinfo</mi></a>","NY01159425","Magnoliophyta","Sapindales","microcarpum","(Kunth) Blume","M. S. Ferrucci","Amazonas","NY01159425_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01159427","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum microcarpum","S. R. Hill","12901","1983","06","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1472056' target='other'> <mi>dwc_moreinfo</mi></a>","NY01159427","Magnoliophyta","Sapindales","microcarpum","(Kunth) Blume","M. S. Ferrucci","Amazonas","NY01159427_01","Canumã, E side of Rio Canumã.",NA,"-59.666667","-4.333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01159428","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum microcarpum","M. T. Madison","6691","1978","10","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1472057' target='other'> <mi>dwc_moreinfo</mi></a>","NY01159428","Magnoliophyta","Sapindales","microcarpum","(Kunth) Blume","M. S. Ferrucci","Amazonas","NY01159428_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","196085","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum microcarpum","W. L. Balée","1608","1985","08","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=166993' target='other'> <mi>dwc_moreinfo</mi></a>","NY00196085","Magnoliophyta","Sapindales","microcarpum","(Kunth) Blume","M. S. Ferrucci","Pará","NY00196085_01","Basin of the Rio Gurupi; Tembé Indian Reserve; 6 km SSW of F.U.N.A.I. Post Canindé","Viseu","-46.1167","-1.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1309085","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum microcarpum","A. Fendler","276","1877",NA,NA,"South America","Trinidad and Tobago","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1541857' target='other'> <mi>dwc_moreinfo</mi></a>","NY01309085","Magnoliophyta","Sapindales","microcarpum","(Kunth) Blume",NA,NA,"NY01309085_01","Trinidad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01159422","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum microcarpum","B. A. Krukoff","6511","1934","09","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1472051' target='other'> <mi>dwc_moreinfo</mi></a>","NY01159422","Magnoliophyta","Sapindales","microcarpum","(Kunth) Blume",NA,"Amazonas","NY01159422_01 NY01159422_02","Basin of Rio Madeira; near Tres Casas.","Humaitá","-62.6839542","-6.9876421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","447889","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum microcarpum","G. G. Hatschbach","24142","1970","04","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=166991' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447889","Magnoliophyta","Sapindales","microcarpum","(Kunth) Blume","K. U. Kramer","Paraná","NY00447889_01","Rio Tapera. Margem do rio.","Laranjeiras do Sul","-52.4158","-25.4081",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01159426","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum microcarpum","I. L. do Amaral","170","1982","10","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1472055' target='other'> <mi>dwc_moreinfo</mi></a>","NY01159426","Magnoliophyta","Sapindales","microcarpum","(Kunth) Blume","M. S. Ferrucci","Amazonas","NY01159426_01","Estrada do Aeroporto","Tefé","-64.7114","-3.3544",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","985191","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum microcarpum","H. S. Irwin","2044","1958","11","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1076534' target='other'> <mi>dwc_moreinfo</mi></a>","NY00985191","Magnoliophyta","Sapindales","microcarpum","(Kunth) Blume","M. S. Ferrucci","Minas Gerais","NY00985191_01","State Agricultural School.","Viçosa","-42.868031","-20.7613428",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","41610","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum microcarpum","B. C. Bennett","3784","1989","04","22","South America","Ecuador","sheet",NA,"Shuar Voucher <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=408427' target='other'> <mi>dwc_moreinfo</mi></a>","NY00041610","Magnoliophyta","Sapindales","microcarpum","(Kunth) Blume","H. T. Beck","Morona-Santiago",NA,"Centro Shaur Yukutais. Chacras south of Centro, within 150m of path",NA,"-78.17","-3.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","447890","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum microcarpum","A. B. Joly","16094","1946","04","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=166990' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447890","Magnoliophyta","Sapindales","microcarpum","(Kunth) Blume","M. S. Ferrucci","São Paulo","NY00447890_01","Butanta.","Sao Paulo","-46.724373","-23.565521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01159423","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum microcarpum","G. T. Prance","11154","1971","03","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1472052' target='other'> <mi>dwc_moreinfo</mi></a>","NY01159423","Magnoliophyta","Sapindales","microcarpum","(Kunth) Blume","P. Acevedo-Rodríguez","Roraima","NY01159423_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","447891","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum microcarpum","E. K. Ramacharan","296","1977","08","26","South America","Trinidad and Tobago","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=166994' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447891","Magnoliophyta","Sapindales","microcarpum","(Kunth) Blume","P. Acevedo-Rodríguez",NA,NA,"Trinidad. Cascadoux Hill.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01159430","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum microcarpum","R. Spruce",NA,"1849","11",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1472059' target='other'> <mi>dwc_moreinfo</mi></a>","NY01159430","Magnoliophyta","Sapindales","microcarpum","(Kunth) Blume","M. S. Ferrucci","Pará","NY01159430_01 NY01159430_02","In vicinibus Santarem, Prov.Pará.",NA,"-54.740486","-2.449614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01159429","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum microcarpum","B. V. Rabelo","3251","1985","04","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1472058' target='other'> <mi>dwc_moreinfo</mi></a>","NY01159429","Magnoliophyta","Sapindales","microcarpum","(Kunth) Blume","M. S. Ferrucci","Amapá","NY01159429_01","Cidade de Macapá.","Macapá","-51.0703674","0.0437763",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-08 11:10:11-03","UNESP-IBB","BOTU","19264","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Grombone, M.T.","P2 110386","1986","03","11",NA,"Brasil",NA,NA,"Liana com flores brancas esverdeadas; sem cheiro.","BOTU019264",NA,NA,NA,"L.",NA,"São Paulo",NA,NA,"Botucatu","-48.443333","-22.988889",NA,NA,NA,NA,"48°26'36w","22°59'20s",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-08 11:10:11-03","UNESP-IBB","BOTU","19281","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Grombone, M.T.","P10 140186","1986","01","14",NA,"Brasil",NA,NA,"Mata secundária com árvores de até 15 m de altura, subbosque pouco denso.","BOTU019281",NA,NA,NA,"L.",NA,"São Paulo",NA,NA,"Botucatu","-48.443333","-22.988889",NA,NA,NA,NA,"48°26'36w","22°59'20s",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-18 09:30:42-03","UNESP-IBB","BOTU","18663","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Ventrella, M.C.","92","1992","06","28",NA,"Brasil",NA,NA,"Mata. Trepadeira, flor vermelha.","BOTU018663",NA,NA,NA,"L.",NA,"São Paulo",NA,NA,"Botucatu",NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-18 09:30:42-03","UNESP-IBB","BOTU","12364","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Gemtchújnicov, I.D.",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,"BOTU012364",NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-13 09:20:54-03","UFRJ","RFA","3584","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","J.C. Ducommun",NA,"1868","08","17",NA,"Suíça",NA,NA,NA,"RFA23083",NA,NA,NA,"L.",NA,NA,NA,"Cultivé","Suíça",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-06-29 11:32:32-03","UFRJ","RFA","3582","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum",NA,NA,"1880","03","00",NA,"Brasil",NA,NA,NA,"RFA23081",NA,NA,NA,"L.","G.M. Barroso; G.V. Somner","Rio de Janeiro",NA,"Colégio","Campos dos Goytacazes","-41.3244018554688","-21.7541999816895",NA,NA,"62761","auto",NA,NA,"1984",NA,NA,NA,NA,NA,NA,NA
