"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","stateProvince","imagecode","locality","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber"
"595","2008-05-27 22:02:00-03","MO","MOBOT","774605","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum microcarpum","Felix Woytkowski","Woytkowski 6001","1960","9","10","South America","Peru",NA,NA,NA,NA,NA,NA,"microcarpum","(Kunth) Blume","Maria S. Ferrucci","Junín",NA,"Mazamarí. Forest.","Jauja","-74.56666","-11.35","800.00000000","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","4"
"596","2016-08-30 08:44:00-03","MO","MOBOT","811643","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum microcarpum","Elsa M. Zardini|Bonifacia Benítez B.","Zardini 38316","1994","2","16","South America","Paraguay",NA,NA,NA,NA,NA,NA,"microcarpum","(Kunth) Blume","P. Acevedo-Rdgz.","Presidente Hayes",NA,"Between Puerto Galileo and Fortín Nowak, 10 km W of Puerto Galileo. Dry forest.",NA,"-57.9","-25.0333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","878"
"597","2008-05-27 22:02:00-03","MO","MOBOT","909408","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum microcarpum","Ernesto Ancuash Atsut","Ancuash Atsut 455","1973","5","24","South America","Peru",NA,NA,NA,NA,NA,NA,"microcarpum","(Kunth) Blume",NA,"Amazonas",NA,"Río Cenepa. Quebrada Chichijam entsa. Chacra - Monte.","Condorcanqui",NA,NA,"402.33600000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21"
"598","2008-05-27 22:02:00-03","MO","MOBOT","944213","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum microcarpum","Rubio Kayap","Kayap 41","1972","11","3","South America","Peru",NA,NA,NA,NA,NA,NA,"microcarpum","(Kunth) Blume",NA,"Amazonas",NA,"Rio Cenepa region. Next to Rio Cenepa, above mouth of Huampami.","Condorcanqui",NA,NA,"213.36000000","243.84000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4"
"599","2008-12-12 13:40:00-02","MO","MOBOT","947330","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum microcarpum","Rubio Kayap","Kayap 1187","1974","7","17","South America","Peru",NA,NA,NA,NA,NA,NA,"microcarpum","(Kunth) Blume",NA,"Amazonas",NA,"Rio Cenepa region. Quebrada Huampami. Monte.","Condorcanqui","-78.1666667","-4.4666667","182.88000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","71"
"600","2008-05-27 22:02:00-03","MO","MOBOT","173623","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum microcarpum","Elsa M. Zardini|R. Velázquez","Zardini 22693","1990","8","4","South America","Paraguay",NA,NA,NA,NA,NA,NA,"microcarpum","(Kunth) Blume","P. Acevedo (US)","Cordillera",NA,"Río Salado basin, on road to Arroyos y Esteros. Gallery forest.",NA,"-57.5","-25.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","410"
"601","2009-05-15 14:17:00-03","MO","MOBOT","2990867","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Pedro Jörgensen","Jörgensen s.n.",NA,NA,NA,"South America","Ecuador",NA,NA,NA,NA,NA,NA,NA,"L.","A. Acevedo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"602","2015-03-03 21:27:00-03","MO","MOBOT","2990943","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","O.O. Miller|J.O. Johnston","Miller 208","1901",NA,NA,"South America","Venezuela",NA,NA,NA,NA,NA,NA,NA,"L.","J.O. Johnston",NA,NA,"El Valle.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","2020-06-22 14:19:05-03","UNESP-IBILCE","SJRP","13812","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum var. microcarpum","P.I. Oliveira",NA,NA,NA,NA,"América do Sul","Brasil",NA,NA,"Escandente, flor alvescente, capão (orla);",NA,"Tracheophyta","Sapindales","var. microcarpum","L.","M.S. Ferrucci","Paraná",NA,"areial","Pinhais","-49.1925010681152","-25.4447002410889",NA,NA,"10418","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"604","2016-08-26 09:17:43-03","UFSM","HDCF","3635","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Longhi, S. J.","997","1988","04","22","América","Brasil",NA,NA,"Sementes pretas com hilo branco. Comum em capoeiras",NA,NA,NA,NA,"Linnaeus","Longhi, S. J.","Rio Grande do Sul",NA,"Vale do Jacuízinho","Sobradinho","-53.0285987854004","-29.4214000701904",NA,NA,"15790","auto",NA,NA,"1988","06","08",NA,NA,NA,NA,NA
"605","2016-08-26 09:17:43-03","UFSM","HDCF","2293","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Marchiori, J. N. C.","341","1986","03","25","América","Brasil",NA,NA,"Liana herbácea, glabra. Cápsula trígona",NA,NA,NA,NA,"Linnaeus","Marchiori, J. N. C.","Rio Grande do Sul",NA,"Campus da UFSM","Santa Maria","-53.717086","-29.717328",NA,NA,NA,NA,"-53.717086","-29.717328","1986","03","25",NA,NA,NA,NA,NA
"606","2020-02-21 10:41:47-03","UNIOESTE","UNOP","7165","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Boff, L.; et al.; et al.","2","2011","09","06",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"L.","Rauber, C.R.","Paraná",NA,"Parque Nacional do Iguaçu. Trilha da Cachoeira Jacutinga.","Céu Azul","-53.82175","-25.239833",NA,NA,NA,NA,"-53.82175","-25.239833","2019","09","11",NA,NA,NA,NA,NA
"607","2015-05-20 10:37:12-03","UFERSA","MOSS","1950","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Alves, A.de S.","1","1981","07","15","América do Sul","Brasil",NA,NA,"trepadeira; coletada em ambiente perturbado, margem de açúde; solo pedregoso; frequente; interesse econ. medicinal; flor branca; n.v. chocalho-de-vaqueiro.",NA,NA,NA,NA,"L.","Oliveira, O.F. de","Ceará",NA,"Sítio Cachoeira.","Lavras da Mangabeira","-38.833333","-6.75","240","240",NA,NA,"38W50'00","6S45'00","1981","08","17",NA,NA,NA,NA,NA
"608","2015-05-20 10:37:12-03","UFERSA","MOSS","1951","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Alves, A.de S.","1","1981","07","15","América do Sul","Brasil",NA,NA,"trepadeira; coletada em ambiente perturbado, margem de açúde; solo pedregoso; frequente; interesse econ. medicinal; flor branca; n.v. chocalho-de-vaqueiro.",NA,NA,NA,NA,"L.","Oliveira, O.F. de","Ceará",NA,"Sítio Cachoeira.","Lavras da Mangabeira","-38.833333","-6.75","240","240",NA,NA,"38W50'00","6S45'00","1981","08","17",NA,NA,NA,NA,NA
"609","2015-05-20 10:37:12-03","UFERSA","MOSS","8663","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Oliveira, R.C.","1787","2006","07","18","América do Sul","Brasil",NA,NA,"linana; coletada na caatinga; solo areno-argiloso, plano; ocasional; flor alva com o interior do tubo amarelo; fruto castanho.",NA,NA,NA,NA,"L.","Oliveira, O.F. de","Rio Grande do Norte",NA,"RN 120, trecho João Câmara-Queimados, cerca de 8 km de Queimados.","João Câmara","-35.882778","-5.432222","223","223",NA,NA,"35W52'58","5S25'56","2006","07","18",NA,NA,NA,NA,NA
"610","2015-05-20 10:37:12-03","UFERSA","MOSS","9583","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Silva, M.L.","273","2007","08","09","América do Sul","Brasil",NA,NA,"erva, coletada na caatinga hiperxerófila; solo arenoso, relevo plano; frequente; fruto marrom.",NA,NA,NA,NA,"L.","Silva, M.L.","Rio Grande do Norte",NA,"distrito de Alagoinha, Fazenda Experimental Rafael Fernandes.","Mossoró","-37.395833","-5.051667","83","83",NA,NA,"37W23'45","5S03'06","2007","08","01",NA,NA,NA,NA,NA
"611","2015-05-20 10:37:12-03","UFERSA","MOSS","4463","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Oliveira, O.F. de","736","1979","06","01","América do Sul","Brasil",NA,NA,NA,NA,NA,NA,NA,"L.","Vodicka, M.R.","Rio Grande do Norte",NA,"BR 304.","Mossoró","-37.344167","-5.1875","16","16",NA,NA,"37W20'39","5S11'15","1979","08","28",NA,NA,NA,NA,NA
"612","2015-05-20 10:37:12-03","UFERSA","MOSS","8899","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Oliveira, R.C.","1807","2006","09","13","América do Sul","Brasil",NA,NA,"liana; coletada na caatinga hiperxerófila; frequente; flor alva; fruto castanho.",NA,NA,NA,NA,"L.","Oliveira, R.C.","Rio Grande do Norte",NA,"distrito de Alagoinha.","Mossoró","-37.405","-5.053889",NA,NA,NA,NA,"37W24'18","5S03'14","2006","09","13",NA,NA,NA,NA,NA
"613","2020-08-31 09:10:00-03","INPA","INPA","106551","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Amaral, IL do","170","1982","10","21","Southern America","Brasil",NA,NA,NA,"INPA0106551","Dicotyledon Com-Clade","Sapindales",NA,"L.","Acevedo-Rodríguez, P","Amazonas","INPA0106551 INPA0106551_e INPA0106551_e1","Estrada do aeroporto, Estrada do Aeroporto","Tefé","-64.7114","-3.3544",NA,NA,NA,NA,"-64.7114","-3.3544","1985",NA,NA,NA,NA,NA,NA,NA
"614","2020-08-31 09:10:00-03","INPA","INPA","85276","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Madison, M","PFE691","1978","10","26","Southern America","Brasil",NA,NA,NA,"INPA0085276","Dicotyledon Com-Clade","Sapindales",NA,"L.","Acevedo-Rodríguez, P","Amazonas","INPA0085276 INPA0085276_e INPA0085276_e1","Foz do Rio Curicuriari, Na foz do rio Curicuriari","São Gabriel da Cachoeira","-66.858106","-0.231284",NA,NA,NA,NA,"-66.858106","-0.231284","2008",NA,NA,NA,NA,NA,NA,NA
"615","2020-08-31 09:10:00-03","INPA","INPA","94884","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Ahumada, O","3010","1979","02","07","Southern America","Argentina",NA,NA,NA,"INPA0094884","Dicotyledon Com-Clade","Sapindales",NA,"L.",NA,"San Martín","INPA0094884 INPA0094884_e","11 Km NE de La Cruz, Ruta Nac. nº 40","Corrientes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","2020-08-31 09:10:00-03","INPA","INPA","48525","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Junk, WJ","226","1975","01","21","Southern America","Brasil",NA,NA,NA,"INPA0048525","Dicotyledon Com-Clade","Sapindales",NA,"L.",NA,"Amazonas",NA,"Lago Janauari, Lago Janauari.","Manaus","-60.333333","-3.333333",NA,NA,NA,NA,"-60.333333","-3.333333",NA,NA,NA,NA,NA,NA,NA,NA
"617","2020-08-31 09:10:00-03","INPA","INPA","3218","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Almeida, JC de","INPA3218","1955","12","28","Southern America","Brasil",NA,NA,NA,"INPA0003218","Dicotyledon Com-Clade","Sapindales",NA,"L.","Acevedo-Rodríguez, P","Amazonas","INPA0003218 INPA0003218_e INPA0003218_e1","Pico das Águas, Pico das Águas","Manaus","-60.0250015258789","-3.10193991661072",NA,NA,"138090","auto",NA,NA,"2008",NA,NA,NA,NA,NA,NA,NA
"618","2020-08-31 09:10:00-03","INPA","INPA","13297","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum microcarpum","Rodrigues, WA","4770","1962","11","05","Southern America","Brasil",NA,NA,NA,"INPA0013297","Dicotyledon Com-Clade","Sapindales","microcarpum","(Kunth) Blume","Acevedo-Rodríguez, P","Amazonas","INPA0013297 INPA0013297_e INPA0013297_e1","Cucuí, Rio Negro, boca do rio Xié","São Gabriel da Cachoeira","-66.85","1.2",NA,NA,NA,NA,"-66.85","1.2","2008",NA,NA,NA,NA,NA,NA,NA
"619","2020-08-31 09:10:00-03","INPA","INPA","151134","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum microcarpum","Thomas, WW","4614","1985","10","26","Southern America","Brasil",NA,NA,NA,"INPA0151134","Dicotyledon Com-Clade","Sapindales","microcarpum","(Kunth) Blume","Acevedo-Rodríguez, P","Mato Grosso","INPA0151134_e INPA0151134_e1","16 km NW of Porto Jofre on MT060 to Poconé., Pantanal 16 Km NW of Porto Jofre on Transpantaneira (MT 060) to Poconé","Poconé","-56.916667","-17.25",NA,NA,NA,NA,"-56.916667","-17.25","1986",NA,NA,NA,NA,NA,NA,NA
"620","2020-08-31 09:10:00-03","INPA","INPA","228766","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum microcarpum","Acevedo-Rodríguez, P","14645","2008","08","19","Southern America","Brasil",NA,NA,NA,"INPA0228766","Dicotyledon Com-Clade","Sapindales","microcarpum","(Kunth) Blume",NA,"Amazonas","INPA0228766 INPA0228766_e","Rio Içana, Tunuí, Open area. on fringes of village. Tunuí (community on middle Rio Içana).","São Gabriel da Cachoeira","-68.15","-1.383333",NA,NA,NA,NA,"-68.15","-1.383333",NA,NA,NA,NA,NA,NA,NA,NA
"621","2020-08-31 09:10:00-03","INPA","INPA","128353","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum microcarpum","Hill, SR","12901","1983","06","28","Southern America","Brasil",NA,NA,NA,"INPA0128353","Dicotyledon Com-Clade","Sapindales","microcarpum","(Kunth) Blume","Acevedo-Rodríguez, P","Amazonas","INPA0128353 INPA0128353_e","Canuma, E side of rio Canuma, Canumã, E bank of rio Canumã","Maués","-59.066667","-4.033333",NA,NA,NA,NA,"-59.066667","-4.033333",NA,NA,NA,NA,NA,NA,NA,NA
"622","2020-08-31 09:10:00-03","INPA","INPA","124819","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum microcarpum","Mota, CDA da","83-94",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"INPA0124819","Dicotyledon Com-Clade","Sapindales","microcarpum","(Kunth) Blume",NA,"Acre","INPA0124819 INPA0124819_e","Campus Universitário","Rio Branco","-67.8099975585938","-9.9747200012207",NA,NA,"178770","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","2020-07-10 09:49:16-03","MBML","MBML-HERBARIO","28079",NA,"Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","L. Kollmann","9389","2006","11","06",NA,"Brasil",NA,NA,"Erva no sol, terreno baldio. Pétalas brancas e sépalas marrons avermelhadas. Frutos verdes.","MBML028079",NA,NA,NA,"L.","S.Obando & J.Urdampilleta/Maio-2008","Espírito Santo",NA,"Jardim da Montanha","Santa Teresa","-40.587222","-19.941111",NA,NA,NA,NA,"40W35'14","19S56'28",NA,NA,NA,NA,NA,NA,NA,NA
"624","2021-01-09 21:48:53-03","UNICENTRO","HUCO","2763","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Oliveira, F.M.","s.n.","2008","05","05",NA,"Brasil",NA,NA,NA,"HUCO002763",NA,NA,NA,"L.","Oliveira, F.M.","Paraná",NA,NA,"Irati","-50.6511001586914","-25.4671993255615",NA,NA,"47271","auto",NA,NA,"2008",NA,NA,NA,NA,NA,NA,NA
"625","2020-07-15 14:43:41-03","UNESP-RC","HRCB","44885","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Pivetta",NA,"1968","04","20",NA,"Brasil",NA,NA,"escandescente, flor branca",NA,NA,NA,NA,"Linnaeus","Pivetta","Rio Grande do Sul",NA,NA,"Ruinas de São Miguel",NA,NA,"500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","2020-07-15 14:43:41-03","UNESP-RC","HRCB","45565","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Pivetta","642","1955","02","13",NA,"Brasil",NA,NA,"Escandescente, flor branca",NA,NA,NA,NA,"L.","Rambo","Rio Grande do Sul",NA,NA,"Augusto Pestana","-53.9921989440918","-28.5168991088867","450","450","15366","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","2020-07-15 14:43:41-03","UNESP-RC","HRCB","44886","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Pivetta",NA,"1968","07","20",NA,"Brasil",NA,NA,"escandescente, flor branca",NA,NA,NA,NA,"Linnaeus","Pivetta","Rio Grande do Sul",NA,NA,"Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","2017-11-24 14:12:26-02","UFLA","ESAL","20775","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Atala, CA","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"liana; ; branca;",NA,NA,NA,NA,"L.",NA,"Minas Gerais",NA,NA,"São João Del Rei","-44.2616996765137","-21.1355991363525",NA,NA,"39093","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","2018-10-09 16:32:15-03","UFLA","ESAL","1200","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Heringer, EP","199",NA,NA,NA,NA,"Brasil",NA,NA,"; ; ;",NA,NA,NA,NA,"L.","Biológico - SP","Minas Gerais",NA,"UFLA","Lavras","-44.999444","-21.245278",NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA
"630","2018-10-09 16:32:15-03","UFLA","ESAL","1989","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Carvalho, DA","117",NA,NA,NA,NA,"Brasil",NA,NA,"liana; ; ;; formação antrópica",NA,NA,NA,NA,"L.","J. Tamashiro - UNICAMP","Minas Gerais",NA,"Fazenda Sarubá","Lavras","-44.999444","-21.245278",NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA
"631","2018-10-09 16:32:15-03","UFLA","ESAL","7687","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Gavilanes, ML","1.300",NA,NA,NA,NA,"Brasil",NA,NA,"liana; 2,0; branca; inflode; formação antrópica",NA,NA,NA,NA,"L.",NA,"Minas Gerais",NA,"Campus da UFLA","Lavras","-44.999444","-21.245278",NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA
"632","2017-11-24 14:12:26-02","UFLA","ESAL","10386","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","D' Angelo Neto, S","92",NA,NA,NA,NA,"Brasil",NA,NA,"liana; 0,50; brancacenta;; caatinga",NA,NA,NA,NA,"L.",NA,"Minas Gerais",NA,NA,"Francisco Sá","-43.4883003234863","-16.4757995605469",NA,NA,"45875","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","2017-11-24 14:12:26-02","UFLA","ESAL","5833","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Melo, PHA; Góis, L","2570",NA,NA,NA,NA,"Brasil",NA,NA,"liana; ; ; imaturo verde; palustre",NA,NA,NA,NA,"L.",NA,"Minas Gerais",NA,"APA Sabonetal, fazenda Colorado","Itacarambi","-44.0918998718262","-15.1021995544434","4","4","47793","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","2017-11-24 14:12:26-02","UFLA","ESAL","8286","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Gavilanes, ML","2.577",NA,NA,NA,NA,"Brasil",NA,NA,"liana; 2,0; creme; cápsula inflada; formação antrópica",NA,NA,NA,NA,"L.",NA,"Minas Gerais",NA,NA,"Nepomuceno","-45.2358016967773","-21.2357997894287",NA,NA,"21895","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","2017-11-24 14:12:26-02","UFLA","ESAL","18546","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Appolinário, V; Altoé, T","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"liana; ; ;",NA,NA,NA,NA,"L.",NA,"Minas Gerais",NA,"Fazenda do Faria","Nepomuceno","-45.2358016967773","-21.2357997894287",NA,NA,"21895","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","2017-11-24 14:12:26-02","UFLA","ESAL","18545","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Appolinário, V; Altoé, T","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"liana; ; ;",NA,NA,NA,NA,"L.",NA,"Minas Gerais",NA,"Fazenda do Faria","Nepomuceno","-45.2358016967773","-21.2357997894287",NA,NA,"21895","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","2019-12-17 13:53:24-03","UFLA","ESAL","18503","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Appolinário, V; Meireles, T; Silveira, GM","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"; ; cálice verde e corola branca;",NA,NA,NA,NA,"L.",NA,"Minas Gerais",NA,"Fazenda do Faria","Nepomuceno","-45.2358016967773","-21.2357997894287",NA,NA,"21895","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","2017-11-24 14:12:26-02","UFLA","ESAL","27258","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Urdampilleta, JD","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"; ; ; frutos verdes",NA,NA,NA,NA,"L.","Juan D. Urdampilleta","Paraná",NA,NA,"Primeiro de Maio","-51.0283012390137","-22.8505992889404",NA,NA,"18944","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","2018-10-09 16:32:15-03","UFLA","ESAL","14975","S","Plantae","Sapindaceae","Cardiospermum","halicacabum var. microcar","Cardiospermum halicacabum var. microcar","Appolinário, V","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"liana; ; ;",NA,NA,NA,NA,"(Kunth) Blume","Appolinário, V","Minas Gerais",NA,"UFLA, Reserva da subestação","Lavras","-44.999444","-21.245278",NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA
"640","2018-08-28 14:52:42-03","UPF","RSPF","998","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","G. Silva",NA,"1989","09","16","América do Sul","Brasil",NA,NA,"<ll>dwc_commonname:</ll> Balãozinho",NA,NA,NA,NA,"L.",NA,"Rio Grande do Sul",NA,NA,"Passo Fundo","-52.4067001342773","-28.2628002166748",NA,NA,"25060","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","2019-06-10 10:11:39-03","FZB-BH","BHZB","3803","S","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","Andrade, I.R. et al.",NA,"2003","05","08",NA,"Brasil",NA,NA,"Com duplicata (3 exemplares).",NA,NA,NA,NA,NA,"J.A., Lombardi","MG",NA,"Furados","Jaíba","-43.6744003295898","-15.3382997512817",NA,NA,"47016","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","2021-01-26 13:58:29-03","IMA","MAC","20732","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","R.P.Lyra-Lemos; et al.","8258","2004","06","25",NA,"Brasil",NA,NA,"Trepadeira. Flores brancas. Frutos jovens verdes.; Caatinga.","MAC0020732",NA,NA,NA,"L.","E.C.O.Chagas","Alagoas","MAC0020732","Próximo a margem da AL-220.","Arapiraca","-37.103056","-10.256944",NA,NA,NA,NA,"-37.103056","-10.256944","2009","03","16",NA,NA,NA,NA,NA
"643","2021-01-26 13:58:29-03","IMA","MAC","30996","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","R.P.Lyra-Lemos; et al.","10599","2007","08","26",NA,"Brasil",NA,NA,"Erva. Flores amarelas.; Brejo de Altitude.","MAC0030996",NA,NA,NA,"L.","E.C.O.Chagas","Alagoas","MAC0030996","Estrada de Mata Grande para Santa Cruz.","Mata Grande","-37.751389","-10.255",NA,NA,NA,NA,"-37.751389","-10.255","2009","03","16",NA,NA,NA,NA,NA
"644","2021-01-26 13:58:29-03","IMA","MAC","2382","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","M.N.R.Staviski; G.L.Esteves; O. Viégas; A.Lima","84","1980","10","28",NA,"Brasil",NA,NA,"Trepadeira.; Mata pluvial tropical.","MAC0002382",NA,NA,NA,"L.","E.C.O.Chagas","Alagoas","MAC0002382","Fazenda Pau brasil, Km 127 da Br 101.","São Miguel dos Campos","-36.923358","-9.783111",NA,NA,NA,NA,"-36.923358","-9.783111","2009","03","16",NA,NA,NA,NA,NA
"645","2021-01-26 13:58:29-03","IMA","MAC","20486","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","D.Coelho","558","2002","07","04",NA,"Brasil",NA,NA,"Trepadeira. Inflorescência branca, estames amarelos. Frutos tricosos imaturos verdes e maduros marrom-claro.; Caatinga arbórea.","MAC0020486",NA,NA,NA,"L.","E.C.O.Chagas","Sergipe","MAC0020486","Região do progama Xingó, Fazendo Brejo.","Canidé do São Francisco","-37.968861","-9.721694",NA,NA,NA,NA,"-37.968861","-9.721694","2009","03","16",NA,NA,NA,NA,NA
"646","2021-01-26 13:58:29-03","IMA","MAC","2330","PreservedSpecimen","Plantae","Sapindaceae","Cardiospermum","halicacabum","Cardiospermum halicacabum","R.P.Lyra-Lemos; M.N.Staviski","651","1982","07","23",NA,"Brasil",NA,NA,"Trepadeira. Flores brancas.; Ruderal de beira de estrada.","MAC0002330",NA,NA,NA,"L.","E.C.O.Chagas","Alagoas","MAC0002330","AL-220, a 3 km de Delmiro.","Delmiro Gouveia","-37.9991989135742","-9.38860988616943",NA,NA,"26470","auto",NA,NA,"2009","03","16",NA,NA,NA,NA,NA
