"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","class","order","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","continentOcean","preparationType","previousCatalogNumber","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","fieldNumber","sex"
"447","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Bernoulli, KG","s.n.",NA,NA,NA,"?",NA,NA,"ad San Cristobal prov. Alto-Verapaz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Picarda, L","287",NA,NA,NA,"?",NA,NA,"prope Furcy in praeruptis ad saxa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Picarda, L","287?",NA,NA,NA,"?",NA,NA,"prope Furcy in praeruptis ad saxa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Cario, OR","552",NA,NA,NA,"?",NA,NA,"ad San Cristobal prov. Alto-Verapaz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Bernoulli, KG","s.n.",NA,NA,NA,"?",NA,NA,"ad San Cristobal prov. Alto-Verapaz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Riedel, L","54?b",NA,NA,NA,"Brazil","Rio de Janeiro","Magé","IBB/Fazenda da Mandioca, Magé, RJ, in arboribus prope Mandiocca","-43.166667","-22.566667","-43.166667","-22.566667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"453","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Riedel, L","54?",NA,NA,NA,"Brazil","Rio de Janeiro","Magé","IBB/Fazenda da Mandioca, Magé, RJ, in arboribus prope Mandiocca","-43.166667","-22.566667","-43.166667","-22.566667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"454","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Sello, HL","B1345?",NA,NA,NA,"Brazil",NA,NA,"in prov. Matto-Grosso ad Cubatão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"455","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Miers, J","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in rupibus ad Serra dos Orgãos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"456","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Sello, HL","C363",NA,NA,NA,"Brazil",NA,NA,"in prov. Matto-Grosso ad Cubatão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"457","2017-09-11 17:11:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Burchell, WJ","1105-16","1825","10","19","Brazil","Minas Gerais","Descoberto","IBB/Descoberto do Rio Novo, Descoberto, MG, Descoberto do Rio Novo","-42.967778","-21.46","-42.967778","-21.46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"458","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Glaziou, AFM","17242?",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Habitat in prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"459","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Miers, J","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in rupibus ad Serra dos Orgãos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"460","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Sello, HL","B1345",NA,NA,NA,"Brazil",NA,NA,"in prov. Matto-Grosso ad Cubatão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"461","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Schwacke, CAW","s.n.",NA,NA,NA,"Brazil","Santa Catarina",NA,"in rupibus ad Desterro prov. S. Catharina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"462","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Riedel, L","54b",NA,NA,NA,"Brazil","Rio de Janeiro","Magé","IBB/Fazenda da Mandioca, Magé, RJ, in arboribus prope Mandiocca","-43.166667","-22.566667","-43.166667","-22.566667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"463","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Glaziou, AFM","18519?",NA,NA,NA,"Brazil",NA,NA,"in Brasilia austro-orientali loco haud indicato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"464","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Claussen, P","160?",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"ad Novo-Friburgo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"465","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Glaziou, AFM","17242",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Habitat in prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"466","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Schwacke, CAW","s.n.",NA,NA,NA,"Brazil","Santa Catarina",NA,"in rupibus ad Desterro prov. S. Catharina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"467","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Nicholls, HAA","48?",NA,NA,NA,"Dominica",NA,NA,"ins. Dominica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"468","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Glaziou, AFM","14325",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Habitat in prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"469","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Sello, HL","C363?",NA,NA,NA,"Brazil",NA,NA,"in prov. Matto-Grosso ad Cubatão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"470","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Glaziou, AFM","18519",NA,NA,NA,"Brazil",NA,NA,"in Brasilia austro-orientali loco haud indicato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"471","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Glaziou, AFM","14325?",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Habitat in prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"472","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Poiteau, PA","s.n.",NA,NA,NA,"Dominica",NA,NA,"ins S. Domingo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"473","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Burchell, WJ","1105-16",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Habitat in prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"474","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Riedel, L","54",NA,NA,NA,"Brazil","Rio de Janeiro","Magé","IBB/Fazenda da Mandioca, Magé, RJ, in arboribus prope Mandiocca","-43.166667","-22.566667","-43.166667","-22.566667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"475","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Claussen, P","160",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"ad Novo-Friburgo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"476","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Moura, JT de","118",NA,NA,NA,"Brazil","Rio de Janeiro","Teresópolis","ad Serra das Araras et ad Serra dos Penitentes prope Theresopolis","-42.9656","-22.4122",NA,NA,NA,NA,NA,NA,NA,NA,NA,"38539",NA,NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"477","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Moura, JT de","70?",NA,NA,NA,"Brazil","Rio de Janeiro","Teresópolis","ad Serra das Araras et ad Serra dos Penitentes prope Theresopolis","-42.9656","-22.4122",NA,NA,NA,NA,NA,NA,NA,NA,NA,"38539",NA,NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"478","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Moura, JT de","118?",NA,NA,NA,"Brazil","Rio de Janeiro","Teresópolis","ad Serra das Araras et ad Serra dos Penitentes prope Theresopolis","-42.9656","-22.4122",NA,NA,NA,NA,NA,NA,NA,NA,NA,"38539",NA,NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"479","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Poeppig, EF","s.n.",NA,NA,NA,"Cuba",NA,NA,"in Cuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"480","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Lehmann, FC","1265?",NA,NA,NA,"Costa Rica",NA,NA,"in Costa-Rica sylvis virgineis prope S. Isidro altit. 1500m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"481","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Lehmann, FC","1265",NA,NA,NA,"Costa Rica",NA,NA,"in Costa-Rica sylvis virgineis prope S. Isidro altit. 1500m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"482","2017-09-11 17:11:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Wright, C","3333",NA,NA,NA,"Cuba",NA,NA,"in Cuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"483","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Poeppig, EF","s.n.",NA,NA,NA,"Cuba",NA,NA,"in Cuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"484","2017-09-11 17:11:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Wright, C","3333",NA,NA,NA,"Cuba",NA,NA,"In Cuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"485","2017-09-11 17:11:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Wright, C","630?",NA,NA,NA,"Cuba",NA,NA,"in Cuba orientali prope Monte Verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"486","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Poiteau, PA","s.n.",NA,NA,NA,"Dominica",NA,NA,"ins S. Domingo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"487","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Imray, J","s.n.",NA,NA,NA,"Dominica",NA,NA,"ins. Dominica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"488","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Nicholls, HAA","137",NA,NA,NA,"Dominica",NA,NA,"ins. Dominica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"489","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Imray, J","s.n.",NA,NA,NA,"Dominica",NA,NA,"ins. Dominica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"490","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Imray, J","179?",NA,NA,NA,"Dominica",NA,NA,"ins. Dominica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"491","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Broadway, WE","1100",NA,NA,NA,"Grenada",NA,NA,"ins. Grenada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"492","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Jameson, W","s.n.",NA,NA,NA,"Ecuador",NA,NA,"in Ecuador supra arbores ad Aveludona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"493","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Elliott, WR","s.n.",NA,NA,NA,"Grenada",NA,NA,"ins. Grenada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"494","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Patris, JB","s.n.",NA,NA,NA,"French Guiana",NA,NA,"prope Cayenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"495","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Patris, JB","s.n.",NA,NA,NA,"French Guiana",NA,NA,"prope Cayenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"496","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Mélinon, M","116",NA,NA,NA,"French Guiana",NA,NA,"in Guiana gallica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"497","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Mélinon, M","116?",NA,NA,NA,"French Guiana",NA,NA,"in Guiana gallica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"498","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Sherring, RV","272",NA,NA,NA,"Grenada",NA,NA,"ins. Grenada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"499","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Eggers, HFA","6413?",NA,NA,NA,"Grenada",NA,NA,"ins. Grenada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"500","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Eggers, HFA","6135?",NA,NA,NA,"Grenada",NA,NA,"ins. Grenada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"501","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Eggers, HFA","6135",NA,NA,NA,"Grenada",NA,NA,"ins. Grenada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"502","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Duss, A","3361",NA,NA,NA,"Guadeloupe",NA,NA,"ins. Guadalupa, altit. 250-800m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Duchassaing, EP","s.n.",NA,NA,NA,"Guadeloupe",NA,NA,"ins. Guadalupa, altit. 250-800m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Duss, A","3361?",NA,NA,NA,"Guadeloupe",NA,NA,"ins. Guadalupa, altit. 250-800m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Duchassaing, EP","s.n.",NA,NA,NA,"Guadeloupe",NA,NA,"ins. Guadalupa, altit. 250-800m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Friedrichsthal, ER","1020",NA,NA,NA,"Guatemala",NA,NA,"in Guatemale ins. Ometepe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"507","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Friedrichsthal, ER","1020?",NA,NA,NA,"Guatemala",NA,NA,"in Guatemale ins. Ometepe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"508","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Parker, CS","s.n.",NA,NA,NA,"Guyana",NA,NA,"in Guiana anglica ad Demerara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"509","2017-09-11 17:11:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Parker, CS","s.n.",NA,NA,NA,"Guyana",NA,NA,"in Guiana anglica ad Demerara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
