"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","typeStatus","fieldNumber","class","individualCount","previousCatalogNumber","sex"
"11","2019-10-09 11:10:30-03","UFBA","ALCB","106579","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Heterocondylus","pumilus","Heterocondylus pumilus","(Gardner) R.M.King & H.Rob.","Quaresma, AS","Franco, IM; Andrino, CO; Costa, LCB; Costa, FN","814","2011","06","03","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","parque estadual do Rio Preto. Chapada do couto","-43.318333","-18.210833",NA,"ca. 50 cm em solo pedregoso. População numerosa. Caule verde a vináceo. Invólucro verde-vináceo. Flores rosas.",NA,NA,"1577","1577","2013","04","-43.318333","-18.210833",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-10-09 11:10:30-03","UFBA","ALCB","106617","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Heterocondylus","pumilus","Heterocondylus pumilus","(Gardner) R.M.King & H.Rob.","Quaresma, AS","Araújo, MI; Marques, D; Araújo, MI; Silva, KR","1036","2012","06","27","Southern America","Brasil","Minas Gerais","Diamantina","Parque Estadual do Biribiri, Morro do Beija Flor, descendo pela, Casa dos Ventos","-43.601667","-18.181389",NA,"entre gramíneas, e em solo arenoso em cima de afloramento rochoso. Capítulos com invólucro verde vináceo. Flores e estiletes lilás esbranquiçados.",NA,NA,"1388","1388","2013","04","-43.601667","-18.181389",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-10-09 11:10:30-03","UFBA","ALCB","108342","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Heterocondylus","pumilus","Heterocondylus pumilus","(Gardner) R.M.King & H.Rob.",NA,"Quaresma, AS; Gonçalves, DJP; Roque, N","187","2011","06","26","Southern America","Brasil","Minas Gerais","Diamantina","Estrda para Conselheiro Mata","-43.720556","-18.282778",NA,"a subarbusto de até 40 cm. Bracteas involucrais verde vinaceas, papus alvo, corola e estigma arroxeados. Em fenda de rocha, solo arenoso.",NA,NA,"1371","1371",NA,NA,"-43.720556","-18.282778",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-10-09 11:10:30-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Heterocondylus","pumilus","Heterocondylus pumilus","(Gardner) R.M.King & H.Rob.","Quaresma, AS","Franco, IM; Andrino, CO; Costa, LCB; Costa, FN","814","2011","06","03","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","parque estadual do Rio Preto. Chapada do couto","-43.318333","-18.210833",NA,"ca. 50 cm em solo pedregoso. População numerosa. Caule verde a vináceo. Invólucro verde-vináceo. Flores rosas.",NA,NA,"1577","1577","2013","04","-43.318333","-18.210833",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-10-09 11:10:30-03","UFBA","ALCB","106614","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Heterocondylus","pumilus","Heterocondylus pumilus","(Gardner) R.M.King & H.Rob.","Quaresma, AS","Franco, IM; Andrino, CO; Costa, FN; Costa, LCB","804","2011","06","03","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto. Chapada do Couto.","-18.85","-18.216944",NA,"em solo arenoso. Caule vináceo na extremidade dos ramos. Invólucro verde vináceo. Flores rosas. Presença de visitante (mariposa).",NA,NA,"1592","1592","2013","04","-18.85","-18.216944",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:01:40-03","ESALQ","ESA","9713","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Eupatorium","jaraguense","Eupatorium jaraguense","B.L.Robinson","Esteves, R.L.","Souza, V.C. et al.","3523.0","1993","05","19",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA009713",NA,NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:01:40-03","ESALQ","ESA","11668","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Eupatorium","jaraguense","Eupatorium jaraguense","B.L.Robinson","Esteves, R.L.","Souza, V.C. et al.","3274.0","1993","04","21",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA011668",NA,NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:01:41-03","ESALQ","ESA","63305","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Heterocondylus","pumillus","Heterocondylus pumillus",NA,"Nakajima, J.","Scaramuzza, C.A.M. ; Souza, V.C.",NA,"1993","01","01",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA063305",NA,NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:01:41-03","ESALQ","ESA","94166","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Heterocondylus","pumilus","Heterocondylus pumilus","(Gardner) R.M. king & H. Rob.","Contro, F.L.","Souza, V.C.; Rando, J.G.; Ferreira, M.A.P.","32204.0","2004","07","21",NA,"Brasil","Minas Gerais","Ouro Branco","Serra do Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,"ESA094166","ESA094166",NA,NA,NA,NA,NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"20","2020-11-04 11:01:41-03","ESALQ","ESA","103477","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Heterocondylus","pumilus","Heterocondylus pumilus",NA,"Fernandes, A.C.","Roth, L.","1441.0",NA,NA,NA,NA,"Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,"ESA103477","ESA103477",NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:01:41-03","ESALQ","ESA","32449","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Heterocondylus","pumilus","Heterocondylus pumilus","(Gardner) R.M. King & H.Rob.","Teles, A.M.","Souza, V.C. et al.","11641.0","1996","07","04",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA032449",NA,NA,NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:01:41-03","ESALQ","ESA","92041","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Heterocondylus","pumilus","Heterocondylus pumilus","(Gardner) R.M. King & H.Rob.","Contro, F.L.","Durna","207.0","2002","08","08",NA,"Brasil","São Paulo","Itirapina",NA,"-47.8199996948242","-22.25",NA,NA,"ESA092041",NA,NA,NA,NA,NA,NA,NA,NA,"22843","auto",NA,NA,NA,NA,NA,NA
"23","2020-11-04 10:55:07-03","ESALQ","ESA","137038","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Heterocondylus","reitzii","Heterocondylus reitzii","R.M. King & H. Rob.","E. Barboza","J.M. Silva","8507.0","2014","03","28",NA,"Brasil","Paraná","Campina Grande do Sul","Bruna","-49.0553016662598","-25.3055992126465",NA,NA,"ESA137038",NA,NA,NA,"2014","05",NA,NA,"14","55154","auto",NA,NA,NA,NA,NA,NA
"24","2020-11-04 10:55:07-03","ESALQ","ESA","137339","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Heterocondylus","reitzii","Heterocondylus reitzii","R.M. King & H.Rob.","M.L. Brotto","M.L. Brotto","937.0","2013","02","15",NA,"Brasil","Paraná","Piraí do Sul","Mariane","-49.948600769043","-24.5261001586914",NA,NA,"ESA137339",NA,NA,NA,"2013","02",NA,NA,"18","37171","auto",NA,NA,NA,NA,NA,NA
"25","2019-02-15 11:34:15-02","IPA","IPA","10505","S","Plantae","Plantae",NA,"Asteraceae","Heterocondylus","pumilus","Heterocondylus pumilus","(Gardner) R.M.King & H. Rob.",NA,"Pickel, B.","5264","1941","02","26","Southern America","Brasil","São Paulo","Campos do Jordão","Vila S. Adelaide.","-45.5900001525879","-22.7299995422363",NA,"Inflorescência roxa.","IPA0010505",NA,NA,NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"26","2019-02-15 11:34:15-02","IPA","IPA","10507","S","Plantae","Plantae",NA,"Asteraceae","Heterocondylus","pumilus","Heterocondylus pumilus","(Gardner) R.M.King & H. Rob.",NA,"Pickel, B.","5871","1940","03","03","Southern America","Brasil","São Paulo","São Paulo","Bosque, no campo.","-46.6300010681152","-23.5400009155273",NA,NA,"IPA0010507","IPA0010507",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"27","2019-02-15 11:34:15-02","IPA","IPA","10506","S","Plantae","Plantae",NA,"Asteraceae","Heterocondylus","pumilus","Heterocondylus pumilus","(Gardner) R.M.King & H. Rob.",NA,"Pickel, B.","5530","1941","12","01","Southern America","Brasil","São Paulo","São Paulo","Vila Prudente, em campo alto.","-46.6300010681152","-23.5400009155273",NA,"Inflorescência roxa.","IPA0010506",NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"28","2020-12-20 21:15:53-03","UFV","VIC","27589","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Heterocondylus","jaraguensis","Heterocondylus jaraguensis","(B.Robinson) R.M.King & H.Rob.",NA,"Almeida, G.S.S.; Custódio, J.","740","2007","06","27",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Trilha do morro do cachorro","-43.5080986022949","-20.2875003814697",NA,"Subarbusto de 0,7 m, brácteas involucrais glandulosas tomentosas, ápice vináceo, flores vináceas, papilho alvo.","VIC027589",NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"29","2020-12-20 21:15:53-03","UFV","VIC","26140","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Heterocondylus","pumilus","Heterocondylus pumilus","(Gardner) R.M. King & H. Rob.","Robinson, H.","Silva, J.M.; et al.","3316","2001","02","22",NA,"Brasil","Paraná","Lapa","Gruta do Monge, Zona de campo, afloramento de arenito.","-49.7158012390137","-25.7696990966797",NA,"Ereta, c.a. de 50 cm de altura; capítulo lilás.","VIC026140","VIC026140",NA,NA,"2001",NA,NA,NA,NA,"49965","auto",NA,NA,NA,NA,NA,NA
"30","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0061608","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Heterocondylus","reitzii","Heterocondylus reitzii","R.M.King & H.Rob.","H. Robinson","O. S. Ribas; C. B. Poliquesi, E. Barbosa, E. F. Costa","3335","2001","3","3",NA,"Brazil","Santa Catarina",NA,"Serra Quiriri (Mun. Campo Alegre).","-49.266111","-26.193611",NA,"Subarbusto, 70 cm, capítulo lilás.",NA,NA,"1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0057885","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Heterocondylus","reitzii","Heterocondylus reitzii","R.M.King & H.Rob.","J. N. Nakajima","J. Cordeiro","2416","2008","2","28",NA,"Brazil","Parana",NA,"Cachoeira da Mariquinha (Mun. Ponta Grossa).","-50.15","-25.0833",NA,"Erva ereta, capítulo lilás.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-11-21 14:31:52-03","UFJF","CESJ","47034","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Heterocondylus","jaraguensis","Heterocondylus jaraguensis","(B.L. Rob.) R. M. King & H. Rob.",NA,"P.L. Viana; N.F.O. Mota","1970","2006","02","26","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Burro de Ouro.","-43.8278007507324","-22.0891990661621",NA,"Arbusto em campo de altitude. Capítulos lilases.","CESJ047034","CESJ047034","1620","1620",NA,NA,NA,NA,NA,"20815","auto",NA,NA,NA,NA,NA,NA
"33","2019-11-21 14:31:52-03","UFJF","CESJ","43118","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Heterocondylus","pumilus","Heterocondylus pumilus","(Gardn.) R.M.King & H.Rob.","A.C. Fernandes","F.M. Ferreira","777","2004","12","29","América do Sul","Brasil","Minas Gerais","Baependi","Toca dos Urubus","-44.8899993896484","-21.9589004516602",NA,"Erva ca. de 30 cm, capítulos liáses.","CESJ043118","CESJ043118",NA,NA,"2013","05",NA,NA,NA,"29865","auto",NA,NA,NA,NA,NA,NA
"34","2020-06-30 18:31:59-03","UFJF","CESJ","53599","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Heterocondylus","pumilus","Heterocondylus pumilus","(Gardn.) R.M.King & H.Rob.","R.Borges","R.C. Forzza; M.Magenta; L.Aona; E.Berman; M.M. Saavedra; D. Zappi","3487","2004","07","25","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, trilha do Monjolinho para a gruta dos Viajantes. 21º42'11 S, 43º52'52 W. Elev.: 1470m.","-43.881111","-21.703056",NA,"Campo e mata de candeias. Erva a subarbusto, 40-60cm, ramos da inflorescência e brácteas castanho-vináceos, corola rosa forte.","CESJ053599","CESJ053599","1470","1470","2006",NA,"-43.881111","-21.703056",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-11-21 14:31:52-03","UFJF","CESJ","56666","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Heterocondylus","pumilus","Heterocondylus pumilus","(Gardn.) R.M.King & H.Rob.","A.C. Fernandes","L. Menini Neto; F.R.G. Salimena; V.A.O. Dittrich; F.S. Souza; L.C.Pereira; R.Macedo; P.H. Nobre","844","2010","07","25","América do Sul","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, 22º 07.760S, 44º 43.453W. 1792 m.s.m.","-44.72925","-22.137778",NA,"Erva terrestre, no campo de altitude. Inflorescência rósea.","CESJ056666","CESJ056666","1792","1792","2013","05","-44.72925","-22.137778",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-11-21 14:31:52-03","UFJF","CESJ","1441","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Heterocondylus","pumilus","Heterocondylus pumilus","(Gardn.) R.M.King & H.Rob.","A.C. Fernandes","L. Roth","CESJ1441","1955","07","12","América do Sul","Brasil","Minas Gerais","Belo Horizonte","Serra do Curral","-43.937801361084","-19.9207992553711",NA,"Herbácea do cerrado, flores lilás. 50 cm.","CESJ001441","CESJ001441",NA,NA,"2011","10",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA
"37","2019-11-21 14:31:52-03","UFJF","CESJ","34030","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Heterocondylus","pumilus","Heterocondylus pumilus","(Gardn.) R.M.King & H.Rob.","A.C. Fernandes","F.S. Araújo; L.C.S. Assis","79","2001","06","26","América do Sul","Brasil","Minas Gerais","Lima Duarte","arredores do Parque Estadual de Ibitipoca","-43.793098449707","-21.8425006866455",NA,"Subarbusto com xilopódio, flores lilás. Comum na área, que é um transição de campo rupestre para cerrado.","CESJ034030","CESJ034030",NA,NA,"2013","05",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA
"38","2020-06-30 18:31:59-03","UFJF","CESJ","47777","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Heterocondylus","pumilus","Heterocondylus pumilus","(Gardn.) R.M.King & H.Rob.","R.Borges","F.M. Ferreira; P.L. Viana","1119","2006","03","31","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,"Erva ca. 40 cm no campo rupestre arbustivo, subida para a Lombada. Flores roxas.","CESJ047777","CESJ047777",NA,NA,"2007","04",NA,NA,"25","30417","auto",NA,NA,NA,NA,NA,NA
"39","2019-11-21 14:31:52-03","UFJF","CESJ","56827","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Heterocondylus","pumilus","Heterocondylus pumilus","(Gardn.) R.M.King & H.Rob.","J.N. Nakajima","L. Menini Neto; F.R.G. Salimena; P.H. Nobre","886","2010","09","24","América do Sul","Brasil","Minas Gerais","Aiuruoca","Parque Estadual da Serra do Papagaio, Trilha para o Retiro dos Pedros. UTM (23K), 0531780, 7562188. 2044 m.s.m.","-44.603099822998","-21.9755992889404",NA,"Planta herbácea, no campo, em solo arenoso/pedregoso. Folhas verde-escuras, flores róseo-escuras.","CESJ056827",NA,NA,NA,"2013","06",NA,NA,NA,"27460","auto",NA,NA,NA,NA,NA,NA
"40","2020-06-30 18:31:59-03","UFJF","CESJ","29056","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Heterocondylus","pumilus","Heterocondylus pumilus","(Gardn.) R.M.King & H.Rob.","A.C. Fernandes","F.R.G. Salimena","488","1996","05","01","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,"Arbusto ca. 80 cm, capítulos roxos, pappus alvo. Entre gramíneas, no campo rupestre, próximo ao Cruzeiro.","CESJ029056","CESJ029056",NA,NA,"2013","04",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA
"41","2019-11-21 14:31:52-03","UFJF","CESJ","59456","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Heterocondylus","pumilus","Heterocondylus pumilus","(Gardn.) R.M.King & H.Rob.","J. Cordeiro; E..Lozano","J.M. Silva; J. Cordeiro; C.B. Poliquesi","7177","2009","04","29","América do Sul","Brasil","Paraná","São Mateus do Sul","Colônia Iguaçu","-50.3828010559082","-25.8742008209229",NA,"Arbustivo, capítulos rosados. Margens do Rio Iguaçu.","CESJ059456","CESJ059456",NA,NA,"2010",NA,NA,NA,NA,"31353","auto",NA,NA,NA,NA,NA,NA
"42","2019-11-21 14:31:52-03","UFJF","CESJ","39701","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Heterocondylus","reitzii","Heterocondylus reitzii","R. M. King & H. Rob.","H. Robinson","J.M. Silva; O.S. Ribas; J. Cordeiro","3316","2001","02","22","América do Sul","Brasil","Paraná","Lapa","Gruta do Monge","-49.7158012390137","-25.7696990966797",NA,"Ereta, 50 cm, capítulo lilás. Zona de campo, afloramentos de arenito.","CESJ039701","CESJ039701",NA,NA,"2001",NA,NA,NA,NA,"49965","auto",NA,NA,NA,NA,NA,NA
"43","2019-11-21 14:31:52-03","UFJF","CESJ","59152","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Heterocondylus","reitzii","Heterocondylus reitzii","R. M. King & H. Rob.","J.K.Nakajima","J. Cordeiro","2416","2008","02","28","América do Sul","Brasil","Paraná","Ponta Grossa","Cachoeira da Mariquinha","-50.1618995666504","-25.0949993133545",NA,"Erva ereta, capítulo lilás. Nos afloramentos rochosos.","CESJ059152","CESJ059152",NA,NA,"2009",NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"44","2019-11-21 14:31:52-03","UFJF","CESJ","59112","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Heterocondylus","reitzii","Heterocondylus reitzii","R. M. King & H. Rob.","J.N. Nakajima","J. Cordeiro","2416","2008","02","28","América do Sul","Brasil","Paraná","Ponta Grossa","Cachoeira da Mariquinha","-50.1618995666504","-25.0949993133545",NA,"Erva ereta, capítulo lilás. Nos afloramentos rochosos.","CESJ059112","CESJ059112",NA,NA,"2009",NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"45","2021-04-07 11:41:28-03","UFMS","CGMS","54760","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Heterocondylus","pumilus","Heterocondylus pumilus","(Gardner) R.M.King & H.Rob.","A. Pott","A.H.A Souza; B.B.Brandão; L.M.Bergamo; A. Pott","9","2015","11","19",NA,"Brasil","Mato Grosso do Sul","Alcinópolis","Parque Estadual das Nascentes do Rio Taquari.","-53.5425","-18.0925",NA,"Flor roxa, isomórfica. Habitat: Cerrado Stricto Sensu. Habito: Erva, 1m de altura.","CGMS004505",NA,"405","405","2018","10","-53,5425","-18,0925","22",NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-11-27 13:46:17-03","UFS","ASE","20848","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Heterocondylus","pumilus","Heterocondylus pumilus","(Gardner)","Franco, IM","Souza, VC; Capellari-Jr, L; Souza, JP; Scalon, VR","11641","1996","07","04","Southern America","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Fazenda Cachoeira da Capivara.","-43.4251","-19.1008",NA,"Erva; filárias roxo-escuras; flores lilares.; Erva; filárias roxo-escuras; flores lilares.; Campo arenoso com afloramentos rochosos.","ASE0027614","ASE0027614",NA,NA,"2015","01","-43.4251","-19.1008","21",NA,NA,NA,NA,NA,NA,NA,NA
