"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","month","county","decimalLongitude","decimalLatitude","day","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","class","previousCatalogNumber"
"11","2020-11-26 18:08:40-03","CPAN-UFMS","COR","7701","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S.Moore",NA,"Cristiane Campos","3","2001",NA,"Brasil","Mato Grosso do Sul",NA,"Com Flor: amarela",NA,NA,"A. Francener","04","Corumbá","-57.6533012390137","-19.0091991424561","19","Bairro Jardim dos Estados. terreno baldio de mata remanescente; calcário;.",NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA
"12","2021-03-02 16:29:00-03","CPAN-UFMS","COR","2914","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S.Moore",NA,"Bento de Jesus Fª; Nabor, M. S.; Lima, V. S.","7","2004",NA,"Brasil","Mato Grosso do Sul",NA,"Com Flor: amarela Habito: trepadeira",NA,NA,"A. Francener","09","Corumbá","-57.6533012390137","-19.0091991424561","30","Estrada Parque Pantanal.",NA,NA,NA,NA,"2012","07","04","295160","auto",NA,NA,NA,NA
"13","2020-11-26 18:08:40-03","CPAN-UFMS","COR","12070","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S.Moore",NA,"Damasceno-Junior, G.A.; Ishii, I.H.; Pott, A.; Pott, V.J.; Milliken, W. Ratter, J.A.; Yesilyurt, J.; Urquiza, M.V.; Duarte, L.C.L.","3454","2005",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,NA,"Damasceno-Junior, G.A.","02","Corumbá","-57.6533012390137","-19.0091991424561","24","Mineração Corumbaense - próximo à fazenda São João. borda de mata decídua; litólico com afloramento de hematita; Morro.",NA,NA,"800","800",NA,NA,NA,"295160","auto",NA,NA,NA,NA
"14","2020-11-26 18:08:40-03","CPAN-UFMS","COR","12317","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S.Moore",NA,"Silva Cruz,L.W.;Cruz,E.S.;Leite,R.A.","8","2004",NA,"Brasil","Mato Grosso do Sul",NA,"Com Flor: amarela",NA,NA,"A. Francener","10","Corumbá","-57.6533012390137","-19.0091991424561","20","morro.",NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA
"15","2020-11-26 18:08:40-03","CPAN-UFMS","COR","7696","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S.Moore",NA,"Viviane Miranda","24","2001",NA,"Brasil","Mato Grosso do Sul",NA,"Com Flor: amarela; Com fruto:verde claro",NA,NA,"A. Francener","06","Corumbá","-57.6533012390137","-19.0091991424561","27","Morro Cristo Redentor. morraria; calcário;.",NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA
"16","2020-11-26 18:08:40-03","CPAN-UFMS","COR","9409","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S.Moore",NA,"Damasceno Jr,G.A.","1399","1998",NA,"Brasil","Mato Grosso do Sul",NA,"Com Flor: amarela",NA,NA,"M.C.H. Mamede","03","Ladário","-57.6016998291016","-19.0046997070312","17","Estrada da Manga próx. a faz. Bandalta. Bancada Laterítica (Lagedo); Litólico e rico em Fe; Plano - levemente inclinado.",NA,NA,NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA
"17","2020-11-26 18:08:40-03","CPAN-UFMS","COR","13855","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S.Moore",NA,"Damasceno Júnior,G.A.;Ferreira,V.L.","1520","1998",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,NA,"M.C.H. Mamede","06","Ladário","-57.6016998291016","-19.0046997070312","03","Estrada da Manga próx. a faz. Bandalta. Bancada Laterítica (Lagedo); Litólico e rico em Fe; Plano - levemente inclinado.",NA,NA,"150","150",NA,NA,NA,"23141","auto",NA,NA,NA,NA
"18","2020-11-26 18:08:40-03","CPAN-UFMS","COR","9408","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S.Moore",NA,"Damasceno, G.A.Jr; Ferreira, V.L.","1345","1998",NA,"Brasil","Mato Grosso do Sul",NA,"Com Flor: amarela",NA,NA,"A. Francener","02","Ladário","-57.6016998291016","-19.0046997070312","27","Estrada da Manga próx. a faz. Bandalta. Bancada Laterítica (Lagedo); Litólico e rico em Fe; Plano - levemente inclinado.",NA,NA,"150","150",NA,NA,NA,"23141","auto",NA,NA,NA,NA
"19","2020-11-04 11:12:48-03","ESALQ","ESA","51777","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum",NA,NA,"Maria, V.R.B.",NA,NA,NA,"Brasil","Mato Grosso do Sul",NA,NA,"ESA051777",NA,"Maria, V.R.B.",NA,"Bonito","-56.4818992614746","-21.1210994720459",NA,NA,NA,NA,NA,NA,NA,NA,NA,"71352","auto",NA,NA,NA,NA
"20","2020-11-19 10:24:10-03","CPAP","CPAP","21267","PreserverdSpecimen","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S. Moore",NA,"Jesus, E. M.","425","2009",NA,"Brasil","MS",NA,"Liana 2m~. FLOR: amarela. FRUTO: . INTERESSE: Apícola. FREQUÊNCIA: Muito frequente. AMBIENTE: Beira de mata decídua. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,"S. M. Salis","01","Corumbá","-57.7875","-19.108611","20","Assentamento Tamarineiro II Sul - sítio Sr. Albino - lote-92 - trilha 3","57°47'15'' W","19°06'31'' S","153","153","2012",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-19 10:24:10-03","CPAP","CPAP","17636","PreserverdSpecimen","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S. Moore",NA,"Assis, T. C.","11","2006",NA,"Brasil","MS",NA,"Liana. FLOR: amarela. FRUTO: verde. INTERESSE: Apícola. FREQUÊNCIA: Frequente. AMBIENTE: Pasto. SUBSTRATO: solo argiloso. RELEVO: levemente ondulado.",NA,NA,"A. Francener","03","Ladário","-57.586667","-19.143333","10","Fazenda Banda Alta - trilha 1","57°35'12'' W","19°08'36'' S",NA,NA,"2012","07","04",NA,NA,NA,NA,NA,NA
"22","2020-11-19 10:24:10-03","CPAP","CPAP","19372","PreserverdSpecimen","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S. Moore",NA,"Pott, A.","12710","2005",NA,"Brasil","MS",NA,"Liana. FLOR: ausente. FRUTO: imaturo verde. INTERESSE: . FREQUÊNCIA: Esparsa. AMBIENTE: Vegetação secundária de floresta semidecidual.. SUBSTRATO: solo argiloso litólico de Fe.. RELEVO: inclinado, pé-de-serra.",NA,NA,NA,"03","Corumbá","-57.527167","-19.189583","12","Estrada Parque (MS-228), Bandalta, 20 km E de Corumbá, início da Serra do Urucum.","57°31'37,8W","19°11'22,5S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-19 10:24:10-03","CPAP","CPAP","20478","PreserverdSpecimen","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S. Moore",NA,"Jesus, E. M.","87","2008",NA,"Brasil","MS",NA,"Liana. FLOR: amarela. FRUTO: . INTERESSE: Apícola. FREQUÊNCIA: Frequente. AMBIENTE: Pasto. SUBSTRATO: solo argiloso. RELEVO: levemente ondulado. <ll>dwc_commonname:</ll> Cipó Prata",NA,NA,"S. M. Salis; E. M. Jesus","01","Ladário","-57.586667","-19.148333","23","Fazenda Banda Alta - trilha 1","57°35'12'' W","19°08'54'' S","132","132",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-19 10:24:10-03","CPAP","CPAP","21260","PreserverdSpecimen","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S. Moore",NA,"Jesus, E. M.","418","2009",NA,"Brasil","MS",NA,"Liana 13m~. FLOR: amarela. FRUTO: . INTERESSE: Apícola. FREQUÊNCIA: Muito frequente. AMBIENTE: Mata beira da estrada. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,"S. M. Salis","01","Corumbá","-57.7875","-19.108611","07","Assentamento Tamarineiro II Sul - sítio Sr. Albino - lote-92 - trilha 3","57°47'15'' W","19°06'31'' S","153","153","2012",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-19 10:24:10-03","CPAP","CPAP","21273","PreserverdSpecimen","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S. Moore",NA,"Jesus, E. M.","431","2009",NA,"Brasil","MS",NA,"Liana 2m~. FLOR: amarela. FRUTO: . INTERESSE: Apícola. FREQUÊNCIA: Pouco frequente. AMBIENTE: Mata beira da estrada. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,"S. M. Salis","01","Corumbá","-57.696389","-19.100556","21","Assentamento Taquaral - sítio 3 Irmãos - lote-225 - trilha 1","57°41'47'' W","19°06'02'' S","165","165","2012",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-19 10:24:10-03","CPAP","CPAP","21363","PreserverdSpecimen","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S. Moore",NA,"Jesus, E. M.","519","2009",NA,"Brasil","MS",NA,"Liana 2m~. FLOR: . FRUTO: fruto seco.. INTERESSE: Apícola. FREQUÊNCIA: Muito frequente. AMBIENTE: Beira de mata decidua. SUBSTRATO: solo argiloso. RELEVO: suave ondulado.",NA,NA,"S. M. Salis","04","Corumbá","-57.696389","-19.100556","27","Assentamento Taquaral - sítio 3 Irmãos - lote-225 - trilha 1","57°41'47'' W","19°06'02'' S","165","165","2012",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-19 10:24:10-03","CPAP","CPAP","21381","PreserverdSpecimen","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S. Moore",NA,"Jesus, E. M.","537","2009",NA,"Brasil","MS",NA,"Liana 1m~. FLOR: branca. FRUTO: seco. INTERESSE: Apícola. FREQUÊNCIA: Rara. AMBIENTE: Pasto. SUBSTRATO: solo argiloso. RELEVO: suave ondulado.",NA,NA,"S. M. Salis","05","Corumbá","-57.696389","-19.100556","25","Assentamento Taquaral - sítio 3 Irmãos - lote-225 - trilha 1","57°41'47'' W","19°06'02'' S","165","165","2012",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-19 10:24:10-03","CPAP","CPAP","21395","PreserverdSpecimen","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S. Moore",NA,"Jesus, E. M.","551","2009",NA,"Brasil","MS",NA,"Arbusto 1m~. FLOR: sem flor. FRUTO: maduro. INTERESSE: Apícola. FREQUÊNCIA: Rara. AMBIENTE: Beira de mata decídua. SUBSTRATO: solo argiloso. RELEVO: suave ondulado.",NA,NA,"S. M. Salis","06","Corumbá","-57.696389","-19.100556","08","Assentamento Taquaral - sítio 3 Irmãos - lote-225 - trilha 1","57°41'47'' W","19°06'02'' S","165","165","2012",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-19 10:24:10-03","CPAP","CPAP","22834","PreserverdSpecimen","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S. Moore",NA,"Pott, A.","8943","2001",NA,"Brasil","MS",NA,"Trepadeira flores ausentes e frutos imaturos, planta . Frequente.. Vegetação arbustiva arbórea caducifólia, perturbada ou secundária,. Solo: litólico de calcário-quartzo,. Relevo: inclinado, base de morro.",NA,NA,"A. Pott","04","Corumbá","-57.789444","-19.918889","19","Estrada para Gruta Ricardo Franco, Forte Coimbra, borda oeste do Pantanal","57°47'22'' W","19°55'08'' S",NA,NA,"2008","11","07",NA,NA,NA,NA,NA,NA
"30","2020-11-19 10:24:10-03","CPAP","CPAP","23737","PreserverdSpecimen","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S. Moore",NA,"Pott, A.","11124","2003",NA,"Brasil","MS",NA,"Arbusto 1,2m de altura. FLOR: ausente. FRUTO: . INTERESSE: . FREQUÊNCIA: Ocasional. AMBIENTE: Vegetação secundária de floresta decidual.. SUBSTRATO: solo argiloso vermelho. RELEVO: plano.",NA,NA,NA,"03","Corumbá","-57.661944","-17.915278","31","Fazenda Mandioré, lado Oeste da Serra do Amolar","57°39'43 W","17°54'55 S","150","150",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-04-07 11:45:44-03","UFMS","CGMS","45597","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S.Moore",NA,"A. Pott; V.J. Pott; P.R. Souza; R.A. Mauro","8943","2001",NA,"Paraguai","Alto Paraguai",NA,"Flor ausente. Fruto imaturo. Habitat: Vegetação arbustiva arbórea caducifólia, perturbada ou secundária. Solo litólico de calcário-quartzo. Relevo inclinado, base de morro. Habito: Trepadeira. Frequente.","CGMS1075566",NA,"A. Pott","04","Bahia negra","-57.7894444","-19.9188889","19","Estrada para Gruta Ricardo Franco, Forte Coimbra, borda oeste do Pantanal.","-57,7894444","-19,9188889",NA,NA,"2008","11","07",NA,NA,NA,NA,NA,NA
"32","2021-04-07 11:45:44-03","UFMS","CGMS","18015","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S.Moore",NA,"G.A. Damasceno-Junior; J.S. Velasques; I.M. Bortolotto; R.V. Ávila","2890","2002",NA,"Brasil","Mato Grosso do Sul",NA,"Fruto marrom. Duplicata do COR, expedição com o Globo Rural. Habitat: Mata decídua. Solo litólico calcáreo. Morro. Habito: Trepadeira.","CGMS1047308",NA,"M.C.H. Mamede","05","Corumbá","-57.5805556","-18.8830556","13","Baía do Castelo - Paredão de Cactáceas.","-57,5805556","-18,8830556","90","90",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-04-07 11:45:44-03","UFMS","CGMS","34638","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S.Moore",NA,"A. Francener; G.A. Damasceno-Júnior; M.D. Andrade; D.R. Padilha","941","2010",NA,"Brasil","Mato Grosso do Sul",NA,"Flores amarelas. Frutos imaturos verdes e maduros pardos. Folhas discolores, face abaxial argêntea e adaxial verde. Habitat: Chaco florestado. Solo argiloso e úmido. Heliófila. Habito: Liana. 5,00m de altura.","CGMS1064037",NA,"A. Francener","03","Porto Murtinho","-57.8666667","-22.0227778","26","Fazenda Santa Virgínia.","-57,8666667","-22,0227778","85","85","2011","02","01",NA,NA,NA,NA,NA,NA
"34","2021-04-07 11:45:44-03","UFMS","CGMS","42104","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S.Moore",NA,"A. Pott; V.J. Pott; G. Hatschbach; J. Silva","10818","2002",NA,"Brasil","Mato Grosso do Sul",NA,"Flor amarela. Folha discolor, hipofilo cinza. Habitat: Vegetação arbustiva rupícola perturbada em recuperação (ex pastagem). Solo afloramento rochoso (calcário) quase plano. Relevo quase plano. Habito: Arbusto. 2,00 m de altura. Es","CGMS1072095",NA,"R.F. Almeida","11","Bonito","-56.7338889","-20.4766667","17","Aproximadamente 300 m leste da fábrica de cimento Camargo Correa.","-56,7338889","-20,4766667","225","225","2014","01","29",NA,NA,NA,NA,NA,NA
"35","2021-04-07 11:45:44-03","UFMS","CGMS","28220","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S.Moore",NA,"L.C.S. Magalhães; T.S. Yule","262","2009",NA,"Brasil","Mato Grosso do Sul",NA,"Flor amarela. Habitat: Floresta Estacional Decídua. Habito: Liana.","CGMS1057667",NA,"A. Francener","02","Nioaque","-55.7513889","-20.7927777","08","Assentamento Andalucia.","-55,7513889","-20,7927777","202","202","2009","07","13",NA,NA,NA,NA,NA,NA
"36","2021-04-07 11:45:44-03","UFMS","CGMS","44976","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S.Moore",NA,"A. Pott; V.J. Pott; R. Tsuji","12710","2005",NA,"Brasil","Mato Grosso do Sul",NA,"Flor ausente. Fruto imaturo verde. Habitat: Vegetação secundária de floresta decidual. Solo argiloso LITÓLICO DE Fe. Relevo inclinado, pé-de-serra. Habito: Liana. Esparsa.","CGMS1074943",NA,NA,"03","Corumbá","-57.5272223","-19.1897222","12","Estrada parque (MS-228), Bandalta, 20km E de Corumbá, iníco da Serra do Urucum.","-57,5272223","-19,1897222","190","190",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-04-07 11:45:44-03","UFMS","CGMS","44977","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S.Moore",NA,"A. Pott; V.J. Pott","11124","2003",NA,"Brasil","Mato Grosso do Sul",NA,"Flor ausente. Duplicata CPAP, CEN, MBM. Habitat: Vegetação secundária de floresta decidual. Solo argiloso vermelho. Relevo plano. Habito: Arbusto. 1,20m de altura. Ocasional.","CGMS1074944",NA,"A. Pott","03","Corumbá","-57.6619444","-17.9152778","31","Fazenda Mandioré, lado oeste da serra do Amolar.","-57,6619444","-17,9152778","150","150","2009",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-04-07 11:45:44-03","UFMS","CGMS","49618","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S.Moore",NA,"A. Pott; V.J. Pott","12640","2005",NA,"Brasil","Mato Grosso do Sul",NA,"Flor ausente. Habitat: Floresta semidecidual. Solo argiloso litólico com matacões de ferro. Relevo meia encosta ígreme (45°). Ocasional. Habito: Trepadeira.","CGMS1079550",NA,"G.A. Damasceno-Junior","02","Corumbá","-57.5036111","-19.2252778","24","Mineração Corumbaense Reunida S.A., Serra do Urucum.","-57,5036111","-19,2252778","390","390",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-08-20 10:17:44-03","UNICAMP","UEC","145392","S","Plantae","Magnoliopsida",NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S.Moore",NA,"Damasceno Junior, GA; Bortolotto, IM; Velásquez, JS; Ávila, RV","2890","2002",NA,"Brazil","Mato Grosso do Sul",NA,"Trepadeira.",NA,NA,NA,"05","Corumbá","-57.580528","-18.883056","13","Paredão de Cactáceas","-57.580528","-18.883056","90","90",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:32:59-03","MBM","MBM","414783","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S. Moore",NA,"Pott, A.; Pott, V.J.; Pott, V.J.","11124","2003","Southern America","Brazil","Mato Grosso do Sul",NA,"Arbusto 1.2m de altura. Ocasional. Flor: ausente; Vegetação secundária de floresta decidual. Solo argiloso vermelho. Relevo plano.","MBM414783",NA,"Pott, A.","03","Corumbá","-57.661944","-17.915278","31","Fazenda Mandioré, Lado oeste da serra do Amolar.","-57.661944","-17.915278","150","150","2009",NA,NA,NA,NA,NA,NA,NA,NA
"41","2015-09-05 08:29:30-03","MNHN","RECOLNAT_MNHN_P","P05530048","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S.Moore",NA,"Weddell, H.A.",NA,"1845",NA,"Paraguai",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05530048' target='other'> <mi>dwc_moreinfo</mi></a>","P05530048","P05530048_01",NA,"4",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3017",NA,NA,NA
"42","2015-09-05 08:29:30-03","MNHN","RECOLNAT_MNHN_P","P05530049","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Thryallis","laburnum",NA,"Thryallis laburnum","S.Moore",NA,"Weddell, H.A.",NA,NA,NA,"Paraguai",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05530049' target='other'> <mi>dwc_moreinfo</mi></a>","P05530049","P05530049_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3107",NA,NA,NA
