"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","occurrenceRemarks","class","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","individualCount","fieldNumber"
"11","2019-08-27 13:25:16-03","IAP","PACA-AGP","48185","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","maritima","Dyckia maritima","Bak.","Emrich-Rambo","Emrich, K.","1949","11","27","Brasil","RS","Palmeira das Missões","Seberi","-53.3135986328125","-27.8994007110596",NA,NA,NA,NA,"PACA048185",NA,"Magnoliophyta","Bromeliales",NA,NA,NA,"VULNERÁVEL&nf;SEM MATERIAL Habitat: in rupestribus graminosis Fenofase: fi","Liliatae",NA,"1954","05","18","33527","auto",NA,NA
"12","2019-08-27 13:25:16-03","IAP","PACA-AGP","56494","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","maritima","Dyckia maritima","Bak.","Emrich-Rambo","Rambo, B.","1955","01","19","Brasil","RS","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"PACA056494",NA,"Magnoliophyta","Bromeliales",NA,NA,NA,"VULNERÁVEL Habitat: in rupestribus Fenofase: flor","Liliatae",NA,"1955","04","11","20837","auto",NA,NA
"13","2019-08-20 09:59:13-03","UNICAMP","UEC","66011","S","Plantae","Bromeliaceae","Dyckia","maritima","Dyckia maritima","Baker","Santos-Silva, F","Stehmann, JR; Vieira, AOS; Falkenberg, DB","1994","01","20","Brazil","Rio Grande do Sul","Caçapava do Sul","Guaritas","-53.4914016723633","-30.5121994018555",NA,NA,NA,NA,"UEC075919","UEC075919","Liliopsida",NA,"1306",NA,NA,"flor, Rupícola, escapo floral com 1,5m de comprimento, flores amarelas",NA,NA,"2016","02","24","50525","auto",NA,NA
"14","2019-08-20 09:59:13-03","UNICAMP","UEC","138519","S","Plantae","Bromeliaceae","Dyckia","maritima","Dyckia maritima","Baker",NA,"Breier, TB; Umetsu, F; Stecke, M","2004","12","29","Brazil","Rio Grande do Sul","Caçapava do Sul","Pedra do Segredo, Crescendo nas Rochas.","-53.4914016723633","-30.5121994018555",NA,NA,NA,NA,"UEC005048","UEC005048","Liliopsida",NA,"1259",NA,NA,NA,NA,NA,NA,NA,NA,"50525","auto",NA,NA
"15","2019-01-17 11:22:57-02","PUCRS","MPUC","13358","S","Plantae","Bromeliaceae","Dyckia","maritima","Dyckia maritima","Baker","M. Haussen",NA,"1989","12","01","Brasil","RS","Viamão","Parque Saint#?#Hilaire","-51.0155556","-30.2766667","-51.0155556000","-30.2766667000",NA,NA,NA,NA,NA,"Poales",NA,"South America",NA,"Mato semidecidual","Liliopsida",NA,NA,NA,NA,NA,NA,"1",NA
"16","2019-01-17 11:22:57-02","PUCRS","MPUC","12001","S","Plantae","Bromeliaceae","Dyckia","maritima","Dyckia maritima","Baker","C.A. Mondin",NA,"2008","12","17","Brasil","RS","Dom Pedro de Alcântara","Morrinho de Porto Fagundes","-49.8497222","-29.3694444","-49.8497222000","-29.3694444000",NA,NA,NA,NA,NA,"Poales",NA,"South America",NA,NA,"Liliopsida",NA,"2008","01","01",NA,NA,"1",NA
"17","2021-03-16 17:54:13-03","UCS","HUCS","25244","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","maritima","Dyckia maritima","Baker","Sobral, M.","Wasum, R.A.","2005","02","07","Brasil","Rio Grande do Sul","Torres","Parque da Guarita","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,"Angiospermae","Poales","2555",NA,NA,"Com grandes inflorescências e flores amarelas; Orla do caminho",NA,NA,"2009","06","01","20837","auto",NA,NA
"18","2020-12-21 16:19:23-03","MBM","MBM","110938","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","maritima","Dyckia maritima","Baker","Smith, L.B.","Krapovickas, A.; et al.; et al.","1973","01","29","Brazil","Rio Grande do Sul","Nova Petrópolis","7km N de Nova Petrópolis","-51.1143989562988","-29.3763999938965",NA,NA,NA,NA,"MBM110938","MBM110938",NA,NA,"22991","Southern America",NA,"Terrícola.",NA,NA,NA,NA,NA,"14669","auto",NA,NA
"19","2020-12-21 16:19:23-03","MBM","MBM","24556","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","maritima","Dyckia maritima","Baker","Smith, L.B.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","1973","01","26","Brazil","Rio Grande do Sul","Torres","Lagoa Itapeva, Porto da Colônia","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"MBM024556","MBM024556",NA,NA,"31178","Southern America",NA,"Terrícola.",NA,NA,NA,NA,NA,"20837","auto",NA,NA
"20","2020-12-21 16:19:23-03","MBM","MBM","5214","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","maritima","Dyckia maritima","Baker","Hatschbach, G.","Lindeman, J.; Haas, H.; Haas, H.","1966","12","30","Brazil","Rio Grande do Sul","Torres","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"MBM005214","MBM005214",NA,NA,"3789","Southern America",NA,"Terrícola.",NA,NA,NA,NA,NA,"20837","auto",NA,NA
"21","2014-06-18 14:16:00-03","MNHN","RECOLNAT_MNHN_P","P00713136","PreservedSpecimen",NA,"Bromeliaceae","Dyckia","maritima","Dyckia maritima","Baker","Forzza","Sellow, F.",NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P00713136","P00713136_01",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00713136' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"73"
"22","2015-09-03 21:18:18-03","MNHN","RECOLNAT_MNHN_P","P01678104","PreservedSpecimen",NA,"Bromeliaceae","Dyckia","maritima","Dyckia maritima","Baker",NA,"Krapovickas, A.|Cristóbal, C.L.|Maruñak, V.","1973","1","29","Brasil","Rio Grande do Sul",NA,"Brasil, Rio Grande do Sul, 7 km N de Nova Petropolis, BR 116. Rio Grande do Sul, Sul, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,"P01678104","P01678104_01",NA,NA,NA,NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01678104' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"22991"
"23","2015-08-11 22:32:00-03","MO","MOBOT","3001372","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","maritima","Dyckia maritima","Baker","H. Schinini","J. Tweedie",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tweedie s.n.","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2018-06-22 05:25:00-03","MO","MOBOT","2452976","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","maritima","Dyckia maritima","Baker",NA,"Lyman B. Smith|Pe. Raulino Reitz","1952","2","15","Brazil","Rio Grande do Sul",NA,"Torres. Torres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Smith 5824","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-11-15 05:15:00-02","MO","MOBOT","3001467","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","maritima","Dyckia maritima","Baker",NA,"Antonio C. Krapovickas|Carmen L. Cristóbal","1982",NA,NA,"Brazil","Rio Grande do Sul",NA,"Torres. Ladera de morro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Krapovickas 37659","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-11-15 05:15:00-02","MO","MOBOT","3001582","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","maritima","Dyckia maritima","Baker","L.B. Smith","Antonio C. Krapovickas|Carmen L. Cristóbal|Victor Maruñak","1973",NA,NA,"Brazil","Rio Grande do Sul",NA,"7 Km N de Nova Petropolis BR-116.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Krapovickas 22991","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-08-26 09:16:14-03","UFSM","HDCF","2100","S","Plantae","Bromeliaceae","Dyckia","maritima","Dyckia maritima","Baker","Marchiori, J. N. C.","Marchiori, J. N. C.","1985","12","27","Brasil","Rio Grande do Sul","Jaguari","Gruta linha 1","-54.689998626709","-29.4974994659424",NA,NA,NA,NA,NA,NA,NA,NA,"148","América",NA,"Muito abundante na borda dos penhascos. Flores amarelas muito perfumadas",NA,NA,"1985","12","27","27649","auto",NA,NA
"28","2019-11-07 11:44:02-03","FUVATES","HVAT","710","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","maritima","Dyckia maritima","Baker","E. Musskopf","T. Klein","2001","05","11","Brasil","Rio Grande do Sul","São José do Herval","PCH Salto do Forqueta.","-52.295278","-29.044167","-52º17'43''W","-29º2'39''S",NA,NA,"HVAT00000710",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"2001","06","08",NA,NA,NA,NA
"29","2021-03-01 11:55:12-03","UFPE","UFP","24063","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","maritima","Dyckia maritima","Baker","Sobral-Leite, M; Haussen, M","Schlindein, C","1990","12","15","Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,"200","300","UFP024063",NA,NA,"Pales","1083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-09-12 05:00:02-03","US","US","2173337","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","maritima","Dyckia maritima","Baker",NA,"L. Smith & R. Reitz","1952","2","26","Brazil","Rio Grande do Sul","Torres",NA,"-49.73","-29.33",NA,NA,"1","40","US01935388","US01935388_01",NA,"Bromeliales","5824","South America - Neotropics",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"31","2020-09-12 05:00:02-03","US","US","2173336","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","maritima","Dyckia maritima","Baker",NA,"L. Smith & R. Reitz","1952","2","26","Brazil","Rio Grande do Sul","Torres",NA,"-49.73","-29.33",NA,NA,"1","40","US01935389","US01935389_01",NA,"Bromeliales","5824","South America - Neotropics",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"32","2020-09-12 05:00:02-03","US","US","2104791","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","maritima","Dyckia maritima","Baker",NA,"R. Reitz",NA,NA,NA,"Brazil","Santa Catarina",NA,"Peroba- Sombrio.",NA,NA,NA,NA,"50",NA,NA,NA,NA,"Bromeliales","C909","South America",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"33","2020-09-12 05:00:02-03","US","US","2686784","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","maritima","Dyckia maritima","Baker",NA,"G. Hatschbach & O. Guimarães","1973","1","26","Brazil","Rio Grande do Sul","Torres","Lagoa Itapeva, Porto da Colonia","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"US01935390","US01935390_01",NA,"Bromeliales","31178","South America - Neotropics",NA,NA,"Monocotyledonae",NA,NA,NA,NA,"20837","auto","1",NA
"34","2020-09-12 05:00:02-03","US","US","2703689","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","maritima","Dyckia maritima","Baker",NA,"A. Krapovickas, C. Cristobal & V. Marunak","1973","1","29","Brazil","Rio Grande do Sul",NA,"7 km de Nova Petropolis BR-116",NA,NA,NA,NA,NA,NA,"US01935387","US01935387_01",NA,"Bromeliales","22991","South America - Neotropics",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"35","2020-09-02 16:22:26-03","Cenargen","CEN","77809","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","maritima","Dyckia maritima","Baker",NA,"Glocimar Pereira-Silva","2006","02","19","Brasil","RS","PINHAL DA SERRA","Paredão na margem esquerda do rio Pelotas.","-51.019166","-27.960277","-51.019166","-27.960277","590","590","CEN00077809","CEN00077809",NA,NA,"10338",NA,"Exsicatas","Área de influência direta (lago).",NA,NA,NA,NA,NA,NA,NA,"2",NA
"36","2019-07-09 12:55:25-03","F","FMNH-SEEDPLANTS","V0403107F","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","maritima","Dyckia maritima",NA,NA,"I. Fernandes","1987","3","19","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0403107F","V0403107F_01","Spermatophyta",NA,"284","South America",NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-07-09 12:55:25-03","F","FMNH-SEEDPLANTS","V0403108F","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","maritima","Dyckia maritima",NA,NA,"I. Fernandes","1987","3","19","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0403108F","V0403108F_01","Spermatophyta",NA,"284","South America",NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-07-09 12:55:45-03","F","FMNH-SEEDPLANTS","V0403109F","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","maritima","Dyckia maritima",NA,NA,"I. Fernandes","1986","3","23","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0403109F","V0403109F_01","Spermatophyta",NA,"070","South America",NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-08-20 20:41:00-03","UFSC","FLOR","26447","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","maritima","Dyckia maritima","Baker","Jarenkow, J.A.","Jarenkow, J.A.","1991","11","01","Brasil","Rio Grande do Sul","Arroio do Meio","Morro Gaúcho.","-51.9449996948242","-29.4011001586914",NA,NA,NA,NA,"FLOR0026447",NA,NA,"Poales","1933",NA,NA,"planta com roseta basal densa, flor cálice de base verde e ápice amarelo; corola amarela; inflorescência com 1-1,5m de altura",NA,NA,"1991",NA,NA,"12656","auto",NA,NA
"40","2017-09-11 17:09:03-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Bromeliaceae","Dyckia","maritima","Dyckia maritima","Baker",NA,"Tweedie, J",NA,NA,NA,"Brazil",NA,NA,"Habitat in Brasiliae australis plagae maritimae sabulosis salsis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-08 12:50:44-03","UFRGS","ICN","083674","S","Plantae","Bromeliaceae","Dyckia","maritima","Dyckia maritima","Baker","Waechter","Waechter, JL","1988","10",NA,"Brasil","RS","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"ICN00029966",NA,"Monocotyledon",NA,"2351","América do Sul",NA,"Espécie ameaçada de extinção (Vulnerável).; cápsulas abertas com sementes já dispersadas.; Rupestre na Torres Sul.",NA,NA,"1988",NA,NA,"20837","auto",NA,NA
"42","2021-02-08 12:50:44-03","UFRGS","ICN","007792","S","Plantae","Bromeliaceae","Dyckia","maritima","Dyckia maritima","Baker","Irgang, BE","Vasconcellos, J; Irgang, BE","1970","09","14","Brasil","RS","Torres","Morro das Furnas","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"ICN00029896",NA,"Monocotyledon",NA,"s.n.","América do Sul",NA,"Espécie ameaçada de extinção (Vulnerável).",NA,NA,NA,NA,NA,"20837","auto",NA,NA
"43","2021-02-08 12:50:44-03","UFRGS","ICN","188080","S","Plantae","Bromeliaceae","Dyckia","maritima","Dyckia maritima","Baker",NA,"Breitsameter, CJ; Troleis, J","2015","12","06","Brasil","RS","Santo Antônio da Patrulha","RS474 - km12","-50.474167","-29.782222","-50.474167","-29.782222",NA,NA,"ICN00029995",NA,"Monocotyledon",NA,"s.n.","América do Sul",NA,"Material testemunho; planta florida com cerca de 2m de altura; saxicola",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-08 12:50:44-03","UFRGS","ICN","162120","S","Plantae","Bromeliaceae","Dyckia","maritima","Dyckia maritima","Baker","Strehl, T","Hagelund, K","1976","01","19","Brasil","RS","Torres","Guarita","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"ICN00029958",NA,"Monocotyledon",NA,"9900","América do Sul",NA,NA,NA,NA,NA,NA,NA,"20837","auto",NA,NA
"45","2021-02-08 12:50:44-03","UFRGS","ICN","005388a","S","Plantae","Bromeliaceae","Dyckia","maritima","Dyckia maritima","Baker","Irgang, BE","Irgang, BE","1968","01","31","Brasil","RS","Viamão","Praia da Onça","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"ICN00030054",NA,"Monocotyledon",NA,"344","América do Sul",NA,"Espécie ameaçada de extinção (Vulnerável).; Sobre pedras na praia.",NA,NA,NA,NA,NA,"41667","auto",NA,NA
"46","2021-02-18 17:08:23-03","FEPAGRO","BLA","14968","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","maritima","Dyckia maritima","Baker","B. Rambo","P. N. Capparelli","1953","02","10","Brasil","Rio Grande do Sul","Torres","Morro do Farol","-49.7268981933594","-29.3353004455566",NA,NA,"3","3","BLA014968",NA,"Spermatophyta",NA,"608",NA,NA,NA,NA,NA,NA,NA,NA,"20837","auto",NA,NA
"47","2019-10-04 16:06:58-03","MCN-FZBRS","HAS","101015","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","maritima","Dyckia maritima","Baker","Strehl, T.","Irgang, B.E.","1994","07",NA,"Brasil","Rio Grande do Sul","Torres",NA,"-49.7269","-29.3353","-49,7269000","-29,3353000",NA,NA,"HAS0101015",NA,"Magnoliophyta",NA,"s.n.",NA,NA,"Sépalas e pétalas amarelo-ouro. Ramos e sépalas branco-escamado. Infl. 18/12/1995 JB 349.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-10-04 16:06:58-03","MCN-FZBRS","HAS","66156","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","maritima","Dyckia maritima","Baker","Büneker, H. M.","Danilevicz, E.","1988","09",NA,"Brasil","Rio Grande do Sul","Parobé","Santa Cristina do Pinhal","-50.8347015380859","-29.6285991668701",NA,NA,NA,NA,"HAS0066156",NA,"Magnoliophyta",NA,"s.n.",NA,NA,NA,NA,NA,"2017","06","19","11610","auto",NA,NA
"49","2019-11-21 10:02:37-03","IBt","SP","46535","S","Plantae","Bromeliaceae","Dyckia","maritima","Dyckia maritima","Baker","Smith, LB","Eugenio Leite, J","1942","01",NA,"Brasil","Rio Grande do Sul","São Leopoldo","Morro Sapucaia","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"SP051598","SP051598",NA,NA,"220",NA,NA,NA,NA,NA,NA,NA,NA,"10287","auto",NA,NA
