"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","00933168","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa viscidula","A. Furlan","CFCR3208","1982","04","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008720' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933168","Magnoliophyta","Fabales","viscidula","Barneby","R. C. Barneby","Minas Gerais","Gouveia","Km 66 da Estr. Curvelo-Diamantina. Serra Barro Preto, estr. p/ a antena de televisao","-43.9","-18.6",NA,NA,"NY00933168_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00933190","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa viscidula","G. G. Hatschbach","53188","1989","05","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008722' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933190","Magnoliophyta","Fabales","viscidula","Barneby","R. C. Barneby","Minas Gerais","Gouveia","Barro Branco, Torre Telemig","-43.7406","-18.4544",NA,NA,"NY00933190_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00933192","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa viscidula","G. G. Hatschbach","51142","1987","03","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008726' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933192","Magnoliophyta","Fabales","viscidula","Barneby","R. C. Barneby","Minas Gerais","Gouveia","Barro Preto","-43.7406","-18.4544",NA,NA,"NY00933192_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00933982","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa pachycarpa","W. R. Anderson","36334","1972","02","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1010638' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933982","Magnoliophyta","Fabales","pachycarpa","(Benth.) Barneby","R. C. Barneby","Minas Gerais",NA,"Serra do Espinhaço, Serra do Cipó","-43.567497","-19.391589","1200","1200","NY00933982_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","419389","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa peregrina","A. M. V. de Carvalho","6373","1997","12","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=147026' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419389","Magnoliophyta","Fabales","peregrina","Barneby","R. C. Barneby","Bahia","Rio de Contas","Ca. 5km na estrada da cidade para Pico das Almas","-41.8114","-13.5792",NA,NA,"NY00419389_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00933203","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa pubescens","E. Pereira","7561-A","1963","03","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008756' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933203","Magnoliophyta","Fabales","pubescens","Benth.","R. C. Barneby","Goiás","Luziânia","BR 7","-47.9503","-16.2528",NA,NA,"NY00933203_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00933200","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa pubescens","H. S. Irwin","13708","1966","03","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008752' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933200","Magnoliophyta","Fabales","pubescens","Benth.","R. C. Barneby","Goiás","Cristalina","Serra dos Cristais, ca. 20 km N. of Cristalina","-47.6","-16.56928","1100","1100","NY00933200_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","2805","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa franciscana","H. S. Irwin","22287","1969","01","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=581160' target='other'> <mi>dwc_moreinfo</mi></a>","NY00002805","Magnoliophyta","Fabales","franciscana","Barneby",NA,"Minas Gerais",NA,"Serra do Espinhaço. Ca 33 km SW of Diamantina, near Gouveia. Alt. 1150 m.",NA,NA,NA,NA,"NY00002805_01","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00933233","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa pubescens","M. C. Garcia Kirkbride","1542","1981","06","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008795' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933233","Magnoliophyta","Fabales","pubescens","Benth.","R. C. Barneby","Distrito Federal","Brasília","Fazenda Agua Limpa. Campo Experimental da UnB","-47.9","-15.95","1100","1100","NY00933233_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","02681516","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa brevibractea","L. M. Borges","655","2012","04","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2957436' target='other'> <mi>dwc_moreinfo</mi></a>","NY02681516","Magnoliophyta","Fabales","brevibractea","Barneby",NA,"Minas Gerais","Lassance","Serra do Cabral. Morro do Tigre. estrada Joaquim Felicio-Varzea da Palma, 26,4 km de Joaquim Felicio. 1 km em ramal à esquerda entre cultivo de Eucalipto. Afloramentos rochosos na margem esquerda de córrego.","-44.32603","-17.71306","1077",NA,"NY02681516_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00958197","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa","S. M. de Faria","SMF1365","1997","04","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1021852' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958197","Magnoliophyta","Fabales",NA,"Benth.","V. F. Dutra","Minas Gerais","Lagoa Santa","Estrada para Serra do Cipó","-43.8894","-19.6272",NA,NA,"NY00958197_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00933211","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa pubescens","E. Pereira","7358","1963","03","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008799' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933211","Magnoliophyta","Fabales","pubescens","Benth.","R. C. Barneby","Goiás","Luziânia","BR 7. Km 670.","-47.9503","-16.2528",NA,NA,"NY00933211_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00933912","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa foederalis","H. S. Irwin","26702","1970","02","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1010500' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933912","Magnoliophyta","Fabales","foederalis","Barneby","R. C. Barneby","Distrito Federal","Brasília","Ca. 1 km N. of Barragem Paranoá, DF-9.","-47.7843","-15.7977","1000","1000","NY00933912_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00933976","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa gravida","H. S. Irwin","17500","1966","06","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1010618' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933976","Magnoliophyta","Fabales","gravida","Barneby","R. C. Barneby","Goiás","Piranhas","Ca. 78 km. S. E. of Aragarças, road to Piranhas. Drainage of the Upper Rio Araguaia.","-51.97","-16.42","700","700","NY00933976_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00933326","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa franciscana","C. M. Sakuragui","CFCR15241","1994","03","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1009088' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933326","Magnoliophyta","Fabales","franciscana","Barneby","R. Grether","Minas Gerais","Augusto de Lima","Serra do Cabral, ca. 10 km N da cidade em direçao á Fazenda Serra do Cabral","-44.3267","-18.0275","1000","1000","NY00933326_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00933208","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa pubescens","M. Aparecida da Silva","3776","1998","05","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008773' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933208","Magnoliophyta","Fabales","pubescens","Benth.","R. C. Barneby","Goiás","Niquelândia","41 km de Colinas de Goiás em direçao a Niquelândia. Folha: SD-22-ZB 1/250.000 (Uruaçú)","-48.1019","-14.1967","440","440","NY00933208_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00933174","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa viscidula","E. Pereira","1671","1955","06","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008737' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933174","Magnoliophyta","Fabales","viscidula","Barneby","R. C. Barneby","Minas Gerais","Diamantina","Diamantina- Rio Prata","-43.6003","-18.2494",NA,NA,"NY00933174_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01345681","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa franciscana","H. S. Irwin","26033","1970","02","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1616796' target='other'> <mi>dwc_moreinfo</mi></a>","NY01345681","Magnoliophyta","Fabales","franciscana","Barneby","R. C. Barneby","Minas Gerais",NA,"Serra da Anta. Ca 7 km W of Paracatú.",NA,NA,"850","850","NY01345681_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","02681484","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa foliolosa","L. M. Borges","617","2012","03","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2957398' target='other'> <mi>dwc_moreinfo</mi></a>","NY02681484","Magnoliophyta","Fabales","foliolosa",NA,NA,"Distrito Federal","Brasília","Gama. Rodovia DF 475; corrego com despejo de esgoto logo após o km 1; margem direita da estrada.","-48.07608","-15.99183","1120",NA,"NY02681484_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00933928","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa paranani","W. R. Anderson","7657","1973","03","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1010344' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933928","Magnoliophyta","Fabales","paranani","Barneby","R. C. Barneby","Goiás","Água Fria de Goiás","7 km by road S of São João da Aliança. Serra Geral do Paraná.","-47.5","-14.78","1100","1100","NY00933928_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01345680","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa franciscana","G. G. Hatschbach","64637","1996","04","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1616788' target='other'> <mi>dwc_moreinfo</mi></a>","NY01345680","Magnoliophyta","Fabales","franciscana","Barneby","R. C. Barneby","Minas Gerais","Lassance","Rod. BR-496, km 85, próximo a ponte sobre o Rio Lavado","-44.5772","-17.8869",NA,NA,"NY01345680_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","2811","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa antana","H. S. Irwin","26034","1970","02","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=650253' target='other'> <mi>dwc_moreinfo</mi></a>","NY00002811","Magnoliophyta","Fabales","antana","Barneby",NA,"Minas Gerais",NA,"Serra da Anta. Ca 7 km W of Paracatú.",NA,NA,"850","850","NY00002811_01","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00933963","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa pachycarpa","G. G. Hatschbach","31571","1973","02","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1010662' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933963","Magnoliophyta","Fabales","pachycarpa","(Benth.) Barneby","R. C. Barneby","Minas Gerais","Jaboticatubas","Serra do Cipó, Fda. Palacio","-43.7447","-19.5136","1300","1300","NY00933963_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00933908","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa foederalis","H. S. Irwin","8278","1965","09","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1010486' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933908","Magnoliophyta","Fabales","foederalis","Barneby","R. C. Barneby","Distrito Federal","Brasília","Córrego Urubú, W slopes of Chapada da Contagem, ca. 10 km. E. of Brasília","-47.82337","-15.7833","1000","1000","NY00933908_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00933964","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa pachycarpa","G. G. Hatschbach","28737","1972","01","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1010663' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933964","Magnoliophyta","Fabales","pachycarpa","(Benth.) Barneby","R. C. Barneby","Minas Gerais","Jaboticatubas","Serra do Cipó","-43.539757","-19.388386",NA,NA,"NY00933964_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00933172","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa viscidula","D. C. Zappi","CFCR10502","1987","04","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008734' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933172","Magnoliophyta","Fabales","viscidula","Barneby","R. C. Barneby","Minas Gerais","Diamantina","Estrada para o povoado de 3 Barras, 3 km de Diamantina","-43.6003","-18.2494",NA,NA,"NY00933172_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00933920","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa foederalis","J. R. Pirani","2136","1988","02","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1010532' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933920","Magnoliophyta","Fabales","foederalis","Barneby","R. C. Barneby","Distrito Federal","Brasília","Chapada da Contagem, Rodovia para Brasilândia, ca. 1km do trevo com BR 060","-47.95","-15.58",NA,NA,"NY00933920_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00957833","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa brevibractea","J. R. Pirani","3880","1998","01","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1018151' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957833","Magnoliophyta","Fabales","brevibractea","Barneby","L. M. Borges","Minas Gerais","Joaquim Felício","Serra do Cabral, estrada para Várzea da Palma, pelo alto da Serra. Fazenda Serra do Cabral Agro-Industrial S.A.","-44.29214","-17.69897","1100","1100","NY00957833_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00933953","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa multipinna","H. S. Irwin","11700","1966","01","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1010600' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933953","Magnoliophyta","Fabales","multipinna","(Benth.) Barneby","R. C. Barneby","Goiás","Goiás","Serra Dourada, Summit of Serra Dourada, 20 km S.E. of Goiás Velho","-50.00122","-16.0611","800","800","NY00933953_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00933237","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa pubescens","J. H. Kirkbride Jr.","5230","1983","04","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008802' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933237","Magnoliophyta","Fabales","pubescens","Benth.","R. C. Barneby","Distrito Federal","Brasília","Córrego Bananal","-47.92","-15.58","900","900","NY00933237_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00933171","PreservedSpecimen","Plantae","Fabaceae","Mimosa","foliolosa","Mimosa foliolosa viscidula","J. Prado","302","1990","03","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008733' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933171","Magnoliophyta","Fabales","viscidula","Barneby","R. C. Barneby","Minas Gerais","Diamantina","Estrada para Biri-Biri","-43.6003","-18.2494",NA,NA,"NY00933171_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
