"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","occurrenceRemarks","barcode","imagecode","county","preparationType","maximumElevationInMeters","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","typeStatus","coordinatePrecision","geoFlag","individualCount"
"11","2020-02-08 09:39:39-03","NBC","NL-BOTANY","U.1063155","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Duguetia","sooretamae","Duguetia sooretamae","Maas","Maas PJM","Fiaschi P; Paixão JL; Gomes LCJ; Rodrigues AB",NA,"2005","03","12","Southern America","Brazil","Bahia","Brasil, Bahia, Almadina: Rodovia de Almadina par4a Ibitupã, c. 20 km. Fazenda São Roque, c. 10 km da entrada do ramal.","-39.713056","-14.640833",NA,"Floresta semidecidual.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1063155 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1063155","NL-U1063155",NA,NA,NA,"Magnoliopsidae","-39.713056","-14.640833",NA,NA,NA,"U 0246978",NA,NA,NA,NA
"12","2020-02-08 09:39:39-03","NBC","NL-BOTANY","U.1063156","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Duguetia","sooretamae","Duguetia sooretamae","Maas","Maas PJM","Araújo FS",NA,"1990","09","06","Southern America","Brazil","Ceará","Brazil, Ceara, Novo Oriente, Baixa Fria, Planalto Ibiapaba",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1063156 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1063156","NL-U1063156",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,"U 0011266",NA,NA,NA,NA
"13","2020-02-08 09:39:39-03","NBC","NL-BOTANY","U.1063157","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Duguetia","sooretamae","Duguetia sooretamae","Maas","Maas PJM","Folli DA",NA,"1996","11","01","Southern America","Brazil","Espírito Santo","Brazil, Espírito Santo, Linhares, Reserva Florestal de Linhares, Aceiro do Caldera, km 0.2, Ao lado da divisa",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1063157 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1063157","NL-U1063157",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,"U 0012454",NA,NA,NA,NA
"14","2020-02-08 09:39:39-03","NBC","NL-BOTANY","U.1063158","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Duguetia","sooretamae","Duguetia sooretamae","Maas","Maas PJM","Maas PJM; et al.",NA,"1999","02","13","Southern America","Brazil","Espírito Santo",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1063158 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1063158","NL-U1063158",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,"U 0141082",NA,NA,NA,NA
"15","2020-02-08 09:39:39-03","NBC","NL-BOTANY","U.1063159","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Duguetia","sooretamae","Duguetia sooretamae","Maas","Maas PJM","Pereira OJ; et al.",NA,"1992","08","25","Southern America","Brazil","Espírito Santo","Brazil, Espírito Santo, Area 100, Aracruz Florestal S.A., Mun. de Conceiçao da Barra",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1063159 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1063159","NL-U1063159",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,"U 0011265",NA,NA,NA,NA
"16","2020-02-08 09:39:39-03","NBC","NL-BOTANY","U.1063168","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Duguetia","sooretamae","Duguetia sooretamae","Maas","Maas PJM","Prance GT",NA,"1985","11","30","Southern America","Brazil","Maranhão",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1063168 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1063168","NL-U1063168",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,"U 0141083",NA,NA,NA,NA
"17","2020-02-08 09:39:39-03","NBC","NL-BOTANY","WAG.1899876","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Duguetia","sooretamae","Duguetia sooretamae","Maas","Maas PJM","Martinelli G; et al.",NA,"2009","04","08","Southern America","Brazil",NA,"Piaui (PI), Caracol., Parque Nacional da Serra das Confusoes., Baixao do Canto verde, Caatinga.","-43.2149","-9.6505",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1899876 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1899876","NL-WAG1899876",NA,NA,NA,"Magnoliopsidae","-43.2149","-9.6505",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-24 17:08:31-03","UFES","SAMES","8092","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Duguetia","sooretamae","Duguetia sooretamae","Maas","Ribeiro,M.","Tressmann,L.K.; Weider,V.;Menezes,L.F.T.;Aoyama,E.M.","60","2017","11","30",NA,"Brasil","Espírito Santo","Área do Quadrado.","-39.7322006225586","-18.5932998657227",NA,"Frutos com pontas, parecido com a graviola, sem látex. Habitat: Restinga Habito: Restinga Pleistocênica","SAMES08092",NA,"Conceição da Barra",NA,NA,NA,"-397852777.0","-186625000.0","2019","06","13",NA,NA,"41644","auto",NA
"19","2021-03-24 17:08:31-03","UFES","SAMES","8410","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Duguetia","sooretamae","Duguetia sooretamae","Maas","Ribeiro,M.","Duarte,D.A.; Oliveira,S.M.; Scheidegger,A.F.A.;Smarzaro,R.","65","2018","01","18",NA,"Brasil","Espírito Santo","Área do Quadrado. APA de Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,"Fruto grandes e verdes e botões florais esverdeados. Fruto na carpoteca. Habitat: Restinga","SAMES08410",NA,"Conceição da Barra",NA,NA,NA,"-397938889.0","-186941666.0","2019","06","13",NA,NA,"41644","auto",NA
"20","2021-03-24 17:08:30-03","UFES","SAMES","211","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Duguetia","sooretamae","Duguetia sooretamae","Maas","Ribeiro,M.","Ribeiro,M.; Menezes,L.F.T.;Giaretta,A.O.;Rocha,T.L.","311","2010","10","17",NA,"Brasil","Espírito Santo","Bairro Liberdade. Mata de restinga pleistocênica.","-39.8588981628418","-18.716100692749",NA,"Árvore de 3m, botão verde amarronzado claro. Habitat: Mata de restinga pleistocênica.","SAMES00211",NA,"São Mateus",NA,NA,NA,"-403508333.0","-192400000.0","2010","10","17",NA,NA,"56510","auto",NA
"21","2021-03-24 17:08:30-03","UFES","SAMES","210","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Duguetia","sooretamae","Duguetia sooretamae","Maas",NA,"Giaretta,A.O.","3","2006","03","18",NA,"Brasil","Espírito Santo","Bairro Liberdade. Vegetação de restinga pleistocênica. Atrás do lixão, próximo ao Hospital Roberto Silvares.","-39.8588981628418","-18.716100692749",NA,"Arvoreto de 4 m de altura. Flor com 3 pétalas. Habitat: Vegetação de restinga pleistocênica. Atrás do lixão, próximo ao Hospital Roberto Silvares.","SAMES00210",NA,"São Mateus",NA,NA,NA,"-403508333.0","-192400000.0",NA,NA,NA,NA,NA,"56510","auto",NA
"22","2021-03-24 17:08:30-03","UFES","SAMES","213","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Duguetia","sooretamae","Duguetia sooretamae","Maas","Giaretta,A.","Giaretta,A.O.; Coelho,R.;Ribeiro,M.;Menezes,L.F.T.","590","2009","08","28",NA,"Brasil","Espírito Santo","Bairro Litorâneo. Fragmentos de restinga plestocênica, seguindo uma estrada de terra, atrás do campus da UFES/CEUNES, bairro Litorâneo.","-39.8588981628418","-18.716100692749",NA,"Árvore de 2m, com botões marrom. Habitat: Fragmentos de restinga plestocênica, seguindo uma estrada de terra, atrás do campus da UFES/CEUNES, bairro Litorâneo.","SAMES00213",NA,"São Mateus",NA,NA,NA,"-400841666.0","-192144444.0","2009","08","28",NA,NA,"56510","auto",NA
"23","2021-03-24 17:08:30-03","UFES","SAMES","208","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Duguetia","sooretamae","Duguetia sooretamae","Maas","Giaretta,A.","Giaretta,A.O.","1095","2011","11","30",NA,"Brasil","Espírito Santo","Bairro Quadrado. Floresta de restinga sobre cordão arenoso, fundos do campus do CEUNES, próximo ao rio São Mateus, elevação 10m, APA de Conceição da Barra.","-39.7322006225586","-18.5932998657227",NA,"Árvore de 5m, frutos verdes.","SAMES00208",NA,"Conceição da Barra",NA,NA,NA,"-397938889.0","-186941666.0","2011","11","30",NA,NA,"41644","auto",NA
"24","2021-03-24 17:08:30-03","UFES","SAMES","212","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Duguetia","sooretamae","Duguetia sooretamae","Maas","Menezes,L.F.T.","Martins,R.F.A.; Pereira,O.J.;Menezes,L.F.T.;Giaretta,A.O.","144","2007","08","01",NA,"Brasil","Espírito Santo","Lajinha. Floresta de restinga inundável, próximo ao rio São Mateus. Seguindo a estrada de terra atrás do campus do CEUNES, próximo ao bairro Litorâneo.","-39.7322006225586","-18.5932998657227",NA,"Planta de 4m com frutos verdes. Habitat: Floresta de restinga inundável, próximo ao rio São Mateus. Seguindo a estrada de terra atrás do campus do CEUNES, próximo ao bairro Litorâneo.","SAMES00212",NA,"Conceição da Barra",NA,NA,NA,"-397413889.0","-186150000.0","2009","09","02",NA,NA,"41644","auto",NA
"25","2021-03-24 17:08:30-03","UFES","SAMES","6347","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Duguetia","sooretamae","Duguetia sooretamae","Maas",NA,"Deolindo,A.M.; Menezes,L.F.T.;Santana,P.V.;Oliveira,L.C.","19","2016","05","18",NA,"Brasil","Espírito Santo","Localidade do Quadrado.","-39.7322006225586","-18.5932998657227",NA,NA,"SAMES06347",NA,"Conceição da Barra",NA,NA,NA,"-394916666.0","-182952777.0",NA,NA,NA,NA,NA,"41644","auto",NA
"26","2021-03-24 17:08:31-03","UFES","SAMES","8117","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Duguetia","sooretamae","Duguetia sooretamae","Maas",NA,"Oliveira,S.M.; Duarte, D. A.; Penha, E. A.","21","2017","09","11",NA,"Brasil","Espírito Santo","Quadrado. 21. APA De Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,"Vegetação em moitas não inundavel de restinga Habitat: Restinga Habito: Arbusto","SAMES08117",NA,"Conceição da Barra",NA,NA,NA,"-397938889.0","-186941666.0",NA,NA,NA,NA,NA,"41644","auto",NA
"27","2021-03-24 17:08:30-03","UFES","SAMES","209","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Duguetia","sooretamae","Duguetia sooretamae","Maas",NA,"Menezes,L.F.T.; Sá,C.F.C.;Ribeiro,R.;Faria,M.B.;Giaretta,A.O.","1615","2007","03","18",NA,"Brasil","Espírito Santo","Bairro Liberdade. Vegetação de restinga pleistocênica. Rua de acesso ao Bairro Liberdade apartir da entrada da estrada que liga São Mateus a Guriri.","-39.8588981628418","-18.716100692749",NA,"Arvoreta de 7 metros com botões florais. Habitat: Vegetação de restinga pleistocênica. Rua de acesso ao Bairro Liberdade apartir da entrada da estrada que liga São Mateus a Guriri.","SAMES00209",NA,"São Mateus",NA,NA,NA,"-398102778.0","-187422222.0",NA,NA,NA,NA,NA,"56510","auto",NA
"28","2020-04-22 16:17:14-03","UFPB","JPB","50136","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Annonaceae","Duguetia","sooretamae","Duguetia sooretamae","Maas","Maas, PJM; Maas, H","Gadelha Neto, PC","3191","2012","03","15","Southern America","Brasil","Paraíba","Millennium Inorganic Chemicals Mineração Ltda, Substrato areno-argiloso.","-34.976944","-6.502222","16","; HABITAT: Tabuleiro; DESC: Árvore de folhas simples, alternas, coriáceas, margem revoluta. Flores isoladas de tonalidade creme.","JPB0050136",NA,"Mataraca",NA,"16",NA,"-34.976944","-6.502222","2012",NA,NA,NA,NA,NA,NA,NA
"29","2019-09-27 18:03:30-03","UFES","VIES","25507","S","Plantae",NA,NA,"Annonaceae","Duguetia","sooretamae","Duguetia sooretamae","Maas","Oliveira, A.G.","Giaretta, A.O.","1095","2011","11","30",NA,"Brasil","Espírito Santo","Bairro Quadrado.","-39.7322006225586","-18.5932998657227",NA,NA,"VIES025507","VIES025507","Conceição da Barra",NA,NA,NA,NA,NA,"2011","11","30",NA,NA,"41644","auto",NA
"30","2019-09-27 18:03:30-03","UFES","VIES","25331","S","Plantae",NA,NA,"Annonaceae","Duguetia","sooretamae","Duguetia sooretamae","Maas","Ribeiro, M.","Ribeiro, M.; Menezes, L.F.T.; Oliveira, A.G. & Rocha, T.L.","311","2010","10","17",NA,"Brasil","Espírito Santo","Bairro Liberdade.","-39.8588981628418","-18.716100692749",NA,NA,"VIES025331","VIES025331","São Mateus",NA,NA,NA,NA,NA,"2010","10","17",NA,NA,"56510","auto",NA
"31","2019-12-06 19:29:12-03","UFES","VIES","25722","S","Plantae",NA,NA,"Annonaceae","Duguetia","sooretamae","Duguetia sooretamae","Maas",NA,"Assis, A.M.; Cipriano, R. & Coutinho, H.","2835","2012","01","03",NA,"Brasil","Espírito Santo","APA de Conceição da Barra - Quadrado - restinga plesitocênica.","-39.780833","-18.652222","25",NA,"VIES025722","VIES025722","Conceição da Barra",NA,"25",NA,"39º46'51''W","18º39'8''S",NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-06-27 10:23:53-03","UFES","VIES","23124","S","Plantae",NA,NA,"Annonaceae","Duguetia","sooretamae","Duguetia sooretamae","Maas",NA,"Menezes, L.F.T.; Sá, C.F.C.; Ribeiro, R.; Faria, M.B. & Oliveira, A.G.","1615","2007","03","18",NA,"Brasil","Espírito Santo","Bairro Liberdade.","-39.8588981628418","-18.716100692749",NA,NA,"VIES023124","VIES023124","São Mateus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56510","auto",NA
"33","2019-06-27 10:23:53-03","UFES","VIES","27140","S","Plantae",NA,NA,"Annonaceae","Duguetia","sooretamae","Duguetia sooretamae","Maas",NA,"Giaretta, A.O.","3","2006","03","18",NA,"Brasil","Espírito Santo","Bairro Liberdade.","-39.8588981628418","-18.716100692749",NA,NA,"VIES027140","VIES027140","São Mateus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56510","auto",NA
"34","2016-09-14 05:18:00-03","MO","MOBOT","3405995","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Duguetia","sooretamae","Duguetia sooretamae","Maas",NA,"Paul J. M. Maas|Hiltje Maas|D.A. Folli","Maas 8827","1999","2","13","South America","Brazil","Espírito Santo","Linhares, Reserve Florestal da Companhia Vale do Rio Doce, Aceiro Arlindo, 2.5 km from BR 101. Mussunga vegetation on coarse white sand, humous layer thin; many terrestrial Bromediaceae, Orchidacea, and Palmae.","-40.0333333","-19.1166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"35","2008-05-27 22:02:00-03","MO","MOBOT","3406116","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Duguetia","sooretamae","Duguetia sooretamae","Maas",NA,"Ghillean T. Prance","Prance 29924","1985","11","30","South America","Brazil","Maranhão","10 km W from Barreirinhas road to Sobradinho.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-07-10 09:43:14-03","MBML","MBML-HERBARIO","49137",NA,"Plantae",NA,NA,"Annonaceae","Duguetia","sooretamae","Duguetia sooretamae","Maas","J.C. Lopes & R. Mello-Silva/2010","J.C. Lopes; G. Siqueira & R. Mello-Silva","116","2010","12","03",NA,"Brasil","Espírito Santo","Reserva Natural Vale. Aceiro Arlendinho/Jureiana, na borda da mata. Mussununga","-40.049056","-19.118444","59","Arvoreta ca 2m alt. DAP 5cm. Folhas discolores, verde mais escuro na face adaxial. Folhas jovens avermelhadas. Flores axilares e caulifloras, botões florais dourados devido ao indumento, flores passadas douradas. Frutos jovens verdes","MBML049137","MBML049137","Linhares",NA,"59",NA,"40W2'56,6","19S7'6,4",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-07-10 09:43:14-03","MBML","MBML-HERBARIO","9574",NA,"Plantae",NA,NA,"Annonaceae","Duguetia","sooretamae","Duguetia sooretamae","Maas","P. J. M. Maas/1999","P. J. Maas; H. Maas & D. A. Folli","8827","1999","02","13",NA,"Brasil","Espírito Santo","Reserva Florestal CVRD","-40.063611","-19.1375",NA,"Shrub, 2,5m tall, upper side of leaves slightly shiny, dark green, lower side dull, pale green, sepals pale green with a brown indument, petals white in bud, fruit dry, carpels greyish, basal part of carpels orenge, seeds pale glossy b","MBML009574","MBML009574","Linhares",NA,NA,NA,"40W3'49","19S8'15",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-25 10:12:42-03","CVRD","CVRD","15234","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Annonaceae","Duguetia","sooretamae","Duguetia sooretamae","Maas","Domingos A. Folli","Folli, D.A.","7325","2015","01","28","América do Sul","BRASIL","ES","Entrando na porteira, emfrente a entranda do Juncado.","-40.049056","-19.118444","68","<ll>dwc_commonname:</ll> Pindaíba coroa","CVRD015234","CVRD015234","Linhares",NA,"68","Magnoliopsida","40°02'56,6W","19°07'06,4S","2015","01","28",NA,NA,NA,NA,NA
"39","2021-02-25 10:12:42-03","CVRD","CVRD","13220","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Annonaceae","Duguetia","sooretamae","Duguetia sooretamae","Maas","Renato Mello-Silva","Lopes, J.C.","116","2010","12","03","América do Sul","BRASIL","ES","Entrando na porteira, emfrente a entranda do Juncado.","-40.049056","-19.118444",NA,"Col. adic. R. Mello-Silva & G.S.Siqueira <ll>dwc_commonname:</ll> Pindaíba coroa","CVRD013220",NA,"Linhares",NA,NA,"Magnoliopsida","40°02'56,6W","19°07'06,4S","2010","12","03",NA,NA,NA,NA,NA
"40","2021-02-25 10:12:42-03","CVRD","CVRD","15851","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Annonaceae","Duguetia","sooretamae","Duguetia sooretamae","Maas","Geovane S. Siqueira","Siqueira, G.S.","1234","2018","01","04","América do Sul","BRASIL","ES",NA,"-40.06751","-19.152678",NA,"<ll>dwc_commonname:</ll> Pindaíba coroa","CVRD015851",NA,"Linhares",NA,NA,"Magnoliopsida","-40,06751","-19,152678","2018","01","04",NA,NA,NA,NA,NA
"41","2021-02-25 10:12:42-03","CVRD","CVRD","12749","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Annonaceae","Duguetia","sooretamae","Duguetia sooretamae","Maas","Domingos A. Folli","Folli, D.A.","6475","2009","11","19","América do Sul","BRASIL","ES","Entrando na porteira, emfrente a entranda do Juncado.","-40.049056","-19.118444",NA,"<ll>dwc_commonname:</ll> Pindaíba coroa","CVRD012749",NA,"Linhares",NA,NA,"Magnoliopsida","40°02'56.6W","19°07'06.4S","2009","11","19",NA,NA,NA,NA,NA
"42","2021-02-25 10:12:42-03","CVRD","CVRD","6115","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Annonaceae","Duguetia","sooretamae","Duguetia sooretamae","Maas","Paul J. M. Maas","Maas, P.J.M.","8827","1999","02","13","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Pindaíba coroa","CVRD006115","CVRD006115","Linhares",NA,NA,"Magnoliopsida",NA,NA,"1999","02","13",NA,NA,"48094","auto",NA
"43","2021-02-25 10:12:42-03","CVRD","CVRD","5085","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Annonaceae","Duguetia","sooretamae","Duguetia sooretamae","Maas","Paul J. M. Maas","Folli, D.A.","2448","1994","12","28","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Pindaíba coroa","CVRD005085","CVRD005085","Linhares",NA,NA,"Magnoliopsida",NA,NA,"1999","02","12",NA,"HOLOTYPUS","48094","auto",NA
