"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","individualCount","eventTime","fieldNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","440399","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"R. Reitz","5865","1954","10","16","South America","Brazil","Santa Catarina","Limoeiro, Itajaí","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=712175' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440399","NY00440399_01",NA,"Itajaí","-48.6617","-26.9081","15","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","440396","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"R. M. Klein","1032","1955","01","07","South America","Brazil","Santa Catarina","Morro da Fazenda, Itajaí","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=712172' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440396","NY00440396_01",NA,"Itajaí","-48.6617","-26.9081","30","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","440393","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"R. M. Klein","36","1952","04","04","South America","Brazil","Santa Catarina","Mata do Maluche, Brusque","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=712181' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440393","NY00440393_01",NA,"Brusque","-48.9172","-27.0983","50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","476587","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"A. Laurênio","101","1995","09","21","South America","Brazil","Pernambuco","Floresta, Inajá, Reserva Biológica de Serra Negra","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=712158' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476587","NY00476587_01","A. J. M. Leeuwenberg","Floresta","-38.5683","-8.6011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","440316","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"A. M. S. da F. Vaz","451","1987","06","30","South America","Brazil","Rio de Janeiro","Grumari","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=712179' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440316","NY00440316_01","W. Marcondes-Ferreira","Rio de Janeiro","-43.2075","-22.9028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","440319","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"W. Hoehne","5650","1964","03","26","South America","Brazil","Rio de Janeiro","Guanabara. Barra da Tijuca","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=712165' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440319","NY00440319_01","W. Hoehne","Rio de Janeiro","-43.369099","-22.995332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","440391","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"R. Reitz","5948","1957","12","30","South America","Brazil","Santa Catarina","Sabiá, Vidal Ramos","sheet","Lenho na xiloteca <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=712160' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440391","NY00440391_01","R. Reitz","Vidal Ramos","-49.3556","-27.3919","750","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","440322","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"B. D. Sucre","1283","1966","12","10","South America","Brazil","Rio de Janeiro","Cabo Frio","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=712162' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440322","NY00440322_01","A. P. Duarte","Cabo Frio","-42.032149","-22.874703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","970705","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"H. S. Irwin","30538","1971","01","16","South America","Brazil","Minas Gerais","Serra do Espinhaço, middle slopes of Serra da Piedade, ca. 40 km E. of Belo Horizonte, BR-31","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051730' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970705","NY00970705_01","F. Markgraf",NA,"-43.67613","-19.82237","1800","1800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","778274","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"A. Lacerda","173","1998","12","17","South America","Brazil","Paraná","Morro do Canal, Mananciais da Serra","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=712170' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778274","NY00778274_01","G. G. Hatschbach","Piraquara","-49.05","-25.43","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","440395","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"F. C. Hoehne","28544","1931","11","30","South America","Brazil","São Paulo","Jardim Botanico","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=712171' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440395","NY00440395_01","R. E. Woodson Jr.","Sao Paulo","-46.618358","-23.646109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","440397","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"R. M. Klein","950","1955","01","03","South America","Brazil","Santa Catarina","Limoeiro, Itajaí","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=712173' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440397","NY00440397_01",NA,"Itajaí","-48.6617","-26.9081","20","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","440320","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"G. G. Hatschbach","66532","1997","05","16","South America","Brazil","Paraná","Rod. Cerro Azul-Dr. Ulysses, Serra de Paranapiacaba","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=712169' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440320","NY00440320_01","G. G. Hatschbach","Doutor Ulysses","-49.4194","-24.5683",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","440392","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"R. Reitz","7558","1958","11","23","South America","Brazil","Santa Catarina","Matador, Rio do Sul","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=712159' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440392","NY00440392_01","F. Markgraf","Rio do Sul","-49.6431","-27.2144","350","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","440318","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"D. S. D. de Araújo","4398","1981","05","05","South America","Brazil","Rio de Janeiro","Restinga de Cabiúnas, próx. ao Canal Macaé-Campos","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=712156' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440318","NY00440318_01","V. F. Ferreira","Macaé","-41.7867","-22.3708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","440324","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"B. D. Sucre","995","1966","08","15","South America","Brazil","Rio de Janeiro","Restinga de Cabo Frio","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=712164' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440324","NY00440324_01","A. P. Duarte","Cabo Frio","-42.032149","-22.874703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","02486290","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"L. M. Pessoa","3","2002","11","30","South America","Brazil","Pernambuco","RPPN Maurício Dantas. Floresta. Rabeca.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2714551' target='other'> <mi>dwc_moreinfo</mi></a>","NY02486290","NY02486290_01",NA,"Betânia","-34.9503","-8.0128","520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","440323","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"B. D. Sucre","1283","1966","12","10","South America","Brazil","Rio de Janeiro","Cabo Frio","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=712163' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440323","NY00440323_01","A. P. Duarte","Cabo Frio","-42.032149","-22.874703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1114018","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"J. M. Silva","3107","1999","12","14","South America","Brazil","Paraná","Parque Estadual das Lauráceas.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1256953' target='other'> <mi>dwc_moreinfo</mi></a>","NY01114018","NY01114018_01","G. G. Hatschbach","Tunas do Paraná","-48.6970711","-24.9429505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","440317","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Wilkes Expedition",NA,NA,NA,NA,"South America","Brazil","Rio de Janeiro","Near Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=712177' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440317","NY00440317_01","W. Marcondes-Ferreira","Rio de Janeiro","-43.448386","-22.913514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","440325","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"W. Hoehne","5879","1964","10","26","South America","Brazil","Rio de Janeiro","Guanabara. Barra da Tijuca","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=712166' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440325","NY00440325_01","W. Hoehne","Rio de Janeiro","-43.369099","-22.995332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","440401","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"G. G. Hatschbach","15566","1966","12","28","South America","Brazil","Paraná","Morro Cerro Verde","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=712168' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440401","NY00440401_01","A. J. Gilmartin","Campina Grande do Sul","-49.0553","-25.3058","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","440321","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"B. D. Sucre","1258","1966","11","30","South America","Brazil","Rio de Janeiro","Guanabara. Restinga da Marambaia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=712161' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440321","NY00440321_01","A. P. Duarte","Rio de Janeiro","-43.2075","-22.9031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","970711","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"A. P. Duarte","2257",NA,NA,NA,"South America","Brazil","Minas Gerais","Serra do Cipó. Km 130.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051733' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970711","NY00970711_01",NA,NA,"-43.505872","-19.227045","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","970713","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"O. X. B. Machado","22",NA,NA,NA,"South America","Brazil","Distrito Federal","Restinga da Tijuca.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051735' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970713","NY00970713_01 NY00970713_02","O. X. B. Machado","Brasília","-43.36594","-23.011012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","476589","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"A. Laurênio","166","1995","09","15","South America","Brazil","Pernambuco","Reserva biológica de Serra Negra","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=712157' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476589","NY00476589_01","A. J. M. Leeuwenberg","Inajá","-38.5708","-8.6","444","444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","23335","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum obovatum","Müll.Arg.","syntype","L. Riedel","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=492088' target='other'> <mi>dwc_moreinfo</mi></a>","NY00023335","NY00023335_01",NA,NA,NA,NA,NA,NA,"obovatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","23336","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum obovatum","Müll.Arg.","syntype","L. Riedel","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=492089' target='other'> <mi>dwc_moreinfo</mi></a>","NY00023336","NY00023336_01",NA,NA,NA,NA,NA,NA,"obovatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","23335","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum obovatum","Müll.Arg.","syntype","L. Riedel","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=492088' target='other'> <mi>dwc_moreinfo</mi></a>","NY00023335","NY00023335_01",NA,NA,NA,NA,NA,NA,"obovatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","23336","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum obovatum","Müll.Arg.","syntype","L. Riedel","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=492089' target='other'> <mi>dwc_moreinfo</mi></a>","NY00023336","NY00023336_01",NA,NA,NA,NA,NA,NA,"obovatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-06-29 11:28:53-03","UFRJ","RFA","37352","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"M. A. Schneider","9","2010","01","18",NA,"Brasil","Rio de Janeiro","Restinga de Grumari (APA), Av. Estado da Guanabara.",NA,"Arbusto ca 2,5 metros, heliófila; folha coriácea, verde; fruto seco imaturo marro com pintas alvas.","RFA24133",NA,"Gabriel Cailleaux Damasceno","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,"2019","03","26","57442","auto",NA,NA,NA,NA,NA,NA,NA
"42","2020-11-13 09:18:50-03","UFRJ","RFA","4623","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"P. Occhioni","s.n.","1945","04","15",NA,"Brasil","Rio de Janeiro","Av. Niemeyer",NA,"Árvore pequena. fruto ainda verde","RFA35480",NA,"Carine Garcia","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,"2002","02","22","57442","auto",NA,NA,NA,NA,NA,NA,NA
"43","2020-06-29 11:28:53-03","UFRJ","RFA","21434","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Paulo Nunes","232","1979","09",NA,NA,"Brasil","Rio de Janeiro","Barra da Tijuca",NA,NA,"RFA35456",NA,"P. Nunes","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
