"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","individualCount","eventTime","fieldNumber"
"204","2020-07-14 17:16:59-03","UFPB","JPB","29530","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müell. Arg.",NA,"Barbosa, MR; et al.","2382","2002","04","13","Southern America","Brasil","Paraíba",NA,NA,NA,NA,NA,NA,"Cacimba de Dentro","-35.7900009155273","-6.64167022705078",NA,NA,NA,NA,NA,NA,"20430","auto",NA,NA,NA,NA,NA,NA,NA
"205","2019-01-17 11:25:35-02","PUCRS","MPUC","9194","S","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll. Arg.",NA,NA,NA,NA,NA,NA,"South America","Brasil","SC","Ilha do Arvoredo",NA,NA,NA,NA,"M. Sobral","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,NA,"1975","01","01","27000","auto",NA,NA,"Magnoliopsida",NA,"1",NA,NA
"206","2021-03-16 17:52:27-03","UCS","HUCS","02985","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll. Arg.",NA,"Kunniyoshi, Y.S.","4781","1983","11","14",NA,"Brasil","Paraná","Manciais da Serra",NA,"árvore de 15 m - botões florais",NA,NA,"Hatschbach, G.","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,"1987","04",NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA
"207","2021-03-16 17:52:27-03","UCS","HUCS","05608","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll. Arg.",NA,"Hatschbach, G.","52368","1988","10","04",NA,"Brasil","Santa Catarina","Rod. SC 436 - Serra do Rio do Rastro",NA,"árvore 8 m - flor creme; mata dos peraus",NA,NA,"Hatschbach, G.","Lauro Müller","-49.3967018127441","-28.3927993774414",NA,NA,NA,"1989",NA,NA,"15992","auto",NA,NA,NA,NA,NA,NA,NA
"208","2014-10-14 15:56:35-03","BS","M","M-0183489","S","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum var. obovatum","Müll.Arg.","TYPE","Riedel, L.",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"M0183489",NA,NA,NA,NA,NA,NA,NA,"var. obovatum",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"209","2014-10-14 15:56:35-03","BS","M","M-0183490","S","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum var. obovatum","Müll.Arg.","SYNTYPE","Riedel, L.",NA,"1831","12","31",NA,"Brasil",NA,"Rio Janeiro.",NA,NA,"M0183490",NA,NA,NA,NA,NA,NA,NA,"var. obovatum",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"21:00",NA
"210","2014-10-14 15:56:35-03","BS","M","M-0183489","S","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum var. obovatum","Müll.Arg.","TYPE","Riedel, L.",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"M0183489",NA,NA,NA,NA,NA,NA,NA,"var. obovatum",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"211","2014-10-14 15:56:35-03","BS","M","M-0183490","S","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum var. obovatum","Müll.Arg.","SYNTYPE","Riedel, L.",NA,"1831","12","31",NA,"Brasil",NA,"Rio Janeiro.",NA,NA,"M0183490",NA,NA,NA,NA,NA,NA,NA,"var. obovatum",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"21:00",NA
"212","2020-05-14 15:20:09-03","UFES","VIES","44102","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Guarnier, J.C.; Firmino, A.D. e Dutra, V.F.","233","2019","03","26",NA,"Brasil","Espírito Santo","Ponto de amostragem 6.",NA,NA,"VIES044102","VIES044102",NA,"Linhares","-39.74","-19.479167","3","3",NA,"2019","05",NA,NA,NA,"39º44'24''W","19º28'45''S",NA,NA,NA,NA,NA
"213","2020-04-27 16:08:34-03","UFES","VIES","7871","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Pereira, O.J.","3768","1992","08","25",NA,"Brasil","Espírito Santo","Área 100 da Aracruz Celulose S.A.",NA,NA,"VIES007871","VIES007871","Ferreira, W.M.","Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,NA,"1994","11",NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA
"214","2020-04-27 16:08:34-03","UFES","VIES","6357","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Pereira, O.J.","2825","1992","02","26",NA,"Brasil","Espírito Santo","Área 126 da Aracruz Celulose S.A.",NA,NA,"VIES006357","VIES006357","Ferreira, W.M.","Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,NA,"1994","11",NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA
"215","2020-04-27 16:08:34-03","UFES","VIES","7867","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Pereira, O.J.","4307","1992","12","02",NA,"Brasil","Espírito Santo","Área 126 da Aracruz Celulose S.A.",NA,NA,"VIES007867","VIES007867","Ferreira, W.M.","Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,NA,"1994","11",NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA
"216","2020-04-27 16:08:34-03","UFES","VIES","7865","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Pereira, O.J.","4381","1992","12","09",NA,"Brasil","Espírito Santo","Área 135 da Aracruz Celulose S.A.",NA,NA,"VIES007865","VIES007865","Ferreira, W.M.","Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,NA,"1994","11",NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA
"217","2020-04-27 16:08:34-03","UFES","VIES","6359","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Pereira, O.J.","3499","1992","06","10",NA,"Brasil","Espírito Santo","Área 135 da Aracruz Celulose S.A.",NA,NA,"VIES006359","VIES006359","Ferreira, W.M.","Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,NA,"1994","11",NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA
"218","2020-04-27 16:08:34-03","UFES","VIES","7866","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Pereira, O.J.","3878","1992","09","22",NA,"Brasil","Espírito Santo","Área 157 da Aracruz Celulose S.A.",NA,NA,"VIES007866","VIES007866","Ferreira, W.M.","Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,NA,"1994","11",NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA
"219","2020-04-27 16:08:34-03","UFES","VIES","7870","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Pereira, O.J.; Gomes, J.M.L.","4423","1992","12","10",NA,"Brasil","Espírito Santo","Itaúnas.",NA,NA,"VIES007870","VIES007870","A.C.D. Castello","Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,NA,"2019","02",NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA
"220","2020-04-27 16:08:34-03","UFES","VIES","23145","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Giaretta, A.O.; Monteiro, M.M. & Costa, L.C.M.","379","2008","11","16",NA,"Brasil","Espírito Santo","Itaúnas.",NA,NA,"VIES023145","VIES023145","Castello, A.C.D.","Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,NA,"2016","09","29","41644","auto",NA,NA,NA,NA,NA,NA,NA
"221","2019-06-27 10:23:54-03","UFES","VIES","24925","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Gomes, J.M.L.","4543","2007","08","22",NA,"Brasil","Espírito Santo","São Pedro, margens do lago PCH.",NA,NA,"VIES024925","VIES024925",NA,"Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,"48150","auto",NA,NA,NA,NA,NA,NA,NA
"222","2020-04-27 16:08:34-03","UFES","VIES","29016","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Rosa, L.V.; Gomes, J.M.L.; Pereira, O.J.; Fabris, L.C.","246","1991","07","12",NA,"Brasil","Espírito Santo","Parque Estadual Paulo Cesar Vinha.",NA,NA,"VIES029016","VIES029016","Rosa, L.V.","Guarapari","-40.5110015869141","-20.6580009460449",NA,NA,NA,"1991","07","12","28401","auto",NA,NA,NA,NA,NA,NA,NA
"223","2020-04-27 16:08:34-03","UFES","VIES","5448","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Pereira, O.J.","2322","1991","11","01",NA,"Brasil","Espírito Santo","Parque Estadual Paulo César Vinha.",NA,NA,"VIES005448","VIES005448","Quinet, C.G.P.","Guarapari","-40.5110015869141","-20.6580009460449",NA,NA,NA,"2006","08","01","28401","auto",NA,NA,NA,NA,NA,NA,NA
"224","2019-06-27 10:23:54-03","UFES","VIES","28869","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Rosa, L.V.; Pereira, O.J.; Gomes, J.M.L.","183","1991","07","17",NA,"Brasil","Espírito Santo","Restinga de Setiba. Formação Mata Seca.",NA,NA,"VIES028869","VIES028869",NA,"Guarapari","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA
"225","2019-06-27 10:23:54-03","UFES","VIES","15435","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Fabris, L.C.","798","1992","05","20",NA,"Brasil","Espírito Santo","Setiba.",NA,NA,"VIES015435","VIES015435","Fabris, L.C.","Guarapari","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA
"226","2019-06-27 10:23:54-03","UFES","VIES","15436","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Fabris, L.C.","797","1992","07","29",NA,"Brasil","Espírito Santo","Setiba.",NA,NA,"VIES015436","VIES015436","Fabris, L.C.","Guarapari","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA
"227","2019-06-27 10:23:54-03","UFES","VIES","15434","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Fabris, L.C.","799","1992","01","16",NA,"Brasil","Espírito Santo","Setiba.",NA,NA,"VIES015434","VIES015434","Fabris, L.C.","Guarapari","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA
"228","2019-06-27 10:23:54-03","UFES","VIES","15433","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Fabris, L.C.","800","1991","09","18",NA,"Brasil","Espírito Santo","Setiba.",NA,NA,"VIES015433","VIES015433","Fabris, L.C.","Guarapari","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA
"229","2020-04-27 16:08:34-03","UFES","VIES","11057","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Gomes, J.M.L.","2203","1996","09","01",NA,"Brasil","Espírito Santo","Três Praias.",NA,NA,"VIES011057","VIES011057","Zambom, O.","Guarapari","-40.5110015869141","-20.6580009460449",NA,NA,NA,"1996","09","13","28401","auto",NA,NA,NA,NA,NA,NA,NA
"230","2020-04-27 16:08:34-03","UFES","VIES","11056","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Gomes, J.M.L.","2198","1996","09","01",NA,"Brasil","Espírito Santo","Três Praias.",NA,NA,"VIES011056","VIES011056","Zambom, O.","Guarapari","-40.5110015869141","-20.6580009460449",NA,NA,NA,"1996","09","13","28401","auto",NA,NA,NA,NA,NA,NA,NA
"231","2020-04-27 16:08:34-03","UFES","VIES","7876","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Pereira, O.J.; Gomes, J.M.L.","4960","1993","09","27",NA,"Brasil","Espírito Santo","Comboios.",NA,NA,"VIES007876","VIES007876","Ferreira, W.M.","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,NA,"1994","11",NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA
"232","2019-09-27 18:03:30-03","UFES","VIES","10001","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Pereira, O.J.; Assis, A.M.","5758","1996","12","16",NA,"Brasil","Espírito Santo","Degredo.",NA,NA,"VIES010001","VIES010001","Pereira, O.J.","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,NA,"1996","12","16","48094","auto",NA,NA,NA,NA,NA,NA,NA
"233","2019-06-27 10:23:54-03","UFES","VIES","9977","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Pereira, O.J.; Albertone","5734","1996","12","03",NA,"Brasil","Espírito Santo","Pontal do Ipiranga.",NA,NA,"VIES009977","VIES009977","Pereira, O.J.","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA
"234","2021-02-12 18:11:50-03","UFES","VIES","15629","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Pereira, A.S.","s.n.","2000","12","02",NA,"Brasil","Espírito Santo","Regência.",NA,NA,"VIES015629","VIES015629","Albertone","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA
"235","2020-04-27 16:08:34-03","UFES","VIES","8260","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Pereira, O.J.; Simonelli, M.","5285","1994","07","12",NA,"Brasil","Espírito Santo","Reserva Indígena de Comboios.",NA,NA,"VIES008260","VIES008260","Quinet, C.G.P.","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,NA,"2006","08","01","48094","auto",NA,NA,NA,NA,NA,NA,NA
"236","2020-05-29 09:56:21-03","UFES","VIES","38759","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Pena, N.T.L.; Alves-Araújo, A.; Souza, W.O.; Luber, J. & Sossai, B.G.","339","2015","06","23",NA,"Brasil","Espírito Santo","APA Pedra do Elefante.",NA,NA,"VIES038759","VIES038759","A.C.D. Castello","Nova Venécia","-40.4006004333496","-18.710599899292",NA,NA,NA,"2020","05","15","42400","auto",NA,NA,NA,NA,NA,NA,NA
"237","2020-04-27 16:08:34-03","UFES","VIES","18735","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Gomes, J.M.L.; Valadares, R.T.","3401","2009","08","16",NA,"Brasil","Espírito Santo",NA,NA,NA,"VIES018735","VIES018735","Lorencini, T.S.","Presidente Kennedy","-41.0466995239258","-21.0988998413086",NA,NA,NA,"2010","01","12","24088","auto",NA,NA,NA,NA,NA,NA,NA
"238","2019-06-27 10:23:54-03","UFES","VIES","40088","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Gomes, J.M.L.","4270","2012","10","14",NA,"Brasil","Espírito Santo","Restinga.",NA,NA,"VIES040088","VIES040088",NA,"Presidente Kennedy","-41.0466995239258","-21.0988998413086",NA,NA,NA,NA,NA,NA,"24088","auto",NA,NA,NA,NA,NA,NA,NA
"239","2020-04-27 16:08:34-03","UFES","VIES","23146","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Ribeiro, M.; Fanticelle, B.S. & Amaral, M.V.","109","2010","03","27",NA,"Brasil","Espírito Santo","Bairro Liberdade.",NA,NA,"VIES023146","VIES023146","Menezes, L.F.T.","São Mateus","-39.8588981628418","-18.716100692749",NA,NA,NA,"2010","07","07","56510","auto",NA,NA,NA,NA,NA,NA,NA
"240","2020-04-27 16:08:34-03","UFES","VIES","10245","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Zambom, O.","58","1995","08","09",NA,"Brasil","Espírito Santo","Interlagos.",NA,NA,"VIES010245","VIES010245","Pereira, O.J.","Vila Velha","-40.2924995422363","-20.3297004699707",NA,NA,NA,"1996","01","03","27156","auto",NA,NA,NA,NA,NA,NA,NA
"241","2021-02-12 18:11:50-03","UFES","VIES","4378","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Vinha, P.C.","s.n.","1990","05","13",NA,"Brasil","Espírito Santo","Interlagos.",NA,NA,"VIES004378","VIES004378","Marcondes-Fernandes, W.","Vila Velha","-40.2924995422363","-20.3297004699707",NA,NA,NA,"1994","11",NA,"27156","auto",NA,NA,NA,NA,NA,NA,NA
"242","2020-04-27 16:08:34-03","UFES","VIES","17118","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"Pereira, O.J.","6235","2000","06","30",NA,"Brasil","Espírito Santo","Reserva Biológica de Jacaranema.",NA,NA,"VIES017118","VIES017118","Castello, A.C.D.; Castello, A.C.D.","Vila Velha","-40.2924995422363","-20.3297004699707",NA,NA,NA,"2016","09","29","27156","auto",NA,NA,NA,NA,NA,NA,NA
"243","2020-04-27 16:08:34-03","UFES","VIES","23655","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"P. Nunes","232","1979","09",NA,NA,"Brasil","Rio de Janeiro","Barra da Tijuca.",NA,NA,"VIES023655","VIES023655","P. Nunes","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,"1979","09",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"244","2021-04-05 11:05:53-03","UNESP-IBB","BOTUW","2328","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll. Arg.",NA,"Ceccantini, G.C.T.","426","1994","08","21",NA,"Brasil","Minas Gerais","Mata dos carvões, Serra do Salitre",NA,NA,"BOTUW002328",NA,NA,"Patrocínio","-46.993611","-18.944722","1050","1050",NA,NA,NA,NA,NA,NA,"46º 59' 37'' W","18º 56' 41'' S",NA,NA,NA,NA,NA
"245","2019-08-16 08:38:15-03","UTFPR","HCF","20065","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll. Arg.",NA,"J.M. Silva","8625","2014","09","17",NA,"Brasil","PR","Jardim Botânico Municipal",NA,"árvore de 6 m de altura; flor creme. Cultivada.",NA,NA,"E. Barboza","Curitiba","-49.238889","-25.441667","920","920",NA,"2014","11","19",NA,NA,"49°14'20 W","25°26'30 S",NA,NA,NA,NA,NA
"246","2019-08-16 08:38:15-03","UTFPR","HCF","2423","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll. Arg.",NA,"J.S. Pereira",NA,"2005","04","10",NA,"Brasil","PR","Fazenda Dona Catarina",NA,"Arvoreta de tronco estriado, folhas lactescentes, com frutos secos, deiscentes, rara, folhas simples opostas.",NA,NA,"J. Cordeiro & F. Marinero","Luiziana","-52.2757987976074","-24.2861003875732",NA,NA,NA,"2006","03",NA,"34664","auto",NA,NA,NA,NA,NA,NA,NA
"247","2019-11-15 20:23:39-03","UTFPR","HCF","29632","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll. Arg.",NA,"A.P. Duarte","8666",NA,NA,NA,NA,"Brasil","RJ","Restinga de Jacarepaguá",NA,"pequena árvore típica da restinga. Coletada em X/1964.",NA,NA,NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"248","2020-06-29 09:29:11-03","UFRRJ","RBR","42980","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"T.P.P. Alverga",NA,"2015","05","28",NA,"Brasil","Rio de Janeiro","Restinga de Marambaia. Inventário Carbono - Rio de Janeiro. Inventário complementar R12/18.",NA,NA,"RBR00042980","RBR00042980","T.P.P. Alverga","Itaguaí","-43.63","-23.0475",NA,NA,NA,NA,NA,NA,NA,NA,"43º37'48''W","23º2'51''S",NA,NA,NA,NA,NA
"249","2020-06-29 09:29:11-03","UFRRJ","RBR","42981","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"L.H. Soares",NA,"2015","06","12",NA,"Brasil","Rio de Janeiro","Restinga de Marambaia. Inventário Carbono - Rio de Janeiro. Inventário complementar R10/14.",NA,NA,"RBR00042981","RBR00042981","L.H. Soares","Itaguaí","-43.630833","-23.046667",NA,NA,NA,NA,NA,NA,NA,NA,"43º37'51''W","23º2'48''S",NA,NA,NA,NA,NA
"250","2020-06-29 09:29:11-03","UFRRJ","RBR","42983","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"L.H. Soares",NA,"2015","06","12",NA,"Brasil","Rio de Janeiro","Marambaia. Inventário Carbono - Rio de Janeiro. Inventário complementar R28/05.",NA,NA,"RBR00042983","RBR00042983","L.H. Soares","Itaguaí","-43.625","-23.047778",NA,NA,NA,"2020","04","28",NA,NA,"43º37'30''W","23º2'52''S",NA,NA,NA,NA,NA
"251","2020-06-29 09:29:11-03","UFRRJ","RBR","42984","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"T.P.P. Alverga",NA,"2015","05","28",NA,"Brasil","Rio de Janeiro","Marambaia. Inventário Carbono - Rio de Janeiro. Inventário complementar R13/6.",NA,NA,"RBR00042984","RBR00042984","T.P.P. Alverga","Itaguaí","-43.617778","-23.047778",NA,NA,NA,NA,NA,NA,NA,NA,"43º37'4''W","23º2'52''S",NA,NA,NA,NA,NA
"252","2020-06-29 09:29:11-03","UFRRJ","RBR","42985","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"T.P.P. Alverga",NA,"2015","05","28",NA,"Brasil","Rio de Janeiro","Inventário Carbono - Rio de Janeiro. Inventário complementar R08/1. Grumari.",NA,NA,"RBR00042985","RBR00042985","T.P.P. Alverga","Rio de Janeiro","-43.528889","-23.047778",NA,NA,NA,NA,NA,NA,NA,NA,"43º31'44''W","23º2'52''S",NA,NA,NA,NA,NA
"253","2020-06-29 09:29:11-03","UFRRJ","RBR","42987","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"T.P.P. Alverga",NA,"2015","05","28",NA,"Brasil","Rio de Janeiro","Inventário Carbono - Rio de Janeiro. Inventário complementar R21/31.",NA,NA,"RBR00042987","RBR00042987","T.P.P. Alverga","Rio de Janeiro","-43.6025","-23.048611",NA,NA,NA,NA,NA,NA,NA,NA,"43º36'9''W","23º2'55''S",NA,NA,NA,NA,NA
"254","2020-06-29 09:29:11-03","UFRRJ","RBR","43875","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"T.P.P. Alverga",NA,"2014","04","08",NA,"Brasil","Rio de Janeiro","Marambaia. R20-09.",NA,NA,"RBR00043875","RBR00043875","L.L.F. Abrahão","Itaguaí","-43.61","-23.048056",NA,NA,NA,NA,NA,NA,NA,NA,"43º36'36''W","23º2'53''S",NA,NA,NA,NA,NA
"255","2020-06-29 09:29:11-03","UFRRJ","RBR","44703","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"L.O.L. Pedreira; L.G. Silva","37","2018","07","24",NA,"Brasil","Rio de Janeiro","Recreio dos Bandeirantes. Recreio dos Bandeirantes. Ao lado da trilha. Parque Natural Municipal Chico Mendes",NA,NA,"RBR00044703","RBR00044703","L.G. Silva","Rio de Janeiro","-43.470278","-23.021944",NA,NA,NA,"2020","04","28",NA,NA,"43º28'13''W","23º1'19''S",NA,NA,NA,NA,NA
"256","2020-06-29 09:29:11-03","UFRRJ","RBR","37353","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"A.T.L. Brandão; M.A. Santos, M.C. Souza, P.O.M. Samor, H.L. Vieira, J. Costa","69",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Centro de Diversidade Vegetal de Cabo Frio, CDVCF- Fazenda itabepa, floresta semidecidual (Floresta de restinga) Coor. UTM: 23K 807214 7473943. Elev 13 m.",NA,NA,"RBR00037353","RBR00037353",NA,"Cabo Frio","-42.0186004638672","-22.8794002532959",NA,NA,NA,NA,NA,NA,"40069","auto",NA,NA,NA,NA,NA,NA,NA
"257","2020-06-29 09:29:11-03","UFRRJ","RBR","13893","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","pyricollum","Aspidosperma pyricollum","Müll.Arg.",NA,"E.M.R. Silva","s.n.","2003","04","29",NA,"Brasil","Rio de Janeiro","Ilha da Marambaia, Mata ao redor da Lagoa Vermelha.",NA,NA,"RBR00013893","RBR00013893 RBR00013893_1",NA,"Mangaratiba","-44.040599822998","-22.9596996307373",NA,NA,NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA
