"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","occurrenceRemarks","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus"
"12","2021-03-15 16:37:00-03","NY","NYBG","01023434","PreservedSpecimen","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.","D. C. Daly; Z. Marchal","L. Riedel","1824",NA,NA,"Brazil",NA,NA,"Iter Brasiliense",NA,NA,NA,NA,NA,NA,"NY01023434","NY01023434_01",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1192138' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","374695","PreservedSpecimen","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.",NA,"A. F. M. Glaziou",NA,NA,NA,"Brazil","Rio de Janeiro","Petrópolis","Serra da Estrella","-43.1783","-22.505",NA,NA,NA,NA,"NY00374695","NY00374695_01",NA,NA,NA,NA,"Collection date: 27 jan 1871?, Collection #: 7513? <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=657036' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1016081","PreservedSpecimen","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.","G. G. Hatschbach","P. I. Oliveira","1985","02","04","Brazil","Paraná","Campina Grande do Sul","Serra do Capivari Grande.","-49.0553","-25.3058",NA,NA,NA,NA,"NY01016081","NY01016081_01",NA,NA,NA,"852","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1141343' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","374685","PreservedSpecimen","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.","H. O. Sleumer","G. G. Hatschbach","1967","11","16","Brazil","Paraná","Campina Grande do Sul","Sitio do Belizario","-49.0553","-25.3058",NA,NA,"1100","1100","NY00374685","NY00374685_01",NA,NA,NA,"47862","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=657026' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","374689","PreservedSpecimen","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.","H. O. Sleumer","G. G. Hatschbach","1967","04","09","Brazil","Paraná","Campina Grande do Sul","Sítio do Belizário","-49.0553","-25.3058",NA,NA,NA,NA,"NY00374689","NY00374689_01",NA,NA,NA,"16285","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=657027' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","374687","PreservedSpecimen","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.","J. A. Kallunki","J. G. Jardim","1995","03","28","Brazil","Bahia","Uruçuca","Distrito de Serra Grande. 7,3 km na Estrada Serra Grande/Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz","-39.0617","-14.4231",NA,NA,NA,NA,"NY00374687","NY00374687_01",NA,NA,NA,"615","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=657035' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","374692","PreservedSpecimen","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.","H. O. Sleumer","L. Riedel","1834",NA,NA,"Brazil","Rio de Janeiro","Petrópolis","Serra da Estrella","-43.1783","-22.505",NA,NA,NA,NA,"NY00374692","NY00374692_01",NA,NA,NA,"s.n.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=657028' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","374694","PreservedSpecimen","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.","M. R. Vodicka","L. Riedel","1824",NA,NA,"Brazil","Rio de Janeiro","Petrópolis","Serra da Estrella","-43.1783","-22.505",NA,NA,NA,NA,"NY00374694","NY00374694_01",NA,NA,NA,"s.n.","'Iter Brasiliense 1821-24' <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=657031' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","374683","PreservedSpecimen","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.","F. C. Hoehne","M. H. Filho",NA,NA,NA,"Brazil","São Paulo","Rio Claro","Horto Flor. Rio Claro","-47.56","-22.41",NA,NA,NA,NA,"NY00374683","NY00374683_01",NA,NA,NA,"24565","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=657033' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","374691","PreservedSpecimen","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.","H. O. Sleumer","J. E. Leite","1941","09",NA,"Brazil","Rio Grande do Sul","Sao Leopoldo","Vicinity of Sao Leopoldo","-51.143791","-29.75136",NA,NA,NA,NA,"NY00374691","NY00374691_01",NA,NA,NA,"578","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=657029' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","374693","PreservedSpecimen","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.","D. C. Daly; Z. Marchal","L. Riedel","1833","04",NA,"Brazil","Rio de Janeiro","Petrópolis","Serra da Estrella","-43.1783","-22.505",NA,NA,NA,NA,"NY00374693","NY00374693_01",NA,NA,NA,"s.n.","'Iter Brasiliense 1821-1824' <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=657020' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","374696","PreservedSpecimen","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.","D. C. Daly; Z. Marchal","A. L. Bernardi","1978","11","28","Paraguay",NA,NA,"Parque Cataratas de Iguazú, Misiones Argentina",NA,NA,NA,NA,NA,NA,"NY00374696",NA,NA,NA,NA,"18887","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=657021' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01023435","PreservedSpecimen","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.","D. C. Daly; Z. Marchal","L. Riedel","1824",NA,NA,"Brazil","Rio de Janeiro",NA,"Iter Brasiliense. Rio-Janeiro.",NA,NA,NA,NA,NA,NA,"NY01023435","NY01023435_01",NA,NA,NA,"18362","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1192142' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","374688","PreservedSpecimen","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.","H. O. Sleumer","L. B. Smith","1956","12","30","Brazil","Santa Catarina","Dionísio Cerqueira","33 km west of Rio Capetinga on the road to Dionísio Cerqueira","-53.6394","-26.255",NA,NA,"800","900","NY00374688","NY00374688_01",NA,NA,NA,"9644","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=657030' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","374686","PreservedSpecimen","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.","L. B. Smith","R. M. Klein","1953","04","04","Brazil","Santa Catarina","Palhoça","Anitápolis","-49.128424","-27.903779",NA,NA,"500","500","NY00374686","NY00374686_01",NA,NA,NA,"431","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=657034' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"27","2021-02-18 09:30:42-03","UNESP-IBB","BOTU","31292","PreservedSpecimen","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.","Dias, M.C.","Francisco, E.M.","1998","12","14","Brasil","Paraná","Tibagi","Faxinal do Caetano Mendes",NA,NA,"9999","9999",NA,NA,"BOTU031292",NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-13 09:20:54-03","UFRJ","RFA","9079","PreservedSpecimen","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.","H. Sleumer","G.G. Hatschbach","1967","11","16","Brasil","Paraná","Campina Grande do Sul","Sítio do Belizário","-49.0553016662598","-25.3055992126465",NA,NA,"1100","1100","RFA49744",NA,NA,NA,NA,"17862","Arvoreta 8 m, tronco 20 cm diâmetro, flor amarela. Rara",NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA
"29","2020-11-24 17:11:02-03","UTFPR","DVPR","4278","PreservedSpecimen","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.","Cordeiro, J; Barboza, E","Geraldino, HCL","2006","01","26","Brasil","Paraná","Tuneiras do Oeste","Fazenda Água do Índio.","-52.8760986328125","-23.8705997467041",NA,NA,NA,NA,"DVPR004278",NA,"2007","02",NA,"179","árvore ca. 6m, com frutos imaturos verdes e maduros avermelhados.; Na beira de aceiro.","Magnoliophyta",NA,NA,NA,"24014","auto",NA,NA,NA,NA,NA
"30","2020-11-24 17:11:02-03","UTFPR","DVPR","3878","PreservedSpecimen","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.","Caxambu, MG","Caxambu, MG; Siqueira, EL; Chagas, MP","2015","10","24","Brasil","Paraná","Serranópolis do Iguaçu","Parque Nacional do Iguaçu-Estrada de chão Céu Azul-Serranópolis do Iguaçu.","-53.52209","-25.11029","-53.52209","-25.11029","653","653","DVPR003878",NA,"2015","10","24","6894","arvoreta ca. 5m, semi-ciófila. Botões florais amarelos.; Relevo: suave-ondulado.","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:48:35-03","EAO","IAN","93439","PreservedSpecimen","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.","Sleumer, HO","Glaziou, AFM","1976","01","02","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN093439",NA,"1977",NA,NA,"s.n.",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-12-04 15:25:48-03","PUCPR","HUCP","19289","S","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A. Gray) Benth.",NA,"Bolson, M","2008","01","16","Brasil","Paraná","Foz do Iguaçu","Itaipu","-54.5881004333496","-25.5478000640869",NA,NA,NA,NA,"HUCP00011603","HUCP00011603",NA,NA,NA,"109",NA,"Eudicotiledonea",NA,NA,NA,"39570","auto",NA,NA,NA,NA,NA
"33","2019-12-04 15:25:48-03","PUCPR","HUCP","17971","S","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A. Gray) Benth.","Cordeiro, J","Selusniaki, M","2006","04","01","Brasil","Paraná","Curitiba","Bosque Boa Vista","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00011899","HUCP00011899","2007","05","10","911",NA,"Eudicotiledonea",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"34","2019-12-04 15:25:48-03","PUCPR","HUCP","18000","S","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A. Gray) Benth.","Selusniaki, M","Selusniaki, M","2006","04","01","Brasil","Paraná","Curitiba","Bosque Boa Vista","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00011655","HUCP00011655",NA,NA,NA,"820",NA,"Eudicotiledonea",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"35","2019-12-04 15:25:48-03","PUCPR","HUCP","3291","S","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A. Gray) Benth.","Britez, RM","Britez, RM",NA,NA,NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Morro Bento Alves.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"HUCP00011847","HUCP00011847","1988","05","27","1937",NA,"Eudicotiledonea",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"36","2021-02-08 21:33:02-03","UFBA","ALCB","025933","PreservedSpecimen","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.","Nepomuceno, FAA","Guedes, ML","1994","11","10","Brasil","Bahia","Conceição do Almeida","EBDA.","-39.1699981689453","-12.7793998718262",NA,NA,NA,NA,"ALCB042106","ALCB042106","2017","09","01","s/n","com folhas membranáceas, discolores, glabras, pecíolo e nervura, principal de cor vinho. Flores singelas, fruto comestível.","Dicotyledon",NA,"Southern America",NA,"26063","auto",NA,NA,NA,NA,NA
"37","2019-10-09 11:24:16-03","UFBA","ALCB","94082","PreservedSpecimen","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.","Nepomuceno, FAA","Roque, N; Oliveira, RB; Teixeira, SR; Alves, M","2010","03","28","Brasil","Bahia","Entre Rios","Litoral Norte, Fazenda Experimental. Escola de Medicina Veterinária(UFBA). Reserva Florestal do Povoado de Aguazinha","-38.084400177002","-11.9419002532959",NA,NA,NA,NA,"ALCB044446","ALCB044446","2017","09","01","2737","ca. de 5,0 m de alt. Folhas discolores. Botões verdes.","Dicotyledon",NA,"Southern America",NA,"52418","auto",NA,NA,NA,NA,NA
"38","2019-10-09 11:24:16-03","UFBA","ALCB","101321","PreservedSpecimen","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.","Oliveira, RB","Oliveira, RB; Teixeira, SR; Alves, M","2010","01","16","Brasil","Bahia","Entre Rios","Litoral Norte, Fazenda Regional de Criação/UFBA","-38.084400177002","-11.9419002532959",NA,NA,NA,NA,"ALCB044443","ALCB044443","2011","01",NA,"79","Parcela: 6; Alt.: 8 m; Cap (cm): 19,3; Nº Fito: 519.","Dicotyledon",NA,"Southern America",NA,"52418","auto",NA,NA,NA,NA,NA
"39","2019-10-09 11:24:16-03","UFBA","ALCB","48039","PreservedSpecimen","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.","Nepomuceno, FAA","Fonseca, MR; Guedes, ML; Jesus, NG de; Santos, JB dos","1998","03","15","Brasil","Bahia","Entre Rios","Litoral Norte, RPPN Fazenda Lontra/Saudade.","-38.084400177002","-11.9419002532959",NA,NA,NA,NA,"ALCB044445","ALCB044445","2017","09","01","PL0336","Folhas membranáceas, limbo denteado. Flores polistemones, estames amarelo ouro, apétalas.","Dicotyledon",NA,"Southern America",NA,"52418","auto",NA,NA,NA,NA,NA
"40","2019-10-09 11:24:16-03","UFBA","ALCB","043229","PreservedSpecimen","Plantae","Salicaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.","Nepomuceno, FAA","Orge, MDR","1997","10","04","Brasil","Bahia","Entre Rios","Litoral Norte, RPPN Fazenda Lontra/Saudade.","-38.084400177002","-11.9419002532959",NA,NA,NA,NA,"ALCB044444","ALCB044444","2017","09","01","PL0250","16m x 0,42m, tronco ereto, casca grossa, leves fissuras. Folhas alternas, membranaceas. Frutos secos, imaturos verdes, maduros amarelos.","Dicotyledon",NA,"Southern America",NA,"52418","auto",NA,NA,NA,NA,NA
"41","2020-02-08 09:50:36-03","NBC","NL-BOTANY","L.2437441","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.",NA,"Campos J; Leite P","1981","03","28","Brazil",NA,NA,"Santa Catarina, A 12 km de Bom Retire em direção a Alfredo, Wagner, Bom Retiro, SC.",NA,NA,NA,NA,NA,NA,"NL-L2437441","NL-L2437441",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2437441 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"42","2020-02-08 09:50:36-03","NBC","NL-BOTANY","L.2437442","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.",NA,"Hatschbach GG","1977","12","19","Brazil",NA,NA,"Centro Civico (mun. Curtiba) Paraná.",NA,NA,NA,NA,NA,NA,"NL-L2437442","NL-L2437442",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2437442 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"43","2020-02-08 09:50:36-03","NBC","NL-BOTANY","L.2437443","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.",NA,"Klein RM; Bresolin","1970","01","22","Brazil",NA,NA,"Matador, Pântano do Sul.",NA,NA,NA,NA,NA,NA,"NL-L2437443","NL-L2437443",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2437443 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"44","2020-02-08 09:50:36-03","NBC","NL-BOTANY","L.2437445","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.",NA,"Klein RM; Bresolin","1967","11","21","Brazil",NA,NA,"Morro do Ribeirão.",NA,NA,NA,NA,NA,NA,"NL-L2437445","NL-L2437445",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2437445 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"45","2020-02-08 09:50:36-03","NBC","NL-BOTANY","L.2437446","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.",NA,"Hatschbach GG","1967","04","09","Brazil",NA,NA,"Est Paraná, mun camp. gde. do Sul, Sítio do Belizário.",NA,NA,NA,NA,NA,NA,"NL-L2437446","NL-L2437446",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2437446 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"46","2020-02-08 09:50:36-03","NBC","NL-BOTANY","L.2437447","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","parviflora","Banara parviflora","(A.Gray) Benth.",NA,"Hatschbach GG","1967","11","16","Brazil",NA,NA,"Est Paraná, Mun Onam p. Gde. do Sul, Sitio do Beliário.",NA,NA,NA,NA,NA,NA,"NL-L2437447","NL-L2437447",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2437447 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
