"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus"
"559","2020-11-04 17:29:25-03","UEM","HUEM","2076","S","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli","Landgraf, GO","Silva, I","s.n.","1986","12","23","Brasil","Paraná","Maringá","Horto de Plantas Medicinais Irenice Silva, UEM","-50.583333","-24.35","-50.583333","-24.35",NA,NA,"HUEM000005611","HUEM000005611","Planta herbácea; flores brancas, sem perfume.",NA,NA,NA,NA,NA,"2012","03","28",NA,NA,NA,NA,NA,NA,NA
"560","2020-11-04 17:29:25-03","UEM","HUEM","21444","S","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli","Romagnolo, MB","Beneli, TM","23","2011","09","20","Brasil","Paraná","Diamante do Norte","Estação Ecológica do Caiuá, trilha da Cachoeira","-52.848056","-22.631667","-52.848056","-22.631667","270","270","HUEM000015285","HUEM000015285","Arbórea, cerca de 15 m de altura; frutos imaturos de coloração verde.; Floresta Estacional Semidecidual.",NA,NA,NA,NA,NA,"2011","11",NA,NA,NA,NA,NA,NA,NA,NA
"561","2019-07-02 15:55:39-03","UEM","HUEM","23451","S","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli","L.M.Garcia","L.M.Garcia","446","2010","08","22","Brasil","Paraná","Maringá","fazenda do CESUMAR, 40 m da margem do córrego.","-51.865172","-23.349528","-51.865172","-23.349528","423","423","HUEM000005286","HUEM000005286","arbórea, ca. 30 m de altura; frutos imaturos de coloração verde.; Floresta Estacional Semidecidual.",NA,NA,NA,NA,NA,"2010","09",NA,NA,NA,NA,NA,NA,NA,NA
"562","2020-11-04 17:29:25-03","UEM","HUEM","24058","S","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli","Romagnolo, MB","Lima, LL","4","2012","08","22","Brasil","Paraná","Diamante do Norte","bairro Santa Rosa","-52.8636","-22.65495","-52.8636","-22.65495","331","331","HUEM000015286","HUEM000015286","Arbórea, cerca de 12 m; frutos imaturos de coloração verde.; Floresta Estacional Semidecidual.",NA,NA,NA,NA,NA,"2012","09",NA,NA,NA,NA,NA,NA,NA,NA
"563","2019-07-03 20:06:26-03","UEM","HUEM","28668","S","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli","Ma.C.Souza","E.D. Mauri","s.n.","2012","03","22","Brasil","Paraná","Maringá","Parque do Ingá., canteiro próximo ao lago","-51.930653","-23.428267","-51.930653","-23.428267",NA,NA,"HUEM000018751",NA,"Arbórea, 6m de altura; frutos imaturos coloração verde-claro.",NA,NA,NA,NA,NA,"2014","10",NA,NA,NA,NA,NA,NA,NA,NA
"564","2020-11-04 17:29:25-03","UEM","HUEM","32407","S","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli","Barboza, E","Silva, JM","8627","2014","09","17","Brasil","Paraná","Curitiba","Jardim Botânico Municipal","-49.238889","-25.441667","-49.238889","-25.441667","920","920","HUEM000015284","HUEM000015284","Árvore de 6m de altura; flor esverdeada. Cultivada.",NA,NA,NA,NA,NA,"2014","11","19",NA,NA,NA,NA,NA,NA,NA
"565","2019-07-03 20:06:26-03","UEM","HUEM","731","S","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli","Ma.C.Souza-Stevaux","Ma.C.Souza-Stevaux; col.","3295","1986","09","09","Brasil","Paraná","Maringá","Parque do Ingá, canteiro do parque infantil","-51.930653","-23.428267","-51.930653","-23.428267",NA,NA,"HUEM000018737",NA,"Árvore, cerca de 20,0m de altura; inflorescências com pequenas flores brancacentas, levemente perfumadas.",NA,NA,NA,NA,NA,"1987",NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","2020-11-04 17:29:25-03","UEM","HUEM","32107","S","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli","Ma.C.Souza","Ma.C.Souza; Milaneze-Gutierre, MA; Buchoski, MG; Silva, VL","3180","2014","06","25","Brasil","Paraná","Diamante do Norte","Estação Ecológica do Caiuá.","-52.8596992492676","-22.656400680542",NA,NA,NA,NA,"HUEM000015352","HUEM000015352","Arbórea; estágio vegetativo.",NA,NA,NA,NA,NA,"2014","06",NA,"16110","auto",NA,NA,NA,NA,NA
"567","2019-07-02 15:55:39-03","UEM","HUEM","5354","S","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli","M.C. Dias","M.C. Dias; et al.","21","1995","08","31","Brasil","Paraná","Ibiporã","Fazenda Doralice","-51.0480995178223","-23.2691993713379",NA,NA,NA,NA,"HUEM000005609","HUEM000005609","Árvore 9,0 m alt.; flores vermelhas; frutos verdes jovens.",NA,NA,NA,NA,NA,"1996",NA,NA,"20625","auto",NA,NA,NA,NA,NA
"568","2019-07-02 15:55:39-03","UEM","HUEM","5348","S","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli","F.Chagas-Silva","F.Chagas","1934","1996","08","28","Brasil","Paraná","Jaguapitã","Arredores de Jaguapitã.","-51.5318984985352","-23.1128005981445",NA,NA,NA,NA,"HUEM000005608","HUEM000005608","Árvore 15 m de altura. Botão floral verde, flores verde-amarelado. Fruto imaturo verde.",NA,NA,NA,NA,NA,"1996",NA,NA,"25330","auto",NA,NA,NA,NA,NA
"569","2019-07-02 15:55:39-03","UEM","HUEM","1804","S","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli","L.H. Soares","L.H. Soares; F.C.Silva","109","1989","09","02","Brasil","Paraná","Londrina","Parque Estadual Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"HUEM000005610","HUEM000005610","Árvore com 22 m alt., flores amarelas, frutos imaturos verdes. Frequente.",NA,NA,NA,NA,NA,"1989",NA,NA,"63728","auto",NA,NA,NA,NA,NA
"570","2020-11-04 17:29:25-03","UEM","HUEM","12894","S","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli","Ma.C.Souza","Orfrini, AC","62","2006","10","25","Brasil","Paraná","Maringá","Câmpus sede da Universidade Estadual de Maringá","-51.9385986328125","-23.4253005981445",NA,NA,NA,NA,"HUEM000005607","HUEM000005607","Árvore até 10m de altura. Folhas compostas paripinadas. Imflorescências em cachos axilares. Flores branco-esverdeadas.",NA,NA,NA,NA,NA,"2009","07",NA,"19250","auto",NA,NA,NA,NA,NA
"571","2019-07-03 20:06:26-03","UEM","HUEM","28840","S","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli","Ma.C.Souza","Ma.C.Souza","3332","2013","08","05","Brasil","Paraná","Maringá","Campus Sede - UEM","-51.9385986328125","-23.4253005981445",NA,NA,NA,NA,"HUEM000005613","HUEM000005613","Arbórea; flores coloração branco-amarelada. Cultivada como ornamental",NA,NA,NA,NA,NA,"2014","10","22","19250","auto",NA,NA,NA,NA,NA
"572","2020-11-04 17:29:25-03","UEM","HUEM","10625","S","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli","Suely Andó","Maglia, SA","s.n.","2004","02","08","Brasil","Paraná","Maringá","canteiro público de Maringá","-51.9385986328125","-23.4253005981445",NA,NA,NA,NA,"HUEM000005606","HUEM000005606","Árvore ornamental; inflorescência creme esverdeada",NA,NA,NA,NA,NA,"2004",NA,NA,"19250","auto",NA,NA,NA,NA,NA
"573","2020-11-04 17:29:25-03","UEM","HUEM","31815","S","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli",NA,"Milaneze-Gutierre, MA","1036","2017","07","19","Brasil","Paraná","Maringá","Parque do Ingá","-51.9385986328125","-23.4253005981445",NA,NA,NA,NA,"HUEM000014465","HUEM000014465","Árvore",NA,NA,NA,NA,NA,NA,NA,NA,"19250","auto",NA,NA,NA,NA,NA
"574","2020-11-04 17:29:25-03","UEM","HUEM","9206","S","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli","Souza, LA","Moreira, ALOR","101","2002","07","10","Brasil","Paraná","Maringá","Parque do Ingá., anterior do local dos jacarés (esq. da trilha)","-51.9385986328125","-23.4253005981445",NA,NA,NA,NA,"HUEM000018769",NA,"Árvore, 15 m. de altura; presença de frutos; flor de coloração amarela",NA,NA,NA,NA,NA,"2002","08",NA,"19250","auto",NA,NA,NA,NA,NA
"575","2019-07-03 20:06:26-03","UEM","HUEM","17894","S","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli","Ma.C.Souza","s.c.","s.n.","1977","09","06","Brasil","Paraná","Maringá","rua Joaquim Nabuco","-51.9385986328125","-23.4253005981445",NA,NA,NA,NA,"HUEM000005612","HUEM000005612",NA,NA,NA,NA,NA,NA,"2010","05",NA,"19250","auto",NA,NA,NA,NA,NA
"576","2020-11-04 17:29:25-03","UEM","HUEM","7982","S","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli",NA,"Ma.C. Souza","39","1994","04","29","Brasil","Paraná","Porto Rico","rio Paraná, Solo seco.","-53.2668991088867","-22.7721996307373",NA,NA,NA,NA,"HUEM000025552",NA,"Arbóreo.",NA,NA,NA,NA,NA,NA,NA,NA,"18063","auto",NA,NA,NA,NA,NA
"577","2021-03-10 11:38:38-03","UNILA","EVB","1070","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Lima, L.C.P.","Buttura, E.","591","1980","11","04","Brasil","Paraná","Guaíra","Parque Nacional Sete Quedas. Parque Nacional das Sete Quedas","-54.295556","-24.068889","54º17'44''W","24º4'8''S",NA,NA,"EVB001070","EVB001070",NA,NA,NA,NA,NA,NA,"2018","12","04",NA,NA,NA,NA,NA,NA,NA
"578","2021-03-10 11:38:38-03","UNILA","EVB","2136","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Marcon, T.R.","Escher, A.R.","6","2013","02","08","Brasil","Paraná","Santa Teresinha de Itaipu","RPPN Santa Maria. Reserva Natural do Patrimonio Natural Santa Maria","-54.401389","-25.445278","54º24'5''W","25º26'43''S","288","288","EVB002136","EVB002136","Fruto arredondado marrom. Habitat: Área preservada Habito: Arbórea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","2021-03-10 11:38:38-03","UNILA","EVB","2795","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Da Silva, D.R.","Da Silva, D.R.; Piva, J.; Machado,C.","231","2018","03","21","Brasil","Paraná","Planalto","Estrada paralela a esquerda do Córrego Lambari.","-53.626389","-25.722778","53º37'35''W","25º43'22''S","320","320","EVB002795","EVB002795","Frutos carnosos, verde quando imaturos, verde-claros quando maduros com aroma adocicado. Folhas verde-discolores, cartáceas, glabras. Habitat: Fragmento de Mata de Galeria meio a Floresta estacional semidecidual sobre o solo argiloso.",NA,NA,NA,NA,NA,"2018","03","21",NA,NA,NA,NA,NA,NA,NA
"580","2020-11-12 16:59:28-03","UEL","FUEL","31410","PreservedSpecimen","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli","Hatschbach, G","Silva, JM; et al.","3027","1999","09","01","Brasil","Paraná","São Jorge do Oeste","Perobal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","1999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","2020-11-12 16:59:28-03","UEL","FUEL","39368","PreservedSpecimen","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli","Matos, WH","Matos, WH","38","2005","12","05","Brasil","Paraná","Londrina","Estância Patrial","-51.233333","-23.366667","-51.233333","-23.366667",NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","2020-11-12 16:59:28-03","UEL","FUEL","40416","PreservedSpecimen","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli","Juliana S. Carneiro","Juliana S. Carneiro; et al.","639","2004","04","02","Brasil","Paraná","Londrina","Fazenda Figueira, Fragmento 2","-50.975556","-23.540833","-50.975556","-23.540833",NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","2020-11-12 16:59:28-03","UEL","FUEL","42534","PreservedSpecimen","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli","Miotto, STS","Marestoni, TM; Cervigne, NS; Francisco, EM","67","2007","07","27","Brasil","Paraná","Lupionópolis","R.P.P.N. Mata São Pedro","-51.701667","-22.688333","-51.701667","-22.688333",NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","2020-11-12 16:59:28-03","UEL","FUEL","42570","PreservedSpecimen","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli","Cervigne, NS","Cervigne, NS; Marestoni, TM; Francisco, EM","111","2007","05","25","Brasil","Paraná","Arapongas","Fazenda Solana","-51.35","-23.4","-51.35","-23.4","644","644",NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","2007","11","15",NA,NA,NA,NA,NA,NA,NA
"585","2020-11-12 16:59:28-03","UEL","FUEL","46244","PreservedSpecimen","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli","Zanotto, M","Zanotto, M","22","2007","10","16","Brasil","Rio Grande do Sul","Faxinalzinho","em orla da mata","-52.725833","-27.344444","-52.725833","-27.344444",NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","2020-11-12 16:59:28-03","UEL","FUEL","50717","PreservedSpecimen","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli","Cardoso, CMV","Cardoso, CMV; Ferreira Jr, M; Francisco, EM","1995","2012","07","25","Brasil","Paraná","Cornélio Procópio","Mata São Francisco","-50.572694","-23.1495","-50.572694","-23.1495","526","526",NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","2012","07","25",NA,NA,NA,NA,NA,NA,NA
"587","2020-11-12 16:59:28-03","UEL","FUEL","53315","PreservedSpecimen","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli","de Campos, A","de Campos, A; Montanher, DR","31","2019","01","24","Brasil","Paraná","Londrina","Parque Estadual Mata dos Godoy, margem do Ribeirão dos Apertados","-51.25","-23.45","-51.25","-23.45",NA,NA,"FUEL018719",NA,NA,NA,NA,NA,"Tracheophyta","Fabales","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","2020-11-12 16:59:28-03","UEL","FUEL","55487","PreservedSpecimen","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli","Hannes, CO","Silva, WJ da","195B","2017","11","29","Brasil","Paraná","Londrina","Campus Universitário Perobal","-51.195992","-23.327375","-51.195992","-23.327375",NA,NA,"FUEL055487",NA,NA,NA,NA,NA,"Tracheophyta","Fabales","2017","12","20",NA,NA,NA,NA,NA,NA,NA
"589","2020-11-12 16:59:28-03","UEL","FUEL","29579","PreservedSpecimen","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli","Dias, MC","Francisco, EM","s.n.","2000","10","03","Brasil","Paraná","Bela Vista do Paraíso","Fazenda Cascata","-51.190601348877","-22.9967002868652",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","2000",NA,NA,"15605","auto",NA,NA,NA,NA,NA
"590","2020-11-12 16:59:28-03","UEL","FUEL","41759","PreservedSpecimen","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli","Miotto, STS","Silva, JM; Barbosa, E","5040","2006","09","13","Brasil","Paraná","Cerro Azul","Mato Preto","-49.261100769043","-24.823600769043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","2009",NA,NA,"32006","auto",NA,NA,NA,NA,NA
"591","2020-11-12 16:59:28-03","UEL","FUEL","23779","PreservedSpecimen","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli",NA,"Cavalheiro, AL; et al.","16","1999","02","11","Brasil","Paraná","Congonhinhas","Fazenda Planalto","-50.5536003112793","-23.5510997772217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales",NA,NA,NA,"24253","auto",NA,NA,NA,NA,NA
"592","2020-11-12 16:59:28-03","UEL","FUEL","12130","PreservedSpecimen","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli",NA,"Silva, SM","s.n.","1990","03","09","Brasil","Paraná","Ibiporã","Fazenda Doralice","-51.0480995178223","-23.2691993713379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales",NA,NA,NA,"20625","auto",NA,NA,NA,NA,NA
"593","2020-11-12 16:59:28-03","UEL","FUEL","12131","PreservedSpecimen","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli",NA,"Pimenta, JA; et al.","s.n.","1990","03","09","Brasil","Paraná","Ibiporã","Fazenda Doralice","-51.0480995178223","-23.2691993713379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales",NA,NA,NA,"20625","auto",NA,NA,NA,NA,NA
"594","2020-11-12 16:59:28-03","UEL","FUEL","18032","PreservedSpecimen","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli","Dias, MC","Dias, MC; et al.","s.n.","1995","08","31","Brasil","Paraná","Ibiporã","Fazenda Doralice","-51.0480995178223","-23.2691993713379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","1996",NA,NA,"20625","auto",NA,NA,NA,NA,NA
"595","2020-11-12 16:59:28-03","UEL","FUEL","29578","PreservedSpecimen","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli","Vieira, AOS; Cloclet, FA","Cloclet, FA; Coltro, F","115","1999","08","28","Brasil","Paraná","Ibiporã","Fazenda Doralice","-51.0480995178223","-23.2691993713379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales",NA,NA,NA,"20625","auto",NA,NA,NA,NA,NA
"596","2020-11-12 16:59:28-03","UEL","FUEL","41329","PreservedSpecimen","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli","Mansanares, ME","Ferreira, JA; et al.","s.n.","2002","12","10","Brasil","Paraná","Ibiporã","Fazenda Doralice","-51.0480995178223","-23.2691993713379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales",NA,NA,NA,"20625","auto",NA,NA,NA,NA,NA
"597","2020-11-12 16:59:28-03","UEL","FUEL","46497","PreservedSpecimen","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli","Estevan, DA","Estevan, DA; et al.","1341","2008","08",NA,"Brasil","Paraná","Ibiporã","Parque Estadual de Ibiporã","-51.0480995178223","-23.2691993713379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","2008",NA,NA,"20625","auto",NA,NA,NA,NA,NA
"598","2020-11-12 16:59:28-03","UEL","FUEL","68","PreservedSpecimen","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli","Miotto, STS","Hatschbach, G","17059","1967","08","28","Brasil","Paraná","Icaraima","Porto Camargo","-53.613899230957","-23.3955993652344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","2009",NA,NA,"21289","auto",NA,NA,NA,NA,NA
"599","2020-11-12 16:59:28-03","UEL","FUEL","20587","PreservedSpecimen","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli","Miotto, STS","Francisco das Chagas e Silva","1934","1996","08","28","Brasil","Paraná","Jaguapitã","Arredores","-51.5318984985352","-23.1128005981445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","2009",NA,NA,"25330","auto",NA,NA,NA,NA,NA
"600","2020-11-12 16:59:28-03","UEL","FUEL","23385","PreservedSpecimen","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli",NA,"Tomé, MVF","1052","1996","09","19","Brasil","Paraná","Londrina",NA,"-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales",NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA
"601","2020-11-12 16:59:28-03","UEL","FUEL","36288","PreservedSpecimen","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli","Estevan, DA","Estevan, DA; et al.","313","2003","08","26","Brasil","Paraná","Londrina","Fazenda Figueira","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","2003",NA,NA,"63728","auto",NA,NA,NA,NA,NA
"602","2020-11-12 16:59:28-03","UEL","FUEL","41898","PreservedSpecimen","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli","Slusarski, SR","Slusarski, SR; et al.","s.n.","2004","02","17","Brasil","Paraná","Londrina","Fazenda Figueira, fragmento 27","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","2004","02",NA,"63728","auto",NA,NA,NA,NA,NA
"603","2020-11-12 16:59:28-03","UEL","FUEL","26360","PreservedSpecimen","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli",NA,"Silveira, M","s.n.","1991","09","02","Brasil","Paraná","Londrina","Parque Estadual Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales",NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA
"604","2020-11-12 16:59:28-03","UEL","FUEL","35053","PreservedSpecimen","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli",NA,"Bianchini, E; Papolo, RS","s.n.",NA,NA,NA,"Brasil","Paraná","Londrina","Parque Estadual Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales",NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA
"605","2020-11-12 16:59:28-03","UEL","FUEL","8803","PreservedSpecimen","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli","Soares-Silva, LH","Soares-Silva, LH","8803","1989","09","02","Brasil","Paraná","Londrina","Parque Estadual Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","1989",NA,NA,"63728","auto",NA,NA,NA,NA,NA
"606","2020-11-12 16:59:28-03","UEL","FUEL","41295","PreservedSpecimen","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli","Dias, MC","Juliana S. Carneiro; et al.","s.n.",NA,NA,NA,"Brasil","Paraná","Londrina","Parque Municipal Arthur Thomas","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales",NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA
"607","2019-10-16 14:12:03-03","UEL","FUEL","13067","PreservedSpecimen","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli",NA,"s.coletor","s.n.",NA,NA,NA,"Brasil","São Paulo","Adamantina",NA,"-51.0699996948242","-21.6800003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales",NA,NA,NA,"31214","auto",NA,NA,NA,NA,NA
"608","2020-11-12 16:59:28-03","UEL","FUEL","13776","PreservedSpecimen","Plantae","Leguminosae","Holocalyx","balansae","Holocalyx balansae","Micheli","Miotto, STS","Bernacci, LC","s.n.","1990","09","26","Brasil","São Paulo","Campinas","Fazenda Sao Vicente","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","2009",NA,NA,"23900","auto",NA,NA,NA,NA,NA
"609","2019-11-01 14:59:44-03","UnB","UB","127899","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Hatschbach, G","Silva, JM","3027","1999","09","01","Brasil","Paraná ","São Jorge d'Oeste","Perobal","-52.9183006286621","-25.7056007385254",NA,NA,NA,NA,NA,NA,"Flor esverdeada.; Árvore 10m.; Floresta","Southern America",NA,NA,"Dicotyledoneae",NA,"1999",NA,NA,"23663","auto",NA,NA,NA,NA,NA
"610","2019-11-01 14:59:44-03","UnB","UB","127900","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli",NA,"Silva, AF","150","1985","11","07","Brasil","São Paulo","Pereira Barreto","Fazenda Lagoinha 2","-51.0999984741211","-20.6299991607666",NA,NA,NA,NA,NA,NA,"Frutos imaturos.; Árvore 15m.","Southern America",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"36734","auto",NA,NA,NA,NA,NA
"611","2019-05-06 11:57:45-03","UFU","HUFU","16795","S","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Vidal, M.","Chagas; Silva, F.","1934","1996","08","28","Brasil","Paraná","Jaguapità","Arredores de jaguapitã","-51.5318984985352","-23.1128005981445",NA,NA,NA,NA,"HUFU00006233","HUFU00006233",NA,NA,NA,NA,NA,NA,"2009","06",NA,"25330","auto",NA,NA,NA,NA,NA
"612","2020-08-20 20:38:48-03","UFSC","FLOR","46375","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Dias, M.C.","Dias, M.C.; et alii","21","1995","08","31","Brasil","Paraná","Ibiporã","Fazenda Doralice.","-51.0480995178223","-23.2691993713379",NA,NA,NA,NA,"FLOR0046375",NA,"árvore, flores velhasverdes jovens, 9m altura",NA,NA,NA,NA,"Fabales","1996",NA,NA,"20625","auto",NA,NA,NA,NA,NA
"613","2020-08-20 20:38:48-03","UFSC","FLOR","46632","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Silva, F.; Chagas","Silva, F.C.; Silva, E.S.","1934","1996","08","28","Brasil","Paraná","Jaguapitã","Arredore de Jaguapitã.","-51.5318984985352","-23.1128005981445",NA,NA,NA,NA,"FLOR0046632",NA,"árvore, flor botão floral verde, flores verde amarelado, fruto imaturo verde",NA,NA,NA,NA,"Fabales","1996",NA,NA,"25330","auto",NA,NA,NA,NA,NA
"614","2020-08-20 20:38:48-03","UFSC","FLOR","28042","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Hatschbach, G.","Silva, J.M.; Ziller, S.R.","1918","1997","04","12","Brasil","Paraná","Londrina","Rio Tibagi, Fazenda São José do Remansinho.","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"FLOR0028042",NA,"árvore, 20m altura",NA,NA,NA,NA,"Fabales","1997",NA,NA,"63728","auto",NA,NA,NA,NA,NA
