"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","month","day","stateProvince","county","decimalLongitude","decimalLatitude","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","relatedCatalogItem","sex"
"11","2020-02-08 08:54:54-03","NBC","NL-BOTANY","L.2476977","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","Reitz R; Klein RM",NA,"1960","Southern America","Brazil","Plantas de Santa Catarina. Serra da Bea Vista, Sao Jose.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2476977 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2476977","NL-L2476977",NA,"08","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 08:54:54-03","NBC","NL-BOTANY","L.2476978","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","Reitz R",NA,"1953","Southern America","Brazil","Estr. Curitiba-Paranagua (Meia Serra), Parana.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2476978 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2476978","NL-L2476978",NA,"09","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 08:54:54-03","NBC","NL-BOTANY","L.2476979","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","Reitz R; Klein RM",NA,"1956","Southern America","Brazil","Plantas de Santa Catarina. Piloes, Palhoca.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2476979 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2476979","NL-L2476979",NA,"08","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 08:54:54-03","NBC","NL-BOTANY","L.2476980","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","Hatschbach GG",NA,"1962","Southern America","Brazil","Est Parana, Mun Campina Grande do Sul. Rod. BR-2, Serra do Espia.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2476980 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2476980","NL-L2476980",NA,"08","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 08:54:54-03","NBC","NL-BOTANY","U.1180496","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","Lindeman JC; Barcia J",NA,"1971","Southern America","Brazil","Serra dos Orgaos, RJ. Fazenda Bonfin, vale acima da Gruta do Presidente.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1180496 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1180496","NL-U1180496",NA,"07","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 08:54:54-03","NBC","NL-BOTANY","U.1180497","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","Lindeman JC; Haas JH de",NA,"1967","Southern America","Brazil","Brasiliae Australis, Est. Parana. Coastal plain along new road N of Antonina Ephiphyte.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1180497 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1180497","NL-U1180497",NA,"08","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 08:54:54-03","NBC","NL-BOTANY","U.1180498","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","Lindeman JC; Haas JH de",NA,"1967","Southern America","Brazil","Brasiliae Australis, Est.Parana. Sitio Belizario, Mun. Campina do Sul. Ca. 20 km ENE of Curitiba.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1180498 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1180498","NL-U1180498",NA,"08","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:04:12-03","ESALQ","ESA","84626","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Rhipsalis","burchelii","Rhipsalis burchelii","Britton & Rose","Urbanetz, C.; Déstro, G.F.G.; Moreira-Coneglian, I.R.; Harder, I.C.F.; Muniz, M.R.A.; Paula-Souza, J.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.","12.0","2003",NA,"Brasil","Parque Estadual Intervales, Trilha da Cachoeira das Pedrinhas com início na Estrada de São Pedro, até a cachoeira do Rio Carmo, Floresta Ombrófila Densa Montana, com extrativismo seletivo",NA,"Epífita a 0,5m, frutos maduros vinhos e imaturos um pouco mais claros","ESA084626","ESA084626",NA,"04","16","São Paulo","Ribeirão Grande","-482.188","-241.827","Aona, L.Y.S.","790","790","-482,188","-241,827",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:04:12-03","ESALQ","ESA","17926","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Rhipsalis","burchelii","Rhipsalis burchelii","Bartton & Rose","Miyagi, P.H. et al.","232.0","1994",NA,"Brasil",NA,NA,NA,"ESA017926","ESA017926",NA,"09","09","São Paulo","Juquiá","-47.6300010681152","-24.3199996948242","Aona, L.Y.S.",NA,NA,NA,NA,"32505","auto",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 11:04:12-03","ESALQ","ESA","84628","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Rhipsalis","burchelii","Rhipsalis burchelii",NA,"Medeiros, D.A.; Silva, D.G.R.; Damasceno, A.C.F; França, E.J.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Paula-Souza, J.; Muniz, M.R.A.","99.0","2003",NA,"Brasil","Trilha saindo 500m antes da sede do Núcleo Barra Grande em direção à E.E. Xiutê. Vegetação bem conservada de Floresta Ombrófila Densa Montana, com escorregamentos naturais e com exploração de palmito.",NA,"Epífita","ESA084628","ESA084628",NA,"04","19","São Paulo","Ribeirão Grande","-48.35",NA,"Aona, L.Y.S.","788","788","-48.35","-24,466,667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:04:12-03","ESALQ","ESA","84632","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Rhipsalis","burchelii","Rhipsalis burchelii","Britton & Rose","Viani, R.A.G.; Souza, S.C.P.M.; Gusson, E.; Cavallari Neto, M.; Melo, A.C.G.; Paula-Souza, J.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.","121.0","2003",NA,"Brasil","Parque Estadual Intervales, Trilha da Bocaina em direção à gruta da Mãozinha e gruta do Minotauro; vegetação secundária de Floresta Ombrófila Densa Montana",NA,"Epífita à 3 m, frutos maduros vináceos, interior de mata","ESA084632","ESA084632",NA,"04","17","São Paulo","Ribeirão Grande","-48.265","-241.627","Aona, L.Y.S.","820","820","-48,265","-241,627",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:04:12-03","ESALQ","ESA","84635","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Rhipsalis","burchelii","Rhipsalis burchelii","Britton & Rose","Aguiar, A.C.; Silva, R.R.; Pereira, Z.V.; Cerqueira, R.M.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Paula-Souza, J.; Muniz, M.","186.0","2003",NA,"Brasil","Parque Estadual Intervales, trilha da Caçadinha, com início na estrada do Carmo.Vegetação Secundária Capoeirão de Floresta Ombrófila Densa Montana com intensa exploração de palmito e madeira.",NA,"Epífita, frutos vinhos","ESA084635","ESA084635",NA,"04","20","São Paulo","Ribeirão Grande","-482.509","-241.639","Aona, L.Y.S.","780","780","-482,509","-241,639",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-01-15 14:41:36-03","MN","R","101721","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","Vidal, J.","3 - 101","1950",NA,"Brasil",NA,NA,NA,"R010028899,R010028900,R010028901",NA,NA,"08",NA,"Paraná","Fernandes Pinheiros",NA,NA,"Castellanos, A.",NA,NA,NA,NA,NA,NA,NA,"1963",NA,NA,NA,NA,NA,NA
"24","2021-01-14 15:26:43-03","MN","R","18953","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","Sampaio, A.J.","5453","1928",NA,"Brasil",NA,NA,"Expediçao Rondon á Serra de Tumuc-Humac","R010030396,R010030397","R010030396 R010030397",NA,"11","04","Pará",NA,NA,NA,"Almeida, M.C.",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA
"25","2021-01-14 15:26:43-03","MN","R","218584","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","Mello Filho, L.E.","4695","1976",NA,"Brasil",NA,NA,NA,"R010028896,R010028897,R010028898",NA,NA,"08","01","São Paulo",NA,NA,NA,"Zappi, D.",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA
"26","2021-01-14 15:26:43-03","MN","R","91024","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","Dusén, P.K.H.",NA,"1903",NA,"Brasil",NA,NA,NA,"R010028886",NA,NA,"12","19","Paraná","Vila Velha",NA,NA,"Almeida, M.C.",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA
"27","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0053958","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","A. Krapovickas; C. L Cristóbal","42153","1988",NA,"Brazil","Itajuba.",NA,"Epífita, frutos rosado intenso.",NA,NA,NA,"1","29","Santa Catarina",NA,"-53.508333","-26.898056","R. Kiesling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-11-21 14:33:03-03","UFJF","CESJ","22902","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","M.C. Brügger","FPNC328","1988","América do Sul","Brasil","Parque Nacional do Caparaó, Cachoeira Bonita.",NA,"À beira do rio, epífita, pendente. Flores brancas, botões róseos.","CESJ022902",NA,NA,"10","15","Minas Gerais",NA,NA,NA,"D.C. Zappi",NA,NA,NA,NA,NA,NA,NA,"1990","05","03",NA,NA,NA,NA
"29","2021-03-01 16:27:17-03","UNICAMP","UEC","135030","S","Plantae","Magnoliopsida",NA,"Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","Urbanetz, C; Destro, GFG; Moreira-Coneglian, IR; Harder, ICF; Muniz, MRA","12","2003",NA,"Brazil","Parque Estadual Intervales, trilha da Cachoeira das Pedrinhas com início na Estrada de São Pedro, até a cachoeira do Rio Carmo.",NA,"Epífita a 0,5m, frutos maduros vinhos e imaturos um pouco mais claros.; Floresta Ombrófila Densa Montana, com extrativismo seletivo.","UEC041031","UEC041031",NA,"04","16","São Paulo","Ribeirão Grande","-48.374444","-24.3075","Gonzaga, DR","790","790","-48.374444","-24.3075",NA,NA,NA,"2015","09","15",NA,NA,NA,NA
"30","2021-03-01 16:27:17-03","UNICAMP","UEC","74821","S","Plantae","Magnoliopsida",NA,"Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","Godoy, SAP; Garcia, RJF; Ferreira, GMP","727","1995",NA,"Brazil","Cratera, Colônia.",NA,"Epífita. Flores róseas.","UEC041027","UEC041027",NA,"08","15","São Paulo","Parelheiros",NA,NA,"Zappi, DC",NA,NA,NA,NA,NA,NA,NA,"2001",NA,NA,NA,NA,NA,NA
"31","2021-03-01 16:27:17-03","UNICAMP","UEC","85542","S","Plantae","Magnoliopsida",NA,"Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","Ávila, NS; Bellenzani, MLR; Garcia, RJF","309","1994",NA,"Brazil","Camping Ana Paula - Borda de mata - região sul do município de São Paulo.",NA,"Epífita, botões esbranquiçados.","UEC041025","UEC041025",NA,"09","12","São Paulo",NA,"-46.774444","-23.9","Zappi, DC",NA,NA,"-46.774444","-23.9",NA,NA,NA,"2001",NA,NA,NA,NA,NA,NA
"32","2021-03-01 16:27:17-03","UNICAMP","UEC","137465","S","Plantae","Magnoliopsida",NA,"Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","Breier, TB","1140","2004",NA,"Brazil",NA,NA,"Frutos maduros magenta.","UEC041028","UEC041028",NA,"04","10","São Paulo","Cotia","-46.9099998474121","-23.6000003814697","Taylor, NP",NA,NA,NA,NA,"23869","auto",NA,"2004","04",NA,NA,NA,NA,NA
"33","2021-03-01 16:27:17-03","UNICAMP","UEC","85816","S","Plantae","Magnoliopsida",NA,"Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","Kiyama, CY; Simão-Bianchini, R; Rossi, L; Shirasuna, RT","31","1994",NA,"Brazil","Estação Biológica de Boracéia. Mata próxima à barragem do Rio Claro.",NA,"Epífita com frutos alvos, translúcidos.","UEC041030","UEC041030",NA,"09","04","São Paulo","Salesópolis","-45.8400001525879","-23.5300006866455","Zappi, DC",NA,NA,NA,NA,"18032","auto",NA,"2001",NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:19:46-03","MBM","MBM","425935","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","Völtz, R.R.; Passos, L.S.; Passos, L.S.","2117","2019","Southern America","Brazil","Refúgio da Vida Silvestre do Bugio",NA,"Erva epífita pendente no interior de Floresta Ombrófila Mista Aluvial do rio Iguaçú; frutos avermelhados.; Floresta Ombrófila Mista Aluvial.","MBM425935",NA,NA,"06","18","Paraná","Curitiba","-49.330833","-25.63","Cardoso, W.C.","870","870","-49.330833","-25.63",NA,NA,NA,"2019","08","22",NA,NA,NA,NA
"35","2020-12-21 16:19:46-03","MBM","MBM","384268","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","Dunaiski Jr.; A.","3906","2010","Southern America","Brazil",NA,NA,"Erva de 1m, pendente. Frutos alvos.; Em paredão rochoso.","MBM384268","MBM384268",NA,"01","07","Paraná","Guaraniaçu","-52.878101348877","-25.1007995605469",NA,NA,NA,NA,NA,"38806","auto",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:19:46-03","MBM","MBM","169997","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","Imaguire, N.","3311","1973","Southern America","Brazil","Fazenda Exp. de Agronomia",NA,"Epífita, frutos amarelo-alaranjado","MBM169997","MBM169997",NA,"03","21","Paraná","Piraquara","-49.0633010864258","-25.4416999816895","Zappi, D.",NA,NA,NA,NA,"12577","auto",NA,"2005","10",NA,NA,NA,NA,NA
"37","2020-12-21 16:19:46-03","MBM","MBM","263616","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","Brugger, M.; et al.; et al.","328","1988","Southern America","Brazil","Parque Nacional do Caparaó",NA,NA,"MBM263616","MBM263616",NA,"10","15","Minas Gerais","Caparaó","-41.9043998718262","-20.523099899292","Zappi, D.C.",NA,NA,NA,NA,"15056","auto",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:19:46-03","MBM","MBM","191750","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","Cervi, A.C.","2781","1989","Southern America","Brazil","Serra do Mar",NA,"Epífita. Flores alvas, filetes róseos.","MBM191750","MBM191750",NA,"08","11","Paraná","Morretes","-48.834400177002","-25.476900100708","Zappi, D.","900","900",NA,NA,"30514","auto",NA,"2008","10",NA,NA,NA,NA,NA
"39","2020-12-21 16:19:46-03","MBM","MBM","213575","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","Cervi, A.C.; et al.; et al.","2781","1989","Southern America","Brazil","Serra do Mar",NA,"Epífita. Flores alvas, filetes róseos.","MBM213575","MBM213575",NA,"08","11","Paraná","Morretes","-48.834400177002","-25.476900100708","Zappi, D.","900","900",NA,NA,"30514","auto",NA,"2005","10",NA,NA,NA,NA,NA
"40","2015-09-04 16:05:24-03","MNHN","RECOLNAT_MNHN_P","P04557111","PreservedSpecimen",NA,NA,NA,"Cactaceae","Rhipsalis","cribrata","Rhipsalis cribrata","(Lem.) Rumpler","Burchell, W.J.",NA,NA,NA,"[Brésil]","s.l.","hb","Catalogus Geographicus Plantarum Brasilae Tropicae. . Donné par la Direction du Jardin Royal de Kew, 187 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04557111' target='other'> <mi>dwc_moreinfo</mi></a>","P04557111","P04557111_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3081",NA,NA,NA
"41","2015-09-04 16:05:24-03","MNHN","RECOLNAT_MNHN_P","P04557112","PreservedSpecimen",NA,NA,NA,"Cactaceae","Rhipsalis","cribrata","Rhipsalis cribrata","(Lem.) Rumpler","Gaudichaud, C.",NA,"1833",NA,"Brasil","Brésil. Province de San-Paolo. São Paulo, Sudeste, Brasil, América do Sul","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04557112' target='other'> <mi>dwc_moreinfo</mi></a>","P04557112","P04557112_01",NA,"1","1","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"690",NA,NA,NA
"42","2015-09-04 16:05:24-03","MNHN","RECOLNAT_MNHN_P","P04557113","PreservedSpecimen",NA,NA,NA,"Cactaceae","Rhipsalis","cribrata","Rhipsalis cribrata","(Lem.) Rumpler","Gaudichaud, C.",NA,"1831",NA,"Brasil",". Santa Catarina, Sul, Brasil, América do Sul","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04557113' target='other'> <mi>dwc_moreinfo</mi></a>","P04557113","P04557113_01",NA,"1","1","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"294",NA,NA,NA
"43","2020-10-01 14:16:04-03","JBB","HEPH","32349","S","Plantae","Dicotyledon","Caryophyllales","Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","Maruyama, A; Cicco, L","536","2016","Southern America","Brasil",NA,NA,NA,NA,NA,NA,"08","26","São Paulo","Cunha","-45.014167","-23.245556","Zappi, D","1101","1101","-45.014167","-23.245556",NA,NA,NA,"2018",NA,NA,NA,NA,NA,NA
"44","2020-10-01 14:16:04-03","JBB","HEPH","32367","S","Plantae","Dicotyledon","Caryophyllales","Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","Maruyama, A; Cicco, L","551","2016","Southern America","Brasil",NA,NA,NA,NA,NA,NA,"09","07","São Paulo","Cunha","-45.013611","-23.23","Zappi, D","1062","1062","-45.013611","-23.23",NA,NA,NA,"2018",NA,NA,NA,NA,NA,NA
"45","2020-10-01 14:16:04-03","JBB","HEPH","5742","S","Plantae","Dicotyledon","Caryophyllales","Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","Silva, JM da; Cordeiro, J","158","1986","Southern America","Brasil","Veu de Noiva",NA,NA,NA,NA,NA,"08","28","Paraná","Morretes","-48.834400177002","-25.476900100708","Zappi, D",NA,NA,NA,NA,"30514","auto",NA,"2018",NA,NA,NA,NA,NA,NA
"46","2010-08-24 09:46:00-03","MO","MOBOT","3165100","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","burchellii","Rhipsalis burchellii","Britton & Rose","F. Sellow","Sellow 315","1814","South America","Brazil","A San Paolo ad meridiera.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N. Taylor, 21.9.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
