"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","previousCatalogNumber","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"107","2020-12-21 16:39:10-03","MBM","MBM","189919","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Jarenkow, J.A.","Jarenkow, J.A.; et al.; et al.","1744",NA,NA,NA,"Southern America","Brazil","Rio Grande do Sul","Torres","-49.7268981933594","-29.3353004455566",NA,NA,"MBM189919","MBM189919","Morro Azul",NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-12-21 16:39:10-03","MBM","MBM","385343","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Imig, D.C.","Engels, M.E.; Imig, D.C.; Imig, D.C.","1508","2013","08","29",NA,"Brasil","Paraná","Curitiba","-49.234289","-25.447167",NA,"Liana. Caule e folhas verdes. Flores com sépalas verdes claras alvacentas. Pétalas alvas. Filamentos basndeadoa de alvo e roxo. Frutos imaturos oblongos, verdes com pontuações claras.; Floresta Ombrófila Mista, mata secundária.","MBM385343","MBM385343","Centro Politécnico da UFPR, Mata Viva","915","915",NA,NA,"2013","08","29",NA,"-49.234289","-25.447167",NA,NA,NA,NA,NA
"109","2020-12-21 16:39:10-03","MBM","MBM","386910","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Cervi, A.C.","Cervi, A.C.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","10116","2013","11","06","Southern America","Brazil","Santa Catarina","Urupema","-49.851778","-27.933686",NA,"Trepadeira, flores de pétalas alvas, filamentos da corona bandeados branco e azul.","MBM386910","MBM386910","Estrada Rio Rufino","1535","1535",NA,NA,"2013","12","03",NA,"-49.851778","-27.933686",NA,NA,NA,NA,NA
"110","2020-12-21 16:39:10-03","MBM","MBM","386910","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Cervi, A.C.","Cervi, A.C.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","10116","2013","11","06","Southern America","Brazil","Santa Catarina","Urupema","-49.851778","-27.933686",NA,"Trepadeira, flores de pétalas alvas, filamentos da corona bandeados branco e azul.","MBM386910","MBM386910","Estrada Rio Rufino","1535","1535",NA,NA,"2013","12","03",NA,"-49.851778","-27.933686",NA,NA,NA,NA,NA
"111","2020-12-21 16:39:10-03","MBM","MBM","412750","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Völtz, R.R.","Völtz, R.R.; Brotto, M.L.; Meyer, F.S.; Brotto, M.L.; Meyer, F.S.","1387","2017","10","13","Southern America","Brazil","Paraná","Antonina","-48.806944","-25.238333",NA,"Erva pendente sobre o rio Cotia; flores com sépalas esverdeadas, pétalas alvas e corona alva com listras arroxeadas.; Floresta Ombrófila Densa Submontana.","MBM412750","MBM412750","Bairro Alto, Disco-Porto","750","750",NA,NA,"2017","10","24",NA,"-48.806944","-25.238333",NA,NA,NA,NA,NA
"112","2020-12-21 16:39:10-03","MBM","MBM","430452","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Brotto, M.L.","Brotto, M.L.; Völtz, R.R.; Völtz, R.R.","3990","2020","10","02","Southern America","Brazil","Rio de Janeiro","Nova Friburgo","-42.489444","-22.380833",NA,"Liana, pétalas brancas, corona com filamentos externos rajados de vinho e roxo, internos cor de vinho.; Floresta Ombrófila Densa Montana.","MBM430452",NA,"Macaé de Cima, beira da estrada","1087","1087",NA,NA,"2020","11","20",NA,"-42.489444","-22.380833",NA,NA,NA,NA,NA
"113","2020-12-21 16:39:10-03","MBM","MBM","9283","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Cervi, A.C.","Lindeman, J.; Haas, H.; Haas, H.","3197",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,NA,NA,NA,NA,"MBM009283","MBM009283","Entre São Paulo e Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-12-21 16:39:10-03","MBM","MBM","239845","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Dombrowski, L.T.","Motta, J.T.","389",NA,NA,NA,"Southern America","Brazil","Paraná","Araucária","-49.4103012084961","-25.5930995941162",NA,NA,"MBM239845",NA,"Passaúna",NA,NA,"21346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-12-21 16:39:10-03","MBM","MBM","239846","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Dombrowski, L.T.","Dombrowski, L.T.","4775",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM239846",NA,"Barigui",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-12-21 16:39:10-03","MBM","MBM","239855","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Dombrowski, L.T.","Dombrowski, L.T.","13017",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM239855",NA,"Capão da Imbuia",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-12-21 16:39:10-03","MBM","MBM","237083","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Cordeiro, J.","Friendrich, R.; Pacheco, F.R.V.; Ribas, O.S.; Pacheco, F.R.V.; Ribas, O.S.","10",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM237083","MBM237083","Jardim Botânico Municipal",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-12-21 16:39:10-03","MBM","MBM","194338","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Carrião, D.J.S.","Carrião, D.J.S.","s.n.",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM194338","MBM194338","Parque Barigui",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-12-21 16:39:10-03","MBM","MBM","239847","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.",NA,"Dombrowski, L.T.","1604",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM239847",NA,"Santa Felicidade",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-12-21 16:39:10-03","MBM","MBM","239850","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Dombrowski, L.T.","Dombrowski, L.T.","659",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM239850",NA,"Santa Felicidade",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-12-21 16:39:10-03","MBM","MBM","239854","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Dombrowski, L.T.","Dombrowski, L.T.","14136",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM239854",NA,"Umbará",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-12-21 16:39:10-03","MBM","MBM","29995","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Cervi, A.C.","Hatschbach, G.","33832",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM029995","MBM029995","Vila Tingui",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-12-21 16:39:10-03","MBM","MBM","239849","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Dombrowski, L.T.","Freitas, O.","193",NA,NA,NA,"Southern America","Brazil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"MBM239849",NA,"Palmeira",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-12-21 16:39:10-03","MBM","MBM","239841","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Ribas, O.S.","Imaguire, N.","3391",NA,NA,NA,"Southern America","Brazil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,"=239842","MBM239841",NA,"Piraquara",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-12-21 16:39:10-03","MBM","MBM","250673","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.",NA,"Bernacci, L.C.","2204",NA,NA,NA,"Southern America","Brazil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,"MBM250673","MBM250673","Estação Experimental do IAC",NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-12-21 16:39:10-03","MBM","MBM","395927","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Cordeiro, J.","Engels, M.E.; Lozano, E.D.; Lozano, E.D.","2095","2013","12","10","Southern America","Brazil","Paraná","Balsa Nova","-49.6356010437012","-25.5839004516602",NA,"Liana. Caule e folhas verdes. Frutos imaturos esféricos, verdes.; Floresta Ombrófila Mista, mata ripária de galeria.","MBM395927","MBM395927","Recanto dos Papagaios",NA,NA,"27346","auto","2013","12","10",NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-12-21 16:39:10-03","MBM","MBM","239853","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Dombrowski, L.T.","Saito, Y.","414",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM239853",NA,"Bom Retiro",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-12-21 16:39:10-03","MBM","MBM","111158","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.",NA,"Paciornik, E.F.; et al.; et al.","296",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM111158","MBM111158","Bosque Tapajós",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-12-21 16:39:10-03","MBM","MBM","85412","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Hatschbach, G.","Kummrow, R.","2346",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM085412","MBM085412","Capanema",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-12-21 16:39:10-03","MBM","MBM","239843","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.",NA,"Dombrowski, L.T.","7755",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM239843",NA,"Capão da Imbuia",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-12-21 16:39:10-03","MBM","MBM","9284","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Cervi, A.C.","Lindeman, J.; Haas, H.; Haas, H.","2515",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM009284","MBM009284","Curitiba",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-12-21 16:39:10-03","MBM","MBM","239852","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Dombrowski, L.T.","Stellfeld, C.","3194",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM239852",NA,"Curitiba",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-12-21 16:39:10-03","MBM","MBM","239851","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Stellfeld, C.","Stellfeld, C.","7194",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM239851",NA,"Curitiba",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-12-21 16:39:10-03","MBM","MBM","239844","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Smith, L.B.","Braga, R.","103",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM239844",NA,"Faculdade de Farmácia",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-12-21 16:39:10-03","MBM","MBM","85410","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Hatschbach, G.","Oliveira, P.I.","756",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM085410","MBM085410","Guabirotuba",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-12-21 16:39:10-03","MBM","MBM","134824","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Hatschbach, G.","Budziak, C.; Nicolack, V.; Nicolack, V.","14",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM134824","MBM134824","Jardim das Américas",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-12-21 16:39:10-03","MBM","MBM","34177","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Cervi, A.C.","Ferreira, L.F.","12",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM034177","MBM034177","Parque Barigui",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-12-21 16:39:10-03","MBM","MBM","30001","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Cervi, A.C.","Kummrow, R.","101",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM030001","MBM030001","Parque Barigui",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-12-21 16:39:10-03","MBM","MBM","231093","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Hatschbach, G.","Carneiro, J.","582",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM231093","MBM231093","Parque Barigui",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-12-21 16:39:10-03","MBM","MBM","78379","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Cervi, A.C.","Kummrow, R.","1991",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM078379","MBM078379","Parque Iguaçu",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-12-21 16:39:10-03","MBM","MBM","124530","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Hatschbach, G.","Silva, J.M.; Cordeiro, J.; Cordeiro, J.","401",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM124530","MBM124530","Parque Iguaçu, Mini-pantanal",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-12-21 16:39:10-03","MBM","MBM","132435","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Cervi, A.C.","Ribas, O.S.","157",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM132435","MBM132435","Pilarzinho",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-12-21 16:39:10-03","MBM","MBM","43555","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Cervi, A.C.","Dziewa, A.","120",NA,NA,NA,"Southern America","Brazil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,"MBM043555","MBM043555","Estrada Marumbi",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-12-21 16:39:10-03","MBM","MBM","239848","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Dombrowski, L.T.","Dombrowski, L.T.","s.n.",NA,NA,NA,"Southern America","Brazil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"MBM239848",NA,"Palmeira",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2020-12-21 16:39:10-03","MBM","MBM","239842","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Ribas, O.S.","Imaguire, N.","3391",NA,NA,NA,"Southern America","Brazil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,"=239841","MBM239842",NA,"Fazenda Experimental de Agronomia",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-12-21 16:39:10-03","MBM","MBM","54056","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Sacco, J da C","Hatschbach, G.","11921",NA,NA,NA,"Southern America","Brazil","Paraná","Tijucas do Sul","-49.1988983154297","-25.9281005859375",NA,NA,"MBM054056","MBM054056","Tabatinga",NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-12-21 16:39:10-03","MBM","MBM","53827","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Killip, E.P.","Reitz, R.; Klein, R.M.; Klein, R.M.","1181",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Ibirama","-49.5177993774414","-27.0569000244141",NA,NA,"MBM053827","MBM053827","Horto Florestal I.N.P.",NA,NA,"18533","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2019-11-01 15:28:32-03","PUC-RIO","FCAB","4228","PreservedSpecimen","Plantae",NA,"Angiospermae","Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","L.C. Bernacii","J.C. Siqueira","2291","1987","11","23",NA,"Brasil","Rio de Janeiro","Nova Friburgo","-42.5311012268066","-22.2819004058838",NA,"Trepadeira no interior da mata. Flores amarelas.","004228",NA,"Cascatinha, reserva da EMHSA",NA,NA,"33190","auto","1996","07","23",NA,NA,NA,NA,NA,NA,NA,NA
"149","2019-11-01 15:28:32-03","PUC-RIO","FCAB","5365","PreservedSpecimen","Plantae",NA,"Angiospermae","Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.",NA,"C.M.B. Correia","63","1989","10","26",NA,"Brasil","Rio de Janeiro","Nova Friburgo","-42.5311012268066","-22.2819004058838",NA,"&nf;; Árvore com 8 metros de altura. Folhas levemente discolores. Frutos tomentos, castanho-esverdeados. Ocasional na beira da estrada.","005365",NA,"Reserva Ecológica Municipal de Macaé de Cima. Cami",NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2015-09-04 23:10:19-03","MNHN","RECOLNAT_MNHN_P","P05265402","PreservedSpecimen",NA,NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.",NA,NA,NA,"1904","5","1",NA,"Brasil",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05265402' target='other'> <mi>dwc_moreinfo</mi></a>","P05265402","P05265402_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2015-09-04 23:10:20-03","MNHN","RECOLNAT_MNHN_P","P05265403","PreservedSpecimen",NA,NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.",NA,"Puiggari",NA,"1883","10","1",NA,"Brasil","São Paulo",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05265403' target='other'> <mi>dwc_moreinfo</mi></a>","P05265403","P05265403_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2021-02-11 17:21:04-03","UFPR","UPCB","15745","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Bernacci, L.C.","Mattos, J.","9079","1961","08","30",NA,"Brasil","São Paulo",NA,NA,NA,NA,"Trepadeira viçosa, flor grande amarelo-esverdeada. Capoeira..","UPCB0022686","UPCB0022686","Serra do Mar, Via Anchieta, metade da serra",NA,NA,NA,NA,"2016","04","20",NA,NA,NA,NA,NA,NA,NA,NA
"153","2021-02-11 17:21:04-03","UFPR","UPCB","86635","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Matos, F.B.","Quisberth, R.E.","02","2015","10","23",NA,"Brasil","Paraná","Curitiba","-49.234444","-25.446389",NA,"Arbusto rasteiro com 6 m de altura, frutos amarelos quando maduros..","UPCB0022685","UPCB0022685","Universidade Federal do Paraná, Centro Politécnico.","935","935",NA,NA,"2015","11",NA,NA,"-49.234444","-25.446389",NA,NA,NA,NA,NA
"154","2021-02-11 17:21:04-03","UFPR","UPCB","89790","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Araújo, D.","Vermelho (Araújo, D. et al.)","57","2012","10","22",NA,"Brasil","Rio de Janeiro","Teresópolis","-42.983333","-22.45",NA,"Prensado em álcool. Amostra em sílica. Trepadeira. Corola branca. Corona rajada de lilás. Brácteas brancas. Duplicatas 2 .","UPCB0029108","UPCB0029108","Parque Nacional da Serra dos Órgãos - Trilha Suspensa","1107","1107",NA,NA,"2012",NA,NA,NA,"-42.983333","-22.450000",NA,NA,NA,NA,NA
"155","2021-02-11 17:21:04-03","UFPR","UPCB","23092","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hooker","Cervi, A.C.","Stellfeld, C.",NA,"1946","10",NA,NA,"Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,"Cultivada. Nome vulgar: maracujá..",NA,NA,NA,NA,NA,"25180","auto","1980","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2021-02-11 17:21:04-03","UFPR","UPCB","2931","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hooker","Smith, L.B.","Braga, R.","1510","1959","10","23",NA,"Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,"Corola alvascenta, cultivada..",NA,NA,NA,NA,NA,"25180","auto","1961","01","01",NA,NA,NA,NA,NA,NA,NA,NA
"157","2021-02-11 17:21:04-03","UFPR","UPCB","2932","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hooker","Smith, L.B.","Braga, R.","1511","1959","10","23",NA,"Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,"Corola alvescenta, cultivada..",NA,NA,NA,NA,NA,"25180","auto","1961","01","01",NA,NA,NA,NA,NA,NA,NA,NA
"158","2021-02-11 17:21:04-03","UFPR","UPCB","3010","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hooker","Smith, L.B.","Braga, R.","1033","1959","10",NA,NA,"Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,"Escandente..",NA,NA,NA,NA,NA,"25180","auto","1961","01","01",NA,NA,NA,NA,NA,NA,NA,NA
"159","2021-02-11 17:21:04-03","UFPR","UPCB","75934","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hook.","Imig, D. C.","Imig, D.C.","68","2012","01",NA,NA,"Brasil","Rio de Janeiro","Petrópolis","-43.1786003112793","-22.5049991607666",NA,"Planta trepadeira sublenhosa. Frutos maduros amarelos, de arilo transparente de sabor adocicado..","UPCB0022689","UPCB0022689","Borda de floresta na Rua Tereza",NA,NA,"36524","auto","2014","01","04",NA,NA,NA,NA,NA,NA,NA,NA
"160","2021-02-11 17:21:04-03","UFPR","UPCB","45671","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hooker","Cervi, A.C.","Hatschbach, G.","72540","2001","11","09",NA,"Brasil","Santa Catarina","Urubici","-49.5917015075684","-28.0149993896484",NA,"Escandente, pétalas alvas, filamentos estriados em branco e lilás. Beira do rio encachoeirado..","UPCB0022688","UPCB0022688","Cachoeira do Avencal",NA,NA,"30102","auto","2001","11","18",NA,NA,NA,NA,NA,NA,NA,NA
"161","2021-02-11 17:21:04-03","UFPR","UPCB","38765","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","actinia","Passiflora actinia","Hooker","Dunaiski Jr., A.","Amaral, W.do","310","1998","10","16",NA,"Brasil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,"Pétalas alvas, coronas listradas de roxo e alvo, anteras amarelas, muito aromáticas, sépalas verdes..","UPCB0022687","UPCB0022687","Campus II, FIES",NA,NA,"45291","auto","1998","10","19",NA,NA,NA,NA,NA,NA,NA,NA
