"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","class","relatedCatalogItem","typeStatus","relationshipType","previousCatalogNumber","fieldNumber","individualCount","sex"
"22","2021-03-15 16:37:00-03","NY","NYBG","653403","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia","(Vell.) Munz",NA,NA,NA,NA,"T. P. Ramamoorthy","1977","04","05","Brazil","São Paulo",NA,"Campos do Jordao","-45.540301","-22.687374",NA,NA,"NY00653403","NY00653403_01","674","1478.3","1478.3","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=363724' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01066819","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia","serrae","Fuchsia regia serrae","P.E.Berry","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","1998","11","19","Brazil","Paraná","Quatro Barras","Estrada da Graciosa, Rio do Corvo","-49.0767","-25.3658",NA,NA,"NY01066819","NY01066819_01","68823",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1204513' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","653412","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia","reitzii","Fuchsia regia reitzii","P.E.Berry","P. E. Berry",NA,NA,NA,"R. Reitz","1948","12","15","Brazil","Santa Catarina",NA,"Campo dos Padres, Bom Retiro",NA,NA,NA,NA,"NY00653412","NY00653412_01","2342","1900","1900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=208286' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01066820","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia","(Vell.) Munz","E. Guimaraes",NA,NA,NA,"A. B. de Souza","1970","09","03","Brazil","Minas Gerais","Alto Caparaó","Alto Caparaó. Estrada entre a Trunqueira e Vale Verde","-41.8683","-20.4333",NA,NA,"NY01066820","NY01066820_01","85","1800","1800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1204527' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01066813","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia","(Vell.) Munz",NA,NA,NA,NA,"J. F. Widgren","1845",NA,NA,"Brazil","Minas Gerais",NA,"Prov. Minas Geraes",NA,NA,NA,NA,"NY01066813","NY01066813_01","s.n.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1204502' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","653404","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia","(Vell.) Munz","P. E. Berry; T. P. Ramamoorthy",NA,NA,NA,"K. Lems","1964","03","19","Brazil","Rio de Janeiro",NA,"Parque Nacional da Serra dos Orgaos near Theresopolis. Pedra do Sino, along trail","-43.013889","-22.449167",NA,NA,"NY00653404","NY00653404_01",NA,"1100","1700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=363702' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","653410","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia","reitzii","Fuchsia regia reitzii","P.E.Berry",NA,NA,NA,NA,"G. Davidse","1976","03","10","Brazil","Santa Catarina",NA,"Ca. 8 km SW of Fuck along Highway BR-116 to Lajes",NA,NA,NA,NA,"NY00653410","NY00653410_01","11076","1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=208288' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","653390","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia","(Vell.) Munz","P. E. Berry; T. P. Ramamoorthy",NA,NA,NA,"P. K. H. Dusén","1914","01","12","Brazil","Paraná",NA,"Curityba",NA,NA,NA,NA,"NY00653390","NY00653390_01","14362",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=363714' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01066811","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia","(Vell.) Munz","P. E. Berry; T. P. Ramamoorthy",NA,NA,NA,"H. L. de M. Barreto","1938","02","07","Brazil","Minas Gerais","Conceição do Mato Dentro","Serra do Cipó km. 152- estrada para Conceição","-43.4247","-19.0372",NA,NA,"NY01066811","NY01066811_01","8855",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1204497' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01066810","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia","(Vell.) Munz","P. E. Berry; T. P. Ramamoorthy",NA,NA,NA,"Y. E. J. Mexia","1930","02","06","Brazil","Minas Gerais","Carangola","Fazenda da Gramma; trail to Areponga, about 5 km.","-42.0294","-20.7331",NA,NA,"NY01066810","NY01066810_01","4326","1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1204495' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00907824","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia","(Vell.) Munz","P. E. Berry",NA,NA,NA,"L. R. Landrum","1981","12","02","Brazil","Paraná","Palmeira","Fazenda Santa Rita, ca. 65 km W of Curitiba on rd to Ponta Grossa.","-49.83","-25.42",NA,NA,"NY00907824","NY00907824_01","3933",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989238' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","653398","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia","(Vell.) Munz",NA,NA,NA,NA,"B. D. Sucre","1968","05","05","Brazil","São Paulo",NA,"Reserva Florestal da Bocaina","-44.676361","-22.842145",NA,NA,"NY00653398","NY00653398_01","2932","1600","1600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=363720' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","653392","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia","(Vell.) Munz",NA,NA,NA,NA,"G. G. Hatschbach","1980","04","21","Brazil","Paraná","Balsa Nova","Serra S. Luis","-49.6356","-25.5842",NA,NA,"NY00653392","NY00653392_01","42962","1100","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=363718' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","687465","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia","(Vell.) Munz","M. Sugiyama",NA,NA,NA,"M. Sugiyama","1992","09","23","Brazil","São Paulo","Sao Miguel Arcanjo","Pq. E. C. Botelho. Coletada perto do Rio Braço do Taquaral, km 73 da estrada São Migual Arcanjo para Sete Barras.","-47.99","-23.8703",NA,NA,"NY00687465","NY00687465_01","1022",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=875731' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","653407","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia","serrae","Fuchsia regia serrae","P.E.Berry","P. E. Berry",NA,NA,NA,"P. E. Berry","1985","01","22","Brazil","Paraná",NA,"13 km W of Highway BR-116, 9 km W of Sesmaria (Rio Capivari)",NA,NA,NA,NA,"NY00653407","NY00653407_01","4449","820","820","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=247309' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","653402","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia","(Vell.) Munz","P. E. Berry; T. P. Ramamoorthy",NA,NA,NA,"P. C. Porto","1935","02","14","Brazil","Rio de Janeiro","Itatiaia","Itatiaia","-44.5631","-22.4961",NA,NA,"NY00653402","NY00653402_01","2773",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=363716' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1551099","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia","regia","Fuchsia regia regia","(Vell.) Munz","P. C. Hoch",NA,NA,NA,"G. T. Prance","1987","01","24","Brazil","Rio de Janeiro","Resende","Engo. Passos-Itamonte","-44.75","-22.38",NA,NA,"NY01551099","NY01551099_01","30130","1600","1600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1762571' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","653386","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia","(Vell.) Munz","P. E. Berry; T. P. Ramamoorthy",NA,NA,NA,"R. Reitz","1958","10","17","Brazil","Santa Catarina",NA,"Serra do Matador, Rio do Sul",NA,NA,NA,NA,"NY00653386","NY00653386_01","7321","700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=363712' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","01066818","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia","(Vell.) Munz",NA,NA,NA,NA,"A. F. Regnell",NA,NA,NA,"Brazil","Minas Gerais",NA,"Prov. Minas Geraes: Caldas",NA,NA,NA,NA,"NY01066818","NY01066818_01","I111",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1204510' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","653409","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia","reitzii","Fuchsia regia reitzii","P.E.Berry",NA,NA,NA,NA,"P. E. Berry","1985","01","31","Brazil","Santa Catarina","Lauro Muller","Km 23 from Lauro Müller to Bom Jardim da Serra","-49.3967","-28.3931",NA,NA,"NY00653409","NY00653409_01","4518","1300","1300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=208287' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","02064172","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia","(Vell.) Munz","F. B. Matos; E. Barbosa",NA,NA,NA,"F. B. Matos","2008","02","26","Brazil","Paraná","Campina Grande do Sul","Parque Estadual Pico do Paraná. Trilha que sobre à esquerda, para o Pico Caratuva.","-48.83","-25.23",NA,NA,"NY02064172","NY02064172_01","1516","1500",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2419954' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","653401","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia","(Vell.) Munz",NA,NA,NA,NA,"T. P. Ramamoorthy","1977","04","05","Brazil","São Paulo",NA,"5 km. south of Campos do Jordao",NA,NA,NA,NA,"NY00653401","NY00653401_01","676",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=363723' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","653393","PreservedSpecimen","Plantae","Onagraceae","Fuchsia","regia",NA,"Fuchsia regia","(Vell.) Munz","H. M. Fernandes",NA,NA,NA,"H. M. Fernandes","1997","09","18","Brazil","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.58","-25.88",NA,NA,"NY00653393","NY00653393_01","36","1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=363706' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
