"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","typeStatus","fieldNumber","sex"
"459","2020-03-11 09:56:16-03","CPATSA","HTSA","8018","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Cotarelli, V.M.","Lima, L.F.; Lima, L.S.","1368","2018","11","08","Brasil","Paraíba","Uiraúna","Açude próximo ao Hotel das Placas","-37.9525","-6.121667","-37.9525","-6.121667","330","330",NA,NA,"2018","11","23","Erva com ca. de 1m de altura e espigas acastanhadas.; caatinga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","2020-09-12 05:00:02-03","US","US","3098898","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Judziewicz, E. J.","R. Oldeman","B 744","1966","11","23","French Guiana",NA,NA,"Polder Marie-Anne, sur le fleuve Mahury","-52.35","4.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"461","2020-09-12 05:00:02-03","US","US","3131478","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Judziewicz, E. J.","G. Cremers","9603","1987","3","15","French Guiana",NA,NA,"Montagne de Kaw, Rivière de Kaw. amont du village de Kaw","-52.38","4.43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"462","2020-09-12 05:00:02-03","US","US","3426457","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya polystachya","(Kunth) Hitchc.","Davidse, G.","C. N. Horn & S. Hill","10017","1995","8","12","Guyana","Demerara-Mahaica",NA,"Plantation Hope, E of Georgetown, E of mile marker 18","-58","6.75",NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales","polystachya",NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"463","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"W. J. Hahn & E. J. Judziewicz","s.n.","1988","9",NA,"French Guiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"464","2020-09-12 05:00:02-03","US","US","2463732","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"W. A. Rodrigues & L. Coelho","2809",NA,NA,NA,"Brazil","Amazonas",NA,"Lago do Paracuúba, Río Negro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"465","2020-09-12 05:00:02-03","US","US","3470183","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Judziewicz, E. J.","T. Hollowell","208","1997","6","16","Guyana","Barima-Waini",NA,"About 2 miles Northwest of Shell Beach camp, toward Waini Point turtle nesting area","-59.7739","8.40306",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"466","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"C. Feuillet","3932","1986","12","20","French Guiana",NA,NA,"Savane et Plaine de Kaw","-52.38","4.43",NA,NA,"55",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"467","2020-09-12 05:00:02-03","US","US","3159113","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Judziewicz, E. J.","J. Hoock","806","1957","12","24","French Guiana",NA,NA,"Rivière de Kaw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"468","2020-09-12 05:00:02-03","US","US","1256731","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Judziewicz, E. J.","G. S. Jenman","7906","2000","9",NA,"Guyana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"469","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Judziewicz, E. J.","P. M. Peterson, E. J. Judziewicz & H. Persaud","07449","1989","6","13","Guyana",NA,NA,"East Demerara District, 4 miles southeast of Georgetown, at Ogle Sugar Estate.","-58","6.67",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"470","2020-09-12 05:00:02-03","US","US","1039449","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Judziewicz, E. J.","G. S. Jenman","4603","1888","12",NA,"Guyana","E. Berbice-Corentyne",NA,"New Amsterdam, Berbice","-57.51","6.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"471","2020-09-12 05:00:02-03","US","US","3456029","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Granville, J. J. de, (CAY), Institut de Recherche pour le Developpement (IRD) (FRENCH GUIANA)","J.-J. de Granville & F. Crozier","14704","2002","2","22","French Guiana",NA,NA,"Rivière de Kaw-5; Cours supérieur, entre le village de Kaw et la Crique Wapou","-52.08","4.43",NA,NA,"2",NA,"US00772040",NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"472","2020-09-12 05:00:02-03","US","US","3528778","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Crozier, F.","S. Albertini","165","1994","6","6","French Guiana",NA,NA,"Commune de Mana 1","-53.78","4.83",NA,NA,NA,NA,"US00943476",NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"473","2020-09-12 05:00:02-03","US","US","3174244","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Judziewicz, E. J.","G. Cremers & M. Hoff","10570","1989","4","14","French Guiana",NA,NA,"Crique Jacques, CD 9, Bassin de la Basse-Mana","-53.8","5.65",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"474","2020-09-12 05:00:02-03","US","US","2205578","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Judziewicz, E. J.","G. A. Black, -- Vincent & C. D'Aage","54 17471","1954","11","4","French Guiana",NA,NA,"Beira do Río Kaw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"475","2020-09-12 05:00:02-03","US","US","1914542","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Judziewicz, E. J.","E. Essed","22","1914","7",NA,"Suriname",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"476","2020-09-12 05:00:02-03","US","US","3125210","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Judziewicz, E. J.","D. Geijskes","132","1951","5","22","Suriname",NA,NA,"Meerzorg","-55.15","5.81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"477","2020-09-12 05:00:02-03","US","US","3041703","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Judziewicz, E. J.","H. S. McKee","10699","1963","9","18","Suriname",NA,NA,"Landbouwproef Station, Paramaribo","-55.16","5.83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"478","2020-09-12 05:00:02-03","US","US","3239687","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Judziewicz, E. J.","M. Hoff","5725","1989","10","20","French Guiana",NA,NA,"Pripris Cabassou, Ile de Cayenne","-52.28","4.86",NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"479","2020-09-12 05:00:02-03","US","US","3159112","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Judziewicz, E. J.","J. Hoock","831","1955","10","18","French Guiana",NA,NA,"Kaw, Degrad du village","-52.03","4.48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"480","2020-09-12 05:00:02-03","US","US","2205577","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Judziewicz, E. J.","G. A. Black, -- Vincent & C. D'Aage","54 17458","1954","11","4","French Guiana",NA,NA,"Beira do Río Kaw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"481","2020-09-12 05:00:02-03","US","US","1256728","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Judziewicz, E. J.","R. Altson","116","1924","11",NA,"Guyana",NA,NA,"Essequibo Coast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"482","2020-09-12 05:00:02-03","US","US","3158798","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Judziewicz, E. J.","J. Hoock","740 a","1956","8","5","Guyana","Demerara-Mahaica",NA,"Route d' Atkinson","-58.25","6.48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"483","2020-09-12 05:00:02-03","US","US","2205333","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Judziewicz, E. J.","G. A. Black & J. Sobato","50 9380","1950","4","15","Brazil","Amapá",NA,"Mun. Amapá, Lago Bom Nome, Fazenda Queimadas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"484","2020-09-12 05:00:02-03","US","US","3450008","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Judziewicz, E. J.","A. M. Raynal","21564","1979","9","7","French Guiana",NA,NA,"Marais de Kaw, Plaine et Montagne de Kaw","-52.08","4.58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"485","2020-09-12 05:00:02-03","US","US","3171345","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Judziewicz, E. J.","A. Everaarts","1230","1984","10","31","Suriname","Saramacca",NA,"Paramaribo, Leysweg, University of Surinam","-55.16","5.83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"486","2020-09-12 05:00:02-03","US","US","1038903","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Judziewicz, E. J.","A. S. Hitchcock","16791","1919","11","17","Guyana","Essequibo Isl-W. Demerara",NA,"Vreed-en-Hoop, W bank of Demerara R., opposite Georgetown","-58.18","6.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"487","2020-09-12 05:00:02-03","US","US","2302053","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Poaceae Reorganization Project","T. M. Pedersen","1735","1952","5","28","Argentina","Corrientes","Mburucayá","Along Santa Lucia estero",NA,NA,NA,NA,NA,NA,"US01165805",NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"488","2020-09-12 05:00:02-03","US","US","1063288","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Poaceae Reorganization Project","Rojas, --","2670","1917","4","3","Paraguay","Asunción",NA,"Trinidad",NA,NA,NA,NA,NA,NA,"US01166055",NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"489","2020-09-12 05:00:02-03","US","US","3159114","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Judziewicz, E. J.","J. Hoock","834","1957","12","24","French Guiana",NA,NA,"Rivière de Kaw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"490","2020-09-12 05:00:02-03","US","US","3214447","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Judziewicz, E. J.","E. J. Judziewicz & H. Lall","5406","1988","4","18","Guyana","Demerara-Mahaica",NA,"Cane Grove, Lama Creek near Mahaica River","-57.9667","6.66667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"491","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Judziewicz, E. J.","M. Hoff","5724","1989","10","20","French Guiana",NA,NA,"Pripris Cabassou, Ile de Cayenne","-52.28","4.86",NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"492","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Judziewicz, E. J.","F. Hostmann","495",NA,NA,NA,"Suriname",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"493","2020-09-12 05:00:02-03","US","US","3190690","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Judziewicz, E. J.","G. Cremers, B. Zimmer & C. Feuillet","9731","1987","12","31","French Guiana",NA,NA,"Montagne de Kaw, Savane et Plaine de Kaw","-52.38","4.43",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"494","2020-09-12 05:00:02-03","US","US","725641","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Judziewicz, E. J.","J. Kuyper","s.n.","1913",NA,NA,"Suriname",NA,NA,"Paramaribo, lower coast region along the Commewyne and Surinam Rivers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"495","2020-09-12 05:00:02-03","US","US","3159110","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Judziewicz, E. J.","J. Hoock","832","1955","8","6","French Guiana","Cayenne",NA,"Cayenne, 2nd plage du Rorota","-52.33","4.93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"496","2020-09-12 05:00:02-03","US","US","3159111","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Judziewicz, E. J.","J. Hoock","830","1955","10","10","French Guiana",NA,NA,"Route de Kourou, 13 km du berge Langlais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"497","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Judziewicz, E. J.","F. Hostmann","482",NA,NA,NA,"Suriname",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"498","2020-09-12 05:00:02-03","US","US","3451288","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Hollowell, T. H., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","T. Hollowell & W. Hinds","585","2001","10","20","Guyana","Barima-Waini",NA,"Waini Peninsula, East of Almond Beach Marine Turtle monitoring camp","-59.7542","8.4",NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"499","2020-09-12 05:00:02-03","US","US","3159255","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Judziewicz, E. J.","J. Hoock","s.n.","1956","3","15","Suriname",NA,NA,"Livorno","-55.18","5.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"500","2020-09-12 05:00:02-03","US","US","3158650","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Judziewicz, E. J.","J. Hoock","805","1958","2","13","French Guiana","Cayenne",NA,"Cayenne, chemin de la plage de Montabo","-52.33","4.93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"501","2020-09-12 05:00:02-03","US","US","1039450","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Judziewicz, E. J.","G. S. Jenman","7795","2004","3",NA,"Guyana","Pomeroon-Supenaam",NA,"Maulbrough, Pomeroom River",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"502","2020-09-12 05:00:02-03","US","US","3159109","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Judziewicz, E. J.","J. Hoock","828","1955","7","2","French Guiana","Cayenne",NA,"Cayenne, Route de Mahury, pres Fort Diamant","-52.25","4.86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"503","2020-09-12 05:00:02-03","US","US","3158667","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Judziewicz, E. J.","J. Hoock","739","1956","3","21","Suriname",NA,NA,"Paramaribo, Koenearasan, Mon Plaisir","-55.13","5.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"504","2020-09-12 05:00:02-03","US","US","3527950","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Girod, C.","C. Delnatte & C. Girod","359","2005","12","14","French Guiana",NA,NA,"Bourg de Kaw","-52.03","4.48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"505","2020-09-12 05:00:02-03","US","US","3214190","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Judziewicz, E. J.","P. M. Peterson & H. Persaud","7449","1989","6","13","Guyana","Demerara-Mahaica",NA,"Ogle Sugar Estate ±4 mi. SE of Georgetown","-58","6.66667",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"506","2020-09-12 05:00:02-03","US","US","3142919","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Judziewicz, E. J.","J.-J. de Granville","10206","1987","11","10","French Guiana",NA,NA,"Rivière de Kaw, Montagne de Kaw","-52.15","4.8",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"507","2020-09-12 05:00:02-03","US","US","3239638","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Judziewicz, E. J.","M. Hoff, G. Cremers & Y. Sell","6330","1990","2","12","French Guiana",NA,NA,"Montagne de Kaw, Savane et Plaine de Kaw","-52.38","4.43",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"508","2020-09-12 05:00:02-03","US","US","1038639","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Judziewicz, E. J.","A. S. Hitchcock","16695","1919","11","10","Guyana","Essequibo Isl-W. Demerara",NA,"Vreed-en-Hoop, W bank of Demerara R., opposite Georgetown","-58.18","6.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"509","2020-09-12 05:00:02-03","US","US","3239686","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Judziewicz, E. J.","M. Hoff","5726","1989","10","20","French Guiana",NA,NA,"Pripris Cabassou, Ile de Cayenne","-52.28","4.86",NA,NA,"5",NA,"US00647586",NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"510","2020-09-12 05:00:02-03","US","US","3445958","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya polystachya","(Kunth) Hitchc.","Davidse, G.","A. M. Raynal","20039","1978","2","13","French Guiana",NA,NA,"Pripris Maillard, vic. Cayenne","-52.46","4.98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales","polystachya",NA,NA,"Monocotyledonae",NA,"1",NA,NA,NA
"511","2020-09-02 16:36:31-03","Cenargen","CEN","91383","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","G. P. Silva","Glocimar Pereira-Silva","13213","2008","04","22","Brasil","TO","BABACULANDIA","Margem norte da ferrovia Norte - Sul.","-47.611944","-7.0575","-47.611944","-7.0575","180","180","CEN00091383","CEN00091383","2008","04",NA,"Área de influência indireta.",NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA
"512","2020-09-02 16:36:31-03","Cenargen","CEN","105777","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","V. J. Pott","Vali Joana Pott","4305","2001","03","20","Brasil","MT","POCONE","Parque Nacional do Pantanal, lado leste do Morro Caracará (base do morro), próximo ao rio São Lourenço.","-57.4475","-17.850555","-57.4475","-17.850555",NA,NA,"CEN00105777","CEN00105777","2001","03",NA,"Aquática emergente. Lagoa 1,4m de profundidade, em bano de macrófitas aquáticas com água levemente corrente. Estames amarelos, estigmas brancos. Doação Herbário HMS nº 104.",NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
