"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","scientificNameAuthorship","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","individualCount","typeStatus","relatedCatalogItem"
"13","2021-03-24 17:08:41-03","UFES","SAMES","6932","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Syagrus","ruschiana","Syagrus ruschiana","Coelho,R.","404","2014","05","02",NA,"Brasil","Espírito Santo","Nova Venécia","APA Pedra do Elefante.","-40.4006004333496","-18.710599899292",NA,NA,NA,NA,"SAMES06932",NA,"Ribeiro, M.","(Bondar) Glassman","2019","07","11",NA,NA,"42400","auto",NA,NA,NA,NA
"14","2020-12-11 11:43:27-03","UFMG","BHCB","169243","PreservedSpecimen","Plantae","Monocotyledon",NA,"Arecaceae","Syagrus","ruschiana","Syagrus ruschiana","Paula, LFA de; Azevedo, L; Porembski, S","713","2014","02","22","Southern America","Brasil","Minas Gerais","Teófilo Otoni","MG, Em ilha de vegetacao de afloramento granitico.","-41.241833","-17.7915","300","300",NA,"Palmeira de aprox. 5m. Folha de aprox. 2m. Frutos maduros laranja e frutos imaturos verdes.",NA,NA,NA,"(Bondar) Glassman","2014","02","25","-41.241833","-17.7915",NA,NA,NA,NA,NA,NA
"15","2020-12-11 11:43:27-03","UFMG","BHCB","169244","PreservedSpecimen","Plantae","Monocotyledon",NA,"Arecaceae","Syagrus","ruschiana","Syagrus ruschiana","Paula, LFA de; Azevedo, L; Porembski, S","714","2014","02","22","Southern America","Brasil","Minas Gerais","Teófilo Otoni","Afloramento rochoso lado esquerdo MG-418, na estrada em direção ao vilarejo Brejão.","-41.241833","-17.7915","300","300",NA,"Palmeira de aprox. 5m. Folha de aprox. 2m. Frutos maduros laranja e frutos imaturos verdes.; Em ilha de vegetação de afloramento granítico.","BHCB050531","BHCB050531 BHCB050531_1 BHCB050531_2 BHCB050531_3 BHCB050531_4",NA,"(Bondar) Glassman",NA,NA,NA,"-41.241833","-17.7915",NA,NA,NA,NA,NA,NA
"16","2021-02-11 17:17:56-03","UFPR","UPCB","69954","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Syagrus","ruschiana","Syagrus ruschiana","Fraga, C.N.","2079","2008","05","09",NA,"Brasil","Espírito Santo","Nova Venécia","BLOQUEADO",NA,NA,"314","314",NA,"Arborescente, ca. 4m. Folhas de bainhas amarelas, ca. 2m. Inflorescência de espata amarela, indumento ferrugíneo, flores amarelas, frutos verdes..",NA,NA,NA,"(Bondar) Glassman",NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA
"17","2021-02-11 17:17:56-03","UFPR","UPCB","71036","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Syagrus","ruschiana","Syagrus ruschiana","Labiak, P.H.","4685","2008","02","18",NA,"Brasil","Espírito Santo","Nova Venécia","BLOQUEADO",NA,NA,"420","420",NA,"Estípite ca. 3m altura, isolados. Folhas ca. 2,5m compr. Flores creme. Rupícola. Material prensado em álcool..","UPCB0036319","UPCB0036319 UPCB0036319_1","Sant'Anna-Santos, B.F.","(Bondar) Glassman","2018","09",NA,"9999","9999",NA,NA,NA,NA,NA,NA
"18","2020-07-10 09:48:44-03","MBML","MBML-HERBARIO","27883",NA,"Plantae",NA,NA,"Palmae","Syagrus","ruschiana","Syagrus ruschiana","L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","1134","2006","07","26",NA,"Brasil","Espírito Santo","Águia Branca","Pedra da Bandeira, Santa Luzia, prop.: Ciro Ferreira.","-40.665556","-18.977778","170","170",NA,"Multi-caule com 3m de alt. Botões florais amarelos. Vegetação rupestre.","MBML027883",NA,"H.Q.Boudet Fernandes/19-02-2008","(Bondar) Glassman",NA,NA,NA,"40W39'56","18S58'40",NA,NA,NA,NA,NA,NA
"19","2020-07-10 09:48:44-03","MBML","MBML-HERBARIO","26782",NA,"Plantae",NA,NA,"Palmae","Syagrus","ruschiana","Syagrus ruschiana","V. Demuner; L.F.S Magnago, T. Cruz, Elias Bausen e Alex","2195","2006","04","25",NA,"Brasil","Espírito Santo","Águia Branca","Córrego do Trinta (CEIER), Prop.: Alex Sandro","-40.648","-19.022833","170","170",NA,"Touceira 5 indivíduos 6m, inflorescência com botões femininos e flores masculinas amarelas. Ambiente rochoso.","MBML026782",NA,"H.Q.Boudet Fernandes/19-02-2008","(Bondar) Glassman",NA,NA,NA,"40W38'52,8","19S1'22,2",NA,NA,NA,NA,NA,NA
"20","2020-07-10 09:48:44-03","MBML","MBML-HERBARIO","27382",NA,"Plantae",NA,NA,"Palmae","Syagrus","ruschiana","Syagrus ruschiana","V. Demuner; L.F.S. Magnago, T. Cruz, Elias Bausen","2931","2006","10","18",NA,"Brasil","Espírito Santo","Águia Branca","Santa Luzia, prop.: Ciro Ferreira","-40.665556","-18.977778","170","170",NA,"Multicaule 3m, botões florais, flores masculinas amarelas, odor agradável. Vegetação rupestre.","MBML027382",NA,"H.Q.Boudet Fernandes/19-02-2008","(Bondar) Glassman",NA,NA,NA,"40W39'56","18S58'40",NA,NA,NA,NA,NA,NA
"21","2020-07-10 09:48:44-03","MBML","MBML-HERBARIO","30470",NA,"Plantae",NA,NA,"Palmae","Syagrus","ruschiana","Syagrus ruschiana","R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","2776","2007","07","04",NA,"Brasil","Espírito Santo","Águia Branca","Santa Luzia, Prop. Ciro Ferreira","-40.665556","-18.978056","170","170",NA,"Planta com 3m, botões florais masculinos e femininos de cor amarelo.","MBML030470",NA,"V. Demuner 04/07/2007","(Bondar) Glassman","2007","07","04","40W39'56","18S58'41",NA,NA,NA,NA,NA,NA
"22","2020-07-10 09:48:44-03","MBML","MBML-HERBARIO","33889",NA,"Plantae",NA,NA,"Palmae","Syagrus","ruschiana","Syagrus ruschiana","P. Labiak; et al","4685","2008","02","18",NA,"Brasil","Espírito Santo","Nova Venécia","Área de Proteção Ambiental da Pedra do Elefante","-40.446389","-18.782778",NA,NA,NA,"Estipite ca. 3m altura, isolados. Folhas ca. 2,5m compr. Flores creme. Rupicola. Material prensado em álcool.","MBML033889",NA,"L. Kollmann/11-11-2008","(Bondar) Glassman",NA,NA,NA,"40W26'47","18S46'58",NA,NA,NA,NA,NA,NA
"23","2020-07-10 09:48:44-03","MBML","MBML-HERBARIO","34369",NA,"Plantae",NA,NA,"Palmae","Syagrus","ruschiana","Syagrus ruschiana","C. N. de Fraga; et al","2079","2008","05","09",NA,"Brasil","Espírito Santo","Nova Venécia","Área de Proteção Ambiental da Pedra do Elefante","-40.483333","-18.8",NA,NA,NA,NA,"MBML034369",NA,NA,"(Bondar) Glassman",NA,NA,NA,"40W28'60","18S48'0",NA,NA,NA,NA,NA,NA
"24","2020-07-10 09:48:44-03","MBML","MBML-HERBARIO","37227",NA,"Plantae",NA,NA,"Palmae","Syagrus","ruschiana","Syagrus ruschiana","A. P. Fontana; L. Kollmann, E. Leme, M. Zanoni, O. Ribeiro & N.F.B.Botelho","5056","2008","04","27",NA,"Brasil","Espírito Santo","Água Doce do Norte","Córrego Havaí, afloramento rochoso para torre de celular/rampa de voo livre","-40.993097","-18.575017",NA,NA,NA,"Arbusto, ca 3m. Rupícola no sol. Flores amarelas. Frutos verdes.","MBML037227",NA,"A. P. Fontana/27-abr-08","(Bondar) Glassman","2008","04","27","40W59'35,15","18S34'30,06",NA,NA,NA,NA,NA,NA
"25","2020-07-10 09:48:44-03","MBML","MBML-HERBARIO","47444",NA,"Plantae",NA,NA,"Palmae","Syagrus","ruschiana","Syagrus ruschiana","A. M. Assis; K.F.O. Faria","1713","2008","07","15",NA,"Brasil","Espírito Santo","Colatina","Jequitibá (Torre 45/2 - LT 230 Kv Mascarenhas x Verona)","-40.637806","-19.233972",NA,NA,NA,"Palmeira sem caule aparente. Folhas com 3 m compr. Bractea da inflor. Marrom. Frutos verdes. Floresta Estacional Semidecidual. Afloramento Rochoso","MBML047444",NA,NA,"(Bondar) Glassman",NA,NA,NA,"40W38'16,1","19S14'2,3",NA,NA,NA,NA,NA,NA
"26","2020-09-14 16:46:06-03","MBML","MBML-HERBARIO","5447",NA,"Plantae",NA,NA,"Palmae","Syagrus","ruschiana","Syagrus ruschiana","H. Q. Boudet Fernandes","2685","1988","12","09",NA,"Brasil","Espírito Santo","Colatina","Colatina, estrada Colatina x Ângelo Freschiani, cerca de 3 km após a Ponte do Pancas. Cerca de 200 m/s.m.. Vegetação campestre em afloramento gneissico.","-40.681944","-19.403611",NA,NA,NA,"Nome vulgar: coco de pedra. Arbustiva, cespitosa, até cerca de 3m (população). Estipe com cicatrizes foliares agudas. Folhas arqueadas. Folíolos pêndulos nos 2/3 distais e deflexos no 1/3 proximal. Espadice sub-ereta. Flores amarelas.","MBML005447",NA,NA,"(Bondar) Glassman",NA,NA,NA,"40W40'55","19S24'13",NA,NA,NA,NA,NA,NA
"27","2020-09-14 16:46:06-03","MBML","MBML-HERBARIO","5448",NA,"Plantae",NA,NA,"Palmae","Syagrus","ruschiana","Syagrus ruschiana","H. Q. Boudet Fernandes","2678","1988","12","09",NA,"Brasil","Espírito Santo","Pancas","estrada Pancas x Vila Verde, a cerca de 2 Km da sede municipal. Serra Alto Mutum Preto. Cerca de 300 m/s.m.","-40.870278","-19.217778",NA,NA,NA,"Nome vulgar: coco de pedra. Arbustiva 3m. Estipes 8, até 40 x 90cm com cicatrizes foliares agudas. Folhas arqueadas, 14 por estipe. Folíolos (aproximadamente dos 2/3 distais) pêndulos, os outros deflexos. Frutos verdes, alaranjados e c","MBML005448",NA,NA,"(Bondar) Glassman",NA,NA,NA,"40W52'13","19S13'4",NA,NA,NA,NA,NA,NA
"28","2020-09-14 16:46:06-03","MBML","MBML-HERBARIO","5816",NA,"Plantae",NA,NA,"Palmae","Syagrus","ruschiana","Syagrus ruschiana","H. Q. Boudet Fernandes; et al","2827","1989","09","08",NA,"Brasil","Espírito Santo","Nova Venécia","a 3 Km de Todos os Santos, lado esquedo, indo para Paulista. Altitude ca. 200 m. 18º37'S, 40º43'W. Vegetação rupestre com formações de moitas de arbustos.","-40.7175","-18.607222",NA,NA,NA,"Arbustiva, cespitosa, até 3m. Estipe 2m x 11cm. Inflorescência amarelo esverdeada, intrafoliar, erete. Flores amarelas.","MBML005816",NA,NA,"(Bondar) Glassman",NA,NA,NA,"40W43'3","18S36'26",NA,NA,NA,NA,NA,NA
"29","2020-07-10 09:48:44-03","MBML","MBML-HERBARIO","5712",NA,"Plantae",NA,NA,"Palmae","Syagrus","ruschiana","Syagrus ruschiana","H. Q. Boudet Fernandes; et al","2796","1989","09","07",NA,"Brasil","Espírito Santo","Nova Venécia","Serra de Baixo","-41.432778","-18.7825",NA,NA,NA,"Arbustiva, 1,8m, cespitosa com 5 estipes até 7cm x 1,2m. Raque 1,1m, pecíolo com bainha 1m. Frutos verdes.","MBML005712",NA,"H.Q.B. Fernandes/Set.1989","(Bondar) Glassman",NA,NA,NA,"41W25'58","18S46'57",NA,NA,NA,NA,NA,NA
"30","2020-07-10 09:48:44-03","MBML","MBML-HERBARIO","6326",NA,"Plantae",NA,NA,"Palmae","Syagrus","ruschiana","Syagrus ruschiana","L. R. Noblick; et al","4838","1992","03","10",NA,"Brasil","Espírito Santo","Pancas","3 KM NW of town on the road Pancas/Vila Verde","-40.8513984680176","-19.2250003814697",NA,NA,NA,"Palmeirinho is the common name. Clustered palm with 2-5m x 8-10cm trunk. 7-11 LEAVES in crown, spirally arranged and spreading. Leaf sheath plus petiole is 80-100cm long with a true leaf petiole only 18-30cm long with smooth margins an","MBML006326",NA,NA,"(Bondar) Glassman",NA,NA,NA,NA,NA,"32475","auto",NA,NA,NA,NA
"31","2020-01-30 12:40:15-03","UFES","SAMES-CARPOTECA","90050","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Syagrus","ruschiana","Syagrus ruschiana","Pinto Junior,H.V.; W.S.Justiuno.;T.Sperandio.;Menezes,L.F.T.","410","2018","03","22",NA,"Brasil","Espírito Santo","Vila Pavão","PEDRA DO VIADINHO.","-40.555833","-18.623056",NA,NA,NA,"Folhas verdes, frutos verdes. Sol habitando ilha de vegetação inselberg. Exsicata SAMES 8232","SAMEScarpo90050",NA,NA,"(Bondar) Glassman",NA,NA,NA,"40º33'21''W","18º37'23''S",NA,NA,NA,NA,NA,NA
"32","2020-01-30 12:40:15-03","UFES","SAMES-CARPOTECA","90051","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Syagrus","ruschiana","Syagrus ruschiana","Pinto Junior,H.V.; W.S.Justino.;T.Sperandio.","380","2018","03","20",NA,"Brasil","Espírito Santo","Águia Branca","REGIÃOS DOS 3 PONTÕES DE ÁGUIA BRANCA.","-40.712222","-18.978611",NA,NA,NA,"Palmeira com mais de 2 metros, frutos laranjas, sol, habitando ilha de vegetação em inselberg. Exsicata SAMES 8202","SAMEScarpo90051",NA,NA,"(Bondar) Glassman",NA,NA,NA,"40º42'44''W","18º58'43''S",NA,NA,NA,NA,NA,NA
"33","2021-02-25 10:11:24-03","CVRD","CVRD","6476","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Syagrus","ruschiana","Syagrus ruschiana","Folli, D.A.","3600","2000","04","11","América do Sul","BRASIL","ES","Linhares","Palmeto","-40.0722007751465","-19.3910999298096",NA,NA,NA,"<ll>dwc_commonname:</ll> Côco de pedra","CVRD006476",NA,NA,"(Bondar) Glassman",NA,NA,NA,NA,NA,"48094","auto","Liliopsida",NA,NA,NA
"34","2020-09-12 05:00:02-03","US","US","2839773","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Syagrus","ruschiana","Syagrus ruschiana","A. P. Duarte","4049","1953","11","16","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Espirito santo, serra do cristalino, n of espirito santo",NA,NA,NA,NA,NA,NA,"US00059894","US00059894_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA,NA
"35","2020-09-12 05:00:02-03","US","US","2905127","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Syagrus","ruschiana","Syagrus ruschiana","R. P. Belém","3789","1968","6","30","South America - Neotropics","Brazil","Minas Gerais",NA,"Margem da rodovia teofile otoni, nanuque",NA,NA,NA,NA,NA,NA,"US00059861","US00059861_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA,NA
"36","2020-09-12 05:00:02-03","US","US","2839774","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Syagrus","ruschiana","Syagrus ruschiana","A. P. Duarte","4049","1953","11","16","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Espirito santo, serra do cristalino, n of espirito santo",NA,NA,NA,NA,NA,NA,"US00059895","US00059895_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA,NA
"37","2020-01-22 14:50:14-03","USP","SPF","209517","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Syagrus","ruschiana","Syagrus ruschiana","Medeiros, BAS; Gudin, FM","110","2013","12","02",NA,"Brasil","Espírito Santo","Águia Branca","À beira da rodovia ES-334.","-40.762328","-18.997903","159","159",NA,NA,"SPF00209517",NA,"Medeiros, BAS","(Bondar) Glassman","2013","12","02","-40.762328","-18.997903",NA,NA,NA,NA,NA,NA
"38","2021-03-15 18:25:15-03","USP","SPF","209554","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Syagrus","ruschiana","Syagrus ruschiana","Medeiros, BAS; Fonseca, LHM","42","2013","11","05",NA,"Brasil","Espírito Santo","Pancas","Inselberg à beira da rodovia ES-341.","-40.879767","-19.231667","285","285",NA,"Caule cespitoso sobre rocha exposta. Folhas verdes, espata marrom externamente e amarelo-esverdeada internamente, inflorescência amarela. Frutos imaturos globosos, verdes. Mesma população que Medeiros 110.","SPF00209554",NA,"Medeiros, BAS","(Bondar) Glassman","2013","11","05","-40.879767","-19.231667",NA,NA,NA,NA,NA,NA
"39","2019-01-23 12:58:33-02","F","FMNH-SEEDPLANTS","V0092032F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Arecaceae","Cocos","ruschiana","Cocos ruschiana","G. Bondar","3",NA,NA,NA,"South America","Brazil","Bahia",NA,NA,"-42","-11",NA,NA,NA,NA,"V0092032F","V0092032F_01 V0092032F_02 V0092032F_03 V0092032F_04",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,"Lectotype",NA
"40","2019-01-25 15:33:45-02","IAC","IAC","37382","S","Plantae",NA,NA,"Arecaceae","Syagrus","ruschiana","Syagrus ruschiana","H.Q.B. Fernandes","2678","1988","12","09",NA,"Brasil","Espírito Santo","Pancas","estrada Pancas, Vila Verde, cerca 2 km da Sede Municipal","-40.8514","-19.225",NA,NA,NA,"Estipe 8, a 40x90 cm comCicatrizes foliares agudas",NA,NA,"H.Q.B. Fernandes","(Bondar) Glassman","1988","12","09","-40.8514","-19.2250",NA,NA,NA,NA,NA,NA
"41","2020-07-23 11:58:19-03","CEPLAC","CEPEC","4516","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Syagrus","ruschiana","Syagrus ruschiana","R. P. Belém","3789","1968","06","30",NA,"Brasil","Bahia","NANUQUE","Marg. Rod. p/ Teofilo Otoni.",NA,NA,NA,NA,NA,NA,NA,NA,"Sem Informação",NA,NA,NA,NA,"0*0'0","0*0'0",NA,NA,NA,NA,NA,"30/12/1992"
"42","2020-07-23 11:58:19-03","CEPLAC","CEPEC","129835","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Syagrus","ruschiana","Syagrus ruschiana","P. H. Labiak","4685",NA,NA,NA,NA,"Brasil","Espírito Santo","NOVA VENÉCIA",NA,"-40.4006004333496","-18.710599899292",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"L. Kollmann",NA,NA,NA,NA,NA,NA,"42400","auto",NA,NA,NA,NA
"43","2020-07-23 11:58:19-03","CEPLAC","CEPEC","124409","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Syagrus","ruschiana","Syagrus ruschiana","C. N. Fraga","2079",NA,NA,NA,NA,"Brasil","Espírito Santo","NOVA VENÉCIA",NA,"-40.4006004333496","-18.710599899292",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"C. N. Fraga",NA,NA,NA,NA,NA,NA,"42400","auto",NA,NA,NA,NA
"44","2019-11-01 15:13:14-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Arecaceae","Syagrus","ruschiana","Syagrus ruschiana","Belém, RP","1628","1965","08","14","Southern America","Brasil","Minas Gerais",NA,"Margem da Rodovia Nanuque - Teófilo Otoni",NA,NA,NA,NA,NA,"Palmeira de 4m em moita. Inflorescência amarela; Serra rochosa","UB0003698","UB0003698","Noblick, LR","(Bondar) Glassman","1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-11-01 15:13:14-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Arecaceae","Syagrus","ruschiana","Syagrus ruschiana","Belém, RP","1628","1965","08","14","Southern America","Brasil","Minas Gerais",NA,"Margem da Rodovia Nanuque - Teófilo Otoni",NA,NA,NA,NA,NA,"Palmeira de 4m em moita. Inflorescência amarela; Serra rochosa","UB0003696","UB0003696","Noblick, LR","(Bondar) Glassman","1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
