"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","class","relatedCatalogItem","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount"
"52","2020-07-10 09:49:18-03","MBML","MBML-HERBARIO","37019",NA,"Plantae",NA,NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","M.S. Ferrucci/Fev.2010","R. Goldenberg; et al","1263","2009","01","19",NA,"Brasil","Espírito Santo","Arredores da Reserva Biológica de Duas Bocas",NA,NA,"MBML037019",NA,NA,NA,"Viana","-40.5375","-20.319444",NA,NA,"40W32'15","20S19'10",NA,NA,NA,NA,NA,NA,NA
"53","2020-09-22 12:01:05-03","MBML","MBML-HERBARIO","3398",NA,"Plantae",NA,NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","S.Obando & J.Urdampilleta/Maio-2008","W. A. Hoffmann","34","1984","04","24",NA,"Brasil","Espírito Santo","estrada para o Vale São Pedro",NA,"Planta escandente, flores brancas, solo escuro.","MBML003398",NA,NA,NA,"Santa Teresa","-40.6002998352051","-19.9356002807617","23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-09-12 05:00:02-03","US","US","3034649","PreservedSpecimen","Plantae",NA,"Sapindales","Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","Ferrucci, M. S.","G. Hatschbach","46694","1983","4","8","South America - Neotropics","Brazil","Espírito Santo","muniz Freire, arredores",NA,NA,"US01057342","US01057342_01 US01057342_02","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"55","2020-09-12 05:00:02-03","US","US","3034640","PreservedSpecimen","Plantae",NA,"Sapindales","Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","Ferrucci, M. S.","G. Hatschbach","46689","1983","8","4","South America - Neotropics","Brazil","Espírito Santo","Muniz Freire, arredores.",NA,NA,"US00727427","US00727427_01","Dicotyledonae",NA,NA,"-41.4167","-20.4667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"56","2020-09-12 05:00:02-03","US","US","1615892","PreservedSpecimen","Plantae",NA,"Sapindales","Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","Somner, G. V.","Y. Mexia","5093","1930","9","24","South America - Neotropics","Brazil","Minas Gerais","Viçosa: Fazenda do Deserto.",NA,NA,"US00727179","US00727179_01","Dicotyledonae",NA,NA,"-42.8833","-20.75",NA,NA,NA,NA,NA,NA,NA,"700",NA,NA,"1"
"57","2019-11-13 11:31:36-03","USP","SPF","116841","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","Leitão Filho, HF","Leitão Filho, HF","34474","1996","01","31",NA,"Brasil","São Paulo",NA,NA,NA,"SPF00116841",NA,NA,NA,"Ubatuba","-44.681389","-23.328889",NA,NA,"-44.681389","-23.328889",NA,NA,NA,NA,NA,NA,NA
"58","2019-11-13 11:31:36-03","USP","SPF","177577","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","Ferrucci, MS","Lopes, MMM","800","2006","06","05",NA,"Brasil","Bahia","RPPN Serra Bonita",NA,NA,"SPF00177577",NA,NA,NA,"Camacan","-39.565278","-15.391667",NA,NA,"-39.565278","-15.391667","2009",NA,NA,"850","850",NA,NA
"59","2019-06-11 13:25:29-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera",NA,"RRC ID Flag","W. W. Thomas","9133","1992","5","5","South America","Brazil","Bahia",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"-42","-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9133",NA
"60","2020-07-23 12:22:04-03","CEPLAC","CEPEC","33837","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera",NA,"M. S. Ferrucci","G. Hatschbach","46689","1964","08","05",NA,"Brasil","Espírito Santo","Arredores da cidade.",NA,NA,NA,NA,NA,"30/12/1983","muniz freire","-41.4131011962891","-20.4641990661621","30072","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-07-23 12:22:04-03","CEPLAC","CEPEC","33843","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera",NA,"M. S. Ferrucci","G. Hatschbach","46694","1964","08","05",NA,"Brasil","Espírito Santo","Arredores da cidade.",NA,NA,NA,NA,NA,"30/12/1983","muniz freire","-41.4131011962891","-20.4641990661621","30072","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-01-31 10:39:35-03","IFAM","EAFM","1828","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","Gurgel-Silva, E.","Gurgel-Silva, E.; Costa, S.B. & Viana, G.P.","8","2010","07","24",NA,"Brasil","Amazonas","IFAM, Campus Manaus-Zona Leste, Atrás da Guarita da Zoo I.",NA,"; HABITAT: Baixio.; DESC: Liana; folhas compostas, pulvino engrossado e margens serrilhadas; raque alado com estípola no ápice, pétalas formando o cálice na base dos frutos; frutos imaturos cor creme e maduros vermelhos; gavinhas.",NA,NA,NA,NA,"Manaus","-60.0250015258789","-3.10193991661072","138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2017-09-11 17:13:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.",NA,"Peckolt, T","275",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Canta Gallo",NA,"m. Apr. 1859, flor.; Hb. Mart., nunc Bruxell",NA,"P13P3N0092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2017-09-11 17:13:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.",NA,"Claussen, P","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","in montibus ad Novo-Friburgo",NA,"m. Aug. 1838-42, fruct immat.; Hb. Halense",NA,"P13P3N0092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-11-21 10:19:04-03","IBt","SP","359476","S","Plantae",NA,NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","Ferrucci, MS","Pirani, JR; et al.","4707","2000","05","14",NA,"Brasil","Bahia","Rodovia de Mucuri para Nova Viçosa, a 5km de Mucuri, estrada vicinal através de mata de restinga.",NA,NA,"SP046886","SP046886",NA,NA,"Mucuri","-39.5508003234863","-18.0863990783691","78440","auto",NA,NA,"2002",NA,NA,NA,NA,NA,NA
"66","2019-11-21 10:19:04-03","IBt","SP","38290","S","Plantae",NA,NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera","Radlk.","Barreto, M","Mello Barreto","1486","1935","07","08",NA,"Brasil","Minas Gerais","Fazenda da Cachoeira.",NA,NA,"SP046885","SP046885",NA,NA,"Tombos","-42.0228004455566","-20.9046993255615","16749","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
