"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","sex"
"18","2021-04-08 17:44:51-03","EAO","IAN","40960","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Bromeliaceae","Dyckia","coccinea","Dyckia coccinea","Mez","Sellow, F","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN040960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-08 17:44:51-03","EAO","IAN","40948","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Bromeliaceae","Dyckia","subinermis","Dyckia subinermis","Mez","Niederlein, G","s.n.",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN040948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:51:40-03","EAO","IAN","125152","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Bromeliaceae","Dyckia","tuberosa","Dyckia tuberosa","(Vell.) Beer","Belém, RP","3777","1968","06","27","Southern America","Brasil","Minas Gerais",NA,"Ao lado da Reserva BR-4, km 777. Rocha calcárea.",NA,NA,NA,NA,NA,"Planta sobre rocha calcárea. Pétalas vermelhas, estames amarelo-ouro; anteras amarelas; brácteas brancas.","IAN125152",NA,"Smith, LB",NA,"1970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-12-12 15:31:38-03","UFABC","HUFABC","002048","PreservedSpecimen","Plantae","Angiospermas",NA,"Bromeliaceae","Dyckia","tuberosa","Dyckia tuberosa","(Vell.) Beer","Keller V.C.; Sérgio Tadeu Meirelles","339","2018","10","02",NA,"Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery, Campo nativo no lado esquerdo da estrada próximo à bifurcação após a torre de observação do setor B","-46.705178","-23.343414",NA,NA,NA,"Erva","HUFABC002048",NA,NA,NA,NA,NA,NA,"-46.705178","-23.343414",NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-12-04 15:26:25-03","PUCPR","HUCP","23801","S","Plantae","Monocotiledonea",NA,"Bromeliaceae","Dyckia","tuberosa","Dyckia tuberosa","(Vell.) Beer.","Kersten, RA","1544","2011","08","20",NA,"Brasil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"HUCP00004717","HUCP00004717","Kersten, RA",NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA
"23","2019-12-04 15:26:25-03","PUCPR","HUCP","20913","S","Plantae","Monocotiledonea",NA,"Bromeliaceae","Dyckia","tuberosa","Dyckia tuberosa","(Vell.) Beer.","Selusniaki, M; Kersten, RA","2886","2009","10","30",NA,"Brasil","Paraná","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,"Kersten, RA",NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"24","2020-02-27 21:09:30-03","PUCPR","HUCP","18144","S","Plantae","Monocotiledonea",NA,"Bromeliaceae","Dyckia","tuberosa","Dyckia tuberosa","(Vell.) Beer.","Hach, R","s.n.",NA,NA,NA,NA,"Brasil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,NA,NA,"Kersten, RA",NA,"2007","10","29",NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA
"25","2020-02-08 10:12:11-03","NBC","NL-BOTANY","L.1429406","PreservedSpecimen","Plantae",NA,"Poales","Bromeliaceae","Dyckia","tuberosa","Dyckia tuberosa","(Vell.) Beer","Hatschbach GG",NA,"1959","10","11","Southern America","Brazil",NA,NA,"Est. Parana(BRASIL). Mun. Tibagi.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1429406 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1429406","NL-L1429406",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"26","2020-02-08 10:12:11-03","NBC","NL-BOTANY","U.1177831","PreservedSpecimen","Plantae",NA,"Poales","Bromeliaceae","Dyckia","tuberosa","Dyckia tuberosa","(Vell.) Beer","Belém RP",NA,"1968","06","27","Southern America","Brazil",NA,NA,"Plantas do Brasil. Minas Gerais. Ao lado da Reserva BR 4, KM 777. Rocha Calcárea.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1177831 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1177831","NL-U1177831",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"27","2020-02-08 10:12:11-03","NBC","NL-BOTANY","U.1177832","PreservedSpecimen","Plantae",NA,"Poales","Bromeliaceae","Dyckia","tuberosa","Dyckia tuberosa tuberosa",NA,"Lindeman JC; Haas JH de",NA,"1966","10","17","Southern America","Brazil","Paraná",NA,"Est. Paraná, 5 km N.of Jaguariaíva.",NA,NA,NA,NA,NA,"Campo.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1177832 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1177832","NL-U1177832","Kramer KU; Mennega EA","tuberosa",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0251073",NA,NA,NA,NA
"28","2020-11-04 11:03:56-03","ESALQ","ESA","26760","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Dyckia","linearifolia","Dyckia linearifolia","Baker","Souza, V.C.; Souza, J.P.; Sanches, I.D.; Mazine, F.F.; Isaac,M.S.; Zandoval, J.A.","9388.0","1995","11","10",NA,"Brasil","São Paulo","São Carlos","BLOQUEADO","-47.8899993896484","-22.0100002288818",NA,NA,NA,"Erva; cálice e corola alaranjados.","ESA026760","ESA026760","Forzza, R.C.",NA,NA,NA,NA,NA,NA,"45913","auto",NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:03:56-03","ESALQ","ESA","15218","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Dyckia","linearifolia","Dyckia linearifolia","Baker","Barreto, K.D. et al.","1339.0","1993","10","05",NA,"Brasil","São Paulo","Itirapina",NA,"-47.8199996948242","-22.25",NA,NA,NA,NA,"ESA015218","ESA015218","Forzza, R.C.",NA,NA,NA,NA,NA,NA,"22843","auto",NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:03:56-03","ESALQ","ESA","11201","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Dyckia","pseudococcinea","Dyckia pseudococcinea","L.B. Smith","Bernacci, L.C. et al.","28400.0",NA,NA,NA,NA,"Brasil","São Paulo","Atibaia",NA,"-46.5499992370605","-23.1100006103516",NA,NA,NA,NA,"ESA011201","ESA011201",NA,NA,NA,NA,NA,NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:03:56-03","ESALQ","ESA","26686","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Dyckia","tuberosa","Dyckia tuberosa","(Vell.) Beer","Souza, V.C. et al.",NA,"1994","11","13",NA,"Brasil","São Paulo","Bom Sucesso de Itararé",NA,"-49.1399993896484","-24.3099994659424",NA,NA,NA,NA,"ESA026686","ESA026686","Souza, V.C.",NA,NA,NA,NA,NA,NA,"14955","auto",NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:03:56-03","ESALQ","ESA","167","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Dyckia","tuberosa","Dyckia tuberosa","(Vell.) Beer","Accorsi, W.R.",NA,"1939","10","30",NA,"Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"ESA000167","ESA000167","Catharino, E.L.M.",NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:03:56-03","ESALQ","ESA","26616","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Dyckia","tuberosa","Dyckia tuberosa","(Vell.) Beer","Souza, V.C. et al.","7028.0","1994","11","12",NA,"Brasil","São Paulo","Itapeva",NA,"-48.8699989318848","-23.9799995422363",NA,NA,NA,NA,"ESA026616","ESA026616","Scaramuzza, C.A.M.",NA,NA,NA,NA,NA,NA,"42926","auto",NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:03:56-03","ESALQ","ESA","24596","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Dyckia","tuberosa","Dyckia tuberosa",NA,"Souza, V.C. et al.","8862.0","1995","08","18",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"ESA024596","ESA024596","Souza, V.C.",NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"35","2020-11-04 11:03:56-03","ESALQ","ESA","8936","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Dyckia","tuberosa","Dyckia tuberosa","(Vell.) Beer","Scaramuzza, C.A.M. ; Souza, V.C.","496.0","1989","09","23",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"ESA008936","ESA008936","Wanderley, M.G.L.",NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:03:56-03","ESALQ","ESA","23176","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Dyckia","tuberosa","Dyckia tuberosa","(Vell.) Beer","Barreto, K.D. et al.","3268.0","1994","11","24",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"ESA023176","ESA023176",NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:03:56-03","ESALQ","ESA","11831","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Dyckia","tuberosa","Dyckia tuberosa","(Vell.) Beer","Souza, V.C. et al.","4139.0","1993","09","06",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"ESA011831","ESA011831","Scaramuzza, C.A.M.",NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"38","2020-11-04 10:55:09-03","ESALQ","ESA","143557","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","tuberosa","Dyckia tuberosa",NA,"Souza, V.C. & Colletta, G.D.","42533.0","2019","09","03",NA,"Brasil","São Paulo","Barra do Chapéu","Serra dos Cristais. Campo de altitude.","-49.0200004577637","-24.4699993133545",NA,NA,NA,"Erva; flores laranja.","ESA143557",NA,"Souza, V.C.",NA,"2019","09","03",NA,NA,"23554","auto",NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:03:56-03","ESALQ","ESA","121484","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Dyckia","tuberosa","Dyckia tuberosa",NA,"Souza, V.C.","33220.0","2008","09","01",NA,"Brasil","São Paulo","Bom Sucesso de Itararé","Ventania. Campo de altitude.","-49.1399993896484","-24.3099994659424",NA,NA,NA,"Planta rupícola; flores laranja.","ESA121484","ESA121484","Souza, V.C.",NA,"2008","09","15","-49,151,389","-24,269,722","14955","auto",NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:03:56-03","ESALQ","ESA","8935","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Dyckia","tuberosa","Dyckia tuberosa","(Vell.) Beer","Scaramuzza, C.A.M. ; Souza, V.C.","477.0","1989","09","23",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"ESA008935","ESA008935","Wanderley, M.G.L.",NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:03:56-03","ESALQ","ESA","21305","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Dyckia","tuberosa","Dyckia tuberosa","(Vell.) Beer","Souza, V.C. et al.","7028.0","1994","11","12",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"ESA021305","ESA021305","Scaramuzza, C.A.M.",NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"42","2021-01-14 15:25:52-03","MN","R","32477","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","pseudococcinea","Dyckia pseudococcinea","L.B. Sm.","Foster, M.B. 348; Foster, R.",NA,"1939","08","15",NA,"Brasil","São Paulo","Atibaia",NA,"-46.5499992370605","-23.1100006103516",NA,NA,NA,NA,"R010005713",NA,"Smith, L.B.",NA,"1951","09",NA,NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA
"43","2021-01-14 15:25:52-03","MN","R","168738","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","pseudococcinea","Dyckia pseudococcinea","L.B. Sm.","Souza, A. 2552; Pereira, H. 40",NA,"1988","11","28",NA,"Brasil","Rio de Janeiro","Maricá","Barra de Maricá","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,"R010005699",NA,"Moura, R.",NA,"1998","06","18",NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA
"44","2021-01-14 15:25:52-03","MN","R","181954","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","pseudococcinea","Dyckia pseudococcinea","L.B. Sm.","Souza, A.",NA,"1989","11",NA,NA,"Brasil","Rio de Janeiro","Maricá","Itaipuaçu.","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,"R010005700",NA,"Moura, R.",NA,"1998","06","18",NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA
"45","2021-01-14 15:25:52-03","MN","R","193226","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","tuberosa","Dyckia tuberosa","(Vell.) Beer","Smith, L.B. 14942; Klein, R.M.",NA,"1965","01","21",NA,"Brasil","Paraná","Palmeira",NA,"-50.133333","-25.383333","900","900",NA,NA,"R010005692",NA,NA,NA,NA,NA,NA,"50°08'W","25°23'S",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-31 13:36:31-03","MN","R","226326","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","tuberosa","Dyckia tuberosa","(Vell.) Beer","Alves, R.J.V.","6379 a","1998","11","21",NA,"Brasil","Minas Gerais",NA,"Serra da Moeda.",NA,NA,NA,NA,NA,NA,"R010005042","R010005042",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-01-14 15:25:52-03","MN","R","226321","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","tuberosa","Dyckia tuberosa","(Vell.) Beer","Alves, R.J.V.","5556",NA,NA,NA,NA,"Brasil","Goiás","Cristalina",NA,"-47.6136016845703","-16.7686004638672",NA,NA,NA,NA,"R010005038","R010005038","Alves, R.J.V.",NA,"1996","10","10",NA,NA,"85457","auto",NA,NA,NA,NA,NA,NA
"48","2021-01-14 15:25:52-03","MN","R","49553","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","tuberosa","Dyckia tuberosa","(Vell.) Beer","Mello Filho, L.E.","628","1947","11","18",NA,"Brasil","Minas Gerais","Carmo do Rio Claro",NA,"-46.1189002990723","-20.9719009399414",NA,NA,NA,NA,"R010005749","R010005749","Smith, L.B.",NA,"1951","09",NA,NA,NA,"25874","auto",NA,NA,NA,NA,NA,NA
"49","2021-01-14 15:25:52-03","MN","R","197304","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","tuberosa","Dyckia tuberosa","(Vell.) Beer","Emmerich, M.","2907","1966","09","13",NA,"Brasil","São Paulo","Angatuba",NA,"-48.4099998474121","-23.4899997711182",NA,NA,NA,NA,"R010005702,R010059336",NA,"Emmerich, M.",NA,"1966","11","10",NA,NA,"29114","auto",NA,NA,NA,NA,NA,NA
"50","2021-01-14 15:25:52-03","MN","R","197371","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","tuberosa","Dyckia tuberosa","(Vell.) Beer","Moura, R. 134; Moura, R.B.",NA,"1998","11",NA,NA,"Brasil","Rio de Janeiro","Maricá","Itaipuaçu.","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,"R010005701",NA,NA,NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA
"51","2021-01-14 15:25:52-03","MN","R","197387","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","tuberosa","Dyckia tuberosa","(Vell.) Beer","Moura, R. 135; Moura, R.B.",NA,"1998","11",NA,NA,"Brasil","Rio de Janeiro","Maricá","Itaipuaçu.","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,"R010005712",NA,NA,NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA
