"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","identifiedBy","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","class","individualCount"
"12","2021-01-14 15:26:44-03","MN","R","22139","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","Brade, A.C.","9649","1929","10","08",NA,"Brasil","Rio de Janeiro",NA,"-42.9655990600586","-22.4122009277344","2100","2100",NA,NA,"R010029142,R010029143","R010029142 R010029143","Teresópolis","Castellanos, A.","1937","38539","auto",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-31 13:37:06-03","MN","R","9816","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","Glaziou, A.F.M.","18263","1890","09","23",NA,"Brasil","Rio de Janeiro","São Cristovão","-43.2075004577637","-22.9027996063232",NA,NA,NA,"Plantas do Brasil Central","R000009816","R000009816_001","Rio de Janeiro","Taylor, N.P. & Zappi, D.C.","1992","57442","auto","04","30",NA,NA,NA,NA,NA
"14","2015-07-02 14:42:21-03","JBP","HPL","13802","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra",NA,"G. Olsthoorn","690","2014","10","10",NA,"Brasil","RJ","Estrada para o pico da Caledônia, em árvores na cascata de J Grillo. Ref. AH-690.","-42.585133","-22.349517",NA,NA,NA,NA,NA,NA,"Nova Friburgo","G. Olsthoorn",NA,NA,NA,NA,NA,"42° 35' 108 W","22° 20' 971 S",NA,NA,NA
"15","2020-12-20 21:16:31-03","UFV","VIC","5204","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","Costa, J.M. da","s.n.","1977","07","14",NA,"Brasil","Minas Gerais","Parque Florestal da Serra de Ibitipoca",NA,NA,NA,NA,NA,"Epífita pendente, flores brancas. Coletada durante Estágio em Ecologia Vegetal, no Parque Florestal da Serra de Ibitipoca, coordenado pelo Universidade Federal de Juiz de Fora, durante o Período de 12 a 19 de julho de 1977.","VIC005204","VIC005204",NA,"Lombardi, J.A.","1989",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-11-21 14:33:08-03","UFJF","CESJ","52139","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","M.G. Rezende; F.S. Souza; T.M. Machado","196","2008","09","14","América do Sul","Brasil","Minas Gerais","Pocinhos do Rio Verde, Serra da Pedra Branca, 21°57'46.5''S 46°22'11.5''W Datum Sad 69","-46.386100769043","-21.9235992431641",NA,NA,NA,"Epífita em borda de mata, flores passadas.","CESJ052139",NA,"Caldas","J.A. Lombardi","2009","25710","auto","07",NA,NA,NA,NA,NA,NA
"17","2019-11-21 14:33:08-03","UFJF","CESJ","60882","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","L. Menini Neto; S.G. Furtado","1107","2012","09",NA,"América do Sul","Brasil","MInas Gerais","Parque Estadual da Serra do Papagaio, Estrada entre o Garrafão e o Centro de Pesquisa.","-44.736389","-22.158889","1700","1700",NA,"Epífita, no interior de floresta ombrófila mista, próximo ao curso d'água. Flores alvas.","CESJ060882",NA,"Baependi","D.R. Gonzaga","2012",NA,NA,"10",NA,"-44.736389","-22.158889",NA,NA,NA
"18","2020-06-30 18:32:06-03","UFJF","CESJ","63453","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","D.R. Gonzaga","263","2013","08","10","América do Sul","Brasil","Minas Gerais","Parque Estadual do Ibitipoca, Mata da entrada da gruta dos Três Arcos.",NA,NA,NA,NA,NA,"Epífita a ca. 3m; flores alvas, estames amarelos de aroma agradável, visitada por abelhas do gênero Apis","CESJ063453",NA,NA,"D.R. Gonzaga","2013",NA,NA,"08","10",NA,NA,NA,NA,NA
"19","2020-06-30 18:32:06-03","UFJF","CESJ","60833","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","D.R. Gonzaga; B.C.Barbosa","41","2012","10","27","América do Sul","Brasil","Minas Gerais","Parque Estadual do Ibitipoca, Mata nebular, entrada do Parque.","-43.793098449707","-21.8425006866455",NA,NA,NA,"Epífita a ca. 5m, ramos cilíndricos verdes, frutos verdes imaturos com perianto persistente, frutos maduros róseos translúcidos.","CESJ060833",NA,"Lima Duarte","D.R. Gonzaga","2012","30417","auto","10","27",NA,NA,NA,NA,NA
"20","2019-11-21 14:33:08-03","UFJF","CESJ","49874","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","M.G. Rezende; R.C.L. Elias; F.R.G. Salimena; P.H. Nobre; S.A. Roman; F.S. Souza","68","2008","03","28","América do Sul","Brasil","Minas Gerais","Pocinhos do Rio Verde, Serra da Pedra Branca","-46.386100769043","-21.9235992431641",NA,NA,NA,"Epífita em borda de mata.Flores alvas, frutos brancos.","CESJ049874",NA,"Caldas","M.G. Rezende","2009","25710","auto","08",NA,NA,NA,NA,NA,NA
"21","2019-11-21 14:33:08-03","UFJF","CESJ","60595","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","S.G. Furtado; L. Menini Neto","101","2012","08","18","América do Sul","Brasil","MInas Gerais","Parque Estadual da Serra do Papagaio, Mata de Araucária à beira da estrada entre o Garrafão e o Centro de Apoio ao Pesquisador.","-45.225861","-22.235417",NA,NA,NA,"Epífita pendente em interior de Floresta Ombrófila Mista, próximo ao curso d'água. Flores alvas, sépalas externas matizadas de róseo, filetes amarelos, anteras e estigma alvos.","CESJ060595",NA,"Baependi","D.R. Gonzaga","2012",NA,NA,"08",NA,"-45.225861","-22.235417",NA,NA,NA
"22","2020-07-02 18:52:21-03","UFJF","CESJ","24716","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","M.C. Brügger","s.n.","1991","03","23","América do Sul","Brasil","Minas Gerais","Serra das Flores",NA,NA,NA,NA,NA,"Planta epífita pendente, ocorendo na mata de encosta e dos cumes. Ocorre nas árvores mais altas e quando nas matas menos densas também em árvores medianas. Os frutos são baciformes de cor roxa. A planta jovem é ereta e pilosa, tornando-se glabra e penden","CESJ024716",NA,"São Francisco do Prata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-06-30 18:32:06-03","UFJF","CESJ","63454","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","D.R. Gonzaga","264","2013","08","10","América do Sul","Brasil","Minas Gerais","Parque Estadual do Ibitipoca, Mata próxima a entrada do parque.",NA,NA,NA,NA,NA,"Epífita a ca. 2m; flores alvas e frutos verdes imaturos.","CESJ063454",NA,NA,"D.R. Gonzaga","2013",NA,NA,"08","10",NA,NA,NA,NA,NA
"24","2019-11-21 14:33:08-03","UFJF","CESJ","67844","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","D.E.F. Barbosa; G.A. Basilio; S.G. Furtado; L. Menini Neto","229","2015","03","29","América do Sul","Brasil","Minas Gerais","Conceição de Ibitipoca, Fazenda do Tanque, Floresta semidecidual montana","-43.913333","-21.698611","1300","1300",NA,"Epífita pendente a 5m. Frutos hialinos. Interior de mata.","CESJ067844",NA,"Lima Duarte","L. Menini Neto","2015",NA,NA,NA,NA,"-43.913333","-21.698611",NA,NA,NA
"25","2019-11-21 14:33:08-03","UFJF","CESJ","68128","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","S.G. Furtado; L. Menini Neto; K. Antunes; F.R.G. Salimena; P.H. Nobre; B. Cosenza; T.H.G. Alv","352","2016","08","05","América do Sul","Brasil","Espírito Santo","Parque Nacional do Caparaó, Floresta ciliar, Rio Pedregulho","-42.456389","-20.725833",NA,NA,NA,"Epífita. Frutos vermelhos translúcidos","CESJ068128",NA,"Irupi","D.R. Gonzaga","2016",NA,NA,"08",NA,"-42.456389","-20.725833",NA,NA,NA
"26","2020-06-30 18:32:06-03","UFJF","CESJ","25478","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","D.C. Zappi","260","1991","07","27","América do Sul","Brasil","Minas Gerais","Parque Estadual do Ibitipoca, Alt. 1500m","-43.793098449707","-21.8425006866455",NA,NA,NA,"Planta pendente, com ramos desiguais, flores campanuladas alva, com filetes amarelos, botões florais rosados. Frutos alvos. Mata de grotão atrás do Cruzeiro.","CESJ025478",NA,"Lima Duarte","D.C. Zappi","1991","30417","auto","07","27",NA,NA,NA,NA,NA
"27","2020-06-30 18:32:06-03","UFJF","CESJ","60840","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","D.R. Gonzaga; L. Menini Neto; S.G. Furtado","48","2012","10","28","América do Sul","Brasil","Minas Gerais","Parque Estadual do Ibitipoca, Mata da Gruta do Cruzeiro.","-43.793098449707","-21.8425006866455",NA,NA,NA,"Epífita a ca. 3m, ramos cilíndricos verdes; frutos imaturos verdes.","CESJ060840",NA,"Lima Duarte","D.R. Gonzaga","2012","30417","auto","10","28",NA,NA,NA,NA,NA
"28","2019-11-21 14:33:08-03","UFJF","CESJ","9269-A","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","L. Krieger","CESJ9269-A","1970","09","27","América do Sul","Brasil","Minas Gerais","Serra de Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,"Epífita, pendente, abundante. Flores brancas, material fixado, caule e flores em botão.","CESJ09269A",NA,"Lima Duarte","D. Zappi","2016","30417","auto",NA,NA,NA,NA,NA,NA,NA
"29","2019-11-21 14:33:08-03","UFJF","CESJ","9269","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","L. Krieger","CESJ9269","1970","09","27","América do Sul","Brasil","Minas Gerais","Serra de Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,"Epífita pendente, abundante. Flores brancas. Material fixado.Caule e flores em botão.","CESJ009269",NA,"Lima Duarte","D.C. Zappi","1991","30417","auto","07",NA,NA,NA,NA,NA,NA
"30","2019-11-21 14:33:08-03","UFJF","CESJ","60829","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","D.R. Gonzaga; L. Menini Neto; S.G. Furtado","37","2012","10","12","América do Sul","Brasil","MInas Gerais","Parque Estadual da Serra do Papagaio, 1700-1900m.s.m.","-44.8899993896484","-21.9589004516602",NA,NA,NA,"Floresta Ombrófila Mista, Epífita a ca. 1.5m ,ramos cilíndricos verde-escuros; frutos verdes imaturos a róseos maduros ca. 1cm.","CESJ060829",NA,"Baependi","D.R. Gonzaga","2012","29865","auto","10","12",NA,NA,NA,NA,NA
"31","2021-03-01 16:27:18-03","UNICAMP","UEC","109591","S","Plantae","Magnoliopsida",NA,"Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","Zappi, DC; Amaral, MCE; Costa, CB; Aona, LYS; Belinello, R","341","1999","11","19",NA,"Brazil","Rio de Janeiro","Visconde de Mauá, Estrada para a cidade, Km 27.","-44.535833","-22.341667","1300","1300",NA,"Epífita pendente, 3m de comprimento, frutos verdes apicalmente avermelhados, emersos, passando a creme. Cult, material em álcool.; Mata no alto da serra, à beira da estrada.","UEC090865","UEC090865","Resende","Zappi, DC","1999",NA,NA,NA,NA,"-44.535833","-22.341667",NA,NA,NA
"32","2021-03-01 16:27:18-03","UNICAMP","UEC","110309","S","Plantae","Magnoliopsida",NA,"Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","Freitas, L","709","1999","09","20",NA,"Brazil","São Paulo","Próximo ao alojamento IBAMA.","-44.5699996948242","-22.6399993896484",NA,NA,NA,"Erva epífita, ca. 2m. Corola branco com manchas amareladas ou rosadas.; Floresta Ombrófila mista altomontana.","UEC090866","UEC090866","São José do Barreiro","Zappi, DC","2000","30784","auto",NA,NA,NA,NA,NA,NA,NA
"33","2020-06-29 09:29:58-03","UFRRJ","RBR","46371","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","T.C. Alves","66","2019","04","29",NA,"Brasil","Rio de Janeiro","Serra dos Órgãos. PARNASO","-43.016389","-22.455","1789","1789",NA,NA,"RBR00046371","RBR00046371","Teresópolis",NA,NA,NA,NA,NA,NA,"43º0'59''W","22º27'18''S",NA,NA,NA
"34","2020-12-21 16:19:46-03","MBM","MBM","405006","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","aurea","Rhipsalis aurea","M.F. Freitas & J.M.A.Braga","Braga, J.M.A.","7494","2004","10","27","Southern America","Brazil","Rio de Janeiro","Serra de Friburgo, Estrada de Macaé de Cima, acesso pela BR-116","-42.502222","-22.363889","1201","1201",NA,"Saxícola, ciófila. Segmentos eretos sub-eretos ou sub-pendentes, verde escuros quando mais desenvolvidos (basais) e verde-claros quando jovens. Segmentos jovens sub-eretos ou eretos, aréolas com cerdas brancas e rígidas. Aréolas viná","MBM405006","MBM405006","Nova Friburgo","Braga, J.M.A.","2014",NA,NA,NA,NA,"-42.502222","-22.363889","ISOTYPE",NA,NA
"35","2020-12-21 16:19:48-03","MBM","MBM","263615","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","?","s.n.","1970","09","27","Southern America","Brazil","Minas Gerais","Serra de Ibitipoca",NA,NA,NA,NA,NA,"D.C. Zappi","MBM263615","MBM263615",NA,"Krieger, L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:19:48-03","MBM","MBM","171578","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","Moreira, D.","8358","1982","07","27","Southern America","Brazil","São Paulo","Parque Estadual Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"MBM171578","MBM171578","Campos do Jordão","Taylor, N.P.",NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:19:48-03","MBM","MBM","404879","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","Gonçalvez, L.N.; Duffles, P.; Fernandez, E.P.; Lima, T.; Duffles, P.; Fernandez, E.P.; Lima, T.","221","2013","09","05","Southern America","Brazil","São Paulo","Pico dos Marins, Estrada para o Morro do Careca","-45.142222","-22.505556","1700","1700",NA,"Erva epífita de 2 m de comprimento; infrutescências esverdeadas.; Em borda de Mata Nebular.","MBM404879","MBM404879","Piquete","Gonzaga, D.R.","2015",NA,NA,"05","25","-45.142222","-22.505556",NA,NA,NA
"38","2020-12-11 11:34:16-03","UFMG","BHCB","24019","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-11 11:34:16-03","UFMG","BHCB","24019","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-11 11:34:16-03","UFMG","BHCB","78307","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","Melo, PHA de","37","2002","09","09","Southern America","Brasil","Minas Gerais","Comunidade do Matutu.","-44.603099822998","-21.9755992889404",NA,NA,NA,"Margen de cachoeira. Herbácea. Epífita. Flor branca.",NA,NA,"Aiuruoca",NA,NA,"27460","auto",NA,NA,NA,NA,NA,NA,NA
"41","2020-12-11 11:34:16-03","UFMG","BHCB","42689","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Rio de Janeiro","Parque Nacional da Serra dos Órgãos","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,NA,"Teresópolis",NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA
"42","2021-02-11 17:18:26-03","UFPR","UPCB","83693","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Hoehne","Lombardi, J.A.","9594","2012","10",NA,NA,"Brasil","Rio de Janeiro","Parque Nacional da Serra dos Órgãos, trilha para o Alojamento 04 e a Pedra do Sino","-43.024","-22.457","1987","1987",NA,"Prensado em álcool, amostra em sílica. Mata atlântica de encosta. Epífita carnosa pendente, pericarpelo verde-avermelhado, tépalas externas rosadas, ápice vermelho, passando a branco nas internas, filetes alaranjados, base laranja, anteras, estilete e es",NA,NA,"Teresópolis","Lombardi, J.A.","2012",NA,NA,"10",NA,"-43.024","-22.457",NA,NA,NA
"43","2020-06-15 15:29:46-03","UNESP-RC","HRCB","51621","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","Rezende, M.G.","196","2008","09","14",NA,"Brasil","Minas Gerais",NA,"-46.369861","-21.962917",NA,NA,NA,"epífita, flores passadas",NA,NA,"Caldas","Lombardi, J.A.","2009",NA,NA,"07",NA,"46º22'11.5W","21º57'46,5S",NA,NA,NA
"44","2020-06-15 15:29:46-03","UNESP-RC","HRCB","58758","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Hoehne","Lombardi",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Parque Nacional da Serra dos Órgãos, trilha para o Alojamento 04 e a Pedra do Sino","-43.023767","-22.457333",NA,NA,NA,"Prensado em álcool, amostra em sílica. Mata atlântica de encosta. Epífita carnosa pendente, pericarpelo verde-avermelhado, tépalas externas rosadas, ápice vermelho, passando a branco nas internas, fil",NA,NA,"Teresópolis","Lombardi, J.A.",NA,NA,NA,NA,NA,"43°01'25.56W","22°27'26.40S",NA,NA,NA
"45","2020-06-15 15:29:46-03","UNESP-RC","HRCB","64739","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","Grupo Vermelho",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Parque Nacional do Itatiaia - Estrada para a entrada alta (ponto 3)","-44.73705","-22.3598",NA,NA,NA,NA,NA,NA,"Itamonte","Julio A. Lombardi",NA,NA,NA,NA,NA,"44º44'13.38W","22º21'35.28S",NA,NA,NA
"46","2020-09-12 05:00:02-03","US","US","3054091","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","J. N. Rose","20817","1915","8","12","South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,NA,"1","1500",NA,NA,NA,NA,NA,"Taylor, N. P.",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"47","2020-09-12 05:00:02-03","US","US","3054079","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","J. N. Rose","20583","1915","7","29","South America - Neotropics","Brazil",NA,NA,NA,NA,"1800","1800",NA,NA,NA,NA,NA,"Taylor, N. P.",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"48","2020-09-12 05:00:02-03","US","US","1779148","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Rhipsalis","pulchra","Rhipsalis pulchra","Loefgr.","M. B. Foster & R. Foster","1004","1940","8","22","South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"US00200660","US00200660_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
