"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relationshipType","relatedCatalogItem","infraspecificEpithet","individualCount","fieldNumber","sex"
"112","2009-10-18 06:39:00-02","MO","MOBOT","2911627","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.","R.M. Harley, 24-4-","Elsa M. Zardini|M.L. Pochettino|Julio A. Hurrell|C. Iudica|D. Ramadori","Zardini 1720","1983","1","21","South America","Argentina","Salta","Santa Victoria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2015-01-04 05:47:00-02","MO","MOBOT","3005932","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.","J.L. Fernandez-Alonso (COL)","E. González","González 24","1982","4","17","South America","Colombia","Antioquia","Rionegro",NA,NA,NA,"2000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2011-06-10 05:37:00-03","MO","MOBOT","1698713","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","viridis","Mentha viridis","(L.) L.",NA,"Carlos E. Cerón","Cerón Martínez 15222","1991","6","4","South America","Ecuador","Pichincha","Quito","Parrorquia Calacali. Reserva Geobotánica del Pululachua. Bosque seco Montano Bajo. Informante: F. Santillán. Colecions en area cultivado. Caldera del Volcán.","-78.5","-0.08333","2600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","21",NA
"115","2009-08-29 06:41:00-03","MO","MOBOT","1738956","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","viridis","Mentha viridis","(L.) L.","C. Cerón (QAP)","Carlos E. Cerón|Nelson Gallo","Cerón Martínez 19573","1992","7","19","South America","Ecuador","Chimborazo","Riobamba","Mercado San Alfonso (feria de sábados). Estepa espinosa Montano Bajo. Informantes: M. Obando C., E. Obando, E. Obando y J. Obando. Las plantas se traen de Ambato (alrededores), de Chambo, Cubijíes, Quimia y San Luis. Las que mas se vende son: Cedron, Hierbaluisa, Romero, Matico, Llantén, Taraxaco y Torongil.","-78.65","-1.66666","2900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","80",NA
"116","2009-08-29 06:41:00-03","MO","MOBOT","1738980","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","viridis","Mentha viridis","(L.) L.","C. Cerón (QAP)","Carlos E. Cerón|Nelson Gallo","Cerón Martínez 19578","1992","7","19","South America","Ecuador","Chimborazo","Riobamba","Mercado San Alfonso (feria de sábados). Estepa espinosa Montano Bajo. Informantes: M. Obando C., E. Obando, E. Obando y J. Obando. Las plantas se traen de Ambato (alrededores), de Chambo, Cubijíes, Quimia y San Luis. Las que mas se vende son: Cedron, Hierbaluisa, Romero, Matico, Llantén, Taraxaco y Torongil.","-78.65","-1.66666","2900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","80",NA
"117","2014-07-07 13:34:00-03","MO","MOBOT","1762142","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","viridis","Mentha viridis","(L.) L.","C. Cerón (QAP)","Carlos E. Cerón|Myriam Reyna","Cerón Martínez 18913","1992","5","16","South America","Ecuador","Imbabura","Ibarra","Mercado Amazonas de Ibarra. Estudio de plantas medicinales. Informante: Sra. Isabel Morocho.","-78.2","0.35","2200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","193",NA
"118","2020-06-22 14:18:26-03","UNESP-IBILCE","SJRP","26232","PreservedSpecimen","Plantae","Tracheophyta","Lamiales","Lamiaceae","Mentha","spicata","Mentha spicata","L.",NA,"Aline Redondo Martins",NA,NA,NA,NA,"América do Sul","Brasil","São Paulo","São José do Rio Preto","canteiro do Ibilce","-49.3699989318848","-20.8199996948242",NA,NA,NA,"Planta medicinal;",NA,NA,"20305","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"119","2020-06-22 14:18:27-03","UNESP-IBILCE","SJRP","26663","PreservedSpecimen","Plantae","Tracheophyta","Lamiales","Lamiaceae","Mentha","spicata","Mentha spicata","L.",NA,"Luis Vitor Silva do Sacramento",NA,NA,NA,NA,"América do Sul","Brasil","São Paulo","Araraquara","Hort. de Pl. Med. e Tóxicas da FCF","-48.1699981689453","-21.7900009155273",NA,NA,NA,"Não floresce nas condições de Araraquara;",NA,NA,"29178","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"120","2020-06-22 14:18:26-03","UNESP-IBILCE","SJRP","24230","PreservedSpecimen","Plantae","Tracheophyta","Lamiales","Lamiaceae","Mentha","spicata","Mentha spicata","L.",NA,"Luis Vitor S. Sacramento",NA,NA,NA,NA,"América do Sul","Brasil","São Paulo","Araraquara","Horto de Plantas Medicinais da Faculdade de Ciências Farmacêuticas","-48.1699981689453","-21.7900009155273",NA,NA,NA,"Planta medicinal;",NA,NA,"29178","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"121","2020-07-09 18:40:01-03","UNESP-IBILCE","SJRP","26228","PreservedSpecimen","Plantae","Tracheophyta","Lamiales","Lamiaceae","Mentha","spicata","Mentha spicata","L.",NA,"Aline Redondo Martins",NA,NA,NA,NA,"América do Sul","Brasil","São Paulo","São José do Rio Preto","UNESP/IBILCE","-49.3699989318848","-20.8199996948242",NA,NA,NA,"Planta medicinal;",NA,NA,"20305","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"122","2020-07-09 18:40:01-03","UNESP-IBILCE","SJRP","26233","PreservedSpecimen","Plantae","Tracheophyta","Lamiales","Lamiaceae","Mentha","spicata","Mentha spicata","L.",NA,"Aline Redondo Martins",NA,NA,NA,NA,"América do Sul","Brasil","São Paulo","São José do Rio Preto","UNESP/IBILCE","-49.3699989318848","-20.8199996948242",NA,NA,NA,"Planta medicinal;",NA,NA,"20305","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"123","2020-07-09 18:40:01-03","UNESP-IBILCE","SJRP","26230","PreservedSpecimen","Plantae","Tracheophyta","Lamiales","Lamiaceae","Mentha","spicata","Mentha spicata","L.",NA,"Martins, M.B.G.",NA,NA,NA,NA,"América do Sul","Brasil","São Paulo","São Paulo","USP/horto de plantas medicinais","-46.6300010681152","-23.5400009155273",NA,NA,NA,"Planta medicinal;",NA,NA,"53584","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"124","2020-07-09 18:40:01-03","UNESP-IBILCE","SJRP","26231","PreservedSpecimen","Plantae","Tracheophyta","Lamiales","Lamiaceae","Mentha","spicata","Mentha spicata","L.",NA,"Martins, M.B.G.",NA,NA,NA,NA,"América do Sul","Brasil","São Paulo","São Paulo","USP/horto de plantas medicinais","-46.6300010681152","-23.5400009155273",NA,NA,NA,"Planta medicinal;",NA,NA,"53584","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"125","2020-06-22 14:18:27-03","UNESP-IBILCE","SJRP","26283","PreservedSpecimen","Plantae","Tracheophyta","Lamiales","Lamiaceae","Mentha","spicata","Mentha spicata","L.","Cordeiro, J.","Aline Redondo Martins",NA,NA,NA,NA,"América do Sul","Brasil","Paraná","Guaraqueçaba","Vila Morato","-48.3288993835449","-25.3066997528076",NA,NA,NA,"Usada na medicina popular para vermes;",NA,NA,"37295","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"126","2015-10-22 10:02:54-02","UNIOESTE","UNOP","4645","S","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.","Temponi, L.G.; Fieira, C.","Fieira, C.","6","2008","03","03",NA,"Brasil","Paraná","Cascavel","Parque São Paulo, rua Manoel de Nobrega","-53.4552993774414","-24.9557991027832",NA,NA,NA,"Erva perene, ereta, cerca de 50 cm de altura, folhas oblongo-laceoladas, levemente denteadas, pubescentes e muito aromáticas. Inflorescências terminais, corola campanulada, rósea esbranquiça, 4-lobada, cálice campanulado 5-lobado.",NA,NA,"47841","auto",NA,NA,"2008","03",NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-08-31 08:59:13-03","INPA","INPA","191778A","S","Plantae","Dicotyledon Asterids","Lamiales","Lamiaceae","Mentha","spicata","Mentha spicata","L.","Harley, RM","Nitta, A","17527","1996","12","09","Southern America","Brasil","Amazonas",NA,"Parque Municipal do Mindu, Manaus, Parque Municipal do Mindu","-60.016667","-3.05",NA,NA,NA,NA,"INPA191778A",NA,NA,NA,"-60.016667","-3.05","2011","11",NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-08-31 08:59:13-03","INPA","INPA","223290","S","Plantae","Dicotyledon Asterids","Lamiales","Lamiaceae","Mentha","spicata","Mentha spicata","L.","Harley, RM","Oliveira, DR de","71","2006","06","14","Southern America","Brasil","Pará","Oriximiná",NA,"-56.155833","-1.505417",NA,NA,NA,NA,"INPA0223290","INPA0223290 INPA0223290_e INPA0223290_nd",NA,NA,"-56.155833","-1.505417","2011","11",NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-08-31 08:59:13-03","INPA","INPA","233360","S","Plantae","Dicotyledon Asterids","Lamiales","Lamiaceae","Mentha","spicata","Mentha spicata","L.","Harley, RM","Oliveira, DR de","210","2010","02","22","Southern America","Brasil","Pará","Oriximiná",NA,"-55.861111","-1.766944",NA,NA,NA,NA,"INPA0233360","INPA0233360 INPA0233360_e INPA0233360_nd",NA,NA,"-55.861111","-1.766944","2011","11",NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-08-31 08:59:13-03","INPA","INPA","106244","S","Plantae","Dicotyledon Asterids","Lamiales","Lamiaceae","Mentha","viridis","Mentha viridis","L.","Silva, M","Branch, LC","74","1982","07","04","Southern America","Brasil","Pará","Santarém","Alter do Chão, Jardim da Dona Flora.","-54.9","-2.5",NA,NA,NA,NA,"INPA0106244","INPA0106244 INPA0106244_e",NA,NA,"-54.9","-2.5","1982",NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-03-04 11:05:32-03","UFRB","HURB","14873","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.",NA,"Rebouças, R. dos S.",NA,"2016","09","01",NA,"Brasil","Bahia","Cruz das Almas",NA,"-39.1018981933594","-12.6700000762939",NA,NA,NA,"<ll>dwc_commonname:</ll> Hortelã-miudo","HURB000014873",NA,"14660","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2018-10-09 16:31:32-03","UFLA","ESAL","11666","S","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.",NA,"Rogério S. Lopes","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Lavras","ESAL","-44.999444","-21.245278","9","9",NA,"erva; 0,15; amarela clara;",NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2018-10-09 16:31:32-03","UFLA","ESAL","26839","S","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.",NA,"Maria Luisa Teixeira","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Lavras","UFLA, Horto de plantas medicinais","-44.999444","-21.245278",NA,NA,NA,"erva; ; flores lilás ou roxo;",NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2018-10-09 16:31:32-03","UFLA","ESAL","25140","S","Plantae",NA,NA,"Lamiaceae","Mentha","viridis","Mentha viridis","(L.) L.",NA,"Melissa Alves de Toledo","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Lavras","UFLA","-44.999444","-21.245278",NA,NA,NA,"Erva; 0,50cm; ;",NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2018-10-09 16:31:32-03","UFLA","ESAL","27123","S","Plantae",NA,NA,"Lamiaceae","Mentha","viridis","Mentha viridis","(L.) L.","M. E. Mansanares","Lucilene Fernandes Silva","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Lavras","UFLA, Horto de Plantas","-44.999444","-21.245278",NA,NA,NA,"; ; flor lilás eseraquiçada; frutos preto aromatizado",NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2019-12-19 11:19:14-03","UFG","UFG","48009","S","Plantae",NA,NA,"Lamiaceae","Mentha","viridis","Mentha viridis","L.","Silva, R.M.","Silva, R.M.","19","2013","06","12",NA,"Brasil","Goiás","Goianésia",NA,"-49.1175003051758","-15.3175001144409",NA,NA,NA,NA,"UFG0048009","UFG0048009","40177","auto",NA,NA,"2013","07","20",NA,NA,NA,NA,NA,NA,NA
"137","2019-12-19 11:19:14-03","UFG","UFG","47997","S","Plantae",NA,NA,"Lamiaceae","Mentha","viridis","Mentha viridis","L.","Silva, R.M.","Silva, R.M.","7","2013","06","05",NA,"Brasil","Goiás","Goianésia",NA,"-49.1175003051758","-15.3175001144409",NA,NA,NA,NA,"UFG0047997","UFG0047997","40177","auto",NA,NA,"2013","07","20",NA,NA,NA,NA,NA,NA,NA
"138","2019-06-10 10:10:55-03","FZB-BH","BHZB","75","S","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata",NA,"R.M, Harley","Grandi, T.S.M.",NA,"1993","01","12",NA,"Brasil","MG","Belo Horizonte","Horto Florestal do Betânia.","-43.937801361084","-19.9207992553711",NA,NA,NA,"Espécie aromática, medicinal. Com duplicata.Cultivado. Anteriormente identificada como M. piperita L. <ll>dwc_commonname:</ll> Hortelã pimenta",NA,NA,"17082","auto",NA,NA,"2015","02","10",NA,NA,NA,NA,NA,NA,NA
"139","2019-06-10 10:10:55-03","FZB-BH","BHZB","455","S","Plantae",NA,NA,"Lamiaceae","Mentha","x spicata","Mentha x spicata",NA,"R.M.Harley","Grandi, T.S.M.",NA,"1995","01","05",NA,"Brasil","MG","Belo Horizonte","Horto Florestal do Betânia","-43.937801361084","-19.9207992553711",NA,NA,NA,"Espécie medicinal: digestivo, vermífugo. Com duplicata.Cultivado . Anteriormente identificada como Mentha sp. <ll>dwc_commonname:</ll> Hortelã preta",NA,NA,"17082","auto",NA,NA,"2015","02","10",NA,NA,NA,NA,NA,NA,NA
"140","2021-01-26 13:55:26-03","IMA","MAC","22312","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.","E.C.O.Chagas","M.Oliveira","1673","2005","02","25",NA,"Brasil","Pernambuco","Igarassú","Cruz de Rebouças.","-34.9063987731934","-7.83416986465454",NA,NA,NA,"Erva cultivada. Flores alvas.","MAC0022312",NA,"24709","auto",NA,NA,"2008","10","06",NA,NA,NA,NA,NA,NA,NA
"141","2021-01-26 13:55:26-03","IMA","MAC","3286","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.","E.C.O.Chagas","M.N.R.Staviski; R.Pebely; F.Costa","327","1982","10","16",NA,"Brasil","Alagoas","Marechal Deodoro","Riacho Velho à margem da lagoa Manguaba.","-35.895","-9.710278",NA,NA,NA,"Erva.; Restinga (Planta cultivada).","MAC0003286",NA,NA,NA,"-35.895","-9.710278","2008","10","06",NA,NA,NA,NA,NA,NA,NA
"142","2021-01-26 13:55:26-03","IMA","MAC","7438","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.","R.M.Harley","I.S.Moreira","192","1986","11","12",NA,"Brasil","Alagoas","Maceió","Jatiúca.","-35.735278","-9.666111",NA,NA,NA,"Erva.; Cultivada.","MAC0007438",NA,NA,NA,"-35.735278","-9.666111","1993","06","15",NA,NA,NA,NA,NA,NA,NA
"143","2021-01-26 13:55:26-03","IMA","MAC","8592","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.","C.S.S.Barros","C.S.S.Barros","182","1994","03","24",NA,"Brasil","Alagoas","Belém","Sítio Cabeça Dantas, à 5km da cidade.","-36.491944","-9.571111",NA,NA,NA,"Erva rasteira. Inflorescência com botões verdes, flores cremes-lilás.; Área cultivada.","MAC0008592","MAC0008592_1",NA,NA,"-36.491944","-9.571111","1994","04",NA,NA,NA,NA,NA,NA,NA,NA
"144","2021-01-26 13:55:26-03","IMA","MAC","55177","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.","M.C.S.Mota","T.M.G.Cerqueira","5","2012","02","02",NA,"Brasil","Alagoas","Maceió","Bairro do Canaã.","-36.231389","-10.116111",NA,NA,NA,"Erva ca. 60 cm. Flores brancas.; Cultivada.","MAC0055177",NA,NA,NA,"-36.231389","-10.116111","2016","11","28",NA,NA,NA,NA,NA,NA,NA
"145","2021-01-26 13:55:26-03","IMA","MAC","22241","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.","M.C.S.Mota","U.G.Silva; V.Silva","5","2005","03","16",NA,"Brasil","Alagoas","Traipu","Mombaca.","-37.0032997131348","-9.97056007385254",NA,NA,NA,"Erva. Estéril.; Caatinga.","MAC0022241",NA,"30834","auto",NA,NA,"2016","11","28",NA,NA,NA,NA,NA,NA,NA
"146","2015-08-20 11:24:26-03","CPQBA","CPMA","330","S","Plantae","Magnoliophyta","Lamiales","Lamiaceae¹","Mentha","spicata","Mentha spicata","L.",NA,"Compra",NA,"1994","10","10",NA,"Bélgica","Bruxelles-Brussel","Bruxelas","JB DO RJ/BRUXELAS BELGICA","4.366667","50.833333",NA,NA,NA,"introdução perdida",NA,NA,NA,NA,"4° 22' 0 E","50° 50' 0 N",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,"UEC 121.401 - CPQBA",NA
"147","2015-08-20 11:24:26-03","CPQBA","CPMA","1927","S","Plantae","Magnoliophyta","Lamiales","Lamiaceae¹","Mentha","spicata","Mentha spicata","L.",NA,"Glyn",NA,"2004","12","16",NA,"Brasil","Distrito federal","Brasília","UnB","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"70570","auto","47º 2#?# 5 W","15º 46#?# 46 S",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"148","2015-08-20 11:24:26-03","CPQBA","CPMA","1925","S","Plantae","Magnoliophyta","Lamiales","Lamiaceae¹","Mentha","spicata","Mentha spicata","L.",NA,"Compra",NA,"2004","12","16",NA,"Brasil","Distrito Federal","Brasília","UNB","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"70570","auto","47º 2#?# 5 W","15º 46#?# 46 S",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"149","2016-01-25 13:36:31-02","CPQBA","CPMA","400","S","Plantae","Magnoliophyta","Lamiales","Lamiaceae¹","Mentha","spicata","Mentha spicata","L.",NA,"glyn",NA,"1989","02","10",NA,"Brasil","São Paulo","Piracicaba","esalq","-47.649167","-22.725278",NA,NA,NA,"Localização: Bloco 5 Canteiro 6 Posição 1º",NA,NA,NA,NA,"47º 38' 57 W","22º 43' 31 S",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,"186537 - CPQBA 9",NA
"150","2015-08-20 11:24:26-03","CPQBA","CPMA","1929","S","Plantae","Magnoliophyta","Lamiales","Lamiaceae¹","Mentha","spicata","Mentha spicata","L.",NA,"Compra",NA,"2004","12","16",NA,"BRASIL","Distrito Federal","Brasília","UNB","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"70570","auto","47º 2#?# 5 W","15º 46#?# 46 S",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"151","2015-08-20 11:24:26-03","CPQBA","CPMA","1941","S","Plantae","Magnoliophyta","Lamiales","Lamiaceae¹","Mentha","spicata","Mentha spicata","L.",NA,"Compra",NA,"2004","12","16",NA,"BRASIL","São Paulo","Campinas","INSTITUTO AGRONOMICO DE CAMPINAS","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"152","2016-01-25 13:36:31-02","CPQBA","CPMA","1938","S","Plantae","Magnoliophyta","Lamiales","Lamiaceae¹","Mentha","spicata","Mentha spicata","L.",NA,"Compra",NA,"2004","12","16",NA,"BRASIL","São Paulo","Campinas","INSTITUTO AGRONOMICO DE CAMPINAS","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,"184138 - CPQBA 1374",NA
"153","2015-08-20 11:24:26-03","CPQBA","CPMA","1942","S","Plantae","Magnoliophyta","Lamiales","Lamiaceae¹","Mentha","spicata","Mentha spicata","L.",NA,"Compra",NA,"2004","12","16",NA,"BRASIL","São Paulo","Campinas","INSTITUTO AGRONOMICO DE CAMPINAS","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"154","2015-08-20 11:24:13-03","CPQBA","CPMA","1943","S","Plantae","Magnoliophyta","Lamiales","Lamiaceae¹","Mentha","spicata","Mentha spicata","L.",NA,"Compra",NA,"2004","12","16",NA,"BRASIL","São Paulo","Campinas","INSTITUTO AGRONOMICO DE CAMPINAS","-47.060001373291","-22.8999996185303",NA,NA,NA,"Perdeu Foi detectado em 27/07/06",NA,NA,"23900","auto",NA,NA,NA,NA,NA,"Equisetopsida",NA,NA,NA,NA,NA,NA
"155","2015-08-20 11:24:26-03","CPQBA","CPMA","1921","S","Plantae","Magnoliophyta","Lamiales","Lamiaceae¹","Mentha","spicata","Mentha spicata","L.",NA,"Embrapa",NA,"2004","12","16",NA,"USA","Indiana","West Lafayette","Purdue University",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"156","2016-01-25 13:36:31-02","CPQBA","CPMA","1914","S","Plantae","Magnoliophyta","Lamiales","Lamiaceae¹","Mentha","spicata","Mentha spicata","L.",NA,"Embrapa",NA,"2004","12","16",NA,"USA","Indiana","West Lafayette","Purdue University",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,"184196 - CPQBA 1376",NA
"157","2015-08-20 11:24:25-03","CPQBA","CPMA","1936","S","Plantae","Magnoliophyta","Lamiales","Lamiaceae","Mentha","spicata var. spicata","Mentha spicata var. spicata",NA,NA,"Compra",NA,"2004","12","16",NA,"BRASIL","Distrito Federal","Brasília","UNB","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"70570","auto","47º 2#?# 5","15º 46#?# 46",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"158","2015-08-20 11:24:25-03","CPQBA","CPMA","1923","S","Plantae","Magnoliophyta","Lamiales","Lamiaceae","Mentha","spicata var. spicata","Mentha spicata var. spicata",NA,NA,"Embrapa",NA,"2004","12","16",NA,"USA","Indiana","West Lafayette","Purdue University",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"159","2015-08-20 11:24:26-03","CPQBA","CPMA","1940","S","Plantae","Magnoliophyta","Lamiales","Lamiaceae¹","Mentha","suaveolens x spicata","Mentha suaveolens x spicata",NA,NA,"Compra",NA,"2004","12","16",NA,"Brasil","São Paulo","Campinas","INSTITUTO AGRONOMICO DE CAMPINAS","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"160","2015-08-20 11:24:26-03","CPQBA","CPMA","1939","S","Plantae","Magnoliophyta","Lamiales","Lamiaceae¹","Mentha","suaveolens x spicata","Mentha suaveolens x spicata","Ehrh",NA,"Compra",NA,"2004","12","16",NA,"BRASIL","São Paulo","Campinas","INSTITUTO AGRONOMICO DE CAMPINAS","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,"CPQBA",NA
"161","2019-07-31 14:32:53-03","CPATSA","HTSA","6050","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Mentha","spicata","Mentha spicata","L.","Fontana, A.P.","Fontana, A.P.; Damasceno, C.M.D. & Dantas, M.G.B.","8889","2014","12","10",NA,"Brasil","Pernambuco","Petrolina","Ouro Preto, Recanto da Madre Paulina","-40.870556","-9.6425","376","376",NA,NA,NA,NA,NA,NA,"-40.870556","-9.6425","2014","12","10",NA,NA,NA,NA,NA,NA,NA
"162","2020-09-12 05:00:02-03","US","US","1591549","PreservedSpecimen","Plantae",NA,"Lamiales","Lamiaceae","Mentha","spicata","Mentha spicata","L.",NA,"S. Venturi","5847","1928","2","6","South America","Argentina","Tucuman",NA,"Provincia de Tucumán, (R.A.). Departamento Burroyaco. Rio Loro.",NA,NA,"700",NA,NA,NA,"US02816026",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"163","2020-09-12 05:00:02-03","US","US","2893244","PreservedSpecimen","Plantae",NA,"Lamiales","Lamiaceae","Mentha","spicata","Mentha spicata","L.",NA,"E. G. Nicora","797","1936","3","7","South America","Argentina","Buenos Aires",NA,"Mar del Plata.",NA,NA,NA,NA,NA,NA,"US02816025",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"164","2020-09-12 05:00:02-03","US","US","1934639","PreservedSpecimen","Plantae",NA,"Lamiales","Lamiaceae","Mentha","spicata","Mentha spicata","L.",NA,"G. Herter","1318","1925","1","30","South America","Uruguay","Montevideo",NA,"Dep. de Montevideo. Miguelete.",NA,NA,"20",NA,NA,NA,"US02816027",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"165","2020-09-12 05:00:02-03","US","US","1692002","PreservedSpecimen","Plantae",NA,"Lamiales","Lamiaceae","Mentha","spicata","Mentha spicata","L.",NA,"W. A. Archer","4932",NA,NA,NA,"South America","Paraguay","Asuncion",NA,"In market at Asunción.",NA,NA,NA,NA,NA,NA,"US02816024",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"166","2020-09-12 05:00:02-03","US","US","1591520","PreservedSpecimen","Plantae",NA,"Lamiales","Lamiaceae","Mentha","spicata","Mentha spicata","L.",NA,"S. Venturi","271","1919","2","17","South America","Argentina","Tucuman",NA,"Provincia de Tucumán, (R.A.). Departamento Capital. Villa Lujan.",NA,NA,"460",NA,NA,NA,"US02816028",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
