"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","phylum","order","scientificNameAuthorship","stateProvince","locality","decimalLongitude","decimalLatitude","county","identifiedBy","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount"
"44","2021-03-15 16:37:00-03","NY","NYBG","1015285","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","J. G. Jardim","2000","01","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=499365' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015285","2451","Magnoliophyta","Rosales","Gaudich.","Bahia","Entrada a 7.5 km na Rod. Jussari/Palmira. Faz. Teimoso, 1.7 km da entrada. Reserva Particular do Patrimônio Natural (RPPN) Serra do Teimoso. Parcela 26. Arvore. no. 949.","-39.5361","-15.1603","Jussari","C. C. Berg","NY01015285_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","566162","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","J. C. de Moraes Vasconcelos","1953","05","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=315753' target='other'> <mi>dwc_moreinfo</mi></a>","NY00566162","1073","Magnoliophyta","Rosales","Gaudich.","Paraíba",NA,"-35.712202","-6.95148","Areia","C. C. Berg","NY00566162_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","566168","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","G. G. Hatschbach","1985","10","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=315714' target='other'> <mi>dwc_moreinfo</mi></a>","NY00566168","49883","Magnoliophyta","Rosales","Gaudich.","Espírito Santo","Venda Nova","-41.2439","-20.3683","Conceiçao do Castelo","C. C. Berg","NY00566168_01","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","566163","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","A. M. V. de Carvalho","1998","12","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=315721' target='other'> <mi>dwc_moreinfo</mi></a>","NY00566163","6685","Magnoliophyta","Rosales","Gaudich.","Bahia","Rod. Jussari-Palmira, entrada ca. 7.5 km percorrendo mais 1.7 km até a sede da Faz. Teimoso. Serra do Teimoso. RPPN do Teimoso","-39.58","-15.17","Jussari","C. C. Berg","NY00566163_01","300","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","566154","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","A. M. Amorim","1998","02","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=315732' target='other'> <mi>dwc_moreinfo</mi></a>","NY00566154","2282","Magnoliophyta","Rosales","Gaudich.","Bahia","Rod. Jussari/Palmira. Entrada ca. 7.5 km de Jussari. Faz. Teimoso. RPPN Serra do Teimoso","-39.5286","-15.1581","Jussari","C. C. Berg","NY00566154_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","1487471","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","D. C. Daly","2001","10","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=240516' target='other'> <mi>dwc_moreinfo</mi></a>","NY01487471","11023","Magnoliophyta","Rosales","Gaudich.","Acre","Rio Purus, right bank, Estirao Tauari (Igarapé Tauari).","-70.5061","-9.4892","Santa Rosa do Purus","C. C. Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","869280","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","W. W. Thomas","1985","10","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1034048' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869280","4723","Magnoliophyta","Rosales","Gaudich.","Mato Grosso","41 km NNW of Pontes e Lacerda on BR 364 to Vilhena","-59.58","-14.95","Vila Bela de Santíssima Trindade","C. C. Berg","NY00869280_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","566153","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","T. C. Plowman","1985","02","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=315715' target='other'> <mi>dwc_moreinfo</mi></a>","NY00566153","13921","Magnoliophyta","Rosales","Gaudich.","Rio de Janeiro","Arraial do Cabo. Praia Grande","-42.06422","-22.955308","Cabo Frio","C. C. Berg","NY00566153_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","869286","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","G. T. Prance","1973","10","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1034064' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869286","18248","Magnoliophyta","Rosales","Gaudich.","Mato Grosso","Aripuana, near Humboldt Centre, on road to Rio Juruema","-59.35","-10.2",NA,"C. C. Berg","NY00869286_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","01874587","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","L. Nusbaumer","2014","05","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2512196' target='other'> <mi>dwc_moreinfo</mi></a>","NY01874587","4060","Magnoliophyta","Rosales","Gaudich.","Alagoas","Reserva Biológica da Pedra Talhada, localité de Quebrangulo.","-36.430841","-9.258077","Quebrangulo",NA,"NY01874587_01","620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","865481","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","S. R. Lowrie","1980","10","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=315739' target='other'> <mi>dwc_moreinfo</mi></a>","NY00865481","554","Magnoliophyta","Rosales","Gaudich.","Acre","Km 42 from Rio Branco on Rio Branco-Brasileia road","-67.7023914","-10.2800343","Senador Guiomard","C. C. Berg","NY00865481_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","886838","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","A. M. V. de Carvalho","1995","01","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1064606' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886838","5752","Magnoliophyta","Rosales","Gaudich.","Bahia","Cidade de Ilhéus. Mata da Esperança. entrada a 2 km a partir da antiga ponte do Rio Fundão. Árvore no. 1823. Parcela no. 42.","-39.0692","-14.7819","Ilhéus","C. C. Berg","NY00886838_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","566169","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","S. A. Mori","1978","02","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=315710' target='other'> <mi>dwc_moreinfo</mi></a>","NY00566169","9309","Magnoliophyta","Rosales","Gaudich.","Bahia","Rodovia BA-265, a 25 km de Una.","-39.3007618","-15.2488727","Una","C. C. Berg","NY00566169_01","50","75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","02199782","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","D. C. Daly","1981","12","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2330449' target='other'> <mi>dwc_moreinfo</mi></a>","NY02199782","1677","Magnoliophyta","Rosales","Gaudich.","Pará","Approx. 40 Km from Marabá, SW on PA 150.","-49.08","-5.62",NA,NA,"NY02199782_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-15 16:37:00-03","NY","NYBG","869288","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","G. T. Prance","1973","10","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1034069' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869288","19011","Magnoliophyta","Rosales","Gaudich.","Mato Grosso","Vicinity of Colegio Buriti, Chapada dos Guimarães.","-55.80725","-15.4151111","Chapada dos Guimarães","C. C. Berg","NY00869288_01","720","720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","869306","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","H. L. de M. Barreto","1935","07","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1034201' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869306","1678","Magnoliophyta","Rosales","Gaudich.","Minas Gerais","Fazenda da Cachoeira.","-42.0228","-20.9047","Tombos","C. C. Berg","NY00869306_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","02636952","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","J. P. Souza-Alves","2012","07","27","South America","Brazil","Sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3392145' target='other'> <mi>dwc_moreinfo</mi></a>","NY02636952","1598","Magnoliophyta","Rosales","Gaudich.","Sergipe","Fazenda Trapsa: Entrada principal 3 km ao leste do Povoado Paruí e área de ocorrência do Callicebus coimbrai, primata ameaçado de extinção","-37.233333","-11.2","Itaporanga d'Ajuda","M. R. de V. Barbosa","NY02636952_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-15 16:37:00-03","NY","NYBG","02880218","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","J. Braga","1993","10","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3198808' target='other'> <mi>dwc_moreinfo</mi></a>","NY02880218","761","Magnoliophyta","Rosales","Gaudich.","Rio de Janeiro","Granja Monte Olivete, margem do rio Bananal, próximo ao Sítio São Jorge.","-42.9818992614746","-22.5372009277344","Guapimirim",NA,"NY02880218_01","250","250",NA,"21463","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-15 16:37:00-03","NY","NYBG","2199786","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","M. G. Vieira","1979","10","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2330453' target='other'> <mi>dwc_moreinfo</mi></a>","NY02199786","322","Magnoliophyta","Rosales","Gaudich.","Rondônia","Vila Caneco-Minaração Jacundá a 106 km de Porto Velho BR-164","-62.08","-9.12347","Porto Velho",NA,"NY02199786_01","112","112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-15 16:37:00-03","NY","NYBG","869311","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","C. C. Berg","1973","10","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1034227' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869311","P18527","Magnoliophyta","Rosales","Gaudich.","Mato Grosso","Near Humboldt Centre, along road to Rio Aripuanã, downstream from Salto dos Dardanelos.","-59.35","-10.2",NA,"C. C. Berg","NY00869311_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-15 16:37:00-03","NY","NYBG","869308","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","C. C. Berg","1973","10","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1034215' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869308","P19825","Magnoliophyta","Rosales","Gaudich.","Mato Grosso","Rio Aripuanã, forest 10km. downriver from lower part of Nucleo Pioneiro de Humboldt","-59.35","-10.2",NA,"C. C. Berg","NY00869308_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-15 16:37:00-03","NY","NYBG","869283","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","W. W. Thomas","1985","09","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1034056' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869283","4075","Magnoliophyta","Rosales","Gaudich.","Mato Grosso","Rio Apiacá at ferry crossing for MT208, rd W from Alta Floresta","-56.95","-10.03","Alta Floresta","C. C. Berg","NY00869283_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-15 16:37:00-03","NY","NYBG","869284","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","W. W. Thomas","1985","09","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1034059' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869284","3835","Magnoliophyta","Rosales","Gaudich.","Mato Grosso","7 km E of BR163, N of rio Celeste, 51 km S of Sinop","-55.53","-12.3","Sinop","J. A. Kallunki","NY00869284_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-15 16:37:00-03","NY","NYBG","869282","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","W. W. Thomas","1985","10","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1034054' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869282","4479","Magnoliophyta","Rosales","Gaudich.","Mato Grosso","1-5 km W of BR158, 43 km S of Porto Alegre do Norte","-51.75","-11.28","Luciara","C. C. Berg","NY00869282_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 16:37:00-03","NY","NYBG","110655","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","W. W. Thomas","1996","11","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=315741' target='other'> <mi>dwc_moreinfo</mi></a>","NY00110655","11290","Magnoliophyta","Rosales","Gaudich.","Bahia","Parque Nacional Monte Pascoal. Trail to peak of Monte Pascoal. Upper slopes and top of Monte Pascoal.","-40.5747","-15.2647","Porto Seguro","C. C. Berg","NY00110655_01","250","536",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-15 16:37:00-03","NY","NYBG","869294","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","S. L. M. Moore","1891",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1034086' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869294","566","Magnoliophyta","Rosales","Gaudich.",NA,"Iter Matogrossense.",NA,NA,NA,"C. C. Berg","NY00869294_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-15 16:37:00-03","NY","NYBG","2199788","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","A. Vicentini","1995","11","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2330455' target='other'> <mi>dwc_moreinfo</mi></a>","NY02199788","1115","Magnoliophyta","Rosales","Gaudich.","Amazonas","Reserva Florestal Ducke, Manaus-Itacoatiara, km 26. Estrada alojamento-torre km 0.65.",NA,NA,NA,NA,"NY02199788_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-15 16:37:00-03","NY","NYBG","566173","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","L. Mautone","1977","11","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=315746' target='other'> <mi>dwc_moreinfo</mi></a>","NY00566173","462","Magnoliophyta","Rosales","Gaudich.","Rio de Janeiro","Derrubadinha - Serra da Grama","-42.0081","-21.9556","Santa Maria Madalena","J. P. P. Carauta","NY00566173_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-15 16:37:00-03","NY","NYBG","869291","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","G. T. Prance","1964","09","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1034076' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869291","59186","Magnoliophyta","Rosales","Gaudich.","Mato Grosso","Serra do Roncador. Margin of Garapu airstrip","-52.2681","-13.5522","Canarana","C. C. Berg","NY00869291_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-15 16:37:00-03","NY","NYBG","642458","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","W. W. Thomas","2001","03","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=315737' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642458","12335","Magnoliophyta","Rosales","Gaudich.","Bahia","Fazenda Pedra Grande, 16.2 km west of Itanhém on road to Batinga, then 0.6 km north to Fazenda (owner Otevaldo Resende da Silva)","-40.4214","-17.1325","Itanhém","C. C. Berg","NY00642458_01","260","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-15 16:37:00-03","NY","NYBG","566156","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","A. P. Duarte","1960","09","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=315749' target='other'> <mi>dwc_moreinfo</mi></a>","NY00566156","5299","Magnoliophyta","Rosales","Gaudich.","Rio de Janeiro","Estado de Guanabara, Estrada da Vista Chinôsa",NA,NA,NA,"C. C. Berg","NY00566156_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-15 16:37:00-03","NY","NYBG","2199792","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","B. A. Krukoff","1934","11","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2330461' target='other'> <mi>dwc_moreinfo</mi></a>","NY02199792","7039","Magnoliophyta","Rosales","Gaudich.","Amazonas","Near Livramento, on Rio Livramento.","-63.0206","-7.5061","Humaitá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-15 16:37:00-03","NY","NYBG","566161","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","L. Riedel","1821",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=315720' target='other'> <mi>dwc_moreinfo</mi></a>","NY00566161","s.n.","Magnoliophyta","Rosales","Gaudich.",NA,"Brasilia",NA,NA,NA,"C. C. Berg","NY00566161_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-15 16:37:00-03","NY","NYBG","818047","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","G. T. Prance","1964","10","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=856479' target='other'> <mi>dwc_moreinfo</mi></a>","NY00818047","59532","Magnoliophyta","Rosales","Gaudich.","Goiás","Serra do Caiapó. 13 km N of Jataí, road Jataí to Caiaponia.","-51.7142","-17.8817","Jataí","C. C. Berg","NY00818047_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-15 16:37:00-03","NY","NYBG","869303","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Y. E. J. Mexia","1930","11","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1034185' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869303","5303","Magnoliophyta","Rosales","Gaudich.","Minas Gerais","Districto Rio Branco. Retiro de Antonio Avelino",NA,NA,NA,"W. C. Burger","NY00869303_01","750","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-15 16:37:00-03","NY","NYBG","869300","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","G. C. G. Argent","1968","09","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1034172' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869300","6926","Magnoliophyta","Rosales","Gaudich.","Mato Grosso","Base Camp Square, R 3, c 2 km S of junction with path to Camp 2.","-51.77","-12.82",NA,"C. C. Berg","NY00869300_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
