"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","stateProvince","phylum","order","continentOcean","preparationType","occurrenceRemarks","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","individualCount","fieldNumber"
"19","2020-11-04 11:14:50-03","ESALQ","ESA","4728","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D. Legrand","Mazine, F.F.","Catharino, E.L.M. et al.","537.0","1986","05","23","Brasil","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"ESA004728",NA,"São Paulo","Magnoliophyta",NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 10:56:24-03","ESALQ","ESA","106147","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D. Legrand","Lima, D.F.","Sampaio, D.","51.0","1905","06","26","Brasil","Cananeia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"ESA106147",NA,"São Paulo",NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,"2016",NA,NA,NA,NA
"21","2020-11-04 11:14:50-03","ESALQ","ESA","4727","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D. Legrand","Mazine, F.F.","Catharino, E.L.M.","826.0","1986","07","28","Brasil","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"ESA004727",NA,"São Paulo","Magnoliophyta",NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA
"22","2015-07-02 14:03:18-03","JBP","HPL","8905","S","Plantae","Myrtaceae","Myrcia","cf. dichrophylla","Myrcia cf. dichrophylla",NA,"F.F. Mazine","R. Tsuji","1974","2007","05","09","Brasil","Cananéia","Coletado em borda de estrada; em área de restinga alta.","-47.92","-25.01",NA,NA,NA,NA,NA,NA,"SP",NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,"2008","03","12",NA,NA
"23","2019-08-27 13:31:30-03","IAP","PACA-AGP","67520","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D. Legrand","C. D. Legrand","R. M. Klein","7140","1967","01","18","Brasil","Florianópolis","Saco Grande","-48.5491981506348","-27.596700668335",NA,NA,"200","200","PACA067520",NA,"SC","Magnoliophyta","Myrtales",NA,NA,"20m de altura e flor branca. Habitat: mata Hábito: árvore",NA,"27000","auto","Magnoliatae",NA,"1967",NA,NA,NA,NA
"24","2019-08-27 13:31:30-03","IAP","PACA-AGP","65906","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D. Legrand","C. D. Legrand","Reitz & Klein","9566","1960","03","17","Brasil","Sombrio","Pirão Frio","-49.61669921875","-29.113899230957",NA,NA,"10","10","PACA065906",NA,"SC","Magnoliophyta","Myrtales",NA,NA,"15m de altura e fruto imaturo verde. Habitat: mata Hábito: árvore",NA,"16515","auto","Magnoliatae",NA,"1961",NA,NA,NA,NA
"25","2019-08-27 13:31:30-03","IAP","PACA-AGP","67508","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D. Legrand","C. D. Legrand","R. M. Klein","7394","1967","05","16","Brasil","Florianópolis","Morro do Ribeirão","-48.5491981506348","-27.596700668335",NA,NA,"300","300","PACA067508",NA,"SC","Magnoliophyta","Myrtales",NA,NA,"15m de altura e fruto imaturo verde. Habitat: mata Hábito: árvore",NA,"27000","auto","Magnoliatae",NA,"1967",NA,NA,NA,NA
"26","2019-08-27 13:31:30-03","IAP","PACA-AGP","70198","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D. Legrand","C. D. Legrand","R. M. Klein","8134","1969","10","24","Brasil","Florianópolis","Saco Grande","-48.5491981506348","-27.596700668335",NA,NA,"400","400","PACA070198",NA,"SC","Magnoliophyta","Myrtales",NA,NA,"15m de altura e flor branca. Herb. FLOR. Habitat: mata Hábito: árvore",NA,"27000","auto","Magnoliatae",NA,"1969",NA,NA,NA,NA
"27","2019-08-27 13:31:30-03","IAP","PACA-AGP","65854","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D. Legrand","M.F. Santos","Reitz & Klein","5908","1957","12","22","Brasil","São Francisco do Sul","Monte Crista","-48.6380996704102","-26.2432994842529",NA,NA,"250","250","PACA065854","PACA065854","SC","Magnoliophyta","Myrtales",NA,NA,"15m de altura e flor branca. HBR 16326. Habitat: mata Hábito: árvore","Isotipo","23627","auto","Magnoliatae",NA,"2011","03","31",NA,NA
"28","2019-08-27 13:31:30-03","IAP","PACA-AGP","65908","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D. Legrand","C. D. Legrand","Reitz & Klein","9395","1959","12","11","Brasil","Sombrio","Pirão Frio","-49.61669921875","-29.113899230957",NA,NA,"10","10","PACA065908",NA,"SC","Magnoliophyta","Myrtales",NA,NA,"12m de altura e flor branca. Habitat: mata Hábito: árvore",NA,"16515","auto","Magnoliatae",NA,"1960",NA,NA,NA,NA
"29","2019-08-27 13:31:30-03","IAP","PACA-AGP","65907","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D. Legrand","C. D. Legrand","Reitz & Klein","9404","1959","12","11","Brasil","Sombrio","Sanda da Areia","-49.61669921875","-29.113899230957",NA,NA,"10","10","PACA065907",NA,"SC","Magnoliophyta","Myrtales",NA,NA,"12m de altura. Eq. Ecol. nr. 4. Habitat: mata Hábito: árvore",NA,"16515","auto","Magnoliatae",NA,"1960",NA,NA,NA,NA
"30","2018-03-08 09:18:16-03","ASU","ASU-PLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","M Sobral, 1984","G. Hatschbach","23362","1970","1","18","Brazil",NA,"Divisa (mun. Guaratuba)","-48.5667","-25.9",NA,NA,"200",NA,NA,NA,"Parana","Magnoliophyta","Myrtales",NA,NA,"PHOTO-MICH; Arvore 10 m, tronco 30 cm, flor alva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0054930","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","M. Sobral, 1993.","J.M. Silva","1015","1991","5","19","Brazil","Guaratuba","Brejatuba.","-48.5667","-25.9",NA,NA,NA,NA,NA,NA,"Parana","Magnoliophyta","Myrtales",NA,NA,"Coor from www.fallingrain.com/world; Arvore 4m; frutos amarelos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-11-27 13:50:52-03","UFS","ASE","40134","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Grizzon, M","Valduga, E","604","2014","11","28","Brasil","Osório","Lagoa das Traíras","-50.1123","-29.5154","-50.1123","-29.5154","1","1","ASE0041651",NA,"Rio Grande do Sul","Magnoliophyta",NA,"Southern America",NA,"Bordo de mata de Restinga",NA,NA,NA,NA,NA,"2015","02","12",NA,NA
"33","2021-03-01 16:36:35-03","UNICAMP","UEC","64397","S","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Lima, DF","Britez, RM; et al.","24818","1988","05","27","Brazil","Paranaguá","Morro Bento Alves.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"UEC117593","UEC117593","Paraná","Magnoliopsida",NA,NA,NA,"Árvore de 15m, cap = 140 cm, frutos verdes a vermelhos, casca rugosa, esfoliativa.; Encosta.",NA,"24916","auto",NA,NA,"2010","11",NA,NA,NA
"34","2021-03-01 16:36:35-03","UNICAMP","UEC","55477","S","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Lima, DF","Britez, RM; et al.","24819","1988","05","28","Brazil","Paranaguá","Reserva Ecológica.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"UEC117592","UEC117592","Paraná","Magnoliopsida",NA,NA,NA,"Árvore de 15m, cap = 75, frutos verdes a vermelhos, casca esfoliativa.; Floresta de Planície.",NA,"24916","auto",NA,NA,"2010","11",NA,NA,NA
"35","2021-03-01 16:36:35-03","UNICAMP","UEC","87552","S","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Lima, DF","Souza, WS; Britez, RM; Silva, SM","24817","1988","04","30","Brazil","Paranaguá","Reserva Ecológica.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"UEC117591","UEC117591","Paraná","Magnoliopsida",NA,NA,NA,"Árvore de 12m, cap= 100 cm, frutos imaturos, tronco rugoso escuro.; Local úmido na restinga.",NA,"24916","auto",NA,NA,"2010","11",NA,NA,NA
"36","2020-10-14 10:03:32-03","FURB","FURB","45448","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Oliveira, AA de","Oliveira, A.A. de","853","2015","01","15","Brasil","Nova Veneza","São Bento Baixo.","-49.4994444","-28.7108333","-49.4994444","-28.7108333","48","48","FURB32656","FURB32656","Santa Catarina",NA,NA,NA,NA,"Fito IFFSC 40 /N/58",NA,NA,NA,NA,NA,"2015","01","15",NA,NA
"37","2020-10-14 10:03:32-03","FURB","FURB","18629","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Sobral, M","Schmitt, J.L.; Cadorin, T.J. & Gasper, A.L. de","2360","2009","09","16","Brasil","Porto Belo",NA,"-48.6019444","-27.1494444","-48.6019444","-27.1494444","3","3","FURB02527","FURB02527","Santa Catarina",NA,NA,NA,NA,"Florística IFFSC e8002a (Arbusto) Habitat: Floresta Ombrófila Densa de Terras Baixas; interior do fragmento Habito: arbusto; Fruto amarelo;",NA,NA,NA,NA,NA,"2010","01","25",NA,NA
"38","2020-10-14 10:03:32-03","FURB","FURB","44459","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Maçaneiro, JP","Maçaneiro, J.P.; Sampaio, D.K.","57","2013","12","02","Brasil","Indaial","Faxinal do Bepe - Parque Nacional da Serra do Itajaí.","-49.2011111","-27.1111111","-49.2011111","-27.1111111","657","657","FURB32655","FURB32655","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","12",NA,NA,NA
"39","2020-10-14 10:03:32-03","FURB","FURB","57662","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Grizzon, M.","Valduga, E.",NA,"2014","11","28","Brasil","Osório","Lagoa das Traíras.","-50.1897222","-29.865","-50.1897222","-29.8650000","1","1","FURB57662","FURB57662","Rio Grande do Sul",NA,NA,NA,NA,"Habitat: Borda de mata de restinga Habito: Arbusto",NA,NA,NA,NA,NA,"2015","02","12",NA,NA
"40","2021-03-16 17:53:57-03","UCS","HUCS","42204","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D. Legrand","Grizzon, M.","Valduga, E.","604","2014","11","28","Brasil","Osório","Lagoa das Traíras","-50.189811","-29.864942","-50.189811","-29.864942","1","1",NA,NA,"Rio Grande do Sul","Angiospermae","Myrtales",NA,NA,"Arbusto; bordo de mata de Restinga",NA,NA,NA,NA,NA,"2015","02","12",NA,NA
"41","2021-03-16 17:53:57-03","UCS","HUCS","6550","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D. Legrand","Legrand, C.D.","Klein, R.M.","8117","1969","01","23","Brasil","Florianópolis","Morro do Ribeirão","-48.5491981506348","-27.596700668335",NA,NA,"400","400",NA,NA,"Santa Catarina","Angiospermae","Myrtales",NA,NA,"árvore flor branca; mata , alto da encosta",NA,"27000","auto",NA,NA,"1969",NA,NA,NA,NA
"42","2021-03-16 17:53:57-03","UCS","HUCS","1051","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D. Legrand","Legrand, C.D.","Klein, R.M.","7140","1967","01","18","Brasil","Florianópolis","Saco Grande","-48.5491981506348","-27.596700668335",NA,NA,"200","200",NA,NA,"Santa Catarina","Angiospermae","Myrtales",NA,NA,"árvore flor branca - USC Fauldade de Farmácia; mata",NA,"27000","auto",NA,NA,"1967",NA,NA,NA,NA
"43","2021-03-16 17:53:57-03","UCS","HUCS","6549","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D. Legrand","Legrand, C.D.","Klein, R.M.","8134","1969","01","24","Brasil","Florianópolis","Saco Grande","-48.5491981506348","-27.596700668335",NA,NA,"400","400",NA,NA,"Santa Catarina","Angiospermae","Myrtales",NA,NA,"árvore flor branca; mata",NA,"27000","auto",NA,NA,"1969",NA,NA,NA,NA
"44","2019-08-16 08:40:15-03","UTFPR","HCF","26105","S","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D. Legrand","M. Grizzon","E. Valduga","604","2014","11","28","Brasil","Osório","Lagoa das Traíras","-50.189722","-29.865","50°11'23 W","29°51'54 S","1","1",NA,NA,"RS",NA,NA,NA,NA,"arbusto. Bordo de mata de restinga.",NA,NA,NA,NA,NA,"2015","02","12",NA,NA
"45","2019-08-16 08:40:15-03","UTFPR","HCF","22316","S","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D. Legrand","M.L. Brotto","J.M. Silva","9355","2016","05","16","Brasil","Guaratuba","Balneário Nereidas","-48.587222","-25.933056","48°35'14 W","25°55'59 S","10","10",NA,NA,"PR",NA,NA,NA,NA,"árvore com 4 m de altura; frutos amarelos.",NA,NA,NA,NA,NA,"2016","11","22",NA,NA
"46","2019-11-25 12:12:20-03","UFSM","SMDB","2236","S","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D. Legrand","Legrand, C D","Klein, R M","7394","1967","05","16","Brasil","Florianópolis","Morro do Ribeirão","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"SMDB002236",NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:37:10-03","MBM","MBM","19621","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Legrand, D.","Hatschbach, G.","23616","1970","02","15","Brazil","Rio Brilhante","Casa Branca",NA,NA,NA,NA,NA,NA,"MBM019621","MBM019621","Mato Grosso",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:37:10-03","MBM","MBM","406656","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Brotto, M.L.","Silva, J.M.","9355","2016","05","16","Brazil","Guaratuba","Balneário Nereidas","-48.587222","-25.933056","-48.587222","-25.933056","10","10","MBM406656","MBM406656","Paraná",NA,NA,"Southern America",NA,"Árvore com 4 m de altura; frutos amarelos.; Formação Pioneira com Influência Marinha (restinga arbórea).",NA,NA,NA,NA,NA,"2016","11","22",NA,NA
"49","2020-12-21 16:37:10-03","MBM","MBM","425137","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dichrophylla","Myrcia dichrophylla","D.Legrand","Barboza, E.","Brotto, M.L.; Barboza, E.; Barboza, E.","3708","2019","07","07","Brazil","Palhoça","Parque Estadual da Serra do Tabuleiro, Morro Cambirela","-48.664722","-27.72","-48.664722","-27.72","556","556","MBM425137",NA,"Santa Catarina",NA,NA,"Southern America",NA,"Árvore com 10 m de altura; frutos pretos, vermelhos e verdes.; Floresta Ombrófila Densa Submontana de porte baixo.",NA,NA,NA,NA,NA,"2019","11","06",NA,NA
