"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","phylum","order","scientificNameAuthorship","imagecode","identifiedBy","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","fieldNumber","individualCount"
"101","2020-09-12 05:00:02-03","US","US","2961728","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"E. P. Heringer","11945",NA,NA,NA,"South America - Neotropics","Brazil","Município de Luziania - Go.",NA,NA,NA,"US03161174","Goiás",NA,"Gentianales","A. DC.","US03161174_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"102","2020-09-12 05:00:02-03","US","US","1363015","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"A. Regnell","III180/ III181","1861","12",NA,"South America - Neotropics","Brazil","Caldas.",NA,NA,NA,"US03161185","Minas Gerais",NA,"Gentianales","A. DC.","US03161185_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"103","2020-09-12 05:00:02-03","US","US","2755357","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"W. R. Anderson, M. T. Kalin Arroyo, S. R. Hill, R. Reis dos Santos & R. Souza","6601","1973","3","7","South America - Neotropics","Brazil","Planalto do Brasil. Chapada dos Veadeiros. Ca. 3 km E of Alto Paraíso on road to Nova Roma.",NA,NA,NA,"US03161172","Goiás",NA,"Gentianales","A. DC.","US03161172_01",NA,NA,NA,"1350",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"104","2020-09-12 05:00:02-03","US","US","209940","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"A. Regnell","180x","1854",NA,NA,"South America - Neotropics","Brazil","Caldas.",NA,NA,NA,"US03161183","Minas Gerais",NA,"Gentianales","A. DC.","US03161183_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"105","2020-09-12 05:00:02-03","US","US","2270786","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"L. Emygdio de Mello Filho","1229",NA,NA,NA,"South America - Neotropics","Brazil","Madalena, Mata da Rifa.",NA,NA,NA,"US03161179","Rio de Janeiro",NA,"Gentianales","A. DC.","US03161179_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"106","2020-09-02 16:30:36-03","Cenargen","CEN","22153","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Terezinha Aparecida Borges Dias","182","1992","06","04",NA,"Brasil","A 32 km do CENARGEN. Pegar a DF-170 e seguir nela 6 km parada a direita da pista.","Exsicatas",NA,"Frutos imaturos verdes. Final da floração. Coleta realizada em beira de estrada.","CEN00022153","DF",NA,NA,"A.DC.","CEN00022153","E. R. Simoni","-47.9296989440918","-15.7797002792358","1000","1000","BRASILIA","2010","70570","auto","11","-4805000.0","-1555000.0",NA,NA,NA,"3"
"107","2020-09-02 16:30:36-03","Cenargen","CEN","47278","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Aécio Amaral-Santos","1210","2002","05","16",NA,"Brasil","Mata acima da ponte que liga Palmital - MG, á BR-251; margem esquerda.","Exsicatas",NA,"Área de influência da AHE Queimado; influência direta.","CEN00047278","MG",NA,NA,"A.DC.","CEN00047278","E. R. Simoni","-46.9061012268066","-16.3575000762939",NA,NA,"UNAI","2010","97926","auto","11","-4734111.0","-1618528.0",NA,NA,NA,"4"
"108","2019-11-13 11:23:45-03","USP","SPF","82804","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Ganev, W","2154","1993","08","28",NA,"Brasil",NA,NA,NA,NA,"SPF00082804","Bahia",NA,NA,"A.DC.",NA,"Zappi, DC","-42.383333","-13.766667","900","900","Rio de Contas","1997",NA,NA,NA,"-42.383333","-13.766667",NA,NA,NA,NA
"109","2019-11-13 11:23:44-03","USP","SPF","205305","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Cavalcanti, ACS","226","2008","08","11",NA,"Brasil",NA,NA,NA,NA,"SPF00205305","Rio de Janeiro",NA,NA,"A.DC.",NA,"Cavalcanti, ACS","-42.222222","-22.939167",NA,NA,"Araruama","2010",NA,NA,NA,"-42.222222","-22.939167",NA,NA,NA,NA
"110","2019-11-13 11:23:44-03","USP","SPF","106414","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Sem coletor","s.n.","1957","08","15",NA,"Brasil","Margem do Rio Cipó.",NA,NA,NA,"SPF00106414","Minas Gerais",NA,NA,"A.DC.",NA,"Zappi, DC",NA,NA,NA,NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2019-11-13 11:23:44-03","USP","SPF","134928","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Dias, TAB","182","1992","06","04",NA,"Brasil",NA,NA,NA,NA,"SPF00134928","Distrito Federal",NA,NA,"A.DC.",NA,"Zappi, DC","-48.05","-15.55",NA,NA,"Brasília","2000",NA,NA,NA,"-48.05","-15.55",NA,NA,NA,NA
"112","2021-03-15 18:28:05-03","USP","SPF","210498","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Zappi, DC","2213","2009","07","22",NA,"Brasil","Serra do Cipó, Mata seca nas proximidades da Faz. Toucan Cipó. Acesso pela Faz. Inhame.",NA,NA,"Trepadeira com mais de 5 m alt., corola alva com centro amarelado e tricomas alvos, perfumada.; Mata seca. perturbada.","SPF00210498","Minas Gerais",NA,NA,"A.DC.",NA,"Zappi, DC","-43.775889","-18.992841",NA,NA,"Santana de Pirapama","2009",NA,NA,"08","-43.775889","-18.992841",NA,NA,NA,NA
"113","2019-11-13 11:23:45-03","USP","SPF","83455","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Kuhlmann, M","1416","1946","08","02",NA,"Brasil","IbitÍ.",NA,NA,NA,"SPF00083455","São Paulo",NA,NA,"A.DC.",NA,"Ducke, A",NA,NA,NA,NA,NA,"1951",NA,NA,"03",NA,NA,NA,NA,NA,NA
"114","2019-11-13 11:23:45-03","USP","SPF","30270","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Hatschbach, G","30032","1972","08","07",NA,"Brasil",NA,NA,NA,NA,"SPF00030270","Minas Gerais",NA,NA,"A.DC.",NA,"Krukoff, BA","-43.7449989318848","-19.513599395752",NA,NA,"Jaboticatubas","1981","31264","auto",NA,NA,NA,NA,NA,NA,NA
"115","2019-11-13 11:23:45-03","USP","SPF","39582","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Zappi, DC","CFCR8275","1985","09","02",NA,"Brasil","Serra do Cabral",NA,NA,NA,"SPF00039582","Minas Gerais",NA,NA,"A.DC.",NA,"Zappi, DC","-44.1721992492676","-17.7574996948242","900","900","Joaquim Felício",NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA
"116","2019-11-13 11:23:44-03","USP","SPF","20205","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Giulietti, AM","CFSC7381","1981","07","01",NA,"Brasil",NA,NA,NA,NA,"SPF00020205","Minas Gerais",NA,NA,"A.DC.",NA,"Zappi, DC","-43.7144012451172","-19.1688995361328",NA,NA,"Santana do Riacho",NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA
"117","2019-10-07 09:13:59-03","UEFS","HUEFS","118681","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Lombardi, J.A.","4856","2002","06","17",NA,"Brasil","Parque Estadual do Rio Preto, do alojamento a Cachoeira dos Criolos e de volta ao alojamento, pelo camping.",NA,NA,"Margem do rio.","HUEFS0118681","Minas Gerais","Angiospermae","Gentianales","A.DC.",NA,"E.K.S.Brandão","-43.366667","-18.1",NA,NA,"São Gonçalo do Rio Preto","2016",NA,NA,"06","43W22'","18S6'","Asteranae",NA,NA,NA
"118","2019-10-07 09:13:59-03","UEFS","HUEFS","158628","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Gomes, F.S.","311","2009","10","25",NA,"Brasil","Barra do Mendes, Barra do Mendes divisa com Ipupiara., Morrão.",NA,NA,"Mata Ciliar.","HUEFS0158628","Bahia","Angiospermae","Gentianales","A.DC.","HUEFS0158628","E.K.S.Brandão","-42.234722","-11.8075","738","738","Irecê","2016",NA,NA,"11","42W14'5''","11S48'27''","Asteranae",NA,NA,NA
"119","2019-10-07 09:13:59-03","UEFS","HUEFS","174077","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Melo, E.","9695","2011","05","22",NA,"Brasil","Estrada da Velha Minguiriba.",NA,NA,"Cerradão.","HUEFS0174077","Ceará","Angiospermae","Gentianales","A.DC.","HUEFS0174077","E.K.S.Brandão","-39.641667","-7.292778","919","919","Crato","2016",NA,NA,"06","39W38'30''","7S17'34''","Asteranae",NA,NA,NA
"120","2019-10-07 09:13:59-03","UEFS","HUEFS","157206","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Melo, E.","6854","2009","10","25",NA,"Brasil","Povoado São Bento.",NA,NA,"Proximidades do rio seco.","HUEFS0157206","Bahia","Angiospermae","Gentianales","A.DC.","HUEFS0157206","E.K.S.Brandão","-42.136389","-11.8275","730","730","Barra do Mendes","2016",NA,NA,"11","42W8'11''","11S49'39''","Asteranae",NA,NA,NA
"121","2019-10-07 09:13:59-03","UEFS","HUEFS","189304","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Guedes, M.L.","19674","2012","03","07",NA,"Brasil","Serra do Espinho.",NA,NA,NA,"HUEFS0189304","Paraíba","Angiospermae","Gentianales","A.DC.","HUEFS0189304","E.K.S.Brandão","-35.6275","-6.896389","450","450","Pilões","2016",NA,NA,"07","35W37'39''","6S53'47''","Asteranae",NA,NA,NA
"122","2019-10-07 09:13:59-03","UEFS","HUEFS","144867","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Lima-Verde, L.W.","2169","2000","06","08",NA,"Brasil","Flona do Araripe, Carrasco.",NA,NA,NA,"HUEFS0144867","Ceará","Angiospermae","Gentianales","A.DC.","HUEFS0144867","E.K.S.Brandão","-39.4094009399414","-7.23416996002197",NA,NA,"Crato","2016","30071","auto","06",NA,NA,"Asteranae",NA,NA,NA
"123","2019-10-07 09:13:59-03","UEFS","HUEFS","118685","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Lombardi, J.A.","4666","2002","04","23",NA,"Brasil","Estação Ambiental de Peti-CEMIG, trilha partindo da Barragem até o Bom Será.",NA,NA,"Mata secundária.","HUEFS0118685","Minas Gerais","Angiospermae","Gentianales","A.DC.","HUEFS0118685","E.K.S.Brandão","-43.3622016906738","-19.826099395752",NA,NA,"São Gonçalo do Rio Abaixo","2016","17525","auto","06",NA,NA,"Asteranae",NA,NA,NA
"124","2019-10-07 09:13:59-03","UEFS","HUEFS","173602","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Pessoa, S.V.A.","68","1985","08","08",NA,"Brasil","Pico do frade de Macaé.",NA,NA,"Mata.","HUEFS0173602","Rio de Janeiro","Angiospermae","Gentianales","A.DC.","HUEFS0173602","E.K.S.Brandão","-41.7868995666504","-22.3708000183105","1000","1000","Macaé","2016","47209","auto","07",NA,NA,"Asteranae",NA,NA,NA
"125","2019-10-07 09:13:59-03","UEFS","HUEFS","145737","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Hatschbach, G.","30032","1992","08","07",NA,"Brasil","Rio Cipó.",NA,NA,NA,"HUEFS0145737","Minas Gerais","Angiospermae","Gentianales","A.DC.","HUEFS0145737",NA,"-43.7449989318848","-19.513599395752",NA,NA,"Jaboticatubas",NA,"31264","auto",NA,NA,NA,"Asteranae",NA,NA,NA
"126","2019-06-11 13:25:17-03","F","FMNH-SEEDPLANTS","V0354617F","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"W. R. Anderson","6601","1973","3","7","South America","Brazil",NA,NA,NA,NA,"V0354617F","Goiás","Spermatophyta",NA,NA,"V0354617F_01 V0354617F_02","RRC ID Flag","-48","-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"6601",NA
"127","2019-09-05 17:05:16-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri","Isotype","G. Gardner","3890","1842",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"Goiás","Spermatophyta",NA,NA,NA,NA,"-48","-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"128","2015-03-07 08:35:58-03","F","FMNH-SEEDPLANTS","V0197586F","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0197586F",NA,"Spermatophyta",NA,NA,"V0197586F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"129","2015-03-07 08:35:58-03","F","FMNH-SEEDPLANTS","V0197587F","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0197587F",NA,"Spermatophyta",NA,NA,"V0197587F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"130","2015-03-07 08:35:58-03","F","FMNH-SEEDPLANTS","V0197589F","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0197589F",NA,"Spermatophyta",NA,NA,"V0197589F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"131","2019-01-23 11:15:29-02","F","FMNH-SEEDPLANTS","V0062192F","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri","Isotype","G. Gardner","3890","1842",NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0062192F","Goiás","Spermatophyta",NA,NA,"V0062192F_01",NA,"-48","-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"132","2015-03-07 08:35:58-03","F","FMNH-SEEDPLANTS","V0197588F","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0197588F",NA,"Spermatophyta",NA,NA,"V0197588F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"133","2019-09-05 17:05:10-03","F","FMNH-SEEDPLANTS","V0062191F","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri","Isotype","G. Gardner","3890","1842",NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0062191F","Goiás","Spermatophyta",NA,NA,"V0062191F_01",NA,"-48","-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"134","2019-09-04 17:57:41-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Loganiaceae","Strychnos","glaziovii","Strychnos glaziovii","Holotype","A. Glaziou","18370","1891","1","19","South America","Brazil",NA,NA,NA,NA,NA,"Rio de Janeiro","Spermatophyta",NA,NA,NA,NA,"-42.5","-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"135","2019-09-04 17:57:33-03","F","FMNH-SEEDPLANTS","V0062194F","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","glaziovii","Strychnos glaziovii","Isotype","A. Glaziou","18370","1891","1","19","South America","Brazil",NA,NA,NA,NA,"V0062194F","Rio de Janeiro","Spermatophyta",NA,NA,"V0062194F_01",NA,"-42.5","-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"136","2019-01-23 11:15:29-02","F","FMNH-SEEDPLANTS","V0062195F","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","glaziovii","Strychnos glaziovii","Isotype","A. Glaziou","18370","1891","1","19","South America","Brazil",NA,NA,NA,NA,"V0062195F","Rio de Janeiro","Spermatophyta",NA,NA,"V0062195F_01",NA,"-42.5","-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"137","2019-01-25 15:42:00-02","IAC","IAC","9816","S","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"R.L. Fróes","20192","1942","10","08",NA,"Brasil","Próximo aos Campos Gerais da Serra de Sincorá. Entre Ibiquara e Mucugê",NA,NA,"Recebido do Instituto Agronômico do Norte em 14/05/1948",NA,"Bahia",NA,NA,"A.DC.",NA,"B.A. Krukoff et al",NA,NA,NA,NA,NA,"1942",NA,NA,"10",NA,NA,NA,"08",NA,NA
"138","2020-07-23 12:10:05-03","CEPLAC","CEPEC","125175","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"R. Goldenberg","1233","2009","01","17",NA,"Brasil","Arredores da Reserva Biológica de Duas Bocas. São Paulo de Viana, beira da estrada.",NA,NA,"<ll>dwc_commonname:</ll>",NA,"Espírito Santo",NA,NA,NA,NA,"E. K. S. Brandão","-40.546667","-20.300833",NA,NA,"viana",NA,NA,NA,NA,"40W32'48","20S18'3",NA,NA,NA,NA
"139","2020-07-23 12:10:05-03","CEPLAC","CEPEC","126412","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Amorim, A. M.","7885","2009","07","17",NA,"Brasil","RPPN Serra Bonita, trilha da Pousada, floresta ao lado da área de cabruca. Coleta na orla da mata.",NA,NA,NA,NA,"Bahia",NA,NA,NA,NA,"E. K. S. Brandão","-39.565278","-15.391667","835","835","CAMACAN",NA,NA,NA,NA,"39W33'55","15S23'30",NA,NA,NA,NA
"140","2020-07-23 12:10:05-03","CEPLAC","CEPEC","88547","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"A. M. de Carvalho","6979","2001","08","17",NA,"Brasil","Rod. Encruzilhada/Ribeirão do Largo, 13,3Km ao N.",NA,NA,"<ll>dwc_commonname:</ll>",NA,"Bahia",NA,NA,NA,NA,"E. K. S. Brandão","-40.814167","-15.515",NA,NA,"ENCRUZILHADA",NA,NA,NA,NA,"40W48'51","15S30'54",NA,NA,NA,NA
"141","2019-11-01 15:02:08-03","UnB","UB","92732","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Heringer, EP","11945","1969",NA,NA,"Southern America","Brasil","Luziânia",NA,NA,NA,NA,"Goiás","Dicotyledoneae",NA,"A.DC.",NA,"Krukoff, BA","-47.9503","-16.2525",NA,NA,"Luziânia",NA,NA,NA,NA,"-47.9503","-16.2525",NA,NA,NA,NA
"142","2019-11-01 15:02:08-03","UnB","UB","1878","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Irwin, HS; Grear Junior, JW; Santos, RR; Souza, R","17415","1966","06","18","Southern America","Brasil","96 Km S de Xavantina",NA,NA,"Fruto marrom e laranja quando maduro.; Liana 15m. Fruto verde.; Mata de galeria.",NA,"Mato Grosso","Dicotyledoneae",NA,"A.DC.",NA,"Krukoff, BA",NA,NA,"500","500","Xavantina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2019-11-01 15:02:08-03","UnB","UB","92731","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Prance, GT","59249","1964","10",NA,"Southern America","Brasil","3km de Garapu, Rio Sete de Setembro",NA,NA,NA,NA,"Mato Grosso","Dicotyledoneae",NA,"A.DC.",NA,"Pessoa, E",NA,NA,NA,NA,NA,"2017",NA,NA,"05",NA,NA,NA,"22",NA,NA
"144","2019-11-01 15:02:08-03","UnB","UB","92733","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Irwin, HS","24182","1969","03","10","Southern America","Brasil","Cavalcante, 8km ao S de Cavalcante",NA,NA,NA,NA,"Goiás","Dicotyledoneae",NA,"A.DC.",NA,"Krukoff, BA","-47.4583","-13.7975",NA,NA,"Cavalcante",NA,NA,NA,NA,"-47.4583","-13.7975",NA,NA,NA,NA
"145","2019-11-01 15:02:08-03","UnB","UB","92734","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Irwin, HS","21584","1968","03","21","Southern America","Brasil","12km ao S de Guará",NA,NA,NA,NA,"Goiás","Dicotyledoneae",NA,"A.DC.",NA,"Krukoff, BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2019-11-01 15:02:08-03","UnB","UB","92735","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Irwin, HS","17277","1966","06","16","Southern America","Brasil","78km ao S de Nova Xavantina",NA,NA,NA,NA,"Mato Grosso","Dicotyledoneae",NA,"A.DC.",NA,"Krukoff, BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2019-11-01 15:02:08-03","UnB","UB","92736","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Prance, GT","58252","1964","07",NA,"Southern America","Brasil","5-10km ao N de Veadeiros",NA,NA,NA,NA,"Goiás","Dicotyledoneae",NA,"A.DC.",NA,"Krukoff, BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2019-11-01 15:02:08-03","UnB","UB","92737","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Anderson, WR","6601","1973","03",NA,"Southern America","Brasil","Alto Paraíso de Goiás, 3km ao E de Alto Paraíso de Goiás",NA,NA,NA,NA,"Goiás","Dicotyledoneae",NA,"A.DC.",NA,"Krukoff, BA","-47.516667","-14.116667",NA,NA,"Alto Paraíso de Goiás",NA,NA,NA,NA,"-47.516667","-14.116667",NA,NA,NA,NA
"149","2019-11-01 15:02:08-03","UnB","UB","92738","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Prance, GT","59203","1964",NA,NA,"Southern America","Brasil","Serra do Roncador",NA,NA,NA,NA,"Mato Grosso","Dicotyledoneae",NA,"A.DC.",NA,"Krukoff, BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2019-11-01 15:02:08-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Guedes, TN","495","1958","01","26","Southern America","Brasil","Serra do Besouro, Sítio Serrinha",NA,NA,NA,NA,"Ceará","Dicotyledoneae",NA,"A.DC.",NA,NA,NA,NA,NA,NA,NA,"1979",NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2021-02-23 13:22:36-03","MN","R-TIPOS","11703","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri","Isotypus de Strychnos glaziovii Gilg","Glaziou, A.F.M.","18370","1891","01","19",NA,"Brasil","Alto Macaé",NA,NA,NA,"R000011703","Rio de Janeiro",NA,NA,"A. DC.","R000011703_001","Monachino, J. & Krukoff, B.A.",NA,NA,NA,NA,NA,"1948",NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2018-08-24 20:06:54-03","UFMT","UFMT","5941","S","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Hatschbach, G.","30032","1972","08","07",NA,"Brasil","Rio do Cipó",NA,NA,"Trepadeira, fruto amarelado,; Margens do rio.",NA,"Minas Gerais",NA,NA,"A.DC.",NA,"Krukoff, B.A.","-43.7449989318848","-19.513599395752",NA,NA,"Jaboticatubas","1981","31264","auto",NA,NA,NA,NA,NA,NA,NA
"153","2017-09-11 17:10:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Glaziou, AFM","s.n.",NA,NA,NA,"Southern America","Brazil","prope Rio de Janeiro",NA,NA,NA,NA,"Rio de Janeiro",NA,NA,"A.DC.","P06P1N0074",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2017-09-11 17:10:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Gardner, G","3890",NA,NA,NA,"Southern America","Brazil","in sylvis pr. Arrajás, distr. Cavalcante",NA,NA,NA,NA,NA,NA,NA,"A.DC.","P06P1N0074",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2017-09-11 17:10:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Regnell, AF","III181",NA,NA,NA,"Southern America","Brazil","In prov. S. Pauli pr. Arraial de Cajurú versus Rio Pardo",NA,NA,NA,NA,"São Paulo",NA,NA,"A.DC.","P06P1N0074",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2017-09-11 17:10:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Regnell, AF","III180",NA,NA,NA,"Southern America","Brazil","in prov. Minarum ad Caldas, ubi Quina de Cipó incolis ob virtutem febrifugam vocatur",NA,NA,NA,NA,"Minas Gerais",NA,NA,"A.DC.","P06P1N0074",NA,"-46.3861","-21.9236",NA,NA,"Caldas",NA,"25710","auto",NA,NA,NA,NA,NA,NA,NA
"157","2019-11-21 10:07:42-03","IBt","SP","78070","S","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Heringer, EP","9501","1959","10","05",NA,"Brasil",NA,NA,NA,NA,NA,"Distrito Federal",NA,NA,"A.DC.",NA,"Krukoff, BA","-47.9296989440918","-15.7797002792358",NA,NA,"Brasília","1978","70570","auto",NA,NA,NA,NA,NA,NA,NA
