"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","phylum","order","scientificNameAuthorship","imagecode","identifiedBy","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","944984","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"A. P. Duarte","130563",NA,NA,NA,"South America","Brazil","Entre Joáo Pinheiro e Três Marias.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=980976' target='other'> <mi>dwc_moreinfo</mi></a>","NY00944984","Minas Gerais","Magnoliophyta","Gentianales","A.DC.","NY00944984_01","B. A. Krukoff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","944986","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"W. R. Anderson","6601","1973","03","07","South America","Brazil","Ca. 3 km E of Alto Paraíso on road to Nova Roma.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981037' target='other'> <mi>dwc_moreinfo</mi></a>","NY00944986","Goiás","Magnoliophyta","Gentianales","A.DC.","NY00944986_01","A. J. M. Leeuwenberg","-47.4976","-14.0977","1350","1350","Alto Paraíso de Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","590461","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"G. G. Hatschbach","30032","1972","08","07","South America","Brazil","Rio do Cipó","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=419914' target='other'> <mi>dwc_moreinfo</mi></a>","NY00590461","Minas Gerais","Magnoliophyta","Gentianales","A.DC.","NY00590461_01","B. A. Krukoff","-43.7447","-19.5136",NA,NA,"Jaboticatubas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","945279","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"H. S. Irwin","17415","1966","06","18","South America","Brazil","Ca. 96 km. S. of Xavantina. Drainage of the Upper Rio Araguaia.","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1022199' target='other'> <mi>dwc_moreinfo</mi></a>","NY00945279","Mato Grosso","Magnoliophyta","Gentianales","A.DC.","NY00945279_01 NY00945279_02 NY00945279_03","B. A. Krukoff","-52.18","-15.47","500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","944989","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"H. S. Irwin","23645","1969","02","20","South America","Brazil","Serra do Espinhaço, ca. 15 km west of Grão Mogol, road to Cristália.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981279' target='other'> <mi>dwc_moreinfo</mi></a>","NY00944989","Minas Gerais","Magnoliophyta","Gentianales","A.DC.","NY00944989_01","A. J. M. Leeuwenberg","-42.9786","-16.6349","950","950","Cristália",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","590458","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"R. de Lemos Fróes","12637","1942","10","08","South America","Brazil","Serra Sincorá","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=419917' target='other'> <mi>dwc_moreinfo</mi></a>","NY00590458","Bahia","Magnoliophyta","Gentianales","A.DC.","NY00590458_01 NY00590458_02",NA,"-41.28","-13.41","1000","1000","Ibicoara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","590460","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"T. N. Guedes","s.n.","1957","09","19","South America","Brazil","Serra do Araripe","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=419913' target='other'> <mi>dwc_moreinfo</mi></a>","NY00590460","Ceará","Magnoliophyta","Gentianales","A.DC.","NY00590460_01","B. A. Krukoff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","297432","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","glaziovii","Strychnos glaziovii","type fragment","A. F. M. Glaziou","18370",NA,NA,NA,"South America","Brazil","Brasilia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=339715' target='other'> <mi>dwc_moreinfo</mi></a>","NY00297432",NA,"Magnoliophyta","Gentianales","Gilg","NY00297432_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:43:10-03","EAO","IAN","106799","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Magalhães, MG","s.n.","1943","10","23","Southern America","Brasil","Capoeira, margem do rio Cipó, na ponte km 108.",NA,NA,"Cipó grande dimensão regular, frutos.","IAN106799","Minas Gerais","Dicotiledônea",NA,"A.DC.",NA,"Krukoff, BA",NA,NA,NA,NA,"Jaboticatuba","1967",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:43:10-03","EAO","IAN","131161","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Irwin, HS; Santos, RR dos","24182","1969","03","10","Southern America","Brasil","Steep rocky slopes with brejo and gallery woods below, ca. 8km south of Cavlcante.",NA,NA,"Liana ca. 8m long. Corolla cream )mostly fallen).","IAN131161","Goiás","Dicotiledônea",NA,"A.DC.",NA,"Krukoff, BA",NA,NA,"1000","1000",NA,"1975",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:43:10-03","EAO","IAN","15692","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Fróes, RL","20192","1942","10","18","Southern America","Brasil","Entre Ibiquara e Mucugê, próximo aos Campos Gerais da serra de Sincorá.",NA,NA,NA,"IAN015692","Bahia","Dicotiledônea",NA,"A.DC.","IAN015692 IAN015692_e","Krukoff, BA",NA,NA,NA,NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:43:10-03","EAO","IAN","75901","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Ducke, A","2318","1952","07","12","Southern America","Brasil","Estrada João Pessoa, Cabedelo, mata baixa em areia branca.",NA,NA,"Cipó grande, fruto amarelo claro.","IAN075901","Paraíba","Dicotiledônea",NA,"A.DC.",NA,"Krukoff, BA",NA,NA,NA,NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:43:10-03","EAO","IAN","75901","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Ducke, A","2318","1952","07","12","Southern America","Brasil","Estrada João Pessoa, Cabedelo, mata baixa em areia branca.",NA,NA,"Cipó grande, fruto amarelo claro.","IAN075901","Paraíba","Dicotiledônea",NA,"A.DC.",NA,"Krukoff, BA",NA,NA,NA,NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:43:10-03","EAO","IAN","80328","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"sc","s.n.","1953","05",NA,"Southern America","Brasil","Estrada Cabedelo, João Pessoa.",NA,NA,"Trepadeira, folhas opostas, fruto amarelo.","IAN080328","Paraíba","Dicotiledônea",NA,"A.DC.",NA,"Krukoff, BA",NA,NA,NA,NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:43:10-03","EAO","IAN","96988","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Guedes, TN","495","1958","01","26","Southern America","Brasil","Mata, sítio Serrinha.",NA,NA,NA,"IAN096988","Ceará","Dicotiledônea",NA,"A.DC.",NA,"Krukoff, BA",NA,NA,NA,NA,"Serra do Bezouro","1967",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:43:10-03","EAO","IAN","97117","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Guedes, TN","626","1957","09","14","Southern America","Brasil","Serra do Araripe.",NA,NA,"Cipó com frutos. Estes quando maduros são procurados pelos Jacús.","IAN097117","Ceará","Dicotiledônea",NA,"A.DC.",NA,"Krukoff, BA",NA,NA,NA,NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:43:10-03","EAO","IAN","97117","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Guedes, TN","626","1957","09","14","Southern America","Brasil","Serra do Araripe.",NA,NA,"Cipó com frutos. Estes quando maduros são procurados pelos Jacús.","IAN097117","Ceará","Dicotiledônea",NA,"A.DC.",NA,"Krukoff, BA",NA,NA,NA,NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:43:10-03","EAO","IAN","99572","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Fróes, RL","33340","1957","08","22","Southern America","Brasil","Roodvia Belo Horizonte, serra do Cipó.",NA,NA,"Cipó, fruto, várzea do rio das Velhas.","IAN099572","Minas Gerais","Dicotiledônea",NA,"A.DC.",NA,"Krukoff, BA",NA,NA,NA,NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:43:10-03","EAO","IAN","100105","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Fróes, RL","33909","1957","09","03","Southern America","Brasil","Barra do rio Sapucuí, na formação de moitas nas grotas dos cerrados.",NA,NA,"Cipó.","IAN100105","Minas Gerais","Dicotiledônea",NA,"A.DC.",NA,"Krukoff, BA","-46.3880996704102","-20.8635997772217",NA,NA,"Alpinópolis","1967","22010","auto",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:43:10-03","EAO","IAN","101620","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Magalhães, MG","8501","1955","01","04","Southern America","Brasil","Instituto Agronômico, capoeira.",NA,NA,"Tronco erecto até 1,50m de altura, depois ramifica-se em campo grande, flor alva perfumada.","IAN101620","Minas Gerais","Dicotiledônea",NA,"A.DC.",NA,"Krukoff, BA","-43.937801361084","-19.9207992553711",NA,NA,"Belo Horizonte","1967","17082","auto",NA,NA,NA,NA,NA,NA,NA
"31","2019-10-09 11:18:25-03","UFBA","ALCB","88611","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Guedes, ML; Gomes, FS; Alunos de Botânica III","14825","2009","04","20","Southern America","Brasil","Piemonte da Diamantina, Bananeiras, Caminho para a Cachoeira do Brito.",NA,NA,"escandente, de ca. 2 m de altura. Folhas cartáceas, discolores. Fruto imaturo alaranjado.",NA,"Bahia","Dicotyledon",NA,"DC.",NA,"Guedes, ML","-40.497222","-11.162778",NA,NA,"Jacobina","2009",NA,NA,"06","-40.497222","-11.162778",NA,NA,NA,NA
"32","2020-02-08 09:21:54-03","NBC","NL-BOTANY","WAG.1063876","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Anderson WR; et al.",NA,"1973","03","07","Southern America","Brazil","The Planalto do Brasil. Ca. 3 km E of Alto Paraiso on road to Nova Roma.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1063876 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1063876",NA,NA,"Gentianales","A.DC.","NL-WAG1063876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"33","2020-02-08 09:21:54-03","NBC","NL-BOTANY","WAG.1063879","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Irwin HS; Reis dos Santos R; Souza R; Fonsêca F da",NA,"1969","02","20","Southern America","Brazil","The Planalto do Brasil. Estado de Minas Gerais. Serra do Espinhaco. 15km west of Grao Mogol, road to Cristalia.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1063879 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1063879",NA,NA,"Gentianales","A.DC.","NL-WAG1063879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"34","2020-11-04 11:12:18-03","ESALQ","ESA","125976","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Costa, A.","471.0","1905","06","16",NA,"Brasil",NA,NA,NA,NA,"ESA125976","Rio de Janeiro","Magnoliophyta",NA,NA,"ESA125976","Evelyn, M.A. & Guimarães, E.F.","-44.040599822998","-22.9596996307373",NA,NA,"Mangaratiba","1905","17272","auto","06",NA,NA,NA,"29",NA,NA
"35","2020-11-04 10:56:02-03","ESALQ","ESA","135241","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"H.F. Uller","532.0","2013","10","30",NA,"Brasil",NA,NA,NA,NA,"ESA135241","Rio de Janeiro",NA,NA,"A.DC.",NA,"D.C. Kutschenko","-42.0278015136719","-22.966100692749",NA,NA,"Arraial do Cabo","2015","25964","auto","07",NA,NA,NA,"27",NA,NA
"36","2021-01-14 15:31:25-03","MN","R","11702","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Glaziou, A.F.M.","9918","1878","09","10",NA,"Brasil",NA,NA,NA,"Plantas do Brasil Central","R000011702","Rio de Janeiro",NA,NA,"A. DC.","R000011702_001","Krukoff, B.A. et Monachino J.",NA,NA,NA,NA,NA,"1948",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-01-14 15:31:26-03","MN","R","11704","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Glaziou, A.F.M.","12961","1880","12","18",NA,"Brasil",NA,NA,NA,"Plantas do Brasil Central","R000011704","Rio de Janeiro",NA,NA,"A. DC.","R000011704_001","Krukoff, B.A. et Monachino J.",NA,NA,NA,NA,NA,"1948",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-01-14 15:31:26-03","MN","R","41619","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Glaziou, A.F.M.","12961",NA,NA,NA,NA,"Brasil",NA,NA,NA,"Plantae Flum. Ex Herb. Glaziou; Herb. J. de Saldanha, 5990","R000041619","Rio de Janeiro",NA,NA,"A. DC.","R000041619_001 R000041619_002","Krukoff, B.A. et Monachino J.",NA,NA,NA,NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-02-15 11:44:30-02","IPA","IPA","10874","S","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Guedes, T.N.","626","1957","09","14","Southern America","Brasil","Serra do Araripe",NA,NA,"Cipó com frutos, quando maduros são procurados pelos jacus.","IPA0010874","Ceará","Plantae",NA,"A. DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-02-15 11:44:30-02","IPA","IPA","41293","S","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Glaziou","3890",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"Herb. Berlin.","IPA0041293",NA,"Plantae",NA,"A. DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:32:59-03","UNICAMP","UEC","206310","S","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Machi, AHL; Silva, KP; Fernandes, LFG; Silva, IDS; Faustinoni, GM; Volet, DP; Castello, ACD","6","2019","05","19",NA,"Brazil","Parque Nacional da Serra do Cipó, Trilha do Capão",NA,NA,"3,5, tronco fissurado; Cerrado","UEC163184","Minas Gerais","Magnoliopsida",NA,"A.DC.",NA,"Fernandes, LFG","-43.617083","-19.334986","800","800","Jaboticatubas","2019",NA,NA,"05","-43.617083","-19.334986",NA,"28",NA,NA
"42","2021-03-01 16:32:59-03","UNICAMP","UEC","9297","S","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Heringer, EP","11945","1970","02","18",NA,"Brazil",NA,NA,NA,"Cipó com gavinhas, flores cremes, perfumadas, verticilada, abundante. Cerrado.","UEC079870","Goiás","Magnoliopsida",NA,"A.DC.","UEC079870","Zappi, DC","-47.9502983093262","-16.2525005340576",NA,NA,"Luziânia",NA,"83221","auto",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-01 16:32:59-03","UNICAMP","UEC","26453","S","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Hatschbach, G","30032","1972","08","07",NA,"Brazil","Rio do Cipó",NA,NA,"Trepadeira, fruto amarelado, margens rio.","UEC079867","Minas Gerais","Magnoliopsida",NA,"A.DC.","UEC079867","Krukoff, BA","-43.7449989318848","-19.513599395752",NA,NA,"Jaboticatubas",NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA
"44","2019-11-19 14:08:13-03","UFRPE","PEUFR","33314","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"M.L. Guedes","3342","1994","07","10",NA,"Brasil",NA,NA,NA,"Trepadeira lenhosa; folhas coriáceas discolores; frutos imaturos de cor verde.","PEUFR033314","Bahia",NA,NA,"A. DC.",NA,"A. R. Macedo",NA,NA,NA,NA,"Lamarão do Passé","2017",NA,NA,"05",NA,NA,NA,"09",NA,NA
"45","2019-11-06 09:56:05-03","UFOP","OUPR","29894","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Badini, J.; Mello-Barreto, H.L.","s.n.","1938",NA,NA,NA,"Brasil","Base da Serra do Cipó, Beira do Rio Cipó",NA,NA,"Trepadeira, flor branca",NA,"Minas Gerais",NA,NA,"A.DC.",NA,"Zappi, D.C.",NA,NA,NA,NA,NA,"1986",NA,NA,"01",NA,NA,NA,"22",NA,NA
"46","2019-11-06 09:56:05-03","UFOP","OUPR","29895","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Badini, J.; Mello-Barreto, H.L.","s.n.","1938",NA,NA,NA,"Brasil","Serra do Cipó",NA,NA,"Trepadeira, flor branca. Beira de córrego",NA,"Minas Gerais",NA,NA,"A.DC.",NA,"Zappi, D.C.",NA,NA,NA,NA,NA,"1986",NA,NA,"01",NA,NA,NA,"22",NA,NA
"47","2021-03-21 19:36:25-03","UFC","EAC","43164","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Lima-Verde, L.W.","899","2000","06","08","Southern America","Brasil","Flona do Araripe",NA,NA,"Escandente, ocasional; Carrasco","EAC0043164","Ceará","Dicotyledon",NA,"A.DC.","EAC0043164","Brandão, E.K.S.","-39.4094009399414","-7.23416996002197",NA,NA,"Crato","2016","30071","auto","09",NA,NA,NA,"19",NA,NA
"48","2021-03-21 19:36:25-03","UFC","EAC","44733","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Lima-Verde, L.W.","2102","2000","05","04","Southern America","Brasil","Flona do Araripe",NA,NA,"Arbusto escandente, ocasional, 2m, flor branca.; Carrasco","EAC0044733","Ceará","Dicotyledon",NA,"A.DC.","EAC0044733","Brandão, E.K.S.","-39.4094009399414","-7.23416996002197",NA,NA,"Crato","2016","30071","auto","09",NA,NA,NA,"19",NA,NA
"49","2021-03-21 19:36:25-03","UFC","EAC","16216","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","gardneri","Strychnos gardneri",NA,"Cavalcanti, F.S.; Nunes, E.","s.n.","1989","10","13","Southern America","Brasil","Fazenda Recanto",NA,NA,"Cipó, fruto amarelo quando maduro.; Cerrado","EAC0016216","Ceará","Dicotyledon",NA,"A.DC.","EAC0016216","Brandão, E.K.S.","-40.826099395752","-3.12028002738953",NA,NA,"Granja","2016","70014","auto","09",NA,NA,NA,"19",NA,NA
