"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","maximumElevationInMeters","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","fieldNumber","individualCount"
"190","2015-03-12 06:15:00-03","MO","MOBOT","100235130","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","H. van der Werff|Rodolfo Vásquez|Antonio Peña|César Rojas","van der Werff 23422","2009","11","8","South America","Peru","Pasco","Oxapampa","Laguna San Daniel.","-75.4563889","-10.4327778","2400.00000000",NA,NA,NA,NA,NA,"H. van der Werff (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"531","3"
"191","2012-04-12 05:10:00-03","MO","MOBOT","100289645","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Alfredo F. Fuentes|J. Salas|R. Huasurco","Fuentes Claros 14634","2009","6","20","South America","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi. Sector Chamala, por el antiguo camino Pelechuco-Apolo.","-68.8863055","-14.7535139","1593.00000000",NA,NA,NA,NA,NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"09-89","1"
"192","2012-04-12 05:10:00-03","MO","MOBOT","100316902","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Alfredo F. Fuentes|J. Salas|R. Huasurco","Fuentes Claros 14810","2009","6","24","South America","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi. Sector Santa Ana por el antiguo camino Pelechuco-Apolo, subiendo cerro al SO del campamento, camino a parcela temporal.","-68.9753056","-14.7754445","2500.00000000",NA,NA,NA,NA,NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"09-99","1"
"193","2012-04-12 05:10:00-03","MO","MOBOT","100319436","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Alfredo F. Fuentes|J. Salas|R. Huasurco","Fuentes Claros 14846","2009","6","25","South America","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi. Sector Santa Ana, por el antiguo camino Pelechuco-Apolo, subiendo cerro al SE del campamento, hacia parcela temporal y permanente.","-68.9703611","-14.7749167","2300.00000000",NA,NA,NA,NA,NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"09-100","5"
"194","2012-04-12 05:10:00-03","MO","MOBOT","100319446","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Alfredo F. Fuentes|J. Salas|R. Huasurco","Fuentes Claros 14846A","2009","6","25","South America","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi. Sector Santa Ana, por el antiguo camino Pelechuco-Apolo, subiendo cerro al SE del campamento, hacia parcela temporal y permanente.","-68.9703611","-14.7749167","2300.00000000",NA,NA,NA,NA,NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"09-100","2"
"195","2019-01-25 04:36:00-02","MO","MOBOT","100392479","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Luis Valenzuela G.|Antonio Peña","Valenzuela Gamarra 13883","2009","11","18","South America","Peru","Pasco","Oxapampa","Dist. Chontabamba. Cerro Mirador Oxapampa.","-75.4244445","-10.5747223","2000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","3"
"196","2013-07-09 09:17:00-03","MO","MOBOT","100609463","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Philip J. Barbour","Barbour 2512","1978","6","28","South America","Peru","Amazonas","Bagua","Ca. 12-17 km. (by trail) east of La Peca.",NA,NA,"1700.00000000",NA,NA,NA,NA,"2100.00000000","R.G. Stolze",NA,NA,NA,NA,NA,NA,NA,NA,NA,"112","1"
"197","2020-01-17 04:33:00-03","MO","MOBOT","100646458","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Luis Valenzuela G.|Karol Durand|Gerry Shareva M.|R. Zehnder|Ruthmery Pillco","Valenzuela Gamarra 21031","2012","5","19","South America","Peru","Pasco","Oxapampa","Dist. Huancabamba. Sector Grapanazú. San Daniel. Parque Nacional Yanachaga Chemillen. Trocha Erica.","-75.4383333","-10.4416666","2429.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","3"
"198","2020-01-17 04:33:00-03","MO","MOBOT","100783279","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Luis Valenzuela G.|Jaime Flores|Gerry Shareva M.|Zenner Ganz|Jack Carhuacosme|Cindy Barboza|Valerio Flores","Valenzuela Gamarra 24750","2013","7","7","South America","Peru","Junín","Satipo","Distrito Río Tambo. Comunidad Nativa Pichiquia. Parque Nacional Otishi.","-74.0030556","-11.3752778","1851.00000000",NA,NA,NA,NA,NA,"L. Valenzuela. (HOXA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","3"
"199","2019-02-14 21:19:00-02","MO","MOBOT","101101799","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","S. P. Churchill|Julio C. Betancur B.|Francisco J. Roldán","Churchill 18242","1991","5","18","South America","Colombia","Nariño","Ricaurte","Corregimiento de Chucunés. Reserva Natural La Planada. Bosque premontano secundario. <18237-18270>","-77.9","1.1","1750.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91-37","1"
"200","2008-05-27 22:02:00-03","MO","MOBOT","10300","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Julian A. Steyermark","Steyermark 54738","1943","10","16","South America","Ecuador","Zamora-Chinchipe",NA,NA,NA,NA,"2000.00000000",NA,NA,NA,NA,"2500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2012-03-02 05:15:00-03","MO","MOBOT","1082820","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Milton Tirado|Bruce Gray","Tirado 885","1994","2","22","South America","Ecuador","Zamora-Chinchipe","Nangaritza","Cordillera del Cóndor. Campamento Militar Pachicutza, camino al hito. Bosque muy húmedo Montano-Bajo. Bosque primario. Bosque con dosel de 25-30 m de altura.","-78.9047222","-4.1213889","1849.00000000",NA,NA,NA,NA,NA,"Alan R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"202","2008-05-27 22:02:00-03","MO","MOBOT","12704","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Benjamin Øllgaard","Øllgaard 74929","1988","6","22","South America","Ecuador","Zamora-Chinchipe",NA,"Parque Nacional Podocarpus. Quebrada Río San Francisco, at new road Loja - Zamora (in construction). Wet montane forest.","-79.08333","-3.96666","2040.00000000",NA,NA,NA,NA,"2250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2015-08-12 05:57:00-03","MO","MOBOT","12713","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Benjamin Øllgaard|H. Balslev","Øllgaard 9177","1976","9","1","South America","Ecuador","Pastaza",NA,"Mera. Road and muletracks to approx. 4 km N of the village (along Río San Jorge and Río Tigre). Road banks and rain forest.","-77.88333","-1.58333","1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2013-10-05 06:32:00-03","MO","MOBOT","1345708","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Ronald L. Liesner|Ángel C. González","Liesner 10104","1980","4","5","South America","Venezuela","Yaracuy",NA,"Sierra de Aroa. 15-20 km NW of Cocorote on road to Aroa, from 1 km SE of Los Cruceros to El Refugio. Ca. 11 km W of San Felipe air distance. Primary cloud forest with adjacent secondary areas.","-68.8166667","10.35","1200.00000000",NA,NA,NA,NA,"1600.00000000","A.R.Smith",NA,NA,NA,NA,NA,NA,NA,NA,NA,"142","1"
"205","2010-04-19 15:09:00-03","MO","MOBOT","14629","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","David N. Smith|G. Quintana|Valentín García","Smith 13386","1989","5","25","South America","Bolivia","Santa Cruz","Manuel Maria Caballero","50 km al norte de Mataral (en la carretera Santa Cruz-Comarapa) pasando por San Juan del Potrero y bajando a la cuenca del alto Río Ichilo. Bosque pluvial montano, estado primario, en fondo del valle. Especimenes preservados en alcohol.","-64.26666","-17.88333","2000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40","9"
"206","2011-03-29 14:15:00-03","MO","MOBOT","1553900","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","José Campos de la Cruz|et al.","Campos de la Cruz 6542","2000","3","9","South America","Peru","Cajamarca","San Ignacio","Huarango. Localidad de Pisaguas Bosque primario","-78.63416","-5.24777","1650.00000000",NA,NA,NA,NA,NA,"Henk van der Werff (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"207","2012-04-12 05:10:00-03","MO","MOBOT","1755170","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Alfredo F. Fuentes|et al.","Fuentes Claros 4575","2002","6","26","South America","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, quebrada Jatun Chiriuno, 31 km en linea recta al este de Apolo por el camino a San José de Uchupiamonas, trayecto de 1 km hacia el este. Bosque yungueño termo-mesotropical pluviestacional húmedo; con Podocarpus oleifolius, Melastomataceae spp y Lauraceae spp; y matorrales secundarios con Chusquea, Pteridium arachnoideum y Ericaceae","-68.23277","-14.5","1850.00000000",NA,NA,NA,NA,"1950.00000000","M. Kessler",NA,NA,NA,NA,NA,NA,NA,NA,NA,"02-23","1"
"208","2012-04-12 05:10:00-03","MO","MOBOT","1755333","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Alfredo F. Fuentes|et al.","Fuentes Claros 4681","2002","6","30","South America","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, Piñalito (Parcela Permanente), 30 km en linea recta al este de Apolo por el camino a San José de Uchupiamonas; trayecto de 1.8 km entre la Parcela Permanente y campamento Jatun Chiriuno. Bosque yungueño termo-mesotropical pluvial húmedo, con Podocarpus oleifolius, Alchornea spp, Melastomataceae spp y Lauraceae spp; en partes matorrales, pajonales y arbustedas secundarios, producto de quemas, con Chusquea, Melastomataceae, Asteraceae, Pteridium arachnoideum y Ericaceae. Terreno montañoso, suelos con capa orgánica de 30 cm","-68.24916","-14.4975","1850.00000000",NA,NA,NA,NA,"2000.00000000","M. Kessler",NA,NA,NA,NA,NA,NA,NA,NA,NA,"02-26","7"
"209","2008-05-27 22:02:00-03","MO","MOBOT","18343","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Ronald L. Liesner|Bruce K. Holst","Liesner 21558","1987","3","3","South America","Venezuela","Amazonas",NA,"ATURES 8 km NW of settlement of Yutaje. Plateau 3 km W of Río Coro-Coro, W of Serranía de Yutaje. Valley east base of unnamed 1760 m. peak. Along stream with sandstone rock bed enclosed by forest and open forest.","-66.15","5.68333","1000.00000000",NA,NA,NA,NA,"1050.00000000","J. Steyermark",NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-16","2"
"210","2017-11-18 05:19:00-02","MO","MOBOT","1851072","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Iván Jiménez","Jiménez Pérez 780","2001","4","11","South America","Bolivia","La Paz","Franz Tamayo",NA,"-68.95","-14.61666","2280.00000000",NA,NA,NA,NA,NA,"Jiménez I.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2017-04-19 16:12:00-03","MO","MOBOT","1854613","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Carla Maldonado|Tatiana B. Miranda|F. Canqui|Remberto Alvarez","Maldonado Goyzueta 3196","2002","10","10","South America","Bolivia","La Paz","Franz Tamayo","Área Natural de Manejo Integrado Madidi. Senda Apolo-San José de Uchupiamonas, a 5 minutos después de cruzar el río Piñalito.","-68.2505556","-14.5088889","2215.00000000",NA,NA,NA,NA,NA,"Jimenez (2002)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"02-58","1"
"212","2020-07-15 09:30:00-03","MO","MOBOT","1858880","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Renate Seidel","Seidel 9357","2002","8","14","South America","Bolivia","La Paz","Abel Iturralde","Parque Nacional Madidi, sobre el camino de Apolo a San Jose de Uchupiamonas, cerca Mamacona.","-68.1866666","-14.4477777","1540.00000000",NA,NA,NA,NA,NA,"W.D. Hank",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"213","2017-04-11 11:25:00-03","MO","MOBOT","1864778","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Carla Maldonado|Renate Seidel|Hector Cabrera|Honorio Pariamo|Remberto Alvares|José Tito","Maldonado Goyzueta 2690","2002","8","9","South America","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, comunidad Mamacona, sobre camino de Apolo a San José de Uchipiamonas, a 1 km subiendo el río Mamacona. Parcela Permanente IV.","-68.1963889","-14.4505556","1626.00000000",NA,NA,NA,NA,NA,"M. Lehnert",NA,NA,NA,NA,NA,NA,NA,NA,NA,"02-39","1"
"214","2008-05-27 22:02:00-03","MO","MOBOT","1869127","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","M. Kessler","Kessler 9770","1997","6","6","South America","Bolivia","La Paz",NA,NA,"-68.48333","-15.03333","1450.00000000",NA,NA,NA,NA,NA,"Kessler M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2011-10-28 04:58:00-02","MO","MOBOT","20001","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Olga Salazar de Benavides","Benavides 10140","1988","7","23","South America","Colombia","Nariño","Ricaurte","Trayecto Pialapi - La Planada.","-77.96666","1.16666","1300.00000000",NA,NA,NA,NA,"1700.00000000","Robbin C. Moran",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14","1"
"216","2008-05-27 22:02:00-03","MO","MOBOT","20786","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Kenneth Young|M. Eisenberg","Young 460","1981","5","10","South America","Peru","Amazonas","Bongará","Shilla; montane forest.","-78","-5.91666","1900.00000000",NA,NA,NA,NA,NA,"Henk van der Werff",NA,NA,NA,NA,NA,NA,NA,NA,NA,"81-46","3"
"217","2015-03-12 11:02:00-03","MO","MOBOT","2222124","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Paul C. Hutchison|J. Kenneth Wright","Hutchison 6795","1964","10","8","South America","Peru","Amazonas","Bongará","5 km N of Pomacocha (N end of lake) on road to Oto Rioja.","-77.7833333","-6.7166667","2000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"655","1"
"218","2010-10-02 12:59:00-03","MO","MOBOT","2479767","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Paulo H. Labiak","Labiak 239","1994","11","12","South America","Brazil","Santa Catarina",NA,"Itapoá",NA,NA,NA,NA,NA,NA,NA,NA,"Labiak, P. H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2015-03-12 06:15:00-03","MO","MOBOT","2726636","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","H. van der Werff|Abel Monteagudo|R. Francis|J.L. Mateo|César Rojas","van der Werff 19918","2005","5","7","South America","Peru","Pasco","Oxapampa","Distr. Oxapampa. La Suiza Nueva. Low montane forest, 10-15 m tall and meadows with Xyris, Eriocaulaceae and Trichomanes lucens.","-75.45611","-10.56222","2200.00000000",NA,NA,NA,NA,NA,"H. van der Werff",NA,NA,NA,NA,NA,NA,NA,NA,NA,"384","3"
"220","2009-06-04 03:32:00-03","MO","MOBOT","2732889","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","H. van der Werff","van der Werff 20330","2005","5","20","South America","Peru","Pasco","Oxapampa","Distr. Huancabamba. Oso Playa. Montane forest with many tree ferns.","-75.3525","-10.38805","2200.00000000",NA,NA,NA,NA,"2400.00000000","H. van der Werff",NA,NA,NA,NA,NA,NA,NA,NA,NA,"391","2"
"221","2014-04-04 05:52:00-03","MO","MOBOT","2739417","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Rodolfo Vásquez","Vásquez Martínez 30358","2004","8","6","South America","Peru","Pasco","Oxapampa","Dist. Oxapampa. Abra Oxapampa-Villa Rica. Bosque esclerofilo (Pajonal).","-75.31527","-10.67666","2300.00000000",NA,NA,NA,NA,"2500.00000000","H. van der Werff (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3"
"222","2010-01-12 21:28:00-02","MO","MOBOT","2743088","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","L. Franco Mellado N.","Mellado 1600","2004","8","25","South America","Peru","Pasco","Oxapampa","Dist. Oxapampa. Abra Villa Rica. Bosque de arenisca.","-75.31527","-10.67666","2400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3"
"223","2011-03-23 10:26:00-03","MO","MOBOT","2743650","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","L. Franco Mellado N.","Mellado 2322","2005","1","7","South America","Peru","Pasco","Oxapampa","Dist. Chontabamba. Sector La Suiza Vieja, Zona de Amortiguamiento del P.N. Yanachaga-Chemillén.","-75.45166","-10.65166","2195.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"224","2011-03-23 10:27:00-03","MO","MOBOT","2743913","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","L. Franco Mellado N.","Mellado 2611","2005","1","16","South America","Peru","Pasco","Oxapampa","Dist. Villa Rica, Centro poblado: Palma (Centro Bocaz). Bosque primario.","-75.16166","-10.65666","1736.00000000",NA,NA,NA,NA,"1800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"225","2011-03-23 10:27:00-03","MO","MOBOT","2744224","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","L. Franco Mellado N.","Mellado 2911","2005","3","17","South America","Peru","Pasco","Oxapampa","Dist. Oxapampa. Sector Grapanazu, relleno sanitario. Bosque primario.","-75.42638","-10.55388","1800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5"
"226","2008-05-27 22:02:00-03","MO","MOBOT","27917","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","James C. Solomon","Solomon 9133","1982","12","16","South America","Bolivia","La Paz","Murillo","30.5 km N (below) of dam at Lago Zongo. Trail up Río Jachcha Cruz. Moist forest with little disturbance.","-68.08333","-16.11666","2200.00000000",NA,NA,NA,NA,NA,"Henk van der Werff",NA,NA,NA,NA,NA,NA,NA,NA,NA,"83-4","2"
"227","2019-01-25 04:35:00-02","MO","MOBOT","3068168","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","H. van der Werff|Luis Valenzuela G.|Efraín Suclli|Jim Farfán","van der Werff 21487","2006","5","7","South America","Peru","Cusco","La Convención","Distr. Sta. Ana, Tunkimayo. Disturbed cloud forest.","-72.82583","-12.91166","2100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"418","1"
"228","2012-04-20 05:09:00-03","MO","MOBOT","3106315","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Rocío Rojas","Rojas Gonzáles 3562","2005","3","16","South America","Peru","Pasco","Oxapampa","Dist. Oxapampa. Sector San Alberto. Parque Nacional Yanachaga-Chemillén. Zona de amortiguamiento. Remante de Bosque primario.","-75.21666","-10.31666","2450.00000000",NA,NA,NA,NA,NA,"H. van der Werff (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3"
"229","2009-12-29 19:15:00-02","MO","MOBOT","3108208","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Abel Monteagudo|Antonio Peña|Rolando Francis|E. Quintuya","Monteagudo Mendoza 9394","2005","8","15","South America","Peru","Pasco","Oxapampa","Dist. Huancabamba. Parque Nacional Yanachaga-Chemillén. Sector-San Daniel. Bosque montano húmedo subtropical.","-75.25","-10.25","2200.00000000",NA,NA,NA,NA,"2350.00000000","H. van der Werff (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5"
"230","2019-01-25 04:35:00-02","MO","MOBOT","3111935","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Luis Valenzuela G.|V. Chama|J. Latorre|José Tito|M. Luza","Valenzuela Gamarra 4468","2004","11","21","South America","Peru","Cusco","La Convención","Dist. Huayopata, Incatambo, quebrada Curcur, Bosque Montano húmedo.","-72.25","-13.0333333","2490.00000000",NA,NA,NA,NA,"2570.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"231","2018-06-15 05:26:00-03","MO","MOBOT","3167254","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Carlos Arias C.","Arias C. 0385A","2005","5","27","South America","Peru","Pasco","Oxapampa","Dist. Villa Rica. Comunidad Centro Bocaz (trocha del camino a Purus). Bosque montano primario.","-75.11666","-10.36666","2000.00000000",NA,NA,NA,NA,NA,"R.C. Moran (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2009-08-31 19:21:00-03","MO","MOBOT","3297459","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","L. Cayola|N. Chapi|G. Chive|Fidel Andia|Teodosio Alvarez","Cayola Pérez 2761","2007","5","11","South America","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, Mojos, campamento Fuertecillo, sobre la senda a Queara. Bosque de yungas montano inferior pluvial en transición a pluviestacional. Con manchas de cerrado andino en algunas colinas.","-68.90888","-14.57666","1685.00000000",NA,NA,NA,NA,"1750.00000000","A.R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07-08","3"
"233","2013-07-09 09:10:00-03","MO","MOBOT","3338985","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Juan Perea|Valerio Flores","Perea 2672","2006","8","17","South America","Peru","Cajamarca","San Ignacio","Dist. Huarango. Caserio Selva Andina, borde de trocha. Bosque achaparrado.","-78.7511111","-5.0547222","1890.00000000",NA,NA,NA,NA,NA,"H. van der Werff (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"234","2013-07-09 09:19:00-03","MO","MOBOT","3350431","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","M.S. Foster","Foster 79-195","1979","11","18","South America","Bolivia","Cochabamba","Chapare","Road to San Onofre, 3.4 km +- N of road to Villa Tunari at point 97.5 km. from Cochabamba.","-65.7666667","-17.15","1630.68000000",NA,NA,NA,NA,NA,"A.R. Smith",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"235","2008-09-05 03:32:00-03","MO","MOBOT","3350617","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Albano Schmalz","Schmalz 131","1901","11","29","South America","Brazil","Santa Catarina",NA,"Joinville",NA,NA,NA,NA,NA,NA,NA,NA,"R.G. Stolze",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2013-07-09 09:46:00-03","MO","MOBOT","3351881","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Julian A. Steyermark|G.C.K. Dunsterville|E. Dunsterville","Steyermark 104368","1970","12","23","South America","Venezuela","Bolívar",NA,"Selva húmedo de los árboles con un promedio de 25-30 metros de altura, en el drenaje del Rio Cuyuní, a lo largo del Huacawa-kú (afluente del Río Cuyuní), Km. 139 al sur El Dorado.",NA,NA,"1300.00000000",NA,NA,NA,NA,"1380.00000000","C.H. Haufler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"237","2011-03-24 19:01:00-03","MO","MOBOT","3367835","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Saúl Altamirano|Eneida Zurita|T. Camacho|M. Aliaga|Mariana Alem|Alejandra Lacaze","Altamirano Azurduy 1229","2003","8","20","South America","Bolivia","Cochabamba","Tiraque","El Limbo. Ladera con exposicion nor este con pendientes de hasta el 70 % de inclinacion. Mesobosque montano humedo, dominado por Weimannia bangii.W. microphylla, Hedyosmun angustifolium, H. racemosum, Alchornea pearcei, Alchornea cf latifolia, Didymopanax morototoni, Oreopanax cf trolli y Clethra scabra. El sotobosque dominado por Pteridophytos y Melastomataceae, presencia de muchas epifitas.","-65.62555","-17.13527","2030.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
