"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","typeStatus","individualCount"
"105","2021-02-08 12:38:38-03","UFRGS","ICN","155184","S","Plantae","Dicotyledon",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Setubal, R","Setubal, R; Kray, J; De Marchi, T","300","2007","02","12","América do Sul","Brasil","RS","Bom Jesus","Fazenda do Cilho","-50.4166984558105","-28.6678009033203",NA,"em campo rupestre",NA,NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2021-02-08 12:38:38-03","UFRGS","ICN","173416","S","Plantae","Dicotyledon",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.",NA,"Brack, P","s.n.","2012","02","04","América do Sul","Brasil","RS","Bom Jesus","Fazenda Guarda Santa Vitória","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2021-02-08 12:38:38-03","UFRGS","ICN","181044","S","Plantae","Dicotyledon",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Silva Filho, PJS","Silva Filho, PJS","2202","2015","01","23","América do Sul","Brasil","RS","Viamão",NA,"-50.973056","-30.035556",NA,"Flores vermelhas; Campo seco e antropizado a beira da estrada, campo sendo dominado por braquiária",NA,NA,NA,NA,NA,NA,NA,NA,"2015","01",NA,"-50.973056","-30.035556",NA,NA,NA
"108","2021-02-08 12:38:38-03","UFRGS","ICN","184104","S","Plantae","Dicotyledon",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Pasini, E","Pasini, E; Aita, AM","803","2011","03","18","América do Sul","Brasil","RS","Bom Jesus","próximo a Fazenda do Cilho RS. S28o34.500' W50o27.717'","-50.461944","-28.575",NA,"flores do raio com lígulas vermelhas, raiz tuberosa; Em beira de estrada de chão, na borda de barranco, no campi limpo, seco.",NA,NA,"1073","1073",NA,NA,NA,NA,NA,NA,NA,"-50.461944","-28.575",NA,NA,NA
"109","2021-02-08 12:38:38-03","UFRGS","ICN","185294","S","Plantae","Dicotyledon",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Pasini, E","Miotto, STS","2781","2016","02","28","América do Sul","Brasil","RS","Encruzilhada do Sul","RS-350","-52.428056","-30.560278",NA,"Flores vermelhas; Em beira da estrada; solo pedregoso.",NA,NA,NA,NA,NA,NA,NA,NA,"2016","03","10","-52.428056","-30.560278",NA,NA,NA
"110","2021-02-08 12:38:38-03","UFRGS","ICN","190244","S","Plantae","Dicotyledon",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Silva Filho, PJS","Silva Filho, PJS","1571","2012","03","07","América do Sul","Brasil","RS","Jaquirana","-29.089245, -50.375702","-50.375833","-29.089167",NA,"Flores liguladas vermelhas; Campo seco",NA,NA,"840","840",NA,NA,NA,NA,NA,NA,NA,"-50.375833","-29.089167",NA,NA,NA
"111","2021-02-08 12:38:38-03","UFRGS","ICN","190246","S","Plantae","Dicotyledon",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Silva Filho, PJS","Silva Filho, PJS","1573","2012","03","07","América do Sul","Brasil","RS","Jaquirana","-28.933492899, -50.4555328376592","-50.455556","-28.933611",NA,"Flores liguladas vermelhas; Campo seco",NA,NA,"915","915",NA,NA,NA,NA,NA,NA,NA,"-50.455556","-28.933611",NA,NA,NA
"112","2021-02-08 12:38:38-03","UFRGS","ICN","191102","S","Plantae","Dicotyledon",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Pasini, E","Pasini, E","932","2012","11","26","América do Sul","Brasil","RS","Quevedos","Boca Picada","-54.087778","-29.351111",NA,"Na beira de lavoura de soja, campo nativo, solo úmido. Planta estéril mas com botão floral. Para mais informações sobre outro indivíduo da mesma população ver Eggli et al. 2481 (PACA, Z)",NA,NA,"394","394",NA,NA,NA,NA,NA,NA,NA,"-54.087778","-29.351111",NA,NA,NA
"113","2021-02-08 12:38:38-03","UFRGS","ICN","191119","S","Plantae","Dicotyledon",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Pasini, E","Pasini, E","949","2012","11","29","América do Sul","Brasil","PR","Guarapuava","BR-277, km 347","-51.5025","-25.374722",NA,"Para maiores informações de outro indivíduo do mesmo local, ver E. Barbosa et al. 109 (FLOR, MBM); População provavelmente muito escassa, somente um indivíduo estéril foi encontrado.; Campo nativo, solo seco, topo de morro",NA,NA,"1030","1030",NA,NA,NA,NA,NA,NA,NA,"-51.5025","-25.374722",NA,NA,NA
"114","2021-02-08 12:38:38-03","UFRGS","ICN","197769","S","Plantae","Dicotyledon",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Ritter, MR","Ritter, MR; Soares, GLG; Zevieski, A","1508","2018","01","19","América do Sul","Brasil","RS","Viamão","Centro de Pesquisa de Viamão","-51.013778","-30.041139",NA,NA,NA,NA,"51","51",NA,NA,NA,NA,"2018","01","19","-51.013778","-30.041139",NA,NA,NA
"115","2021-02-08 12:38:38-03","UFRGS","ICN","197868","S","Plantae","Dicotyledon",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Ritter, MR","Zevieski, AM; Melo, LB",NA,"2018","04","06","América do Sul","Brasil","RS","Viamão","Autódromo Internacional Tarumã","-51.028139","-30.052278",NA,"Planta com inflorescência",NA,NA,"45","45",NA,NA,NA,NA,"2018",NA,NA,"-51.028139","-30.052278",NA,NA,NA
"116","2021-02-08 12:38:38-03","UFRGS","ICN","200000","S","Plantae","Dicotyledon",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Zevieski, AM","Zevieski, AM","s.n.","2019","03",NA,"América do Sul","Brasil","RS","Viamão","Autódromo Internacional de Viamão","-51.028056","-30.052222",NA,"População com vários indivíduos; parte vegetativa vigorosa; Local não rochoso.",NA,NA,NA,NA,NA,NA,NA,NA,"2019","03",NA,"-51.028056","-30.052222",NA,NA,NA
"117","2021-02-08 12:38:38-03","UFRGS","ICN","201891","S","Plantae","Dicotyledon",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Ritter, MR; Zevieski, AM","Zevieski, AM; Ritter, MR","s.n.","2020","02","28","América do Sul","Brasil","SC","Painel",NA,"-50.124722","-28.079167",NA,"Indivíduos esparsos/raros.; Área com afloramento rochoso; ambiente aberto.",NA,NA,NA,NA,NA,NA,NA,NA,"2020","02","28","-50.124722","-28.079167",NA,NA,NA
"118","2021-02-08 12:38:38-03","UFRGS","ICN","110297","S","Plantae","Dicotyledon",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.",NA,"Hagelund, K","1868",NA,NA,NA,"América do Sul","Brasil","RS","Giruá","Granja Sodol","-54.3497009277344","-28.028299331665",NA,"Espécie ameaçada de extinção (Em perigo). Doação de Karner Hagelund.",NA,NA,NA,NA,"23862","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2021-02-08 12:38:38-03","UFRGS","ICN","181159","S","Plantae","Dicotyledon",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Borba, ICG","Santos, RAR; Ritter, MR; Borba, ICG","s.n.","2015","02","02","América do Sul","Brasil","RS","Jaquirana","Faxinal dos Pelúcios","-50.3577995300293","-28.8847007751465",NA,"Capítulos grandes com corolas das flores do raio variando de vermelhas a alaranjadas.; Campo com Afloramento Rochoso",NA,NA,NA,NA,"31282","auto",NA,NA,"2015","02","02",NA,NA,NA,NA,NA
"120","2021-02-08 12:38:38-03","UFRGS","ICN","193044","S","Plantae","Dicotyledon",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Borba, ICG","Borba, IGB; Ritter, MR; Zevieski, AM","s.n.","2017","03","19","América do Sul","Brasil","RS","Jaquirana","Firma Tainhas","-50.3577995300293","-28.8847007751465",NA,"Capítulos grandes com corolas das flores do raio variando de vermelhas a alaranjadas.; Campo com Afloramento Rochoso",NA,NA,"87","87","31282","auto",NA,NA,"2017","03","19",NA,NA,NA,NA,NA
"121","2021-02-08 12:38:38-03","UFRGS","ICN","031611","S","Plantae","Dicotyledon",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Mondin, C","Edésio Maria, Ir","s.n.","1951","02","24","América do Sul","Brasil","RS","São Francisco de Paula","Arroio das Muladas","-50.5835990905762","-29.4480991363525",NA,"Espécie ameaçada de extinção (Em perigo).",NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2021-02-08 12:38:38-03","UFRGS","ICN","178207","S","Plantae","Dicotyledon",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Pasini, E","Ferreria, PM","s.n.",NA,NA,NA,"América do Sul","Brasil","RS","São Francisco de Paula","Parque Tainhas","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2021-02-08 12:38:38-03","UFRGS","ICN","176792","S","Plantae","Dicotyledon",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Pasini, E","Grings, M; Mello, AS","1819","2014","01","26","América do Sul","Brasil","RS","Toropi","próximo do limite com Jari","-54.228099822998","-29.4783000946045",NA,"erva com 40 cm de altura; flores liguladas avermelhadas; pequena população em campo ralo em sub-bosque de plantio de eucalipto, onde antigamente era campo",NA,NA,NA,NA,"15764","auto",NA,NA,"2014","01","26",NA,NA,NA,NA,NA
"124","2021-02-08 12:38:38-03","UFRGS","ICN","094458","S","Plantae","Dicotyledon",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Mondin, C","Schenkel, EP; et al.","185","1990","01","09","América do Sul","Brasil","RS","Viamão",NA,"-51.0233001708984","-30.0811004638672",NA,"Espécie ameaçada de extinção (Em perigo).; Projeto peróxidos.",NA,NA,NA,NA,"41667","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-02-08 12:38:38-03","UFRGS","ICN","176906","S","Plantae","Dicotyledon",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Hoehne, W","Hoehne, W","s.n.","1946","03","27","América do Sul","Brasil","SP","São Paulo","Campo Congonhas","-46.6300010681152","-23.5400009155273",NA,"Doação SPF",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-02-08 12:38:38-03","UFRGS","ICN","110296","S","Plantae","Dicotyledon",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.",NA,"Hagelund, K","3266","1965","01","31","América do Sul","Brasil","RS","Giruá","Granja Sodol","-54.3497009277344","-28.028299331665",NA,"Espécie ameaçada de extinção (Em perigo). Doação de Karner Hagelund.",NA,NA,NA,NA,"23862","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-02-08 12:38:38-03","UFRGS","ICN","031610","S","Plantae","Dicotyledon",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Zardini, EM","Luis, IT","s.n.","1951","02","10","América do Sul","Brasil","RS","Gravataí",NA,"-50.9919013977051","-29.9444007873535",NA,"Espécie ameaçada de extinção (Em perigo).",NA,NA,NA,NA,"25424","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2021-02-08 12:38:38-03","UFRGS","ICN","181158","S","Plantae","Dicotyledon",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Borba, ICG","Santos, RAR; Ritter, MR; Borba, ICG","s.n.","2015","02","02","América do Sul","Brasil","RS","Jaquirana","Faxinal dos Pelúcios","-50.3577995300293","-28.8847007751465",NA,"Capítulos grandes com corolas das flores do raio variando de vermelhas a alaranjadas.; Campo com Afloramento Rochoso",NA,NA,NA,NA,"31282","auto",NA,NA,"2015","02","02",NA,NA,NA,NA,NA
"129","2021-02-08 12:38:38-03","UFRGS","ICN","193043","S","Plantae","Dicotyledon",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Borba, ICG","Zevieski, AM; Ritter, MR; Borba, ICG","s.n.","2017","03","18","América do Sul","Brasil","RS","Jaquirana","Faxinal dos Pelúcios","-50.3577995300293","-28.8847007751465",NA,"Capítulos grandes com corolas das flores do raio variando de vermelhas a alaranjadas.; Campo com Afloramento Rochoso",NA,NA,"75","75","31282","auto",NA,NA,"2017","03","18",NA,NA,NA,NA,NA
"130","2021-02-08 12:38:38-03","UFRGS","ICN","170257","S","Plantae","Dicotyledon",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.",NA,"Durigon, J","s.n.","2008","11","12","América do Sul","Brasil","RS","Muitos Capões",NA,"-51.1817016601562","-28.3141994476318",NA,NA,NA,NA,NA,NA,"41750","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-02-08 12:38:38-03","UFRGS","ICN","009657","S","Plantae","Dicotyledon",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Zardini, EM","Porto, ML; Oliveira, PL","s.n.","1971","02","03","América do Sul","Brasil","RS","Santa Rosa","107 km Santa Rosa - Palmeira das Missões","-54.4813995361328","-27.8708000183105",NA,"Espécie ameaçada de extinção (Em perigo).; Flores vermelhas 5R 2/",NA,NA,NA,NA,"19818","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-02-08 12:38:38-03","UFRGS","ICN","110229","S","Plantae","Dicotyledon",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.",NA,"Hagelund, K","10787 (DI)","1977","02","20","América do Sul","Brasil","RS","Santo Ângelo","Granja Piratini","-54.2630996704102","-28.2992000579834",NA,"Espécie ameaçada de extinção (Em perigo). Doação de Karner Hagelund.",NA,NA,NA,NA,"25915","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-02-08 12:38:38-03","UFRGS","ICN","003177","S","Plantae","Dicotyledon",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Mondin, C","Vianna, EC","s.n.","1957","02","11","América do Sul","Brasil","RS","São Francisco de Paula","Tainhas","-50.5835990905762","-29.4480991363525",NA,"Espécie ameaçada de extinção (Em perigo).",NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-02-08 12:38:38-03","UFRGS","ICN","178212","S","Plantae","Dicotyledon",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Pasini, E","Pasini, E; Bordignon, SAL","992","2014","01","15","América do Sul","Brasil","RS","Taquari","Cerro Pelado","-51.8643989562988","-29.7996997833252",NA,"erva; Encosta norte, campo sujo, seco, rochoso",NA,NA,NA,NA,"21657","auto",NA,NA,"2014","01","15",NA,NA,NA,NA,NA
"135","2021-02-08 12:38:38-03","UFRGS","ICN","176791","S","Plantae","Dicotyledon",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Pasini, E","Grings, M; Mello, AS","1818","2014","01","26","América do Sul","Brasil","RS","Toropi","próximo do limite com Jari","-54.228099822998","-29.4783000946045",NA,"erva com 40 cm de altura; flores liguladas alaranjadas; pequena população em campo ralo em sub-bosque de plantio de eucalipto, onde antigamente era campo",NA,NA,NA,NA,"15764","auto",NA,NA,"2014","01","26",NA,NA,NA,NA,NA
"136","2021-02-08 12:38:38-03","UFRGS","ICN","133835","S","Plantae","Dicotyledon",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Ritter, MR","Ritter, MR","1307","2001","01","23","América do Sul","Brasil","SC","Lages",NA,"-50.326099395752","-27.8160991668701",NA,"Espécie ameaçada de extinção (Vulnerável).",NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-03-22 16:23:00-03","FEPAGRO","BLA","17827","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","M. Ritter","M. Ritter",NA,"2018","01","08",NA,"Brasil","Rio Grande do Sul","Viamão","Estação Experimental Fepagro","-51.022479","-30.041871",NA,"Ameaçada de extinção; RaraHabitat: campo (neossolo litólico) <ll>dwc_commonname:</ll> cravo-do-campo-vermelho","BLA017827",NA,NA,NA,NA,NA,NA,NA,"2018","01","08","-51.022479","-30.041871",NA,NA,NA
"138","2021-02-18 17:08:23-03","FEPAGRO","BLA","3124","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","C. Mondin","A. Kappel",NA,"1963","02","15",NA,"Brasil","Rio Grande do Sul","Vacaria",NA,"-50.9338989257812","-28.5121994018555",NA,"Habitat: Em campo","BLA003124",NA,NA,NA,"63451","auto",NA,NA,"1994","05","01",NA,NA,NA,NA,NA
"139","2020-05-19 11:37:52-03","FEPAGRO","BLA","13283","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","C. Mondin","A. Pott",NA,"1973","02","18",NA,"Brasil","Santa Catarina","Lages","Estrada para Passo do Socorro","-50.326099395752","-27.8160991668701",NA,NA,"BLA013283",NA,NA,NA,"70701","auto",NA,NA,"1994","05","24",NA,NA,NA,NA,NA
"140","2019-10-04 16:06:45-03","MCN-FZBRS","HAS","64586","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.",NA,"Silveira, N.","5220","1988","02",NA,NA,"Brasil","Rio Grande do Sul","Bom Jesus","São José dos Ausentes,","-50.4166984558105","-28.6678009033203",NA,"cravo-do-campo-vermelho; Flor laranja com centro amarelado. Aquênios imaturos. Ornamental.","HAS0064586",NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2019-10-04 16:06:45-03","MCN-FZBRS","HAS","64563","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.",NA,"Mattos, J.","s.n.","1977","03",NA,NA,"Brasil","Rio Grande do Sul","Dom Feliciano","Perto de Dom Feliciano,","-52.1074981689453","-30.7042007446289",NA,"cravo-do-campo-vermelho; Flor roxa com uma face avermelhada e a outra cinza-clara.","HAS0064563",NA,NA,NA,"44660","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-10-04 16:06:45-03","MCN-FZBRS","HAS","19490","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.",NA,"Abruzzi, M.L.","925","1984","01",NA,NA,"Brasil","Rio Grande do Sul","Encruzilhada do Sul","Estrada entre Encruzilhada do Sul e Vau dos Prestes","-52.521900177002","-30.5438995361328",NA,"cravo-do-campo-vermelho; Flores vermelhas, uso medicinal..","HAS0019490",NA,NA,NA,"62084","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-08-26 10:48:25-03","MCN-FZBRS","HAS","19803","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.",NA,"Bueno, O.","3852","1984","11",NA,NA,"Brasil","Rio Grande do Sul","Fontoura Xavier","Km 262 da BR 386.","-52.3457984924316","-28.9827995300293",NA,"Erva com flores grenás; rara; Em campo pedregoso; em beira de estrada não mexido.","HAS0019803",NA,NA,NA,"20220","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2019-10-04 16:06:45-03","MCN-FZBRS","HAS","20537","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.",NA,"Martins, S.A.","433","1984","09",NA,NA,"Brasil","Rio Grande do Sul","Gravataí","Estrada Gravataí-Glorinha, Km 19, parada 107","-50.9919013977051","-29.9444007873535",NA,"cravo-do-campo-vermelho; Erva com roseta basal, inflorescência grande e vistosa, lígulas vermelhas, tubulares laranjas.","HAS0020537",NA,NA,NA,"25424","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2019-10-04 16:06:45-03","MCN-FZBRS","HAS","64576","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.",NA,"Mattos, J.","18141","1978","01",NA,NA,"Brasil","Rio Grande do Sul","Júlio de Castilhos","À 20 km N de Santa Maria,","-53.6817016601562","-29.226900100708",NA,"cravo-do-campo-vermelho; Inflorescência vermelha.","HAS0064576",NA,NA,NA,"41205","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2019-10-04 16:06:45-03","MCN-FZBRS","HAS","62256","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.",NA,"Boeira, C.","s.n.","1953",NA,NA,NA,"Brasil","Rio Grande do Sul","Pelotas","Pelotas,","-52.3424987792969","-31.771900177002",NA,"cravo-do-campo-vermelho; Em Perigo","HAS0062256",NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2019-10-04 16:06:45-03","MCN-FZBRS","HAS","20639","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.",NA,"Martins, S.A.","488","1985","04",NA,NA,"Brasil","Rio Grande do Sul","Santa Maria (Entre Itaara e São Martinho da Serra - RS)","Reserva Biológica do Ibicuí-Mirim. Rincão das Pedras.",NA,NA,NA,"Campo sujo, margem esquerda da barragem, pedregoso. Erva ereta, flor vermelha, folhas discolores, pouco numeroso, disperso.","HAS0020639",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2019-10-04 16:06:45-03","MCN-FZBRS","HAS","45585","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Schmidt, R.","Schmidt, R.","1278","2006","01",NA,NA,"Brasil","Rio Grande do Sul","São Francisco de Paula (Jaquirana - RS)","Campos de Cima da Serra; Passo do S; Parque Estadual do Tainhas",NA,NA,NA,"; campo; erva;","HAS0045585",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2019-10-04 16:06:45-03","MCN-FZBRS","HAS","64580","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.",NA,"Mattos, J.","16736","1977","02",NA,NA,"Brasil","Rio Grande do Sul","Vacaria","Estação Experimental, à 7 km da rodovia Vacaria-Bom Jesus","-50.9338989257812","-28.5121994018555",NA,"cravo-do-campo-vermelho; Inflorescência avermelhada.","HAS0064580",NA,NA,NA,"63451","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2019-10-04 16:06:45-03","MCN-FZBRS","HAS","64585","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.",NA,"Mattos, J.","4451","1957","01",NA,NA,"Brasil","Santa Catarina","São Joaquim","Perto de São Joaquim,","-49.9317016601562","-28.2938995361328",NA,"cravo-do-campo-vermelho; Inflorescência vermelha.","HAS0064585",NA,NA,NA,"48290","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2019-10-04 16:06:45-03","MCN-FZBRS","HAS","64559","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.",NA,"Mattos, J.","s.n.","1966","02",NA,NA,"Brasil","Santa Catarina","São Joaquim","Perto do Cruzeiro,","-49.9317016601562","-28.2938995361328",NA,"cravo-do-campo-vermelho; Flores vermelhas, mais claras na face externa.","HAS0064559",NA,NA,NA,"48290","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2019-11-21 10:01:29-03","IBt","SP","50819","S","Plantae",NA,NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Monge, M","Rambo, B","620","1933","07","26",NA,"Brasil","Rio Grande do Sul",NA,"Pareci Velho, Caí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","12",NA,NA,NA,NA,NA,NA
"153","2019-11-21 10:01:29-03","IBt","SP","84995","S","Plantae",NA,NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Monge, M","Bordo, A","36","1966","01","14",NA,"Brasil","São Paulo","São Paulo","Água Funda","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,"2010","12",NA,NA,NA,NA,NA,NA
"154","2019-11-21 10:01:29-03","IBt","SP","42568","S","Plantae",NA,NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Monge, M","Glasawer, F","102","1940","03","12",NA,"Brasil","São Paulo","São Paulo","Bosque da Saúde","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,"2010","12",NA,NA,NA,NA,NA,NA
"155","2019-11-21 10:01:29-03","IBt","SP","17026","S","Plantae",NA,NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Monge, M","Luederwaldt, H","69","1907","06",NA,NA,"Brasil","São Paulo","São Paulo","Ipiranga","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,"2010","12",NA,NA,NA,NA,NA,NA
"156","2019-11-21 10:01:29-03","IBt","SP","6086","S","Plantae",NA,NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Monge, M","Hoehne, FC","s.n.","1924","04","02",NA,"Brasil","São Paulo","São Paulo","Ipiranga","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,"2010","12",NA,NA,NA,NA,NA,NA
"157","2019-11-21 10:01:29-03","IBt","SP","17029","S","Plantae",NA,NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","Monge, M","Edwall, G","CGG2520","1894","05","21",NA,"Brasil","São Paulo","São Paulo","Monumento do Ipiranga","-46.6300010681152","-23.5400009155273",NA,NA,"SP023722","SP023722",NA,NA,"53584","auto",NA,NA,"2010","12",NA,NA,NA,NA,NA,NA
"158","2014-09-23 10:56:53-03","G","G","G00308200","S","Plantae",NA,NA,"Asteraceae","Trichocline","macrocephala","Trichocline macrocephala","Less.","?","Perdonnet, G.","389",NA,NA,NA,"AMERIQUE DU SUD","Brazil",NA,NA,NA,"-53.08972222","-10.77305556",NA,"Coordinate uncertainty: Precision at the level of country Image URL: No picture available on the institution's web site","G00308200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,NA
