"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","minimumElevationInMeters","maximumElevationInMeters","typeStatus","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount"
"11","2020-11-04 11:11:51-03","ESALQ","ESA","78590","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cinnamomum","stenophyllum","Cinnamomum stenophyllum","(Meisn.) Vattino-Gil","Baitello, J.B.","Viani, R.A.G. ; Baitello, J.B.","27.0",NA,"Brasil","Paraná","Telêmaco Borba",NA,"-50.6156005859375","-24.3239002227783",NA,NA,"ESA078590",NA,"1999","10","17",NA,NA,NA,"35037","auto",NA,NA,NA,NA,NA,NA,NA
"12","2020-11-04 11:11:51-03","ESALQ","ESA","78559","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cinnamomum","stenophyllum","Cinnamomum stenophyllum","(Meisn.) Vattino-Gil","Baitello, J.B.","Viani, R.A.G. ; Baitello, J.B.","27.0",NA,"Brasil","Paraná","Telêmaco Borba",NA,"-50.6156005859375","-24.3239002227783",NA,NA,"ESA078559",NA,"1999","10","17",NA,NA,NA,"35037","auto",NA,NA,NA,NA,NA,NA,NA
"13","2019-02-15 11:40:49-02","IPA","IPA","9328","S","Plantae","Plantae",NA,"Lauraceae","Cinnamomum","stenophyllum","Cinnamomum stenophyllum","(Meisn.) Vattimo-Gil","Moraes, P.L.R.","Pickel, B.","4549","Southern America","Brasil","São Paulo","São Paulo","Chácara dos Morrinhos, na mata.","-46.6300010681152","-23.5400009155273",NA,NA,"IPA0009328",NA,"1940","01","18",NA,NA,NA,"53584","auto",NA,"2014","02","10",NA,NA,NA
"14","2019-02-15 11:40:49-02","IPA","IPA","32211","S","Plantae","Plantae",NA,"Lauraceae","Cinnamomum","stenophyllum","Cinnamomum stenophyllum","(Meisn.) Vattimo-Gil","Moraes, P.L.R.","Hoehne, W.","2340","Southern America","Brasil","São Paulo","São Paulo","Parque do Estado","-46.6300010681152","-23.5400009155273",NA,"Árvore.","IPA0032211",NA,"1946","11","22",NA,NA,NA,"53584","auto",NA,"2014","02","10",NA,NA,NA
"15","2019-02-15 11:40:49-02","IPA","IPA","62932","S","Plantae","Plantae",NA,"Lauraceae","Cinnamomum","stenophyllum","Cinnamomum stenophyllum","(Meisn.) Vattimo-Gil","Moraes, P.L.R.","Hoehne, W.","2340","Southern America","Brasil","São Paulo","São Paulo","Parque do Estado","-46.6300010681152","-23.5400009155273",NA,NA,"IPA0062932",NA,"1946","11","22",NA,NA,NA,"53584","auto",NA,"2014","02","10",NA,NA,NA
"16","2021-03-01 16:32:22-03","UNICAMP","UEC","115003","S","Plantae","Magnoliopsida",NA,"Lauraceae","Cinnamomum","stenophyllum","Cinnamomum stenophyllum","(Meisn.) Vattimo","Cardoso-Leite, E","Leite, EC","723",NA,"Brazil","São Paulo","Jundiaí","Reserva Biológica Municipal da Serra do Japi.","-46.25","-23.766667",NA,"10m.","UEC005536","UEC005536","1998","06","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-46.25","-23.766667",NA
"17","2021-03-01 16:32:22-03","UNICAMP","UEC","40638","S","Plantae","Magnoliopsida",NA,"Lauraceae","Cinnamomum","stenophyllum","Cinnamomum stenophyllum","(Meisn.) Vattimo","Baitello, JB","Morellato-Fonzar, LPC; Rodrigues, RR","16803",NA,"Brazil","São Paulo","Jundiaí","Serra do Japi, Mirante.","-46.8800010681152","-23.1800003051758",NA,"Árvore, 6m de altura, frutos maduros, cor verde.","UEC005533","UEC005533","1984","12","19",NA,NA,NA,"17840","auto",NA,"1988","08","09",NA,NA,NA
"18","2021-03-01 16:32:22-03","UNICAMP","UEC","36322","S","Plantae","Magnoliopsida",NA,"Lauraceae","Cinnamomum","stenophyllum","Cinnamomum stenophyllum","(Meisn.) Vattimo","Lorea, FG","Morellato-Fonzar, LPC; Rodrigues, RR","16555",NA,"Brazil","São Paulo","Jundiaí","Serra do Japi, Mirante.","-46.8800010681152","-23.1800003051758",NA,"Árvore 7,5m. de altura; flores amareladas.","UEC005534","UEC005534","1984","09","03",NA,NA,NA,"17840","auto",NA,"1995","02",NA,NA,NA,NA
"19","2013-04-01 09:19:08-03","IPT","BCTW","3371","S","Plantae","Magnoliophyta",NA,NA,"Persea","stenophylla","Persea stenophylla","Meisn.",NA,NA,NA,NA,"Brasil","Santa Catarina","Rio do Sul",NA,"-49.6431","-27.2142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15163","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"20","2013-04-01 09:19:08-03","IPT","BCTW","3370","S","Plantae","Magnoliophyta",NA,NA,"Persea","stenophylla","Persea stenophylla","Meisn.",NA,NA,NA,NA,"Brasil","Santa Catarina","Rio do Sul",NA,"-49.6431","-27.2142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15163","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"21","2013-04-01 09:19:08-03","IPT","BCTW","3308","S","Plantae","Magnoliophyta",NA,NA,"Persea","stenophylla","Persea stenophylla","Meisn.",NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:30:44-03","MBM","MBM","156159","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cinnamomum","stenophyllum","Cinnamomum stenophyllum","(Meisn.) Kosterm.","Baitello, J.B.","Robim, M.J.","397","Southern America","Brazil","São Paulo","Campos do Jordão","Parque Estadual","-45.5900001525879","-22.7299995422363",NA,NA,"MBM156159","MBM156159",NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA
"23","2020-12-11 11:37:00-03","UFMG","BHCB","42600","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Cinnamomum","stenophyllum","Cinnamomum stenophyllum","(Meisn.) Vattimo-Gil",NA,"Hoehne, W","2340","Southern America","Brasil","São Paulo","São Paulo","Parque do Estado de São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"1946","11","22",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"24","2021-02-11 17:19:19-03","UFPR","UPCB","79530","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cinnamomum","stenophyllum","Cinnamomum stenophyllum","(Meins.) Vattimo","Brotto, M.L.","Dunaiski Jr, A.","1334",NA,"Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,"Árvore de 4m, flores cremes..",NA,NA,"1999","05","12",NA,NA,NA,"27346","auto",NA,"2008","09","11",NA,NA,NA
"25","2015-10-31 05:50:00-02","MO","MOBOT","2164307","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cinnamomum","stenophyllum","Cinnamomum stenophyllum","(Meisn.) Vattimo-Gil","F.G. Lorea-Hernández","Wilson Hoehne","Hoehne 2340","South America","Brazil","São Paulo",NA,"São Paulo: Parque do Estado.",NA,NA,NA,NA,NA,NA,"1946","11","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-08-31 09:11:04-03","INPA","INPA","140071","S","Plantae","Dicotyledon Magnoliids","Laurales","Lauraceae","Cinnamomum","stenophyllum","Cinnamomum stenophyllum","(Meisn.) Vattimo-Gil","Vattimo, Í","Duarte, AP","2654","Southern America","Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Serra do Cipó, Km 130, 1100msm, margem do rio.","-43.619167","-19.349167",NA,NA,"INPA0140071","INPA0140071 INPA0140071_e","1953","04","26","804","804",NA,NA,NA,NA,"1978",NA,NA,"-43.619167","-19.349167",NA
"27","2017-11-24 14:11:07-02","UFLA","ESAL","1030","S","Plantae",NA,NA,"Lauraceae","Cinnamomum","stenophyllum","Cinnamomum stenophyllum","(Meisn.) Vattimo-Gil","F. C. Hoehne","Hoehne, FC","28.317",NA,"Brasil","São Paulo","São Paulo","Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,"; ; ;",NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"28","2020-09-12 05:00:02-03","US","US","63226","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Persea","stenophylla","Persea stenophylla","Meisn. in DC.",NA,"L. Riedel","1587","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"US00099149","US00099149_01",NA,NA,NA,NA,NA,"Isotype",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"29","2020-09-02 16:30:18-03","Cenargen","CEN","38008","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cinnamomum","stenophyllum","Cinnamomum stenophyllum","(Meisn.) Vattimo-Gil","J. B. Baitello","R. A. G. Viani","27",NA,"Brasil","PR","TELEMACO BORBA","Estrda Tibagi - Telêmaco em frente a vila rural.","-50.6156005859375","-24.3239002227783","Exsicatas","Doação da Universidade Estadual de Londrina. Departamento de Biologia Animal e Vegetal. Herbário FUEL (25986).","CEN00038008","CEN00038008","1999","10","17",NA,NA,NA,"35037","auto",NA,"1999",NA,NA,NA,NA,"1"
"30","2019-11-13 11:21:01-03","USP","SPF","117923","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cinnamomum","stenophyllum","Cinnamomum stenophyllum","(Meisn.) Vattimo-Gil","Lorea-Hernández, FG","Garcia, RJF","387",NA,"Brasil","São Paulo","São Paulo","Parque Santo Dias, Trilha da Figueira, próximo ao rio.","-46.7725","-23.663056",NA,NA,"SPF00117923",NA,"1994","05","26",NA,NA,NA,NA,NA,NA,"1997","06",NA,"-46.7725","-23.663056",NA
"31","2019-11-13 11:21:01-03","USP","SPF","117924","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cinnamomum","stenophyllum","Cinnamomum stenophyllum","(Meisn.) Vattimo-Gil","Lorea-Hernández, FG","Garcia, RJF","390",NA,"Brasil","São Paulo","São Paulo","Parque Santo Dias","-46.7725","-23.663056",NA,NA,"SPF00117924",NA,"1993","04","29",NA,NA,NA,NA,NA,NA,"1997","06",NA,"-46.7725","-23.663056",NA
"32","2019-11-13 11:21:01-03","USP","SPF","11673","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cinnamomum","stenophyllum","Cinnamomum stenophyllum","(Meisn.) Vattimo-Gil","Lorea-Hernández, FG","Hoehne, W","2340",NA,"Brasil","São Paulo","São Paulo","Parque do Estado","-46.6300010681152","-23.5400009155273",NA,NA,"SPF00011673",NA,"1946","11","22",NA,NA,NA,"53584","auto",NA,"1997","06",NA,NA,NA,NA
"33","2021-03-25 13:52:21-03","UNIVILLE","JOI","2023","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cinnamomum","stenophyllum","Cinnamomum stenophyllum","(Meisn.) Vattimo-Gil","J.B. Baitello","D.A. Estevan et al.","41",NA,"Brasil","Paraná","Telêmaco Borba","Em frente a Vila Rural Santa Rosa.","-50.6156005859375","-24.3239002227783",NA,"; HABITAT: beira da mata; HABITO: Árvore","JOI002023",NA,"1999","10","17",NA,NA,NA,"35037","auto",NA,"1999","01","01",NA,NA,NA
"34","2021-03-25 13:52:21-03","UNIVILLE","JOI","2036","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cinnamomum","stenophyllum","Cinnamomum stenophyllum","(Meisn.) Vattimo-Gil","J.B. Baitello","R.A.G. Viani","27",NA,"Brasil","Paraná","Telêmaco Borba","Estrada Tibaji-Telêmaco, na frente a Vila rural.","-50.6156005859375","-24.3239002227783",NA,"; HABITO: Árvore","JOI002036",NA,"1999","10","17",NA,NA,NA,"35037","auto",NA,"1999","01","01",NA,NA,NA
"35","2019-10-07 09:22:56-03","UEFS","HUEFS","32112","PreservedSpecimen","Plantae","Angiospermae","Laurales","Lauraceae","Cinnamomum","stenophyllum","Cinnamomum stenophyllum","(Meisn.) Vattimo-Gil","P.Moraes","Hoehne, W.","2340",NA,"Brasil","São Paulo",NA,"Parque do Estado de S.P.",NA,NA,NA,NA,"HUEFS0032112","HUEFS0032112","1946","11","22",NA,NA,NA,NA,NA,"Magnolianae","2010","03",NA,NA,NA,NA
"36","2015-03-07 08:32:40-03","F","FMNH-SEEDPLANTS","V0151896F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lauraceae","Cinnamomum","stenophyllum","Cinnamomum stenophyllum",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0151896F","V0151896F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"37","2015-03-07 08:33:28-03","F","FMNH-SEEDPLANTS","V0155617F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lauraceae","Cinnamomum","stenophyllum","Cinnamomum stenophyllum",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0155617F","V0155617F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"38","2020-09-22 13:48:40-03","USP","SPFW","4047","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Persea","stenophylla","Persea stenophylla","Meisn.",NA,"Sem coletor","s.n.",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-09-22 13:48:40-03","USP","SPFW","4059","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Persea","stenophylla","Persea stenophylla","Meisn.",NA,"Sem coletor","s.n.",NA,"Brasil","Santa Catarina","Rio do Sul",NA,"-49.6431007385254","-27.2141990661621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15163","auto",NA,NA,NA,NA,NA,NA,NA
"40","2020-09-22 13:48:40-03","USP","SPFW","4057","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Persea","stenophylla","Persea stenophylla","Meisn.",NA,"Sem coletor","s.n.",NA,"Brasil","Santa Catarina","Rio do Sul",NA,"-49.6431007385254","-27.2141990661621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15163","auto",NA,NA,NA,NA,NA,NA,NA
"41","2019-07-02 15:55:31-03","UEM","HUEM","10750","S","Plantae",NA,NA,"Lauraceae","Cinnamomum","stenophyllum","Cinnamomum stenophyllum","(Meisn.) Vattimo-Gil","J.B. Baitello","M.M.Los","44",NA,"Brasil","Paraná","Colombo","Floresta Ombrófila Mista","-49.2242012023926","-25.2917003631592",NA,"Mata Mesófila Semidecídua.","HUEM000004880","HUEM000004880","1982","02","11",NA,NA,NA,"13536","auto",NA,"1987","09","09",NA,NA,NA
"42","2020-11-12 17:00:37-03","UEL","FUEL","33572","PreservedSpecimen","Plantae","Tracheophyta","Laurales","Lauraceae","Cinnamomum","stenophyllum","Cinnamomum stenophyllum","(Meisn.) Vattimo-Gil","Lorea, FG","Arbocz, GF","897",NA,"Brasil","São Paulo","Joanópolis","Cachoeira dos Pretos","-46.2700004577637","-22.9300003051758",NA,NA,"FUEL006407",NA,"1994","10","14","300","300",NA,"22329","auto",NA,"1997","06","23",NA,NA,NA
"43","2019-05-06 11:58:23-03","UFU","HUFU","65985","S","Plantae",NA,NA,"Lauraceae","Cinnamomum","stenophyllum","Cinnamomum stenophyllum","(Meisn.) Vattimo-Gil",NA,"Gimenes, L.L.S.","s.n.",NA,"Brasil","Minas Gerais","Caldas","Pedra Branca","-46.386100769043","-21.9235992431641",NA,"Arbóreo. Inflorecência branca.; Borda mata ciliar.","HUFU00011970","HUFU00011970","2006","09","30",NA,NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA,NA
"44","2019-05-06 11:58:23-03","UFU","HUFU","25398","S","Plantae",NA,NA,"Lauraceae","Cinnamomum","stenophyllum","Cinnamomum stenophyllum","(Meisn.) Vattimo-Gil","Baitello, J.B.","Viani, R.A.G.; Baitello, J.B.","27",NA,"Brasil","Paraná","Telêmaco Borba","Estrada Tibagi - Telêmaco, Em frente a Vila Rural.","-50.6156005859375","-24.3239002227783",NA,"Árvore, ca. 4 m. Botões florais creme esverdeados.","HUFU00011963","HUFU00011963","1999","10","17",NA,NA,NA,"35037","auto",NA,"1999",NA,NA,NA,NA,NA
"45","2021-03-04 15:43:52-03","IF","SPSF","26612","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cinnamomum","stenophyllum","Cinnamomum stenophyllum",NA,NA,"M.M.Los","44","América do Sul","Brasil","PR","Colombo","Floresta Ombrófila Mista","-49.2242012023926","-25.2917003631592",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"1982","02","11",NA,NA,NA,"13536","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"46","2021-03-04 15:43:52-03","IF","SPSF","02001","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cinnamomum","stenophyllum","Cinnamomum stenophyllum",NA,NA,"B.Hettfleisch",NA,"América do Sul","Brasil","SP","Guarulhos","Gopouva","-46.5299987792969","-23.4599990844727",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata&nf;;",NA,NA,"1944","12","19",NA,NA,NA,"26398","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"47","2021-03-04 15:43:52-03","IF","SPSF","17257","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cinnamomum","stenophyllum","Cinnamomum stenophyllum",NA,NA,"V.C.Souza","4774","América do Sul","Brasil","SP","Itararé","fazenda Santa Andreia","-49.3400001525879","-24.1100006103516",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"1993","11","27",NA,NA,NA,"27729","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"48","2021-03-04 15:43:52-03","IF","SPSF","40978","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cinnamomum","stenophyllum","Cinnamomum stenophyllum","(Meisn.) I.deVattimo","R.Tsuji","R.Tsuji","2102","América do Sul","Brasil","SP","Pardinho","proximidades da entrada do município","-48.3699989318848","-23.0799999237061",NA,"COLETA: Árvore 10m altura, flores esverdeadas.; GEOGRAFIA: Acesso entra a SP-300, sentido Pardinho;",NA,NA,"2007","09","04",NA,NA,NA,"14628","auto","Magnoliopsida","2007","09","04",NA,NA,NA
"49","2021-03-04 15:43:52-03","IF","SPSF","43500","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cinnamomum","stenophyllum","Cinnamomum stenophyllum","(Meisn.) Vattimo-Gil","J.B.Baitello","E.J.Lucas & F.F.Mazine & N.A.Brummitt & C.P.Caliari","443","América do Sul","Brasil","SP","Cunha","Distrito de Campos Novos","-44.798056","-22.932778",NA,"COLETA: Campo de Altitude, predominância de candeia (Eremanthus).&nf;Árvore 5m, cúpula e frutos imaturos de cor verde.; GEOGRAFIA: Estrada entre Campos Novos e Sete Cabeças.;",NA,NA,"2006","11","17","1075","1075",NA,NA,NA,"Magnoliopsida","2010","04","19",NA,NA,NA
"50","2021-03-04 15:43:53-03","IF","SPSF","53354","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cinnamomum","stenophyllum","Cinnamomum stenophyllum","(Meisn.) Vattimo-Gil","J.B. Baitello","J.B. Baitello et al.","2791","América do Sul","Brasil","SP","Itararé","Estação Experimental de Itararé","-49.178333","-24.2275",NA,"COLETA: Árvore de 3,5m de altura. Flores creme esverdeada.; GEOGRAFIA: Vegetação de Campo.;",NA,NA,"2014","11","05","1030","1030",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"51","2021-03-04 15:43:52-03","IF","SPSF","08035","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cinnamomum","stenophyllum","Cinnamomum stenophyllum",NA,NA,"J.E.R.Collares","63","América do Sul","Brasil","SP","Campos do Jordão","P.E. de Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"1980","09","27",NA,NA,NA,"21048","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"52","2021-03-04 15:43:52-03","IF","SPSF","09487","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cinnamomum","stenophyllum","Cinnamomum stenophyllum",NA,NA,"M.J.Robim","324","América do Sul","Brasil","SP","Campos do Jordão","P.E. de Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"1985","10","08",NA,NA,NA,"21048","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"53","2021-03-04 15:43:52-03","IF","SPSF","08952","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cinnamomum","stenophyllum","Cinnamomum stenophyllum",NA,NA,"W.Hoehne","2340","América do Sul","Brasil","SP","São Paulo","Parque do Estado","-46.6300010681152","-23.5400009155273",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"1946","11","22",NA,NA,NA,"53584","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
