"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","typeStatus","fieldNumber","previousCatalogNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","669939","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","N. F. F. MacLeish","R. P. Belém","3077","1967","01","12","South America","Brazil","Bahia","Maraú","Maraú","-39","-14.1333","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=392808' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669939","NY00669939_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","669947","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","Á. L. Cabrera","J. B. E. Pohl","368","1817","11",NA,"South America","Brazil","Rio de Janeiro",NA,"Rio de Janeiro",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=392818' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669947","NY00669947_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","669945","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","N. F. F. MacLeish","J. S. Blanchet","724","1831",NA,NA,"South America","Brazil","Bahia",NA,"In Brasilia tropica circa Bahia",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=392813' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669945","NY00669945_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","669948","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","G. M. Barroso","G. F. J. Pabst","8290","1961","11","22","South America","Brazil","Rio de Janeiro",NA,"Guanabara, Ilha do Governador, Jardim Guanabara","-43.200892","-22.812325","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=392805' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669948","NY00669948_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","669946","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","N. F. F. MacLeish","W. J. Burchell","1679","1826","01","26","South America","Brazil","Rio de Janeiro",NA,"Morro da Ladira",NA,NA,"sheet","Catalogus Geographicus Plantarum Brasiliae Tropicae <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=392814' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669946","NY00669946_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","669941","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","N. F. F. MacLeish","A. F. Regnell","120",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,"Rio de Janeiro",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=392810' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669941","NY00669941_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","669936","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","Á. L. Cabrera","J. B. E. Pohl","368","1817","11",NA,"South America","Brazil","Rio de Janeiro",NA,"Circa Rio de Janeiro","-43.448386","-22.913514","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=392817' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669936","NY00669936_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","669937","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","H. E. Robinson","J. P. P. Carauta","1248","1970","11","01","South America","Brazil","Rio de Janeiro",NA,"Guanabara, Morro de Sao Joao, encosta de Botafogo",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=392804' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669937","NY00669937_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","669942","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","N. F. F. MacLeish","A. F. C. P. Saint-Hilaire","Catal. C¦127","1816",NA,NA,"South America","Brazil","Rio Grande do Sul",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=392811' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669942","NY00669942_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","669935","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","N. F. F. MacLeish","N. F. F. MacLeish","669","1980","09","24","South America","Brazil","Rio de Janeiro","Teresópolis","Serra dos Orgaos, 1 km from entrance to Museo von Martius towards Rio de Janeiro on RT 116","-42.9656","-22.4122","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=392806' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669935","NY00669935_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","669950","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","N. F. F. MacLeish","L. Riedel",NA,NA,NA,NA,"South America","Brazil",NA,NA,"{From protologue: Ad Serra da Piedade]",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=392815' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669950","NY00669950_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","669938","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","N. F. F. MacLeish","J. S. Blanchet","3287","1841",NA,NA,"South America","Brazil","Bahia","Jacobina","Jacobina","-40.5181","-11.1808","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=392807' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669938","NY00669938_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","03687174","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.",NA,"L. Nusbaumer","4234","2014","10","24","South America","Brazil","Alagoas","Quebrangulo","Reserva Biológica da Pedra Talhada. localité de Quebrangulo","-36.445917","-9.230181","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2952267' target='other'> <mi>dwc_moreinfo</mi></a>","NY03687174","NY03687174_01","670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","669944","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","N. F. F. MacLeish","Wilkes Expedition",NA,"1838",NA,NA,"South America","Brazil","Rio de Janeiro",NA,"Near Rio Janeiro","-43.448386","-22.913514","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=392812' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669944","NY00669944_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","02886309","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","R. C. R. C. Batista","P. Fiaschi","2074","2004","03","19","South America","Brazil","Bahia","Itacaré","Estrada de Itacaré/Barra Grande, depois da sede de Maraú.","-38.9494","-13.9842","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2475272' target='other'> <mi>dwc_moreinfo</mi></a>","NY02886309","NY02886309_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","02482438","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","brasiliensis","Eremanthus brasiliensis","(Gardner) MacLeish",NA,"A. F. M. Glaziou","14968",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2711377' target='other'> <mi>dwc_moreinfo</mi></a>","NY02482438","NY02482438_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-02-18 09:28:44-03","UNESP-IBB","BOTU","26802","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","Mange, M.","Guedes, M.L.","6368","1995","12","11",NA,"Brasil","Bahia","Itaparica",NA,NA,NA,NA,"Arbusto, escandente, folhas membranáceas, discolores. Inflorescência em capítulo roséa. ocasional","BOTU026802","BOTU026802",NA,NA,"2011","10","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-06-29 11:29:11-03","UFRJ","RFA","24081","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","C.M. Vieira","F.M. de B. Pereira; G. Souza; J.A.F. Nogeira; M.R. Gomes; A. Campbell","112","2000","02","27",NA,"Brasil","Rio de Janeiro","Guapimirim","Fazenda do Portinho - Fazendas consorciadas","-42.899444","-22.555556",NA,"Herbácea 0,9 m de altura; 0,8 m de diâmetro, ruderal, heliófila, abundante no local","RFA47213",NA,NA,NA,"2000",NA,"42º53'58''W","22º33'20''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-13 09:18:58-03","UFRJ","RFA","24991","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","R.L. Esteves","F.B. Pereira","47/22","2000","07","21",NA,"Brasil","Rio de Janeiro","Guapimirim","Fazenda São Francisco de Paula","-42.95","-22.587222",NA,"Arbusto 4 m de altura, 3 cm de DAP; flores brancas perfumadas, folha verde, rara no local","RFA47209",NA,"23","23","2000","10","42º57'W","22º35'14''S","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-13 09:18:58-03","UFRJ","RFA","26408","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","R. Esteves","A. Quinet","56/67","2001","01","26",NA,"Brasil","Rio de Janeiro","Magé","Distrito de Piabetá, estrada do Matão","-43.123611","-22.566667",NA,"Liana 6 m de altura, 56 cm de DAP; folhas verdes discolores, frutos verdes","RFA47214",NA,"150","150","2001","09","43º7'25''W","22º34'0''S","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-13 09:18:58-03","UFRJ","RFA","27252","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","R. Esteves","F.B. Pereira","28/80","2001","03","20",NA,"Brasil","Rio de Janeiro","Guapimirim","Fazendas Consorciadas","-42.911111","-22.585833",NA,"Arbusto 2 m de altura; 3 cm de DAP, folha verde, flor branca, comum no local","RFA47211",NA,"22","22","2001","09","42º54'40''W","22º35'9''S","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-13 09:18:58-03","UFRJ","RFA","29231","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.",NA,"Flavio Britto Pereira","65/92","2001","05","15",NA,"Brasil","Rio de Janeiro","Silva Jardim","Distrito de Gaviões, Fazendas Novo Horizonte e Águas Claras","-42.497222","-22.555",NA,"Planta trepadeira, folha verde, flor branca, comum no local","RFA37458",NA,"119","119",NA,NA,"42º29'50''W","22º33'18''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-06-29 11:29:11-03","UFRJ","RFA","18142","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","G.M Barroso","F.B Ramalho","205","1973","05","15",NA,"Brasil","Bahia","Morro do Chapéu","Fazenda Cachoeira","-41.1561012268066","-11.5500001907349",NA,"Arvore + - 5 m de altura, flores lilazes, perfume leve, agradável .","RFA15369",NA,NA,NA,"1973","12",NA,NA,"26","98143","auto",NA,NA,NA,NA,NA,NA,NA
"34","2020-06-29 11:29:11-03","UFRJ","RFA","21902","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","G.M. Barroso","A.A.M. de Barros; K. Tanizaki 47; Kleber","131","1987","10","17",NA,"Brasil","Rio de Janeiro","Magé","Campo Escola de Escoteiros, mata na trilha para o brejo","-43.040599822998","-22.6527996063232",NA,"Sub-arbusto com 2,50m de altura, flores brancas arroxeadas","RFA18115",NA,NA,NA,NA,NA,NA,NA,NA,"20531","auto",NA,NA,NA,NA,NA,NA,NA
"35","2020-06-29 11:29:23-03","UFRJ","RFA","18707","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Vernonia","brasiliensis","Vernonia brasiliensis","(Spreng.) Less.","Pereira, R. C.; Santos, F. P.","Cézio Pereira","694","1977","07","27",NA,"Brasil","Minas Gerais","Felixlândia",NA,"-44.8988990783691","-18.7581005096436",NA,"Arbusto de 3m., flores alvas","RFA15706",NA,NA,NA,"2005","08",NA,NA,"19","38053","auto",NA,NA,NA,NA,NA,NA,NA
"36","2019-11-19 15:43:15-03","UNEB","HUNEB","1440","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng","N.Roque","Jesus, N.G.","780","1999","02","27",NA,"Brasil","Bahia","Entre Rios","RPPN Fazenda Lontra / Saudade","-40.215556","-12.915278",NA,"Floresta subperenifolia","HUNEB0001440",NA,"120","150","2001","02","40W12'56''","12S54'55''",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"37","2019-11-19 15:43:15-03","UNEB","HUNEB","3959","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","H.P.Bautista","Jesus, N.G.","491","2001","01","16",NA,"Brasil","Bahia","Alagoinhas","Campus II / UNEB","-38.433333","-12.133333",NA,"Floresta Ombrófila secundária densa","HUNEB0003959",NA,"120","150","2001","03","38W26'0''","12S8'0''",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"38","2019-11-19 15:43:15-03","UNEB","HUNEB","4734","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng",NA,"Saar, E.","61","2001","01","26",NA,"Brasil","Bahia","Ipupiara","15 Km de Ipupiara para Mussambê.","-42.6","-11.816667",NA,"Área de transição","HUNEB0004734",NA,NA,NA,NA,NA,"42W36'0''","11S49'0''",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"39","2019-11-19 15:43:15-03","UNEB","HUNEB","4756","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng",NA,"Guedes, M.L.","8172","2001","01","27",NA,"Brasil","Bahia","Barra do Mendes","A 35 Km de Barra do Mendes","-42.05","-11.8",NA,"arbórea","HUNEB0004756",NA,NA,NA,NA,NA,"42W3'0''","11S48'0''",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"40","2019-11-19 15:43:15-03","UNEB","HUNEB","5621","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng",NA,"Guedes, M.L.","2567","1992","02","18",NA,"Brasil","Bahia","Salvador","Área de Pituaçu (UCSal)","-38.42","-12.951667",NA,NA,"HUNEB0005621",NA,NA,NA,NA,NA,"38W25'12''","12S57'6''",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:34:28-03","EAO","IAN","137093","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.",NA,"Belém, RP; Pinheiro, RS","3033","1967","01","09","Southern America","Brasil","Bahia","Itacaré","Mata costeira.","-38.9967002868652","-14.2775001525879",NA,"Arbusto prostrado; inflorescência em frutos.","IAN137093",NA,NA,NA,NA,NA,NA,NA,NA,"41230","auto",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:35:11-03","EAO","IAN","22551","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Vanillosmopsis","brasiliensis","Vanillosmopsis brasiliensis","(Gardner) Sch.Bip.",NA,"Gardner, A","2897",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN022551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:35:11-03","EAO","IAN","24053","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Vanillosmopsis","brasiliensis","Vanillosmopsis brasiliensis","(Gardner) Sch.Bip.",NA,"Gardner, A","2897",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN024053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2013-07-03 10:29:29-03","EBDA","BAH","1116","S","Plantae",NA,NA,"Asteraceae","Albertinia","brasiliensis","Albertinia brasiliensis","Spreng.","Edmundo Pereira","Clotildes F. da Costa",NA,"1956","01","20",NA,"Brasil","Bahia","Ituaçú","Serra do ouro","-41.2967","-13.8133",NA,NA,NA,NA,"800","800","1961","04",NA,NA,NA,"36625","auto",NA,NA,NA,NA,NA,NA,NA
"45","2013-07-03 10:32:19-03","EBDA","BAH","8173","S","Plantae",NA,NA,"Asteraceae","Vanillosmopsis","brasiliensis","Vanillosmopsis brasiliensis","(Gardn.) Sch.Bop.","J. D. C. Arouck Ferreira","Estênio Oliveira,","126","1988","08","18",NA,"Brasil","Bahia","Lençóis","Brasil, Bahia, Lençois, Coqueiro.","-41.39","-12.5631",NA,"Flores lilases. Arbusto + - 3 m de altura, aroma agradável.",NA,NA,NA,NA,"1989","04",NA,NA,NA,"47385","auto",NA,NA,NA,NA,NA,NA,NA
"46","2013-07-03 10:32:19-03","EBDA","BAH","8162","S","Plantae",NA,NA,"Asteraceae","Vernonia","brasiliensis","Vernonia brasiliensis","(L.) Ducke","G. M. Barroso","Estênio Oliveira,","136","1988","09","15",NA,"Brasil","Bahia","Lençóis","Brasil, Bahia, Lençois, Coqueiro.","-41.39","-12.5631",NA,"Flores quando jovens liláses e as mais adultas brancas.",NA,NA,NA,NA,"1989","06",NA,NA,NA,"47385","auto",NA,NA,NA,NA,NA,NA,NA
