"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","typeStatus","infraspecificEpithet"
"143","2019-11-13 11:27:45-03","USP","SPF","23550","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Rossi, L","CFCR3343","1982","04","11",NA,"Brasil","Minas Gerais",NA,"-43.716667","-18.266667","3311","3311",NA,NA,"SPF00023550","SPF00023550","Diamantina","1988","06",NA,NA,NA,"-43.716667","-18.266667",NA,NA,NA,NA,NA
"144","2019-11-13 11:27:45-03","USP","SPF","37692","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Cordeiro, I","CFSC8183","1982","03","23",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.9","-18.916667",NA,NA,NA,NA,"SPF00037692","SPF00037692","Santana de Pirapama","1988","06",NA,NA,NA,"-43.9","-18.916667",NA,NA,NA,NA,NA
"145","2019-11-13 11:27:45-03","USP","SPF","37693","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Amaral, MCE","CFSC8382","1982","04","22",NA,"Brasil","Minas Gerais",NA,"-43.766667","-18.866667",NA,NA,NA,NA,"SPF00037693","SPF00037693","Congonhas do Norte","1988","06",NA,NA,NA,"-43.766667","-18.866667",NA,NA,NA,NA,NA
"146","2019-11-13 11:27:45-03","USP","SPF","37694","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Furlan, A","CFSC8461","1982","04","23",NA,"Brasil","Minas Gerais","Serra da Mangabeira","-43.816667","-18.833333",NA,NA,NA,NA,"SPF00037694","SPF00037694","Congonhas do Norte","1988","06",NA,NA,NA,"-43.816667","-18.833333",NA,NA,NA,NA,NA
"147","2019-11-13 11:27:45-03","USP","SPF","83929","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Arbo, MM","4719","1991","02","09",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.583333","-19.333333","1000","1320",NA,NA,"SPF00083929","SPF00083929","Santana do Riacho","1995","03",NA,NA,NA,"-43.583333","-19.333333",NA,NA,NA,NA,NA
"148","2019-11-13 11:27:45-03","USP","SPF","65532","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Souza, VC","CFSC11620","1989","10","13",NA,"Brasil","Minas Gerais",NA,"-43.4249992370605","-19.0372009277344",NA,NA,NA,NA,"SPF00065532","SPF00065532","Conceição do Mato Dentro","1989","09","60318","auto",NA,NA,NA,NA,NA,NA,NA,NA
"149","2019-11-13 11:27:45-03","USP","SPF","60012","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Menezes, NL","CFSC11053","1988","03","26",NA,"Brasil","Minas Gerais",NA,"-43.4249992370605","-19.0372009277344",NA,NA,NA,NA,"SPF00060012","SPF00060012","Conceição do Mato Dentro","1988","07","60318","auto",NA,NA,NA,NA,NA,NA,NA,NA
"150","2019-11-13 11:27:45-03","USP","SPF","47060","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Souza, VC","CFSC10072","1987","04","13",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.6814002990723","-18.8071994781494",NA,NA,NA,NA,"SPF00047060","SPF00047060","Congonhas do Norte","1988","06","30386","auto",NA,NA,NA,NA,NA,NA,NA,NA
"151","2019-11-13 11:27:45-03","USP","SPF","42618","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Menezes, NL","CFCR9360","1986","01","28",NA,"Brasil","Minas Gerais",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"SPF00042618","SPF00042618","Diamantina","1988","06","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"152","2019-11-13 11:27:45-03","USP","SPF","37571","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Wanderley, MGL","CFCR7764","1985","04","02",NA,"Brasil","Minas Gerais",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"SPF00037571","SPF00037571","Diamantina","1988","06","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"153","2019-11-13 11:27:45-03","USP","SPF","48082","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Hatschbach, G","51123","1987","03","19",NA,"Brasil","Minas Gerais",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"SPF00048082","SPF00048082","Diamantina","1988","06","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"154","2019-11-13 11:27:45-03","USP","SPF","21899","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Giulietti, AM","CFCR2443","1981","10","30",NA,"Brasil","Minas Gerais",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"SPF00021899","SPF00021899","Diamantina","1988","06","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"155","2019-11-13 11:27:45-03","USP","SPF","16278","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Giulietti, AM","94980","1980","04","03",NA,"Brasil","Minas Gerais",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,"Número de coleta também pode ser CFCR 37.","SPF00016278","SPF00016278","Diamantina","1988","06","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"156","2019-11-13 11:27:45-03","USP","SPF","16250","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Giulietti, AM","92180","1980","04","03",NA,"Brasil","Minas Gerais",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"SPF00016250","SPF00016250","Diamantina","1988","06","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"157","2019-11-13 11:27:45-03","USP","SPF","132024","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Forzza, RC","223",NA,NA,NA,NA,"Brasil","Minas Gerais","Serra do Cipó","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,"SPF00132024","SPF00132024","Jaboticatubas","2012","04","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"158","2019-11-13 11:27:45-03","USP","SPF","35909","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Stannard, BL","CFCR6304","1984","11","22",NA,"Brasil","Minas Gerais","Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,NA,NA,"SPF00035909","SPF00035909","Joaquim Felício","1988","06","37503","auto",NA,NA,NA,NA,NA,NA,NA,NA
"159","2019-11-13 11:27:45-03","USP","SPF","23088","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Rossi, L","CFCR1166","1981","04","17",NA,"Brasil","Minas Gerais","Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,NA,NA,"SPF00023088","SPF00023088","Joaquim Felício","1988","06","37503","auto",NA,NA,NA,NA,NA,NA,NA,NA
"160","2019-11-13 11:27:45-03","USP","SPF","48078","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Hatschbach, G","51008","1987","03","17",NA,"Brasil","Minas Gerais",NA,"-43.562198638916","-18.6144008636475",NA,NA,NA,NA,"SPF00048078","SPF00048078","Presidente Kubitschek","1988","06","13347","auto",NA,NA,NA,NA,NA,NA,NA,NA
"161","2019-11-13 11:27:45-03","USP","SPF","129928","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Souza, VC","CFSC9451","1985","12","13",NA,"Brasil","Minas Gerais",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00129928","SPF00129928","Santana do Riacho","1988","06","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"162","2019-11-13 11:27:45-03","USP","SPF","129930","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Souza, VC","CFSC9472","1985","12","14",NA,"Brasil","Minas Gerais",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00129930","SPF00129930","Santana do Riacho","1988","06","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"163","2019-11-13 11:27:45-03","USP","SPF","20129","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Menezes, NL","CFSC7304","1975","10","08",NA,"Brasil","Minas Gerais",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00020129","SPF00020129","Santana do Riacho","1988","06","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"164","2019-11-13 11:27:45-03","USP","SPF","20330","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Cordeiro, I","CFSC7528","1981","10","06",NA,"Brasil","Minas Gerais",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00020330","SPF00020330","Santana do Riacho","1988","06","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"165","2019-11-13 11:27:45-03","USP","SPF","31803","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Oliveira, JDP","CFSC9061","1982","10","23",NA,"Brasil","Minas Gerais",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00031803","SPF00031803","Santana do Riacho","1988","06","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"166","2019-11-13 11:27:45-03","USP","SPF","37699","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Kawasaki, ML","CFSC9145","1983","11","05",NA,"Brasil","Minas Gerais",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00037699","SPF00037699","Santana do Riacho","1988","06","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"167","2019-11-13 11:27:45-03","USP","SPF","37715","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Daniel, TF","2300","1982","02","14",NA,"Brasil","Minas Gerais",NA,"-43.7144012451172","-19.1688995361328","1200","1400",NA,NA,"SPF00037715","SPF00037715","Santana do Riacho","1988","06","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"168","2019-11-13 11:27:45-03","USP","SPF","37717","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Menezes, NL","CFSC5810","1979","12","18",NA,"Brasil","Minas Gerais",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00037717","SPF00037717","Santana do Riacho","1988","06","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"169","2019-11-13 11:27:45-03","USP","SPF","40525","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Cavalcanti, TB","CFSC9364","1985","10","31",NA,"Brasil","Minas Gerais",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00040525","SPF00040525","Santana do Riacho","1988","06","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"170","2019-11-13 11:27:45-03","USP","SPF","46925","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Zappi, DC","CFSC10018","1987","02","26",NA,"Brasil","Minas Gerais",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00046925","SPF00046925","Santana do Riacho","1993","02","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"171","2019-11-13 11:27:45-03","USP","SPF","65533","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Souza, VC","CFSC11625","1989","10","14",NA,"Brasil","Minas Gerais",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00065533","SPF00065533","Santana do Riacho","1989","10","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"172","2019-11-13 11:27:45-03","USP","SPF","66282","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Salimena-Pires, FRG","CFSC11737","1990","11","23",NA,"Brasil","Minas Gerais",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00066282","SPF00066282","Santana do Riacho","1990","10","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"173","2019-11-13 11:27:45-03","USP","SPF","67789","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Souza, VC","CFSC11776","1990","03","12",NA,"Brasil","Minas Gerais",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00067789","SPF00067789","Santana do Riacho","1990","10","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"174","2019-11-13 11:27:45-03","USP","SPF","72675","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Zappi, DC","CFSC10029","1987","02","26",NA,"Brasil","Minas Gerais",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00072675","SPF00072675","Santana do Riacho","1993","02","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"175","2019-11-13 11:27:45-03","USP","SPF","37716","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Daniel, TF","CFCR3719","1982","02","17",NA,"Brasil","Minas Gerais","Morro do Breu","-43.7144012451172","-19.1688995361328","1500","1500",NA,NA,"SPF00037716","SPF00037716","Santana do Riacho","1988","06","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"176","2019-11-13 11:27:45-03","USP","SPF","65531","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Souza, VC","CFSC11276","1989","03","21",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00065531","SPF00065531","Santana do Riacho","1990","10","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"177","2019-11-13 11:27:45-03","USP","SPF","63167","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Godoy, SAP","CFSC10905","1988","02","16",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00063167","SPF00063167","Santana do Riacho","1989","10","26557","auto","20",NA,NA,NA,NA,NA,NA,NA
"178","2019-11-13 11:27:45-03","USP","SPF","62662","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Salimena-Pires, FRG","Salimena-Pires, FRG","CFSC11415","1989","03","15",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00062662","SPF00062662","Santana do Riacho","1989",NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"179","2019-11-13 11:27:45-03","USP","SPF","35012","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Stannard, BL","CFCR5952","1984","11","14",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00035012","SPF00035012","Santana do Riacho","1988","06","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"180","2019-11-13 11:27:45-03","USP","SPF","163556","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Gomes, CG","Gomes, CG","69","2001","10","23",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00163556","SPF00163556","Santana do Riacho","2001",NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"181","2019-11-13 11:27:45-03","USP","SPF","128189","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Elias, SI","Sano, PT","519","1997","10","20",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00128189","SPF00128189","Santana do Riacho",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"182","2019-11-13 11:27:45-03","USP","SPF","110903","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Souza, VC","1497","1990","05","15",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00110903","SPF00110903","Santana do Riacho","1990",NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"183","2019-11-13 11:27:45-03","USP","SPF","129929","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Souza, VC","CFSC9444","1985","12","13",NA,"Brasil","Minas Gerais","Serra do Cipó, Alto do Palácio.","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00129929","SPF00129929","Santana do Riacho","1988","06","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"184","2019-11-13 11:27:45-03","USP","SPF","41883","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Menezes, NL","CFSC9567","1986","01","27",NA,"Brasil","Minas Gerais","Serra do Cipó, Alto do Palácio.","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00041883","SPF00041883","Santana do Riacho","1988","06","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"185","2019-11-13 11:27:45-03","USP","SPF","80281","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Elias, SI","Simão-Bianchini, R","CFSC12776","1991","06","02",NA,"Brasil","Minas Gerais","Serra do Cipó, Alto do Palácio.","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00080281","SPF00080281","Santana do Riacho","1998","06","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"186","2021-03-15 18:29:06-03","USP","SPF","216410","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Antar, GM","Ceccantini, GCT","4006","2013","11","13",NA,"Brasil","Minas Gerais","Serra do Cipó, Mata na área da estátua do Juquinha.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Arbusto ou subarbusto ca. 50 cm alt. Flores rosa. Material em fixador.; Campo Rupestre.","SPF00216410","SPF00216410","Santana do Riacho","2015","11","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"187","2019-11-13 11:27:45-03","USP","SPF","220413","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Novelino, RF","CFCR12148","1989","03","12",NA,"Brasil","Minas Gerais","Cerca km 418 da estrada que liga Serra a Diamantina. Cabeceira do Jequitinhonha.","-43.3793983459473","-18.604700088501",NA,NA,NA,NA,"SPF00220413","SPF00220413","Serro","1990","10","37754","auto",NA,NA,NA,NA,NA,NA,NA,NA
"188","2019-09-04 18:29:11-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Orobanchaceae","Gerardia","brachyphylla","Gerardia brachyphylla",NA,NA,"F. Sellow",NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"Holotype",NA
"189","2019-09-04 18:28:29-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Orobanchaceae","Gerardia","brachyphylla","Gerardia brachyphylla",NA,NA,"F. Sellow",NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"Holotype",NA
"190","2019-09-04 18:37:51-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Orobanchaceae","Gerardia","brachyphylla","Gerardia brachyphylla grandiflora",NA,NA,"C. A. W. Schwacke","7936","1892","4","9","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"Type [status unknown]","grandiflora"
"191","2019-11-01 15:07:23-03","UnB","UB","166989","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Anderson, WR; Stieber, M; Kirkbride Junior, JH","35424","1972","02","04","Southern America","Brasil","Minas Gerais","Serra do Espinhaço. Ca. 8km N of Gouveia on road to Diamantina;",NA,NA,NA,NA,NA,"Erect, woody stmes; corolla pink; wet sandy meadow.; Rocky (sandstone) cerrado and open rocky hillsides with white sandy soil, sloping down to grassy brejo, creek, and adjacent gallery forest.",NA,NA,NA,"1995","06",NA,NA,"13",NA,NA,NA,NA,NA,NA,NA
"192","2019-11-01 15:07:23-03","UnB","UB","166990","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Maria, J","100","1969",NA,NA,"Southern America","Brasil","Minas Gerais","Fazenda de Vacaria.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995","06",NA,NA,"13",NA,NA,NA,NA,NA,NA,NA
"193","2019-11-01 15:07:23-03","UnB","UB","166991","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Anderson, WR; Stieber, M; Kirkbride Junior, JH","36175","1972","02","18","Southern America","Brasil","Minas Gerais","Serra do Espinhaço. Serra do Cipó.",NA,NA,NA,NA,NA,"Perennial herb a0,3m tall; corolla lavender-pink with yellow lines and dark dots inside; meadow.; Rocky campo and cerrado, slping down to wet-sand meadow adjacent to gallery forest along stream; sandy soil, with sandstone outcrops.",NA,NA,NA,"1995","06",NA,NA,"13",NA,NA,NA,NA,NA,NA,NA
"194","2019-11-01 15:07:23-03","UnB","UB","166993","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Splett, S","1011","1995","03","21","Southern America","Brasil","Minas Gerais","Estrada Diamantina-Medanha, 5,5km ao norte de Diamantina.","-44.6","-18.183333","1200","1200",NA,"Arbusto baixo de ca. 0,2m de alt. com flores de rosa.; Crescendo em solo de areia branca, quase pura, no local relativamente frequente.",NA,NA,NA,"1998","09",NA,NA,"09","-44.6","-18.183333",NA,NA,NA,NA,NA
"195","2019-11-01 15:07:23-03","UnB","UB","205657","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy",NA,"Mello, TRB; Munhoz, CBR; Eugênio, CUO; Emmert, P","131","2010","04","02","Southern America","Brasil","Minas Gerais","Acesso por São João da Chapada, Vila Macacos. Parque Nacional das Sempre Vivas","-43.4531","-17.5455",NA,NA,NA,"Cerrado úmido",NA,NA,NA,NA,NA,NA,NA,NA,"-43.4531","-17.5455",NA,NA,NA,NA,NA
"196","2019-11-01 15:07:23-03","UnB","UB","163134","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Fernandes, MS","Munhoz, CBR; Emmert, P; Mello, TRB","7124","2010","03","31","Southern America","Brasil","Minas Gerais","Acesso por São João da Chapada, Vila Macacos. Parque Nacional das Sempre Vivas","-43.792222","-17.903611","1268","1268",NA,"Subarbusto, 0,45m. Pétalas rosas; Afloramento de rocha em campo limpo úmido",NA,NA,"Diamantina","2010",NA,NA,NA,NA,"-43.792222","-17.903611",NA,NA,NA,NA,NA
