"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","county","decimalLongitude","decimalLatitude","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"98","2008-05-27 22:02:00-03","MO","MOBOT","3117604","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","H. Maturo","H. Maturo","Maturo 237","2004","12","17","South America","Argentina","Formosa","Estancia El Ombu. Monte fuerte.",NA,NA,NA,NA,NA,NA,"-58.82694","-26.13361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2014-01-02 05:36:00-02","MO","MOBOT","3251586","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","M. Nee (NY)","Michael H. Nee|D. Villarroel|Oscar Colque","Nee 53700","2005","12","9","South America","Bolivia","Santa Cruz","8.7 km (by road) E of Saipina on gravel road to Pulquina. Narrow canyon with arid thorn scrub vegetation with many cacti (Harrisia tetracantha, Corryocactus pulquinensis, Opuntia), and Achatocarpus praecox, Capparis atamisquea, C. speciosa, Loxopterygium grisebachii, Cercidium praecox, Anadenanthera macrocarpa, Ceiba boliviana, Aralia soratensis, Synandrospadix vermitoxicus, Bougainvillea berberidifolia, Acacia furcatispina, Jodina rhombifolia.","1710.00000000",NA,NA,NA,NA,"Manuel Maria Caballero","-64.51805","-18.10138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2013-11-26 05:40:00-02","MO","MOBOT","3266800","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","A. Araujo-M (LPB)","Reinaldo Lozano","Lozano 1856","2005","12","29","South America","Bolivia","Chuquisaca","Saliendo de Huacareta, Hacienda San Antonio. Pastizal bajo con esasos árboles de Prosopis sp., Anadenanthera colubrina, Pterogyne nitens y Acacia tucumanensis. Borde de camino con área muy impactada por chaqueos antiguos.","984.00000000",NA,NA,NA,NA,NA,"-64.07638","-20.78638",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2013-08-23 04:12:00-03","MO","MOBOT","3311369","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","A. Araujo-Murakami (LPB), 06/","Israel G. Vargas C.","Vargas Caballero 7242","2005","6","1","South America","Bolivia","Santa Cruz","Mairana, toma de agua de localidad de Todos Santos. laderas de bosque seco desiduo de Valle interandino.","1330.00000000",NA,NA,NA,NA,"Florida","-63.99861","-17.12805",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2008-05-27 22:02:00-03","MO","MOBOT","3384093","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","M. Nee","Michael H. Nee|José M. Mendoza","Nee 52951","2005","5","4","South America","Bolivia","Cochabamba","Vic. Puente Arce, along road from Aiquile to Sucre, dry rocky slopes with thin arid woodland in gorge of the Río Grande. With Loxopterygium grisebachii, Vallesia glabra, Lycium americanum, Celtis.","1510.00000000",NA,NA,NA,NA,"Campero","-65.15","-18.61666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2012-08-29 05:11:00-03","MO","MOBOT","3454283","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","M. Nee (NY)","Michael H. Nee|Jun Wen","Nee 53870","2006","1","19","South America","Bolivia","Santa Cruz","NE outskirts of Mairana on road to Campamento La Yunga. Formerly dry forest, now fields and hedgerows with Aralia soratensis, Acacia tucumanensis Vallesia glabra, Jodina rhombifolia.","1340.00000000",NA,NA,NA,NA,"Florida","-63.95305","-18.11916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2015-04-21 05:44:00-03","MO","MOBOT","3456332","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","M. Nee (NY)","Michael H. Nee|Ivan Linneo","Nee 54095","2006","2","11","South America","Bolivia","Tarija","vic. Planta de Gas La Vertiente, 18.8 Km by combination of old road and new highway under construction E of center of Villa Montes on way to Paraguay. Flat chaco shrubland with a discontinuous overstory of Aspidosperma quebrachoblanco, and with Celtis chichape, Caesalpinia paraguariensis and a few other species. With Castela coccinea, Quiabentia verticillata, Pereskia sacharosa, and in understory Bromelia serra and Ruprechtia triflora are common.","365.00000000",NA,NA,NA,NA,"Gran Chaco","-63.3075","-21.29305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2012-01-23 16:14:00-02","MO","MOBOT","3479537","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","R.Liesner (MO)","J. Balcázar","Balcázar S. 304","1995","2","11","South America","Bolivia","Santa Cruz","Saipana. Laderos de Lanza Lanzar, a 5 km al N del pueblo de Saipina. Exposición Oeste. Bosqsue seco caducifolio; con presencia de Capparis sp., Schinopsis sp., Aspidosperma quebracho-blanco y Neocardenasia jerzogiana.","1450.00000000",NA,NA,NA,NA,"Manuel Maria Caballero","-64.5916666","-18.0208334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"106","2008-05-27 22:02:00-03","MO","MOBOT","701955","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","S.V. Dahlberg & C.C. Berg (BG)","James C. Solomon|Michael H. Nee","Solomon 17954","1988","3","9","South America","Bolivia","Santa Cruz","5.7 km al SE de San Isidro. Vegetación de arbustos espinosos y árboles pequeños muy dispersos con la mayor parte del suelo desnudo. Suelos muy arcillosos y densos. Arbustos comunes: Capparis (2 spp), Prosopis, Bougainvillea, Croton y Lycium.","1600.00000000",NA,NA,NA,NA,"Manuel Maria Caballero","-64.4","-18.06666",NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-59","4",NA,NA
"107","2012-01-19 16:07:00-02","MO","MOBOT","702149","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","R.Liesner (MO)","Israel G. Vargas C.","Vargas Caballero 411","1990","2","13","South America","Bolivia","Santa Cruz","Río Mizque, tunilla, 17 km al W de Vallegrande. Barbechos de vegetación arbustiva, a orillas del río.","1200.00000000",NA,NA,NA,NA,"Vallegrande","-64.3","-18.5166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","4",NA,NA
"108","2008-05-27 22:02:00-03","MO","MOBOT","702266","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","S.V. Dahlberg (BG)","David R. Brunner","Brunner 1615","1986","3","24","South America","Paraguay","Nueva Asuncion","Fortín Nueva Asuncion. Bosque al termino norte del aeropista militar y alrededores. Bosque xerofítico espinoso muy abierto, de hasta 10 m de altura. Suelo muy arenoso.",NA,NA,NA,NA,NA,NA,"-61.93333","-20.71666",NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-1","2",NA,NA
"109","2008-05-27 22:02:00-03","MO","MOBOT","702503","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","A. Fuentes","Alwyn H. Gentry|Robin B. Foster|Marielos Peña","Gentry 75202","1991","10","25","South America","Bolivia","Santa Cruz","Curuyuqui, 50 km SE of Santa Cruz on Río Parapetí, upland chaco. Transects 3-5","350.00000000",NA,NA,NA,NA,NA,"-62.23305","-18.76555",NA,NA,NA,NA,NA,NA,NA,NA,NA,"766","4",NA,NA
"110","2008-05-27 22:02:00-03","MO","MOBOT","702641","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","A. Fuentes","Alwyn H. Gentry|Robin B. Foster","Gentry 75342","1991","10","27","South America","Bolivia","Santa Cruz","Cerro Colorado, mostly slightly disturbed dry forest on sandstone ridge.","400.00000000","540.00000000",NA,NA,NA,NA,"-62.33333","-19.41666",NA,NA,NA,NA,NA,NA,NA,NA,NA,"776","3",NA,NA
"111","2012-01-19 16:06:00-02","MO","MOBOT","935553","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","R.Liesner (MO)","E. Gutiérrez|M. Menacho|J. Balcázar","Gutiérrez Crespo 1513","1995","1","22","South America","Bolivia","Santa Cruz","Estancia Lanza-Lanza; a 2 km del Río Comarapa sobre ladera con 30 de inclinación, exposición W, bosque seco xerofitico con laxoterigma grisibochi, (Schinapes haekeana).","1600.00000000",NA,NA,NA,NA,"Manuel Maria Caballero","-64.5833333","-18.04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"112","2008-05-27 22:02:00-03","MO","MOBOT","968794","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","C.C. Berg (BG)","Antony Jardim|N. Rosas-Hurtado","Jardim 1604","1995","1","22","South America","Bolivia","Santa Cruz","Cuevo adentro de la sierra cerca la planchada antigua de Chevron. Bosque seco serrano de Anadenathera/Schinopsis que.col. con campos abiertos.","1385.00000000",NA,NA,NA,NA,"Cordillera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2009-10-14 20:39:00-03","MO","MOBOT","3079164","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","C.C. Berg","Rosa Degen|Fátima Mereles","Degen 3283","1995","3","30","South America","Paraguay","Alto Paraguay","5 Km. del desvío a Parque Cué, sobre Ruta a Lagerenza. Bosque xerófito.",NA,NA,NA,NA,NA,NA,"-61.66944","-20.06916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2008-05-27 22:02:00-03","MO","MOBOT","1316559","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","C.C. Berg (BG)","Elsa M. Zardini|N. Duarte","Zardini 49832","1998","12","13","South America","Paraguay","Boquerón","Proposed National Park Medanos del Chaco. Ephemerals on dunes and sandy soil.",NA,NA,NA,NA,NA,NA,"-61.84277","-20.90222",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1162","4",NA,NA
"115","2011-11-17 20:08:00-02","MO","MOBOT","3076127","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","G. Navarro","Bonifacio Mostacedo C.","Mostacedo C. 298","1992","2","27","South America","Bolivia","Potosí","Estancia Sucusuma, (Quebrada Sanja Mayu) bajando hacia el río Caine.","2000.00000000",NA,NA,NA,NA,"Charcas","-65.7166667","-18.0666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"116","2014-01-02 05:36:00-02","MO","MOBOT","3251631","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","M. Nee (NY)","Michael H. Nee|D. Villarroel|Oscar Colque","Nee 53738","2005","12","9","South America","Bolivia","Santa Cruz","Prov. Caballero, at or perhaps even over the border and into Dpto. Cochabamba, Prov. Campero, 10 km by the road W of center of Saipina, along road from Saipina to Aiquile, narrow valley of Río Mizque. Steep arid slopes near bottom of valley of Río Mizque, with thorn scrub vegetation on slopes (Bougainvillea berberidifolia, Lourtella resinosa, Capparis atamisquea) and some cultivation of vegetables in narrow zone in valley bottom (with Prosopis alba, Schinus molle, Inga).","1395.00000000",NA,NA,NA,NA,"Manuel Maria Caballero","-64.65833","-18.10111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2021-02-04 10:26:55-03","UFRPE","HST","12024","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Weed.) Miq.","A.M.Miranda","J.Ferraz","29","2003","11","12",NA,"Brasil","Pernambuco","fazenda Quebra Ulha",NA,NA,NA,"Arvoreta ca. 5 m alt.; tronco cinza, espinhoso; muitas ramificações finas; em frutificação","HST012024","Floresta","-38.5685997009277","-8.60111045837402",NA,"2020","01","15","87756","auto",NA,NA,NA,NA,NA,NA,NA
"118","2021-02-04 10:26:55-03","UFRPE","HST","12004","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Weed.) Miq.","L.C.Pederneiras","J.Ferraz","31","2003","11","12",NA,"Brasil","Pernambuco","Fazenda Quebra Ulha",NA,NA,NA,"Arbusto em frutificação","HST012004","Floresta","-38.5685997009277","-8.60111045837402",NA,"2008",NA,NA,"87756","auto",NA,NA,NA,NA,NA,NA,NA
"119","2019-08-02 10:21:13-03","CPATSA","HTSA","4962","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","Santos, M.R. dos","Borba, E.L.; Costa, J.A. & Ribeiro, P.L.","2044","2004","09","26",NA,"Brasil","Bahia","Estrada Morro do Chapéu, Irecê, ca. 15 km Morro do Chapéu","1001","1001",NA,"Arbusto ca. 1 m alt. Flores creme-esverdeados. Material coletado para DNA.; Caatinga.",NA,"Morro do Chapéu","-41.513056","-11.851111",NA,"2007","08",NA,NA,NA,"-41.513056","-11.851111",NA,NA,NA,NA,NA
"120","2020-09-12 05:00:02-03","US","US","3085317","PreservedSpecimen","Plantae",NA,"Urticales","Ulmaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.",NA,"G. J. Schwarz","9373","1950","1","27","South America","Argentina","Corrientes","Dep. Saladas. Arroyo Ambrosio.",NA,NA,NA,NA,"US03414756",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"121","2020-09-12 05:00:02-03","US","US","3521466","PreservedSpecimen","Plantae",NA,"Urticales","Ulmaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.",NA,"M. Nee & J. Wen","53870","2006","1","19","South America - Neotropics","Bolivia","Santa Cruz","Depto. Santa Cruz, Prov. Florida, NE outskirts of Mairana on road to Campamento La Yunga.","1340",NA,NA,NA,"US03414755",NA,"-63.9531","-18.1192",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"122","2019-11-21 10:12:00-03","USP","SPF","195735","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","Schinini, A","Meza Torres, EI","597","2007","04","21","Southern America","Argentina","Corrientes",NA,"59","59",NA,NA,"SPF00195735","San Cosme","-58.547222","-27.311667",NA,"2008",NA,NA,NA,NA,"-58.547222","-27.311667",NA,NA,NA,NA,NA
"123","2021-03-15 18:26:24-03","USP","SPF","155014","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","Zamengo, HBS; Chamorro, DC","Monteiro, JRB","s.n.","1985","03","20",NA,"Brasil","Mato Grosso","Às margens do rio Coxipó da Ponte.",NA,NA,NA,"Arbusto de ca. 8 m alt. Folha ovalada, margem crenada com espinhos na base. Frutos indeiscentes vermelhos quando maduros. Utilizados como alimentos para peixes. Muito frequente nas beiras de rios.","SPF00155014","Cuiabá","-56.0966987609863","-15.5960998535156",NA,"2019","10",NA,"74875","auto",NA,NA,NA,NA,NA,NA,NA
"124","2021-03-15 18:26:24-03","USP","SPF","148256","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","Zamengo, HBS; Chamorro, DC","Nicolau, SA","1908","1999","10","07",NA,"Brasil","São Paulo","Várzea do Jenipapo, Várzea do Jenipapo - VCP, área de inundação, próximo á fábrica.",NA,NA,NA,"Arbusto escandente. Flores esverdeadas. Frutos verdes.","SPF00148256","Luís Antônio","-47.7000007629395","-21.5499992370605",NA,"2019","10",NA,"26872","auto",NA,NA,NA,NA,NA,NA,NA
"125","2021-03-15 18:26:24-03","USP","SPF","114974","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","Zamengo, HBS; Chamorro, DC","Bernacci, LC","2157","1995","09","07",NA,"Brasil","São Paulo","Monteiro Lobato e Ouro Verde, Estrada de Panorama ao Rio do Peixe, Floresta mesófila e ripária e área antropizada.",NA,NA,NA,"Arvoreta ca. 6 m alt., flores esvedeadas.","SPF00114974","Monteiro Lobato","-45.8400001525879","-22.9500007629395",NA,"2019","10",NA,"18755","auto",NA,NA,NA,NA,NA,NA,NA
"126","2019-10-07 09:36:21-03","UEFS","HUEFS","75206","PreservedSpecimen","Plantae","Angiospermae","Rosales","Cannabaceae","Celtis","chichape","Celtis chichape","(Weed.) Miq.","L.C.Pederneiras","Melo, P.H.A.","55","2002","10","04",NA,"Brasil","Minas Gerais","Fazenda Faroeste, margem esquerda do Rio São Miguel.",NA,NA,NA,NA,"HUEFS0075206","Iguatama","-45.669167","-20.256389","HUEFS0075206","2008","07",NA,NA,NA,"45W40'9''","20S15'23''","Rosanae",NA,NA,NA,NA
"127","2019-10-07 09:36:21-03","UEFS","HUEFS","81992","PreservedSpecimen","Plantae","Angiospermae","Rosales","Cannabaceae","Celtis","chichape","Celtis chichape","(Weed.) Miq.","L.C.Pederneiras","Ferraz, J.","31","2003","11","12",NA,"Brasil","Pernambuco","Fazenda Quebra Ulha, margem do riacho do Navio.",NA,NA,NA,"Caatinga.","HUEFS0081992","Floresta","-38.5685997009277","-8.60111045837402","HUEFS0081992","2008","07",NA,"87756","auto",NA,NA,"Rosanae",NA,NA,NA,NA
"128","2019-12-09 15:03:18-03","IAC","IAC","22575","S","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","D. Chamorro & H.B. Zamengo-Souza","S.G. Tressens et al.","241","1971","11","19",NA,"Argentina","Corrientes","Desvio a Pto Gonzalez, 4 km do cruzamento camino a Paso de la Patria",NA,NA,NA,"Plantas da Argentina. Identificação confirmada por H.B. Zamengo-Souza & R.B. Torres em 04/10/2018",NA,"San Cosme","-58.5","-27.3333",NA,"2019","10","29",NA,NA,"-58.5000","-27.3333",NA,NA,NA,NA,NA
"129","2019-01-25 15:39:11-02","IAC","IAC","24650","S","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","H.B. Zamengo-Souza & R.B. Torres","A. Schinini; S.G. Tressens & R.O. Vanni","18912","1979","11","22",NA,"Argentina","Corrientes","36 km ao sul da cidade, na rodovia 12",NA,NA,NA,NA,NA,"Goya","-59.25","-29.1667",NA,"2018","10","04",NA,NA,"-59.2500","-29.1667",NA,NA,NA,NA,NA
"130","2019-12-09 15:03:18-03","IAC","IAC","31046","S","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","D. Chamorro & H.B. Zamengo-Souza","L.C. Bernacci; J.L.A. Moreira; P.R.P. Andrade; R. Belinelo & O. Camargo","2157","1995","09","07",NA,"Brasil","São Paulo","Ouro Verde, estrada de Panorama ao Rio do Peixe",NA,NA,NA,NA,NA,"Monteiro Lobato","-45.8397","-22.9567",NA,"2019","10","29",NA,NA,"-45.8397","-22.9567",NA,NA,NA,NA,NA
"131","2019-12-09 15:03:18-03","IAC","IAC","34694","S","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","D. Chamorro & H.B. Zamengo-Souza","I. Cordeiro; E.L.M. Catharino; W. Ribeiro; C. Simonetti & C. Machado","1167","1992","11","23",NA,"Brasil","São Paulo","Reserva Estadual Lagoa São Paulo",NA,NA,NA,NA,NA,"Presidente Epitácio","-52.1156","-21.7633",NA,"2019","10","29",NA,NA,"-52.1156","-21.7633",NA,NA,NA,NA,NA
"132","2019-01-25 15:39:11-02","IAC","IAC","35797","S","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","H.B. Zamengo-Souza","A.D. Caliente","1627","1994","08","15",NA,"Brasil","Mato Grosso do Sul","Barra do Moeda",NA,NA,NA,"Coordenadas do material: 20°59#?#S 51°46#?#W",NA,"Três Lagoas","-51.7666667","-20.9833333",NA,"2018","10","04",NA,NA,"-51.7666667","-20.9833333",NA,NA,NA,NA,NA
"133","2019-01-25 15:39:11-02","IAC","IAC","35802","S","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","H.B. Zamengo-Souza & R.B. Torres","L.D. Caliente","1525","1994","02","10",NA,"Brasil","Mato Grosso do Sul","Barra do Moeda",NA,NA,NA,"Coordenadas do material: 20°59#?#S 51°46#?#W",NA,"Três Lagoas","-51.7666667","-20.9833333",NA,"2018","10","04",NA,NA,"-51.7666667","-20.9833333",NA,NA,NA,NA,NA
"134","2019-12-09 15:03:18-03","IAC","IAC","37956","S","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","D. Chamorro & H.B. Zamengo-Souza","L.W. Lima-Verde et al.","454","1997","02","25",NA,"Brasil","Ceará","Estação Ecológica de Ajuaba, Volta do Meio",NA,NA,NA,"coordenadas do material: 06°37#?#S 40°19#?#W.",NA,"Aiuaba","-40.3166667","-6.6166667",NA,"2019","10","29",NA,NA,"-40.3166667","-6.6166667",NA,NA,NA,NA,NA
"135","2019-12-09 15:03:18-03","IAC","IAC","37957","S","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","D. Chamorro & H.B. Zamengo-Souza","L.W. Lima-Verde et al.","447","1997","02","25",NA,"Brasil","Ceará","Estação Ecológicade Ajuaba, Volta do Meio",NA,NA,NA,"Coordenadas do materia: 06°37#?#S 40°19#?#W",NA,"Aiuaba","-40.3166667","-6.6166667",NA,"2019","10","29",NA,NA,"-40.3166667","-6.6166667",NA,NA,NA,NA,NA
"136","2019-12-09 15:03:18-03","IAC","IAC","41615","S","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","D. Chamorro & H.B. Zamengo-Souza","S.A. Nicolau & V.B. Faria","1908","1999","10","07",NA,"Brasil","Mato Grosso do Sul","Luís Antônio, Várzea do Jenipapo - VCP, próximo a fábrica",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","10","29",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2019-01-25 15:39:11-02","IAC","IAC","43618","S","Plantae",NA,NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","H.B. Zamengo-Souza & R.B. Torres","L.P. Queiroz","4859","1997","02","25",NA,"Brasil","Bahia","Ibiraba (=Icatu), caminho para Coxos, lagoa dos Coxos",NA,NA,NA,"Nome popular: juá-mirim",NA,"Barra","-43.1417","-11.0894",NA,"2018","10","04",NA,NA,"-43.1417","-11.0894",NA,NA,NA,NA,NA
"138","2020-07-23 12:24:01-03","CEPLAC","CEPEC","109775","PreservedSpecimen","Plantae",NA,NA,"Ulmaceae","Celtis","chichape","Celtis chichape",NA,"A. F. P. Machado","H. P. Bautista","3045","1985","05","08",NA,"Brasil","Bahia","Estrada Miguel Calmon/Cabeceiras, a 16Km de Miguel Calmon. Na margem do riacho.",NA,NA,NA,NA,NA,"miguel calmon","-40.564444","-11.359167",NA,NA,NA,NA,NA,NA,"40W33'52","11S21'33",NA,NA,NA,NA,"30/01/2012"
"139","2020-07-23 12:24:01-03","CEPLAC","CEPEC","43241","PreservedSpecimen","Plantae",NA,NA,"Ulmaceae","Celtis","chichape","Celtis chichape",NA,"A. F. P. Machado","L. P. de Queiroz","1594","1987","06","20",NA,"Brasil","Bahia","Aredores do Morro da Mangueira.",NA,NA,NA,NA,NA,"ITUAÇÚ","-41.311944","-13.839444",NA,NA,NA,NA,NA,NA,"41W18'43","13S50'22",NA,NA,NA,NA,"30/01/2012"
"140","2020-07-23 12:24:01-03","CEPLAC","CEPEC","60987","PreservedSpecimen","Plantae",NA,NA,"Ulmaceae","Celtis","chichape","Celtis chichape",NA,"A. F. P. Machado","J. A. Kallunki","396","1993","01","29",NA,"Brasil","Bahia","8,5Km de Ruy barbosa à direita ao longo da Rod. Antiga na saída via povoado Alagoas/Itaberaba.",NA,NA,NA,NA,NA,"RUY BARBOSA","-40.383333","-12.25",NA,NA,NA,NA,NA,NA,"40W23'","12S15'",NA,NA,NA,NA,"30/01/2012"
"141","2020-07-23 12:24:01-03","CEPLAC","CEPEC","5341","PreservedSpecimen","Plantae",NA,NA,"Ulmaceae","Celtis","chichape","Celtis chichape",NA,"A. F. P. Machado","T. S. dos Santos","395","2000","11","02",NA,"Brasil","Bahia","Itajú do Colônia a Sta. Cruz da Vitória, 8Km da estrada.",NA,NA,NA,"<ll>dwc_commonname:</ll> Juá-de-mirim",NA,"ITAJÚ DO COLÔNIA","-39.7243995666504","-15.1424999237061",NA,NA,NA,NA,"26963","auto",NA,NA,NA,NA,NA,NA,"30/01/2012"
"142","2020-07-23 12:24:01-03","CEPLAC","CEPEC","33165","PreservedSpecimen","Plantae",NA,NA,"Ulmaceae","Celtis","chichape","Celtis chichape",NA,"A. F. P. Machado","A. M. de Carvalho","1935","1983","10","12",NA,"Brasil","Bahia","Km 36 da estrada Jequié/Contendas do Sincorá.",NA,NA,NA,NA,NA,"JEQUIÉ","-40.0835990905762","-13.8575000762939",NA,NA,NA,NA,"49443","auto",NA,NA,NA,NA,NA,NA,"30/01/2012"
"143","2020-07-23 12:24:01-03","CEPLAC","CEPEC","62507","PreservedSpecimen","Plantae",NA,NA,"Ulmaceae","Celtis","chichape","Celtis chichape",NA,"A. F. P. Machado","L. P. de Queiroz","3257","1993","07","29",NA,"Brasil","Bahia","Fazenda Tanquinho, ca. 20Km ao N de Maracás no ramal para a Fazenda Santa Rita, na estrada para Planaltino.",NA,NA,NA,NA,NA,"MARACÁS","-40.4308013916016","-13.4411001205444",NA,NA,NA,NA,"50558","auto",NA,NA,NA,NA,NA,NA,"30/01/2012"
"144","2021-04-08 17:12:26-03","UESB","HUESB","119","S","Plantae","Dicotyledoneae",NA,"Cannabaceae","Celtis","chichape","Celtis chichape","(Wedd.) Miq.","A.F.P. Machado","Senra, L.C.; M.M.Silva Castro; D.S.Carneiro Torres; Macedo, G.E.L.; M.M.Silva Castro; D.S.Carneiro Torres; Macedo, G.E.L.","25","2002","05","19",NA,"Brasil","Bahia","Lafaiete Coutinho.","2557","2557",NA,"Flores em botões, esverdeados. Fruto verde.; Caatinga degradada de beira de estrada.",NA,"Lafaiete Coutinho","-41.116667","-13.238611",NA,"2009","05",NA,NA,NA,"-41.116667","-13.238611",NA,NA,NA,NA,NA
