"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","day","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","typeStatus","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","infraspecificEpithet"
"11","2020-02-08 09:42:57-03","NBC","NL-BOTANY","U.1081704","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Rollinia","parviflora","Rollinia parviflora","A.St.-Hil.","Maas PJM","Martinelli G; et al.",NA,"1977","09","Southern America","Brazil","Rio de Janeiro",NA,"Brazil, Rio de Janeiro, Mun. Rio de Janeiro, Parque Nacional da Tijuca, Serra dos Pretos Forros, Reserva dos Ciganos",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1081704 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1081704","NL-U1081704","30",NA,NA,NA,NA,"Magnoliopsidae","U 0011670",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 09:42:57-03","NBC","NL-BOTANY","U 0262730","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Rollinia","parviflora","Rollinia parviflora","A.St.-Hil.",NA,"Maas PJM; et al.",NA,"1987","12","Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200262730 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0262730",NA,"03",NA,NA,NA,NA,"Magnoliopsidae","Uw31904",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 09:42:57-03","NBC","NL-BOTANY","U.1081701","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Rollinia","parviflora","Rollinia parviflora","A.St.-Hil.","Maas PJM","Ribeiro R",NA,"1983","09","Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1081701 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1081701","NL-U1081701","15",NA,NA,NA,NA,"Magnoliopsidae","U 0143743",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 09:42:57-03","NBC","NL-BOTANY","U.1081703","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Rollinia","parviflora","Rollinia parviflora","A.St.-Hil.","Maas PJM","Braga JMA; Loureiro MB",NA,"1997","06","Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1081703 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1081703","NL-U1081703","10",NA,NA,NA,NA,"Magnoliopsidae","U 0143745","1999","09","01",NA,NA,NA,NA,NA,NA
"15","2018-11-21 10:17:27-02","BGBM","B","B 10 0243122","S","Plantae",NA,NA,"Annonaceae","Rollinia","parviflora","Rollinia parviflora","A.St.-Hil.",NA,"C. F. P. Martius",NA,"1817","09","Middle and South America","Brazil",NA,NA,"Corcovado.",NA,NA,NA,"Herbarium Regium Monacense, notes on label of photograph: Martius, 08.1817, in sylivis ad Sebastianopolis; Guatteria apodocarpa A.St.-Hil. & Tul. <a href=http://herbarium.bgbm.org/object/B100243122 target=other class=eLink> __MOR","B100243122","B100243122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"holotype",NA,NA,NA,NA,NA
"16","2020-12-20 21:15:25-03","UFV","VIC","35538","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","parviflora","Annona parviflora","Ruiz & Pav. ex EA López","Lobão, A.Q.","Reis, K.","s.n.","2012","01",NA,"Brasil","Minas Gerais","Capitão Enéas","Povoado Barreiro de Dentro, Fazenda Bom Jesus","-43.7106018066406","-16.3243999481201",NA,"Árvore de grande porte. Frutos rústicos, pequenos, agrupados e esféricos.","VIC035538","VIC035538","20",NA,NA,"60323","auto",NA,NA,"2012","04","05",NA,NA,NA,NA,NA,NA
"17","2021-03-01 16:21:26-03","UNICAMP","UEC","84100","S","Plantae","Magnoliopsida",NA,"Annonaceae","Rollinia","parviflora","Rollinia parviflora","A.St.-Hil.","Tamashiro, JY","Siqueira, CAT","6","2010",NA,NA,"Brazil","São Paulo","Jundiaí","Instituto Agronômico de Jundíai (IAC)","-46.936667","-23.115",NA,"Árvore de 4m de Altura.","UEC093099","UEC093099",NA,NA,NA,NA,NA,NA,NA,"2011","01",NA,NA,"-46.936667","-23.115",NA,NA,NA
"18","2019-08-20 10:02:47-03","UNICAMP","UEC","124871","S","Plantae","Magnoliopsida",NA,"Annonaceae","Rollinia","parviflora","Rollinia parviflora","A.St.-Hil.","Caruzo, MBR","Rodrigues, RS; Alencar, ME; Flores, AS","1490","2002","04",NA,"Brazil","Piauí","Pedro I I","Buritizinho, APA da Serra da Ibiapaba.","-41.437778","-4.411944",NA,"fruto, Arvoreta 3m alt., flores esverdeadas a ferrugineas, frutos imaturos, em afloramento. NV bananinha.","UEC093108","UEC093108","05","670","670",NA,NA,NA,NA,"2009","10",NA,NA,"-41.437778","-4.411944",NA,NA,NA
"19","2020-11-27 17:09:52-03","UFPB","JPB","65826","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Annonaceae","Annona","parviflora","Annona parviflora","(A.St.-Hil.) H.Rainer","Fernandes, T","Fernandes, T","415","2018","11","Southern America","Brasil","Rio de Janeiro","Maricá","Parque Estadual da Serra da Tiririca (PESET), Trilha para a Pedra do Elefante/ Alto Mourão","-43.021667","-22.977778",NA,"; DESC: Arbusto, 1m. Folhas levemente discolores, indumento ferrugíneo na face abaxial, flores brancas","JPB0065826",NA,"24","300","300",NA,NA,NA,NA,"2018","11",NA,NA,"-43.021667","-22.977778",NA,NA,NA
"20","2020-06-18 10:55:26-03","UFRRJ","RBR","46663","S","Plantae",NA,NA,"Annonaceae","Annona","parviflora","Annona parviflora","(A.St.-Hil.) H.Rainer","T. Fernandes","T. Fernandes","415","2018","11",NA,"Brasil","Rio de Janeiro","Maricá","Trilha para a Pedra do Elefante/Alto Mourão. Trilha para a Pedra do Elefante/Alto Mourão. Parque Estadual da Serra da Tiririca (PESET)","-43.021667","-22.967778",NA,NA,"RBR00046663",NA,"24","300","300",NA,NA,NA,NA,"2018","11",NA,NA,"43º1'18''W","22º58'4''S",NA,NA,NA
"21","2015-10-02 21:23:01-03","MNHN","RECOLNAT_MNHN_P","P00734997","PreservedSpecimen",NA,NA,NA,"Annonaceae","Rollinia","parviflora","Rollinia parviflora","A.St.-Hil.","Maas","Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil",NA,NA,"Bois vierges à la montagne de Tijuca, près Rio de Janeiro",NA,NA,"hb","Herbier d'Adrien de Jussieu donné au Muséum par ses enfants en 1857 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00734997' target='other'> <mi>dwc_moreinfo</mi></a>","P00734997","P00734997_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"holotype",NA,NA,"454",NA,NA
"22","1997-05-23 14:26:42-03","MNHN","RECOLNAT_MNHN_P","P00734998","PreservedSpecimen",NA,NA,NA,"Annonaceae","Rollinia","parviflora","Rollinia parviflora","A.St.-Hil.","Maas","Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil",NA,NA,"Bois vierges à la montagne de Tijuca, près Rio de Janeiro",NA,NA,"hb","Herbarium Florae Brasiliae meridionalis <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00734998' target='other'> <mi>dwc_moreinfo</mi></a>","P00734998","P00734998_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"holotype",NA,NA,"454",NA,NA
"23","2009-10-10 16:09:00-03","MO","MOBOT","3396553","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Rollinia","parviflora","Rollinia parviflora","A. St.-Hil.",NA,"J. Lhotsky","Lhotsky s.n.","1831",NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-09-14 05:18:00-03","MO","MOBOT","3392256","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Rollinia","parviflora","Rollinia parviflora","A. St.-Hil.","P.J.M. Maas","Paul J. M. Maas|Jorge P. Carauta","Maas 7089","1987","12","South America","Brazil","Rio de Janeiro",NA,"Estrada da Vista Chinesa, km 3, Alto da Boa Vista, Parque Nacional da Tijuca: forest margin,",NA,NA,NA,NA,NA,NA,"3","400.00000000","550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"25","2011-02-22 12:37:00-03","MO","MOBOT","3396627","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Rollinia","parviflora","Rollinia parviflora","A. St.-Hil.","P.J.M. Maas, & L.Y.Th. Westra","A. Saint-Hilaire","Saint-Hilaire s.n.",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2011-06-27 08:43:00-03","MO","MOBOT","3396770","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Rollinia","parviflora","Rollinia parviflora","A. St.-Hil.","P.J.M. Maas & L.Y.Th Westra","F. Sellow","Sellow s.n.","1814",NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2009-10-26 23:35:00-02","MO","MOBOT","3397009","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Rollinia","parviflora","Rollinia parviflora","A. St.-Hil.",NA,"Ludwig Riedel","Riedel s.n.","1829",NA,"South America","Brazil",NA,NA,"In sylv. mntanis pr. Rio Janerio.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2009-10-26 23:37:00-02","MO","MOBOT","3397085","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Rollinia","parviflora","Rollinia parviflora","A. St.-Hil.",NA,"Ludwig Riedel|B. Luschnath","Riedel 824","1832",NA,"South America","Brazil",NA,NA,"In collib. umbr. pr. Rio Janeiro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2009-10-26 23:35:00-02","MO","MOBOT","3397190","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Rollinia","parviflora","Rollinia parviflora","A. St.-Hil.",NA,"Ludwig Riedel","Riedel 1829","1829",NA,"South America","Brazil",NA,NA,"In sylv. montanis pr. Rio Janeiro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2008-11-13 03:32:00-02","MO","MOBOT","3400293","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Rollinia","parviflora","Rollinia parviflora","A. St.-Hil.","P. & H. Maas (WAG)","Martin","Martin s.n.",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-03 13:56:06-03","UFF","NIT","NIT10913","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","parviflora","Annona parviflora","(A.St.-Hil.) H.Rainer","T. Fernandes","T. Fernandes, J. Bragança","538","2019","09",NA,"Brasil","Rio de Janeiro","Niterói","Parque Estadual da Serra da Tiririca. Trilha para a Pedra do Elefante/Alto Mourão.","-43.023333","-22.970833",NA,"Arbusto, 1 m. Folhas discolores, face abaxial pilosa, botões florais verdes. Floresta ombrófila densa, sub-bosque.","NIT00003667",NA,"19","304","304",NA,NA,NA,NA,NA,NA,NA,NA,"43º1'24''W","22º58'15''S",NA,NA,NA
"32","2021-03-03 13:56:06-03","UFF","NIT","NIT445","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","parviflora","Annona parviflora","(A.St.-Hil.) H.Rainer",NA,"K. Reis",NA,"2012","01",NA,"Brasil","Minas Gerais","Capitão Enéas",NA,"-43.7106018066406","-16.3243999481201",NA,NA,"NIT00000444",NA,"20",NA,NA,"60323","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-03 13:56:06-03","UFF","NIT","NIT687","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","parviflora","Annona parviflora","(A.St.-Hil.) H.Rainer",NA,"A. Lobão","1928","2012","05",NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,"NIT00000686",NA,"19",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-09-12 05:00:02-03","US","US","1341547","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Annona","parviflora","Annona parviflora","(A. St.-Hil.) H. Rainer",NA,"Nadeaud","s.n.",NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,"US01347210","US01347210_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"35","2020-09-12 05:00:02-03","US","US","703471","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Annona","parviflora","Annona parviflora","(A. St.-Hil.) H. Rainer",NA,"L. Riedel","s.n.","1905","1","South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"US01347212","US01347212_01","2",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"36","2020-09-12 05:00:02-03","US","US","1482961","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Annona","parviflora","Annona parviflora","(A. St.-Hil.) H. Rainer",NA,"A. F. M. Glaziou","3859",NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,"US01347208","US01347208_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"37","2020-09-12 05:00:02-03","US","US","2562","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Annona","parviflora","Annona parviflora","(A. St.-Hil.) H. Rainer",NA,"Wilkes Explor. Exped.","s.n.","1838",NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"Rio Janeiro",NA,NA,NA,NA,"US00820993","US00820993_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"38","2020-09-12 05:00:02-03","US","US","1340298","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Annona","parviflora","Annona parviflora","(A. St.-Hil.) H. Rainer",NA,"L. Riedel & B. Luschnatt","824","1832","5","South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"US01347211","US01347211_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"39","2020-09-12 05:00:02-03","US","US","1421200","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Annona","parviflora","Annona parviflora","(A. St.-Hil.) H. Rainer",NA,"J. Miers","3372",NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro","Rio de Janeiro","Painheiras","-43.2075004577637","-22.9027996063232",NA,NA,"US01347209","US01347209_01",NA,NA,NA,"57442","auto","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"40","2019-11-13 11:14:35-03","USP","SPF","230141","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","parviflora","Annona parviflora","(A.St.-Hil.) H.Rainer","Lopes, JC","Fraga, CN","3468","2012","04",NA,"Brasil","Rio de Janeiro","Santa Maria Madalena",NA,"-41.876389","-21.988611",NA,NA,"SPF00230141",NA,"26","55","55",NA,NA,NA,NA,"2019","02",NA,NA,"-41.876389","-21.988611",NA,NA,NA
"41","2018-05-14 17:07:54-03","F","FMNH-SEEDPLANTS","V0232243F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Annonaceae","Annona","parviflora","Annona parviflora",NA,"RRC ID Flag","E. Pereira","5139","1959","12","South America","Brazil","Rio de Janeiro",NA,NA,"-42.5","-22",NA,NA,"V0232243F","V0232243F_01 V0232243F_02","27",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,"5139",NA,NA
"42","2019-09-04 19:59:49-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Annonaceae","Guatteria","apodocarpa","Guatteria apodocarpa",NA,NA,"C. F. P. von Martius",NA,"1817","8","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"Holotype",NA,NA,NA,NA,NA
"43","2019-09-04 19:48:31-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Annonaceae","Rollinia","parviflora","Rollinia parviflora",NA,NA,"A. Saint-Hilaire",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"Holotype",NA,NA,NA,NA,NA
"44","2019-09-04 18:48:39-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Annonaceae","Rollinia","parviflora","Rollinia parviflora angustifolia",NA,NA,"F. Sellow","474?",NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA,NA,"angustifolia"
"45","2019-09-04 18:40:52-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Annonaceae","Rollinia","parviflora","Rollinia parviflora latifolia",NA,NA,"J. Lhotsky",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"Syntype",NA,NA,NA,NA,"latifolia"
"46","2019-09-04 18:48:39-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Annonaceae","Rollinia","parviflora","Rollinia parviflora angustifolia",NA,NA,"F. Sellow","474?",NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA,NA,"angustifolia"
"47","2019-09-04 18:40:52-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Annonaceae","Rollinia","parviflora","Rollinia parviflora latifolia",NA,NA,"J. Lhotsky",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"Syntype",NA,NA,NA,NA,"latifolia"
"48","2019-01-25 15:33:34-02","IAC","IAC","19579","S","Plantae",NA,NA,"Annonaceae","Rollinia","parviflora","Rollinia parviflora","A.St.-Hil.","H.F. Leitão Filho","H.M. Souza","s/nº","1967","10",NA,"Brasil","São Paulo","Ubatuba","Alto da Serra","-45.0711","-23.4339",NA,"folhas pilosas no bordo inferior",NA,NA,"20",NA,NA,NA,NA,NA,NA,"1967","11","01",NA,"-45.0711","-23.4339",NA,NA,NA
"49","2020-07-23 11:57:10-03","CEPLAC","CEPEC","124696","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Rollinia","parviflora","Rollinia parviflora",NA,"M. C. Souza","M. C. Souza","426","2006","10",NA,"Brasil","Rio de Janeiro","rio de janeiro","Parque Estadual da Pedra Branca. Bairro Campo Grande/Rio da Prata, Morro do Cabuçú.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"14",NA,NA,"57442","auto",NA,"30/12/2006",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-07-23 11:57:10-03","CEPLAC","CEPEC","38351","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Rollinia","parviflora","Rollinia parviflora",NA,"P. J. M. Maas","C. Farney","363","1983","11",NA,"Brasil","Rio de Janeiro","NITERÓI","Entre Niteroi/Marica, Pico Alto Moirao.","-43.1035995483398","-22.88330078125",NA,"<ll>dwc_commonname:</ll> Araticum",NA,NA,"16",NA,NA,"14785","auto",NA,"30/12/1988",NA,NA,NA,NA,"0*0'0","0*0'0",NA,NA,NA
