"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","relationshipType","sex"
"211","2020-04-22 16:18:42-03","UFPB","JPB","55515","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Pinheiro, K","1068","2008","07","19","Southern America","Brasil","Pernambuco","Mirandiba","Solo de areia quartzosa, área de topo, Chacal.","-38.695833","-8.14",NA,"; HABITAT: Caatinga.; DESC: Arbusto de flor azul, com nervuras das pétalas brancas.","JPB0055515",NA,"Pinheiro, K","528","528",NA,NA,NA,NA,"2009","02","02","-38.695833","-8.14",NA,NA,NA,NA,NA,NA
"212","2020-04-22 16:18:42-03","UFPB","JPB","63262","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Moreira, LHL; Forzza, RC; Pontes, RA; Figueira, M; Schindler, B; Queiroz, RT","178","2017","05","20","Southern America","Brasil","Paraíba","São José dos Cordeiros","RPPN Fazenda Almas, Trilha à caminho do lajedo cumaru..","-36.898222","-7.470556",NA,"; HABITAT: Caatinga.; DESC: Planta herbácea ca. de 15 cm de altura em solo arenoso; Folhas alternas dísticas; Flor de cor lilás.","JPB0063262",NA,NA,"600","600",NA,NA,NA,NA,NA,NA,NA,"-36.898222","-7.470556",NA,NA,NA,NA,NA,NA
"213","2020-04-22 16:18:42-03","UFPB","JPB","IFNPBRAPA221","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Almeida, RAP","221","2017","04","07","Southern America","Brasil","Paraíba","Diamante",NA,"-38.340006","-7.380002",NA,"; DESC: Herbácea. Conglomerado IFN-PB-94. Subunidade 3. Subparcela 10. Indivíduo H3.","IFNPBRAPA000221",NA,"Figueira, M; Schindler, B",NA,NA,NA,NA,NA,NA,"2017","08","16","-38.340006","-7.380002",NA,NA,NA,NA,NA,NA
"214","2021-02-26 21:55:37-03","UFPB","JPB","66265","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Souto, FS","140","2019","03","02","Southern America","Brasil","Paraíba","São João do Rio do Peixe","Sitio Pedra Redonda, Margem de estrada que da acesso ao Sitio","-38.4488983154297","-6.72916984558105",NA,"; HABITAT: Caatinga antropizada; DESC: Erva, ca. 10 cm alt., folhas simples, flor pequena, lilás.","JPB0066265",NA,"Souto, FS",NA,NA,NA,NA,"22879","auto","2019","03","02",NA,NA,NA,NA,NA,NA,NA,NA
"215","2020-04-22 16:18:42-03","UFPB","JPB","53057","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Miranda, AM; Oliveira, LB; Silva, AG","2414","1996","08","03","Southern America","Brasil","Pernambuco","Gravatá","Serra das Russas","-35.5647010803223","-8.20110988616943",NA,"; DESC: Subarbusto ramoso; caule verde, marrom na base; flores brancas; frutos imaturos verdes, na maturação marrom.","JPB0053057",NA,"Andrade-Ferreira, RC",NA,NA,NA,NA,"19146","auto","1997","06","12",NA,NA,NA,NA,NA,NA,NA,NA
"216","2020-03-12 10:29:06-03","UFOP","OUPR","33622","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Pedrosa, L.G.","1479","2019","03","25",NA,"Brasil","Minas Gerais","Ouro Preto","Pocinho","-43.5080986022949","-20.2875003814697",NA,"Erva, 10cm. Flores azuis, minúsculas em comparação a outras espécies. Campo ferrugíneo.",NA,NA,"Pedrosa, L.G.",NA,NA,NA,NA,"44599","auto","2019","03","25",NA,NA,NA,NA,NA,NA,NA,NA
"217","2014-10-14 15:57:05-03","BS","M","M-0184310","S","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"in pascuis ad Joazeiro. Provinciae Bah.",NA,NA,NA,NA,"M0184310",NA,NA,NA,NA,NA,"ISOSYNTYPE",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"218","2014-10-14 15:57:05-03","BS","M","M-0184311","S","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brasilia. Provinc. Bahia.",NA,NA,NA,NA,"M0184311",NA,NA,NA,NA,NA,"ISOSYNTYPE",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"219","2014-10-14 15:57:05-03","BS","M","M-0184312","S","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brasilia. Provinc. Bahia.",NA,NA,NA,NA,"M0184312",NA,NA,NA,NA,NA,"ISOSYNTYPE",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"220","2014-10-14 15:57:05-03","BS","M","M-0184313","S","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brasilia. Provinc. Bahia.",NA,NA,NA,NA,"M0184313",NA,NA,NA,NA,NA,"ISOSYNTYPE",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"221","2014-10-14 15:57:05-03","BS","M","M-0184314","S","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Schüch, G. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Sebastianopolis Brasiliae.",NA,NA,NA,NA,"M0184314",NA,NA,NA,NA,NA,"NOTATYPE",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"222","2021-03-21 19:33:47-03","UFC","EAC","17504","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Figueiredo, M.A.; et al.","s.n.","1991","04","11","Southern America","Brasil","Ceará","Aiuaba","Lagoa do Rosio- E. E. A.","-40.1236000061035","-6.57360982894897",NA,"Erva, flor amarela.","EAC0017504","EAC0017504","Fernandes, A.",NA,NA,NA,NA,"68662","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2021-03-21 19:33:47-03","UFC","EAC","16913","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Figueiredo, M.A.; et al.","s.n.","1991","03","21","Southern America","Brasil","Ceará","Aiuaba","Lagoa do Rosio, E.E.A.","-40.1236000061035","-6.57360982894897",NA,NA,"EAC0016913","EAC0016913","Santos, F.D.S.",NA,NA,NA,NA,"68662","auto","2019","04","10",NA,NA,NA,NA,NA,NA,NA,NA
"224","2021-03-21 19:33:47-03","UFC","EAC","40424","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Limaverde, S.O.","13","2003","07","02","Southern America","Brasil","Ceará","Crateús","Grajaú, Serra das Almas, banco de sementes, planossolo","-40.6775016784668","-5.1783299446106",NA,"Caatinga arbórea","EAC0040424","EAC0040424","Lima-Verde, L.W.",NA,NA,NA,NA,"43216","auto","2007","07","22",NA,NA,NA,NA,NA,NA,NA,NA
"225","2021-03-21 19:33:47-03","UFC","EAC","34132","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Araújo, F.S.; Vasconcelos, S.F.","1345","2002","02","27","Southern America","Brasil","Ceará","Crateús","RPPN Serra das Almas","-40.6775016784668","-5.1783299446106",NA,"Erva, flor branca, terófito.; Caatinga","EAC0034132","EAC0034132","Lima-Verde, L.W.","260","370",NA,NA,"43216","auto","2005","01","04",NA,NA,NA,NA,NA,NA,NA,NA
"226","2021-03-21 19:33:47-03","UFC","EAC","34126","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Araújo, F.S.; Vasconcelos, S.F.","1515","2002","05","09","Southern America","Brasil","Ceará","Crateús","RPPN Serra das Almas","-40.6775016784668","-5.1783299446106",NA,"Erva, flor branca, terófito.; Caatinga","EAC0034126","EAC0034126","Lima-Verde, L.W.","260","370",NA,NA,"43216","auto","2005","01","04",NA,NA,NA,NA,NA,NA,NA,NA
"227","2021-03-21 19:33:47-03","UFC","EAC","33602","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Araújo, F.S.; Lima, J.R.","1432","2002","06","05","Southern America","Brasil","Ceará","Crateús","RPPN Serra das Almas","-40.6775016784668","-5.1783299446106",NA,"Erva, botão floral, fanerófito.; Mata seca","EAC0033602","EAC0033602","Lima-Verde, L.W.","650","650",NA,NA,"43216","auto","2002","06","20",NA,NA,NA,NA,NA,NA,NA,NA
"228","2021-03-21 19:33:47-03","UFC","EAC","31634","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Trigueiro, E.","s.n.","2002","05","19","Southern America","Brasil","Ceará","Irauçuba","Formigueiro, Cacimba Salgada","-39.7832984924316","-3.74610996246338",NA,"àrea 4.; Caatinga arbórea aberta","EAC0031634","EAC0031634","Santos, F.D.S.",NA,NA,NA,NA,"47778","auto","2015","07","30",NA,NA,NA,NA,NA,NA,NA,NA
"229","2021-03-21 19:33:47-03","UFC","EAC","24897","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Castro, A.S.F.","374","1997","04","20","Southern America","Brasil","Ceará","Jaguaribe","Estr. p/ Feiticeiro","-38.621898651123","-5.89056015014648",NA,"Flor lilás.; Caatinga","EAC0024897","EAC0024897","Marinho, A.M.",NA,NA,NA,NA,"45831","auto","2011","08","10",NA,NA,NA,NA,NA,NA,NA,NA
"230","2021-03-21 19:33:47-03","UFC","EAC","11411","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Nunes, E.","EAC11411","1982","05","22","Southern America","Brasil","Ceará","Parambu","Fazenda Pau Preto, solo arenoso.","-40.6944007873535","-6.21111011505127",NA,"Erva, flor aroxeada.; Capoeira.","EAC0011411","EAC0011411","Santos, F.D.S.",NA,NA,NA,NA,"45414","auto","2019","04","10",NA,NA,NA,NA,NA,NA,NA,NA
"231","2021-03-21 19:33:47-03","UFC","EAC","12538","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Fernandes, A.; Nunes, E.; Soares, R.P.","EAC12538","1984","04","27","Southern America","Brasil","Ceará","Santa Quitéria","Fazenda Itataia.","-40.1567001342773","-4.33194017410278",NA,"Erva.; Caatinga","EAC0012538","EAC0012538","Santos, F.D.S.",NA,NA,NA,NA,"62463","auto","2019","04","10",NA,NA,NA,NA,NA,NA,NA,NA
"232","2021-03-21 19:33:47-03","UFC","EAC","664","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Avelino, C.; Black, G.A.","s.n.","1945","02","22","Southern America","Brasil","Ceará","Sobral","Fazenda Salgado","-40.3497009277344","-3.68611001968384",NA,"Flor azul pequena.","EAC0000664","EAC0000664","Santos, F.D.S.",NA,NA,NA,NA,"84289","auto","2019","04","10",NA,NA,NA,NA,NA,NA,NA,NA
"233","2021-03-21 19:33:47-03","UFC","EAC","28288","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Souza, E.B.","355","1999","06","10","Southern America","Brasil","Ceará","Sobral","Faz. Santo Isídio, base da Sa. da barriga","-40.3497009277344","-3.68611001968384",NA,"Erva ramosíssima, ca. 30cm, flor branca.; Caatinga arbustiva densa","EAC0028288","EAC0028288","Nunes, E.",NA,NA,NA,NA,"84289","auto","1999","07","27",NA,NA,NA,NA,NA,NA,NA,NA
"234","2021-03-21 19:33:47-03","UFC","EAC","28096","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Miranda, A.M.; Félix, L.P.; Spitrez, S.","s.n.","1997","04","12","Southern America","Brasil","Pernambuco","Camocim de São Félix",NA,"-35.7619018554688","-8.35861015319824",NA,"Erva.","EAC0028096","EAC0028096","Andrade-Ferreira, R.C.",NA,NA,NA,NA,"7991","auto","1997","07","12",NA,NA,NA,NA,NA,NA,NA,NA
"235","2021-03-21 19:33:47-03","UFC","EAC","14427","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Grupo Pedra do Cavalo","s.n.","1980","06",NA,"Southern America","Brasil","Bahia","Cachoeira","Vale dos rios Paraguaçu e Jacuipe, Estação da EMBASA","-39.083333","-12.533333",NA,"Planta herbácea e decumbente, flor alva, isolada e axilar, crescendo à margem do Paraguaçu.","EAC0014427","EAC0014427","Junqueira, M.E.R.","40","120",NA,NA,NA,NA,"2004","07","21","-39.083333","-12.533333",NA,NA,NA,NA,NA,NA
"236","2021-03-21 19:33:47-03","UFC","EAC","34504","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Lima-Verde, L.W.; Oliveira, R.F.","s.n.","2000","06","28","Southern America","Brasil","Ceará","Quixadá","Sítio Santa Luzia, Substrato rochoso.","-39.024444","-4.955556",NA,"Rúpicola","EAC0034504","EAC0034504","Lima-Verde, L.W.","270","270",NA,NA,NA,NA,"2000","08",NA,"-39.024444","-4.955556",NA,NA,NA,NA,NA,NA
"237","2021-03-21 19:33:47-03","UFC","EAC","34510","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Lima-Verde, L.W.; Oliveira, R.F.","s.n.","2000","06","28","Southern America","Brasil","Ceará","Quixadá","Sítio Santa Luzia, Substrato rochoso.","-39.024444","-4.955556",NA,"col. Oliveira, R. F. nº128.; Rúpicola","EAC0034510","EAC0034510","Lima-Verde, L.W.","270","270",NA,NA,NA,NA,"2000","08",NA,"-39.024444","-4.955556",NA,NA,NA,NA,NA,NA
"238","2021-03-21 19:33:47-03","UFC","EAC","34511","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Lima-Verde, L.W.; Oliveira, R.F.","s.n.","2000","04","26","Southern America","Brasil","Ceará","Quixadá","Sítio Santa Luzia, Substrato rochoso.","-39.024444","-4.955556",NA,"Rúpicola","EAC0034511","EAC0034511","Lima-Verde, L.W.","270","270",NA,NA,NA,NA,"2000","06",NA,"-39.024444","-4.955556",NA,NA,NA,NA,NA,NA
"239","2021-03-21 19:33:47-03","UFC","EAC","34512","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Lima-Verde, L.W.; Oliveira, R.F.","s.n.","2000","04","26","Southern America","Brasil","Ceará","Quixadá","Sítio Santa Luzia, Substrato rochoso.","-39.024444","-4.955556",NA,"Rúpicola","EAC0034512","EAC0034512","Lima-Verde, L.W.","270","270",NA,NA,NA,NA,"2000","06",NA,"-39.024444","-4.955556",NA,NA,NA,NA,NA,NA
"240","2021-03-21 19:33:47-03","UFC","EAC","36689","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Luetzelburg, P.","s.n.","1936","03","25","Southern America","Brasil","Paraíba","Condado Sul","Lugares pétreos ou arenosos",NA,NA,NA,"Flor branco-violácea.; Sertão","EAC0036689",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2021-03-21 19:33:47-03","UFC","EAC","40379","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Queiroz, R.T.","863","2006","05","21","Southern America","Brasil","Rio Grande do Norte","Serra Negra do Norte","Estação Ecológica do Seridó (ESEC), Massapê, solo pedregoso.","-37.244778","-6.584472",NA,"Erva ereta, flores brancas, frutos verdes, população pequena freqüente em solo pedregoso.; Caatinga arbustiva","EAC0040379","EAC0040379","Queiroz, R.T.","193","193",NA,NA,NA,NA,NA,NA,NA,"-37.244778","-6.584472",NA,NA,NA,NA,NA,NA
"242","2021-03-21 19:33:47-03","UFC","EAC","47797","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Lima-Verde, L.W.; Barros, E.O.; Nunes, L.E.C.","621","1997","04","09","Southern America","Brasil","Ceará","Aiuaba","Gameleira de Cima, Proterozóico arqueano médio; planosol solódico.","-40.280222","-6.719167",NA,"Subarbusto, 0,16m, ocasional; folha membranácea; inflorescência uniflora axilar; fruto cápsula.; Caatinga arbustiva-arbórea","EAC0047797","EAC0047797","Lima-Verde, L.W.",NA,NA,NA,NA,NA,NA,"1998","10","08","-40.280222","-6.719167",NA,NA,NA,NA,NA,NA
"243","2021-03-21 19:33:47-03","UFC","EAC","57356","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Gomes, R.C.","59B","2014","04","20","Southern America","Brasil","Ceará","Tauá","Tecelão, bacia do riacho Carrapateira, clima tropical quente semiárido.","-40.064778","-5.405181",NA,"Erva; flor branca.","EAC0057356","EAC0057356","Loiola, M.I.B.","693","693",NA,NA,NA,NA,"2015","01","07","-40.064778","-5.405181",NA,NA,NA,NA,NA,NA
"244","2021-03-21 19:33:47-03","UFC","EAC","58747","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Souza, E.B.; Mesquita, J.M.; Tereza, V.","3275","2015","04","09","Southern America","Brasil","Ceará","Sobral","Fazenda Experimental da UVA","-40.306111","-3.616944",NA,"Levantamento da Flora da Fazenda Experimental da UVA(FAEX); Erva ereta ca. 10-40 cm alt. Caule verde, folhas herbáceas, flores com cálice verdes e corola lilás-claro.; Área de Floresta Caducifólia Espinhosa e Floresta Mista Dicótilo-P","EAC0058747","EAC0058747","Souza, E.B.; Nepomuceno, F.A.A.; Santos, F.D.S.","60","60",NA,NA,NA,NA,"2015","04",NA,"-40.306111","-3.616944",NA,NA,NA,NA,NA,NA
"245","2021-03-21 19:33:47-03","UFC","EAC","61967","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Souza, E.B.; Andrade, L.B.; Mesquita, J.M.; Maciel, M.G.R.; Farias, M.B.I.","4285","2016","06","16","Southern America","Brasil","Ceará","Sobral","Fazenda Experimental da UVA (FAEX).","-40.306111","-3.616944",NA,"Inventário florístico do noroeste do estado do Ceará: diversidade e potencialidades do bioma Caatinga.; Erva ereta a decumbente, 30-50 cm compr. Caules verde-claros. Folhas herbáceas. Flor com cálice verde-claro e corola azul. Frutos","EAC0061967","EAC0061967","Souza, E.B.; Nepomuceno, F.A.A.","60","60",NA,NA,NA,NA,"2016","06",NA,"-40.306111","-3.616944",NA,NA,NA,NA,NA,NA
"246","2021-03-21 19:33:47-03","UFC","EAC","61968","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Souza, E.B.; Nepomuceno, I.V.; Nepomuceno, F.A.A.; Araújo, F.F.","4269","2016","06","10","Southern America","Brasil","Ceará","Chaval","Localiadde de Pedra de Carnaúba. Periferia da cidade.","-41.254722","-3.049444",NA,"Inventário florístico do noroeste do estado do Ceará: diversidade e potencialidades do bioma Caatinga.; Ervas eretas, ca. 45 cm. alt. Caules verdes. Folhas herbáceas. Flor com cálice verde e corola azul-esbranquiçada. Frutos maduros c","EAC0061968","EAC0061968","Souza, E.B.; Nepomuceno, F.A.A.","17","17",NA,NA,NA,NA,"2016","06",NA,"-41.254722","-3.049444",NA,NA,NA,NA,NA,NA
"247","2021-03-21 19:33:47-03","UFC","EAC","61970","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Souza, E.B.; Nepomuceno, F.A.A.; Araújo, F.F.; Nepomuceno, I.V.; Ramos, D.B.; Mendes, F.A.;","4081","2016","05","20","Southern America","Brasil","Ceará","Sobral","Distrito de Taperuaba. Unidade de Conservação Refúgio de Vida Silvestre Pedra da Andorinha (REVIS).","-39.9975","-4.064167",NA,"Erva prostrada. Caules verde-acinzentados. Folhas cartáceas. Flor com cálice verde-claro e corola branco-azulada.; Área de Caatinga sobre solos arenosos, com afloramentos graníticos.","EAC0061970","EAC0061970","Santos, F.D.S.","150","150",NA,NA,NA,NA,"2019","04","10","-39.9975","-4.064167",NA,NA,NA,NA,NA,NA
"248","2021-03-21 19:33:47-03","UFC","EAC","63713","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Silva, A.F.B.","251","2018","06","09","Southern America","Brasil","Ceará","Meruoca","Distrito de Palestina. Sítio São Gonçalo","-40.462472","-3.629778",NA,"Erva; ramos verdes; folhas herbáceas; cálice verde, corola rosa; frutos maduros castanhos.; Floresta subcaducifólia tropical pluvial às margens de um lajeiro Tanques.","EAC0063713","EAC0063713","Silva, A.F.B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-40.462472","-3.629778",NA,NA,NA,NA,NA,NA
"249","2021-03-21 19:33:47-03","UFC","EAC","10189","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Martins, P.","s.n.","1981","04","29","Southern America","Brasil","Ceará","Aiuaba","Maniçoba, Estação Ecológica de Aiuaba","-40.1236000061035","-6.57360982894897",NA,"Erva, flor lilás claro.; Capoeira","EAC0010189","EAC0010189","Santos, F.D.S.",NA,NA,NA,NA,"68662","auto","2019","04","10",NA,NA,NA,NA,NA,NA,NA,NA
"250","2021-03-21 19:33:47-03","UFC","EAC","17510","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Figueiredo, M.A.; et al.","s.n.","1991","04","11","Southern America","Brasil","Ceará","Aiuaba","Volta","-40.1236000061035","-6.57360982894897",NA,"Erva.; Caatinga","EAC0017510","EAC0017510","Fernandes, A.",NA,NA,NA,NA,"68662","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2021-03-21 19:33:47-03","UFC","EAC","42650","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Pessoa, C.D.S.","73","2007","06",NA,"Southern America","Brasil","Ceará","Irauçuba",NA,"-39.7832984924316","-3.74610996246338",NA,"Caatinga","EAC0042650","EAC0042650","Lima-Verde, L.W.",NA,NA,NA,NA,"47778","auto","2008","02","07",NA,NA,NA,NA,NA,NA,NA,NA
"252","2021-03-21 19:33:47-03","UFC","EAC","42649","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Pessoa, C.D.S.","76","2007","07",NA,"Southern America","Brasil","Ceará","Irauçuba",NA,"-39.7832984924316","-3.74610996246338",NA,"Caatinga","EAC0042649","EAC0042649","Lima-Verde, L.W.",NA,NA,NA,NA,"47778","auto","2008","02","07",NA,NA,NA,NA,NA,NA,NA,NA
"253","2021-03-21 19:33:47-03","UFC","EAC","42648","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Pessoa, C.D.S.","77","2007","08",NA,"Southern America","Brasil","Ceará","Irauçuba",NA,"-39.7832984924316","-3.74610996246338",NA,"Caatinga","EAC0042648","EAC0042648","Lima-Verde, L.W.",NA,NA,NA,NA,"47778","auto","2008","02","07",NA,NA,NA,NA,NA,NA,NA,NA
"254","2021-03-21 19:33:47-03","UFC","EAC","31817","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Oliveira, G.B.","s.n.","2001","04","21","Southern America","Brasil","Ceará","Irauçuba","Faz. Cacimba Salgada","-39.7832984924316","-3.74610996246338",NA,"Herbáceo.","EAC0031817","EAC0031817","Santos, F.D.S.",NA,NA,NA,NA,"47778","auto","2016","01","13",NA,NA,NA,NA,NA,NA,NA,NA
"255","2021-03-21 19:33:47-03","UFC","EAC","11178","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Nunes, E.","EAC11178","1982","04","10","Southern America","Brasil","Ceará","Itaiçaba","Morro do Ereré","-37.8224983215332","-4.67443990707397",NA,"Erva.; Caatinga","EAC0011178","EAC0011178","Santos, F.D.S.",NA,NA,NA,NA,"21354","auto","2019","04","10",NA,NA,NA,NA,NA,NA,NA,NA
"256","2021-03-21 19:33:47-03","UFC","EAC","49211","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Miranda, A.M.; Manso, K.","6276","2011","04","10","Southern America","Brasil","Ceará","Jaguaribe","Maciço do Pereiro","-38.621898651123","-5.89056015014648",NA,"Subarbusto muito ramificado, flor branca, fruto imaturo verde e na maturação marrom, folha membranácea, comum; Caatinga","EAC0049211","EAC0049211","Miranda, A.M.",NA,NA,NA,NA,"45831","auto","2011","04","10",NA,NA,NA,NA,NA,NA,NA,NA
"257","2021-03-21 19:33:47-03","UFC","EAC","11605","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Nunes, E.","EAC11605","1982","06","06","Southern America","Brasil","Ceará","Quixadá","Fazenda Iracema","-39.0153007507324","-4.97138977050781",NA,"Erva, flor arroxeada.; Capoeira","EAC0011605","EAC0011605","Marinho, A.M.",NA,NA,NA,NA,"41968","auto","2011","08","10",NA,NA,NA,NA,NA,NA,NA,NA
"258","2021-03-21 19:33:47-03","UFC","EAC","8307","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Evolvulus","filipes","Evolvulus filipes","Mart.","Parente, M.","s.n.","1980","04","05","Southern America","Brasil","Ceará","Sobral","Br 222, Faz. do sr. José Nunes","-40.3497009277344","-3.68611001968384",NA,"Flor lilás clara.","EAC0008307","EAC0008307","Marinho, A.M.",NA,NA,NA,NA,"84289","auto","2011","08","10",NA,NA,NA,NA,NA,NA,NA,NA
