"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","identifiedBy","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","imagecode","typeStatus","fieldNumber","individualCount","dayIdentified"
"11","2021-03-01 16:40:34-03","UNICAMP","UEC","185316","S","Plantae","Magnoliopsida",NA,"Sabiaceae","Meliosma","itatiaiae","Meliosma itatiaiae","Urb.","Silva, SMP; Matos, VA; Ferreira, MI; Cruz, GC; Lima Júnior, EO; Silva, AM","187","2006","07","19",NA,"Brazil","São Paulo","Pindamonhangaba","Brasil; São Paulo; Município de Pindamonhangaba, Fazenda São Sebastião do Ribeirão Grande; Sub-bosque, úmido, ocorrência de samambaiaçu, ingrime. (22.923900N- 45.461700L)","-45.4599990844727","-22.9200000762939","557","557",NA,"Árvore médio porte: Frutos verdes.","UEC105755","Jung-Mendaçolli, SL","2007","10",NA,NA,"24176","auto",NA,"UEC105755",NA,NA,NA,NA
"12","2019-08-16 08:41:00-03","UTFPR","HCF","11305","S","Plantae",NA,NA,"Sabiaceae","Meliosma","itatiaiae","Meliosma itatiaiae","Urb.","R. Guedes","2440","1994","09","14",NA,"Brasil","RJ","Itatiaia","Parque Nacional do Itatiaia - Estrada","-44.5633010864258","-22.4960994720459",NA,NA,NA,"árvore ca. 8 m; ramos e folhas verdes discolores; raque da inflorescência verde; flores alvo-amareladas, frutos imaturos verdes. Aroma adocicado.",NA,NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA
"13","2015-09-05 12:27:55-03","MNHN","RECOLNAT_MNHN_P","P00410600","PreservedSpecimen",NA,NA,NA,"Sabiaceae","Meliosma","itatiaiae","Meliosma itatiaiae","Urb.","Glaziou, A.",NA,"1894","9","26",NA,"Brésil",NA,NA,"Minas, Fazenda do Taquaral",NA,NA,NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00410600' target='other'> <mi>dwc_moreinfo</mi></a>","P00410600",NA,NA,NA,NA,NA,NA,NA,NA,"P00410600_01 P00410600_02 P00410600_03","isotype","7565",NA,NA
"14","2015-09-17 11:12:26-03","MNHN","RECOLNAT_MNHN_P","P00410601","PreservedSpecimen",NA,NA,NA,"Sabiaceae","Meliosma","itatiaiae","Meliosma itatiaiae","Urb.","Glaziou, A.",NA,"1894","9","26",NA,"Brésil",NA,NA,"Minas, Fazenda do Taquaral",NA,NA,NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00410601' target='other'> <mi>dwc_moreinfo</mi></a>","P00410601",NA,NA,NA,NA,NA,NA,NA,NA,"P00410601_01 P00410601_02 P00410601_03","isotype","7565",NA,NA
"15","2015-09-16 06:57:28-03","MNHN","RECOLNAT_MNHN_P","P00410602","PreservedSpecimen",NA,NA,NA,"Sabiaceae","Meliosma","itatiaiae","Meliosma itatiaiae","Urb.","Glaziou, A.",NA,"1894","9","26",NA,"Brésil",NA,NA,"Minas, Fazenda do Taquaral",NA,NA,NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00410602' target='other'> <mi>dwc_moreinfo</mi></a>","P00410602",NA,NA,NA,NA,NA,NA,NA,NA,"P00410602_01 P00410602_02 P00410602_03","isotype","7565",NA,NA
"16","2015-09-04 10:17:24-03","MNHN","RECOLNAT_MNHN_P","P04316328","PreservedSpecimen",NA,NA,NA,"Sabiaceae","Meliosma","itatiaiae","Meliosma itatiaiae","Urb.","Glaziou, A.",NA,"1873","1","20",NA,"Brasil","Minas Gerais",NA,"Bas Itatiaia, Fazenda",NA,NA,NA,NA,"hb","Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04316328' target='other'> <mi>dwc_moreinfo</mi></a>","P04316328",NA,NA,NA,NA,NA,NA,NA,NA,"P04316328_01",NA,"6617",NA,NA
"17","2015-09-04 10:17:24-03","MNHN","RECOLNAT_MNHN_P","P04316327","PreservedSpecimen",NA,NA,NA,"Sabiaceae","Meliosma","itatiaiae","Meliosma itatiaiae","Urb.","Glaziou, A.",NA,"1873","1","20",NA,"Brasil","Rio de Janeiro","Itatiaia","Brésil. Minas. Bas Itatiaia, Fazenda","-44.5633010864258","-22.4960994720459",NA,NA,"hb","Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04316327' target='other'> <mi>dwc_moreinfo</mi></a>","P04316327",NA,NA,NA,NA,NA,"19648","auto",NA,"P04316327_01",NA,"6697",NA,NA
"18","2012-02-07 05:09:00-02","MO","MOBOT","100382102","PreservedSpecimen","Plantae",NA,NA,"Sabiaceae","Meliosma","itatiaiae","Meliosma itatiaiae","Urb.","August Ginzberger","Ginzberger s.n.","1927","11","2","South America","Brazil","Rio de Janeiro","Itatiaia","Staat Rio de Janeiro, Itatiaya-Gebiet.","-44.5633010864258","-22.4960994720459","850.00000000",NA,NA,NA,NA,"Eliana Ramos",NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,"1",NA
"19","2011-06-01 11:27:00-03","MO","MOBOT","100382100","PreservedSpecimen","Plantae",NA,NA,"Sabiaceae","Meliosma","itatiaiae","Meliosma itatiaiae","Urb.","KUHLMANN","KUHLMANN 20646",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,"Monserrat, Itatiaia",NA,NA,NA,NA,NA,NA,NA,"Eliana Ramos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"20","2008-05-27 22:02:00-03","MO","MOBOT","173986","PreservedSpecimen","Plantae",NA,NA,"Sabiaceae","Meliosma","itatiaiae","Meliosma itatiaiae","Urb.","Alwyn H. Gentry","Gentry 55611","1987","1","23","South America","Brazil","Rio de Janeiro",NA,"Itatiaia National Park.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-2","1",NA
"21","2020-07-15 14:43:41-03","UNESP-RC","HRCB","65129","PreservedSpecimen","Plantae",NA,NA,"Sabiaceae","Meliosma","itatiaiae","Meliosma itatiaiae","Urb.","Grupo Azul",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia - Trilha das Cachoeiras Véu da Noiva e Itaporani(1100m)","-44.619825","-22.428749","1081","1081",NA,NA,NA,"J. Lombardi",NA,NA,"44°37'11.3694W","22°25'43.4958S",NA,NA,NA,NA,NA,NA,NA,NA
"22","2017-11-24 14:12:24-02","UFLA","ESAL","15143","S","Plantae",NA,NA,"Sabiaceae","Meliosma","itatiaiae","Meliosma itatiaiae","Urb.","Fontes, MAL","65",NA,NA,NA,NA,"Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455","1","1",NA,"árvore; 3,0; ;; floresta",NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA
"23","2017-11-24 14:12:24-02","UFLA","ESAL","21056","S","Plantae",NA,NA,"Sabiaceae","Meliosma","itatiaiae","Meliosma itatiaiae","Urb.","Fontes, MAL","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455","1","1",NA,"árvore; 8, m; ;; floresta",NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA
"24","2018-10-05 13:28:16-03","UFLA","ESAL","15476","S","Plantae",NA,NA,"Sabiaceae","Meliosma","itatiaiae","Meliosma itatiaiae","Urb.","Fontes, MAL","184",NA,NA,NA,NA,"Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455","1450","1450",NA,"árvore; 4,0; ;; floresta",NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA
"25","2017-11-24 14:12:24-02","UFLA","ESAL","17359","S","Plantae",NA,NA,"Sabiaceae","Meliosma","itatiaiae","Meliosma itatiaiae","Urb.","Carvalho, DA","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Bocaina de Minas",NA,"-44.3946990966797","-22.1674995422363","1","1",NA,"árvore; 5,0m; ;; floresta",NA,NA,NA,NA,NA,NA,"35110","auto",NA,NA,NA,NA,NA,NA
"26","2020-09-12 05:00:02-03","US","US","3238939","PreservedSpecimen","Plantae",NA,"Sapindales","Sabiaceae","Meliosma","itatiaiae","Meliosma itatiaiae","Urb.","G. Hatschbach & R. Kummrow","45530","1982","10","8","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Rod. BR-354 (mun. Engo. Passos).",NA,NA,"1200",NA,NA,NA,"US03361556",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","US03361556_01",NA,NA,"1",NA
"27","2019-11-13 11:31:15-03","USP","SPF","200373","PreservedSpecimen","Plantae",NA,NA,"Sabiaceae","Meliosma","itatiaiae","Meliosma itatiaiae","Urb.","Freitas, HS","85","2008","07","27",NA,"Brasil","São Paulo","Areias",NA,"-44.724778","-22.647472","835","835",NA,NA,"SPF00200373","Lombardi, JA","2009",NA,"-44.724778","-22.647472",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 18:30:01-03","USP","SPF","212707","PreservedSpecimen","Plantae",NA,NA,"Sabiaceae","Meliosma","itatiaiae","Meliosma itatiaiae","Urb.","Fiaschi, P","3852","2012","01","13",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, Estrada para o Atelier das Artes. Trilha para os Três Picos, início na antigo Hotel Simon.","-44.605694","-22.430222","1200","1200",NA,"Árvore bastante comum, ca. 8 m alt. Frutos imaturos verde-claros.; Floresta Ombrófila Densa Montana (Mata Atlântica).","SPF00212707","Fiaschi, P","2012","01","-44.605694","-22.430222",NA,NA,NA,NA,NA,NA,NA,"17"
"29","2019-11-13 11:31:15-03","USP","SPF","214260","PreservedSpecimen","Plantae",NA,NA,"Sabiaceae","Meliosma","itatiaiae","Meliosma itatiaiae","Urb.","Guedes, R","2440","1994","09","14",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia","-44.566667","-22.25","950","950",NA,NA,"SPF00214260",NA,NA,NA,"-44.566667","-22.25",NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-11-13 11:31:15-03","USP","SPF","161311","PreservedSpecimen","Plantae",NA,NA,"Sabiaceae","Meliosma","itatiaiae","Meliosma itatiaiae","Urb.","Kuhlmann, M","1938","1949","08","02",NA,"Brasil","São Paulo","Igaratá",NA,"-46.1500015258789","-23.2000007629395",NA,NA,NA,NA,"SPF00161311","Ramos, E","2011","11",NA,NA,"24798","auto",NA,NA,NA,NA,NA,NA
"31","2019-11-13 11:31:15-03","USP","SPF","81855","PreservedSpecimen","Plantae",NA,NA,"Sabiaceae","Meliosma","itatiaiae","Meliosma itatiaiae","Urb.","Kuhlmann, M","2550","1950","09","26",NA,"Brasil","São Paulo","Santa Isabel",NA,"-46.2200012207031","-23.3099994659424",NA,NA,NA,NA,"SPF00081855","Ramos, E","2011","11",NA,NA,"15272","auto",NA,NA,NA,NA,NA,NA
"32","2019-09-04 18:32:18-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Sabiaceae","Meliosma","itatiaiae","Meliosma itatiaiae",NA,"A. Glaziou","7565",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"Type [status unknown]",NA,NA,NA
"33","2019-09-04 18:32:18-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Sabiaceae","Meliosma","itatiaiae","Meliosma itatiaiae",NA,"A. Glaziou","7565","1894","9","26","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"Type [status unknown]",NA,NA,NA
"34","2019-01-23 11:08:13-02","F","FMNH-SEEDPLANTS","V0076133F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sabiaceae","Meliosma","itatiaiae","Meliosma itatiaiae",NA,"A. Glaziou","7565",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0076133F",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","V0076133F_01","Isotype",NA,NA,NA
"35","2019-01-25 15:46:26-02","IAC","IAC","46589","S","Plantae",NA,NA,"Sabiaceae","Meliosma","itatiaiae","Meliosma itatiaiae","Urb.","F.A.R.P. Arzolla et al.","703","2005","03","03",NA,"Brasil","São Paulo","Piquete","Fábrica Presidente Vargas - IMBEL","-45.26","-22.616667",NA,NA,NA,"22o37#?#S, 45o15#?#36W;&nf;Confirmado por Eliana Ramos em 30/11/2011",NA,"E. Ramos","2005","05","-45.260000","-22.616667",NA,NA,NA,NA,NA,NA,NA,"31"
"36","2019-01-25 15:46:26-02","IAC","IAC","48788","S","Plantae",NA,NA,"Sabiaceae","Meliosma","itatiaiae","Meliosma itatiaiae","Urb.","S.M.P. Silva; V.A. Matos; M.I. Ferreira; G.C. Cruz; E.O. Lima Jr.; A.M. Silva & J.D. Braz","187","2006","07","19",NA,"Brasil","São Paulo","Pindamonhangaba","Fazenda São Sebastião do Ribeirão Grande","-45.4617","-22.9239",NA,NA,NA,"Nome vulgar: ameixa-do-mato",NA,"S.L. Jung-Mendaçolli","2007","10","-45.4617","-22.9239",NA,NA,NA,NA,NA,NA,NA,"19"
"37","2019-01-25 15:46:26-02","IAC","IAC","49416","S","Plantae",NA,NA,"Sabiaceae","Meliosma","itatiaiae","Meliosma itatiaiae","Urb.","L.C. Bernacci & R. Tsuji","4453","2008","02","25",NA,"Brasil","Minas Gerais","Santana do Paraíso","Próximo aos bairros rurais Ipaneminha e Adiado","-42.496667","-19.385833",NA,NA,NA,"Coordenadas: W42°29`48, S19°23`09",NA,"E. Ramos","2011","11","-42.496667","-19.385833",NA,NA,NA,NA,NA,NA,NA,"30"
"38","2019-11-01 15:10:09-03","UnB","UB","165407","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Sabiaceae","Meliosma","itatiaiae","Meliosma itatiaiae","Urb.","Kuhlmann, M","1938","1949","08","02","Southern America","Brasil","São Paulo","Igaratá","Mata da Fazenda do Snr. Barbosa.","-46.1500015258789","-23.2000007629395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24798","auto",NA,NA,NA,NA,NA,NA
"39","2021-03-04 15:45:52-03","IF","SPSF","44192","PreservedSpecimen","Plantae","Magnoliophyta","Ranunculales","Sabiaceae","Meliosma","itatiaiae","Meliosma itatiaiae","Urb.","R.A.F.Lima & A.G.Aguirre","855","2008","10","24","América do Sul","Brasil","SP","Ibiúna","Parque Estadual de Jurupará, Fazenda Tucano","-47.2200012207031","-23.6499996185303",NA,NA,NA,"COLETA: Floresta Ombrófila Densa Montana.; GEOGRAFIA: Trilha da Cachoeira do Grito.;",NA,NA,NA,NA,NA,NA,"43112","auto","Magnoliopsida",NA,NA,NA,NA,NA
"40","2021-03-04 15:45:52-03","IF","SPSF","34090","PreservedSpecimen","Plantae","Magnoliophyta","Ranunculales","Sabiaceae","Meliosma","itatiaiae","Meliosma itatiaiae",NA,"F.A.R.D.P.Arzolla & A.L.A.Sene","703","2005","03","03","América do Sul","Brasil","SP","Piquete","propriedade da IMBEL","-45.26","-22.616667",NA,NA,NA,"COLETA: XLS: SPSFNovo; Árvore 10m, frutos; GEOGRAFIA: Floresta ombrófila densa montana&nf;Fábrica Presidente Vargas;",NA,"E.Ramos","2011","11",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,"01"
"41","2021-03-04 15:45:52-03","IF","SPSF","42114","PreservedSpecimen","Plantae","Magnoliophyta","Ranunculales","Sabiaceae","Meliosma","itatiaiae","Meliosma itatiaiae","Urb.","R.T.Polisel","964","2008","12","26","América do Sul","Brasil","SP","Juquitiba","bairro dos Lamartinos","-47.090278","-23.975556","700","700",NA,"COLETA: Orla de mata.&nf;Árvore 6m; frutos imaturos verdes.; GEOGRAFIA: Fazenda Ipê.&nf;BR-116, km.330.;",NA,"R.T. Polisel","2009","02",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,"02"
"42","2019-11-21 10:18:49-03","IBt","SP","66057","S","Plantae",NA,NA,"Sabiaceae","Meliosma","itatiaiae","Meliosma itatiaiae","Urb.","Kuhlmann, M","1938","1949","08","02",NA,"Brasil","São Paulo","Igaratá",NA,"-46.1500015258789","-23.2000007629395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24798","auto",NA,NA,NA,NA,NA,NA
"43","2019-11-21 10:18:49-03","IBt","SP","270098","S","Plantae",NA,NA,"Sabiaceae","Meliosma","itatiaiae","Meliosma itatiaiae","Urb.","Nicolau, SA; et al.","645","1993","11","29",NA,"Brasil","São Paulo","Pindamonhangaba",NA,"-45.4599990844727","-22.9200000762939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24176","auto",NA,NA,NA,NA,NA,NA
"44","2019-11-21 10:18:49-03","IBt","SP","270675","S","Plantae",NA,NA,"Sabiaceae","Meliosma","itatiaiae","Meliosma itatiaiae","Urb.","Nicolau, SA; et al.","487","1992","07","19",NA,"Brasil","São Paulo","Pindamonhangaba",NA,"-45.4599990844727","-22.9200000762939",NA,NA,NA,NA,NA,"Rossi, L",NA,NA,NA,NA,"24176","auto",NA,NA,NA,NA,NA,NA
"45","2019-11-21 10:18:49-03","IBt","SP","288666","S","Plantae",NA,NA,"Sabiaceae","Meliosma","itatiaiae","Meliosma itatiaiae","Urb.","Nicolau, SA; et al.","911","1995","09","05",NA,"Brasil","São Paulo","Pindamonhangaba",NA,"-45.4599990844727","-22.9200000762939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24176","auto",NA,NA,NA,NA,NA,NA
"46","2019-11-21 10:18:49-03","IBt","SP","271613","S","Plantae",NA,NA,"Sabiaceae","Meliosma","itatiaiae","Meliosma itatiaiae","Urb.","Nicolau, SA; Guedes Sousa, H","666","1993","11","30",NA,"Brasil","São Paulo","Pindamonhangaba","Fazenda São Sebastião do Ribeirão Grande","-45.4599990844727","-22.9200000762939",NA,NA,NA,NA,NA,"Nicolau, SA",NA,NA,NA,NA,"24176","auto",NA,NA,NA,NA,NA,NA
"47","2019-11-21 10:18:49-03","IBt","SP","289396","S","Plantae",NA,NA,"Sabiaceae","Meliosma","itatiaiae","Meliosma itatiaiae","Urb.","Cordeiro, I; et al.","1332","1994","03","30",NA,"Brasil","São Paulo","Pindamonhangaba","Ribeirão Grande, Fazenda São Sebastião do Ribeirão Grande","-45.4599990844727","-22.9200000762939","900","900",NA,NA,NA,"Ramos, E","2011","11",NA,NA,"24176","auto",NA,NA,NA,NA,NA,NA
"48","2019-11-21 10:18:49-03","IBt","SP","78964","S","Plantae",NA,NA,"Sabiaceae","Meliosma","itatiaiae","Meliosma itatiaiae","Urb.","Kuhlmann, M","2550","1950","09","26",NA,"Brasil","São Paulo","Santa Isabel","Igaratá","-46.2200012207031","-23.3099994659424",NA,NA,NA,"Beira da estrada",NA,"Ramos, E","2011","11",NA,NA,"15272","auto",NA,NA,NA,NA,NA,NA
"49","2019-11-21 10:18:49-03","IBt","SP","36290","S","Plantae",NA,NA,"Sabiaceae","Meliosma","itatiaiae","Meliosma itatiaiae","Urb.","Kuhlmann, M","s.n.","1936","09","11",NA,"Brasil","São Paulo","Santa Isabel","Invernada dos Pilões","-46.2200012207031","-23.3099994659424",NA,NA,NA,"Árvore bonita cujas mudas novas são pastadas pelo gado",NA,"Ramos, E","2011","11",NA,NA,"15272","auto",NA,NA,NA,NA,NA,NA
