"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","county","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount","sex"
"92","2016-03-09 18:11:31-03","MNHN","RECOLNAT_MNHN_P","P04830066","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Riedel",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04830066' target='other'> <mi>dwc_moreinfo</mi></a>","P04830066","P04830066_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2016-03-09 18:11:31-03","MNHN","RECOLNAT_MNHN_P","P04830070","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Riedel",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04830070' target='other'> <mi>dwc_moreinfo</mi></a>","P04830070","P04830070_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-12-11 11:35:28-03","UFMG","BHCB","135415","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Mendes, MS; Pena, FSR","s.n.","2006",NA,NA,"Southern America","Brasil","Minas Gerais","Reservatório da PCH Funil.","-42.888611","-19.073056",NA,"Floresta Estacional semidecidual",NA,NA,NA,"595","595",NA,"-42.888611","-19.073056",NA,"Dores de Guanhães",NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-12-11 11:35:28-03","UFMG","BHCB","21258","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Araújo, GM","422","1988","11","13","Southern America","Brasil","Minas Gerais",NA,"-48.187198638916","-18.6471996307373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Araguari","58653","auto",NA,NA,NA,NA,NA,NA
"96","2020-12-11 11:35:28-03","UFMG","BHCB","21258","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Araújo, GM","422","1988","11","13","Southern America","Brasil","Minas Gerais",NA,"-48.187198638916","-18.6471996307373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Araguari","58653","auto",NA,NA,NA,NA,NA,NA
"97","2020-12-11 11:35:28-03","UFMG","BHCB","21257","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Araújo, GM","425","1988","12","20","Southern America","Brasil","Minas Gerais",NA,"-48.187198638916","-18.6471996307373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Araguari","58653","auto",NA,NA,NA,NA,NA,NA
"98","2020-12-11 11:35:28-03","UFMG","BHCB","21257","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Araújo, GM","425","1988","12","20","Southern America","Brasil","Minas Gerais",NA,"-48.187198638916","-18.6471996307373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Araguari","58653","auto",NA,NA,NA,NA,NA,NA
"99","2020-12-11 11:35:28-03","UFMG","BHCB","25796","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,"-47.2928009033203","-19.3528003692627",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Perdizes","45889","auto",NA,NA,NA,NA,NA,NA
"100","2020-12-11 11:35:28-03","UFMG","BHCB","25640","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,"-47.2928009033203","-19.3528003692627",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Perdizes","45889","auto",NA,NA,NA,NA,NA,NA
"101","2020-12-11 11:35:28-03","UFMG","BHCB","139378","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Schiavini, I; Lopes, SF; Oliveira, AP; Vale, VS; Dias Neto, OC; Gusson, AE","243","2007","09",NA,"Southern America","Brasil","Minas Gerais","Fazenda Sucupira-Caçu","-47.9319000244141","-19.7483005523682",NA,"Floresta Estacional Semidecidual, árvore ca. 33m de altura, 239cm de circunferência. Indiv. n°121. PPFES","BHCB003384",NA,NA,NA,NA,NA,NA,NA,NA,"Uberaba","73879","auto",NA,NA,NA,NA,NA,NA
"102","2020-12-11 11:35:28-03","UFMG","BHCB","27095","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Carvalho, MG; Silva, ST da","728","1991","11","26","Southern America","Brasil","Minas Gerais","Paratudo","-42.8897018432617","-16.5594005584717",NA,"Arbóreo; Cerrado em regeneração","BHCB038671",NA,NA,NA,NA,"2016",NA,NA,"12","Grão Mogol","67219","auto",NA,NA,NA,NA,NA,NA
"103","2020-12-11 11:35:28-03","UFMG","BHCB","71393","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Tameirão Neto, E","3291","2001","03","16","Southern America","Brasil","Minas Gerais","UHE Irapé. Rio Jequitinhonha.","-42.6925010681152","-17.0832996368408",NA,"Floresta Ciliar, arbóreo, córrego das Posses",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leme do Prado","17527","auto",NA,NA,NA,NA,NA,NA
"104","2011-03-19 06:43:00-03","MO","MOBOT","1000366","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Micrandra","brownsbergensis","Micrandra brownsbergensis","Lanj.","R. Liesner (MO)","Randall J. Evans|Sylva Koemar|Joyce Ramlal|Dorothy Traag","Evans 2465","1995","11","24","South America","Suriname","Sipaliwini","Vicinity of Blanche Marie Waterfall on the Nickerie River.","-56.88055","4.75833",NA,NA,NA,NA,NA,"50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"322","14",NA
"105","2010-11-25 10:29:00-02","MO","MOBOT","1140263","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Micrandra","brownsbergensis","Micrandra brownsbergensis","Lanj.","R. Liesner(MO)","Randall J. Evans|Sylva Koemar|Usha Raghoenandan","Evans 2646","1997","3","19","South America","Suriname","Sipaliwini","Vicinity of Blanche Marie Waterfall on the Nickerie River.","-56.88055","4.75833",NA,NA,NA,NA,NA,"50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"368","11",NA
"106","2009-12-18 09:46:00-02","MO","MOBOT","2960670","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Micrandra","brownsbergensis","Micrandra brownsbergensis","Lanj.","Ronald Liesner","D. Sabatier","Sabatier 3532","1990",NA,NA,"South America","French Guiana","Cayenne","Station des Nouragues-Bassin de I'Arataye.","-52.7","4.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2012-06-15 15:20:00-03","MO","MOBOT","999383","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Micrandra","brownsbergensis","Micrandra brownsbergensis","Lanj.","R. Liesner (MO)","Randall J. Evans","Evans 2349","1995","7","30","South America","Suriname","Sipaliwini","Vicinity of Blanche Marie Waterfall on the Nickerie River.","-56.8805556","4.7583333",NA,NA,NA,NA,NA,"50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"298","10",NA
"108","2011-03-19 06:43:00-03","MO","MOBOT","999884","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Micrandra","brownsbergensis","Micrandra brownsbergensis","Lanj.","R. Liesner (MO)","Randall J. Evans|Sylva Koemar|Joyce Ramlal|Dorothy Traag","Evans 2458","1995","11","21","South America","Suriname","Sipaliwini","Vicinity of Blanche Marie Waterfall on the Nickerie River.","-56.88055","4.75833",NA,NA,NA,NA,NA,"50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"320","10",NA
"109","2011-06-09 18:02:00-03","MO","MOBOT","783773","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll. Arg.","G.L. Webster (DAV)","Edgar Gudiño","Gudiño Jara 403","1990","5","1","South America","Ecuador","Pastaza","Pozo petrolero Masaramu de UNOCAL. 40 km al nor-nororiente de Montalvo. Bosque húmedo Tropical, primario. Arboles cortados por las obras petroleras. Suelo sojo, colinas.","-76.86666","-0.73333",NA,NA,NA,NA,NA,"400.00000000",NA,NA,NA,NA,NA,"Pastaza",NA,NA,NA,NA,NA,"90-3","4",NA
"110","2013-08-28 11:20:00-03","MO","MOBOT","100553320","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll. Arg.","S. McDaniel","Robin B. Foster|HERRE|Wright","Foster 4812","1978","8",NA,"South America","Peru","Loreto","Rio Nanay, Caseria Mishana, 30 km SW of Iquitos. Callicebus Biological REs. 4 km S of Mishana. Forested hills on white or brown sand soils.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maynas",NA,NA,NA,NA,NA,NA,"1",NA
"111","2008-05-27 22:02:00-03","MO","MOBOT","1062431","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll. Arg.","G. Webster (DAV)","Nestor Jaramillo|et al.","Jaramillo 1062","1996","2","3","South America","Peru","Amazonas","Yamayakat. Bosque primario.","-78.31666","-4.91666",NA,NA,NA,NA,NA,"320.00000000",NA,NA,NA,NA,NA,"Bagua",NA,NA,NA,NA,NA,NA,"5",NA
"112","2008-05-27 22:02:00-03","MO","MOBOT","1062485","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll. Arg.","G. Webster (DAV)","Nestor Jaramillo|et al.","Jaramillo 932","1996","1","19","South America","Peru","Amazonas","Yamayakat. Bosque primario.","-78.31666","-4.91666",NA,NA,NA,NA,NA,"320.00000000",NA,NA,NA,NA,NA,"Bagua",NA,NA,NA,NA,NA,NA,"7",NA
"113","2008-05-27 22:02:00-03","MO","MOBOT","1386173","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll. Arg.",NA,"Alwyn H. Gentry|et al.","Gentry 26182","1979","3","24","South America","Peru","Loreto","Mishana, Río Nanay halfway between Iquitos and Santa Maria de Nanay. Non-inundated forest. White Sand Transect 10.","-73.5","-3.83333",NA,NA,NA,NA,NA,"140.00000000",NA,NA,NA,NA,NA,"Maynas",NA,NA,NA,NA,NA,"1575",NA,NA
"114","2008-05-27 22:02:00-03","MO","MOBOT","1387028","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll. Arg.",NA,"Alwyn H. Gentry|et al.","Gentry 25877","1979","3","21","South America","Peru","Loreto","Mishana, Río Nanay halfway between Iquitos and Santa Maria de Nanay. White sand, transect #1.","-73.5","-3.83333",NA,NA,NA,NA,NA,"140.00000000",NA,NA,NA,NA,NA,"Maynas",NA,NA,NA,NA,NA,"1586",NA,NA
"115","2008-05-27 22:02:00-03","MO","MOBOT","1387139","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll. Arg.",NA,"Alwyn H. Gentry|et al.","Gentry 25941","1979","3","22","South America","Peru","Loreto","Mishana, Río Nanay. Upland white sand near Campamento Uno. White Sand Transect #3.","-73.5","-3.83333",NA,NA,NA,NA,NA,"150.00000000",NA,NA,NA,NA,NA,"Maynas",NA,NA,NA,NA,NA,"1593",NA,NA
"116","2008-05-27 22:02:00-03","MO","MOBOT","1387361","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll. Arg.",NA,"Alwyn H. Gentry|et al.","Gentry 26112","1979","3","23","South America","Peru","Loreto","Mishana, Río Nanay. Upland white sand near Campamento Uno. White Sand Transect #8.","-73.5","-3.83333",NA,NA,NA,NA,NA,"150.00000000",NA,NA,NA,NA,NA,"Maynas",NA,NA,NA,NA,NA,"1598",NA,NA
"117","2014-04-04 05:42:00-03","MO","MOBOT","139213","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll. Arg.","Ronald L. Liesner (MO)","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 15250","1990","12",NA,"South America","Peru","Loreto","Dtto. Iquitos, Allpahuayo. Estación Experimental del Instituto de Investigaciones de la Amazonía Peruana (IIAP). Bosque primario, vegetación sobre suelo arcillo-arenoso, con dominancia de arena blanca, en las elevaciones del terreno y de arcilla en los declives, estrato inferior sin dominancia observándose Lepidocaryum tessmannii y Scheelea morenii; buen drenaje, pequeñas ondulaciones del terreno. Levantamiento florístico de la parcela Y de 1 ha. de 500 X 20 m., correspondiente al inventario de 25 has. SUBPARCELA No. 1","-73.5","-4.16666",NA,NA,NA,NA,NA,"150.00000000","180.00000000",NA,NA,NA,NA,"Maynas",NA,NA,NA,NA,NA,"254","5",NA
"118","2014-04-04 05:42:00-03","MO","MOBOT","139221","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll. Arg.","Ronald L. Liesner (MO)","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 15271","1990","12",NA,"South America","Peru","Loreto","Dtto. Iquitos, Allpahuayo. Estación Experimental del Instituto de Investigaciones de la Amazonía Peruana (IIAP). Bosque primario, vegetación sobre suelo arcillo-arenoso, con dominancia de arena blanca, en las elevaciones del terreno y de arcilla en los declives, estrato inferior sin dominancia observándose Lepidocaryum tessmannii y Scheelea morenii; buen drenaje, pequeñas ondulaciones del terreno. Levantamiento florístico de la parcela Y de 1 ha. de 500 X 20 m., correspondiente al inventario de 25 has. SUBPARCELA No. 2","-73.5","-4.16666",NA,NA,NA,NA,NA,"150.00000000","180.00000000",NA,NA,NA,NA,"Maynas",NA,NA,NA,NA,NA,"255","4",NA
"119","2008-05-27 22:02:00-03","MO","MOBOT","1509070","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll. Arg.","R. Liesner (MO)","Alwyn H. Gentry|et al.","Gentry 36471","1982","3","19","South America","Peru","Loreto","Mishana, Río Nanay halfway between Iquitos and Santa María de Nanay. Upland forest on white sand. Transect 11","-73.5","-3.83333",NA,NA,NA,NA,NA,"140.00000000",NA,NA,NA,NA,NA,"Maynas",NA,NA,NA,NA,NA,"82-12",NA,NA
"120","2014-04-04 05:42:00-03","MO","MOBOT","139229","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll. Arg.","Ronald L. Liesner (MO)","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 15273","1990","12",NA,"South America","Peru","Loreto","Dtto. Iquitos, Allpahuayo. Estación Experimental del Instituto de Investigaciones de la Amazonía Peruana (IIAP). Bosque primario, vegetación sobre suelo arcillo-arenoso, con dominancia de arena blanca, en las elevaciones del terreno y de arcilla en los declives, estrato inferior sin dominancia observándose Lepidocaryum tessmannii y Scheelea morenii; buen drenaje, pequeñas ondulaciones del terreno. Levantamiento florístico de la parcela Y de 1 ha. de 500 X 20 m., correspondiente al inventario de 25 has. SUBPARCELA No. 2","-73.5","-4.16666",NA,NA,NA,NA,NA,"150.00000000","180.00000000",NA,NA,NA,NA,"Maynas",NA,NA,NA,NA,NA,"255","4",NA
"121","2014-04-04 05:42:00-03","MO","MOBOT","139237","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll. Arg.","Ronald L. Liesner (MO)","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 15340","1990","12",NA,"South America","Peru","Loreto","Dtto. Iquitos, Allpahuayo. Estación Experimental del Instituto de Investigaciones de la Amazonía Peruana (IIAP). Bosque primario, vegetación sobre suelo arcillo-arenoso, con dominancia de arena blanca, en las elevaciones del terreno y de arcilla en los declives, estrato inferior sin dominancia observándose Lepidocaryum tessmannii y Scheelea morenii; buen drenaje, pequeñas ondulaciones del terreno. Levantamiento florístico de la parcela Y de 1 ha. de 500 X 20 m., correspondiente al inventario de 25 has. SUBPARCELA No. 5","-73.5","-4.16666",NA,NA,NA,NA,NA,"150.00000000","180.00000000",NA,NA,NA,NA,"Maynas",NA,NA,NA,NA,NA,"258","4",NA
"122","2014-04-04 05:42:00-03","MO","MOBOT","139245","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll. Arg.","Ronald L. Liesner (MO)","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 15342","1990","12",NA,"South America","Peru","Loreto","Dtto. Iquitos, Allpahuayo. Estación Experimental del Instituto de Investigaciones de la Amazonía Peruana (IIAP). Bosque primario, vegetación sobre suelo arcillo-arenoso, con dominancia de arena blanca, en las elevaciones del terreno y de arcilla en los declives, estrato inferior sin dominancia observándose Lepidocaryum tessmannii y Scheelea morenii; buen drenaje, pequeñas ondulaciones del terreno. Levantamiento florístico de la parcela Y de 1 ha. de 500 X 20 m., correspondiente al inventario de 25 has. SUBPARCELA No. 5","-73.5","-4.16666",NA,NA,NA,NA,NA,"150.00000000","180.00000000",NA,NA,NA,NA,"Maynas",NA,NA,NA,NA,NA,"258","4",NA
"123","2014-04-04 05:42:00-03","MO","MOBOT","139277","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll. Arg.","Ronald L. Liesner (MO)","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 16624","1991","5","27","South America","Peru","Loreto","Dtto. Iquitos, Allpahuayo. Estación Experimental del Instituto de Investigaciones de la Amazonía Peruana (IIAP). Bosque primario, con suelos de arena blanca varillal. Muestreo de 1000 m2, en subparcelas de 50 m X 2 m. individuos >|_ de 2.5 cm de diámetro. TRANSECTO No. 4","-73.5","-4.16666",NA,NA,NA,NA,NA,"150.00000000","180.00000000",NA,NA,NA,NA,"Maynas",NA,NA,NA,NA,NA,"315","4",NA
"124","2014-04-04 05:42:00-03","MO","MOBOT","143248","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll. Arg.","Ronald L. Liesner (MO)","Alwyn H. Gentry|Rodolfo Vásquez|Cesár A. Grández|Nestor Jaramillo","Gentry 56020","1987","2","16","South America","Peru","Loreto","Allpahuayo, Km 20 Iquitos-Nauta, ca. 35 km Southwest of Iquitos.","-73.4188889","-3.9711111",NA,NA,NA,NA,NA,"130.00000000",NA,NA,NA,NA,NA,"Maynas",NA,NA,NA,NA,NA,"87-20","4",NA
"125","2014-04-04 05:51:00-03","MO","MOBOT","1435974","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll. Arg.","R. Garcia (MO)","Alwyn H. Gentry|James Aronson|Rodolfo Vásquez|Nestor Jaramillo","Gentry 24840","1979","2","21","South America","Peru","Loreto","Vicinity of Quistacocha, second growth and forest remnants on white sand.","-73.3333333","-3.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maynas",NA,NA,NA,NA,NA,"1741","1",NA
"126","2014-04-04 05:42:00-03","MO","MOBOT","147555","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll. Arg.","Ronald L. Liesner (MO)","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 15333","1990","12",NA,"South America","Peru","Loreto","Dtto. Iquitos, Allpahuayo. Estación Experimental del Instituto de Investigaciones de la Amazonía Peruana (IIAP). Bosque primario, vegetación sobre suelo arcillo-arenoso, con dominancia de arena blanca, en las elevaciones del terreno y de arcilla en los declives, estrato inferior sin dominancia observándose Lepidocaryum tessmannii y Scheelea morenii; buen drenaje, pequeñas ondulaciones del terreno. Levantamiento florístico de la parcela Y de 1 ha. de 500 X 20 m., correspondiente al inventario de 25 has. SUBPARCELA No. 5","-73.5","-4.16666",NA,NA,NA,NA,NA,"150.00000000","180.00000000",NA,NA,NA,NA,"Maynas",NA,NA,NA,NA,NA,"258","4",NA
"127","2014-04-04 05:42:00-03","MO","MOBOT","147617","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll. Arg.","Ronald L. Liesner (MO)","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 15355","1990","12",NA,"South America","Peru","Loreto","Dtto. Iquitos, Allpahuayo. Estación Experimental del Instituto de Investigaciones de la Amazonía Peruana (IIAP). Bosque primario, vegetación sobre suelo arcillo-arenoso, con dominancia de arena blanca, en las elevaciones del terreno y de arcilla en los declives, estrato inferior sin dominancia observándose Lepidocaryum tessmannii y Scheelea morenii; buen drenaje, pequeñas ondulaciones del terreno. Levantamiento florístico de la parcela Y de 1 ha. de 500 X 20 m., correspondiente al inventario de 25 has. SUBPARCELA No. 5","-73.5","-4.16666",NA,NA,NA,NA,NA,"150.00000000","180.00000000",NA,NA,NA,NA,"Maynas",NA,NA,NA,NA,NA,"258","4",NA
"128","2014-04-04 05:42:00-03","MO","MOBOT","147671","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll. Arg.","Ronald L. Liesner (MO)","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 15366","1990","12",NA,"South America","Peru","Loreto","Dtto. Iquitos, Allpahuayo. Estación Experimental del Instituto de Investigaciones de la Amazonía Peruana (IIAP). Bosque primario, vegetación sobre suelo arcillo-arenoso, con dominancia de arena blanca, en las elevaciones del terreno y de arcilla en los declives, estrato inferior sin dominancia observándose Lepidocaryum tessmannii y Scheelea morenii; buen drenaje, pequeñas ondulaciones del terreno. Levantamiento florístico de la parcela Y de 1 ha. de 500 X 20 m., correspondiente al inventario de 25 has. SUBPARCELA No. 6","-73.5","-4.16666",NA,NA,NA,NA,NA,"150.00000000","180.00000000",NA,NA,NA,NA,"Maynas",NA,NA,NA,NA,NA,"259","4",NA
"129","2014-04-04 05:42:00-03","MO","MOBOT","147717","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll. Arg.","Ronald L. Liesner (MO)","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 15385","1990","12",NA,"South America","Peru","Loreto","Dtto. Iquitos, Allpahuayo. Estación Experimental del Instituto de Investigaciones de la Amazonía Peruana (IIAP). Bosque primario, vegetación sobre suelo arcillo-arenoso, con dominancia de arena blanca, en las elevaciones del terreno y de arcilla en los declives, estrato inferior sin dominancia observándose Lepidocaryum tessmannii y Scheelea morenii; buen drenaje, pequeñas ondulaciones del terreno. Levantamiento florístico de la parcela Y de 1 ha. de 500 X 20 m., correspondiente al inventario de 25 has. SUBPARCELA No. 7","-73.5","-4.16666",NA,NA,NA,NA,NA,"150.00000000","180.00000000",NA,NA,NA,NA,"Maynas",NA,NA,NA,NA,NA,"260","4",NA
"130","2014-04-04 05:42:00-03","MO","MOBOT","147770","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll. Arg.","Ronald L. Liesner (MO)","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 15389","1990","12",NA,"South America","Peru","Loreto","Dtto. Iquitos, Allpahuayo. Estación Experimental del Instituto de Investigaciones de la Amazonía Peruana (IIAP). Bosque primario, vegetación sobre suelo arcillo-arenoso, con dominancia de arena blanca, en las elevaciones del terreno y de arcilla en los declives, estrato inferior sin dominancia observándose Lepidocaryum tessmannii y Scheelea morenii; buen drenaje, pequeñas ondulaciones del terreno. Levantamiento florístico de la parcela Y de 1 ha. de 500 X 20 m., correspondiente al inventario de 25 has. SUBPARCELA No. 7","-73.5","-4.16666",NA,NA,NA,NA,NA,"150.00000000","180.00000000",NA,NA,NA,NA,"Maynas",NA,NA,NA,NA,NA,"260","4",NA
"131","2014-04-04 05:42:00-03","MO","MOBOT","147842","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll. Arg.","Ronald L. Liesner (MO)","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 15414","1990","12",NA,"South America","Peru","Loreto","Dtto. Iquitos, Allpahuayo. Estación Experimental del Instituto de Investigaciones de la Amazonía Peruana (IIAP). Bosque primario, vegetación sobre suelo arcillo-arenoso, con dominancia de arena blanca, en las elevaciones del terreno y de arcilla en los declives, estrato inferior sin dominancia observándose Lepidocaryum tessmannii y Scheelea morenii; buen drenaje, pequeñas ondulaciones del terreno. Levantamiento florístico de la parcela Y de 1 ha. de 500 X 20 m., correspondiente al inventario de 25 has. SUBPARCELA No. 8","-73.5","-4.16666",NA,NA,NA,NA,NA,"150.00000000","180.00000000",NA,NA,NA,NA,"Maynas",NA,NA,NA,NA,NA,"261","4",NA
"132","2014-04-04 05:42:00-03","MO","MOBOT","147890","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll. Arg.","Ronald L. Liesner (MO)","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 15429","1990","12",NA,"South America","Peru","Loreto","Dtto. Iquitos, Allpahuayo. Estación Experimental del Instituto de Investigaciones de la Amazonía Peruana (IIAP). Bosque primario, vegetación sobre suelo arcillo-arenoso, con dominancia de arena blanca, en las elevaciones del terreno y de arcilla en los declives, estrato inferior sin dominancia observándose Lepidocaryum tessmannii y Scheelea morenii; buen drenaje, pequeñas ondulaciones del terreno. Levantamiento florístico de la parcela Y de 1 ha. de 500 X 20 m., correspondiente al inventario de 25 has. SUBPARCELA No. 9","-73.5","-4.16666",NA,NA,NA,NA,NA,"150.00000000","180.00000000",NA,NA,NA,NA,"Maynas",NA,NA,NA,NA,NA,"262","4",NA
