"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","county","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount","sex"
"11","2021-03-30 12:38:31-03","EAO","IAN","164967","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Micrandra","brownsbergensis","Micrandra brownsbergensis","Lanj.","Liesner, R","Evans, R; Koemar, S; Ramlal, J; Traag, D","2465","1995","11","24","Southern America","Suriname","Sipaliwini","Vicinity of Blanche Marie Waterfall on the Nickerie River. Primary riverine wet forest bordering Nickerie River in low-lying perodicallydlooded area.","-56.880556","4.758333",NA,"Tree, 14m tall, overhanging river; trunk, stems, and leaves with milky latex; flowers with vvery linht green corolla; fruit green, ovoidal, to ca. 1cm long.","IAN164967",NA,NA,NA,NA,"1996","-56.880556","4.758333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-30 12:38:31-03","EAO","IAN","166874","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Micrandra","brownsbergensis","Micrandra brownsbergensis","Lanj.","Liesner, R","Evans, R; Koemar, S; Raghoenandan, U","2646","1997","03","19","Southern America","Suriname","Sipaliwini","Vic. of Blanche Marie Waterfall on the Nickerie River. Primary lowland wet forest.","-56.866667","4.75",NA,"Tree, 18m tall; trunk, stems, leaves and green fruits with milky latex; fruits globose, ca. 1.5cm in diameter, most fruits green, green fruits turning brown, drying out, and splitting open long between the 3 carpels at maturity.","IAN166874",NA,NA,NA,NA,"1997","-56.866667","4.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:38:31-03","EAO","IAN","167040","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Micrandra","brownsbergensis","Micrandra brownsbergensis","Lanj.","Liesner, R","Evans, R; Bakboord, E; Corso, S; Koemar, S","2349","1995","07","28","Southern America","Suriname","Sipaliwini","Sheet 1. Vic. of Blanche Marie Waterfall on the Nickerie River. Primary riverine wet forest bordering Nickerie River in low-lying periodically flooded area.","-56.880556","4.758333",NA,"Tree, 16m tall, overhanging river, slash white above, red underneath; trunk, stems, leaves, and fruit with milky latex; fruit green with 6 light green longitudinal stripes (=carpels).","IAN167040",NA,NA,NA,NA,"1996","-56.880556","4.758333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:38:31-03","EAO","IAN","167040a","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Micrandra","brownsbergensis","Micrandra brownsbergensis","Lanj.","Liesner, R","Evans, R; Bakboord, E; Corso, S; Koemar, S","2349",NA,NA,NA,"Southern America","Suriname","Sipaliwini","Vicinity of Blanche Marie Waterfall on the Nickerie River. Primary riverine wet forest bordering Nickerie River in low-lying periodicaly flooded area.","-56.880556","4.758333",NA,"Tree, 16m tall, overhanging river; slash white above, red underneath; trunk, stems, leaves, and fruit with milky latex; fruit green with 6 light green longitudinal stripes (=carpels).","IAN167040a",NA,NA,NA,NA,"1996","-56.880556","4.758333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:38:31-03","EAO","IAN","98215","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.","Rodrigues, WA","Pires, JM","6825","1958","06",NA,"Southern America","Brasil","Pará","Mata da Cia. Pirelli, Fazenda Uriboca, terra firme.",NA,NA,NA,"Árvore grande.","IAN098215",NA,NA,NA,NA,"1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:38:31-03","EAO","IAN","102816","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.","Schultes, RE","Kuhlmann, M; Jimbo, S","312","1959","09","28","Southern America","Brasil","Pará","Rodovia Belem-Brasilia - Km 96.",NA,NA,NA,"Árvore de mais ou menos 30 metros em floracao e frutificacao.","IAN102816",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:38:31-03","EAO","IAN","105142","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.","Schultes, RE","Oliveira, E","398","1960","01","19","Southern America","Brasil","Pará","Km. 130 da rodovia Belem - Brasila.",NA,NA,NA,"Árvore de 18m., flores brancas, frutos pequenos, redondos, latex pouco, branco, beira da estrada.","IAN105142",NA,NA,NA,NA,"1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:38:31-03","EAO","IAN","105244","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.","Schultes, RE","Oliveira, E","505","1960","02","13","Southern America","Brasil","Pará","Km. 129 da rodovia Belem- Brasilia. mata de terra firme.",NA,NA,NA,"Árvore, 18 metros; latex branco abundante;","IAN105244",NA,NA,NA,NA,"1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:38:31-03","EAO","IAN","106418","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.","Rodrigues, WA","Oliveira, E","829","1960","05","29","Southern America","Brasil","Pará","Km. 130 da rodovia Belem - Brasilia.",NA,NA,NA,"Árvore de 20 m; flores brancas, pequenos frutos redondos, mata da terra firme; latex branco. muito pouco.","IAN106418",NA,NA,NA,NA,"1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:38:31-03","EAO","IAN","106425","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.","Schultes, RE","Oliveira, E","837","1960","05","30","Southern America","Brasil","Pará","Km. 129 da rodovia Belem - Brasilia.",NA,NA,NA,"Árvore de 20 m; flores brancas, fruto ainda muito novo, mata da terra firme; latex branco bastante.","IAN106425",NA,NA,NA,NA,"1966",NA,NA,"06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:38:31-03","EAO","IAN","175400","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.","Cordeiro, MR","Cordeiro, MR","MC-04-34100271","2001","08","27","Southern America","Brasil","Pará","Estação Rádio da Marinha em Belém. Solo argiloso, mata secundária de terra firme, luminosidade média, freqüência comum. bairro Marambaia .","-48.203611","-1.491389",NA,"Árvore aprox. 12 m de altura por 55 CAP. Fruto verde, aveludado.","IAN175400",NA,NA,NA,NA,"2001","-48.203611","-1.491389",NA,"Belém",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:38:31-03","EAO","IAN","49651","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.","Schultes, RE","Emden van","9","1931","10","09","Southern America","Suriname",NA,NA,NA,NA,NA,"Hab. Burimberg","IAN049651",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-08 17:38:28-03","EAO","IAN","6361","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Lundell, CL","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,"IAN006361","IAN006361_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:38:31-03","EAO","IAN","81970","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.","Rodrigues, WA","Pires, JM; Silva, NT da","4604","1953","06",NA,"Southern America","Brasil","Pará","Rio Guama, acima de Ourem, perto do posto indigena Tembe.",NA,NA,NA,"Árvore grande, de mata da terra firme.","IAN081970",NA,NA,NA,NA,"1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:38:31-03","EAO","IAN","98130","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.","Rodrigues, WA","Pires, JM","6796","1958","06",NA,"Southern America","Brasil","Pará","Mata da Cia. Pirelli, fazenda Uriboca, terra firme.",NA,NA,NA,"Árvore grande com latex.","IAN098130",NA,NA,NA,NA,"1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:38:31-03","EAO","IAN","98271","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.","Rodrigues, WA","Pires, JM","6883","1958","07",NA,"Southern America","Brasil","Pará","Mata da Cia. Pirelli, azenda Uriboca, terra firme.",NA,NA,NA,"Árvore de 30m.","IAN098271",NA,NA,NA,NA,"1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:38:31-03","EAO","IAN","98443","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.","Schultes, RE","Pires, JM","7064","1958","07",NA,"Southern America","Brasil","Pará","Mata da Cia. Pirelli, fazenda Uriboca, terra firme.",NA,NA,NA,"Árvore de 15m.","IAN098443",NA,NA,NA,NA,"1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:38:31-03","EAO","IAN","153502","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.","Schultes, RE","Silva, NT da","4363","1976","09","06","Southern America","Brasil","Amazonas","Base do projeto RADAM.","-64.7114028930664","-3.35417008399963",NA,"Árvore de 28m. Flor verde.","IAN153502",NA,NA,NA,NA,"1982",NA,NA,NA,"Tefé","340205","auto",NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:38:31-03","EAO","IAN","159918","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.","Rosa, NA","Sérgio, P","106","1982","07","30","Southern America","Brasil","Amazonas","Rio Curimitá de baixo -Ponto 12","-64.7114028930664","-3.35417008399963",NA,"Alburno: distintos - vermelho/ amarelo; flor branca, com latex. DAP 50cm","IAN159918",NA,NA,NA,NA,NA,NA,NA,NA,"Tefé","340205","auto",NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:38:31-03","EAO","IAN","94459","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.","Rodrigues, WA","Pires, JM; Fróes, RL; Silva, NT da","5268","1956","07","07","Southern America","Brasil","Pará","Tansecto para inventario florestal.","-50.4803009033203","-1.68221998214722",NA,"18-13.","IAN094459",NA,NA,NA,NA,"1972",NA,NA,NA,"Breves","134266","auto",NA,NA,NA,NA,NA,NA
"31","2021-04-08 17:38:28-03","EAO","IAN","6368","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Micrandra","glaziovii","Micrandra glaziovii","Pax",NA,"Glaziou, AFM","18478",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,"IAN006368","IAN006368_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-02-08 09:49:26-03","NBC","NL-BOTANY","L.3795384","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Micrandra","brownsbergensis","Micrandra brownsbergensis","Lanj.",NA,"Enden van",NA,"1931","10","09","Southern America","Surinam",NA,"Surinamenses, Brownsberg.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3795384 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3795384","NL-L3795384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"33","2020-02-08 09:49:26-03","NBC","NL-BOTANY","U.1269796","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.","Punt W","Ek RC; Williams M; Williams A",NA,"1992","12","01","Southern America","Guyana","Central Demerara",NA,"-58.5","5.333333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1269796 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1269796","NL-U1269796",NA,NA,NA,NA,"-58.5","5.333333",NA,NA,NA,NA,"Magnoliopsidae","U 0157386",NA,NA,NA,NA
"34","2020-02-08 09:49:26-03","NBC","NL-BOTANY","U.1269778","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.","Jansen-Jacobs MJ","Jansen-Jacobs MJ; Ramharakh G; Haripersaud P; et al.",NA,"2004","11","28","Southern America","Surinam","Marowijne","Suriname, Marowijne Distr., Lely Mts., Airstrip, Plateau.","-54.739167","4.267222",NA,"Lateritic rocky soil. Mixed forest on slope at end of airstrip.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1269778 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1269778","NL-U1269778",NA,NA,NA,NA,"-54.739167","4.267222",NA,NA,NA,NA,"Magnoliopsidae","U 0252528",NA,NA,NA,NA
"35","2020-02-08 09:49:26-03","NBC","NL-BOTANY","U.1269777","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.","Jansen-Jacobs MJ","Jansen-Jacobs MJ; Ramharakh G; Haripersaud P; Sabajo R; et al.",NA,"2004","11","26","Southern America","Surinam","Marowijne","Suriname, Marowijne Distr., Lely Mts., Airstrip, Plateau.","-54.739167","4.267222",NA,"Lateritic rocky soil. Mixed forest on slope at end of airstrip.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1269777 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1269777","NL-U1269777",NA,NA,NA,NA,"-54.739167","4.267222",NA,NA,NA,NA,"Magnoliopsidae","U 0252533",NA,NA,NA,NA
"36","2020-02-08 09:49:26-03","NBC","NL-BOTANY","U 0075427","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Sanchez S M; et al.",NA,NA,NA,NA,"Southern America","Colombia","Amazonas A","Araracuara Cahuinari",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200075427 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0075427",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw36927",NA,NA,NA,NA
"37","2020-02-08 09:49:26-03","NBC","NL-BOTANY","U 0075428","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Ellenberg H",NA,"1957","09","11","Southern America","Peru","Loreto","Regenwoud in Amazone bebbe van O. Peru. Quistacocha bij Iquitos.",NA,NA,NA,"rain forest<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200075428 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0075428",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw8784",NA,NA,NA,NA
"38","2020-02-08 09:49:26-03","NBC","NL-BOTANY","U 0075429","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Lindeman JC",NA,"1953","01","01","Southern America","Surinam",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200075429 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0075429",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw4712",NA,NA,NA,NA
"39","2020-02-08 09:49:26-03","NBC","NL-BOTANY","U.1269781","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.","Lindeman JC","Ek RC; Jansen-Jacobs MJ; Simmons CM",NA,"1994","12","05","Southern America","Guyana",NA,NA,"-58.166667","5.333333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1269781 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1269781","NL-U1269781",NA,NA,NA,NA,"-58.166667","5.333333",NA,NA,NA,NA,"Magnoliopsidae","U 0157387",NA,NA,NA,NA
"40","2020-02-08 09:49:26-03","NBC","NL-BOTANY","L.1060361","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Unknown",NA,NA,NA,NA,"Southern America","Peru","Loreto",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1060361 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1060361","NL-L1060361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw18004",NA,NA,NA,NA
"41","2020-02-08 09:49:26-03","NBC","NL-BOTANY","L 0455194","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Forest Department (Guyana)",NA,NA,NA,NA,"Southern America","Guyana",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200455194 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0455194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","FHOw 14650",NA,NA,NA,NA
"42","2020-02-08 09:49:26-03","NBC","NL-BOTANY","L 0455195","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Unknown",NA,NA,NA,NA,"Southern America","Peru","Loreto",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200455195 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0455195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"43","2020-02-08 09:49:26-03","NBC","NL-BOTANY","L.1060358","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Lanjouw J; Lindeman JC",NA,"1949","03","01","Southern America","Surinam",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1060358 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1060358","NL-L1060358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0052195 | Uw 1838",NA,NA,NA,NA
"44","2020-02-08 09:49:26-03","NBC","NL-BOTANY","L.1060359","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Lanjouw J; Lindeman JC",NA,"1949","03","01","Southern America","Surinam",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1060359 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1060359","NL-L1060359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw1838",NA,NA,NA,NA
"45","2020-02-08 09:49:26-03","NBC","NL-BOTANY","L.1060360","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Micrandra","elata","Micrandra elata","(Didr.) Müll.Arg.",NA,"Lanjouw J; Lindeman JC",NA,"1949","03","01","Southern America","Surinam",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1060360 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1060360","NL-L1060360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw1838",NA,NA,NA,NA
