"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","maximumElevationInMeters","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","individualCount","fieldNumber"
"11","2021-03-30 12:52:43-03","EAO","IAN","105949","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Pires, JM","7670",NA,NA,NA,"Southern America","Brasil","Procedente da Vila de Icoaraci, Cultivado no IAN.",NA,NA,NA,"IAN105949",NA,"Meneguzzo, TEC","Pará",NA,NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-30 12:52:43-03","EAO","IAN","109521","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Irwin, HS","48495","1960","09","26","Southern America","Brasil","Near margin of river. About 1km south of mouth of Riv. Yaroupi, French Guiana.",NA,NA,"Epiphyte; tepals green, except labellum white; stamesn yellow.","IAN109521",NA,"Meneguzzo, TEC","Amapá",NA,"-52.466667","2.783333",NA,"2013","-52.466667","2.783333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:52:43-03","EAO","IAN","113482","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Pires, JM; Rodrigues, WA","50789","1961","09","09","Southern America","Brasil","Between Camps 5 and 6 and tin mine trail.",NA,NA,"Epiphyte, in fruit immature.","IAN113482",NA,"Meneguzzo, TEC","Amapá",NA,"-51.966667","1.433333",NA,"2013","-51.966667","1.433333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:52:43-03","EAO","IAN","115046","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Oliveira, E","2249","1962","10","11","Southern America","Brasil","Uaupés, Na frente da cidade.",NA,NA,"Epífita, flor branca.","IAN115046",NA,"Meneguzzo, TEC","Amazonas",NA,NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:52:43-03","EAO","IAN","117846","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Pires, JM; Cavalcante, PB","52344","1962","08","04","Southern America","Brasil","Rare in savanna, vic. Igarapé Ariramba.",NA,NA,"Epiphyte on Couratella, immature fruit green.","IAN117846",NA,"Meneguzzo, TEC","Amapá",NA,"-51.5","1.216667",NA,"2013","-51.5","1.216667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:52:43-03","EAO","IAN","124449","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Oliveira, E","4214","1968","04","02","Southern America","Brasil","Rio Jarí. lado esquerdo em frente ao S.37.",NA,NA,"Planta epífita, flor esverdeada.","IAN124449",NA,"Meneguzzo, TEC","Pará",NA,NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:52:43-03","EAO","IAN","124792","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Oliveira, E","4623","1968","06","22","Southern America","Brasil","Rio Jarí, beira do 1º Igarapé da estrada de Monte Dourado ao Munguba; mata alta, várzea.",NA,NA,"Planta epífita, flor, cálice verde bem claro, pétalas e ovário amarelo.","IAN124792",NA,"Meneguzzo, TEC","Pará",NA,NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:52:43-03","EAO","IAN","124804","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Oliveira, E","4618","1968","06","22","Southern America","Brasil","Rio Jarí, entre Monte Dourado e Arapiranga.",NA,NA,"Planta epífita; cálice verde bem claro; pétalas brancas; ovário amarelo.","IAN124804",NA,"Meneguzzo, TEC","Amapá",NA,"-52.916667","-0.916667",NA,"2013","-52.916667","-0.916667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:52:43-03","EAO","IAN","133539","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Oliveira, E","5472","1971","05","09","Southern America","Brasil","Praia de São Francisco, Mosqueiro; beira de um córrego na praia.",NA,NA,"Planta epífita; flor branca.","IAN133539",NA,"Meneguzzo, TEC","Pará",NA,NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:52:43-03","EAO","IAN","133647","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Silva, NT da","1778","1969","03","06","Southern America","Brasil","Cachoeira de Santo Antônio.",NA,NA,"Epífita, sobre árvore de 8m de altura, flor branca.","IAN133647",NA,"Meneguzzo, TEC","Pará",NA,NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:52:43-03","EAO","IAN","136786","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Oliveira, E","5772","1971","07","17","Southern America","Brasil","Praia do Paraíso, abeirando a praia.",NA,NA,"Planta epífita, flor branca.","IAN136786",NA,"Meneguzzo, TEC","Pará",NA,NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:52:43-03","EAO","IAN","136934","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Oliveira, E","s.n.","1971","11","10","Southern America","Brasil","Quadra de Híbridos, ao lado do PImental do IPEAN, estrada que vai para a Escola de Agronomia.",NA,NA,"Planta sobre hevea, frutos.","IAN136934",NA,"Meneguzzo, TEC","Pará",NA,NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:52:43-03","EAO","IAN","141726","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Pena, BS da","477","1974","06","10","Southern America","Brasil",NA,NA,NA,"Epífita com flor branca.","IAN141726",NA,"Meneguzzo, TEC","Mato Grosso","Dardanelos",NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:52:43-03","EAO","IAN","182307","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Pereira, LA; Santos, MAC","381","2001","04","23","Southern America","Brasil","BR-156; beira de estrada; região de cerrado.",NA,NA,"Epífita; 50cm de altura; flores amarelas, labelo branco com poriferalções marrons.","IAN182307",NA,"Meneguzzo, TEC","Amapá",NA,"-50.883333","3.166667",NA,"2013","-50.883333","3.166667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:52:43-03","EAO","IAN","186481","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Koch, AK; Leal, ES; Souza, C","227","2010",NA,NA,"Southern America","Brasil","Floresta Nacional de Caxiuanã, Estação Científica Ferreira Penna (ECFPn), margem esquerda do rio Curuazinho.",NA,NA,"Epífita sobre tronco vivo, em floresta de igapó, flores creme castanho ,muito comum na Flona.","IAN186481",NA,"Koch, AK","Pará","Melgaço","-51.433056","-1.752778",NA,"2010","-51.433056","-1.752778","04","12",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:52:43-03","EAO","IAN","53869","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Black, GA","8526","1949","10","11","Southern America","Brasil","Igarapé Taparabou, ca. 20km ao E. Oiapoque.",NA,NA,"Epífita, flor branca.","IAN053869",NA,"Meneguzzo, TEC","Amapá",NA,"-52.916667","-0.916667",NA,"2013","-52.916667","-0.916667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:52:43-03","EAO","IAN","74062","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Black, GA; Ledoux, PVD","14333","1952","04","29","Southern America","Brasil","Beira do Rio Ararí, Fazenda Tuiuiú.",NA,NA,"Epífita, flor branca.","IAN074062",NA,"Meneguzzo, TEC","Pará","Marajó",NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:52:43-03","EAO","IAN","95600","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Black, GA; Egler, WA","19480","1957","05","24","Southern America","Brasil","Rio Curuá-Mirim.",NA,NA,"Epífita, flor branca.","IAN095600",NA,"Meneguzzo, TEC","Pará","Pedras",NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:52:43-03","EAO","IAN","96845","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Pires, JM","6702","1958","05","13","Southern America","Brasil","Procedente do Rio Negro. Cultivada no IAN, vaso n º 460.",NA,NA,"Flor arroxeada, principalmente na página inferior; tépalas externas arroxeadas por baixo, labelo branco.","IAN096845",NA,"Meneguzzo, TEC","Pará",NA,NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:52:43-03","EAO","IAN","97149","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Fróes, RL","32527","1955","11","20","Southern America","Brasil","Igarapé Macapichi, afluente do Rio Xungú onde foi feito o levantamento estatístico florestal pela FAO.",NA,NA,"Epífita sobre árvores à beira do rio.","IAN097149",NA,"Meneguzzo, TEC","Pará",NA,NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:52:43-03","EAO","IAN","166376","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Cordeiro, MR; Silva, MF da","2739","1997","06","06","Southern America","Brasil","Fazenda Itapoã. Bloco-I, à 6Km da Br-156. Pedra da Pluma, 95m acima do nível do mar.",NA,NA,"Epífita em cima da pedra. Flor branca. Frutos verdes.","IAN166376",NA,"Meneguzzo, TEC","Amapá","Macapá","-51.0663986206055","-0.366667002439499",NA,"2013",NA,NA,NA,NA,"225229","auto",NA,NA,NA,NA,NA
"32","2021-03-30 12:52:43-03","EAO","IAN","166248","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Cordeiro, MR; Batista, J","2611","1997","04","26","Southern America","Brasil","Fazenda São Bento. Bloco-5. Ponto-14. Igarapé Glória. Coleta Geral.",NA,NA,"Epífita. Flor branca.","IAN166248",NA,"Meneguzzo, TEC","Amapá","Macapá","-51.0663986206055","-0.366667002439499",NA,"2013",NA,NA,NA,NA,"225229","auto",NA,NA,NA,NA,NA
"33","2021-03-30 12:52:43-03","EAO","IAN","125759","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Pires, JM; Silva, NT da","11743","1968","05","23","Southern America","Brasil","Boa Vista, Campinas de Guajará, margem esquerda do Rio Guamá.",NA,NA,"Planta epífita, flor branca.","IAN125759",NA,"Meneguzzo, TEC","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,"2013",NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"34","2021-03-30 12:52:43-03","EAO","IAN","101525","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Pires, JM","7177","1959","04","02","Southern America","Brasil","Cultivado no IAN.",NA,NA,"Flor branca menores que 7176.","IAN101525",NA,"Meneguzzo, TEC","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,"2013",NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"35","2021-03-30 12:52:43-03","EAO","IAN","101524","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Pires, JM","7176","1959","04","02","Southern America","Brasil","Cultivado no IAN.",NA,NA,"Flor branca menores que 7177.","IAN101524",NA,"Meneguzzo, TEC","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,"2013",NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"36","2021-03-30 12:52:43-03","EAO","IAN","163798","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Cordeiro, MR; Nivaldo, S","2046","1991","05","14","Southern America","Brasil","EMBRAPA, ao lado do experimento da dra. Heloisa, mata de terra firme.",NA,NA,"Epífita, flor branca. Uso ornamental.","IAN163798",NA,"Meneguzzo, TEC","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,"2013",NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"37","2021-03-30 12:52:43-03","EAO","IAN","50062","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Pires, JM","1886","1950","03","07","Southern America","Brasil","Introduzida de Marajó.",NA,NA,"Flor branca, sem fimbria, hipantio (ovário) verde, tépalas exteriores verde-amareladas, labelo branco.","IAN050062",NA,"Meneguzzo, TEC","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,"2013",NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"38","2021-03-30 12:52:43-03","EAO","IAN","50063","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Pires, JM","1887","1950","03","07","Southern America","Brasil","Introduzida do Marajó.",NA,NA,"Labelo branco, tépalas exteriores amareladas, ovário verde.","IAN050063",NA,"Meneguzzo, TEC","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,"2013",NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"39","2021-03-30 12:52:43-03","EAO","IAN","125743","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Pires, JM; Silva, NT da","11727","1968","05","20","Southern America","Brasil","IPEAN, margem esquerda do Rio Aurá.",NA,NA,"Epífita, flor branca.","IAN125743",NA,"Meneguzzo, TEC","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,"2013",NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"40","2021-03-30 12:52:43-03","EAO","IAN","133557","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Oliveira, E","5489","1971","05","14","Southern America","Brasil","Mosqueiro, Praia de São Francisco.",NA,NA,"Planta epífita; flor creme.","IAN133557",NA,"Meneguzzo, TEC","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,"2013",NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"41","2021-03-30 12:52:43-03","EAO","IAN","28093","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Pires, JM; Black, GA","1541","1947","04","30","Southern America","Brasil","Rio Guamá, Igarapé Murutucú.",NA,NA,NA,"IAN028093","IAN028093 IAN028093_1 IAN028093_e IAN028093_e1","Meneguzzo, TEC","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,"2013",NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"42","2021-03-30 12:52:43-03","EAO","IAN","28080","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Pires, JM; Black, GA","1519","1947","04","24","Southern America","Brasil","Utinga.",NA,NA,NA,"IAN028080","IAN028080 IAN028080_e IAN028080_e1","Meneguzzo, TEC","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,"2013",NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"43","2021-03-30 12:52:43-03","EAO","IAN","152307","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Bouças, PRP; Pinheiro, GS","6","1975","03","19","Southern America","Brasil","Igarapé do Jupuuba.",NA,NA,"Planta epífita sobre árvore, flor branca.","IAN152307",NA,"Meneguzzo, TEC","Pará","Moju","-48.7689018249512","-1.88389003276825",NA,"2013",NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA
"44","2021-03-30 12:52:43-03","EAO","IAN","92988","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Andrade-Lima, D de","1571","1953","05","11","Southern America","Brasil","Campo da encosta da Serra Itajurí, beira de um pequeno igarapé.",NA,NA,"Epífita em Myrtaceae, flor alva com centro do labelo amarelo.","IAN092988",NA,"Meneguzzo, TEC","Pará","Monte Alegre","-54.0691986083984","-2.00778007507324",NA,"2013",NA,NA,NA,NA,"279177","auto",NA,NA,NA,NA,NA
"45","2021-03-30 12:52:43-03","EAO","IAN","164474","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Projeto, Iara","s.n.","1997","01",NA,"Southern America","Brasil","Mata ciliar, lago Grande. Igapó.",NA,NA,"Epífita; flor rósea, branca, verde.","IAN164474",NA,"Meneguzzo, TEC","Pará","Monte Alegre","-54.0691986083984","-2.00778007507324",NA,"2013",NA,NA,NA,NA,"279177","auto",NA,NA,NA,NA,NA
"46","2021-03-30 12:52:43-03","EAO","IAN","113009","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Oliveira, E","2067","1962","06","28","Southern America","Brasil","Fazenda São João, Rio Anabijú, Ilha do Marajó.",NA,NA,"Epífita.","IAN113009",NA,"Meneguzzo, TEC","Pará","Muaná","-49.2167015075684","-1.52832996845245",NA,"2013",NA,NA,NA,NA,"72451","auto",NA,NA,NA,NA,NA
"47","2021-03-30 12:52:43-03","EAO","IAN","90305","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Fróes, RL","31939","1955","06","03","Southern America","Brasil","Cabeceiras do Rio Uruará, flancos do Planalto Amaazônico.",NA,NA,NA,"IAN090305",NA,"Meneguzzo, TEC","Pará","Prainha","-53.4799995422363","-1.79999995231628",NA,"2013",NA,NA,NA,NA,"139164","auto",NA,NA,NA,NA,NA
"48","2020-02-08 08:46:13-03","NBC","NL-BOTANY","U.1460172","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Epidendrum","carpophorum","Epidendrum carpophorum","Barb.Rodr.","Clarke HD",NA,"1996","02","05","Southern America","Guyana","Guyana. Region: Cuyuni-Mazaruni. Waleliwatipu (Aymatoi), N of Paruima; in vic. of camp.",NA,NA,"Savanna & gallery forest vegetation, with Trachypogon, Clusia & Humiria.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1460172 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1460172","NL-U1460172","Christenson EA","Cuyuni-Mazaruni",NA,"-61.016667","5.883333",NA,NA,"-61.016667","5.883333",NA,NA,NA,NA,"Magnoliopsidae","U 0182565",NA,NA,NA
