"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","yearIdentified","monthIdentified","class","dayIdentified","typeStatus","relatedCatalogItem","coordinatePrecision","geoFlag","eventTime","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"11","2021-01-14 15:33:41-03","MN","R","11624","PreservedSpecimen","Plantae",NA,NA,"Theophrastaceae","Clavija","spinosa","Clavija spinosa","Harling, G.","Glaziou, A.F.M.","8222","1875","10","08",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000011624","R000011624_001","(Vell.) Mez","1964","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2015-07-02 14:04:25-03","JBP","HPL","10577","S","Plantae",NA,NA,"Theophrastaceae","Clavija","cf. spinosa","Clavija cf. spinosa",NA,"L.C. Bernacci & R. Tsuji","4453","2008","02","25",NA,"Brasil","MG","Santana do Paraíso","Coletado próximo aos bairros rurais de Ipaneminha e Adiado. S 19° 23' 09; W 42° 29' 48 (290 m.s.m.)","-42.5686","-19.3636",NA,NA,NA,NA,"(Vell.) Mez",NA,NA,NA,NA,NA,NA,"17033","auto",NA,NA,NA,NA,NA,NA,NA
"13","2019-11-21 14:46:48-03","UFJF","CESJ","48647","PreservedSpecimen","Plantae","Angiosperma",NA,"Theophrastaceae","Clavija","spinosa","Clavija spinosa","L. Biral","L. Krieger; M. Sabino","CESJ48647","1981","10","03","América do Sul","Brasil","Espírito Santo","Guarapari",NA,"-40.5110015869141","-20.6580009460449",NA,"Na mata rala de encosta. Arbustinho monopodial, de até 1m. flores amarelas em cacho.","CESJ048647","CESJ048647","(Vell.) Mez","2013","01",NA,"25",NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA
"14","2019-11-21 14:46:48-03","UFJF","CESJ","18647","PreservedSpecimen","Plantae","Angiosperma",NA,"Theophrastaceae","Clavija","spinosa","Clavija spinosa","L. Biral","L. Krieger","CESJ18647","1981","10","03","América do Sul","Brasil","Espírito Santo","Guarapari",NA,"-40.5110015869141","-20.6580009460449",NA,NA,"CESJ018647",NA,"(Vell.) Mez","2013","01",NA,"25",NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-01 16:38:29-03","UNICAMP","UEC","21498","S","Plantae","Magnoliopsida",NA,"Primulaceae","Clavija","spinosa","Clavija spinosa","Lupo, R","Shepherd, GJ; Silva, AF; Tamashiro, JY; Kinoshita, LS","10460","1979","10","06",NA,"Brazil","São Paulo","São Sebastião","estrada Rio - Santos, A 15 km da cidade no sentido à Bertioga.","-45.4099998474121","-23.7600002288818",NA,"Arbusto de 2m, flores amarelas.",NA,NA,"(Vell.) Mez","1995","10",NA,NA,NA,NA,"41977","auto",NA,NA,NA,NA,NA,NA,NA
"16","2014-10-14 15:56:20-03","BS","M","M-0164793","S","Plantae","Magnoliophyta",NA,"Theophrastaceae","Clavija","spinosa","Clavija spinosa",NA,NA,NA,"1839","12","31",NA,"Brasil",NA,NA,"[Cultivated in the Munich Botanical Garden from material collected in Brazil.]",NA,NA,NA,NA,"M0164793",NA,"(Vell.) Mez",NA,NA,"Magnoliopsida",NA,"NOTATYPE",NA,NA,NA,"21:00",NA,NA,NA,NA,NA,NA
"17","2014-10-14 15:56:20-03","BS","M","M-0164794","S","Plantae","Magnoliophyta",NA,"Theophrastaceae","Clavija","spinosa","Clavija spinosa",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Habitat in sylvis. Provinciae Rio Janeiro.",NA,NA,NA,NA,"M0164794",NA,"(Vell.) Mez",NA,NA,"Magnoliopsida",NA,"NOTATYPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2014-10-14 15:56:20-03","BS","M","M-0164795","S","Plantae","Magnoliophyta",NA,"Theophrastaceae","Clavija","spinosa","Clavija spinosa",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Habitat in sylvis ad M. Corcovado et Mandioccam. Provinciae Rio de Janeiro.",NA,NA,NA,NA,"M0164795",NA,"(Vell.) Mez",NA,NA,"Magnoliopsida",NA,"NOTATYPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2014-10-14 15:56:20-03","BS","M","M-0164796","S","Plantae","Magnoliophyta",NA,"Theophrastaceae","Clavija","spinosa","Clavija spinosa",NA,"Pohl, J.B.E.",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Legit in Brasilia.",NA,NA,NA,NA,"M0164796",NA,"(Vell.) Mez",NA,NA,"Magnoliopsida",NA,"NOTATYPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2014-10-14 15:56:20-03","BS","M","M-0164797","S","Plantae","Magnoliophyta",NA,"Theophrastaceae","Clavija","spinosa","Clavija spinosa",NA,"Pohl, J.B.E.",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Legit in Brasilia.",NA,NA,NA,NA,"M0164797",NA,"(Vell.) Mez",NA,NA,"Magnoliopsida",NA,"NOTATYPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-06-27 10:26:28-03","UFES","VIES","9603","S","Plantae",NA,NA,"Primulaceae","Clavija","spinosa","Clavija spinosa",NA,"Pereira, O.J.; Martins, M.L.L.","2718","1992","02","19",NA,"Brasil","Espírito Santo","Aracruz","Portocel.","-40.2733001708984","-19.8202991485596",NA,NA,"VIES009603","VIES009603","(Vell.) Mez",NA,NA,NA,NA,NA,NA,"37987","auto",NA,NA,NA,NA,NA,NA,NA
"22","2020-04-27 16:11:18-03","UFES","VIES","10602","S","Plantae",NA,NA,"Primulaceae","Clavija","spinosa","Clavija spinosa","Assis, A.M.","Botelho, R.M.; Assis, A.M. & Menezes, B.D.","25","2010","05","21",NA,"Brasil","Espírito Santo","Serra","Mestre Álvaro.","-40.3078002929688","-20.1285991668701",NA,NA,"VIES010602","VIES010602","(Vell.) Mez","2010","05",NA,"21",NA,NA,"16451","auto",NA,"60","60",NA,NA,NA,NA
"23","2020-04-27 16:11:18-03","UFES","VIES","16830","S","Plantae",NA,NA,"Primulaceae","Clavija","spinosa","Clavija spinosa","Pereira, O.J.","Saiter, F.Z.; Gomes, F.B.","143","2001","12","15",NA,"Brasil","Espírito Santo","Vila Velha","Morro do Moreno.","-40.2924995422363","-20.3297004699707",NA,NA,"VIES016830","VIES016830","(Vell.) Mez","2009","09",NA,"06",NA,NA,"27156","auto",NA,NA,NA,NA,NA,NA,NA
"24","2019-06-27 10:26:28-03","UFES","VIES","2730","S","Plantae",NA,NA,"Primulaceae","Clavija","spinosa","Clavija spinosa",NA,"Pereira, O.J.; Gomes, J.M.L. & Thomaz, L.D.","1515","1988","06","16",NA,"Brasil","Espírito Santo","Vitória","Camburi.","-40.3377990722656","-20.3194007873535",NA,NA,"VIES002730","VIES002730","(Vell.) Mez",NA,NA,NA,NA,NA,NA,"15291","auto",NA,NA,NA,NA,NA,NA,NA
"25","2019-06-27 10:26:28-03","UFES","VIES","14496","S","Plantae",NA,NA,"Primulaceae","Clavija","spinosa","Clavija spinosa",NA,"Assis, A.M.; Weiler Júnior, I.","287","1997","11","28",NA,"Brasil","Espírito Santo","Vitória","Reserva Ecológica Restinga de Camburi.","-40.3377990722656","-20.3194007873535",NA,NA,"VIES014496","VIES014496","(Vell.) Mez",NA,NA,NA,NA,NA,NA,"15291","auto",NA,NA,NA,NA,NA,NA,NA
"26","2021-02-12 18:12:25-03","UFES","VIES","48771","S","Plantae",NA,NA,"Primulaceae","Clavija","spinosa","Clavija spinosa","Valadares, R.T.","Firmino, A.D.; Valadares, R.T.","1830","2021","01","11",NA,"Brasil","Espírito Santo","Aracruz","Mar Azul, ponto de amostragem 9.","-40.101389","-19.919444",NA,NA,"VIES048771","VIES048771","(Vell.) Mez","2021","01",NA,"11",NA,NA,NA,NA,NA,"7","7","40º6'5''W","19º55'10''S",NA,NA
"27","2019-06-27 10:26:28-03","UFES","VIES","9605","S","Plantae",NA,NA,"Primulaceae","Clavija","spinosa","Clavija spinosa",NA,"Pereira, O.J.; Gomes, J.M.L. & Simões, J.M.","3702","1992","08","13",NA,"Brasil","Espírito Santo","Aracruz","Portocel.","-40.2733001708984","-19.8202991485596",NA,NA,"VIES009605","VIES009605","(Vell.) Mez",NA,NA,NA,NA,NA,NA,"37987","auto",NA,NA,NA,NA,NA,NA,NA
"28","2019-06-27 10:26:28-03","UFES","VIES","14495","S","Plantae",NA,NA,"Primulaceae","Clavija","spinosa","Clavija spinosa",NA,"Assis, A.M.; Almeida, R. de & Zambom, O.","397","1998","02","03",NA,"Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha.","-40.5110015869141","-20.6580009460449",NA,NA,"VIES014495","VIES014495 VIES014495_1","(Vell.) Mez",NA,NA,NA,NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA
"29","2019-06-27 10:26:28-03","UFES","VIES","14497","S","Plantae",NA,NA,"Primulaceae","Clavija","spinosa","Clavija spinosa",NA,"Pereira, O.J.; Fraga, C.N.; Assis, A.M.; Pinheiro, C.S.; Ferraz, I.D. & Dutra, R.L.","5536","1995","10","26",NA,"Brasil","Espírito Santo","Linhares","Pontal do Ipiranga.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES014497","VIES014497","(Vell.) Mez",NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA
"30","2019-06-27 10:26:28-03","UFES","VIES","14498","S","Plantae",NA,NA,"Primulaceae","Clavija","spinosa","Clavija spinosa",NA,"Assis, A.M.; Silva, H.G. & Souza, R.L.D.","140","1996","04","18",NA,"Brasil","Espírito Santo","Linhares","Pontal do Ipiranga.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES014498","VIES014498","(Vell.) Mez",NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA
"31","2020-04-27 16:11:18-03","UFES","VIES","16940","S","Plantae",NA,NA,"Primulaceae","Clavija","spinosa","Clavija spinosa","Pinheiro, H.","Pinheiro, H.; Ferreira, A. & Rocha, B.","12","2002","09",NA,NA,"Brasil","Espírito Santo","Piúma","Ilha do Francês.","-40.7219009399414","-20.8377990722656",NA,NA,"VIES016940","VIES016940 VIES016940_1","(Vell.) Mez","2002","09",NA,NA,NA,NA,"11958","auto",NA,NA,NA,NA,NA,NA,NA
"32","2020-04-27 16:11:18-03","UFES","VIES","19771","S","Plantae",NA,NA,"Primulaceae","Clavija","spinosa","Clavija spinosa","Pereira, O.J.","Pereira, O.J.","7157","2003","05","14",NA,"Brasil","Espírito Santo","Vitória","Parque Estadual da Fonte Grande.","-40.3377990722656","-20.3194007873535",NA,NA,"VIES019771","VIES019771","(Vell.) Mez","2003","05",NA,"14",NA,NA,"15291","auto",NA,NA,NA,NA,NA,NA,NA
"33","2020-06-29 09:32:36-03","UFRRJ","RBR","12686","S","Plantae",NA,NA,"Theophrastaceae","Clavija","spinosa","Clavija spinosa",NA,"L.F.T. Menezes","1321","2004","12","23",NA,"Brasil","Rio de Janeiro","Mangaratiba","Restinga da Marambaia, estrada que liga o bravo 6 a praia da gaeta.","-44.040599822998","-22.9596996307373",NA,NA,"RBR00012686",NA,"(Vell.) Mez",NA,NA,NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:46:25-03","MBM","MBM","118983","PreservedSpecimen","Plantae",NA,NA,"Theophrastaceae","Clavija","spinosa","Clavija spinosa",NA,"Lima, H.C. de","1783",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Apiacá","Fazenda São Jorge, próximo a Carabuçu",NA,NA,NA,NA,"MBM118983","MBM118983","(Vell.) Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:41:58-03","MBM","MBM","390697","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Clavija","spinosa","Clavija spinosa","Brotto, M.L.","Brotto, M.L.; Franzen, R.; Franzen, R.","1681","2014","06","08","Southern America","Brazil","Rio de Janeiro","Niterói","Serra da Tiririca, Agulha Guarischi","-43.02355","-22.974069",NA,"Subarbusto lenhoso; fruto amarelo.; Floresta Ombrófila Densa Submontana.","MBM390697","MBM390697","(Vell.) Mez","2014","08",NA,"04",NA,NA,NA,NA,NA,"84","84","-43.02355","-22.974069",NA,NA
"36","2020-12-21 16:46:25-03","MBM","MBM","46761","PreservedSpecimen","Plantae",NA,NA,"Theophrastaceae","Clavija","spinosa","Clavija spinosa","Pereira, E.","Magalhães, M.; Belém, P.; Belém, P.","933",NA,NA,NA,"Southern America","Brazil","Bahia",NA,"8km de Ubaitaba para Laje",NA,NA,NA,NA,"MBM046761","MBM046761","(Vell.) Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2015-09-04 15:32:19-03","MNHN","RECOLNAT_MNHN_P","P03951608","PreservedSpecimen",NA,NA,NA,"Primulaceae","Clavija","spinosa","Clavija spinosa",NA,"Weddell, H.A.",NA,"1843","1","1",NA,"Brasil",NA,NA,"Environs de Rio-Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03951608' target='other'> <mi>dwc_moreinfo</mi></a>","P03951608","P03951608_01","(Vell.) Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"488",NA
"38","2015-09-03 17:00:19-03","MNHN","RECOLNAT_MNHN_P","P00649988","PreservedSpecimen",NA,NA,NA,"Primulaceae","Clavija","spinosa","Clavija spinosa","Ståhl","Riedel",NA,NA,NA,NA,NA,"Brésil",NA,NA,"prope Rio de Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00649988' target='other'> <mi>dwc_moreinfo</mi></a>","P00649988","P00649988_01","(Vell.) Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2009-01-14 10:54:46-02","MNHN","RECOLNAT_MNHN_P","P00649987","PreservedSpecimen",NA,NA,NA,"Primulaceae","Clavija","spinosa","Clavija spinosa","Ståhl","Riedel",NA,NA,NA,NA,NA,"Brésil",NA,NA,"prope Rio de Janeiro",NA,NA,"hb","Donné par le Jardin Imp. de St Pétersbourg 1859 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00649987' target='other'> <mi>dwc_moreinfo</mi></a>","P00649987","P00649987_01","(Vell.) Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2015-09-05 07:50:25-03","MNHN","RECOLNAT_MNHN_P","P00649989","PreservedSpecimen",NA,NA,NA,"Primulaceae","Clavija","spinosa","Clavija spinosa","Ståhl","Gaudichaud, C.",NA,"1831",NA,NA,NA,"Brésil",NA,NA,"Rio de Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00649989' target='other'> <mi>dwc_moreinfo</mi></a>","P00649989","P00649989_01","(Vell.) Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1165",NA
"41","2015-09-26 06:24:24-03","MNHN","RECOLNAT_MNHN_P","P00649990","PreservedSpecimen",NA,NA,NA,"Primulaceae","Clavija","spinosa","Clavija spinosa","Ståhl","Gaudichaud, C.",NA,"1831",NA,NA,NA,"Brésil",NA,NA,"Rio de Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00649990' target='other'> <mi>dwc_moreinfo</mi></a>","P00649990","P00649990_01","(Vell.) Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1165",NA
"42","2015-09-26 02:47:14-03","MNHN","RECOLNAT_MNHN_P","P00649991","PreservedSpecimen",NA,NA,NA,"Primulaceae","Clavija","spinosa","Clavija spinosa",NA,"Gaudichaud, C.",NA,"1831",NA,NA,NA,"Brésil",NA,NA,"Rio de Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00649991' target='other'> <mi>dwc_moreinfo</mi></a>","P00649991","P00649991_01","(Vell.) Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1165",NA
"43","2015-09-05 07:50:25-03","MNHN","RECOLNAT_MNHN_P","P00649992","PreservedSpecimen",NA,NA,NA,"Primulaceae","Clavija","spinosa","Clavija spinosa","Ståhl","Gaudichaud, C.",NA,"1831",NA,NA,NA,"Brésil",NA,NA,"Rio de Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00649992' target='other'> <mi>dwc_moreinfo</mi></a>","P00649992","P00649992_01","(Vell.) Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1165",NA
"44","2015-09-04 15:32:19-03","MNHN","RECOLNAT_MNHN_P","P03951590","PreservedSpecimen",NA,NA,NA,"Primulaceae","Clavija","spinosa","Clavija spinosa",NA,"Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03951590' target='other'> <mi>dwc_moreinfo</mi></a>","P03951590","P03951590_01","(Vell.) Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B3 154",NA
"45","2015-09-04 15:32:19-03","MNHN","RECOLNAT_MNHN_P","P03951591","PreservedSpecimen",NA,NA,NA,"Primulaceae","Clavija","spinosa","Clavija spinosa",NA,"Nadeaud",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brésil",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03951591' target='other'> <mi>dwc_moreinfo</mi></a>","P03951591","P03951591_01","(Vell.) Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2015-09-04 15:32:19-03","MNHN","RECOLNAT_MNHN_P","P03951592","PreservedSpecimen",NA,NA,NA,"Primulaceae","Clavija","spinosa","Clavija spinosa",NA,"Nadeaud",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03951592' target='other'> <mi>dwc_moreinfo</mi></a>","P03951592","P03951592_01","(Vell.) Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2015-09-04 15:32:19-03","MNHN","RECOLNAT_MNHN_P","P03951595","PreservedSpecimen",NA,NA,NA,"Primulaceae","Clavija","spinosa","Clavija spinosa",NA,"Nadeaud",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03951595' target='other'> <mi>dwc_moreinfo</mi></a>","P03951595","P03951595_01","(Vell.) Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2015-09-04 15:32:19-03","MNHN","RECOLNAT_MNHN_P","P03951596","PreservedSpecimen",NA,NA,NA,"Primulaceae","Clavija","spinosa","Clavija spinosa",NA,"Sellow",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brasilia.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03951596' target='other'> <mi>dwc_moreinfo</mi></a>","P03951596","P03951596_01","(Vell.) Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"159",NA
"49","2015-09-04 15:32:19-03","MNHN","RECOLNAT_MNHN_P","P03951597","PreservedSpecimen",NA,NA,NA,"Primulaceae","Clavija","spinosa","Clavija spinosa",NA,"Glaziou, A.",NA,"1872","8","7",NA,"Brasil","Rio de Janeiro",NA,"Praia Grande",NA,NA,"hb","donné par Mme Simard, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03951597' target='other'> <mi>dwc_moreinfo</mi></a>","P03951597","P03951597_01","(Vell.) Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5929",NA
"50","2015-09-04 15:32:19-03","MNHN","RECOLNAT_MNHN_P","P03951599","PreservedSpecimen",NA,NA,NA,"Primulaceae","Clavija","spinosa","Clavija spinosa",NA,"Weddell, H.A.",NA,"1843","11","1",NA,"Brasil","Paraíba",NA,"Brésil. Parahyba",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03951599' target='other'> <mi>dwc_moreinfo</mi></a>","P03951599","P03951599_01","(Vell.) Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1049",NA
"51","2015-09-04 15:32:19-03","MNHN","RECOLNAT_MNHN_P","P03951600","PreservedSpecimen",NA,NA,NA,"Primulaceae","Clavija","spinosa","Clavija spinosa",NA,"Glaziou, A.",NA,"1869","7","2",NA,"Brasil","Minas Gerais",NA,"F. de Sta. Anna",NA,NA,"hb","Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03951600' target='other'> <mi>dwc_moreinfo</mi></a>","P03951600","P03951600_01","(Vell.) Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3637",NA
