"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","year","month","day","continentOcean","preparationType","previousCatalogNumber","barcode","order","minimumElevationInMeters","imagecode","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","minimumDepthInMeters","maximumDepthInMeters","infraspecificEpithet"
"11","2021-03-15 16:37:00-03","NY","NYBG","3823477","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T.Moore",NA,NA,NA,NA,"A. Sagástegui A.","Peru","La Libertad","Sánchez Carrión","Huamachuco, Laguna Sausacocha",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4103540' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"4514","1964","06","20","South America","sheet",NA,"NY03823477","Polypodiales","3100","NY03823477_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","3823509","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T.Moore",NA,NA,NA,NA,"R. M. Tryon","Colombia","Cundinamarca",NA,"Patano Redondo, 4 km. northwest of Zipaquirá.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4103572' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"6060","1961","10","14","South America","sheet",NA,"NY03823509","Polypodiales","3100","NY03823509_01","3200",NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-30 18:01:00-03","NY","NYBG","2063348","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum",NA,NA,NA,NA,NA,"J. B. S. Pereira","Brazil","Paraná","Campina Grande do Sul","Parque Estadual Pico Paraná. Pico Itapiroca","-48.83","-25.23",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2463600' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"174","2008","02","17","South America","sheet",NA,"NY02063348","Polypodiales","1700","NY02063348_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","3823531","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T.Moore",NA,NA,NA,NA,"R. S. Williams","Bolivia","La Paz","Franz Tamayo","Tigre Pata",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4103594' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"1380","1902","02","11","South America","sheet",NA,"NY03823531","Polypodiales",NA,"NY03823531_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","3823528","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T.Moore",NA,NA,NA,NA,"A. Vasco","Colombia","Boyacá",NA,"Municipio Chisacá-San Pedro de Iguaque. SFF de Iguaque, sendero subiendo a la laguna de Iguaque.","-73.43292","5.68878",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4103591' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"767","2007","04","30","South America","sheet",NA,"NY03823528","Polypodiales","3640",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","809691","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T.Moore",NA,NA,NA,NA,"R. Mello-Silva","Brazil","Rio de Janeiro","Itatiaia","BR 354.","-44.5631","-22.4961",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=807498' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"11","1987","01","24","South America","sheet",NA,"NY00809691","Polypodiales","2120","NY00809691_01","2120",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","3823468","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T.Moore",NA,NA,NA,NA,"P. C. Hutchison","Peru","Amazonas","Chachapoyas","Cerros Calla Calla",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4103531' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"5806","1964","06","22","South America","sheet",NA,"NY03823468","Polypodiales","3100","NY03823468_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","3823442","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T.Moore",NA,NA,NA,NA,"F. W. Pennell","Peru","Cusco","Paucartambo","Pillahuata, Cerro de Cusilluyoc",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4103505' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"14112","1925","05","03","South America","sheet",NA,"NY03823442","Polypodiales","3000","NY03823442_01 NY03823442_02","3300",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","3823577","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T.Moore",NA,NA,NA,NA,"A. D. A. Fay","Bolivia","La Paz","Pedro Domingo Murillo","Zongo Valley, 60 km form La Paz, north-facing hillside above Laguna Viscachani","-68.1167","-16.2222",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4103640' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"2854","1990","08","05","South America","sheet",NA,"NY03823577","Polypodiales","3680","NY03823577_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","3823568","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T.Moore",NA,NA,NA,NA,"H. H. Rusby","Bolivia","La Paz","Larecaja","Mapiri",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4103631' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"300","1886","04",NA,"South America","sheet",NA,"NY03823568","Polypodiales","5000","NY03823568_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","3823513","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T.Moore",NA,NA,NA,NA,"F. W. Pennell","Colombia","Santander",NA,"Páramo Rico, near Vetas.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4103576' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"17665","1927","01","18","South America","sheet",NA,"NY03823513","Polypodiales","2750","NY03823513_01","3850",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","3823557","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T.Moore",NA,NA,NA,NA,"A. Tupayachi H.","Peru","Cusco","Urubamba","Dist. Urubamba, Pumahuanca.","-72.05","-13.12",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4103620' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"6330","2005","02","18","South America","sheet",NA,"NY03823557","Polypodiales","3100",NA,"3400",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1017157","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T.Moore","P. H. Labiak E.",NA,NA,NA,"P. H. Labiak E.","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Subida para o Pico das Agulhas Negras.","-44.6631","-22.38",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1199834' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"4445","2008","01","11","South America","sheet",NA,"NY01017157","Polypodiales","2650","NY01017157_01","2650",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","720584","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T.Moore",NA,NA,NA,NA,"A. Salino","Brazil","Minas Gerais","Catas Altas","Parque Natural do Caraça, no alto do Pico do Inficcionado.","-43.44964","-20.13242",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2518029' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"9584","2004","05","26","South America","sheet",NA,"NY00720584","Polypodiales",NA,"NY00720584_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","3823532","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T.Moore",NA,NA,NA,NA,"M. Liberman Cruz","Bolivia","La Paz","Pedro Domingo Murillo","Valle del rio Livignosa, entrando por las lagunas de Tuni Condoriri",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4103595' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"456","1982","12","14","South America","sheet",NA,"NY03823532","Polypodiales","3700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","3823429","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T.Moore",NA,NA,NA,NA,"J. L. Zarucchi","Colombia","Antioquia",NA,"Mpio. de Medellin; along road to Cerro dePadre Amaya, 2.3 km from main Medellin-Santa Fe de Antioquia road.","-75.68","6.32",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4103492' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"6892","1988","10","25","South America","sheet",NA,"NY03823429","Polypodiales","2560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","3823530","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T.Moore",NA,NA,NA,NA,"H. H. Rusby","Bolivia","La Paz","Larecaja","Mapiri",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4103593' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"300","1886","04",NA,"South America","sheet",NA,"NY03823530","Polypodiales","5000","NY03823530_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","3823554","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T.Moore",NA,NA,NA,NA,"T. Feuerer","Bolivia","La Paz","Franz Tamayo","Pelechuco",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4103617' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"9210a","1980","03","04","South America","sheet",NA,"NY03823554","Polypodiales","2600","NY03823554_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","3823466","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T.Moore",NA,NA,NA,NA,"E. P. Killip","Peru","Junín","Chanchamayo","Carpapata, above Huacapistana","-75.552249","-11.263517",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4103529' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"24414","1929","06","07","South America","sheet",NA,"NY03823466","Polypodiales","2700","NY03823466_01","3000",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","3823548","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T.Moore",NA,NA,NA,NA,"A. D. A. Fay","Bolivia","La Paz","Sud Yungas","Cotapata, north on trail on side of mountain","-67.83","-16.25",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4103611' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"2622","1989","08","08","South America","sheet",NA,"NY03823548","Polypodiales","3200","NY03823548_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","3823552","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T.Moore",NA,NA,NA,NA,"F. J. Fernández Casas","Bolivia","La Paz","Larecaja",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4103615' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"FC6573","1982","03","07","South America","sheet",NA,"NY03823552","Polypodiales","3600","NY03823552_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2016-09-30 18:01:00-03","NY","NYBG","2063352","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum",NA,NA,NA,NA,NA,"J. B. S. Pereira","Brazil","Paraná","Campina Grande do Sul","Parque Estadual Pico Paraná. Pico Itapiroca","-48.83","-25.23",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2463604' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"174","2008","02","17","South America","sheet",NA,"NY02063352","Polypodiales","1700","NY02063352_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","3823467","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T.Moore",NA,NA,NA,NA,"A. H. G. Alston","Venezuela","Mérida",NA,"Paramo de la Negra above Bailadores.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4103530' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"7032","1939","02","13","South America","sheet",NA,"NY03823467","Polypodiales","2950","NY03823467_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","3823463","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T.Moore",NA,NA,NA,NA,"E. P. Killip","Colombia","Norte de Santander",NA,"Páramo de Romeral.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4103526' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"18671","1927","01","30","South America","sheet",NA,"NY03823463","Polypodiales","3800","NY03823463_01","4200",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","3823461","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T.Moore",NA,NA,NA,NA,"E. P. Killip","Colombia","Santander",NA,"Páramo de las Puentes, above La Baja.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4103524' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"18260","1927","01","25","South America","sheet",NA,"NY03823461","Polypodiales","3500","NY03823461_01","3700",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","03823425","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T.Moore",NA,NA,NA,NA,"R. Vásquez Martínez","Peru","Pasco","Oxapampa","Distrito Oxapampa. Parque Nacional Yanachaga-Chemillen, Sector chacos-Antena.","-75.28","-10.62",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4103488' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"28677","2004","01","14","South America","sheet",NA,"NY03823425","Polypodiales","2600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","3823534","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T.Moore",NA,NA,NA,NA,"G. H. H. Tate","Bolivia","La Paz",NA,"Road from Okara to Ancoma",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4103597' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"839","1926","04","29","South America","sheet",NA,"NY03823534","Polypodiales","10500","NY03823534_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","03696741","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T.Moore",NA,NA,NA,NA,"F. B. Matos","Brazil","Santa Catarina","Urubici","RPPN Corvo Branco. Propriedade Furna da Casa de Pedra, na rodovia que liga Urubici a Grão-Pará (SC-370, antiga 439).","-49.3775","-28.0542",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3945923' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"2524","2016","01","06","South America","sheet",NA,"NY03696741","Polypodiales","980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","3823553","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T.Moore",NA,NA,NA,NA,"T. Feuerer","Bolivia","La Paz","Nor Yungas",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4103616' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"8602a","1980","02","14","South America","sheet",NA,"NY03823553","Polypodiales","3300","NY03823553_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","3823516","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T.Moore",NA,NA,NA,NA,"A. Vasco","Colombia","Antioquia",NA,"Municipio de Belmira. Vereda Los Patos, camino hacia el páramo de Santa Inés.","-75.67883","6.61883",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4103579' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"554","2005","07","30","South America","sheet",NA,"NY03823516","Polypodiales","2590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","3823533","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T.Moore",NA,NA,NA,NA,"G. H. H. Tate","Bolivia","La Paz","Larecaja","Road from Okara to Ancoma. Tipuani Valley.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4103596' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"839","1926","04","29","South America","sheet",NA,"NY03823533","Polypodiales","2896","NY03823533_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","3823484","PreservedSpecimen","Plantae","Pteridophyta","Dryopteridaceae","Elaphoglossum","gayanum","Elaphoglossum gayanum","(Fée) T.Moore",NA,NA,NA,NA,"Collector unknown","Colombia",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4103547' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"B.T.429",NA,NA,NA,"South America","sheet",NA,"NY03823484","Polypodiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
