"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","county","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","00939431","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","L. O. Williams","1945","03",NA,"South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=973842' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939431","Magnoliophyta","Poales","Sw.",NA,"6168","Bento Pires, near Belo Horizonte.",NA,NA,NA,NA,"NY00939431_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2017-08-01 16:08:00-03","NY","NYBG","02618966","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","G. H. H. Tate","1928","01","01","South America",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2944354' target='other'> <mi>dwc_moreinfo</mi></a>","NY02618966","Magnoliophyta","Poales",NA,NA,"233","British Guiana and Northern Brazil. Mt, Roraima: Arabupu",NA,NA,"1280",NA,"NY02618966_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","568945","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","G. G. Hatschbach","1970","03","01","South America","Brazil","Paraná","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=156780' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568945","Magnoliophyta","Poales","Sw.","M. Alves","23960","Pinhaes.","-49.157618","-25.419851","950","950","NY00568945_01","Piraquara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00939424","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","H. S. Irwin","1965","11","12","South America","Brazil","Distrito Federal","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=973809' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939424","Magnoliophyta","Poales","Sw.",NA,"10235","Ca. 3 km S.E. of Gama","-48.06349","-15.96917","1200","1200","NY00939424_01","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00939434","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","Collector unspecified","1974","02","16","South America","Brazil","Tocantins","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=973858' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939434","Magnoliophyta","Poales","Sw.","W. W. Thomas",NA,NA,"-48.2069","-7.1911",NA,NA,"NY00939434_01","Araguaína",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","612472","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","R. Reitz","1965","12","16","South America","Brazil","Paraná","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=156794' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612472","Magnoliophyta","Poales","Sw.","L. B. Smith","17825","Fazenda Capao Redondo, Guarapuava.",NA,NA,"1000","1000","NY00612472_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","585619","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","W. W. Thomas","2001","11","04","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=156803' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585619","Magnoliophyta","Poales","Sw.",NA,"12760","Fazenda Capitao. 7.9 km W of junction BA 001 on road from Itacaré to Ubaitaba","-39.0884","-14.344317","40","100","NY00585619_01","Itacaré",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","612484","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","F. C. Hoehne","1930","02","15","South America","Brazil","São Paulo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=156799' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612484","Magnoliophyta","Poales","Sw.","C. F. S. Muniz","25191","Parque do Estado, S. Paulo. Cabeceiras do rio Ipiranga.","-46.621883","-23.654505",NA,NA,"NY00612484_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00939427","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","W. R. Anderson","1973","03","12","South America","Brazil","Goiás","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=973820' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939427","Magnoliophyta","Poales","Sw.","M. Alves","6875","Serra da Atalaia, ca. 25 km by road SW of Monte Alegre de Goiás","-47.23","-13.47","600","800","NY00939427_01","Monte Alegre de Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","637246","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","J. Miers",NA,NA,NA,"South America","Brazil","Rio de Janeiro","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=156810' target='other'> <mi>dwc_moreinfo</mi></a>","NY00637246","Magnoliophyta","Poales","Sw.",NA,"s.n.","Rio de Janeiro.",NA,NA,NA,NA,"NY00637246_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","02282618","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","H. S. Irwin","1966","04","06","South America","Brazil","Goiás","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2257801' target='other'> <mi>dwc_moreinfo</mi></a>","NY02282618","Magnoliophyta","Poales","Sw.","C. F. S. Muniz","14433","Serra Geral de Goiás, Rio da Prata, ca. 6 km S. of Posse","-46.37","-14.13","800","800","NY02282618_01","Posse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","686442","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","R. M. Harley","1974","03","30","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=834211' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686442","Magnoliophyta","Poales","Sw.",NA,"17498","Ca. 5 km SW of Itacaré. On side road south from the main Itacaré-Ubaitaba road. south from the main Itacaré-Ubaitaba road. South of the mouth of the Rio de Contas.","-39.05","-14.33",NA,"100","NY00686442_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","612480","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","H. M. Longhi-Wagner","1993","04","18","South America","Brazil","Rio Grande do Sul","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=156806' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612480","Magnoliophyta","Poales","Sw.","H. M. Longhi-Wagner","2526","Imbé, R. Marau.","-50.125022","-29.962118",NA,NA,"NY00612480_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1738057","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","L.A. Gomes","2011","06","28","South America","Brazil","Sergipe","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1954562' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738057","Magnoliophyta","Poales","Sw.","I. Menezes","159","RPPN Mata do Crasto.","-37.4339","-11.3697",NA,NA,"NY01738057_01","Santa Luzia do Itanhy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01201104","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","J. J. Strudwick","1981","08","04","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1452545' target='other'> <mi>dwc_moreinfo</mi></a>","NY01201104","Magnoliophyta","Poales","Sw.","T. M. Koyama","4006","Sete Varas airstrip on Rio Curua.","-55.1657197","-0.2209974",NA,NA,"NY01201104_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00939429","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","B. M. T. Walter","1991","12","09","South America","Brazil","Goiás","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=973831' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939429","Magnoliophyta","Poales","Sw.","W. W. Thomas","864","Em frente ao viveiro antigo da UHE S. da Mesa (5 km da entrada norte do Canteiro de Obras UHE/ Serra da Mesa). Area de influencia direta da UHE Serra da Mesa.","-48.28","-13.8","500","500","NY00939429_01","Minaçú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","612481","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","W. W. Thomas","1992","05","08","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=156801' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612481","Magnoliophyta","Poales","Sw.","W. W. Thomas","9234","Along rd from Ilhéus to Serra Grande, 16.6 km S of Serra Grande (ca. 19 km N of Ilhéus), just N of Tulha.","-39.15","-14.68",NA,NA,"NY00612481_01","Ilhéus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","568948","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","P. E. Gibbs","1976","10","18","South America","Brazil","São Paulo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=156781' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568948","Magnoliophyta","Poales","Sw.","M. Alves","3371","25 km NW de Mogi-Guaçú. Estação Experimental de Mogi-Guaçú (Fazenda Campininha)","-47.164784","-22.242395",NA,NA,"NY00568948_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01201103","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","J. M. Pires","1962","08","04","South America","Brazil","Amapá","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1452542' target='other'> <mi>dwc_moreinfo</mi></a>","NY01201103","Magnoliophyta","Poales","Sw.","W. W. Thomas","52341",NA,NA,NA,NA,NA,"NY01201103_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","612483","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","L. B. Smith","1929","02","15","South America","Brazil","São Paulo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=156800' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612483","Magnoliophyta","Poales","Sw.","C. F. S. Muniz","1916","Estaçao Biologica, Alto da Serra.","-46.32","-23.78","800","900","NY00612483_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","612485","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","W. Hoehne","1933","10","30","South America","Brazil","São Paulo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=156793' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612485","Magnoliophyta","Poales","Sw.","W. Hoehne","10220","Horto da Cantareira, S. Paulo.","-46.632145","-23.446162",NA,NA,"NY00612485_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01091822","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","R. Rodrigues-da Silva","1999","05","01","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1264238' target='other'> <mi>dwc_moreinfo</mi></a>","NY01091822","Magnoliophyta","Poales","Sw.","M. Alves","391","Parque Nacional Grande Sertao Veredas, vereda.","-45.7389","-15.1281",NA,NA,"NY01091822_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","612473","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","L. B. Smith","1964","12","07","South America","Brazil","Santa Catarina","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=156795' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612473","Magnoliophyta","Poales","Sw.","L. B. Smith","13774","Campo, 8 km west of Campo Erê.","-53.1","-26.37","900","1000","NY00612473_01","Campo Erê",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","612475","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","J. E. Leite",NA,NA,NA,"South America","Brazil","Rio Grande do Sul","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=156777' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612475","Magnoliophyta","Poales","Sw.","E. L. Core","466","Vicinity of S. Leopoldo.","-51.143791","-29.75136",NA,NA,"NY00612475_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","813648","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","R. M. Harley","1992","01","10","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=805227' target='other'> <mi>dwc_moreinfo</mi></a>","NY00813648","Magnoliophyta","Poales","Sw.","D. A. Simpson","50055","Campo de Ouro Fino (alto).","-41.9","-13.25","1700","1800","NY00813648_01","Abaíra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","612488","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","P. K. H. Dusén","1911","12","08","South America","Brazil","Paraná","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=156809' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612488","Magnoliophyta","Poales","Sw.","E. L. Core","13490","Curityba in campo uliginoso.",NA,NA,NA,NA,"NY00612488_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00939433","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","P. L. Krieger","1969","11",NA,"South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=973853' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939433","Magnoliophyta","Poales","Sw.","M. Alves","7783","Sítio (Borda).",NA,NA,NA,NA,"NY00939433_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","612474","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","A. B. Joly","1946","12","13","South America","Brazil","São Paulo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=156784' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612474","Magnoliophyta","Poales","Sw.","M. Barros","s.n.","Sao Paulo. Capital. Campos de Butanta.","-46.723823","-23.56563",NA,NA,"NY00612474_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","813649","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","S. C. de Sant'Ana","1998","10","12","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=805229' target='other'> <mi>dwc_moreinfo</mi></a>","NY00813649","Magnoliophyta","Poales","Sw.",NA,"693","Ca. de 19 km de Santa Luzia, na estrada que liga Santa Luzia/Canavieiras.","-39.1978562","-15.5102246",NA,NA,"NY00813649_01","Canavieiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00939430","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","H. L. de M. Barreto","1939","12","18","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=973839' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939430","Magnoliophyta","Poales","Sw.",NA,"10421","Mergulhão.","-43.9378","-19.9208",NA,NA,"NY00939430_01","Belo Horizonte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","612487","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","B. Rambo","1949","11","24","South America","Brazil","Rio Grande do Sul","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=156812' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612487","Magnoliophyta","Poales","Sw.",NA,"44558","Lagoa dos Barros p. Osorio.","-50.320229","-29.928505",NA,NA,"NY00612487_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","01091839","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","E. L. M. Catharino","1992","11","25","South America","Brazil","Mato Grosso do Sul","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1264262' target='other'> <mi>dwc_moreinfo</mi></a>","NY01091839","Magnoliophyta","Poales","Sw.","C. F. S. Muniz","1769","estrada Brasilândia - João André, várzea do rio Paraná","-52.0367","-21.2558",NA,NA,"NY01091839_01","Brasilândia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","668660","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","W. J. Burchell","1827","01","18","South America","Brazil","São Paulo","sheet",NA,"Catalogus Geographicus Plantarum Brasiliae Tropicae <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=156805' target='other'> <mi>dwc_moreinfo</mi></a>","NY00668660","Magnoliophyta","Poales","Sw.",NA,"3914","About the village of Sao Bernardo.","-46.543552","-23.7742",NA,NA,"NY00668660_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","637250","PreservedSpecimen","Plantae","Cyperaceae","Scleria","hirtella","Scleria hirtella","O. Huber","1979","11","07","South America","Venezuela","Amazonas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=156790' target='other'> <mi>dwc_moreinfo</mi></a>","NY00637250","Magnoliophyta","Poales","Sw.","T. M. Koyama","4669","Alrededores de Puerto Ayacucho. aprox. 30 Km. al N. Sabana de Rincones de Chacorro, a unos 5 Km. al NE de Galipero.","-67.33","5.8","80","80",NA,"Mun. Atures",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
