"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"31","2021-02-18 09:28:35-03","UNESP-IBB","BOTU","10364","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Gottsberger, I.S.","1970","06","11",NA,"Brasil",NA,NA,"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope; tree.; Coleção: Cerrado Estação 13 de Maio","BOTU010364",NA,NA,"Mart.","Gottsberger, G.","217","São Paulo","Botucatu","18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio","-48.416667","-22.75",NA,NA,NA,"48°25'w","22°45's","1975",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-02-08 11:07:02-03","UNESP-IBB","BOTU","27620","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Galastri, N.A.","2011","10","12",NA,"Brasil",NA,NA,"Árvore de caule tortuoso com casca espessa; folhas simples, alternas, verdes claras; flores grandes, carnosas, axilares, verdes-amareladas, com a base da superfície interna das pétalas internas avermelhadas; fruto do ti","BOTU027620",NA,NA,"Mart.","Melo, R.S.","6","São Paulo","Botucatu",NA,"-48.506389","-22.883917",NA,NA,"BOTU027620","48°30'23w","22°53'2,1s","2011","11",NA,NA,NA,NA,NA,NA,NA
"33","2021-02-18 09:28:35-03","UNESP-IBB","BOTU","17618","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Castilho, R.M.M.","1989","10","09",NA,"Brasil",NA,NA,"Campo rupestre. Árvore de 3m de altura, cálice ferrugíneo, corola amarela.","BOTU017618",NA,NA,"Mart.",NA,"67","Minas Gerais","Lagoa Santa","Serra do Cipó.","-43.6","-19.266667",NA,NA,"BOTU017618","43°36'w","19°16's",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-02-18 09:28:35-03","UNESP-IBB","BOTU","17526","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Carmello, S.M..","1989","10","09",NA,"Brasil",NA,NA,"Campo rupestre. Árvore de 3m de altura, cálice ferrugíneo, corola amarela.","BOTU017526",NA,NA,"Mart.",NA,"67","Minas Gerais","Lagoa Santa","Serra do Cipó.","-43.6","-19.266667",NA,NA,"BOTU017526","43°36'w","19°16's",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-02-18 09:28:35-03","UNESP-IBB","BOTU","17687","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Ono, E.O.","1989","10","09",NA,"Brasil",NA,NA,"Árvore de 30m de altura, cálice ferrugíneo, corola amarela.","BOTU017687",NA,NA,"Mart.",NA,"67","Minas Gerais","Lagoa Santa","Serra do Cipó.","-43.6","-19.266667",NA,NA,"BOTU017687","43°36'w","19°16's",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-06-29 11:28:48-03","UFRJ","RFA","14895","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","A.P. Duarte","1968","11","11",NA,"Brasil",NA,NA,"Árvore com grandes frutos comestíveis","RFA13077",NA,NA,"Mart.",NA,"11245","Minas Gerais","Carmo do Cajuru",NA,"-44.7710990905762","-20.1842002868652",NA,NA,NA,NA,NA,NA,NA,NA,"23005","auto",NA,NA,NA,NA
"37","2020-11-13 09:18:47-03","UFRJ","RFA","32647","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","C.E. dos S. Diniz; M. da P. Ferreira","2006","01","20",NA,"Brasil",NA,NA,"Árvore com cerca de 5 m de altura. fruto jovem marrom","RFA21357",NA,NA,"Mart.",NA,"s/n","Minas Gerais","Sete Lagoas","Formação em cerrado, em dirção ao município de Baldim.","-44.2467002868652","-19.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"22227","auto",NA,NA,NA,NA
"38","2016-10-18 16:23:29-02","UNEMAT","TANG","442","S","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Costa, M","2008","04",NA,NA,"Brasil",NA,NA,"fruto carnoso, arbóreo","TANG000000442",NA,NA,"Mart.",NA,"s.n.","Mato Grosso","Tangará da Serra","Fazenda Aparecida da Serra","-57.4858016967773","-14.6194000244141",NA,NA,NA,NA,NA,NA,NA,NA,"175746","auto",NA,NA,NA,NA
"39","2021-03-30 12:33:27-03","EAO","IAN","176559","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Cordeiro, MR; Menezes Neto, MA","2002","06","25","Southern America","Brasil",NA,NA,"Árvore, aprox. 6 m de altura por 70 cm de CAP. Botão floral marron.","IAN176559","Dicotiledônea",NA,"Mart.","Cordeiro, MR","MC-28-26100561","Pará","São João do Araguaia","Serra das Andorinhas, Solo arenoso e rochoso, campo de altitude (serra), luminosidade intensa, freqüência comum.","-48.591944","-6.207778","240","240",NA,"-48.591944","-6.207778","2002",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:33:27-03","EAO","IAN","129489","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Irwin, HS; Souza, R","1965","10","10","Southern America","Brasil",NA,NA,"Low tree 3.5m. x 6cm; calix thick, greenish yellow; corolla cream.","IAN129489","Dicotiledônea",NA,"Mart.","Aristeguieta, L","9104","Distrito Federal",NA,"Frequent, 10km. E. of Planaltina, cerrado and banks of small creek.",NA,NA,"1150","1150",NA,NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:33:27-03","EAO","IAN","131408","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Irwin, HS; Souza, R","1966","01","28","Southern America","Brasil",NA,NA,"Gnarled tree ca. 3m. x 18cm. Fruit brownish green.","IAN131408","Dicotiledônea",NA,"Mart.","Aristeguieta, L","12077","Distrito Federal",NA,"Cerrado, ca. 25km. E. of Brasília.",NA,NA,"900","900",NA,NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:33:27-03","EAO","IAN","140315","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Pires, JM","1973","09","15","Southern America","Brasil",NA,NA,NA,"IAN140315","Dicotiledônea",NA,"Mart.","Tavares, E","13369","Pará",NA,"Estudo ecológico entre Estreito e Marabá.",NA,NA,NA,NA,NA,NA,NA,"1975",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:33:27-03","EAO","IAN","149416","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Ratter, JA; Fonsêca, SG da","1972","10","25","Southern America","Brasil",NA,NA,"Tree, 4m. tall. Trunk 5cm in diameter at breast leight, in cerradão.","IAN149416","Dicotiledônea",NA,"Mart.",NA,"2667","Minas Gerais",NA,"Pandeiros, approx 35km. W. of Januária.","-44.833333","-15.5",NA,NA,NA,"-44.833333","-15.5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-30 12:33:27-03","EAO","IAN","153729","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Irwin, HS; Soderstrom, TR","1964","10","27","Southern America","Brasil",NA,NA,"Round-headed treelet ca. 3.5m. x 8cm. P cream, red at base within. Immature fruit green.","IAN153729","Dicotiledônea",NA,"Mart.","Aristeguieta, L","7429","Goiás",NA,"Cerrado, ca. 60km. S. of Caiaponia on road to Jataí.",NA,NA,"900","900",NA,NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-30 12:33:27-03","EAO","IAN","153746","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Irwin, HS; Grear Jr., JW; Grear Jr., JW","1966","01","31","Southern America","Brasil",NA,NA,"Gnarlet tree ca. 2m. x 8cm. In bud.","IAN153746","Dicotiledônea",NA,"Mart.","Aristeguieta, L","12174","Distrito Federal",NA,"Chapada da contagem, ca. 25km. NE. of Brasília.",NA,NA,"1100","1100",NA,NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-30 12:33:27-03","EAO","IAN","153751","PreservedSpecimen","Plantae","Annonaceae","Annona","crassiflora","Annona crassiflora","Irwin, HS; Grear Jr., JW; Grear Jr., JW","1966","02","13","Southern America","Brasil",NA,NA,"Gnarlet tree ca. 4m. x 10cm. Perianth yellow-brown.","IAN153751","Dicotiledônea",NA,"Mart.","Aristeguieta, L","12761","Goiás",NA,"Serra dos Veadeiros, cerrado, ca. 1km. W. of Veadeiros.",NA,NA,"900","900",NA,NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA
