"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","class","dayIdentified","fieldNumber","individualCount","relatedCatalogItem","sex"
"18","2021-03-15 16:37:00-03","NY","NYBG","860922","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"H. S. Irwin","8913","South America","Brazil","Near Taguatinga","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938775' target='other'> <mi>dwc_moreinfo</mi></a>","NY00860922","Magnoliophyta","Asterales","Gardner","G. Sancho","1965","10","03","Distrito Federal","Brasília","-48.05","-15.83","1100","1100","NY00860922_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","860924","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"H. S. Irwin","5352","South America","Brazil","Ca. 50 km E. of Brasília.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938798' target='other'> <mi>dwc_moreinfo</mi></a>","NY00860924","Magnoliophyta","Asterales","Gardner","G. Sancho","1964","08","20","Distrito Federal","Brasília","-47.57","-15.57","700","1000","NY00860924_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","860909","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"W. J. Burchell","5390","South America","Brazil","Cubatao to Retiro","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938616' target='other'> <mi>dwc_moreinfo</mi></a>","NY00860909","Magnoliophyta","Asterales","Gardner","G. Sancho","1827","08","27","São Paulo",NA,NA,NA,NA,NA,"NY00860909_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","860907","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"D. R. Hunt","6262","South America","Brazil","Beteween Jataí and Caiaponia, 40 km. from Caiaponia.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938605' target='other'> <mi>dwc_moreinfo</mi></a>","NY00860907","Magnoliophyta","Asterales","Gardner","G. Sancho","1966","06","28","Goiás","Caiapônia","-51.8103","-16.9569","600","1000","NY00860907_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","860916","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"A. F. M. Glaziou","15105","South America","Brazil","Plantes des environs de Rio-de-Janeiro et d' Ouro-Preto","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938728' target='other'> <mi>dwc_moreinfo</mi></a>","NY00860916","Magnoliophyta","Asterales","Gardner","G. Sancho","1883",NA,NA,NA,NA,NA,NA,NA,NA,"NY00860916_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","860917","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"H. Pohl","1795","South America","Brazil","Fazenda Lavrinhas ad Rio Maranhão","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938732' target='other'> <mi>dwc_moreinfo</mi></a>","NY00860917","Magnoliophyta","Asterales","Gardner","G. Sancho",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY00860917_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","860905","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"H. S. Irwin","25403","South America","Brazil","Contraforte Central, ca. 24 km N.E. of Catalão","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938586' target='other'> <mi>dwc_moreinfo</mi></a>","NY00860905","Magnoliophyta","Asterales","Gardner","G. Sancho","1970","01","25","Goiás","Catalão","-47.78961","-18.01337","875","875","NY00860905_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","860911","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"H. S. Irwin","15554","South America","Brazil","Côrrego Itaquera, ca. 30 km N. of Formosa","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938624' target='other'> <mi>dwc_moreinfo</mi></a>","NY00860911","Magnoliophyta","Asterales","Gardner","G. Sancho","1966","05","02","Goiás","Formosa","-47.43","-15.3","850","850","NY00860911_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","860904","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"H. S. Irwin","17283","South America","Brazil","Ca. 78 km. S. of Xavantina. Drainage of the Upper Rio Araguaia.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938581' target='other'> <mi>dwc_moreinfo</mi></a>","NY00860904","Magnoliophyta","Asterales","Gardner","G. Sancho","1966","06","16","Mato Grosso",NA,"-52.23","-15.33","500","500","NY00860904_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","860913","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"D. Philcox","4895","South America","Brazil","Fazenda Agua Limpa, 25 km. S.S.E. Brasília.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938716' target='other'> <mi>dwc_moreinfo</mi></a>","NY00860913","Magnoliophyta","Asterales","Gardner","G. Sancho","1968","05","03","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,"NY00860913_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","860921","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"H. S. Irwin","5352","South America","Brazil","Ca. 50 km E. of Brasília.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938767' target='other'> <mi>dwc_moreinfo</mi></a>","NY00860921","Magnoliophyta","Asterales","Gardner","G. Sancho","1964","08","20","Distrito Federal","Brasília","-47.57","-15.57","700","1000","NY00860921_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","860903","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"H. S. Irwin","17716","South America","Brazil","Ca. 6 km. N. W. of Piranhas. Drainage of the Upper Rio Araguaia.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938577' target='other'> <mi>dwc_moreinfo</mi></a>","NY00860903","Magnoliophyta","Asterales","Gardner","G. Sancho","1966","06","24","Goiás","Piranhas","-51.87","-16.47","700","700","NY00860903_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","860906","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"H. S. Irwin","27421","South America","Brazil","Serra do Espinhaço, Rio Jequití, ca. 20 km E. of Diamantina","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938593' target='other'> <mi>dwc_moreinfo</mi></a>","NY00860906","Magnoliophyta","Asterales","Gardner","G. Sancho","1970","03","13","Minas Gerais",NA,"-43.5196","-18.18055","790","790","NY00860906_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","860910","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"P. Clausen","538A","South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938652' target='other'> <mi>dwc_moreinfo</mi></a>","NY00860910","Magnoliophyta","Asterales","Gardner","G. Sancho",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY00860910_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","791717","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"H. S. Irwin","17096","South America","Brazil","Ca. 20 km. S. of Xavantina","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=161822' target='other'> <mi>dwc_moreinfo</mi></a>","NY00791717","Magnoliophyta","Asterales","Gardner","G. M. Barroso","1966","06","13","Mato Grosso",NA,NA,NA,"400","400","NY00791717_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","860920","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"H. S. Irwin","17283","South America","Brazil","Ca. 78 km. S. of Xavantina. Drainage of the Upper Rio Araguaia.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938756' target='other'> <mi>dwc_moreinfo</mi></a>","NY00860920","Magnoliophyta","Asterales","Gardner","G. Sancho","1966","06","16","Mato Grosso",NA,"-52.23","-15.33","500","500","NY00860920_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","791716","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"W. R. Anderson","9941","South America","Brazil","Serra Dourada. Ca. 17 km (straight line) S of Goiás Velho","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=161823' target='other'> <mi>dwc_moreinfo</mi></a>","NY00791716","Magnoliophyta","Asterales","Gardner","G. M. Barroso","1973","05","09","Goiás","Goiás","-50.1403007507324","-15.9343996047974","750","750","NY00791716_01","63502","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-15 11:14:24-03","FUNED","FUNED-POL","3144","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"Dora Jacob",NA,NA,"Brasil","BHCB-UFMG, origem: PETI-Cemig-S. Gonçalo do Rio Abaixo",NA,NA,NA,"POL003144",NA,NA,NA,NA,"2005","01","12","MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-15 11:14:24-03","FUNED","FUNED-POL","3143","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"Dora Jacob",NA,NA,"Brasil","BHCB-UFMG, origem: PETI-Cemig-S. Gonçalo do Rio Abaixo",NA,NA,NA,"POL003143",NA,NA,NA,NA,"2005","01","12","MG",NA,NA,NA,NA,NA,"POL003143_p01 POL003143_p02 POL003143_p03 POL003143_p04 POL003143_p05 POL003143_p06 POL003143_p07 POL003143_p08 POL003143_p09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:34:40-03","EAO","IAN","119256","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"Sucre, D; Heringer, EP","632","Southern America","Brasil","Estrada de Sobradinho. Crescendo na beira do Córrego na encosta sombreada.",NA,NA,"Fertil. Flor lilás.","IAN119256","Dicotiledônea",NA,"Gardner","Barroso, GM","1965","06","24","Distrito Federal",NA,NA,NA,NA,NA,NA,NA,NA,"1975",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:34:40-03","EAO","IAN","122874","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"Irwin, HS; Souza, R","8913","Southern America","Brasil","Moist soil-filled crevice, rocky creek margin.",NA,NA,"Herb to 20cm tall. Heads magenta.","IAN122874","Dicotiledônea",NA,"Gardner","Barroso, GM","1965","10","03","Distrito Federal",NA,NA,NA,"1100","1100",NA,NA,NA,"1966",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:34:40-03","EAO","IAN","123206","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"Irwin, HS; Souza, R","15120","Southern America","Brasil","Serra do Morcego. Creek margin, Córrego Estrema, ca. 35km NE of Formosa.",NA,NA,"Rosette herb, the inflorescene to ca. 40cm tall. Heads lavender.","IAN123206","Dicotiledônea",NA,"Gardner","Barroso, GM","1966","04","20","Goiás",NA,NA,NA,"800","800",NA,NA,NA,"1966",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:34:40-03","EAO","IAN","123232","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"Irwin, HS; Souza, R","15554","Southern America","Brasil","Among rocks, periodically flooded creek margin. Gallery forest, Córreo Itaquera, ca. 30km N of Formosa.",NA,NA,"Herb to ca. 35cm tall. Heads pink.","IAN123232","Dicotiledônea",NA,"Gardner","Barroso, GM","1966","05","02","Goiás",NA,NA,NA,"850","850",NA,NA,NA,"1966",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:34:40-03","EAO","IAN","123308","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"Irwin, HS; Souza, R","17096","Southern America","Brasil","Partially shaded creek bank. Locally common. Wooded creek margin, ca. 20km S of Xavantina.",NA,NA,"Rosette herb, the inflorescence to ca. 20cm tall. Heads purplish pink.","IAN123308","Dicotiledônea",NA,"Gardner","Barroso, GM","1966","06","13","Mato Grosso",NA,NA,NA,"400","400",NA,NA,NA,"1966",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:34:40-03","EAO","IAN","123318","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"Irwin, HS; Souza, R","17283","Southern America","Brasil","In bud. Creek bank. Gallery forest, ca. 78km S of Xavantina.",NA,NA,"Rosette herb, the inforescence to ca. 25cm tall.","IAN123318","Dicotiledônea",NA,"Gardner","Barroso, GM","1966","06","16","Mato Grosso",NA,NA,NA,"500","500",NA,NA,NA,"1966",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:34:40-03","EAO","IAN","123353","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"Irwin, HS; Souza, R","17935","Southern America","Brasil","Gallery forest ca. 45km S of Caiapônia, road to Jataí.",NA,NA,"Rosete herb, the inforescence to ca. 90cm tall. Heads lavender-purple.","IAN123353","Dicotiledônea",NA,"Gardner","Barroso, GM","1966","06","28","Goiás",NA,NA,NA,"900","900",NA,NA,NA,"1966",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-30 12:34:40-03","EAO","IAN","135415","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"Irwin, HS; Maxwell, HS","19023","Southern America","Brasil","Gallery shade, 75km N of Corumbá de Goiás on road to Niquelândia, Goiás in valey of Rio Maranhão. gallery margin and cerrado.",NA,NA,"Caespitose herb, the inflorescences to ca. 40cm tall.","IAN135415","Dicotiledônea",NA,"Gardner","Barroso, GM","1968","01","22",NA,NA,NA,NA,"700","700",NA,NA,NA,"1968",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-30 12:34:40-03","EAO","IAN","102517","PreservedSpecimen","Plantae","Asteraceae","Elephantopus","riparius","Elephantopus riparius",NA,"Magalhães, MG","1868","Southern America","Brasil","Terreno em depressão (valo) ferruginoso. Serra do Curral.",NA,NA,"Herba; flor violácea. Esparso.","IAN102517","Dicotiledônea",NA,"Gardner","Magalhães, MG","1942","08","05","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
