"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","previousCatalogNumber","phylum","order","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","typeStatus"
"11","2016-09-27 13:29:00-03","NY","NYBG","1730971","PreservedSpecimen","Plantae","Fabaceae","Senna","corymbosa","Senna corymbosa",NA,NA,"J. Ball","s.n.","1882",NA,NA,"Uruguay",NA,NA,"prope Paysandu",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1937732' target='other'> <mi>dwc_moreinfo</mi></a>","NY01730971",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","582829","PreservedSpecimen","Plantae","Fabaceae","Senna","corymbosa","Senna corymbosa","(Lam.) H.S.Irwin & Barneby",NA,"O. V. Aplin","s.n.","1893","02",NA,"Uruguay","Soriano",NA,"Santa Elena",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=761301' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582829",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-27 13:29:00-03","NY","NYBG","1730968","PreservedSpecimen","Plantae","Fabaceae","Senna","corymbosa","Senna corymbosa",NA,NA,"G. H. E. W. Hieronymus","s.n.","1882","02",NA,"Argentina",NA,NA,"[Illegible] Manga, Sierra chica de Cordoba",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1937729' target='other'> <mi>dwc_moreinfo</mi></a>","NY01730968",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1730949","PreservedSpecimen","Plantae","Fabaceae","Senna","corymbosa","Senna corymbosa","(Lam.) H.S.Irwin & Barneby","H. S. Irwin; R. C. Barneby","Á. L. Cabrera","2055","1932","03","14","Argentina","Buenos Aires",NA,"Pereyra",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1937710' target='other'> <mi>dwc_moreinfo</mi></a>","NY01730949",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-09-27 13:29:00-03","NY","NYBG","1730973","PreservedSpecimen","Plantae","Fabaceae","Senna","corymbosa","Senna corymbosa",NA,NA,"O. V. Aplin","s.n.","1892",NA,NA,"Uruguay",NA,NA,"Soriana",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1937734' target='other'> <mi>dwc_moreinfo</mi></a>","NY01730973",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1730955","PreservedSpecimen","Plantae","Fabaceae","Senna","corymbosa","Senna corymbosa","(Lam.) H.S.Irwin & Barneby","H. S. Irwin; R. C. Barneby","S. Venturi","2660","1924","01",NA,"Argentina",NA,NA,"Dep. Capital, Rio Sali",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1937716' target='other'> <mi>dwc_moreinfo</mi></a>","NY01730955",NA,"450",NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-09-28 10:05:00-03","NY","NYBG","1730964","PreservedSpecimen","Plantae","Fabaceae","Senna","corymbosa","Senna corymbosa",NA,NA,"A. Krapovickas","24976","1974","04","11","Argentina","Corrientes","Ituzaingó","11 km N de San Carlos",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1937725' target='other'> <mi>dwc_moreinfo</mi></a>","NY01730964",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-09-27 19:41:00-03","NY","NYBG","1730960","PreservedSpecimen","Plantae","Fabaceae","Senna","corymbosa","Senna corymbosa",NA,"R. C. Barneby","T. S. Ibarrola","3579","1945","10","21","Argentina","Corrientes","General Paz","Lomas Vallejos Rincon de Vences",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1937721' target='other'> <mi>dwc_moreinfo</mi></a>","NY01730960",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-09-27 13:29:00-03","NY","NYBG","1730958","PreservedSpecimen","Plantae","Fabaceae","Senna","corymbosa","Senna corymbosa",NA,NA,"T. S. Ibarrola","2560","1945","03","02","Argentina","Corrientes","Curuzú Cuatiá","Curuzú Cuatiá, cercanias",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1937719' target='other'> <mi>dwc_moreinfo</mi></a>","NY01730958",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","582822","PreservedSpecimen","Plantae","Fabaceae","Senna","corymbosa","Senna corymbosa","(Lam.) H.S.Irwin & Barneby","R. C. Barneby","Hoehne","s.n.","1950","03","13","Brazil","São Paulo","Campinas","Campos experimentals da Fazenda Santa Elisa do Instituto Agronómico","-47.06","-22.9",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=761306' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582822","NY00582822_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-09-27 19:41:00-03","NY","NYBG","1730975","PreservedSpecimen","Plantae","Fabaceae","Senna","corymbosa","Senna corymbosa",NA,"R. C. Barneby","E. M. Zardini","27544","1991","06","18","Paraguay","Central",NA,"Tavarory. Avaí River near confluence with Paraguay River","-57.5","-25.5",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1937736' target='other'> <mi>dwc_moreinfo</mi></a>","NY01730975",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1730953","PreservedSpecimen","Plantae","Fabaceae","Senna","corymbosa","Senna corymbosa","(Lam.) H.S.Irwin & Barneby","H. S. Irwin; R. C. Barneby","A. M. R. Huidobro","3631","1946","11","29","Argentina","Entre Ríos","Parana","Tezanos Pinto",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1937714' target='other'> <mi>dwc_moreinfo</mi></a>","NY01730953",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1730954","PreservedSpecimen","Plantae","Fabaceae","Senna","corymbosa","Senna corymbosa","(Lam.) H.S.Irwin & Barneby","H. S. Irwin; R. C. Barneby","A. M. R. Huidobro","3667","1946","11","29","Argentina","Entre Ríos","Parana","Las Delicias",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1937715' target='other'> <mi>dwc_moreinfo</mi></a>","NY01730954",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1730972","PreservedSpecimen","Plantae","Fabaceae","Senna","corymbosa","Senna corymbosa","(Lam.) H.S.Irwin & Barneby","H. S. Irwin; R. C. Barneby","G. Herter","368","1927","05",NA,"Uruguay","Canelones",NA,"Toledo",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1937733' target='other'> <mi>dwc_moreinfo</mi></a>","NY01730972","NY01730972_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-09-27 13:29:00-03","NY","NYBG","1730961","PreservedSpecimen","Plantae","Fabaceae","Senna","corymbosa","Senna corymbosa",NA,NA,"T. S. Ibarrola","2757","1945","03","25","Argentina","Corrientes","Mercedes","Jofré",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1937722' target='other'> <mi>dwc_moreinfo</mi></a>","NY01730961",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-09-27 13:29:00-03","NY","NYBG","1730962","PreservedSpecimen","Plantae","Fabaceae","Senna","corymbosa","Senna corymbosa",NA,"B. Marazzi","B. Marazzi","BM103","2003","02","25","Argentina","Tucumán",NA,"Dep. Tafí. Colalao del Valle","-65.9567","-26.3597",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1937723' target='other'> <mi>dwc_moreinfo</mi></a>","NY01730962","NY01730962_01","1730",NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","582827","PreservedSpecimen","Plantae","Fabaceae","Senna","corymbosa","Senna corymbosa","(Lam.) H.S.Irwin & Barneby","R. C. Barneby","S. Halloy","4296","1995","08","09","Bolivia","Santa Cruz","José Miguel de Velasco","Campos de San Ramón, Tramo entre el principo de la pampa inundada y la isla del Cambará","-61.37903","-14.16792",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=761303' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582827",NA,"10","10","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-09-27 13:29:00-03","NY","NYBG","1581617","PreservedSpecimen","Plantae","Fabaceae","Senna","corymbosa","Senna corymbosa",NA,NA,"Collector unspecified","s.n.",NA,NA,NA,"Chile",NA,NA,"Chili?",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1894913' target='other'> <mi>dwc_moreinfo</mi></a>","NY01581617","NY01581617_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1730956","PreservedSpecimen","Plantae","Fabaceae","Senna","corymbosa","Senna corymbosa","(Lam.) H.S.Irwin & Barneby","H. S. Irwin; R. C. Barneby","G. Dawson","633","1939","03","08","Argentina","Córdoba",NA,"Villa General Mitre, Dept. Totoral",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1937717' target='other'> <mi>dwc_moreinfo</mi></a>","NY01730956",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1730970","PreservedSpecimen","Plantae","Fabaceae","Senna","corymbosa","Senna corymbosa","(Lam.) H.S.Irwin & Barneby","H. S. Irwin; R. C. Barneby","C. H. Bacle","106",NA,NA,NA,"Uruguay",NA,NA,"Unv. de Montevideo",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1937731' target='other'> <mi>dwc_moreinfo</mi></a>","NY01730970",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","582823","PreservedSpecimen","Plantae","Fabaceae","Senna","corymbosa","Senna corymbosa","(Lam.) H.S.Irwin & Barneby","R. C. Barneby","J. C. Lindeman","7038","1981","03","05","Brazil","Rio Grande do Sul","Bagé","Coxilha das flores, 55 km NE of Bagé, N of road BR 153 km 89","-54.1067","-31.3317",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=761302' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582823","NY00582823_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1730950","PreservedSpecimen","Plantae","Fabaceae","Senna","corymbosa","Senna corymbosa","(Lam.) H.S.Irwin & Barneby","H. S. Irwin; R. C. Barneby","Á. L. Cabrera","2055","1932","03","14","Argentina","Buenos Aires",NA,"Pereyra",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1937711' target='other'> <mi>dwc_moreinfo</mi></a>","NY01730950",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-09-27 13:29:00-03","NY","NYBG","1730965","PreservedSpecimen","Plantae","Fabaceae","Senna","corymbosa","Senna corymbosa",NA,NA,"C. M. Hicken","s.n.",NA,NA,NA,"Argentina",NA,NA,"Near Buenos Aires",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1937726' target='other'> <mi>dwc_moreinfo</mi></a>","NY01730965",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-09-27 13:29:00-03","NY","NYBG","1730963","PreservedSpecimen","Plantae","Fabaceae","Senna","corymbosa","Senna corymbosa",NA,NA,"T. M. Pedersen","12458","1979","04","21","Argentina","Corrientes","Empedrado","Estancia La Yela",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1937724' target='other'> <mi>dwc_moreinfo</mi></a>","NY01730963",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","582826","PreservedSpecimen","Plantae","Fabaceae","Senna","corymbosa","Senna corymbosa","(Lam.) H.S.Irwin & Barneby","R. C. Barneby","R. A. Wasum","s.n.","1998","03","21","Brazil","Rio Grande do Sul","Alegrete","Reserva Biológica do Ibirapuita","-55.7919","-29.7831",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=761304' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582826","NY00582826_01","96","96","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1730952","PreservedSpecimen","Plantae","Fabaceae","Senna","corymbosa","Senna corymbosa","(Lam.) H.S.Irwin & Barneby","H. S. Irwin; R. C. Barneby","A. del P. Rodrigo Trigo","743","1935","11",NA,"Argentina","Corrientes","Mercedes","12 leguas al N; arroyo Ayuí",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1937713' target='other'> <mi>dwc_moreinfo</mi></a>","NY01730952",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2016-09-27 13:29:00-03","NY","NYBG","1730967","PreservedSpecimen","Plantae","Fabaceae","Senna","corymbosa","Senna corymbosa",NA,NA,"F. Ortiz","s.n.","1945","05","13","Argentina","Tucumán","Famaillá","La Quebrada-Lules",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1937728' target='other'> <mi>dwc_moreinfo</mi></a>","NY01730967",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","582824","PreservedSpecimen","Plantae","Fabaceae","Senna","corymbosa","Senna corymbosa","(Lam.) H.S.Irwin & Barneby","R. C. Barneby","R. A. Wasum","5569","1989","03","02","Brazil","Rio Grande do Sul","Nova Prata","Horto Florestal","-51.61","-28.7842",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=761307' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582824","NY00582824_01","750","750","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-09-27 13:29:00-03","NY","NYBG","1730957","PreservedSpecimen","Plantae","Fabaceae","Senna","corymbosa","Senna corymbosa",NA,NA,"T. S. Ibarrola","2692",NA,NA,NA,"Argentina","Corrientes","Mercedes","Cercanías de Pueblo Mercede",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1937718' target='other'> <mi>dwc_moreinfo</mi></a>","NY01730957",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1730974","PreservedSpecimen","Plantae","Fabaceae","Senna","corymbosa","Senna corymbosa","(Lam.) H.S.Irwin & Barneby",NA,"T. Morong","1097","1888",NA,NA,"Paraguay",NA,NA,"Pilcomayo River",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1937735' target='other'> <mi>dwc_moreinfo</mi></a>","NY01730974","NY01730974_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","582825","PreservedSpecimen","Plantae","Fabaceae","Senna","corymbosa","Senna corymbosa","(Lam.) H.S.Irwin & Barneby",NA,"H. S. Irwin","2333","1958","12","30","Brazil","Minas Gerais","Belo Horizonte","Arboretum, Agronomic Instute, Belo Horizonte","-43.9378","-19.9208",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=761305' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582825",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2016-09-27 19:41:00-03","NY","NYBG","582828","PreservedSpecimen","Plantae","Fabaceae","Senna","corymbosa","Senna corymbosa",NA,"R. C. Barneby","B. R. Pérez Marisevich","1048","1991","08",NA,"Paraguay",NA,NA,"Asunción. Jardin Botánico y Zoológico Trinidad. Reserva Natural","-57.47","-25.33",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=761308' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582828",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","1730966","PreservedSpecimen","Plantae","Fabaceae","Senna","corymbosa","Senna corymbosa","(Lam.) H.S.Irwin & Barneby",NA,"A. E. Burkart","24185","1963","04","07","Argentina","Entre Ríos","Gualeguaychú","Pto. Constanza a Ñancay",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1937727' target='other'> <mi>dwc_moreinfo</mi></a>","NY01730966",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-18 09:29:49-03","UNESP-IBB","BOTU","28743","PreservedSpecimen","Plantae","Fabaceae","Senna","corymbosa","Senna corymbosa","(Lam.) H.S.Irwin & Barneby","Valduga, E.","Valduga, E.","376","2012","05","26","Brasil","Rio Grande do Sul","Cidreira",NA,NA,NA,"9999","9999",NA,"BOTU028743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-04-08 17:40:23-03","EAO","IAN","69358","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Senna","corymbosa","Senna corymbosa","(Lam.) H.S. Irwin & Barneby","Nascimento, EAP","Black, GA; Boelcke, O","11525","1951","03","14","Argentina",NA,NA,"Entre La Plata e S. Vicente del Tuyu.",NA,NA,NA,NA,NA,"IAN069358",NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,"2011","09","19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-12-04 15:25:14-03","PUCPR","HUCP","24091","S","Plantae","Fabaceae","Senna","corymbosa","Senna corymbosa","(Lam.) H.S. Irwin & Barneby",NA,"Domingues, EC","003","2000","05","18","Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
