"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","class","typeStatus","relatedCatalogItem"
"15","2021-03-15 16:37:00-03","NY","NYBG","777842","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Pseudopiptadenia","leptostachya","Pseudopiptadenia leptostachya",NA,"H. C. de Lima","5753","2000","12","11","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Parque Nacional da Tijuca, Vista Chinesa, próximo ao mirante","-43.249313","-22.973268","400","400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=162163' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777842","NY00777842_01","(Benth.) Rauschert",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","459516","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Pseudopiptadenia","leptostachya","Pseudopiptadenia leptostachya",NA,"L. Riedel","1346","1833","07",NA,"South America","Brazil","Rio de Janeiro","Rio de Janeiro","In. sylv. montosis. Tijuca","-43.274528","-22.95583",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=162158' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459516","NY00459516_01","(Benth.) Rauschert",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-11-01 14:47:00-02","NY","NYBG","459518","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Pseudopiptadenia","leptostachya","Pseudopiptadenia leptostachya",NA,"H. C. de Lima","2534","1985","01","15","South America","Brazil","Rio de Janeiro","Nova Friburgo","Pico Nova Caledonea","-42.5308","-22.2819","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=162162' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459518","NY00459518_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-10-28 13:40:00-02","NY","NYBG","1019533","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Pseudopiptadenia","leptostachya","Pseudopiptadenia leptostachya",NA,"J. E. Meireles","546","2007","05","16","South America","Brazil","Rio de Janeiro","Itatiaia","Antes da ponte do Maromba.","-44.5631","-22.4961",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1285995' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019533","NY01019533_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-10-28 13:49:00-02","NY","NYBG","1018065","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Pseudopiptadenia","leptostachya","Pseudopiptadenia leptostachya",NA,"C. Farney","3100","1992","03","23","South America","Brazil","Rio de Janeiro","Paratí","Praia Negra - picada para o morro do Combucá.","-44.7131","-23.2181","100","540","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1248512' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018065","NY01018065_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","459520","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Pseudopiptadenia","leptostachya","Pseudopiptadenia leptostachya",NA,"M. C. Vianna","103","1985","07","18","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Vista Chinesa, entroncamento com Gavea Pequena","-43.275294","-22.973971",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=162160' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459520","NY00459520_01","(Benth.) Rauschert",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-09-30 10:11:00-03","NY","NYBG","1747936","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Pseudopiptadenia","leptostachya","Pseudopiptadenia leptostachya",NA,"S. J. da Silva Neto","784","1995","07","12","South America","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Estrada principal do PARNA. Em frente ao Posto II, lado esq. quem sobe.","-44.658","-22.358","800",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2015705' target='other'> <mi>dwc_moreinfo</mi></a>","NY01747936","NY01747936_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-06-29 11:30:38-03","UFRJ","RFA","19019","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Piptadenia","leptostachya","Piptadenia leptostachya",NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"RFA15944",NA,"Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-06-29 11:30:38-03","UFRJ","RFA","4310","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Piptadenia","leptostachya","Piptadenia leptostachya","L.M. Borges","E. Pereira; P. Occhioni 1557","4859","1958","12","23",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Vista Chinesa","-43.2075004577637","-22.9027996063232",NA,NA,NA,"Árvore de flores amarelo esverdeadas","RFA25027",NA,"Benth.","2012","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-06-29 11:30:39-03","UFRJ","RFA","5901","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Piptadenia","leptostachya","Piptadenia leptostachya",NA,"Pereira, E.","4859","1958","12","23",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Vista Chinesa","-43.2075004577637","-22.9027996063232",NA,NA,NA,"Arvore, flor amarelo-esverdeada","RFA26035",NA,"Benth.",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-13 09:19:54-03","UFRJ","RFA","26642","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","leptostachya","Pseudopiptadenia leptostachya","H. C. de Lima & L. F. G. da Silva","F. de B. Pereira","58/61","2001","01","09",NA,"Brasil","Rio de Janeiro","Sapucaia","3° Distrito, Sítio Suíça.","-42.856667","-22.08","780","780",NA,"Árvore, 15m de altura, 35cm de DAP, folha verde, flor amarela, comum no local.","RFA40036",NA,"(Benth.) Rauschert","2002",NA,NA,"06","03","42º51'24''W","22º4'48''S",NA,NA,NA,NA,NA
"26","2020-11-13 09:19:54-03","UFRJ","RFA","24470","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","leptostachya","Pseudopiptadenia leptostachya","H. C. de Lima & L. F. G. da Silva","F. M. de B. Pereira","86/011","2000","05","12",NA,"Brasil","Rio de Janeiro","Sapucaia","3° Distrito, Fazenda Selo Verde.","-42.85","-22.089444","811","811",NA,"Árvore com 6m de altura e DAP de 21cm, frutos marrons, folhas verde escuro de aroma suave e caule bege com aroma suave, comum o local.","RFA40037",NA,"(Benth.) Rauschert",NA,NA,NA,NA,NA,"42º51'0''W","22º5'22''S",NA,NA,NA,NA,NA
"27","2020-06-29 11:30:39-03","UFRJ","RFA","39834","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","leptostachya","Pseudopiptadenia leptostachya","Haroldo Lima","Finotti R.; Caruzo J.","235",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Guapimirim","Adjacente à entrada da Estação Ecológica Paraíso","-42.905278","-22.493333","50","50",NA,"Árvore com 5 metros de altura e com PAP de 15cm","RFA43446",NA,"(Benth.) Rauschert",NA,NA,NA,NA,NA,"42º54'19''W","22º29'36''S",NA,NA,NA,NA,NA
"28","2020-06-29 11:30:39-03","UFRJ","RFA","21197","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","leptostachya","Pseudopiptadenia leptostachya","L. M. Borges","Francisco Gonçalves da Silva",NA,"1941","01","28",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Estrada da Vista Chinesa, próximo do quebra bunda","-43.2075004577637","-22.9027996063232",NA,NA,NA,"Folhas e flores","RFA17511",NA,"(Benth.) Rauschert",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-06-29 11:30:39-03","UFRJ","RFA","21190","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","leptostachya","Pseudopiptadenia leptostachya","L. M. Borges","E.Pereira; Brade","653","1952","02","15",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Vista Chinesa","-43.2075004577637","-22.9027996063232",NA,NA,NA,"Árvore de flores amarelas","RFA17498",NA,"(Benth.) Rauschert","2012","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-06-29 11:30:39-03","UFRJ","RFA","2224","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","leptostachya","Pseudopiptadenia leptostachya","L. M. Borges",NA,NA,"1879",NA,NA,NA,"Brasil","Rio de Janeiro","Petrópolis","Estrada União Indústria","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,"RFA18382",NA,"(Benth.) Rauschert","2012","36524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-06-29 11:30:39-03","UFRJ","RFA","17892","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","leptostachya","Pseudopiptadenia leptostachya","L. M. Borges","F.G. da Silva",NA,"1941","01","28",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Estrada da Vista Chinesa, próximo do quebra bunda","-43.2075004577637","-22.9027996063232",NA,NA,NA,"Folhas e flores","RFA15155",NA,"(Benth.) Rauschert","2012","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-02-08 21:32:23-03","UFBA","ALCB","126938","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Pseudopiptadenia","leptostachya","Pseudopiptadenia leptostachya","Lima, HC","Lima, HC; Cardoso, D; Lima, AGM; Ibri, G","8231","2016","05","24","Southern America","Brasil","Minas Gerais","Catas Altas","RPPN Santuário do Caraça. Santuário do Caraça, Km 16-18 após o portão de entrada para o mosteiro.","-43.51","-20.076111","1187","1187",NA,"Com 18 m alt. Tronco com casca lisa e pardacenta, DAP ca. 80 cm. Frutos imaturos verde-fulvescentes. Ocasional. Material banco DNA.","ALCB041051","ALCB041051","(Benth.) Rauschert","2016",NA,NA,"08",NA,"-43.51","-20.076111",NA,NA,NA,NA,NA
"33","2021-02-08 21:32:23-03","UFBA","ALCB","131685","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Pseudopiptadenia","leptostachya","Pseudopiptadenia leptostachya","Cardoso, D; Lima, HC","Lima, HC; Cardoso, D","8004","2015","06","07","Southern America","Brasil","Rio de Janeiro","Rio de Janeiro","Parque Nacional da Tijuca, Trilha para o Bico do Papagaio, próx. ao final da trilha.","-43.308333","-22.953611","990","990",NA,"Mata de encosta montana.","ALCB048253","ALCB048253","(Benth.) Rauschert.","2015",NA,NA,"06",NA,"-43.308333","-22.953611",NA,NA,NA,NA,NA
"34","2020-11-04 10:55:49-03","ESALQ","ESA","141195","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","leptostachya","Pseudopiptadenia leptostachya","Pinto, R.B.","Silva, T.D.; Assis, L.S.; Gardon, F.R.; Lozano-Baez, S.E.; Mazzeo, R.R.; Zanini, A.N.; Souza, V.C.; Rodrigues, R.R.; Colletta, G. D.; Koch, I.","125.0","2017","04","25",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Campo Grande; Complexo Guandu do Sâpe; Trilha da mata saída próxima ao páiol de munição - Pista de reação; Floresta Ombrófila Densa","-43.5859","-22.8541",NA,NA,NA,"Árvore; 18 metros de altura; espinho","ESA141195",NA,"(Benth.) Rauschert","2017",NA,NA,"06","02","-43.5859","-22.8541",NA,NA,NA,NA,NA
"35","2020-11-04 11:10:19-03","ESALQ","ESA","22280","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Pseudopiptadenia","leptostachya","Pseudopiptadenia leptostachya",NA,"Tamashiro, J.Y. et al.","913.0","1995","04","14",NA,"Brasil","São Paulo","São José dos Campos",NA,"-45.8800010681152","-23.1700000762939",NA,NA,NA,NA,"ESA022280","ESA022280","(Benth.) Rauschert",NA,"39297","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:10:19-03","ESALQ","ESA","75121","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Pseudopiptadenia","leptostachya","Pseudopiptadenia leptostachya",NA,"Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Oliveira, A.A.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","216.0","2001","04","17",NA,"Brasil","São Paulo","Itanhaém","Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta Ombrófila Densa Baixomontana e Montana no entorno do Vale dos Rios Mambu e dos Macacos.","-46.7799987792969","-24.1800003051758","30","30",NA,"Árvore, ca. 7m alt. Frutos imaturos verdes.","ESA075121","ESA075121","(Benth.) Rauschert",NA,"26998","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 10:55:49-03","ESALQ","ESA","116275","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","leptostachya","Pseudopiptadenia leptostachya","Morim-Lima, M.P.","Sucre, D.","7380.0","1971","01","01",NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"ESA116275","ESA116275",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-01-14 15:30:13-03","MN","R","8359","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","leptostachya","Pseudopiptadenia leptostachya","Lima, M.P.M","Glaziou, A.F.M.; Netto, L.S.M. & Schwacke, C.A.W.","625","1880","08","29",NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,NA,"Plantas do Brasil Central","R000008359","R000008359_001","(Benth.) Rauschert","1988","57442","auto","08",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-02-22 11:45:51-03","IPA","IPA","2397","S","Plantae","Plantae",NA,"Leguminosae-Mim.","Piptadenia","leptostachya","Piptadenia leptostachya",NA,"Andrade-Lima","975","1952","01","26","Southern America","Brasil","Rio de Janeiro","Rio de Janeiro","Vista Chinesa.","-43.2075004577637","-22.9027996063232",NA,NA,NA,"Árvore média. Flor amarela.","IPA0002397",NA,"Benth.",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-07-26 11:40:21-03","IPA","IPA","2302","S","Plantae","Plantae",NA,"Leguminosae-Mim.","Pseudopiptadenia","leptostachya","Pseudopiptadenia leptostachya","Lewis, G.P.","Ducke, A.; Kuhlmann, J.G.; Kuhlmann, J.G.","2302","1921","11","05","Southern America","Brasil","Rio de Janeiro",NA,"Silvestre. Corcovado.",NA,NA,NA,NA,NA,"Árvore pequena.","IPA0002302",NA,"(Benth.) Rauschert","1988",NA,NA,"02","10",NA,NA,NA,NA,NA,NA,NA
"41","2019-02-22 11:45:57-03","IPA","IPA","65616","S","Plantae","Plantae",NA,"Leguminosae-Mim.","Pseudopiptadenia","leptostachya","Pseudopiptadenia leptostachya",NA,"Lima, H.C. de; V.Spolidoro, C.; V.Spolidoro, C.","5746","2000","11","17","Southern America","Brasil","Rio de Janeiro","Valença","Distrito Barão de Juparanã. Picada do baeta.","-43.7002983093262","-22.2455997467041",NA,NA,NA,"Árvore ca. 30m de altura. Tronco com casca lisa levemente estriada. DAP 49cm. Inflorescências perfumadas, pêndulos, flores amarelo-esverdeadas, botões esverdeados. Frutos passados no chão. Frequênte na mata alta dos grotões e cumeira","IPA0065616",NA,"(Benth.) Rauschert",NA,"47830","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-07-26 11:40:21-03","IPA","IPA","65621","S","Plantae","Plantae",NA,"Leguminosae-Mim.","Pseudopiptadenia","leptostachya","Pseudopiptadenia leptostachya",NA,"Lima, M.P.M. de; Lima, H.C. de; Lima, H.C. de","30","1986","05","26","Southern America","Brasil","Rio de Janeiro","Rio de Janeiro","Parque Nacional do Itatiaia, Próximo a ponte do Maromba.","-43.2075004577637","-22.9027996063232",NA,NA,NA,"Árvore com mais ou menos 7m de altura, casca acinzentada, levemente fisurada. DAP com mais ou menos 25cm. Frutos novos edverdeados. Frequênte na mata de encosta, sempre na margem de córrego.","IPA0065621",NA,"(Benth.) Rauschert",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-20 21:17:41-03","UFV","VIC","30719","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","leptostachya","Pseudopiptadenia leptostachya","Lima, M.P.M. de","Farney, C.; Silva, L.C.","3100","1992","03","23",NA,"Brasil","Rio de Janeiro","Paraty","Praia Negra, Picada para o morro do Cambucá, trechos entre 100 e 540 m.s.m; mata de encosta.","-44.7131004333496","-23.2178001403809",NA,NA,NA,"Árvore ca. 11m de altura; folhas verdes discolores; frutos imaturos verdes, tronco de casca áspera e fissurada.","VIC030719","VIC030719","(Benth.) Rauschert",NA,"34470","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-20 21:17:41-03","UFV","VIC","11182","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","leptostachya","Pseudopiptadenia leptostachya",NA,"Silva, A.F. da","1556","1987","03","05",NA,"Brasil","São Paulo","São José dos Campos",NA,"-45.9375","-23.075",NA,NA,NA,"Árvore de até 25m, frutos imaturos verde-ferruginosos.","VIC011182","VIC011182","(Benth.) Rauschert",NA,NA,NA,NA,NA,"-45.9375","-23.075",NA,NA,NA,NA,NA
