"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","locality","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","identifiedBy","country","stateProvince","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","typeStatus","fieldNumber","individualCount","relationshipType","relatedCatalogItem"
"11","2019-10-09 11:13:21-03","UFBA","ALCB","030738","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Guedes, ML; et al.","5086","1997","07","13","Southern America","Vila da Barra.",NA,"rastejante. Folhas membranáceas, dicolores. Flores lilases, singelas. Ocasional.",NA,NA,"Meisn.","Staples, G","Brasil","Bahia","-40.483333","-11.3","625","625","Jacobina","2016","05",NA,NA,NA,"-40.483333","-11.3",NA,NA,NA,NA,NA,NA
"12","2020-11-04 11:05:27-03","ESALQ","ESA","29142","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Ivanauskas, N.M.","402.0","1995","09","28",NA,NA,NA,NA,"ESA029142","ESA029142",NA,NA,"Brasil","São Paulo","-47.8800010681152","-24.7099990844727",NA,NA,"Pariquera-Açu",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-04 10:55:24-03","ESALQ","ESA","142247","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Simão-Bianchini, R.","2029.0","2014","04","24",NA,NA,NA,NA,"ESA142247",NA,"Meisn.","Simão-Bianchini, R.","Brasil","São Paulo","-46.5299987792969","-23.4599990844727",NA,NA,"Guarulhos","2014","03","24","26398","auto",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-04 11:05:27-03","ESALQ","ESA","20020","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Leitão Filho, H.F. et al.",NA,"1995","02","08",NA,NA,NA,NA,"ESA020020","ESA020020","Meisn.","Simão-Bianchini, R.","Brasil","São Paulo","-48.5046997070312","-24.7563991546631",NA,NA,"Barra do Turvo",NA,NA,NA,"38172","auto",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:05:27-03","ESALQ","ESA","101484","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Jakovac, A.C.C.","109.0","2006","03","14",NA,NA,NA,NA,"ESA101484","ESA101484",NA,"Jakovac, A.C.C.","Brasil","São Paulo","-48.3600006103516","-24.0900001525879",NA,NA,"Ribeirão Grande",NA,NA,NA,"25028","auto",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-01-14 15:27:21-03","MN","R","37542","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Bueno, E.A.","149","1942","07","05",NA,NA,NA,NA,NA,NA,"Meisn.","Falcão, J.","Brasil","Espírito Santo",NA,NA,NA,NA,NA,"1964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-01-14 15:27:21-03","MN","R","95303","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Macedo, A.","331","1945","05","13",NA,NA,NA,NA,NA,NA,"Meisn.","Falcão, J.","Brasil","Minas Gerais",NA,NA,NA,NA,"Itauiutaba","1964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-01-14 15:27:21-03","MN","R","115202","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Silveira, A.",NA,"1896","03",NA,NA,NA,NA,NA,NA,NA,"Meisn.","Falcão, J.","Brasil","Minas Gerais","-44.7580986022949","-21.0331001281738",NA,NA,"Bom Sucesso","1964",NA,NA,"22016","auto",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-01-15 14:41:37-03","MN","R","43435","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Vidal, J.; Isidoro","I - 666","1945","03",NA,NA,NA,NA,NA,NA,NA,"Meisn.","Falcão, J.","Brasil","Minas Gerais","-46.9914016723633","-20.9169006347656",NA,NA,"São Sebastião do Paraíso","1965",NA,NA,"24792","auto",NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-02-15 11:37:00-02","IPA","IPA","44151","S","Plantae","Plantae",NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Harley, R.M.; et al.; et al.","21572","1980","04","20","Southern America","basin of the Upper São Francisco River. 4 km North of Bom Jesus da Lapa, on the main road to Ibotirama.",NA,"Herbaceous twiner with latex. Leaves mid-green, paler beneath, slightly grey green. Sepals pale green. Corolla with bell-shaped corolla, flared widely at margin, lilac pink with deep pinkish purple inside tube. Stamens and style pale","IPA0044151",NA,"Meisn.","Verdcourt, B.","Brasil","Bahia","-43.4","-13.216667","450","450",NA,"1980",NA,NA,NA,NA,"-43.4","-13.216667",NA,NA,NA,NA,NA,NA
"21","2019-08-27 13:33:16-03","IAP","PACA-AGP","99910","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Backes, A.","455","1975","03","12",NA,"Morro do Coco",NA,"HAS 14894&nf;Freqüente em lugares abertos em pleno sol Hábito: erva volúvel","PACA099910",NA,"Meisn.","Zilda Fernandes Soares","Brasil","RS","-51.0233001708984","-30.0811004638672",NA,NA,"Viamão",NA,NA,NA,"41667","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"22","2021-04-07 11:42:27-03","UFMS","CGMS","20443","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","A. Guglieri; F.J.M. Caporal","1335","2007","06","12",NA,"Fazenda Nova Esperança.",NA,NA,"CGMS1049845",NA,"Meisn.","G. Staples","Brasil","Mato Grosso do Sul","-54.8369444","-20.7627778",NA,NA,"Sidrolândia",NA,NA,NA,NA,NA,"-54,8369444","-20,7627778",NA,NA,NA,NA,NA,NA
"23","2021-04-07 11:42:27-03","UFMS","CGMS","20444","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","A. Guglieri; F.J.M. Caporal","1336","2007","06","12",NA,"Fazenda Nova Esperança.",NA,"Corola lilás claro.; Desenvolvimento de linhas de pesquisa do curso de Mestrado em Biologia Vegetal da Universidade Federal de Mato Grosso do Sul, pela implantação de pesquisa na região do Pantanal e áreas limítrofes - PRODOC/CAPES -","CGMS1049846",NA,"Meisn.","G. Staples","Brasil","Mato Grosso do Sul","-54.8369444","-20.7627778",NA,NA,"Sidrolândia",NA,NA,NA,NA,NA,"-54,8369444","-20,7627778",NA,NA,NA,NA,NA,NA
"24","2021-04-07 11:42:27-03","UFMS","CGMS","20093","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","A. Guglieri; F.J.M. Caporal; F. de M. Alves; D.C.L. Kufner; H. Scremin","1451","2007","07","24",NA,"Fazenda Luz da Lua.",NA,NA,"CGMS1049487",NA,"Meisn.","G. Staples","Brasil","Mato Grosso do Sul","-54.7463889","-20.5925",NA,NA,"Campo Grande",NA,NA,NA,NA,NA,"-54,7463889","-20,5925",NA,NA,NA,NA,NA,NA
"25","2021-04-07 11:42:27-03","UFMS","CGMS","20095","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","A. Guglieri; F.J.M. Caporal; F. de M. Alves; D.C.L. Kufner; H. Scremin","1454","2007","07","24",NA,"Fazenda Luz da Lua.",NA,NA,"CGMS1049489",NA,"Meisn.","V.J. Pott; A. Guglieri (29.X.2008); ! G. Staples","Brasil","Mato Grosso do Sul","-54.7363889","-20.6036111",NA,NA,"Campo Grande",NA,NA,NA,NA,NA,"-54,7363889","-20,6036111",NA,NA,NA,NA,NA,NA
"26","2021-04-07 11:42:27-03","UFMS","CGMS","8588","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","A. Amaral-Júnior; J.O. Mendonça; S.B. Barbosa; C.J. Campos","402","1999","04","11",NA,"Margem esquerda do Rio Paraná, Rio do Peixe, faixa de terra no meio do rio.",NA,"Flor lilás-rosa de fundo vinho.","CGMS1015512",NA,"Meisn.","G. Staples","Brasil","São Paulo","-51.9552778","-21.5305556",NA,NA,"Panorama - Caiuá",NA,NA,NA,NA,NA,"-51,9552778","-21,5305556",NA,NA,NA,NA,NA,NA
"27","2021-04-07 11:42:27-03","UFMS","CGMS","41370","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","I.V.R. Otero","162","2011","04",NA,NA,"Furnas do Dionísio; Parcela 1.",NA,NA,"CGMS1071351",NA,"Meisn.","A. Ferraro (20.V.2015); ! G. Staples","Brasil","Mato Grosso do Sul","-54.5719445","-20.1461111",NA,NA,"Jaraguari",NA,NA,NA,NA,NA,"-54,5719445","-20,1461111",NA,NA,NA,NA,NA,NA
"28","2021-04-07 11:42:27-03","UFMS","CGMS","41614","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","A. Pott; V.J. Pott; L.C.P. Lima","10406","2002","09","19",NA,"Rodovia MS-142, aproximadamente 8 km N de Camapuã.",NA,"Flor rosa. Habitat: Vegetação secundária de Cerrado em pastagem de Hyparrhenia. Solo arenoso podzólico. Relevo encosta meio íngreme. Habito: Erva prostrada volúvel. Esparsa.","CGMS1071602",NA,"Meisn.","G. Staples","Brasil","Mato Grosso do Sul","-54.0333333","-19.45",NA,NA,"Camapuã",NA,NA,NA,NA,NA,"-54,0333333","-19,45",NA,NA,NA,NA,NA,NA
"29","2021-04-07 11:42:27-03","UFMS","CGMS","29969","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","A.S. Lima; A.L.B. Sartori","17","2010","09","19",NA,"Reserva da UEMS.",NA,"Flor roxa.","CGMS1059352",NA,"Meisn.","G. Staples","Brasil","Mato Grosso do Sul","-55.6594444","-20.4366666","205","205","Aquidauana",NA,NA,NA,NA,NA,"-55,6594444","-20,4366666",NA,NA,NA,NA,NA,NA
"30","2021-04-07 11:42:27-03","UFMS","CGMS","20336","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","A. Guglieri; F.J.M. Caporal","1328","2007","05","18",NA,"Fazenda Nova Esperança.",NA,"Com fruto.; Desenvolvimento de linhas de pesquisa do curso de Mestrado em Biologia Vegetal da Universidade Federal de Mato Grosso do Sul, pela implantação de pesquisa na região do Pantanal e áreas limítrofes - PRODOC/CAPES - Coord.:","CGMS1049736",NA,"Meisn.","G. Staples","Brasil","Mato Grosso do Sul","-54.8369444","-20.7627778",NA,NA,"Sidrolândia",NA,NA,NA,NA,NA,"-54,8369444","-20,7627778",NA,NA,NA,NA,NA,NA
"31","2021-04-07 11:42:27-03","UFMS","CGMS","20604","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","A. Guglieri; F.J.M. Caporal","1318","2007","05","18",NA,"Fazenda Nova Esperança.",NA,"Com fruto.; Desenvolvimento de linhas de pesquisa do curso de Mestrado em Biologia Vegetal da Universidade Federal de Mato Grosso do Sul, pela implantação de pesquisa na região do Pantanal e áreas limítrofes - PRODOC/CAPES - Coord.:","CGMS1049999",NA,"Meisn.","G. Staples","Brasil","Mato Grosso do Sul","-54.8369444","-20.7627778",NA,NA,"Sidrolândia",NA,NA,NA,NA,NA,"-54,8369444","-20,7627778",NA,NA,NA,NA,NA,NA
"32","2021-04-07 11:42:27-03","UFMS","CGMS","27601","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Deise; Márcia; Ana Paula","9","2009","10","03",NA,"Campo da FUNPESG.",NA,"Flor lilás. Flor tubulosa, látex branco.","CGMS1057043",NA,"Meisn.","G. Staples","Brasil","Mato Grosso do Sul","-54.6030556","-19.3883333",NA,NA,"São Gabriel do Oeste",NA,NA,NA,NA,NA,"-54,6030556","-19,3883333",NA,NA,NA,NA,NA,NA
"33","2021-04-07 11:42:27-03","UFMS","CGMS","20076","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","A. Guglieri; F.J.M. Caporal; F. de M. Alves; D.C.L. Kufner","1418","2007","07","21",NA,"Fazenda Nova Esperança.",NA,NA,"CGMS1049472",NA,"Meisn.","G. Staples","Brasil","Mato Grosso do Sul","-54.9613990783691","-20.9319000244141",NA,NA,"Sidrolândia",NA,NA,NA,"73119","auto",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-04-07 11:42:27-03","UFMS","CGMS","26998","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","A. Guglieri; F.J.M. Caporal","2914","2009","09","17",NA,"Fazenda Nova Esperança.",NA,"Flor rosa. Interior da voçoroca. Habitat: Pastagem cultivada com voçorocamento. Habito: Erva.","CGMS1056438",NA,"Meisn.","G. Staples","Brasil","Mato Grosso do Sul","-54.9613990783691","-20.9319000244141",NA,NA,"Sidrolândia",NA,NA,NA,"73119","auto",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-04-07 11:42:27-03","UFMS","CGMS","20041","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","A. Guglieri; F.J.M. Caporal; F. de M. Alves","1350","2007","07","19",NA,"Fazenda Nova Esperança.",NA,NA,"CGMS1049437",NA,"Meisn.","G. Staples","Brasil","Mato Grosso do Sul","-54.9613990783691","-20.9319000244141",NA,NA,"Sidrolândia",NA,NA,NA,"73119","auto",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:28:38-03","UNICAMP","UEC","143779","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Braidotti, JC; Foresto, EB; Lopes, LE; Rodrigues, MEF; Udulutsch, RG; Rodrigues, RR","1","2005","03","22",NA,"Parque Estadual de Jacupiranga, Núcleo Caverna do Diabo. Trilha do Araçá.",NA,"Liana, volúvel, ca. 1.8m. Cálice verde, corola lilás, interior do tubo mais escuro e anteras brancas.; Floresta Ombrófila Densa Baixo Montana Ribeirinha Degradada com afloramento de calcário.","UEC044455","UEC044455","Meisn.","Udulutsch, RG","Brazil","São Paulo","-48.400278","-24.639444","400","400","Eldorado",NA,NA,NA,NA,NA,"-48.400278","-24.639444",NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:28:38-03","UNICAMP","UEC","68626","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Leitão Filho, HF; Rodrigues, RR; Kim, AC; Arzolla, FARDP; Fonseca, RCB; Galvão, JC","32751","1995","02","08",NA,"Estrada para Barra do Turvo.",NA,"Liana, flor lilás, frutos verdes.","UEC044457","UEC044457","Meisn.","Simão-Bianchini, R","Brazil","São Paulo","-48.478694","-24.784611",NA,NA,NA,NA,NA,NA,NA,NA,"-48.478694","-24.784611",NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:28:38-03","UNICAMP","UEC","3866","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Polo, M","10038","1979","03","29",NA,"Barão Geraldo.",NA,"Herbácea, trepadeira, flores róseas, sob sol intenso.","UEC044456","UEC044456","Meisn.",NA,"Brazil","São Paulo","-47.060001373291","-22.8999996185303",NA,NA,"Campinas",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-19 14:06:04-03","UFRPE","PEUFR","53206","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","F. D. S. Santos","322","2015","05","11",NA,"Sítio Santo Inácio",NA,"Trepadeira; cálice verde claro e corola rosa com tubo escuro.","PEUFR053206",NA,"Meisn","G. Staples","Brasil","Ceará","-40.4550018310547","-3.54167008399963",NA,NA,"Meruoca","2016","07",NA,"14054","auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2015-11-20 14:48:17-02","MNHN","RECOLNAT_MNHN_P","P03548478","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Glaziou, A.",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03548478' target='other'> <mi>dwc_moreinfo</mi></a>","P03548478","P03548478_01 P03548478_02","C.B.Clarke",NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type",NA,NA,NA,NA
"41","2017-07-10 16:03:22-03","MNHN","RECOLNAT_MNHN_P","P00746477","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Province de Minas Geraes","hb","triloba sp.? <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00746477' target='other'> <mi>dwc_moreinfo</mi></a>","P00746477","P00746477_01","Meisn.","Munoz","Brésil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 1574 bis",NA,NA,NA
"42","2018-06-21 15:52:06-03","MNHN","RECOLNAT_MNHN_P","P00746480","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Province de Minas Geraes","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00746480' target='other'> <mi>dwc_moreinfo</mi></a>","P00746480","P00746480_01","Meisn.","Munoz","Brésil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 1574 bis",NA,NA,NA
"43","2020-12-11 11:34:45-03","UFMG","BHCB","184656","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Mota, RC da; Vasconcelos, MF de","4060","2016","05","07","Southern America","Curral de Pedras",NA,"Projeto desenvolvido pelo Instituto Prístino!; Erva trepadeira; cálice verde, corola magenta com parte central mais escura.; Coletada em borda de Floresta Estacional Decidual","BHCB040336",NA,"Meisn.",NA,"Brasil","Minas Gerais","-44.566944","-17.082778","556","556","Jequitaí","2016","05","07",NA,NA,"-44.566944","-17.082778",NA,NA,NA,NA,NA,NA
"44","2020-12-11 11:34:45-03","UFMG","BHCB","191322","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Giacomin, LL; Oliveira, CT","518","2009","01","07","Southern America","Zona rural, Ca. de 10 km de Revés do Belém. Próximo a lago.",NA,"Trepadeira, flores roxas.; Às margens da estrada. Floresta ombrófila degradada.","BHCB191322",NA,"Meisn.",NA,"Brasil","Minas Gerais","-42.417083","-19.65025","236","236","Bom Jesus do Galho",NA,NA,NA,NA,NA,"-42.417083","-19.65025",NA,NA,NA,NA,NA,NA
"45","2020-12-11 11:34:45-03","UFMG","BHCB","81998","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Melo, PHA de","579","2003","04","16","Southern America","Fazenda Amargoso, MG 439 km 16.",NA,"Herbácea prostrada, terrestre, corola rosa, frutos imaturos.; Borda de mata calcária","BHCB039622",NA,"Meisn.",NA,"Brasil","Minas Gerais","-45.649722","-20.387222","750","810","Pains","2016","12",NA,NA,NA,"-45.649722","-20.387222",NA,NA,NA,NA,NA,NA
"46","2020-12-11 11:34:45-03","UFMG","BHCB","15485","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","cynanchifolia","Ipomoea cynanchifolia","Pedralli, G; Meyer","s.n.","1987","08","11","Southern America",NA,NA,"Liana","BHCB032922",NA,"Meisn.",NA,"Brasil","Minas Gerais","-48.7050018310547","-18.5921993255615",NA,NA,"Tupaciguara","2011","01","26","41604","auto",NA,NA,NA,NA,NA,NA,NA,NA
